figure_id,panel_id,candidate_id,evidence_level,model_layer,source_file,source_table,source_branch_or_commit,units_reference,human_readable_label_reference,derivation_notes,path_pair_id,rho,G_highT_nm,G_two_step_nm,R_TS,reduction_TS,highT_attained,two_step_attained,interpolation_support_flag,density_window_label
Candidate 693168,matched_density,693168,exact,candidate_693168_audit,results/audit_candidate_693168_closed_accommodation/dense_candidate_693168_histories.csv,matched-density interpolation,codex/figure-source-data-package@579367dddf34,results/figure_source_data_package/all_columns_dictionary.csv,results/figure_source_data_package/all_columns_dictionary.csv,Jointly attained density ranges only.,highT_reference__two_step_success,0.9400000000000001,767.8884882664222,117.57517006516412,6.531042973111011,0.8468850987327591,True,True,True,context
Candidate 693168,matched_density,693168,exact,candidate_693168_audit,results/audit_candidate_693168_closed_accommodation/dense_candidate_693168_histories.csv,matched-density interpolation,codex/figure-source-data-package@579367dddf34,results/figure_source_data_package/all_columns_dictionary.csv,results/figure_source_data_package/all_columns_dictionary.csv,Jointly attained density ranges only.,highT_reference__two_step_success,0.9410000000000001,777.7114550454512,117.5883443429303,6.6138481614926246,0.8488020928841042,True,True,True,context
Candidate 693168,matched_density,693168,exact,candidate_693168_audit,results/audit_candidate_693168_closed_accommodation/dense_candidate_693168_histories.csv,matched-density interpolation,codex/figure-source-data-package@579367dddf34,results/figure_source_data_package/all_columns_dictionary.csv,results/figure_source_data_package/all_columns_dictionary.csv,Jointly attained density ranges only.,highT_reference__two_step_success,0.9420000000000001,779.970866346193,117.60172768869043,6.632307889310044,0.8492229225950442,True,True,True,context
Candidate 693168,matched_density,693168,exact,candidate_693168_audit,results/audit_candidate_693168_closed_accommodation/dense_candidate_693168_histories.csv,matched-density interpolation,codex/figure-source-data-package@579367dddf34,results/figure_source_data_package/all_columns_dictionary.csv,results/figure_source_data_package/all_columns_dictionary.csv,Jointly attained density ranges only.,highT_reference__two_step_success,0.9430000000000001,783.4459530223227,117.61533185675496,6.661086957408668,0.8498743513792792,True,True,True,context
Candidate 693168,matched_density,693168,exact,candidate_693168_audit,results/audit_candidate_693168_closed_accommodation/dense_candidate_693168_histories.csv,matched-density interpolation,codex/figure-source-data-package@579367dddf34,results/figure_source_data_package/all_columns_dictionary.csv,results/figure_source_data_package/all_columns_dictionary.csv,Jointly attained density ranges only.,highT_reference__two_step_success,0.9440000000000001,801.2871189515956,117.6291617487332,6.811976783981674,0.8531997345687533,True,True,True,context
Candidate 693168,matched_density,693168,exact,candidate_693168_audit,results/audit_candidate_693168_closed_accommodation/dense_candidate_693168_histories.csv,matched-density interpolation,codex/figure-source-data-package@579367dddf34,results/figure_source_data_package/all_columns_dictionary.csv,results/figure_source_data_package/all_columns_dictionary.csv,Jointly attained density ranges only.,highT_reference__two_step_success,0.9450000000000001,818.4912389788456,117.64322271320479,6.957402390906914,0.8562681955399093,True,True,True,context
Candidate 693168,matched_density,693168,exact,candidate_693168_audit,results/audit_candidate_693168_closed_accommodation/dense_candidate_693168_histories.csv,matched-density interpolation,codex/figure-source-data-package@579367dddf34,results/figure_source_data_package/all_columns_dictionary.csv,results/figure_source_data_package/all_columns_dictionary.csv,Jointly attained density ranges only.,highT_reference__two_step_success,0.9460000000000001,828.1671552589128,117.65752184742189,7.038794819534605,0.8579302244718481,True,True,True,context
Candidate 693168,matched_density,693168,exact,candidate_693168_audit,results/audit_candidate_693168_closed_accommodation/dense_candidate_693168_histories.csv,matched-density interpolation,codex/figure-source-data-package@579367dddf34,results/figure_source_data_package/all_columns_dictionary.csv,results/figure_source_data_package/all_columns_dictionary.csv,Jointly attained density ranges only.,highT_reference__two_step_success,0.9470000000000001,837.8253087761534,117.67206989970032,7.120001453958338,0.8595505904785941,True,True,True,context
Candidate 693168,matched_density,693168,exact,candidate_693168_audit,results/audit_candidate_693168_closed_accommodation/dense_candidate_693168_histories.csv,matched-density interpolation,codex/figure-source-data-package@579367dddf34,results/figure_source_data_package/all_columns_dictionary.csv,results/figure_source_data_package/all_columns_dictionary.csv,Jointly attained density ranges only.,highT_reference__two_step_success,0.9480000000000001,847.2735532472055,117.68688400711787,7.19938810849951,0.8610993066453227,True,True,True,context
Candidate 693168,matched_density,693168,exact,candidate_693168_audit,results/audit_candidate_693168_closed_accommodation/dense_candidate_693168_histories.csv,matched-density interpolation,codex/figure-source-data-package@579367dddf34,results/figure_source_data_package/all_columns_dictionary.csv,results/figure_source_data_package/all_columns_dictionary.csv,Jointly attained density ranges only.,highT_reference__two_step_success,0.9490000000000001,856.1417037813588,117.7019607522725,7.273810039437505,0.8625204680108292,True,True,True,context
Candidate 693168,matched_density,693168,exact,candidate_693168_audit,results/audit_candidate_693168_closed_accommodation/dense_candidate_693168_histories.csv,matched-density interpolation,codex/figure-source-data-package@579367dddf34,results/figure_source_data_package/all_columns_dictionary.csv,results/figure_source_data_package/all_columns_dictionary.csv,Jointly attained density ranges only.,highT_reference__two_step_success,0.9500000000000001,858.1546727099006,117.71732035889768,7.289960985295542,0.8628250546172904,True,True,True,highlight_0p95_0p98
Candidate 693168,matched_density,693168,exact,candidate_693168_audit,results/audit_candidate_693168_closed_accommodation/dense_candidate_693168_histories.csv,matched-density interpolation,codex/figure-source-data-package@579367dddf34,results/figure_source_data_package/all_columns_dictionary.csv,results/figure_source_data_package/all_columns_dictionary.csv,Jointly attained density ranges only.,highT_reference__two_step_success,0.9510000000000001,875.1589867933179,117.73296960002448,7.433423192895798,0.8654724782848755,True,True,True,highlight_0p95_0p98
Candidate 693168,matched_density,693168,exact,candidate_693168_audit,results/audit_candidate_693168_closed_accommodation/dense_candidate_693168_histories.csv,matched-density interpolation,codex/figure-source-data-package@579367dddf34,results/figure_source_data_package/all_columns_dictionary.csv,results/figure_source_data_package/all_columns_dictionary.csv,Jointly attained density ranges only.,highT_reference__two_step_success,0.9520000000000001,884.1929441250923,117.74892212040322,7.509138327576093,0.8668289281171366,True,True,True,highlight_0p95_0p98
Candidate 693168,matched_density,693168,exact,candidate_693168_audit,results/audit_candidate_693168_closed_accommodation/dense_candidate_693168_histories.csv,matched-density interpolation,codex/figure-source-data-package@579367dddf34,results/figure_source_data_package/all_columns_dictionary.csv,results/figure_source_data_package/all_columns_dictionary.csv,Jointly attained density ranges only.,highT_reference__two_step_success,0.9530000000000001,892.671016557917,117.76518657951152,7.580092576469637,0.8680754898555947,True,True,True,highlight_0p95_0p98
Candidate 693168,matched_density,693168,exact,candidate_693168_audit,results/audit_candidate_693168_closed_accommodation/dense_candidate_693168_histories.csv,matched-density interpolation,codex/figure-source-data-package@579367dddf34,results/figure_source_data_package/all_columns_dictionary.csv,results/figure_source_data_package/all_columns_dictionary.csv,Jointly attained density ranges only.,highT_reference__two_step_success,0.9540000000000001,894.5799944153168,117.78178609129246,7.595232031223651,0.8683384528755611,True,True,True,highlight_0p95_0p98
Candidate 693168,matched_density,693168,exact,candidate_693168_audit,results/audit_candidate_693168_closed_accommodation/dense_candidate_693168_histories.csv,matched-density interpolation,codex/figure-source-data-package@579367dddf34,results/figure_source_data_package/all_columns_dictionary.csv,results/figure_source_data_package/all_columns_dictionary.csv,Jointly attained density ranges only.,highT_reference__two_step_success,0.9550000000000001,897.5572136588305,117.79872364288292,7.61941374152621,0.8687563067286992,True,True,True,highlight_0p95_0p98
Candidate 693168,matched_density,693168,exact,candidate_693168_audit,results/audit_candidate_693168_closed_accommodation/dense_candidate_693168_histories.csv,matched-density interpolation,codex/figure-source-data-package@579367dddf34,results/figure_source_data_package/all_columns_dictionary.csv,results/figure_source_data_package/all_columns_dictionary.csv,Jointly attained density ranges only.,highT_reference__two_step_success,0.9560000000000001,913.1582309368348,117.81601696913349,7.750713819972987,0.8709796254606798,True,True,True,highlight_0p95_0p98
Candidate 693168,matched_density,693168,exact,candidate_693168_audit,results/audit_candidate_693168_closed_accommodation/dense_candidate_693168_histories.csv,matched-density interpolation,codex/figure-source-data-package@579367dddf34,results/figure_source_data_package/all_columns_dictionary.csv,results/figure_source_data_package/all_columns_dictionary.csv,Jointly attained density ranges only.,highT_reference__two_step_success,0.9570000000000001,928.2048899503224,117.83369004532325,7.877245375183447,0.8730520692994521,True,True,True,highlight_0p95_0p98
Candidate 693168,matched_density,693168,exact,candidate_693168_audit,results/audit_candidate_693168_closed_accommodation/dense_candidate_693168_histories.csv,matched-density interpolation,codex/figure-source-data-package@579367dddf34,results/figure_source_data_package/all_columns_dictionary.csv,results/figure_source_data_package/all_columns_dictionary.csv,Jointly attained density ranges only.,highT_reference__two_step_success,0.9580000000000001,936.7004951842237,117.85175511683063,7.948125119185872,0.8741841648181766,True,True,True,highlight_0p95_0p98
Candidate 693168,matched_density,693168,exact,candidate_693168_audit,results/audit_candidate_693168_closed_accommodation/dense_candidate_693168_histories.csv,matched-density interpolation,codex/figure-source-data-package@579367dddf34,results/figure_source_data_package/all_columns_dictionary.csv,results/figure_source_data_package/all_columns_dictionary.csv,Jointly attained density ranges only.,highT_reference__two_step_success,0.9590000000000001,945.1835074267925,117.87022979460133,8.018848432499482,0.8752938145149229,True,True,True,highlight_0p95_0p98
Candidate 693168,matched_density,693168,exact,candidate_693168_audit,results/audit_candidate_693168_closed_accommodation/dense_candidate_693168_histories.csv,matched-density interpolation,codex/figure-source-data-package@579367dddf34,results/figure_source_data_package/all_columns_dictionary.csv,results/figure_source_data_package/all_columns_dictionary.csv,Jointly attained density ranges only.,highT_reference__two_step_success,0.9600000000000001,953.5177036982735,117.88913438796448,8.088257740194418,0.8763639794723007,True,True,True,highlight_0p95_0p98
Candidate 693168,matched_density,693168,exact,candidate_693168_audit,results/audit_candidate_693168_closed_accommodation/dense_candidate_693168_histories.csv,matched-density interpolation,codex/figure-source-data-package@579367dddf34,results/figure_source_data_package/all_columns_dictionary.csv,results/figure_source_data_package/all_columns_dictionary.csv,Jointly attained density ranges only.,highT_reference__two_step_success,0.9610000000000001,961.839903828692,117.90848994300939,8.157511849177219,0.8774136012930387,True,True,True,highlight_0p95_0p98
Candidate 693168,matched_density,693168,exact,candidate_693168_audit,results/audit_candidate_693168_closed_accommodation/dense_candidate_693168_histories.csv,matched-density interpolation,codex/figure-source-data-package@579367dddf34,results/figure_source_data_package/all_columns_dictionary.csv,results/figure_source_data_package/all_columns_dictionary.csv,Jointly attained density ranges only.,highT_reference__two_step_success,0.9620000000000001,970.0203411853256,117.92832598132196,8.22550759635952,0.878426955627324,True,True,True,highlight_0p95_0p98
