figure_id,panel_id,candidate_id,evidence_level,model_layer,source_file,source_table,source_branch_or_commit,units_reference,human_readable_label_reference,derivation_notes,rho0,G0_nm,high_density_attainment,median_reduction,span20,window_width_C,complete,first_step_growth,closed_fraction_at_switch,classification
Candidate 693168,robustness,693168,exact,candidate_693168_audit,results/audit_candidate_693168_closed_accommodation/candidate_693168_extended_robustness.csv,bounded robustness audit,codex/figure-source-data-package@579367dddf34,results/figure_source_data_package/all_columns_dictionary.csv,results/figure_source_data_package/all_columns_dictionary.csv,Existing bounded cases only.,0.65,300.0,True,0.7840184431463783,0.0299999999999966,380.0,True,0.0533724885497881,0.7812117107995301,Tier_B_like
Candidate 693168,robustness,693168,exact,candidate_693168_audit,results/audit_candidate_693168_closed_accommodation/candidate_693168_extended_robustness.csv,bounded robustness audit,codex/figure-source-data-package@579367dddf34,results/figure_source_data_package/all_columns_dictionary.csv,results/figure_source_data_package/all_columns_dictionary.csv,Existing bounded cases only.,0.7,50.0,True,0.939638581394266,0.0299999999999966,220.0,True,0.4872737371775735,0.6496743615249516,Tier_B_like
Candidate 693168,robustness,693168,exact,candidate_693168_audit,results/audit_candidate_693168_closed_accommodation/candidate_693168_extended_robustness.csv,bounded robustness audit,codex/figure-source-data-package@579367dddf34,results/figure_source_data_package/all_columns_dictionary.csv,results/figure_source_data_package/all_columns_dictionary.csv,Existing bounded cases only.,0.7,75.0,True,0.9236622855625548,0.0299999999999966,240.0,True,0.2640118263094531,0.6495261386500177,Tier_B_like
Candidate 693168,robustness,693168,exact,candidate_693168_audit,results/audit_candidate_693168_closed_accommodation/candidate_693168_extended_robustness.csv,bounded robustness audit,codex/figure-source-data-package@579367dddf34,results/figure_source_data_package/all_columns_dictionary.csv,results/figure_source_data_package/all_columns_dictionary.csv,Existing bounded cases only.,0.7,100.0,True,0.9062874073435804,0.0299999999999966,260.0,True,0.1706676548485182,0.6494175043485234,Tier_B_like
Candidate 693168,robustness,693168,exact,candidate_693168_audit,results/audit_candidate_693168_closed_accommodation/candidate_693168_extended_robustness.csv,bounded robustness audit,codex/figure-source-data-package@579367dddf34,results/figure_source_data_package/all_columns_dictionary.csv,results/figure_source_data_package/all_columns_dictionary.csv,Existing bounded cases only.,0.7,150.0,True,0.8696412099718716,0.0299999999999966,280.0,True,0.0960859575283468,0.6492974378348615,Tier_B_like
Candidate 693168,robustness,693168,exact,candidate_693168_audit,results/audit_candidate_693168_closed_accommodation/candidate_693168_extended_robustness.csv,bounded robustness audit,codex/figure-source-data-package@579367dddf34,results/figure_source_data_package/all_columns_dictionary.csv,results/figure_source_data_package/all_columns_dictionary.csv,Existing bounded cases only.,0.7,225.0,True,0.8135828255271071,0.0299999999999966,320.0,True,0.0600404939356646,0.6492252232881763,Tier_B_like
Candidate 693168,robustness,693168,exact,candidate_693168_audit,results/audit_candidate_693168_closed_accommodation/candidate_693168_extended_robustness.csv,bounded robustness audit,codex/figure-source-data-package@579367dddf34,results/figure_source_data_package/all_columns_dictionary.csv,results/figure_source_data_package/all_columns_dictionary.csv,Existing bounded cases only.,0.7,300.0,True,0.7585855371134266,0.0299999999999966,340.0,True,0.046899842840083,0.6491961549856751,Tier_B_like
Candidate 693168,robustness,693168,exact,candidate_693168_audit,results/audit_candidate_693168_closed_accommodation/candidate_693168_extended_robustness.csv,bounded robustness audit,codex/figure-source-data-package@579367dddf34,results/figure_source_data_package/all_columns_dictionary.csv,results/figure_source_data_package/all_columns_dictionary.csv,Existing bounded cases only.,0.75,50.0,True,0.9324736039539848,0.0299999999999966,220.0,True,0.4200810054917228,0.586355615587703,Tier_B_like
Candidate 693168,robustness,693168,exact,candidate_693168_audit,results/audit_candidate_693168_closed_accommodation/candidate_693168_extended_robustness.csv,bounded robustness audit,codex/figure-source-data-package@579367dddf34,results/figure_source_data_package/all_columns_dictionary.csv,results/figure_source_data_package/all_columns_dictionary.csv,Existing bounded cases only.,0.75,75.0,True,0.913158650207894,0.0299999999999966,240.0,True,0.2280573810839461,0.586259407181529,Tier_B_like
Candidate 693168,robustness,693168,exact,candidate_693168_audit,results/audit_candidate_693168_closed_accommodation/candidate_693168_extended_robustness.csv,bounded robustness audit,codex/figure-source-data-package@579367dddf34,results/figure_source_data_package/all_columns_dictionary.csv,results/figure_source_data_package/all_columns_dictionary.csv,Existing bounded cases only.,0.75,100.0,True,0.892420687941603,0.0299999999999966,260.0,True,0.1484666939393621,0.5861850544705326,Tier_B_like
Candidate 693168,robustness,693168,exact,candidate_693168_audit,results/audit_candidate_693168_closed_accommodation/candidate_693168_extended_robustness.csv,bounded robustness audit,codex/figure-source-data-package@579367dddf34,results/figure_source_data_package/all_columns_dictionary.csv,results/figure_source_data_package/all_columns_dictionary.csv,Existing bounded cases only.,0.75,150.0,True,0.8492277745178403,0.0299999999999966,300.0,True,0.0853454780873763,0.5860999876903817,Tier_B_like
Candidate 693168,robustness,693168,exact,candidate_693168_audit,results/audit_candidate_693168_closed_accommodation/candidate_693168_extended_robustness.csv,bounded robustness audit,codex/figure-source-data-package@579367dddf34,results/figure_source_data_package/all_columns_dictionary.csv,results/figure_source_data_package/all_columns_dictionary.csv,Existing bounded cases only.,0.75,225.0,True,0.7841504500443492,0.0299999999999966,320.0,True,0.0550445258691614,0.5860474898152428,Tier_B_like
Candidate 693168,robustness,693168,exact,candidate_693168_audit,results/audit_candidate_693168_closed_accommodation/candidate_693168_extended_robustness.csv,bounded robustness audit,codex/figure-source-data-package@579367dddf34,results/figure_source_data_package/all_columns_dictionary.csv,results/figure_source_data_package/all_columns_dictionary.csv,Existing bounded cases only.,0.75,300.0,True,0.7213457046005081,0.0299999999999966,340.0,True,0.0440398637261869,0.5860260751147479,Tier_B_like
Candidate 693168,robustness,693168,exact,candidate_693168_audit,results/audit_candidate_693168_closed_accommodation/candidate_693168_extended_robustness.csv,bounded robustness audit,codex/figure-source-data-package@579367dddf34,results/figure_source_data_package/all_columns_dictionary.csv,results/figure_source_data_package/all_columns_dictionary.csv,Existing bounded cases only.,0.8,50.0,True,0.9190120148461646,0.0299999999999966,220.0,True,0.3776655986917527,0.5375780494419856,Tier_B_like
Candidate 693168,robustness,693168,exact,candidate_693168_audit,results/audit_candidate_693168_closed_accommodation/candidate_693168_extended_robustness.csv,bounded robustness audit,codex/figure-source-data-package@579367dddf34,results/figure_source_data_package/all_columns_dictionary.csv,results/figure_source_data_package/all_columns_dictionary.csv,Existing bounded cases only.,0.8,75.0,True,0.8946803789822134,0.0299999999999966,240.0,True,0.2056596065344171,0.5375184643317119,Tier_B_like
Candidate 693168,robustness,693168,exact,candidate_693168_audit,results/audit_candidate_693168_closed_accommodation/candidate_693168_extended_robustness.csv,bounded robustness audit,codex/figure-source-data-package@579367dddf34,results/figure_source_data_package/all_columns_dictionary.csv,results/figure_source_data_package/all_columns_dictionary.csv,Existing bounded cases only.,0.8,100.0,True,0.8688474722265122,0.0299999999999966,260.0,True,0.1347575015265905,0.5374687021979478,Tier_B_like
Candidate 693168,robustness,693168,exact,candidate_693168_audit,results/audit_candidate_693168_closed_accommodation/candidate_693168_extended_robustness.csv,bounded robustness audit,codex/figure-source-data-package@579367dddf34,results/figure_source_data_package/all_columns_dictionary.csv,results/figure_source_data_package/all_columns_dictionary.csv,Existing bounded cases only.,0.8,150.0,True,0.8157501314466176,0.0299999999999966,300.0,True,0.0787763322467647,0.5374088810558211,Tier_B_like
Candidate 693168,robustness,693168,exact,candidate_693168_audit,results/audit_candidate_693168_closed_accommodation/candidate_693168_extended_robustness.csv,bounded robustness audit,codex/figure-source-data-package@579367dddf34,results/figure_source_data_package/all_columns_dictionary.csv,results/figure_source_data_package/all_columns_dictionary.csv,Existing bounded cases only.,0.8,225.0,True,0.7373647421006204,0.0299999999999966,320.0,True,0.0520067985508023,0.5373706796671017,Tier_B_like
Candidate 693168,robustness,693168,exact,candidate_693168_audit,results/audit_candidate_693168_closed_accommodation/candidate_693168_extended_robustness.csv,bounded robustness audit,codex/figure-source-data-package@579367dddf34,results/figure_source_data_package/all_columns_dictionary.csv,results/figure_source_data_package/all_columns_dictionary.csv,Existing bounded cases only.,0.8,300.0,True,0.6636588086906052,0.0299999999999966,340.0,True,0.0423051127246563,0.5373548375838749,Tier_B_like
