family,D50_input_nm,sigma_ln_input,tail_weight,bin,radius_nm,phi_open,provenance
lognormal,10.0,0.85,0.0,5,15.326188647871078,0.021558171286154695,synthetic_forward_state
lognormal,10.0,0.85,0.0,6,21.237175175898688,0.032136243888065484,synthetic_forward_state
lognormal,10.0,0.85,0.0,7,29.42790408067032,0.04134483870826328,synthetic_forward_state
lognormal,10.0,0.85,0.0,8,40.777623738016025,0.0459082227548869,synthetic_forward_state
lognormal,10.0,0.85,0.0,9,56.50469000989538,0.043994931854418655,synthetic_forward_state
lognormal,10.0,0.85,0.0,10,78.29735282337724,0.036387968434657046,synthetic_forward_state
lognormal,10.0,0.85,0.0,11,108.49498436456926,0.025975024157622095,synthetic_forward_state
lognormal,10.0,0.85,0.0,12,150.33920315060243,0.016002841428137498,synthetic_forward_state
lognormal,10.0,0.85,0.0,13,208.3218513402464,0.008509053111342361,synthetic_forward_state
lognormal,10.0,0.85,0.0,14,288.66717952704414,0.00390488598515215,synthetic_forward_state
lognormal,10.0,0.85,0.0,15,400.0,0.0015466016607487032,synthetic_forward_state
lognormal,10.0,1.1,0.0,0,3.0,3.723442832916505e-05,synthetic_forward_state
lognormal,10.0,1.1,0.0,1,4.157036494298019,0.0001088036634125705,synthetic_forward_state
lognormal,10.0,1.1,0.0,2,5.760317471641877,0.0002911743672000277,synthetic_forward_state
lognormal,10.0,1.1,0.0,3,7.981949982785926,0.000713630751911647,synthetic_forward_state
lognormal,10.0,1.1,0.0,4,11.060419124700841,0.0016017870078842771,synthetic_forward_state
lognormal,10.0,1.1,0.0,5,15.326188647871078,0.003292659116150822,synthetic_forward_state
lognormal,10.0,1.1,0.0,6,21.237175175898688,0.006198685035888405,synthetic_forward_state
lognormal,10.0,1.1,0.0,7,29.42790408067032,0.01068718094469499,synthetic_forward_state
lognormal,10.0,1.1,0.0,8,40.777623738016025,0.0168747578440292,synthetic_forward_state
lognormal,10.0,1.1,0.0,9,56.50469000989538,0.024401848717007187,synthetic_forward_state
lognormal,10.0,1.1,0.0,10,78.29735282337724,0.03231608229647041,synthetic_forward_state
lognormal,10.0,1.1,0.0,11,108.49498436456926,0.03919453123712631,synthetic_forward_state
lognormal,10.0,1.1,0.0,12,150.33920315060243,0.043535450022182294,synthetic_forward_state
lognormal,10.0,1.1,0.0,13,208.3218513402464,0.044286503735582745,synthetic_forward_state
lognormal,10.0,1.1,0.0,14,288.66717952704414,0.04125822569634762,synthetic_forward_state
lognormal,10.0,1.1,0.0,15,400.0,0.03520144513578239,synthetic_forward_state
lognormal,15.0,0.3,0.0,0,3.0,5.235485829976237e-05,synthetic_forward_state
lognormal,15.0,0.3,0.0,1,4.157036494298019,0.0021354839482778474,synthetic_forward_state
lognormal,15.0,0.3,0.0,2,5.760317471641877,0.026705639216502593,synthetic_forward_state
lognormal,15.0,0.3,0.0,3,7.981949982785926,0.10239458428780429,synthetic_forward_state
lognormal,15.0,0.3,0.0,4,11.060419124700841,0.12037002206364868,synthetic_forward_state
lognormal,15.0,0.3,0.0,5,15.326188647871078,0.043383744775735957,synthetic_forward_state
lognormal,15.0,0.3,0.0,6,21.237175175898688,0.004794055707261907,synthetic_forward_state
lognormal,15.0,0.3,0.0,7,29.42790408067032,0.00016242260043629526,synthetic_forward_state
lognormal,15.0,0.3,0.0,8,40.777623738016025,1.6871635566937755e-06,synthetic_forward_state
lognormal,15.0,0.3,0.0,9,56.50469000989538,5.373227834619269e-09,synthetic_forward_state
lognormal,15.0,0.3,0.0,10,78.29735282337724,5.2466327898263686e-12,synthetic_forward_state
lognormal,15.0,0.3,0.0,11,108.49498436456926,1.5707006584861102e-15,synthetic_forward_state
lognormal,15.0,0.3,0.0,12,150.33920315060243,1.441695443522807e-19,synthetic_forward_state
lognormal,15.0,0.3,0.0,13,208.3218513402464,4.057149109565043e-24,synthetic_forward_state
lognormal,15.0,0.3,0.0,14,288.66717952704414,3.500545735191703e-29,synthetic_forward_state
lognormal,15.0,0.3,0.0,15,400.0,9.260147115885549e-35,synthetic_forward_state
lognormal,15.0,0.45,0.0,0,3.0,0.00028082050909055496,synthetic_forward_state
lognormal,15.0,0.45,0.0,1,4.157036494298019,0.002513786450309921,synthetic_forward_state
lognormal,15.0,0.45,0.0,2,5.760317471641877,0.013305636290085292,synthetic_forward_state
lognormal,15.0,0.45,0.0,3,7.981949982785926,0.04164382596378874,synthetic_forward_state
lognormal,15.0,0.45,0.0,4,11.060419124700841,0.07706786110317226,synthetic_forward_state
lognormal,15.0,0.45,0.0,5,15.326188647871078,0.08433419374727837,synthetic_forward_state
lognormal,15.0,0.45,0.0,6,21.237175175898688,0.05456847247802779,synthetic_forward_state
lognormal,15.0,0.45,0.0,7,29.42790408067032,0.020877938047434198,synthetic_forward_state
lognormal,15.0,0.45,0.0,8,40.777623738016025,0.004723252035413804,synthetic_forward_state
lognormal,15.0,0.45,0.0,9,56.50469000989538,0.0006318330574648654,synthetic_forward_state
lognormal,15.0,0.45,0.0,10,78.29735282337724,4.9977125860181577e-05,synthetic_forward_state
lognormal,15.0,0.45,0.0,11,108.49498436456926,2.3374800718560618e-06,synthetic_forward_state
lognormal,15.0,0.45,0.0,12,150.33920315060243,6.464460193604684e-08,synthetic_forward_state
lognormal,15.0,0.45,0.0,13,208.3218513402464,1.0571200797851598e-09,synthetic_forward_state
lognormal,15.0,0.45,0.0,14,288.66717952704414,1.0221722514135758e-11,synthetic_forward_state
lognormal,15.0,0.45,0.0,15,400.0,5.844287338455204e-14,synthetic_forward_state
lognormal,15.0,0.65,0.0,0,3.0,0.00021262394824580905,synthetic_forward_state
lognormal,15.0,0.65,0.0,1,4.157036494298019,0.0010119136553446686,synthetic_forward_state
lognormal,15.0,0.65,0.0,2,5.760317471641877,0.003743729526714711,synthetic_forward_state
lognormal,15.0,0.65,0.0,3,7.981949982785926,0.010767012142340545,synthetic_forward_state
lognormal,15.0,0.65,0.0,4,11.060419124700841,0.024072193784524135,synthetic_forward_state
lognormal,15.0,0.65,0.0,5,15.326188647871078,0.04183751382574661,synthetic_forward_state
lognormal,15.0,0.65,0.0,6,21.237175175898688,0.05652568016416521,synthetic_forward_state
lognormal,15.0,0.65,0.0,7,29.42790408067032,0.059368415045762894,synthetic_forward_state
lognormal,15.0,0.65,0.0,8,40.777623738016025,0.04847243563341607,synthetic_forward_state
lognormal,15.0,0.65,0.0,9,56.50469000989538,0.030765498781975223,synthetic_forward_state
lognormal,15.0,0.65,0.0,10,78.29735282337724,0.015179686704556522,synthetic_forward_state
lognormal,15.0,0.65,0.0,11,108.49498436456926,0.005822257190517789,synthetic_forward_state
lognormal,15.0,0.65,0.0,12,150.33920315060243,0.0017359998910338472,synthetic_forward_state
lognormal,15.0,0.65,0.0,13,208.3218513402464,0.0004023812460733223,synthetic_forward_state
lognormal,15.0,0.65,0.0,14,288.66717952704414,7.250292016201275e-05,synthetic_forward_state
lognormal,15.0,0.65,0.0,15,400.0,1.0155539420674256e-05,synthetic_forward_state
lognormal,15.0,0.85,0.0,0,3.0,6.43016298818681e-05,synthetic_forward_state
lognormal,15.0,0.85,0.0,1,4.157036494298019,0.00024037588364351855,synthetic_forward_state
lognormal,15.0,0.85,0.0,2,5.760317471641877,0.0007755374905744275,synthetic_forward_state
lognormal,15.0,0.85,0.0,3,7.981949982785926,0.002159522290836154,synthetic_forward_state
lognormal,15.0,0.85,0.0,4,11.060419124700841,0.005189859207443093,synthetic_forward_state
lognormal,15.0,0.85,0.0,5,15.326188647871078,0.010764564199472025,synthetic_forward_state
lognormal,15.0,0.85,0.0,6,21.237175175898688,0.019269938074299216,synthetic_forward_state
lognormal,15.0,0.85,0.0,7,29.42790408067032,0.029771942851816453,synthetic_forward_state
lognormal,15.0,0.85,0.0,8,40.777623738016025,0.03969876763547099,synthetic_forward_state
lognormal,15.0,0.85,0.0,9,56.50469000989538,0.04568670788966812,synthetic_forward_state
lognormal,15.0,0.85,0.0,10,78.29735282337724,0.04537803595651703,synthetic_forward_state
lognormal,15.0,0.85,0.0,11,108.49498436456926,0.03889954451225813,synthetic_forward_state
lognormal,15.0,0.85,0.0,12,150.33920315060243,0.028779704343666793,synthetic_forward_state
lognormal,15.0,0.85,0.0,13,208.3218513402464,0.0183768525613783,synthetic_forward_state
lognormal,15.0,0.85,0.0,14,288.66717952704414,0.010127422413858318,synthetic_forward_state
lognormal,15.0,0.85,0.0,15,400.0,0.0048169230592155846,synthetic_forward_state
lognormal,15.0,1.1,0.0,0,3.0,1.0209133056368434e-05,synthetic_forward_state
lognormal,15.0,1.1,0.0,1,4.157036494298019,3.32780701969613e-05,synthetic_forward_state
lognormal,15.0,1.1,0.0,2,5.760317471641877,9.934321187746399e-05,synthetic_forward_state
lognormal,15.0,1.1,0.0,3,7.981949982785926,0.000271599555506656,synthetic_forward_state
lognormal,15.0,1.1,0.0,4,11.060419124700841,0.0006800341250176404,synthetic_forward_state
lognormal,15.0,1.1,0.0,5,15.326188647871078,0.0015593483775412937,synthetic_forward_state
lognormal,15.0,1.1,0.0,6,21.237175175898688,0.0032746613418540315,synthetic_forward_state
lognormal,15.0,1.1,0.0,7,29.42790408067032,0.006297967673947188,synthetic_forward_state
lognormal,15.0,1.1,0.0,8,40.777623738016025,0.011092904026757002,synthetic_forward_state
lognormal,15.0,1.1,0.0,9,56.50469000989538,0.017893729925609204,synthetic_forward_state
lognormal,15.0,1.1,0.0,10,78.29735282337724,0.02643426837252105,synthetic_forward_state
lognormal,15.0,1.1,0.0,11,108.49498436456926,0.035763869842986976,synthetic_forward_state
lognormal,15.0,1.1,0.0,12,150.33920315060243,0.04431313853928344,synthetic_forward_state
lognormal,15.0,1.1,0.0,13,208.3218513402464,0.05028417274994473,synthetic_forward_state
lognormal,15.0,1.1,0.0,14,288.66717952704414,0.05225657032711046,synthetic_forward_state
lognormal,15.0,1.1,0.0,15,400.0,0.04973490472678957,synthetic_forward_state
lognormal,24.5,0.3,0.0,0,3.0,2.1361952675071436e-08,synthetic_forward_state
lognormal,24.5,0.3,0.0,1,4.157036494298019,5.157447547089819e-06,synthetic_forward_state
lognormal,24.5,0.3,0.0,2,5.760317471641877,0.00038176493343649936,synthetic_forward_state
lognormal,24.5,0.3,0.0,3,7.981949982785926,0.00866412266274476,synthetic_forward_state
lognormal,24.5,0.3,0.0,4,11.060419124700841,0.06028655863036976,synthetic_forward_state
lognormal,24.5,0.3,0.0,5,15.326188647871078,0.1286126652376248,synthetic_forward_state
lognormal,24.5,0.3,0.0,6,21.237175175898688,0.08412291751149484,synthetic_forward_state
lognormal,24.5,0.3,0.0,7,29.42790408067032,0.016869890269832256,synthetic_forward_state
lognormal,24.5,0.3,0.0,8,40.777623738016025,0.0010372358826945963,synthetic_forward_state
lognormal,24.5,0.3,0.0,9,56.50469000989538,1.9552853701339498e-05,synthetic_forward_state
lognormal,24.5,0.3,0.0,10,78.29735282337724,1.1300824030624653e-07,synthetic_forward_state
lognormal,24.5,0.3,0.0,11,108.49498436456926,2.002522559794014e-10,synthetic_forward_state
lognormal,24.5,0.3,0.0,12,150.33920315060243,1.0879578391644656e-13,synthetic_forward_state
lognormal,24.5,0.3,0.0,13,208.3218513402464,1.8122330963797574e-17,synthetic_forward_state
lognormal,24.5,0.3,0.0,14,288.66717952704414,9.255148526744685e-22,synthetic_forward_state
lognormal,24.5,0.3,0.0,15,400.0,1.449172457041284e-26,synthetic_forward_state
lognormal,24.5,0.45,0.0,0,3.0,3.862904356020798e-06,synthetic_forward_state
lognormal,24.5,0.45,0.0,1,4.157036494298019,7.621452682532414e-05,synthetic_forward_state
lognormal,24.5,0.45,0.0,2,5.760317471641877,0.0008891381979206883,synthetic_forward_state
lognormal,24.5,0.45,0.0,3,7.981949982785926,0.006133501656493509,synthetic_forward_state
lognormal,24.5,0.45,0.0,4,11.060419124700841,0.025018162771490368,synthetic_forward_state
lognormal,24.5,0.45,0.0,5,15.326188647871078,0.06034065898257721,synthetic_forward_state
lognormal,24.5,0.45,0.0,6,21.237175175898688,0.08605426350015902,synthetic_forward_state
lognormal,24.5,0.45,0.0,7,29.42790408067032,0.07256754708799826,synthetic_forward_state
lognormal,24.5,0.45,0.0,8,40.777623738016025,0.03618430229272748,synthetic_forward_state
lognormal,24.5,0.45,0.0,9,56.50469000989538,0.010668556724273026,synthetic_forward_state
lognormal,24.5,0.45,0.0,10,78.29735282337724,0.001859939623488405,synthetic_forward_state
lognormal,24.5,0.45,0.0,11,108.49498436456926,0.00019173426397518098,synthetic_forward_state
lognormal,24.5,0.45,0.0,12,150.33920315060243,1.1687142056111305e-05,synthetic_forward_state
lognormal,24.5,0.45,0.0,13,208.3218513402464,4.212351689391105e-07,synthetic_forward_state
lognormal,24.5,0.45,0.0,14,288.66717952704414,8.977359808710437e-09,synthetic_forward_state
lognormal,24.5,0.45,0.0,15,400.0,1.131306672488988e-10,synthetic_forward_state
lognormal,24.5,0.65,0.0,0,3.0,1.2663656180701156e-05,synthetic_forward_state
lognormal,24.5,0.65,0.0,1,4.157036494298019,8.802262512941377e-05,synthetic_forward_state
lognormal,24.5,0.65,0.0,2,5.760317471641877,0.0004756190620685493,synthetic_forward_state
lognormal,24.5,0.65,0.0,3,7.981949982785926,0.001997808781168181,synthetic_forward_state
lognormal,24.5,0.65,0.0,4,11.060419124700841,0.006523464648092225,synthetic_forward_state
lognormal,24.5,0.65,0.0,5,15.326188647871078,0.01655893642146323,synthetic_forward_state
lognormal,24.5,0.65,0.0,6,21.237175175898688,0.032675052501860154,synthetic_forward_state
lognormal,24.5,0.65,0.0,7,29.42790408067032,0.050122171646538455,synthetic_forward_state
lognormal,24.5,0.65,0.0,8,40.777623738016025,0.059768615354103605,synthetic_forward_state
lognormal,24.5,0.65,0.0,9,56.50469000989538,0.055404653100188224,synthetic_forward_state
lognormal,24.5,0.65,0.0,10,78.29735282337724,0.039925376037198194,synthetic_forward_state
lognormal,24.5,0.65,0.0,11,108.49498436456926,0.022365649797097938,synthetic_forward_state
lognormal,24.5,0.65,0.0,12,150.33920315060243,0.009739659082465036,synthetic_forward_state
lognormal,24.5,0.65,0.0,13,208.3218513402464,0.0032971273401979327,synthetic_forward_state
lognormal,24.5,0.65,0.0,14,288.66717952704414,0.0008676756616167288,synthetic_forward_state
lognormal,24.5,0.65,0.0,15,400.0,0.0001775042846314307,synthetic_forward_state
lognormal,24.5,0.85,0.0,0,3.0,6.914162908803291e-06,synthetic_forward_state
lognormal,24.5,0.85,0.0,1,4.157036494298019,3.225568868353845e-05,synthetic_forward_state
lognormal,24.5,0.85,0.0,2,5.760317471641877,0.00012987214711024237,synthetic_forward_state
lognormal,24.5,0.85,0.0,3,7.981949982785926,0.0004513035119771364,synthetic_forward_state
lognormal,24.5,0.85,0.0,4,11.060419124700841,0.001353519124837669,synthetic_forward_state
lognormal,24.5,0.85,0.0,5,15.326188647871078,0.003503507656550198,synthetic_forward_state
lognormal,24.5,0.85,0.0,6,21.237175175898688,0.007826809007348522,synthetic_forward_state
lognormal,24.5,0.85,0.0,7,29.42790408067032,0.01509070023287546,synthetic_forward_state
lognormal,24.5,0.85,0.0,8,40.777623738016025,0.025111753472628524,synthetic_forward_state
lognormal,24.5,0.85,0.0,9,56.50469000989538,0.036065144531311315,synthetic_forward_state
lognormal,24.5,0.85,0.0,10,78.29735282337724,0.04470347722004939,synthetic_forward_state
lognormal,24.5,0.85,0.0,11,108.49498436456926,0.047823122087564444,synthetic_forward_state
lognormal,24.5,0.85,0.0,12,150.33920315060243,0.04415476072284279,synthetic_forward_state
lognormal,24.5,0.85,0.0,13,208.3218513402464,0.0351852091510188,synthetic_forward_state
lognormal,24.5,0.85,0.0,14,288.66717952704414,0.024198348614354073,synthetic_forward_state
lognormal,24.5,0.85,0.0,15,400.0,0.014363302667939167,synthetic_forward_state
lognormal,24.5,1.1,0.0,0,3.0,1.959569780442517e-06,synthetic_forward_state
lognormal,24.5,1.1,0.0,1,4.157036494298019,7.290720071955833e-06,synthetic_forward_state
lognormal,24.5,1.1,0.0,2,5.760317471641877,2.484224887481646e-05,synthetic_forward_state
lognormal,24.5,1.1,0.0,3,7.981949982785926,7.752150348374259e-05,synthetic_forward_state
lognormal,24.5,1.1,0.0,4,11.060419124700841,0.0002215461767884641,synthetic_forward_state
lognormal,24.5,1.1,0.0,5,15.326188647871078,0.0005798519563990824,synthetic_forward_state
lognormal,24.5,1.1,0.0,6,21.237175175898688,0.0013898911445212163,synthetic_forward_state
lognormal,24.5,1.1,0.0,7,29.42790408067032,0.003051091578067672,synthetic_forward_state
lognormal,24.5,1.1,0.0,8,40.777623738016025,0.006133953685211871,synthetic_forward_state
lognormal,24.5,1.1,0.0,9,56.50469000989538,0.011293707510591548,synthetic_forward_state
lognormal,24.5,1.1,0.0,10,78.29735282337724,0.019043351061307105,synthetic_forward_state
lognormal,24.5,1.1,0.0,11,108.49498436456926,0.029407696350355218,synthetic_forward_state
lognormal,24.5,1.1,0.0,12,150.33920315060243,0.041590048932096314,synthetic_forward_state
lognormal,24.5,1.1,0.0,13,208.3218513402464,0.05386772711319954,synthetic_forward_state
lognormal,24.5,1.1,0.0,14,288.66717952704414,0.06389673477149016,synthetic_forward_state
lognormal,24.5,1.1,0.0,15,400.0,0.06941278567776088,synthetic_forward_state
lognormal,33.0,0.3,0.0,0,3.0,5.076445615470559e-11,synthetic_forward_state
lognormal,33.0,0.3,0.0,1,4.157036494298019,3.6070616886692673e-08,synthetic_forward_state
lognormal,33.0,0.3,0.0,2,5.760317471641877,7.858049225007178e-06,synthetic_forward_state
lognormal,33.0,0.3,0.0,3,7.981949982785926,0.0005248597432662368,synthetic_forward_state
lognormal,33.0,0.3,0.0,4,11.060419124700841,0.010748283814181149,synthetic_forward_state
lognormal,33.0,0.3,0.0,5,15.326188647871078,0.06748423531151473,synthetic_forward_state
lognormal,33.0,0.3,0.0,6,21.237175175898688,0.12990709762196653,synthetic_forward_state
lognormal,33.0,0.3,0.0,7,29.42790408067032,0.07667093721994651,synthetic_forward_state
lognormal,33.0,0.3,0.0,8,40.777623738016025,0.013873818466797184,synthetic_forward_state
lognormal,33.0,0.3,0.0,9,56.50469000989538,0.0007697125834750299,synthetic_forward_state
lognormal,33.0,0.3,0.0,10,78.29735282337724,1.3092678660299888e-05,synthetic_forward_state
lognormal,33.0,0.3,0.0,11,108.49498436456926,6.82803556638801e-08,synthetic_forward_state
lognormal,33.0,0.3,0.0,12,150.33920315060243,1.0917680574745302e-10,synthetic_forward_state
lognormal,33.0,0.3,0.0,13,208.3218513402464,5.3522000311326735e-14,synthetic_forward_state
lognormal,33.0,0.3,0.0,14,288.66717952704414,8.044547717176453e-18,synthetic_forward_state
lognormal,33.0,0.3,0.0,15,400.0,3.707133887349508e-22,synthetic_forward_state
lognormal,33.0,0.45,0.0,0,3.0,1.603524946848559e-07,synthetic_forward_state
lognormal,33.0,0.45,0.0,1,4.157036494298019,5.111578812393178e-06,synthetic_forward_state
lognormal,33.0,0.45,0.0,2,5.760317471641877,9.634786821548433e-05,synthetic_forward_state
lognormal,33.0,0.45,0.0,3,7.981949982785926,0.0010738332981478369,synthetic_forward_state
lognormal,33.0,0.45,0.0,4,11.060419124700841,0.007076839265595182,synthetic_forward_state
lognormal,33.0,0.45,0.0,5,15.326188647871078,0.02757715783979129,synthetic_forward_state
lognormal,33.0,0.45,0.0,6,21.237175175898688,0.06354295189337086,synthetic_forward_state
lognormal,33.0,0.45,0.0,7,29.42790408067032,0.08657509477061194,synthetic_forward_state
lognormal,33.0,0.45,0.0,8,40.777623738016025,0.06974711901445879,synthetic_forward_state
lognormal,33.0,0.45,0.0,9,56.50469000989538,0.03322517515397941,synthetic_forward_state
lognormal,33.0,0.45,0.0,10,78.29735282337724,0.009358710068314218,synthetic_forward_state
lognormal,33.0,0.45,0.0,11,108.49498436456926,0.0015587354595870534,synthetic_forward_state
lognormal,33.0,0.45,0.0,12,150.33920315060243,0.00015350995542842236,synthetic_forward_state
lognormal,33.0,0.45,0.0,13,208.3218513402464,8.939400279188576e-06,synthetic_forward_state
lognormal,33.0,0.45,0.0,14,288.66717952704414,3.0781368973441456e-07,synthetic_forward_state
lognormal,33.0,0.45,0.0,15,400.0,6.267223542707526e-09,synthetic_forward_state
lognormal,33.0,0.65,0.0,0,3.0,1.731456766211225e-06,synthetic_forward_state
lognormal,33.0,0.65,0.0,1,4.157036494298019,1.5146405201799057e-05,synthetic_forward_state
lognormal,33.0,0.65,0.0,2,5.760317471641877,0.00010299999892397699,synthetic_forward_state
lognormal,33.0,0.65,0.0,3,7.981949982785926,0.0005444958816202157,synthetic_forward_state
lognormal,33.0,0.65,0.0,4,11.060419124700841,0.002237596161154336,synthetic_forward_state
lognormal,33.0,0.65,0.0,5,15.326188647871078,0.0071482304845512405,synthetic_forward_state
lognormal,33.0,0.65,0.0,6,21.237175175898688,0.017751911177043948,synthetic_forward_state
lognormal,33.0,0.65,0.0,7,29.42790408067032,0.03427057688643364,synthetic_forward_state
lognormal,33.0,0.65,0.0,8,40.777623738016025,0.051431293138289084,synthetic_forward_state
lognormal,33.0,0.65,0.0,9,56.50469000989538,0.060001651300086695,synthetic_forward_state
lognormal,33.0,0.65,0.0,10,78.29735282337724,0.054416260228841606,synthetic_forward_state
lognormal,33.0,0.65,0.0,11,108.49498436456926,0.038364002460036545,synthetic_forward_state
lognormal,33.0,0.65,0.0,12,150.33920315060243,0.021025622311878694,synthetic_forward_state
lognormal,33.0,0.65,0.0,13,208.3218513402464,0.008957844875323393,synthetic_forward_state
lognormal,33.0,0.65,0.0,14,288.66717952704414,0.0029667977841043576,synthetic_forward_state
lognormal,33.0,0.65,0.0,15,400.0,0.0007638394497443113,synthetic_forward_state
lognormal,33.0,0.85,0.0,0,3.0,1.5560769197374712e-06,synthetic_forward_state
lognormal,33.0,0.85,0.0,1,4.157036494298019,8.30414643572266e-06,synthetic_forward_state
lognormal,33.0,0.85,0.0,2,5.760317471641877,3.824740086150752e-05,synthetic_forward_state
lognormal,33.0,0.85,0.0,3,7.981949982785926,0.00015203789467116885,synthetic_forward_state
lognormal,33.0,0.85,0.0,4,11.060419124700841,0.0005216086172100169,synthetic_forward_state
lognormal,33.0,0.85,0.0,5,15.326188647871078,0.0015444742030640828,synthetic_forward_state
lognormal,33.0,0.85,0.0,6,21.237175175898688,0.003946931152528466,synthetic_forward_state
lognormal,33.0,0.85,0.0,7,29.42790408067032,0.008705253730634376,synthetic_forward_state
lognormal,33.0,0.85,0.0,8,40.777623738016025,0.016570908063824153,synthetic_forward_state
lognormal,33.0,0.85,0.0,9,56.50469000989538,0.02722414019680549,synthetic_forward_state
lognormal,33.0,0.85,0.0,10,78.29735282337724,0.038601575297092024,synthetic_forward_state
lognormal,33.0,0.85,0.0,11,108.49498436456926,0.04723880195258888,synthetic_forward_state
