family,peak_C,hold_h,rho_target,both_attain,G_reference_over_G_fast,D50_difference_nm,D90_difference_nm,large_tail_difference,connected_fine_difference,useful_closed_difference,Zener_difference,density_span_ratio_above_1p2,density_span_ratio_above_1p5,density_span_ratio_above_2p0
bimodal,1350,2,0.75,True,1.1014512274388426,1.6892114138937018,0.49844017900730364,0.030192174633736586,-1.6568423975996276e-111,0.0006180657915064687,-94960.32128005277,0.0,0.0,0.0
bimodal,1350,2,0.8,True,0.07243919392558566,-18.99603429186952,-4.005453911281961,0.010063838985946372,-9.788766487719833e-239,-0.0016819318589883156,-68587.58445316253,0.0,0.0,0.0
bimodal,1350,2,0.85,True,0.1524136275357808,-1.6908309501698255,-0.5568721549491329,-0.043672095189261496,-9.788766487719833e-239,-0.0017274452217060986,-69102.71181600034,0.0,0.0,0.0
bimodal,1350,2,0.88,True,0.2016709969880747,-16.03573538273109,-160.9320917721101,-0.10360900800336806,-1.2533319936914668e-40,6.600571913076495e-06,-21657.76221836089,0.0,0.0,0.0
bimodal,1350,2,0.9,True,0.31535502095583035,-10.219280349204851,-160.10335598160452,-0.1080829822667711,-1.2533319936914668e-40,8.222333357088809e-07,-21803.196565273207,0.0,0.0,0.0
bimodal,1350,2,0.92,True,0.39107519429722404,-6.563052666097917,-159.41430650699917,-0.10837128294224313,-1.2533319936914668e-40,1.3841739434041112e-07,-21857.925669784043,0.0,0.0,0.0
bimodal,1350,2,0.95,False,,,,,,,,0.0,0.0,0.0
bimodal,1350,8,0.75,True,1.1014512274388426,1.6892114138937018,0.49844017900730364,0.030192174633736586,-1.6568423975996276e-111,0.0006180657915064687,-94960.32128005277,0.0,0.0,0.0
bimodal,1350,8,0.8,True,0.07243919392558566,-18.99603429186952,-4.005453911281961,0.010063838985946372,-9.788766487719833e-239,-0.0016819318589883156,-68587.58445316253,0.0,0.0,0.0
bimodal,1350,8,0.85,True,0.1524136275357808,-1.6908309501698255,-0.5568721549491329,-0.043672095189261496,-9.788766487719833e-239,-0.0017274452217060986,-69102.71181600034,0.0,0.0,0.0
bimodal,1350,8,0.88,True,0.2016709969880747,-16.03573538273109,-160.9320917721101,-0.10360900800336806,-1.2533319936914668e-40,6.600571913076495e-06,-21657.76221836089,0.0,0.0,0.0
bimodal,1350,8,0.9,True,0.31535502095583035,-10.219280349204851,-160.10335598160452,-0.1080829822667711,-1.2533319936914668e-40,8.222333357088809e-07,-21803.196565273207,0.0,0.0,0.0
bimodal,1350,8,0.92,True,0.39107519429722404,-6.563052666097917,-159.41430650699917,-0.10837128294224313,-1.2533319936914668e-40,1.3841739434041112e-07,-21857.925669784043,0.0,0.0,0.0
bimodal,1350,8,0.95,True,0.5268950520234565,-3.4121063111789454,-227.34780347370835,-0.12834348518373187,0.0,6.015351044216186e-07,-4694.645368612301,0.0,0.0,0.0
bimodal,1350,20,0.75,True,1.1014512274388426,1.6892114138937018,0.49844017900730364,0.030192174633736586,-1.6568423975996276e-111,0.0006180657915064687,-94960.32128005277,0.0,0.0,0.0
bimodal,1350,20,0.8,True,0.07243919392558566,-18.99603429186952,-4.005453911281961,0.010063838985946372,-9.788766487719833e-239,-0.0016819318589883156,-68587.58445316253,0.0,0.0,0.0
bimodal,1350,20,0.85,True,0.1524136275357808,-1.6908309501698255,-0.5568721549491329,-0.043672095189261496,-9.788766487719833e-239,-0.0017274452217060986,-69102.71181600034,0.0,0.0,0.0
bimodal,1350,20,0.88,True,0.2016709969880747,-16.03573538273109,-160.9320917721101,-0.10360900800336806,-1.2533319936914668e-40,6.600571913076495e-06,-21657.76221836089,0.0,0.0,0.0
bimodal,1350,20,0.9,True,0.31535502095583035,-10.219280349204851,-160.10335598160452,-0.1080829822667711,-1.2533319936914668e-40,8.222333357088809e-07,-21803.196565273207,0.0,0.0,0.0
bimodal,1350,20,0.92,True,0.39107519429722404,-6.563052666097917,-159.41430650699917,-0.10837128294224313,-1.2533319936914668e-40,1.3841739434041112e-07,-21857.925669784043,0.0,0.0,0.0
bimodal,1350,20,0.95,True,0.5268950520234565,-3.4121063111789454,-227.34780347370835,-0.12834348518373187,0.0,6.015351044216186e-07,-4694.645368612301,0.0,0.0,0.0
bimodal,1400,0,0.75,False,,,,,,,,0.0,0.0,0.0
bimodal,1400,0,0.8,False,,,,,,,,0.0,0.0,0.0
bimodal,1400,0,0.85,False,,,,,,,,0.0,0.0,0.0
bimodal,1400,0,0.88,False,,,,,,,,0.0,0.0,0.0
bimodal,1400,0,0.9,False,,,,,,,,0.0,0.0,0.0
bimodal,1400,0,0.92,False,,,,,,,,0.0,0.0,0.0
bimodal,1400,0,0.95,False,,,,,,,,0.0,0.0,0.0
bimodal,1400,1,0.75,True,0.6912867930511903,-4.944686236900054,1.1012849577641646,0.04527720525385499,-2.210004175184503e-115,0.0006181092409739841,-75766.61303651474,0.0,0.0,0.0
bimodal,1400,1,0.8,True,0.04698798042609109,-29.51783853469098,-4.949092742172411,0.01078907578313388,-6.640556308509216e-239,-0.00013550707432962334,-54761.494428539365,0.0,0.0,0.0
bimodal,1400,1,0.85,True,0.09886372499779172,-12.212635192991286,-1.5005109858395826,-0.04294685839207399,-6.640556308509216e-239,-0.0001810204370474062,-55276.621791377176,0.0,0.0,0.0
bimodal,1400,1,0.88,True,0.1403918654306899,-1.6221295932664503,-3.27860477674335,-0.048085694718614375,-6.640556308509216e-239,-0.0001871064582155921,-55431.830879873014,0.0,0.0,0.0
bimodal,1400,1,0.9,True,0.21139905046269922,-10.117626930320668,-5.705894721380162,-0.09554503950191666,0.0,-1.976971812299396e-06,-38917.79632256536,0.0,0.0,0.0
bimodal,1400,1,0.92,False,,,,,,,,0.0,0.0,0.0
bimodal,1400,1,0.95,False,,,,,,,,0.0,0.0,0.0
bimodal,1400,2,0.75,True,0.6912867930511903,-4.944686236900054,1.1012849577641646,0.04527720525385499,-2.210004175184503e-115,0.0006181092409739841,-75766.61303651474,0.0,0.0,0.0
bimodal,1400,2,0.8,True,0.04698798042609109,-29.51783853469098,-4.949092742172411,0.01078907578313388,-6.640556308509216e-239,-0.00013550707432962334,-54761.494428539365,0.0,0.0,0.0
bimodal,1400,2,0.85,True,0.09886372499779172,-12.212635192991286,-1.5005109858395826,-0.04294685839207399,-6.640556308509216e-239,-0.0001810204370474062,-55276.621791377176,0.0,0.0,0.0
bimodal,1400,2,0.88,True,0.1403918654306899,-1.6221295932664503,-3.27860477674335,-0.048085694718614375,-6.640556308509216e-239,-0.0001871064582155921,-55431.830879873014,0.0,0.0,0.0
bimodal,1400,2,0.9,True,0.219532210016006,4.194325440259789,-2.4498689862377603,-0.05255966898201742,-6.640556308509216e-239,-0.00019288479679295973,-55577.26522678533,0.0,0.0,0.0
bimodal,1400,2,0.92,True,0.2531278879309733,-9.071565162429977,-280.875076182112,-0.15579184477373578,0.0,-1.2570419368080225e-06,-17321.87852328002,0.0,0.0,0.0
bimodal,1400,2,0.95,True,0.38323075751244795,-4.9395592753479605,-280.0641315523467,-0.15564381818950163,0.0,-3.703762874348365e-06,-17406.01593634697,0.0,0.0,0.0
bimodal,1400,8,0.75,True,0.6912867930511903,-4.944686236900054,1.1012849577641646,0.04527720525385499,-2.210004175184503e-115,0.0006181092409739841,-75766.61303651474,0.0,0.0,0.0
bimodal,1400,8,0.8,True,0.04698798042609109,-29.51783853469098,-4.949092742172411,0.01078907578313388,-6.640556308509216e-239,-0.00013550707432962334,-54761.494428539365,0.0,0.0,0.0
bimodal,1400,8,0.85,True,0.09886372499779172,-12.212635192991286,-1.5005109858395826,-0.04294685839207399,-6.640556308509216e-239,-0.0001810204370474062,-55276.621791377176,0.0,0.0,0.0
bimodal,1400,8,0.88,True,0.1403918654306899,-1.6221295932664503,-3.27860477674335,-0.048085694718614375,-6.640556308509216e-239,-0.0001871064582155921,-55431.830879873014,0.0,0.0,0.0
bimodal,1400,8,0.9,True,0.219532210016006,4.194325440259789,-2.4498689862377603,-0.05255966898201742,-6.640556308509216e-239,-0.00019288479679295973,-55577.26522678533,0.0,0.0,0.0
bimodal,1400,8,0.92,True,0.2531278879309733,-9.071565162429977,-280.875076182112,-0.15579184477373578,0.0,-1.2570419368080225e-06,-17321.87852328002,0.0,0.0,0.0
bimodal,1400,8,0.95,True,0.38323075751244795,-4.9395592753479605,-280.0641315523467,-0.15564381818950163,0.0,-3.703762874348365e-06,-17406.01593634697,0.0,0.0,0.0
bimodal,1400,20,0.75,True,0.6912867930511903,-4.944686236900054,1.1012849577641646,0.04527720525385499,-2.210004175184503e-115,0.0006181092409739841,-75766.61303651474,0.0,0.0,0.0
bimodal,1400,20,0.8,True,0.04698798042609109,-29.51783853469098,-4.949092742172411,0.01078907578313388,-6.640556308509216e-239,-0.00013550707432962334,-54761.494428539365,0.0,0.0,0.0
bimodal,1400,20,0.85,True,0.09886372499779172,-12.212635192991286,-1.5005109858395826,-0.04294685839207399,-6.640556308509216e-239,-0.0001810204370474062,-55276.621791377176,0.0,0.0,0.0
bimodal,1400,20,0.88,True,0.1403918654306899,-1.6221295932664503,-3.27860477674335,-0.048085694718614375,-6.640556308509216e-239,-0.0001871064582155921,-55431.830879873014,0.0,0.0,0.0
bimodal,1400,20,0.9,True,0.219532210016006,4.194325440259789,-2.4498689862377603,-0.05255966898201742,-6.640556308509216e-239,-0.00019288479679295973,-55577.26522678533,0.0,0.0,0.0
bimodal,1400,20,0.92,True,0.2531278879309733,-9.071565162429977,-280.875076182112,-0.15579184477373578,0.0,-1.2570419368080225e-06,-17321.87852328002,0.0,0.0,0.0
bimodal,1400,20,0.95,True,0.38323075751244795,-4.9395592753479605,-280.0641315523467,-0.15564381818950163,0.0,-3.703762874348365e-06,-17406.01593634697,0.0,0.0,0.0
bimodal,1450,0,0.75,True,0.6912867930511903,-4.944686236900054,1.1012849577641646,0.04527720525385499,-2.210004175184503e-115,0.0006181092409739841,-75766.61303651474,0.0,0.0,0.0
bimodal,1450,0,0.8,False,,,,,,,,0.0,0.0,0.0
bimodal,1450,0,0.85,False,,,,,,,,0.0,0.0,0.0
bimodal,1450,0,0.88,False,,,,,,,,0.0,0.0,0.0
bimodal,1450,0,0.9,False,,,,,,,,0.0,0.0,0.0
bimodal,1450,0,0.92,False,,,,,,,,0.0,0.0,0.0
bimodal,1450,0,0.95,False,,,,,,,,0.0,0.0,0.0
bimodal,1450,1,0.75,True,0.6912867930511903,-4.944686236900054,1.1012849577641646,0.04527720525385499,-2.210004175184503e-115,0.0006181092409739841,-75766.61303651474,0.0,0.0,0.0
bimodal,1450,1,0.8,True,0.7517335365300862,-9.375958680496197,-0.7647422219225462,0.0368537103125357,-7.164455009028597e-121,1.736477166048624e-05,-59878.886318558616,0.0,0.0,0.0
bimodal,1450,1,0.85,True,0.06609591368222036,-18.978917574683436,-1.8707329381667819,-0.03845516838740718,-3.7893384486747793e-239,-0.00034288083394842556,-43401.554502864325,0.0,0.0,0.0
bimodal,1450,1,0.88,True,0.09385979154032525,-8.3884119749586,-3.6488267290705494,-0.04359400471394757,-3.7893384486747793e-239,-0.00034896685511661145,-43556.76359136016,0.0,0.0,0.0
bimodal,1450,1,0.9,True,0.14676952546557506,-2.5719569414323615,-2.8200909385649595,-0.048067978977350614,-3.7893384486747793e-239,-0.00035474519369397905,-43702.197938272475,0.0,0.0,0.0
bimodal,1450,1,0.92,True,0.17500292314383567,-9.519161414140456,-205.88065057452414,-0.19276532019816495,0.0,2.8539276859706746e-07,-30628.31825896922,0.0,0.0,0.0
bimodal,1450,1,0.95,True,0.2649510622930396,-5.3871555270584395,-205.0697059447588,-0.1926172936139308,0.0,-2.161328168943275e-06,-30712.45567203617,0.0,0.0,0.0
bimodal,1450,2,0.75,True,0.6912867930511903,-4.944686236900054,1.1012849577641646,0.04527720525385499,-2.210004175184503e-115,0.0006181092409739841,-75766.61303651474,0.0,0.0,0.0
bimodal,1450,2,0.8,True,0.7517335365300862,-9.375958680496197,-0.7647422219225462,0.0368537103125357,-7.164455009028597e-121,1.736477166048624e-05,-59878.886318558616,0.0,0.0,0.0
bimodal,1450,2,0.85,True,0.06609591368222036,-18.978917574683436,-1.8707329381667819,-0.03845516838740718,-3.7893384486747793e-239,-0.00034288083394842556,-43401.554502864325,0.0,0.0,0.0
bimodal,1450,2,0.88,True,0.09385979154032525,-8.3884119749586,-3.6488267290705494,-0.04359400471394757,-3.7893384486747793e-239,-0.00034896685511661145,-43556.76359136016,0.0,0.0,0.0
bimodal,1450,2,0.9,True,0.14676952546557506,-2.5719569414323615,-2.8200909385649595,-0.048067978977350614,-3.7893384486747793e-239,-0.00035474519369397905,-43702.197938272475,0.0,0.0,0.0
bimodal,1450,2,0.92,True,0.18201048619549481,1.0842707416745725,-2.1310414639596047,-0.04835627965282265,-3.7893384486747793e-239,-0.0003554290096353475,-43756.92704278331,0.0,0.0,0.0
bimodal,1450,2,0.95,True,0.2554930770035683,-240.66019370781734,-389.4192500452132,0.00149981799981068,0.0,-8.761608095976405e-06,-13847.535388389655,0.0,0.0,0.0
bimodal,1450,8,0.75,True,0.6912867930511903,-4.944686236900054,1.1012849577641646,0.04527720525385499,-2.210004175184503e-115,0.0006181092409739841,-75766.61303651474,0.0,0.0,0.0
bimodal,1450,8,0.8,True,0.7517335365300862,-9.375958680496197,-0.7647422219225462,0.0368537103125357,-7.164455009028597e-121,1.736477166048624e-05,-59878.886318558616,0.0,0.0,0.0
bimodal,1450,8,0.85,True,0.06609591368222036,-18.978917574683436,-1.8707329381667819,-0.03845516838740718,-3.7893384486747793e-239,-0.00034288083394842556,-43401.554502864325,0.0,0.0,0.0
bimodal,1450,8,0.88,True,0.09385979154032525,-8.3884119749586,-3.6488267290705494,-0.04359400471394757,-3.7893384486747793e-239,-0.00034896685511661145,-43556.76359136016,0.0,0.0,0.0
bimodal,1450,8,0.9,True,0.14676952546557506,-2.5719569414323615,-2.8200909385649595,-0.048067978977350614,-3.7893384486747793e-239,-0.00035474519369397905,-43702.197938272475,0.0,0.0,0.0
bimodal,1450,8,0.92,True,0.18201048619549481,1.0842707416745725,-2.1310414639596047,-0.04835627965282265,-3.7893384486747793e-239,-0.0003554290096353475,-43756.92704278331,0.0,0.0,0.0
bimodal,1450,8,0.95,True,0.2554930770035683,-240.66019370781734,-389.4192500452132,0.00149981799981068,0.0,-8.761608095976405e-06,-13847.535388389655,0.0,0.0,0.0
bimodal,1450,20,0.75,True,0.6912867930511903,-4.944686236900054,1.1012849577641646,0.04527720525385499,-2.210004175184503e-115,0.0006181092409739841,-75766.61303651474,0.0,0.0,0.0
bimodal,1450,20,0.8,True,0.7517335365300862,-9.375958680496197,-0.7647422219225462,0.0368537103125357,-7.164455009028597e-121,1.736477166048624e-05,-59878.886318558616,0.0,0.0,0.0
bimodal,1450,20,0.85,True,0.06609591368222036,-18.978917574683436,-1.8707329381667819,-0.03845516838740718,-3.7893384486747793e-239,-0.00034288083394842556,-43401.554502864325,0.0,0.0,0.0
bimodal,1450,20,0.88,True,0.09385979154032525,-8.3884119749586,-3.6488267290705494,-0.04359400471394757,-3.7893384486747793e-239,-0.00034896685511661145,-43556.76359136016,0.0,0.0,0.0
bimodal,1450,20,0.9,True,0.14676952546557506,-2.5719569414323615,-2.8200909385649595,-0.048067978977350614,-3.7893384486747793e-239,-0.00035474519369397905,-43702.197938272475,0.0,0.0,0.0
bimodal,1450,20,0.92,True,0.18201048619549481,1.0842707416745725,-2.1310414639596047,-0.04835627965282265,-3.7893384486747793e-239,-0.0003554290096353475,-43756.92704278331,0.0,0.0,0.0
bimodal,1450,20,0.95,True,0.2554930770035683,-240.66019370781734,-389.4192500452132,0.00149981799981068,0.0,-8.761608095976405e-06,-13847.535388389655,0.0,0.0,0.0
bimodal,1500,0,0.75,True,0.6912867930511903,-4.944686236900054,1.1012849577641646,0.04527720525385499,-2.210004175184503e-115,0.0006181092409739841,-75766.61303651474,0.0,0.0,0.0
bimodal,1500,0,0.8,True,0.535461742339324,-18.815305458935057,-1.4159827311464994,0.06669824455227136,-2.4263509054556512e-123,2.3786879922142554e-05,-47711.269627940834,0.0,0.0,0.0
bimodal,1500,0,0.85,False,,,,,,,,0.0,0.0,0.0
bimodal,1500,0,0.88,False,,,,,,,,0.0,0.0,0.0
bimodal,1500,0,0.9,False,,,,,,,,0.0,0.0,0.0
bimodal,1500,0,0.92,False,,,,,,,,0.0,0.0,0.0
bimodal,1500,0,0.95,False,,,,,,,,0.0,0.0,0.0
bimodal,1500,1,0.75,True,0.6912867930511903,-4.944686236900054,1.1012849577641646,0.04527720525385499,-2.210004175184503e-115,0.0006181092409739841,-75766.61303651474,0.0,0.0,0.0
bimodal,1500,1,0.8,True,0.535461742339324,-18.815305458935057,-1.4159827311464994,0.06669824455227136,-2.4263509054556512e-123,2.3786879922142554e-05,-47711.269627940834,0.0,0.0,0.0
bimodal,1500,1,0.85,True,1.037311979347977,-3.2860761891091386,1.867947943867648,0.012962375351660558,-1.301895340627549e-123,-2.4006884045105282e-05,-45231.44610941866,0.0,0.0,0.0
bimodal,1500,1,0.88,True,0.06433412704922405,-12.734193636056247,-3.9157224584247956,-0.03907311791044479,-2.0914728646640492e-239,-8.5938895853099e-05,-32627.134491407985,0.0,0.0,0.0
bimodal,1500,1,0.9,True,0.10059993894403559,-6.917738602530008,-3.0869866679192057,-0.043547092173847834,-2.0914728646640492e-239,-9.17172344304666e-05,-32772.5688383203,0.0,0.0,0.0
bimodal,1500,1,0.92,True,0.124755079369223,-3.261510919423074,-2.397937193313851,-0.04383539284931987,-2.0914728646640492e-239,-9.240105037183508e-05,-32827.29794283114,0.0,0.0,0.0
bimodal,1500,1,0.95,True,0.18130426530944077,-66.50514375635814,-240.68447340245294,-0.48809666069610236,0.0,2.9147659985253452e-06,-23025.68873895709,0.0,0.0,0.0
bimodal,1500,2,0.75,True,0.6912867930511903,-4.944686236900054,1.1012849577641646,0.04527720525385499,-2.210004175184503e-115,0.0006181092409739841,-75766.61303651474,0.0,0.0,0.0
bimodal,1500,2,0.8,True,0.535461742339324,-18.815305458935057,-1.4159827311464994,0.06669824455227136,-2.4263509054556512e-123,2.3786879922142554e-05,-47711.269627940834,0.0,0.0,0.0
bimodal,1500,2,0.85,True,1.037311979347977,-3.2860761891091386,1.867947943867648,0.012962375351660558,-1.301895340627549e-123,-2.4006884045105282e-05,-45231.44610941866,0.0,0.0,0.0
bimodal,1500,2,0.88,True,0.06433412704922405,-12.734193636056247,-3.9157224584247956,-0.03907311791044479,-2.0914728646640492e-239,-8.5938895853099e-05,-32627.134491407985,0.0,0.0,0.0
bimodal,1500,2,0.9,True,0.10059993894403559,-6.917738602530008,-3.0869866679192057,-0.043547092173847834,-2.0914728646640492e-239,-9.17172344304666e-05,-32772.5688383203,0.0,0.0,0.0
bimodal,1500,2,0.92,True,0.124755079369223,-3.261510919423074,-2.397937193313851,-0.04383539284931987,-2.0914728646640492e-239,-9.240105037183508e-05,-32827.29794283114,0.0,0.0,0.0
bimodal,1500,2,0.95,True,0.17458534557669902,-74.40255758917402,-376.56619729513545,-0.32546537625145816,0.0,-1.733937885832006e-05,-10649.152682947932,0.0,0.0,0.0
bimodal,1500,8,0.75,True,0.6912867930511903,-4.944686236900054,1.1012849577641646,0.04527720525385499,-2.210004175184503e-115,0.0006181092409739841,-75766.61303651474,0.0,0.0,0.0
bimodal,1500,8,0.8,True,0.535461742339324,-18.815305458935057,-1.4159827311464994,0.06669824455227136,-2.4263509054556512e-123,2.3786879922142554e-05,-47711.269627940834,0.0,0.0,0.0
bimodal,1500,8,0.85,True,1.037311979347977,-3.2860761891091386,1.867947943867648,0.012962375351660558,-1.301895340627549e-123,-2.4006884045105282e-05,-45231.44610941866,0.0,0.0,0.0
bimodal,1500,8,0.88,True,0.06433412704922405,-12.734193636056247,-3.9157224584247956,-0.03907311791044479,-2.0914728646640492e-239,-8.5938895853099e-05,-32627.134491407985,0.0,0.0,0.0
bimodal,1500,8,0.9,True,0.10059993894403559,-6.917738602530008,-3.0869866679192057,-0.043547092173847834,-2.0914728646640492e-239,-9.17172344304666e-05,-32772.5688383203,0.0,0.0,0.0
bimodal,1500,8,0.92,True,0.124755079369223,-3.261510919423074,-2.397937193313851,-0.04383539284931987,-2.0914728646640492e-239,-9.240105037183508e-05,-32827.29794283114,0.0,0.0,0.0
bimodal,1500,8,0.95,True,0.17458534557669902,-74.40255758917402,-376.56619729513545,-0.32546537625145816,0.0,-1.733937885832006e-05,-10649.152682947932,0.0,0.0,0.0
bimodal,1500,20,0.75,True,0.6912867930511903,-4.944686236900054,1.1012849577641646,0.04527720525385499,-2.210004175184503e-115,0.0006181092409739841,-75766.61303651474,0.0,0.0,0.0
bimodal,1500,20,0.8,True,0.535461742339324,-18.815305458935057,-1.4159827311464994,0.06669824455227136,-2.4263509054556512e-123,2.3786879922142554e-05,-47711.269627940834,0.0,0.0,0.0
bimodal,1500,20,0.85,True,1.037311979347977,-3.2860761891091386,1.867947943867648,0.012962375351660558,-1.301895340627549e-123,-2.4006884045105282e-05,-45231.44610941866,0.0,0.0,0.0
bimodal,1500,20,0.88,True,0.06433412704922405,-12.734193636056247,-3.9157224584247956,-0.03907311791044479,-2.0914728646640492e-239,-8.5938895853099e-05,-32627.134491407985,0.0,0.0,0.0
