state_id,representation,closed_kernel,m,success_points,lower_boundary,upper_boundary,strict_finite_window,lower_success_T2_C,upper_success_T2_C,window_width_C,cloned_first_step_state
high_closed_low_accommodation,bimodal,GB_diffusion,4,0,False,False,False,,,0,True
high_closed_low_accommodation,bimodal,renewal,3,0,False,False,False,,,0,True
high_closed_low_accommodation,bimodal,renewal,4,0,False,False,False,,,0,True
high_closed_low_accommodation,discrete_bin,GB_diffusion,3,0,False,False,False,,,0,True
high_closed_low_accommodation,discrete_bin,GB_diffusion,4,0,False,False,False,,,0,True
high_closed_low_accommodation,discrete_bin,renewal,3,0,False,False,False,,,0,True
high_closed_low_accommodation,discrete_bin,renewal,4,0,False,False,False,,,0,True
high_closed_low_accommodation,lognormal,GB_diffusion,3,0,False,False,False,,,0,True
high_closed_low_accommodation,lognormal,GB_diffusion,4,0,False,False,False,,,0,True
high_closed_low_accommodation,lognormal,renewal,3,0,False,False,False,,,0,True
high_closed_low_accommodation,lognormal,renewal,4,0,False,False,False,,,0,True
high_precursor_low_closed,bimodal,GB_diffusion,3,0,False,False,False,,,0,True
high_precursor_low_closed,bimodal,GB_diffusion,4,0,False,False,False,,,0,True
high_precursor_low_closed,bimodal,renewal,3,0,False,False,False,,,0,True
high_precursor_low_closed,bimodal,renewal,4,0,False,False,False,,,0,True
high_precursor_low_closed,discrete_bin,GB_diffusion,3,0,False,False,False,,,0,True
high_precursor_low_closed,discrete_bin,GB_diffusion,4,0,False,False,False,,,0,True
high_precursor_low_closed,discrete_bin,renewal,3,0,False,False,False,,,0,True
high_precursor_low_closed,discrete_bin,renewal,4,0,False,False,False,,,0,True
high_precursor_low_closed,lognormal,GB_diffusion,3,0,False,False,False,,,0,True
high_precursor_low_closed,lognormal,GB_diffusion,4,0,False,False,False,,,0,True
high_precursor_low_closed,lognormal,renewal,3,0,False,False,False,,,0,True
high_precursor_low_closed,lognormal,renewal,4,0,False,False,False,,,0,True
high_useful_closed,bimodal,GB_diffusion,3,2,False,True,False,850.0,875.0,25,True
high_useful_closed,bimodal,GB_diffusion,4,2,False,True,False,850.0,875.0,25,True
high_useful_closed,bimodal,renewal,3,0,False,False,False,,,0,True
high_useful_closed,bimodal,renewal,4,0,False,False,False,,,0,True
high_useful_closed,discrete_bin,GB_diffusion,3,2,False,True,False,850.0,875.0,25,True
high_useful_closed,discrete_bin,GB_diffusion,4,2,False,True,False,850.0,875.0,25,True
high_useful_closed,discrete_bin,renewal,3,0,False,False,False,,,0,True
high_useful_closed,discrete_bin,renewal,4,0,False,False,False,,,0,True
high_useful_closed,lognormal,GB_diffusion,3,2,False,True,False,850.0,875.0,25,True
high_useful_closed,lognormal,GB_diffusion,4,2,False,True,False,850.0,875.0,25,True
high_useful_closed,lognormal,renewal,3,0,False,False,False,,,0,True
high_useful_closed,lognormal,renewal,4,0,False,False,False,,,0,True
narrow_fine_connected,bimodal,GB_diffusion,3,0,False,False,False,,,0,True
narrow_fine_connected,bimodal,GB_diffusion,4,0,False,False,False,,,0,True
narrow_fine_connected,bimodal,renewal,3,0,False,False,False,,,0,True
narrow_fine_connected,bimodal,renewal,4,0,False,False,False,,,0,True
narrow_fine_connected,discrete_bin,GB_diffusion,3,0,False,False,False,,,0,True
narrow_fine_connected,discrete_bin,GB_diffusion,4,0,False,False,False,,,0,True
narrow_fine_connected,discrete_bin,renewal,3,0,False,False,False,,,0,True
narrow_fine_connected,discrete_bin,renewal,4,0,False,False,False,,,0,True
narrow_fine_connected,lognormal,GB_diffusion,3,0,False,False,False,,,0,True
narrow_fine_connected,lognormal,GB_diffusion,4,0,False,False,False,,,0,True
narrow_fine_connected,lognormal,renewal,3,0,False,False,False,,,0,True
narrow_fine_connected,lognormal,renewal,4,0,False,False,False,,,0,True
