attained,min_reduction,median_reduction,max_reduction,span20,span30,A_TS,tier,rejection_reason,window_width_C,lower_bracketed,upper_bracketed,complete,candidate_id,exact_reconfirmed,rho_high_final,rho_two_final,fingerprint,rho_switch_exact,switch_error,G0_nm,G1_nm,first_step_growth_fraction,first_step_growth_le_20pct,closed_fraction_at_switch,high_density_support_active,production_gate_passed
True,0.6068829176124798,0.6479268036437124,0.6804057897685866,0.0299999999999966,0.0299999999999966,0.0312330639579812,Tier_B,first_step_growth_above_20pct,200.0,True,True,True,962760,True,0.98,0.9800887535041444,b027027e81dd9633,0.87999936,6.399999999961992e-07,112.5146714422637,7548.169757029504,66.0860933980757,False,0.9999999999618285,True,False
False,0.5823549475930849,0.7016950851378916,0.8827918161959883,0.0298999999999967,0.0298999999999967,0.0386157115400024,Tier_B,first_step_growth_above_20pct,35.0,True,True,True,543100,True,0.9800001020492828,0.9799091811476828,16b96594f1d19a56,0.8799995378915657,4.6210843429594917e-07,106.30963819053267,928.9591117872293,7.73823980213637,False,2.830966207987224e-09,True,False
True,0.2459178882951566,0.3004787688969993,0.3752020469588505,0.0299999999999966,0.0150999999999983,0.0109016912919782,Tier_B,first_step_growth_above_20pct,105.0,True,True,True,465410,True,0.98,0.9808829619413314,e5442d10d3e9d5b6,0.87999936,6.399999999961992e-07,101.15589865125784,559.8259516181475,4.534288747195923,False,0.9999999803393435,True,False
True,0.2128294002692934,0.270427662624959,0.3446223621967857,0.0299999999999966,0.008399999999999,0.0096093327070853,Tier_B,first_step_growth_above_20pct,230.0,True,True,True,571123,True,0.980685122333694,0.980406927632888,f3ceb7b075b5c927,0.87999936,6.399999999961992e-07,118.03733048203577,1914.869388849382,15.22257451121201,False,0.9999537085471268,True,False
True,0.26675455922672,0.317901770078729,0.3735489851922934,0.0299999999999966,0.0200999999999977,0.0115391051279948,Tier_B,first_step_growth_above_20pct,90.0,True,True,True,381066,True,0.98,0.9800826472294516,517c73db74068b35,0.87999936,6.399999999961992e-07,104.81975906957098,4022.0147028912425,37.37076843710116,False,0.9357232588647144,True,False
True,0.2664076495734323,0.3145862885767547,0.3664681127660465,0.0299999999999966,0.0191999999999978,0.0113517164801468,Tier_B,first_step_growth_above_20pct,210.0,True,True,True,66577,True,0.9802758016864545,0.9801150485391624,34cb7bc652a251b0,0.8799995175451262,4.824548738291412e-07,130.4167511562555,598.5827336890377,3.589768786464103,False,0.999999999503305,True,False
True,0.5121900415459,0.5298429826776859,0.5364534560356489,0.0299999999999966,0.0299999999999966,0.0225196950097041,Tier_B,first_step_growth_above_20pct,150.0,True,True,True,318897,True,0.9818006866872424,0.9800502723319816,2580a3aa211da775,0.8799992962197399,7.037802600695642e-07,100.72990345107618,5000.430048126389,48.64196208681033,False,0.999169994828987,True,False
True,0.3870453659159265,0.417083067596148,0.4439436183660845,0.0299999999999966,0.0299999999999966,0.0161953212283172,Tier_B,first_step_growth_above_20pct,240.0,True,True,True,835943,True,0.9813869364492128,0.980208960099961,450987e752765d38,0.8799990190983188,9.80901681213453e-07,104.83940580936394,444.97686868671474,3.2443665647613846,False,0.9999998218129015,True,False
True,0.5880750634219666,0.630293977420014,0.6651186042399964,0.0299999999999966,0.0299999999999966,0.0298359329431643,Tier_B,first_step_growth_above_20pct,280.0,True,True,True,595130,True,0.9818722984714454,0.9801599530411872,d6436d698f6f57e6,0.8799993335739839,6.664260161493019e-07,100.38007127759374,2213.5948493216724,21.05213466326536,False,0.9860397567649163,True,False
True,0.4365657180567716,0.4715790038402726,0.4996051709054189,0.0299999999999966,0.0299999999999966,0.0191349130572554,Tier_B,first_step_growth_above_20pct,215.0,True,True,True,430568,True,0.981698493461056,0.9800326933094357,64d91246c51e7da4,0.8799993238813332,6.761186668313712e-07,101.02619029996524,257.4419185813873,1.548269095538446,False,0.9999999455248635,True,False
True,0.3646738792129202,0.3684833373703874,0.3732622863263869,0.0299999999999966,0.0299999999999966,0.0138111381441439,Tier_B,first_step_growth_above_20pct,240.0,True,True,True,410016,True,0.9808563203177034,0.9803702256187922,99ee0b662d24baf2,0.87999936,6.399999999961992e-07,101.2272907376678,2350.4933340538537,22.219956959484335,False,0.5246202913413033,True,False
True,0.2640635945139322,0.3061821603887794,0.3500926715642737,0.0299999999999966,0.0170999999999981,0.0109938074205526,Tier_B,first_step_growth_above_20pct,200.0,True,True,True,765596,True,0.982,0.9802709139124895,348baefacd105019,0.87999936,6.399999999961992e-07,110.95983502237374,740.1117746763881,5.670087194408259,False,0.8611643664782456,True,False
True,0.3456307946911583,0.3786001770937897,0.3991301914485523,0.0299999999999966,0.0299999999999966,0.0142020673399645,Tier_B,first_step_growth_above_20pct,100.0,True,True,True,815685,True,0.9800000000001808,0.9800278932798496,4df9f2d99fa631f1,0.87999936,6.399999999961992e-07,100.369024403444,760.6568718245795,6.578601828060399,False,0.9999991521834536,True,False
False,0.527597142424929,0.5602453257976965,0.5832687449491336,0.0234999999999974,0.0234999999999974,0.0191997714205784,Tier_B,first_step_growth_above_20pct,50.0,True,True,True,875258,True,0.9804850276111856,0.973453352562911,c42040197b71f387,0.87999936,6.399999999961992e-07,98.79090970841902,911.957222763821,8.23118559648311,False,0.35884708775383034,True,False
True,0.3470339892775547,0.4058139667106578,0.4737469866174865,0.0299999999999966,0.0299999999999966,0.0157461788555451,Tier_B,first_step_growth_above_20pct,25.0,True,True,True,290262,True,0.9800027354836288,0.9800037793484888,82c7a0eb9a0658b3,0.879999150407662,8.495923380369419e-07,107.3788957625082,1477.9656926489997,12.764023946733841,False,4.3015609980465476e-08,True,False
True,0.8027493609095449,0.8084687578008386,0.8269343700883443,0.0299999999999966,0.0299999999999966,0.0498321491064112,Tier_B,first_step_growth_above_20pct,40.0,True,True,True,632916,True,0.9811825431715316,0.9805408144101632,4ce9ba34374e7bdf,0.8799993115255978,6.88474402155137e-07,99.64904578527222,166.69908223944716,0.6728618013930314,False,0.016711278104691796,True,False
True,0.2750848026990029,0.3063035954637306,0.3299095861449843,0.0299999999999966,0.017899999999998,0.0109486505471311,Tier_B,first_step_growth_above_20pct,115.0,True,True,True,7373,True,0.9800047914446428,0.9800130488810712,2ab10cbaa0eeebe2,0.8799993615332623,6.384667377012931e-07,98.78058398606635,560.8246054181773,4.677478131707394,False,0.9999999999997772,True,False
True,0.4368617872029422,0.5040854383450413,0.549457644667689,0.0299999999999966,0.0299999999999966,0.0208661710339404,Tier_B,first_step_growth_above_20pct,150.0,True,True,True,269855,True,0.980180419723872,0.9803213622306072,bfa8d9c399f9dee8,0.87999936,6.399999999961992e-07,102.84405130480843,1434.491519889023,12.948220647565583,False,0.9941212406731822,True,False
True,0.236556734167231,0.3106058851941953,0.3861521750576926,0.0299999999999966,0.0170999999999981,0.0112251732387243,Tier_B,first_step_growth_above_20pct,115.0,True,True,True,209014,True,0.9802082787504428,0.9800875258050036,71bf048ff5d8d29a,0.87999936,6.399999999961992e-07,111.9727932928441,1015.371342611927,8.068018335100486,False,0.7500074147923579,True,False
True,0.4471283055563806,0.4843253619039722,0.5185694589315039,0.0299999999999966,0.0299999999999966,0.0198227430784069,Tier_B,first_step_growth_above_20pct,350.0,True,True,True,881907,True,0.9819533503537056,0.9813844545318438,027976a2f4d4e5f5,0.8799993450721132,6.549278868117625e-07,106.65880638467907,1199.720613351115,10.248209632350132,False,0.9991499696226728,True,False
True,0.4768436691501034,0.5322097306596838,0.5824353479605919,0.0299999999999966,0.0299999999999966,0.0227963872492428,Tier_B,first_step_growth_above_20pct,150.0,True,True,True,714329,True,0.982,0.9802381094851996,4cd990607cc69db8,0.87999936,6.399999999961992e-07,113.8469731028433,758.100545623455,5.6589433602123735,False,0.7580870576095897,True,False
True,0.5331980708352488,0.6034124166277812,0.6700445986669803,0.0299999999999966,0.0299999999999966,0.0278419848231703,Tier_B,first_step_growth_above_20pct,65.0,True,True,True,412093,True,0.9800801721276396,0.9800227272288752,b753f97ac6a69b79,0.8799994736548674,5.263451325898671e-07,98.74507132884801,525.636393210442,4.323165866779613,False,1.0,True,False
True,0.5425292499682749,0.6334899625264572,0.7053327560614381,0.0299999999999966,0.0299999999999966,0.030096770483652,Tier_B,first_step_growth_above_20pct,150.0,True,True,True,111841,True,0.9801517125795634,0.9801747301187276,597d4b4247517024,0.87999936,6.399999999961992e-07,99.20489639754909,980.8748021912636,8.887362799720606,False,0.6383926631548797,True,False
True,0.508628221797989,0.5511374563040818,0.5846514526704117,0.0299999999999966,0.0299999999999966,0.0239396564583934,Tier_B,first_step_growth_above_20pct,110.0,True,True,True,871706,True,0.9811573291736888,0.9800882020706992,39a0619a84417330,0.87999936,6.399999999961992e-07,99.63433447172217,1014.3113565714236,9.180339558139986,False,0.9999722833042152,True,False
True,0.5307722310031713,0.6046034052307472,0.6439144997467645,0.0299999999999966,0.0299999999999966,0.0274376578950631,Tier_B,first_step_growth_above_20pct,155.0,True,True,True,967900,True,0.9803813038196943,0.9800769729784264,f11b6e395d443780,0.87999936,6.399999999961992e-07,118.5622776626414,549.935725588376,3.638370115941683,False,0.2567968197293122,True,False
True,0.3197049848123569,0.368919401090485,0.4025237074834943,0.0299999999999966,0.0299999999999966,0.0137318868795816,Tier_B,first_step_growth_above_20pct,130.0,True,True,True,901508,True,0.9801695815620683,0.980154153179379,a151b430d50227b1,0.8799993482863925,6.517136075245844e-07,98.45011414818003,1620.4847834508257,15.459958400980504,False,1.0,True,False
True,0.356193357339052,0.4307437355010826,0.5126028049196125,0.0299999999999966,0.0299999999999966,0.0171221875404673,Tier_B,first_step_growth_above_20pct,50.0,True,True,True,750703,True,0.9805237778890667,0.9801191463612756,6d4e9e2fcbfa37dc,0.8799996903515586,3.0964844144332204e-07,101.40289641713197,2182.9643835703055,20.527633437514854,False,0.014831905741119592,True,False
True,0.3081338282749682,0.3653335542820765,0.416339290230422,0.0299999999999966,0.0299999999999966,0.0136522787693857,Tier_B,first_step_growth_above_20pct,275.0,True,True,True,347637,True,0.981470704072268,0.9801451562389344,6c01cd38e291827b,0.87999936,6.399999999961992e-07,110.45735272296706,369.25719781170955,2.3429843166513895,False,0.9998396921502799,True,False
True,0.531740343260475,0.592544768264449,0.6545678099675585,0.0299999999999966,0.0299999999999966,0.0270587436125189,Tier_B,first_step_growth_above_20pct,240.0,True,True,True,463189,True,0.98,0.9815155260598342,8ed1a36b061dd637,0.87999936,6.399999999961992e-07,99.99265214469904,779.9816983494231,6.800390144874988,False,0.8445279705679426,True,False
True,0.3918840971762177,0.4494700214948278,0.497245028022524,0.0299999999999966,0.0299999999999966,0.0178987041450279,Tier_B,first_step_growth_above_20pct,75.0,True,True,True,653856,True,0.9800000001335568,0.9800686558034096,32727b14626f6449,0.8799993600000428,6.399999572526127e-07,100.65736003429592,1769.0719700524176,16.57518744232573,False,0.9999999999995087,True,False
True,0.1935542873149147,0.2755710270573835,0.4336436292705613,0.0284999999999968,0.0116999999999987,0.0102903645857227,Tier_B,first_step_growth_above_20pct,130.0,True,True,True,811732,True,0.9800338204997048,0.980041675402152,51d7d94e87407e3f,0.8799992564472903,7.435527097365835e-07,108.34792113066098,698.1501800171695,5.44359552755279,False,1.8845962721105163e-07,True,False
True,0.3671285760234547,0.475596029632685,0.6044517479132471,0.0299999999999966,0.0299999999999966,0.0198185045590935,Tier_B,first_step_growth_above_20pct,135.0,True,True,True,954086,True,0.982,0.980338269622345,0c98ba02673db69c,0.87999936,6.399999999961992e-07,119.90851154232354,940.7868492212257,6.845872133015017,False,1.0,True,False
True,0.342919398950728,0.3763258361606231,0.4080372210147335,0.0299999999999966,0.0299999999999966,0.0141743589495586,Tier_B,first_step_growth_above_20pct,440.0,True,True,True,186484,True,0.9815049867718424,0.9802532595218252,e53a735e9cd706ff,0.8799992015957669,7.984042330599905e-07,120.05957503875035,2122.6991518708296,16.68038202022378,False,0.9999999975830622,True,False
True,0.2130932875921424,0.2833268683560861,0.4009462206102004,0.0299999999999966,0.0119999999999986,0.0103578056316366,Tier_B,first_step_growth_above_20pct,205.0,True,True,True,63472,True,0.98,0.9803275680209036,be428e3e2fcd6745,0.87999936,6.399999999961992e-07,105.02211861466395,826.6797871546898,6.87148267488162,False,0.17525464790613512,True,False
True,0.4582546366989068,0.463120329467672,0.4771745827672604,0.0299999999999966,0.0299999999999966,0.0187488129315334,Tier_B,first_step_growth_above_20pct,225.0,True,True,True,353710,True,0.9804081475308376,0.9800985490210392,b9acec7a1637376c,0.87999936,6.399999999961992e-07,107.13158521502686,1189.7974785769752,10.105944863869032,False,0.8924261175411236,True,False
True,0.2605171438954969,0.2957817893864687,0.3304786442365655,0.0299999999999966,0.0145999999999983,0.0105707827760524,Tier_B,first_step_growth_above_20pct,385.0,True,True,True,660883,True,0.9809317849006972,0.980004034228311,0abbc3bc552f259b,0.8799994048689,5.951310999563475e-07,99.86943157607992,1626.7291093625913,15.288558808140998,False,0.8808952452169484,True,False
True,0.5374631187828149,0.5783182324183873,0.6012059780178998,0.0299999999999966,0.0299999999999966,0.0256786066302212,Tier_B,first_step_growth_above_20pct,100.0,True,True,True,662126,True,0.9801047454576124,0.9801710328493938,071bb7a77aaa0fc6,0.87999936,6.399999999961992e-07,104.72349046181785,932.1498919711452,7.901058280816249,False,0.13703488484100923,True,False
True,0.3728923945880013,0.4220580246954325,0.4618970459526937,0.0299999999999966,0.0299999999999966,0.016357176806717,Tier_B,first_step_growth_above_20pct,215.0,True,True,True,873929,True,0.9819870890167148,0.9800008723523644,3cad2b9b5c1d6c8f,0.8799995730634017,4.2693659829673436e-07,101.27218435394528,641.6038353613576,5.3354398787228545,False,0.6607033271395902,True,False
True,0.2915452042673638,0.3557114749658867,0.4043848697758856,0.0299999999999966,0.027099999999997,0.0128462633942335,Tier_B,first_step_growth_above_20pct,290.0,True,True,True,219277,True,0.9808678475361816,0.980106612444796,a92a388ebddb80e3,0.8799996377112116,3.6228878841360057e-07,103.12688556800852,777.7293877297747,6.541480414599447,False,0.9999999997800653,True,False
True,0.2940586625586723,0.329834671901957,0.3830741007489795,0.0299999999999966,0.026899999999997,0.0123284218840076,Tier_B,first_step_growth_above_20pct,195.0,True,True,True,825124,True,0.9810941920081688,0.9804936424723022,bbe627165ef84e75,0.8799993599999999,6.400000001072215e-07,99.01394267108626,819.1253407628192,7.272828236765262,False,0.6822254707415137,True,False
True,0.457117900785926,0.5761530936076296,0.6645011434782082,0.0299999999999966,0.0299999999999966,0.0252701889652703,Tier_B,first_step_growth_above_20pct,205.0,True,True,True,534277,True,0.9800000262190888,0.9819995405916858,5befd57a3740c2a3,0.8799995405916857,4.594083142794858e-07,101.81633768926008,2748.7274167410587,25.996918953518826,False,0.9999962214377761,True,False
True,0.2409794170817544,0.6570440395921804,0.7382874426642179,0.0299999999999966,0.0262999999999971,0.0278464745694728,Tier_B,first_step_growth_above_20pct,155.0,True,True,True,738954,True,0.9802060522927432,0.980080426849439,d58060851d486a84,0.87999936,6.399999999961992e-07,102.56897521613195,214.8375826557421,1.0945669214598204,False,0.5651563515479514,True,False
True,0.3257931260390088,0.361343508457442,0.3726306863716401,0.0299999999999966,0.0299999999999966,0.0132582958574823,Tier_B,first_step_growth_above_20pct,275.0,True,True,True,996354,True,0.9800396093560112,0.980080588144136,f46f2d8d3a10c701,0.879999372674994,6.273250060528923e-07,101.50835928073445,243.29682418767865,1.3968156505693283,False,0.9983938170143639,True,False
True,0.6552806745632335,0.7260809221460536,0.7768392409609293,0.0299999999999966,0.0299999999999966,0.0387921994783781,Tier_B,first_step_growth_above_20pct,185.0,True,True,True,118722,True,0.9819379939545968,0.9804105093145477,63f5af9f3a0f64a8,0.8799990878963881,9.121036118608927e-07,124.45585695860993,1468.6885314835663,10.800879182182689,False,0.9997526665103145,True,False
True,0.3643608597097165,0.4286258982647972,0.4953287721794011,0.0299999999999966,0.0299999999999966,0.0168750820150278,Tier_B,first_step_growth_above_20pct,185.0,True,True,True,206753,True,0.9802047737422784,0.980061745232049,d09d902e212754a8,0.87999936,6.399999999961992e-07,100.09012049983052,398.9528080646919,2.9859359352591395,False,0.9999999999999997,True,False
True,0.4833900894314206,0.5177654088140538,0.5409665914325924,0.0299999999999966,0.0299999999999966,0.0218040652034524,Tier_B,first_step_growth_above_20pct,250.0,True,True,True,417343,True,0.980217695969572,0.980037096734269,0b88f056e01bb226,0.8799997776015134,2.2239848662675143e-07,102.79002292130599,454.8227599109829,3.4247753525571856,False,0.9702520720826666,True,False
True,0.6458736516568206,0.7022032103553864,0.7541890006747656,0.0299999999999966,0.0299999999999966,0.0364593561094574,Tier_B,first_step_growth_above_20pct,90.0,True,True,True,81536,True,0.9803541199656274,0.9800722715437088,173d1c0987eeb3a5,0.87999936,6.399999999961992e-07,111.24924471207245,1055.3253706732555,8.48613514999203,False,0.9998532250698926,True,False
True,0.3374654270730284,0.4055424288596198,0.4952373045849239,0.0299999999999966,0.0299999999999966,0.0158605196832229,Tier_B,first_step_growth_above_20pct,120.0,True,True,True,973232,True,0.9800171616022744,0.9800471510860328,12cc45d2bf252e14,0.87999936,6.399999999961992e-07,116.97231770890706,876.5493918183054,6.493648146732062,False,0.20191826097035942,True,False
True,0.3611398845135068,0.4023707518800425,0.4107178345853283,0.0299999999999966,0.0299999999999966,0.0151457992299492,Tier_B,first_step_growth_above_20pct,135.0,True,True,True,423771,True,0.982,0.9800133402761364,e9b2d58570f05ce1,0.87999936,6.399999999961992e-07,117.17007819148188,1146.7230485516304,8.786824983402596,False,0.04603379318053341,True,False
True,0.6537975688080089,0.7161732819541636,0.746314148481277,0.0299999999999966,0.0299999999999966,0.0369144693685963,Tier_B,first_step_growth_above_20pct,190.0,True,True,True,531249,True,0.9810972823204228,0.9804106967177232,3cc850dbb5f5877e,0.87999936,6.399999999961992e-07,129.3572762655034,1943.9154845841967,14.02749238932912,False,0.9380452825610647,True,False
True,0.201945315117845,0.2847490466420809,0.3777950215761895,0.0299999999999966,0.0123999999999986,0.0101973442305535,Tier_B,first_step_growth_above_20pct,250.0,True,True,True,5652,True,0.9812638257367188,0.9802303611353916,425eed1296dbbb1e,0.87999936,6.399999999961992e-07,113.89519758383301,272.0751090826307,1.388819852411852,False,0.8297164403175862,True,False
True,0.5439759472531176,0.6176580383625317,0.6516301779497968,0.0299999999999966,0.0299999999999966,0.0284060303103529,Tier_B,first_step_growth_above_20pct,265.0,True,True,True,82077,True,0.9803731259475932,0.980479816197097,704f063d6aeb7c5f,0.87999936,6.399999999961992e-07,100.40450173275077,1726.5596995611381,16.19603872102036,False,0.9999999999999974,True,False
True,0.2306851841046834,0.3871866861061599,0.4612172969423542,0.0299999999999966,0.0242999999999973,0.0141315011125023,Tier_B,first_step_growth_above_20pct,155.0,True,True,True,420618,True,0.9801795283681844,0.980063273565512,92b03fa3eb047909,0.87999936,6.399999999961992e-07,107.43234894420937,451.82146082400413,3.205636991690829,False,0.46115258252478686,True,False
True,0.2681710801363328,0.3733766881471297,0.67538140527699,0.0299999999999966,0.0258999999999971,0.0163813507461081,Tier_B,first_step_growth_above_20pct,25.0,True,True,True,775767,True,0.980156368989934,0.9800547387114114,82afb8b3871c91f8,0.87999936,6.399999999961992e-07,120.34520774204287,402.3522081452819,2.3433172429077063,False,0.01774224819815578,True,False
True,0.3000419609979627,0.3381412651780954,0.3770853664618951,0.0299999999999966,0.0299999999999966,0.0124008311552675,Tier_B,first_step_growth_above_20pct,200.0,True,True,True,105768,True,0.9803432446704272,0.9805603489659244,fa917b3d09ca1386,0.87999936,6.399999999961992e-07,122.46803983675372,158.17586098527903,0.29156848755089726,False,0.8581823709500591,True,False
True,0.3549540284126264,0.3787139401515145,0.4114255803433805,0.0299999999999966,0.0299999999999966,0.0143771670506778,Tier_B,first_step_growth_above_20pct,135.0,True,True,True,690326,True,0.980905911075475,0.980001298663402,b81d37a3824b8dba,0.87999936,6.399999999961992e-07,100.09532860146862,143.21194676937102,0.4307555484389487,False,0.548971071149944,True,False
True,0.491701941665871,0.5259724810786774,0.5491768782163502,0.0299999999999966,0.0299999999999966,0.0223285735560855,Tier_B,first_step_growth_above_20pct,135.0,True,True,True,757305,True,0.9800065238455004,0.9800927561416816,2a42fafb828bdf7d,0.8799993620876305,6.379123694832955e-07,105.95408858573998,587.5005149123749,4.544859313635253,False,0.9999998460702968,True,False
True,0.3206996553327753,0.3456131711678644,0.3629352256520003,0.0299999999999966,0.0299999999999966,0.012683423765344,Tier_B,first_step_growth_above_20pct,500.0,True,True,True,819529,True,0.982,0.98199936,60fdaf2f11d11324,0.87999936,6.399999999961992e-07,110.77437557418675,171.23138027445833,0.5457670547624338,False,0.8959121508044496,True,False
True,0.2762957403822521,0.3484415277257252,0.3878879560853487,0.0299999999999966,0.0261999999999971,0.0126006071663742,Tier_B,first_step_growth_above_20pct,80.0,True,True,True,320690,True,0.981502506144748,0.9800308121324632,d39198fd62960342,0.8799997502560873,2.497439126614154e-07,107.6176964019541,190.7527060742862,0.7725031519149164,False,0.006878602082059868,True,False
True,0.2341798680415117,0.2383686852835491,0.2441680637465322,0.0299999999999966,0.0,0.0082026450876235,Tier_B,first_step_growth_above_20pct,240.0,True,True,True,798297,True,0.9803401649724072,0.9801891700967564,3b48fb38fb8c7b98,0.87999936,6.399999999961992e-07,119.10850903823301,181.785954662466,0.5262213936714963,False,0.9999439911380759,True,False
True,0.1577664024005635,0.3097813236448086,0.5291428985305031,0.0248999999999972,0.0156999999999982,0.0120476555763742,Tier_B,first_step_growth_above_20pct,165.0,True,True,True,399072,True,0.9802292093513176,0.9800319551688336,92350f40bb6c8a38,0.87999936,6.399999999961992e-07,108.63525953954782,2563.6926009081662,22.599083868114423,False,0.0831794417465373,True,False
True,0.8716100230510258,0.8848246221978178,0.8895075898023846,0.0299999999999966,0.0299999999999966,0.0645425152543376,Tier_B,first_step_growth_above_20pct,140.0,True,True,True,650736,True,0.9800510620022908,0.981241534614804,aa167323790d21dd,0.87999936,6.399999999961992e-07,100.39573272045317,459.40390038729015,3.57593054942362,False,0.3556918776050175,True,False
True,0.196788097254124,0.2418148484505141,0.2713414163765447,0.0260999999999971,0.0,0.0081391409755353,Tier_B,first_step_growth_above_20pct,90.0,True,True,True,951779,True,0.9804747945402252,0.9801177925363488,173705fe8d24920d,0.879999511934253,4.880657470396343e-07,99.32660944368497,3262.6174411115385,31.84736546817637,False,0.9999999999999645,True,False
True,0.6268802245975148,0.6272360046031726,0.627876269406455,0.0299999999999966,0.0299999999999966,0.0296097569748864,Tier_B,first_step_growth_above_20pct,240.0,True,True,True,617413,True,0.9800766753761756,0.9800255341353752,a3eae5e116f9a539,0.87999936,6.399999999961992e-07,101.776040491554,1937.5503908576811,18.03739211605968,False,0.982381998682,True,False
True,0.2488201243733168,0.2814509286064144,0.3105746136287846,0.0299999999999966,0.0061999999999993,0.009895173579456,Tier_B,first_step_growth_above_20pct,120.0,True,True,True,369322,True,0.9818173403503092,0.9800077858811188,3b0e397a89c32224,0.87999936,6.399999999961992e-07,102.07783812331421,2046.923218978777,19.052572199912873,False,0.9136490505319862,True,False
True,0.3634846170204467,0.3841652000908456,0.3908686715278394,0.0299999999999966,0.0299999999999966,0.0144186212989951,Tier_B,first_step_growth_above_20pct,90.0,True,True,True,531548,True,0.9800300724855732,0.9800676172827528,b1f8545e9054543a,0.87999936,6.399999999961992e-07,111.99485277420906,157.03619278929744,0.40217330439190335,False,0.7765177716002756,True,False
True,0.8111729480146513,0.8415515127099277,0.8540441109143122,0.0299999999999966,0.0299999999999966,0.0545355525641427,Tier_B,first_step_growth_above_20pct,40.0,True,True,True,735002,True,0.9801610995427062,0.9800392760770174,9de729f009488609,0.8799995052975826,4.947024173640457e-07,98.41177791160754,256.3420853304214,1.6047907147929514,False,0.01722450799618777,True,False
