case_id,fast_rate_C_min,rho,pore_D90_reference_nm,pore_D90_fast_nm,large_pore_reference,large_pore_fast,fine_reference,fine_fast
L020,100.0,0.88,36.04592501837457,36.04592501837457,0.739649752086062,0.6957412548542332,0.19819207743820794,0.21648063385050018
L022,20.0,0.85,617.9301431721358,617.9301431721358,0.7410849877445085,0.7255595956178615,0.19422306773980175,0.20041439721366378
L022,100.0,0.85,617.9301431721358,617.9301431721358,0.7410849877445085,0.7246051459016289,0.19422306773980175,0.20098197709357862
L023,20.0,0.85,886.846474969521,886.846474969521,0.7387028607999189,0.7205089314441041,0.19230362172373605,0.19951880982483391
L023,100.0,0.85,886.846474969521,886.846474969521,0.7387028607999189,0.7192540544413282,0.19230362172373605,0.2003116595270672
L024,20.0,0.85,36.04592501837457,36.04592501837457,0.7364251126829889,0.7241126230898823,0.19866281380002968,0.20357176455924453
L024,20.0,0.88,51.7327110398887,51.7327110398887,0.7881485599859666,0.7771236379099752,0.17333210858407858,0.17802934429164072
L024,20.0,0.9,51.7327110398887,51.7327110398887,0.8293222478380109,0.8202709346091301,0.15220705689235534,0.15628604155003306
L024,20.0,0.92,51.7327110398887,51.7327110398887,0.8782915697641054,0.8719739741120849,0.12549299916196419,0.12861251512161023
L024,100.0,0.85,36.04592501837457,36.04592501837457,0.7364251126829889,0.7235066116125112,0.19866281380002968,0.2038099280774147
L024,100.0,0.88,51.7327110398887,51.7327110398887,0.7881485599859666,0.776663830650737,0.17333210858407858,0.17821471739282474
L024,100.0,0.9,51.7327110398887,51.7327110398887,0.8293222478380109,0.8198660744550103,0.15220705689235534,0.15646044210575277
L024,100.0,0.92,51.7327110398887,51.7327110398887,0.8782915697641054,0.8717307619289173,0.12549299916196419,0.12872347848068708
L025,20.0,0.85,36.04592501837457,36.04592501837457,0.7243534212009392,0.6892813342555365,0.2072961615718407,0.22097121658694063
L025,20.0,0.88,36.04592501837457,36.04592501837457,0.7685996950781244,0.7430948751881529,0.1857178433499437,0.19590081425936579
L025,20.0,0.9,36.04592501837457,36.04592501837457,0.8003541618035639,0.7841245302959716,0.1691282606256147,0.1758646182882548
L025,20.0,0.92,36.04592501837457,36.04592501837457,0.8333140617750026,0.8287791689522246,0.1502401958772445,0.15254973707411826
L025,100.0,0.85,36.04592501837457,36.04592501837457,0.7243534212009392,0.6875546571660378,0.2072961615718407,0.2215743611680243
L025,100.0,0.88,36.04592501837457,36.04592501837457,0.7685996950781244,0.7421465018614629,0.1857178433499437,0.19618343902034413
L025,100.0,0.9,36.04592501837457,36.04592501837457,0.8003541618035639,0.7839223203358244,0.1691282606256147,0.1758308100147671
L025,100.0,0.92,36.04592501837457,36.04592501837457,0.8333140617750026,0.8295290007765526,0.1502401958772445,0.1520924457631641
L026,20.0,0.85,143.51888878844898,143.51888878844898,0.7202571447749729,0.6730293972624874,0.20704799199273458,0.22544729908524594
L026,20.0,0.88,205.97671439071183,205.97671439071183,0.7678374928179059,0.7326463198766326,0.1839163349497589,0.1979934335196174
L026,20.0,0.9,205.97671439071183,205.97671439071183,0.803491196456505,0.7799453963257356,0.16508948733287007,0.1750702570082412
L026,20.0,0.92,205.97671439071183,205.97671439071183,0.839130308433223,0.8329105693994261,0.1440804097027105,0.14730656478305876
L026,100.0,0.85,143.51888878844898,143.51888878844898,0.7202571447749729,0.669081864887603,0.20704799199273458,0.22695570083215735
L026,100.0,0.88,205.97671439071183,205.97671439071183,0.7678374928179059,0.7298943284666763,0.1839163349497589,0.19903434720906915
L026,100.0,0.9,205.97671439071183,205.97671439071183,0.803491196456505,0.7780028505132319,0.16508948733287007,0.17582671261797925
L026,100.0,0.92,205.97671439071183,205.97671439071183,0.839130308433223,0.8322974616505753,0.1440804097027105,0.14757312498704434
L027,20.0,0.85,295.61549165650683,295.61549165650683,0.8010969680560808,0.7961990121269431,0.1569455380963296,0.16345572506824516
L027,20.0,0.88,295.61549165650683,295.61549165650683,0.8234118384096574,0.8326611049283529,0.1392283412908943,0.1397949057975424
L027,20.0,0.9,424.2640687119287,424.2640687119287,0.873527051175466,0.8646334149845791,0.10873158418558,0.11738393334436689
L027,100.0,0.85,295.61549165650683,295.61549165650683,0.8010969680560808,0.7944572859424908,0.1569455380963296,0.16419871132817418
L027,100.0,0.88,295.61549165650683,295.61549165650683,0.8234118384096574,0.8399812401451147,0.1392283412908943,0.13693005038543882
L027,100.0,0.9,424.2640687119287,424.2640687119287,0.873527051175466,0.8765566530456281,0.10873158418558,0.11302073012176533
L028,20.0,0.85,36.04592501837457,36.04592501837457,0.778642215182105,0.715912559278698,0.18148885079723265,0.2096986510239008
L028,20.0,0.88,51.7327110398887,51.7327110398887,0.7834308710955068,0.7588675892245308,0.17451294301153494,0.1885408969568435
L028,20.0,0.9,51.7327110398887,51.7327110398887,0.7862536969631359,0.7877156776667703,0.1690102210007425,0.17292318533184767
L028,20.0,0.92,51.7327110398887,51.7327110398887,0.7960910290351803,0.8141772686080111,0.15940205259058382,0.15639145622498118
L028,100.0,0.85,36.04592501837457,36.04592501837457,0.778642215182105,0.6995437518464729,0.18148885079723265,0.216046486002698
L028,100.0,0.88,51.7327110398887,51.7327110398887,0.7834308710955068,0.750488092414769,0.17451294301153494,0.19182316807218466
L028,100.0,0.9,51.7327110398887,51.7327110398887,0.7862536969631359,0.7861972838583958,0.1690102210007425,0.1736168304362604
L028,100.0,0.92,51.7327110398887,51.7327110398887,0.7960910290351803,0.8212860408091224,0.15940205259058382,0.15365691198409598
L029,20.0,0.85,51.7327110398887,51.7327110398887,0.7816052584459083,0.6891836524521013,0.18142296715459624,0.2217281394768098
L029,20.0,0.88,200.0,200.0,0.7889568968209456,0.7373590984012504,0.17350316141511687,0.19894459615767285
L029,20.0,0.9,200.0,200.0,0.7918587775130062,0.7708449997521515,0.16796604730561573,0.1818465140120454
L029,20.0,0.92,287.037777576898,287.037777576898,0.8006245060710304,0.8035242701947691,0.1586168797835675,0.16303141313105468
L029,100.0,0.85,51.7327110398887,51.7327110398887,0.7816052584459083,0.6667987735059178,0.18142296715459624,0.2303356745546973
L029,100.0,0.88,200.0,200.0,0.7889568968209456,0.7220749554728937,0.17350316141511687,0.20494348039768873
L029,100.0,0.9,200.0,200.0,0.7918587775130062,0.7632488114729983,0.16796604730561573,0.18493285719344738
L029,100.0,0.92,287.037777576898,287.037777576898,0.8006245060710304,0.8059430696038823,0.1586168797835675,0.16224373425964925
L030,20.0,0.85,411.9534287814237,411.9534287814237,0.7812382289731975,0.7640161975990769,0.17482636462872944,0.18242101081471074
L030,20.0,0.88,411.9534287814237,411.9534287814237,0.8426351228259377,0.8283531882492787,0.1442399527777852,0.15080234550587013
L030,20.0,0.9,411.9534287814237,411.9534287814237,0.8937551850207822,0.8804504964734732,0.11674704654307559,0.12340752004500158
L030,20.0,0.92,591.2309833130138,591.2309833130138,0.9489241286009797,0.9389420129627095,0.08257821225791488,0.08868818080613508
L030,100.0,0.85,411.9534287814237,411.9534287814237,0.7812382289731975,0.7630577089909776,0.17482636462872944,0.18279831699564913
L030,100.0,0.88,411.9534287814237,411.9534287814237,0.8426351228259377,0.8275791088224498,0.1442399527777852,0.15112494470358787
L030,100.0,0.9,411.9534287814237,411.9534287814237,0.8937551850207822,0.8797754674126682,0.11674704654307559,0.12371819072870509
L030,100.0,0.92,591.2309833130138,591.2309833130138,0.9489241286009797,0.9384499000497525,0.08257821225791488,0.08896965652045405
L031,20.0,0.85,36.04592501837457,36.04592501837457,0.6982480411379481,0.6859120307456458,0.21740248805466977,0.2223085602814524
L031,20.0,0.88,36.04592501837457,36.04592501837457,0.7551678506310686,0.7438088786702218,0.19100674402056333,0.19564883758023371
L031,20.0,0.9,36.04592501837457,36.04592501837457,0.8019547558520875,0.7914755618708152,0.16848968668646108,0.17291184077277136
L031,20.0,0.92,36.04592501837457,36.04592501837457,0.8579720943069264,0.8487972676154995,0.14006263265050595,0.144174728780953
L031,100.0,0.85,36.04592501837457,36.04592501837457,0.6982480411379481,0.684849529652296,0.21740248805466977,0.22275672988305179
L031,100.0,0.88,36.04592501837457,36.04592501837457,0.7551678506310686,0.7426543344050257,0.19100674402056333,0.19615620915580304
L031,100.0,0.9,36.04592501837457,36.04592501837457,0.8019547558520875,0.7902366937106631,0.16848968668646108,0.1734805266593009
L031,100.0,0.92,36.04592501837457,36.04592501837457,0.8579720943069264,0.8474671417116729,0.14006263265050595,0.14483192119494834
L032,20.0,0.85,36.04592501837457,36.04592501837457,0.6650939475776623,0.6511830977709298,0.231705938697478,0.23719865360934766
L032,100.0,0.85,36.04592501837457,36.04592501837457,0.6650939475776623,0.6505825514120981,0.231705938697478,0.23743285162910882
L035,20.0,0.85,886.846474969521,886.846474969521,0.7430824053670642,0.728243288917546,0.1890360050579629,0.19578232490357236
L035,100.0,0.85,886.846474969521,886.846474969521,0.7430824053670642,0.727547637715197,0.1890360050579629,0.1960965078837539
L036,20.0,0.85,51.7327110398887,51.7327110398887,0.747344470296844,0.7242899958483282,0.19306623424836136,0.20291879024334356
L036,20.0,0.88,51.7327110398887,51.7327110398887,0.7861500224759869,0.7719760201631511,0.17227074345367377,0.17901347192501338
L036,20.0,0.9,51.7327110398887,51.7327110398887,0.8209836961573225,0.8113493002990694,0.15298170303776018,0.15824275764860576
L036,100.0,0.85,51.7327110398887,51.7327110398887,0.747344470296844,0.7228780218374754,0.19306623424836136,0.20348683453684568
L036,100.0,0.88,51.7327110398887,51.7327110398887,0.7861500224759869,0.7711383862093384,0.17227074345367377,0.17937819245220285
L036,100.0,0.9,51.7327110398887,51.7327110398887,0.8209836961573225,0.8108573027760194,0.15298170303776018,0.15848773195893198
L037,20.0,0.85,36.04592501837457,36.04592501837457,0.7177523886230384,0.6851621510281235,0.20916212609867324,0.22231208322822718
L037,20.0,0.88,36.04592501837457,36.04592501837457,0.7566856837806691,0.7342742834933019,0.189293611488071,0.1988846515488636
L037,20.0,0.9,36.04592501837457,36.04592501837457,0.7891390599674956,0.7734848519843917,0.17201110687956755,0.17927418171853693
L037,100.0,0.85,36.04592501837457,36.04592501837457,0.7177523886230384,0.6833746973142872,0.20916212609867324,0.2229915051080056
L037,100.0,0.88,36.04592501837457,36.04592501837457,0.7566856837806691,0.7331280100803726,0.189293611488071,0.1993274400450611
L037,100.0,0.9,36.04592501837457,36.04592501837457,0.7891390599674956,0.7728069053318042,0.17201110687956755,0.1795427137376748
L038,20.0,0.85,143.51888878844898,143.51888878844898,0.7290358008268564,0.6867957974382903,0.2014265720282592,0.21864925431511134
L038,20.0,0.88,205.97671439071183,205.97671439071183,0.7686086239176593,0.7446305709966402,0.18075720664664394,0.19084949032412968
L038,20.0,0.9,205.97671439071183,205.97671439071183,0.8051393815368932,0.7924258550983855,0.16076026097738458,0.16658133447890333
L038,100.0,0.85,143.51888878844898,143.51888878844898,0.7290358008268564,0.683532362398078,0.2014265720282592,0.22001896048408112
L038,100.0,0.88,205.97671439071183,205.97671439071183,0.7686086239176593,0.7425030913395617,0.18075720664664394,0.19179448661731519
L038,100.0,0.9,205.97671439071183,205.97671439071183,0.8051393815368932,0.7911024353992755,0.16076026097738458,0.1672339382666908
L039,20.0,0.85,424.2640687119287,295.61549165650683,0.8282207156087803,0.8097486953839143,0.14753629681560892,0.15661916947678942
L039,100.0,0.85,424.2640687119287,295.61549165650683,0.8282207156087803,0.8088874315041409,0.14753629681560892,0.15712600803330698
L040,20.0,0.85,36.04592501837457,36.04592501837457,0.7507973566377206,0.7024435475966815,0.19540600592145027,0.21478082061739528
L040,20.0,0.88,51.7327110398887,51.7327110398887,0.7831019582955893,0.7550647647751051,0.1780889438310755,0.18984643369948015
L040,20.0,0.9,51.7327110398887,51.7327110398887,0.8041344428553513,0.7937351485820855,0.16527829773067465,0.1703192360334182
L040,20.0,0.92,51.7327110398887,51.7327110398887,0.8250895428408412,0.8332657292149654,0.15048691608265466,0.14830823706944257
L040,100.0,0.85,36.04592501837457,36.04592501837457,0.7507973566377206,0.6970595044324829,0.19540600592145027,0.2168587822223356
L040,100.0,0.88,51.7327110398887,51.7327110398887,0.7831019582955893,0.7516568413604493,0.1780889438310755,0.191182983854608
L040,100.0,0.9,51.7327110398887,51.7327110398887,0.8041344428553513,0.7922295701750528,0.16527829773067465,0.170937614176961
L040,100.0,0.92,51.7327110398887,51.7327110398887,0.8250895428408412,0.8343399063990243,0.15048691608265466,0.14790655126928856
L041,20.0,0.85,51.7327110398887,51.7327110398887,0.7349369447044476,0.6695542773788897,0.20284813052440043,0.22908143845770076
L041,20.0,0.88,200.0,200.0,0.7708028988884633,0.726534503290453,0.18457458306654076,0.20291862853403006
L041,20.0,0.9,287.037777576898,200.0,0.7950615871150084,0.7703231146949254,0.17073430269828735,0.1817131446533068
L041,20.0,0.92,287.037777576898,287.037777576898,0.818960338507327,0.8176195111183004,0.15492241368669288,0.15682034104645187
L041,100.0,0.85,51.7327110398887,51.7327110398887,0.7349369447044476,0.6619043222440799,0.20284813052440043,0.2320551100212443
L041,100.0,0.88,200.0,200.0,0.7708028988884633,0.7211306577746445,0.18457458306654076,0.2050478971229254
L041,100.0,0.9,287.037777576898,200.0,0.7950615871150084,0.7670285523296277,0.17073430269828735,0.18305500654717996
L041,100.0,0.92,287.037777576898,287.037777576898,0.818960338507327,0.8172850247061018,0.15492241368669288,0.1570392647524428
L042,20.0,0.85,411.9534287814237,411.9534287814237,0.7903301329725866,0.7680413541154275,0.17185945255375837,0.181385319664832
L042,20.0,0.88,411.9534287814237,411.9534287814237,0.8300715001155939,0.8235324206446701,0.14941450659345695,0.1528932982911935
L042,20.0,0.9,591.2309833130138,591.2309833130138,0.8572838702643074,0.8616699656076527,0.1315442169817223,0.1306888514573116
L042,20.0,0.92,591.2309833130138,591.2309833130138,0.8898539734303549,0.8997689492611601,0.10744772203843443,0.10425959426595291
L042,100.0,0.85,411.9534287814237,411.9534287814237,0.7903301329725866,0.7664672282285578,0.17185945255375837,0.18201034108780995
L042,100.0,0.88,411.9534287814237,411.9534287814237,0.8300715001155939,0.8230152495021893,0.14941450659345695,0.1531271959922127
L042,100.0,0.9,591.2309833130138,591.2309833130138,0.8572838702643074,0.8620977603867023,0.1315442169817223,0.13054605817025822
L042,100.0,0.92,591.2309833130138,591.2309833130138,0.8898539734303549,0.9008027891394488,0.10744772203843443,0.10386152058392124
L043,20.0,0.85,36.04592501837457,36.04592501837457,0.7243827359249815,0.6906393216242569,0.20728220057742083,0.22038516992300108
L043,20.0,0.88,36.04592501837457,36.04592501837457,0.7687880186260972,0.7447585388886692,0.18562001075213472,0.19514563208550012
L043,20.0,0.9,36.04592501837457,36.04592501837457,0.8007247962776934,0.7858937045031085,0.16891419472789398,0.1750106501292048
L043,20.0,0.92,36.04592501837457,36.04592501837457,0.8338603043647456,0.8304925134551171,0.14985091052087135,0.15161263927236587
L043,100.0,0.85,36.04592501837457,36.04592501837457,0.7243827359249815,0.6877925681150934,0.20728220057742083,0.22150834245746934
L043,100.0,0.88,36.04592501837457,36.04592501837457,0.7687880186260972,0.742421722770153,0.18562001075213472,0.196100762439679
L043,100.0,0.9,36.04592501837457,36.04592501837457,0.8007247962776934,0.7841053748947351,0.16891419472789398,0.17578336116250243
L043,100.0,0.92,36.04592501837457,36.04592501837457,0.8338603043647456,0.829487382044078,0.14985091052087135,0.1521274255602971
L044,20.0,0.85,36.04592501837457,36.04592501837457,0.7013924325991968,0.653805028563777,0.217995458365285,0.23637668105803364
L044,20.0,0.88,36.04592501837457,36.04592501837457,0.7466782193208644,0.7103311109353608,0.1965312175402909,0.21075251517636662
L044,20.0,0.9,51.7327110398887,51.7327110398887,0.7801811461796295,0.7544062973462538,0.17963050862716956,0.18995596116272875
L044,20.0,0.92,51.7327110398887,51.7327110398887,0.8157055097300692,0.8044027099284234,0.1600571275115303,0.16496331859519833
L044,100.0,0.85,36.04592501837457,36.04592501837457,0.7013924325991968,0.650199987841241,0.217995458365285,0.23775856101787873
L044,100.0,0.88,36.04592501837457,36.04592501837457,0.7466782193208644,0.707242644389292,0.1965312175402909,0.21196260043039697
L044,100.0,0.9,51.7327110398887,51.7327110398887,0.7801811461796295,0.7521714219589457,0.17963050862716956,0.19084352406415975
L044,100.0,0.92,51.7327110398887,51.7327110398887,0.8157055097300692,0.8033460130036113,0.1600571275115303,0.16540905145024956
L045,20.0,0.85,300.0,300.0,0.76240536737833,0.7473490148719104,0.18563824883034918,0.19193551971918535
L045,20.0,0.88,430.55666636534704,430.55666636534704,0.8197344007718111,0.8077750346372365,0.15712878343485612,0.16251548853137437
L045,20.0,0.9,430.55666636534704,430.55666636534704,0.8671914698539598,0.8574342715207792,0.13190344340681154,0.1367544291828005
L045,20.0,0.92,617.9301431721358,617.9301431721358,0.9234268753344704,0.9158734363522211,0.09857292825304936,0.10315093837233656
L045,100.0,0.85,300.0,300.0,0.76240536737833,0.7465281477128094,0.18563824883034918,0.19237861106763823
L045,100.0,0.88,430.55666636534704,430.55666636534704,0.8197344007718111,0.8071009247364758,0.15712878343485612,0.16291841251878278
L045,100.0,0.9,430.55666636534704,430.55666636534704,0.8671914698539598,0.8569133225865169,0.13190344340681154,0.1371106880361203
L045,100.0,0.92,617.9301431721358,617.9301431721358,0.9234268753344704,0.9154263609751134,0.09857292825304936,0.10351972015077389
L046,20.0,0.85,617.9301431721358,617.9301431721358,0.7495838885143341,0.7311141772837688,0.19043500635281282,0.19804318854497607
L046,20.0,0.88,617.9301431721358,617.9301431721358,0.8110310613381972,0.7964208768711594,0.1603543062732452,0.16683307417344076
L046,20.0,0.9,886.846474969521,886.846474969521,0.8641378576416288,0.852449891623231,0.13244115797127304,0.13821103689723233
L046,100.0,0.85,617.9301431721358,617.9301431721358,0.7495838885143341,0.7301097208778903,0.19043500635281282,0.19862566017453154
L046,100.0,0.88,617.9301431721358,617.9301431721358,0.8110310613381972,0.7955881472576002,0.1603543062732452,0.16737018565886982
L046,100.0,0.9,886.846474969521,886.846474969521,0.8641378576416288,0.8516836461922133,0.13244115797127304,0.13875893253027952
L047,20.0,0.85,886.846474969521,886.846474969521,0.7466476938974633,0.724771838939545,0.18879573653439863,0.19770594307501327
L047,20.0,0.88,886.846474969521,886.846474969521,0.8149654827669792,0.7980567415763451,0.1556848281124531,0.16318831932802952
L047,20.0,0.9,1272.7922061357865,1272.7922061357865,0.8790557496654394,0.8661742647086834,0.1215966438105678,0.12826111049489608
L047,100.0,0.85,886.846474969521,886.846474969521,0.7466476938974633,0.7232937598321327,0.18879573653439863,0.19858598724618992
L047,100.0,0.88,886.846474969521,886.846474969521,0.8149654827669792,0.796689085126625,0.1556848281124531,0.16407403540314955
L047,100.0,0.9,1272.7922061357865,1272.7922061357865,0.8790557496654394,0.8648640870547523,0.1215966438105678,0.12921155694691644
L060,20.0,0.85,36.04592501837457,36.04592501837457,0.7395236702696097,0.7289654688686329,0.1972967650506889,0.20158662577101039
L060,100.0,0.85,36.04592501837457,36.04592501837457,0.7395236702696097,0.7283788070268856,0.1972967650506889,0.20182695987731858
L061,20.0,0.85,36.04592501837457,36.04592501837457,0.6948519508546119,0.6830027503072382,0.21875741155468295,0.22350324343566083
L061,20.0,0.88,36.04592501837457,36.04592501837457,0.7513709879981842,0.74021933860608,0.19256043750865426,0.19716023226511104
L061,100.0,0.85,36.04592501837457,36.04592501837457,0.6948519508546119,0.6830968334084695,0.21875741155468295,0.22342954415433194
L061,100.0,0.88,36.04592501837457,36.04592501837457,0.7513709879981842,0.7405263430228706,0.19256043750865426,0.19698508774046136
L062,20.0,0.85,143.51888878844898,143.51888878844898,0.6910672580524609,0.6710847792146484,0.21716390685486683,0.22545089192355486
L062,20.0,0.88,205.97671439071183,143.51888878844898,0.75408764079376,0.7341743085508666,0.18834139641584705,0.19647057574955265
L062,100.0,0.85,143.51888878844898,143.51888878844898,0.6910672580524609,0.6697414334074412,0.21716390685486683,0.2260671182553703
L062,100.0,0.88,205.97671439071183,143.51888878844898,0.75408764079376,0.7329514400347974,0.18834139641584705,0.19704556662327657
L072,20.0,0.85,51.7327110398887,51.7327110398887,0.7796289904158736,0.7517282636109309,0.17842787506109672,0.1925224264218044
L072,20.0,0.88,51.7327110398887,51.7327110398887,0.7830004322410337,0.789524224310525,0.17161861034973075,0.17237555240460672
L072,20.0,0.9,51.7327110398887,51.7327110398887,0.7868107838789162,0.8112823077796322,0.16527538664246827,0.15862702046794508
L072,100.0,0.85,51.7327110398887,51.7327110398887,0.7796289904158736,0.7470394455235231,0.17842787506109672,0.19435208371092366
L072,100.0,0.88,51.7327110398887,51.7327110398887,0.7830004322410337,0.7909213441922234,0.17161861034973075,0.17186209572614533
L072,100.0,0.9,51.7327110398887,51.7327110398887,0.7868107838789162,0.8172834355298487,0.16527538664246827,0.15628261952915196
L073,20.0,0.85,36.04592501837457,36.04592501837457,0.7721644425000151,0.7142399608293433,0.18612498451528017,0.2111609629910541
L073,20.0,0.88,36.04592501837457,36.04592501837457,0.7822069043502627,0.7596597631288516,0.17721172584749126,0.18900659261462807
L073,20.0,0.9,36.04592501837457,36.04592501837457,0.7870317524892169,0.7896345731615998,0.1708265877579625,0.1729290767398244
L073,20.0,0.92,36.04592501837457,36.04592501837457,0.7950828963640149,0.81654720130766,0.1616903909041544,0.15612724158806146
L073,100.0,0.85,36.04592501837457,36.04592501837457,0.7721644425000151,0.7051286889086087,0.18612498451528017,0.21466239058318962
L073,100.0,0.88,36.04592501837457,36.04592501837457,0.7822069043502627,0.7559140051517356,0.17721172584749126,0.19047545252953368
L073,100.0,0.9,36.04592501837457,36.04592501837457,0.7870317524892169,0.7904774139859886,0.1708265877579625,0.17263203719035197
L073,100.0,0.92,36.04592501837457,36.04592501837457,0.7950828963640149,0.8223158390401663,0.1616903909041544,0.1538841439438136
L074,20.0,0.85,143.51888878844898,143.51888878844898,0.7877531273726062,0.7152884115803134,0.17637542553556682,0.2089828132820356
L074,20.0,0.88,205.97671439071183,205.97671439071183,0.7955170070899329,0.7665518824731332,0.1674320417512388,0.18402035311130693
L074,20.0,0.9,205.97671439071183,205.97671439071183,0.8001467503370235,0.7984646393693592,0.16020692811428258,0.1662058919514847
L074,100.0,0.85,143.51888878844898,143.51888878844898,0.7877531273726062,0.7051279230913892,0.17637542553556682,0.21296703352223187
L074,100.0,0.88,205.97671439071183,205.97671439071183,0.7955170070899329,0.7629992077956069,0.1674320417512388,0.18553769192834718
L074,100.0,0.9,205.97671439071183,205.97671439071183,0.8001467503370235,0.800278110309153,0.16020692811428258,0.16564972963526964
L076,20.0,0.85,36.04592501837457,36.04592501837457,0.7080549572101444,0.6957619883464814,0.21222245971757722,0.21719329068335863
L076,20.0,0.88,51.7327110398887,51.7327110398887,0.7663097374692402,0.7552292616829288,0.1849984872440545,0.18960914403922016
L076,100.0,0.85,36.04592501837457,36.04592501837457,0.7080549572101444,0.6952684926520103,0.21222245971757722,0.2173868145435943
L076,100.0,0.88,51.7327110398887,51.7327110398887,0.7663097374692402,0.7547440814861605,0.1849984872440545,0.18980686093849447
L077,20.0,0.85,51.7327110398887,51.7327110398887,0.6758742021356672,0.6615056410690852,0.225871113884889,0.2316917219888875
L077,20.0,0.88,200.0,200.0,0.7362715338377612,0.7228365272471408,0.1982320269533617,0.20379692326883553
L077,20.0,0.9,200.0,200.0,0.7869310801459554,0.7744836251775349,0.17421482150243894,0.1795197758528525
L077,100.0,0.85,51.7327110398887,51.7327110398887,0.6758742021356672,0.6608934860577783,0.225871113884889,0.2319346696085368
L077,100.0,0.88,200.0,200.0,0.7362715338377612,0.7222502328015864,0.1982320269533617,0.2040347041952728
L077,100.0,0.9,200.0,200.0,0.7869310801459554,0.7739789763344656,0.17421482150243894,0.17972718022293338
L078,20.0,0.85,411.9534287814237,411.9534287814237,0.7781534706143076,0.7673218118667384,0.17622224391986752,0.1810058649048824
L078,100.0,0.85,411.9534287814237,411.9534287814237,0.7781534706143076,0.7668838840671904,0.17622224391986752,0.1811932201658378
L079,20.0,0.85,36.04592501837457,36.04592501837457,0.6952421464803843,0.6849297001364034,0.21857513545139853,0.22264548262347753
L079,20.0,0.88,36.04592501837457,36.04592501837457,0.7520352926829281,0.7426535290389861,0.19223151313282727,0.19603358232431192
L079,100.0,0.85,36.04592501837457,36.04592501837457,0.6952421464803843,0.6852329702572842,0.21857513545139853,0.22247884455009673
L079,100.0,0.88,36.04592501837457,36.04592501837457,0.7520352926829281,0.7432163896025765,0.19223151313282727,0.19574080699514104
L080,20.0,0.85,36.04592501837457,36.04592501837457,0.6669034626477652,0.646150588097926,0.23116337140074084,0.23952674844653501
L080,20.0,0.88,36.04592501837457,36.04592501837457,0.7191202831263537,0.7017314150071439,0.20719068231761237,0.21429207887435647
L080,20.0,0.9,51.7327110398887,51.7327110398887,0.7605372358089943,0.7471234718749298,0.18750675075925669,0.19299253452181983
L080,20.0,0.92,51.7327110398887,51.7327110398887,0.8138439779922712,0.8026027627023599,0.16104087497841504,0.16587636838489658
L080,100.0,0.85,36.04592501837457,36.04592501837457,0.6669034626477652,0.6453132210469411,0.23116337140074084,0.23985525552797501
L080,100.0,0.88,36.04592501837457,36.04592501837457,0.7191202831263537,0.7009444413366631,0.20719068231761237,0.21461110910587788
L080,100.0,0.9,51.7327110398887,51.7327110398887,0.7605372358089943,0.746439459394201,0.18750675075925669,0.19327654004543435
L080,100.0,0.92,51.7327110398887,51.7327110398887,0.8138439779922712,0.8020657676401229,0.16104087497841504,0.1661016598398657
L081,20.0,0.85,300.0,300.0,0.7562427717398688,0.7319092163579866,0.18780433310971523,0.19847276137743217
L081,20.0,0.88,430.55666636534704,430.55666636534704,0.7965654138880535,0.7807196991413832,0.16638911916011603,0.17401562219773545
L081,20.0,0.9,430.55666636534704,430.55666636534704,0.8345254079954744,0.8218543058300335,0.14558778356727725,0.15238686516928726
