material_id,topology_id,family,q_TJ,first_step_failures,n_success,lower_bracketed,upper_bracketed,T_first_success,T_last_success,window_width_C,outcome,rejection_reason
E0142,D0021,mixed_q1,1,0,0,False,False,nan,nan,nan,rejected,no_success
E0142,D0022,persistent_junction_only,0,0,24,True,False,1100,1450,350,rejected,missing_upper_boundary
E0021,D0023,structural_q0,0,0,0,False,False,nan,nan,nan,rejected,prep_growth_exceeded
E0142,D0023,structural_q0,0,0,0,False,False,nan,nan,nan,rejected,no_success
E0021,D0024,structural_q1,1,0,0,False,False,nan,nan,nan,rejected,prep_growth_exceeded
E0142,D0024,structural_q1,1,0,0,False,False,nan,nan,nan,rejected,no_success
E0021,D0025,persistent_q0,0,0,0,False,False,nan,nan,nan,rejected,prep_growth_exceeded
E0142,D0025,persistent_q0,0,0,0,False,False,nan,nan,nan,rejected,no_success
E0021,D0026,persistent_q1,1,0,0,False,False,nan,nan,nan,rejected,prep_growth_exceeded
E0021,D0027,pore_pinned_q0,0,0,0,False,False,nan,nan,nan,rejected,prep_growth_exceeded
E0142,D0027,pore_pinned_q0,0,0,0,False,False,nan,nan,nan,rejected,no_success
E0142,D0028,pore_pinned_q1,1,0,10,True,False,1100,1450,350,rejected,missing_upper_boundary
E0021,D0029,pore_relaxed_q0,0,0,0,False,False,nan,nan,nan,rejected,prep_growth_exceeded
E0142,D0029,pore_relaxed_q0,0,0,0,False,False,nan,nan,nan,rejected,no_success
E0021,D0030,pore_relaxed_q1,1,0,0,False,False,nan,nan,nan,rejected,prep_growth_exceeded
E0142,D0030,pore_relaxed_q1,1,0,0,False,False,nan,nan,nan,rejected,no_success
E0021,D0031,mixed_q0,0,0,0,False,False,nan,nan,nan,rejected,no_success
E0142,D0031,mixed_q0,0,0,8,True,False,1100,1450,350,rejected,missing_upper_boundary
E0021,D0032,mixed_q1,1,0,0,False,False,nan,nan,nan,rejected,no_success
E0021,D0033,persistent_junction_only,0,0,0,False,False,nan,nan,nan,rejected,prep_growth_exceeded
E0021,D0034,structural_q0,0,0,0,False,False,nan,nan,nan,rejected,prep_growth_exceeded
E0142,D0034,structural_q0,0,0,0,False,False,nan,nan,nan,rejected,no_success
E0021,D0035,structural_q1,1,0,0,False,False,nan,nan,nan,rejected,prep_growth_exceeded
E0142,D0035,structural_q1,1,0,0,False,False,nan,nan,nan,rejected,no_success
E0142,D0036,persistent_q0,0,0,24,True,False,1100,1450,350,rejected,missing_upper_boundary
E0021,D0037,persistent_q1,1,0,0,False,False,nan,nan,nan,rejected,prep_growth_exceeded
E0021,D0038,pore_pinned_q0,0,0,0,False,False,nan,nan,nan,rejected,prep_growth_exceeded
E0142,D0038,pore_pinned_q0,0,0,0,False,False,nan,nan,nan,rejected,no_success
E0021,D0039,pore_pinned_q1,1,0,0,False,False,nan,nan,nan,rejected,no_success
E0021,D0040,pore_relaxed_q0,0,0,0,False,False,nan,nan,nan,rejected,prep_growth_exceeded
E0142,D0040,pore_relaxed_q0,0,0,0,False,False,nan,nan,nan,rejected,no_success
E0021,D0041,pore_relaxed_q1,1,0,0,False,False,nan,nan,nan,rejected,prep_growth_exceeded
E0142,D0041,pore_relaxed_q1,1,0,0,False,False,nan,nan,nan,rejected,no_success
E0021,D0042,mixed_q0,0,0,0,False,False,nan,nan,nan,rejected,prep_growth_exceeded
E0142,D0042,mixed_q0,0,0,0,False,False,nan,nan,nan,rejected,no_success
E0021,D0043,mixed_q1,1,0,0,False,False,nan,nan,nan,rejected,prep_growth_exceeded
E0021,D0044,persistent_junction_only,0,0,0,False,False,nan,nan,nan,rejected,prep_growth_exceeded
E0021,D0045,structural_q0,0,0,0,False,False,nan,nan,nan,rejected,prep_growth_exceeded
E0142,D0045,structural_q0,0,0,0,False,False,nan,nan,nan,rejected,no_success
E0021,D0046,structural_q1,1,0,0,False,False,nan,nan,nan,rejected,prep_growth_exceeded
E0142,D0046,structural_q1,1,0,0,False,False,nan,nan,nan,rejected,no_success
E0142,D0047,persistent_q0,0,0,24,True,False,1100,1450,350,rejected,missing_upper_boundary
E0142,D0048,persistent_q1,1,0,24,True,False,1100,1450,350,rejected,missing_upper_boundary
E0021,D0049,pore_pinned_q0,0,0,0,False,False,nan,nan,nan,rejected,prep_growth_exceeded
E0021,D0050,pore_pinned_q1,1,0,0,False,False,nan,nan,nan,rejected,prep_growth_exceeded
E0142,D0050,pore_pinned_q1,1,0,0,False,False,nan,nan,nan,rejected,no_success
E0021,D0051,pore_relaxed_q0,0,0,0,False,False,nan,nan,nan,rejected,prep_growth_exceeded
E0142,D0051,pore_relaxed_q0,0,0,0,False,False,nan,nan,nan,rejected,no_success
E0021,D0052,pore_relaxed_q1,1,0,0,False,False,nan,nan,nan,rejected,prep_growth_exceeded
E0142,D0052,pore_relaxed_q1,1,0,0,False,False,nan,nan,nan,rejected,no_success
E0142,D0053,mixed_q0,0,0,10,True,False,1100,1450,350,rejected,missing_upper_boundary
E0021,D0054,mixed_q1,1,0,0,False,False,nan,nan,nan,rejected,no_success
E0142,D0055,persistent_junction_only,0,0,24,True,False,1100,1450,350,rejected,missing_upper_boundary
E0021,D0056,structural_q0,0,0,0,False,False,nan,nan,nan,rejected,prep_growth_exceeded
E0142,D0056,structural_q0,0,0,0,False,False,nan,nan,nan,rejected,no_success
E0021,D0057,structural_q1,1,0,0,False,False,nan,nan,nan,rejected,prep_growth_exceeded
E0142,D0057,structural_q1,1,0,0,False,False,nan,nan,nan,rejected,no_success
E0021,D0058,persistent_q0,0,0,0,False,False,nan,nan,nan,rejected,prep_growth_exceeded
E0021,D0059,persistent_q1,1,0,0,False,False,nan,nan,nan,rejected,prep_growth_exceeded
E0142,D0059,persistent_q1,1,0,0,False,False,nan,nan,nan,rejected,no_success
E0021,D0060,pore_pinned_q0,0,0,0,False,False,nan,nan,nan,rejected,no_success
E0021,D0061,pore_pinned_q1,1,0,0,False,False,nan,nan,nan,rejected,prep_growth_exceeded
E0142,D0061,pore_pinned_q1,1,0,0,False,False,nan,nan,nan,rejected,no_success
E0021,D0062,pore_relaxed_q0,0,0,0,False,False,nan,nan,nan,rejected,prep_growth_exceeded
E0142,D0062,pore_relaxed_q0,0,0,0,False,False,nan,nan,nan,rejected,no_success
E0021,D0063,pore_relaxed_q1,1,0,0,False,False,nan,nan,nan,rejected,prep_growth_exceeded
E0142,D0063,pore_relaxed_q1,1,0,0,False,False,nan,nan,nan,rejected,no_success
E0021,D0064,mixed_q0,0,0,0,False,False,nan,nan,nan,rejected,no_success
E0021,D0065,mixed_q1,1,0,0,False,False,nan,nan,nan,rejected,no_success
E0021,D0066,persistent_junction_only,0,0,0,False,False,nan,nan,nan,rejected,prep_growth_exceeded
E0021,D0067,structural_q0,0,0,0,False,False,nan,nan,nan,rejected,prep_growth_exceeded
E0142,D0067,structural_q0,0,0,0,False,False,nan,nan,nan,rejected,no_success
E0021,D0068,structural_q1,1,0,0,False,False,nan,nan,nan,rejected,prep_growth_exceeded
E0142,D0068,structural_q1,1,0,0,False,False,nan,nan,nan,rejected,no_success
E0021,D0069,persistent_q0,0,0,0,False,False,nan,nan,nan,rejected,prep_growth_exceeded
E0142,D0070,persistent_q1,1,0,24,True,False,1100,1450,350,rejected,missing_upper_boundary
E0021,D0071,pore_pinned_q0,0,0,0,False,False,nan,nan,nan,rejected,prep_growth_exceeded
E0142,D0071,pore_pinned_q0,0,0,0,False,False,nan,nan,nan,rejected,no_success
E0021,D0072,pore_pinned_q1,1,0,0,False,False,nan,nan,nan,rejected,prep_growth_exceeded
E0142,D0072,pore_pinned_q1,1,0,0,False,False,nan,nan,nan,rejected,no_success
E0021,D0073,pore_relaxed_q0,0,0,0,False,False,nan,nan,nan,rejected,prep_growth_exceeded
E0142,D0073,pore_relaxed_q0,0,0,0,False,False,nan,nan,nan,rejected,no_success
E0021,D0074,pore_relaxed_q1,1,0,0,False,False,nan,nan,nan,rejected,prep_growth_exceeded
E0142,D0074,pore_relaxed_q1,1,0,0,False,False,nan,nan,nan,rejected,no_success
E0021,D0075,mixed_q0,0,0,0,False,False,nan,nan,nan,rejected,prep_growth_exceeded
E0142,D0075,mixed_q0,0,0,0,False,False,nan,nan,nan,rejected,no_success
E0021,D0076,mixed_q1,1,0,0,False,False,nan,nan,nan,rejected,no_success
E0021,D0077,persistent_junction_only,0,0,0,False,False,nan,nan,nan,rejected,prep_growth_exceeded
E0142,D0077,persistent_junction_only,0,0,14,True,False,1100,1450,350,rejected,missing_upper_boundary
E0021,D0078,structural_q0,0,0,0,False,False,nan,nan,nan,rejected,prep_growth_exceeded
E0142,D0078,structural_q0,0,0,0,False,False,nan,nan,nan,rejected,no_success
E0021,D0079,structural_q1,1,0,0,False,False,nan,nan,nan,rejected,prep_growth_exceeded
E0142,D0079,structural_q1,1,0,0,False,False,nan,nan,nan,rejected,no_success
E0021,D0080,persistent_q0,0,0,0,False,False,nan,nan,nan,rejected,prep_growth_exceeded
E0142,D0080,persistent_q0,0,0,0,False,False,nan,nan,nan,rejected,no_success
E0021,D0081,persistent_q1,1,0,0,False,False,nan,nan,nan,rejected,prep_growth_exceeded
E0021,D0082,pore_pinned_q0,0,0,0,False,False,nan,nan,nan,rejected,no_success
E0021,D0083,pore_pinned_q1,1,0,0,False,False,nan,nan,nan,rejected,prep_growth_exceeded
E0142,D0083,pore_pinned_q1,1,0,0,False,False,nan,nan,nan,rejected,no_success
E0021,D0084,pore_relaxed_q0,0,0,0,False,False,nan,nan,nan,rejected,prep_growth_exceeded
E0142,D0084,pore_relaxed_q0,0,0,0,False,False,nan,nan,nan,rejected,no_success
E0021,D0085,pore_relaxed_q1,1,0,0,False,False,nan,nan,nan,rejected,prep_growth_exceeded
E0142,D0085,pore_relaxed_q1,1,0,0,False,False,nan,nan,nan,rejected,no_success
E0021,D0086,mixed_q0,0,0,0,False,False,nan,nan,nan,rejected,prep_growth_exceeded
E0142,D0086,mixed_q0,0,0,0,False,False,nan,nan,nan,rejected,no_success
E0021,D0087,mixed_q1,1,0,0,False,False,nan,nan,nan,rejected,no_success
E0021,D0088,persistent_junction_only,0,0,0,False,False,nan,nan,nan,rejected,prep_growth_exceeded
E0142,D0088,persistent_junction_only,0,0,0,False,False,nan,nan,nan,rejected,no_success
E0021,D0089,structural_q0,0,0,0,False,False,nan,nan,nan,rejected,prep_growth_exceeded
E0142,D0089,structural_q0,0,0,0,False,False,nan,nan,nan,rejected,no_success
E0021,D0090,structural_q1,1,0,0,False,False,nan,nan,nan,rejected,prep_growth_exceeded
E0142,D0090,structural_q1,1,0,0,False,False,nan,nan,nan,rejected,no_success
E0021,D0091,persistent_q0,0,0,0,False,False,nan,nan,nan,rejected,prep_growth_exceeded
E0021,D0092,persistent_q1,1,0,0,False,False,nan,nan,nan,rejected,prep_growth_exceeded
E0142,D0092,persistent_q1,1,0,0,False,False,nan,nan,nan,rejected,no_success
E0021,D0093,pore_pinned_q0,0,0,0,False,False,nan,nan,nan,rejected,prep_growth_exceeded
E0021,D0094,pore_pinned_q1,1,0,0,False,False,nan,nan,nan,rejected,prep_growth_exceeded
E0142,D0094,pore_pinned_q1,1,0,0,False,False,nan,nan,nan,rejected,no_success
E0021,D0095,pore_relaxed_q0,0,0,0,False,False,nan,nan,nan,rejected,prep_growth_exceeded
E0142,D0095,pore_relaxed_q0,0,0,0,False,False,nan,nan,nan,rejected,no_success
E0021,D0096,pore_relaxed_q1,1,0,0,False,False,nan,nan,nan,rejected,prep_growth_exceeded
E0142,D0096,pore_relaxed_q1,1,0,0,False,False,nan,nan,nan,rejected,no_success
E0021,D0097,mixed_q0,0,0,0,False,False,nan,nan,nan,rejected,prep_growth_exceeded
E0142,D0097,mixed_q0,0,0,0,False,False,nan,nan,nan,rejected,no_success
E0021,D0098,mixed_q1,1,0,0,False,False,nan,nan,nan,rejected,no_success
E0021,D0099,persistent_junction_only,0,0,0,False,False,nan,nan,nan,rejected,prep_growth_exceeded
E0021,D0100,structural_q0,0,0,0,False,False,nan,nan,nan,rejected,prep_growth_exceeded
E0142,D0100,structural_q0,0,0,0,False,False,nan,nan,nan,rejected,no_success
E0021,D0101,structural_q1,1,0,0,False,False,nan,nan,nan,rejected,prep_growth_exceeded
E0142,D0101,structural_q1,1,0,0,False,False,nan,nan,nan,rejected,no_success
E0021,D0102,persistent_q0,0,0,0,False,False,nan,nan,nan,rejected,no_success
E0142,D0102,persistent_q0,0,0,14,True,False,1100,1450,350,rejected,missing_upper_boundary
E0142,D0103,persistent_q1,1,0,14,True,False,1100,1450,350,rejected,missing_upper_boundary
E0021,D0104,pore_pinned_q0,0,0,0,False,False,nan,nan,nan,rejected,no_success
E0021,D0105,pore_pinned_q1,1,0,0,False,False,nan,nan,nan,rejected,prep_growth_exceeded
E0142,D0105,pore_pinned_q1,1,0,0,False,False,nan,nan,nan,rejected,no_success
E0021,D0106,pore_relaxed_q0,0,0,0,False,False,nan,nan,nan,rejected,prep_growth_exceeded
E0142,D0106,pore_relaxed_q0,0,0,0,False,False,nan,nan,nan,rejected,no_success
E0021,D0107,pore_relaxed_q1,1,0,0,False,False,nan,nan,nan,rejected,prep_growth_exceeded
E0142,D0107,pore_relaxed_q1,1,0,0,False,False,nan,nan,nan,rejected,no_success
E0021,D0108,mixed_q0,0,0,0,False,False,nan,nan,nan,rejected,prep_growth_exceeded
E0142,D0108,mixed_q0,0,0,0,False,False,nan,nan,nan,rejected,no_success
E0021,D0109,mixed_q1,1,0,0,False,False,nan,nan,nan,rejected,prep_growth_exceeded
E0142,D0109,mixed_q1,1,0,0,False,False,nan,nan,nan,rejected,no_success
E0021,D0110,persistent_junction_only,0,0,0,False,False,nan,nan,nan,rejected,no_success
E0142,D0110,persistent_junction_only,0,0,21,True,False,1100,1450,350,rejected,missing_upper_boundary
E0021,D0111,structural_q0,0,0,0,False,False,nan,nan,nan,rejected,prep_growth_exceeded
E0142,D0111,structural_q0,0,0,0,False,False,nan,nan,nan,rejected,no_success
E0021,D0112,structural_q1,1,0,0,False,False,nan,nan,nan,rejected,prep_growth_exceeded
E0142,D0112,structural_q1,1,0,0,False,False,nan,nan,nan,rejected,no_success
E0021,D0113,persistent_q0,0,0,0,False,False,nan,nan,nan,rejected,prep_growth_exceeded
E0142,D0113,persistent_q0,0,0,0,False,False,nan,nan,nan,rejected,no_success
E0142,D0114,persistent_q1,1,0,24,True,False,1100,1450,350,rejected,missing_upper_boundary
E0021,D0115,pore_pinned_q0,0,0,0,False,False,nan,nan,nan,rejected,no_success
E0021,D0116,pore_pinned_q1,1,0,0,False,False,nan,nan,nan,rejected,prep_growth_exceeded
E0021,D0117,pore_relaxed_q0,0,0,0,False,False,nan,nan,nan,rejected,prep_growth_exceeded
E0142,D0117,pore_relaxed_q0,0,0,0,False,False,nan,nan,nan,rejected,no_success
E0021,D0118,pore_relaxed_q1,1,0,0,False,False,nan,nan,nan,rejected,prep_growth_exceeded
E0142,D0118,pore_relaxed_q1,1,0,0,False,False,nan,nan,nan,rejected,no_success
E0021,D0119,mixed_q0,0,0,0,False,False,nan,nan,nan,rejected,prep_growth_exceeded
E0142,D0119,mixed_q0,0,0,0,False,False,nan,nan,nan,rejected,no_success
E0142,D0120,mixed_q1,1,0,12,True,False,1100,1450,350,rejected,missing_upper_boundary
E0021,D0121,persistent_junction_only,0,0,0,False,False,nan,nan,nan,rejected,prep_growth_exceeded
E0142,D0121,persistent_junction_only,0,0,0,False,False,nan,nan,nan,rejected,no_success
E0021,D0122,structural_q0,0,0,0,False,False,nan,nan,nan,rejected,prep_growth_exceeded
E0142,D0122,structural_q0,0,0,0,False,False,nan,nan,nan,rejected,no_success
E0021,D0123,structural_q1,1,0,0,False,False,nan,nan,nan,rejected,prep_growth_exceeded
E0142,D0123,structural_q1,1,0,0,False,False,nan,nan,nan,rejected,no_success
E0021,D0124,persistent_q0,0,0,0,False,False,nan,nan,nan,rejected,prep_growth_exceeded
E0021,D0125,persistent_q1,1,0,0,False,False,nan,nan,nan,rejected,prep_growth_exceeded
E0142,D0125,persistent_q1,1,0,0,False,False,nan,nan,nan,rejected,no_success
E0021,D0126,pore_pinned_q0,0,0,0,False,False,nan,nan,nan,rejected,no_success
E0021,D0127,pore_pinned_q1,1,0,0,False,False,nan,nan,nan,rejected,prep_growth_exceeded
E0142,D0127,pore_pinned_q1,1,0,0,False,False,nan,nan,nan,rejected,no_success
