material_id,rho0,G0_nm,peak_T_C,hold_time_h,fast_rate_C_min,reference_rate_C_min,both_paths_attained,max_ratio,span_ratio_ge_1p2,span_ratio_ge_1p5,span_ratio_ge_2p0,density_interval_start,density_interval_end,trajectory_class,rejection_reason
E0142,0.6,225,1550,20,20,1,True,1.2495818197014543,0.09900000000000009,0.0,0.0,nan,nan,rejected,ratio_or_span_below_threshold
E0142,0.6,225,1550,20,50,1,True,1.4435947550185098,0.17000000000000015,0.0,0.0,nan,nan,rejected,ratio_or_span_below_threshold
E0142,0.6,225,1550,20,100,1,True,1.4537385118314792,0.17000000000000015,0.0,0.0,nan,nan,rejected,ratio_or_span_below_threshold
E0142,0.6,300,1550,20,20,1,True,1.1976313969236756,0.0,0.0,0.0,nan,nan,rejected,ratio_or_span_below_threshold
E0142,0.6,300,1550,20,50,1,True,1.333775403892818,0.16100000000000014,0.0,0.0,nan,nan,rejected,ratio_or_span_below_threshold
E0142,0.6,300,1550,20,100,1,True,1.3404332052189811,0.16700000000000015,0.0,0.0,nan,nan,rejected,ratio_or_span_below_threshold
E0142,0.65,50,1550,20,20,1,True,1.3718570703639166,0.17000000000000015,0.0,0.0,nan,nan,rejected,ratio_or_span_below_threshold
E0142,0.65,50,1550,20,50,1,True,1.6215832024954497,0.17000000000000015,0.17000000000000015,0.0,0.75,0.9200000000000002,meaningful,
E0142,0.65,50,1550,20,100,1,True,2.007337734883662,0.17000000000000015,0.17000000000000015,0.014000000000000012,0.75,0.9200000000000002,meaningful,
E0142,0.65,75,1550,20,20,1,True,1.3630645319833317,0.17000000000000015,0.0,0.0,nan,nan,rejected,ratio_or_span_below_threshold
E0142,0.65,75,1550,20,50,1,True,1.7961615996597604,0.17000000000000015,0.17000000000000015,0.0,0.75,0.9200000000000002,meaningful,
E0142,0.65,75,1550,20,100,1,True,1.8408001419579985,0.17000000000000015,0.17000000000000015,0.0,0.75,0.9200000000000002,meaningful,
E0142,0.65,100,1550,20,20,1,True,1.3454413147071163,0.17000000000000015,0.0,0.0,nan,nan,rejected,ratio_or_span_below_threshold
E0142,0.65,100,1550,20,50,1,True,1.7042434912233917,0.17000000000000015,0.17000000000000015,0.0,0.75,0.9200000000000002,meaningful,
E0142,0.65,100,1550,20,100,1,True,1.7355695046454598,0.17000000000000015,0.17000000000000015,0.0,0.75,0.9200000000000002,meaningful,
E0142,0.65,150,1550,20,20,1,True,1.3051326011209936,0.17000000000000015,0.0,0.0,nan,nan,rejected,ratio_or_span_below_threshold
E0142,0.65,150,1550,20,50,1,True,1.5842659720741197,0.17000000000000015,0.1180000000000001,0.0,0.802,0.9200000000000002,meaningful,
E0142,0.65,150,1550,20,100,1,True,1.6011145859762042,0.17000000000000015,0.13400000000000012,0.0,0.786,0.9200000000000002,meaningful,
E0142,0.65,225,1550,20,20,1,True,1.2436997402462093,0.07700000000000007,0.0,0.0,nan,nan,rejected,ratio_or_span_below_threshold
E0142,0.65,225,1550,20,50,1,True,1.4354001245274035,0.17000000000000015,0.0,0.0,nan,nan,rejected,ratio_or_span_below_threshold
E0142,0.65,225,1550,20,100,1,True,1.445914185117023,0.17000000000000015,0.0,0.0,nan,nan,rejected,ratio_or_span_below_threshold
E0142,0.65,300,1550,20,20,1,True,1.1911419206607026,0.0,0.0,0.0,nan,nan,rejected,ratio_or_span_below_threshold
E0142,0.65,300,1550,20,50,1,True,1.3241098217731138,0.13100000000000012,0.0,0.0,nan,nan,rejected,ratio_or_span_below_threshold
E0142,0.65,300,1550,20,100,1,True,1.330921182665186,0.13600000000000012,0.0,0.0,nan,nan,rejected,ratio_or_span_below_threshold
E0142,0.7,50,1550,20,20,1,True,1.3714404544865733,0.17000000000000015,0.0,0.0,nan,nan,rejected,ratio_or_span_below_threshold
E0142,0.7,50,1550,20,50,1,True,1.6290185855222306,0.17000000000000015,0.17000000000000015,0.0,0.75,0.9200000000000002,meaningful,
E0142,0.7,50,1550,20,100,1,True,2.0104755208502585,0.17000000000000015,0.17000000000000015,0.04200000000000004,0.75,0.9200000000000002,meaningful,
E0142,0.7,75,1550,20,20,1,True,1.3618350808481803,0.17000000000000015,0.0,0.0,nan,nan,rejected,ratio_or_span_below_threshold
E0142,0.7,75,1550,20,50,1,True,1.79621782304578,0.17000000000000015,0.17000000000000015,0.0,0.75,0.9200000000000002,meaningful,
E0142,0.7,75,1550,20,100,1,True,1.8408757558226896,0.17000000000000015,0.17000000000000015,0.0,0.75,0.9200000000000002,meaningful,
E0142,0.7,100,1550,20,20,1,True,1.3428371275929358,0.17000000000000015,0.0,0.0,nan,nan,rejected,ratio_or_span_below_threshold
E0142,0.7,100,1550,20,50,1,True,1.7042497508803665,0.17000000000000015,0.17000000000000015,0.0,0.75,0.9200000000000002,meaningful,
E0142,0.7,100,1550,20,100,1,True,1.735594253978186,0.17000000000000015,0.17000000000000015,0.0,0.75,0.9200000000000002,meaningful,
E0142,0.7,150,1550,20,20,1,True,1.2998900652133794,0.14700000000000013,0.0,0.0,nan,nan,rejected,ratio_or_span_below_threshold
E0142,0.7,150,1550,20,50,1,True,1.5794376639740488,0.17000000000000015,0.08900000000000008,0.0,0.8310000000000001,0.9200000000000002,meaningful,
E0142,0.7,150,1550,20,100,1,True,1.5974675491598094,0.17000000000000015,0.10300000000000009,0.0,0.8170000000000001,0.9200000000000002,meaningful,
E0142,0.7,225,1550,20,20,1,True,1.236077954479025,0.05400000000000005,0.0,0.0,nan,nan,rejected,ratio_or_span_below_threshold
E0142,0.7,225,1550,20,50,1,True,1.4240410725980164,0.15900000000000014,0.0,0.0,nan,nan,rejected,ratio_or_span_below_threshold
E0142,0.7,225,1550,20,100,1,True,1.4350066543549167,0.16100000000000014,0.0,0.0,nan,nan,rejected,ratio_or_span_below_threshold
E0142,0.7,300,1550,20,20,1,True,1.1829101044985788,0.0,0.0,0.0,nan,nan,rejected,ratio_or_span_below_threshold
E0142,0.7,300,1550,20,50,1,True,1.3114204801389766,0.10000000000000009,0.0,0.0,nan,nan,rejected,ratio_or_span_below_threshold
E0142,0.7,300,1550,20,100,1,True,1.3184119095109192,0.1050000000000001,0.0,0.0,nan,nan,rejected,ratio_or_span_below_threshold
E0142,0.75,50,1550,20,20,1,True,1.370794877869823,0.16500000000000015,0.0,0.0,nan,nan,rejected,ratio_or_span_below_threshold
E0142,0.75,50,1550,20,50,1,True,1.6290385325389194,0.16800000000000015,0.16000000000000014,0.0,0.76,0.9200000000000002,meaningful,
E0142,0.75,50,1550,20,100,1,True,2.010600625509272,0.16800000000000015,0.16400000000000015,0.03500000000000003,0.756,0.9200000000000002,meaningful,
E0142,0.75,75,1550,20,20,1,True,1.359987178234933,0.16000000000000014,0.0,0.0,nan,nan,rejected,ratio_or_span_below_threshold
E0142,0.75,75,1550,20,50,1,True,1.7962954177831132,0.16600000000000015,0.15300000000000014,0.0,0.767,0.9200000000000002,meaningful,
E0142,0.75,75,1550,20,100,1,True,1.8409783662881638,0.16600000000000015,0.15400000000000014,0.0,0.766,0.9200000000000002,meaningful,
E0142,0.75,100,1550,20,20,1,True,1.3390278126027484,0.14800000000000013,0.0,0.0,nan,nan,rejected,ratio_or_span_below_threshold
E0142,0.75,100,1550,20,50,1,True,1.7042750432379195,0.16300000000000014,0.13400000000000012,0.0,0.786,0.9200000000000002,meaningful,
E0142,0.75,100,1550,20,100,1,True,1.7356465004433537,0.16300000000000014,0.13700000000000012,0.0,0.783,0.9200000000000002,meaningful,
E0142,0.75,150,1550,20,20,1,True,1.2924196316601928,0.1090000000000001,0.0,0.0,nan,nan,rejected,ratio_or_span_below_threshold
E0142,0.75,150,1550,20,50,1,True,1.570442643715812,0.15100000000000013,0.061000000000000054,0.0,0.8590000000000001,0.9200000000000002,meaningful,
E0142,0.75,150,1550,20,100,1,True,1.5900655638544778,0.15200000000000014,0.07200000000000006,0.0,0.8480000000000001,0.9200000000000002,meaningful,
E0142,0.75,225,1550,20,20,1,True,1.225605064206445,0.03200000000000003,0.0,0.0,nan,nan,rejected,ratio_or_span_below_threshold
E0142,0.75,225,1550,20,50,1,True,1.4072798744006996,0.1190000000000001,0.0,0.0,nan,nan,rejected,ratio_or_span_below_threshold
E0142,0.75,225,1550,20,100,1,True,1.4188126774937306,0.12100000000000011,0.0,0.0,nan,nan,rejected,ratio_or_span_below_threshold
E0142,0.75,300,1550,20,20,1,True,1.1719255230083103,0.0,0.0,0.0,nan,nan,rejected,ratio_or_span_below_threshold
E0142,0.75,300,1550,20,50,1,True,1.2938474977711991,0.07000000000000006,0.0,0.0,nan,nan,rejected,ratio_or_span_below_threshold
E0142,0.75,300,1550,20,100,1,True,1.3010539470268123,0.07400000000000007,0.0,0.0,nan,nan,rejected,ratio_or_span_below_threshold
E0142,0.8,50,1550,20,20,1,False,nan,0,0,0,nan,nan,rejected,unattained_interval
E0142,0.8,50,1550,20,50,1,False,nan,0,0,0,nan,nan,rejected,unattained_interval
E0142,0.8,50,1550,20,100,1,False,nan,0,0,0,nan,nan,rejected,unattained_interval
E0142,0.8,75,1550,20,20,1,False,nan,0,0,0,nan,nan,rejected,unattained_interval
E0142,0.8,75,1550,20,50,1,False,nan,0,0,0,nan,nan,rejected,unattained_interval
E0142,0.8,75,1550,20,100,1,False,nan,0,0,0,nan,nan,rejected,unattained_interval
E0142,0.8,100,1550,20,20,1,False,nan,0,0,0,nan,nan,rejected,unattained_interval
E0142,0.8,100,1550,20,50,1,False,nan,0,0,0,nan,nan,rejected,unattained_interval
E0142,0.8,100,1550,20,100,1,False,nan,0,0,0,nan,nan,rejected,unattained_interval
E0142,0.8,150,1550,20,20,1,False,nan,0,0,0,nan,nan,rejected,unattained_interval
E0142,0.8,150,1550,20,50,1,False,nan,0,0,0,nan,nan,rejected,unattained_interval
E0142,0.8,150,1550,20,100,1,False,nan,0,0,0,nan,nan,rejected,unattained_interval
E0142,0.8,225,1550,20,20,1,False,nan,0,0,0,nan,nan,rejected,unattained_interval
E0142,0.8,225,1550,20,50,1,False,nan,0,0,0,nan,nan,rejected,unattained_interval
E0142,0.8,225,1550,20,100,1,False,nan,0,0,0,nan,nan,rejected,unattained_interval
E0142,0.8,300,1550,20,20,1,False,nan,0,0,0,nan,nan,rejected,unattained_interval
E0142,0.8,300,1550,20,50,1,False,nan,0,0,0,nan,nan,rejected,unattained_interval
E0142,0.8,300,1550,20,100,1,False,nan,0,0,0,nan,nan,rejected,unattained_interval
