model_style,G0_nm,rho0,heating_rate_C_min,t_h,T_C,rho,G_nm,rho_dot,dGdt_nm_s,connected_coverage,activity,E_G
connectivity,450.0,0.7,0.2,70.2,867.4000000000001,0.7000000001273934,450.00000000042274,3.3606686812925794e-14,1.135321689282237e-13,0.905027886392549,0.07310587631919156,133.20461688168479
connectivity,450.0,0.7,0.2,70.7,873.4000000000001,0.7000000002022062,450.0000000006765,5.2844902752908967e-14,1.8010705408518296e-13,0.9041235522416419,0.07881523697131279,132.03373049229768
connectivity,450.0,0.7,0.2,71.2,879.4000000000001,0.7000000003196063,450.0000000010784,8.275029959125496e-14,2.845947024940612e-13,0.9032011970103949,0.08486133802256458,130.84444119943157
connectivity,450.0,0.7,0.2,71.7,885.4000000000001,0.7000000005030753,450.00000000171224,1.2904615700977985e-13,4.479391708100751e-13,0.9022619903313945,0.09125355989960358,129.63985835309694
connectivity,450.0,0.7,0.2,72.25,892.0,0.700000000824696,450.0000000028344,2.0939775248517626e-13,7.34437927121787e-13,0.9012109107652467,0.09869502779436165,128.30082044945564
connectivity,450.0,0.7,0.2,72.75,898.0,0.7000000012870364,450.0000000044635,3.2377741238339387e-13,1.1465741395488908e-12,0.9002405377465023,0.10584108793452657,127.07406398621256
connectivity,450.0,0.7,0.2,73.25,904.0,0.7000000020005334,450.00000000700214,4.986376984780614e-13,1.7830940103369848e-12,0.8992575196289329,0.11335697806397815,125.84135385896589
connectivity,450.0,0.7,0.2,73.75,910.0,0.7000000030972493,450.00000001094276,7.648977487658018e-13,2.76234875359364e-12,0.8982633836535785,0.1212482267369856,124.60555044151951
connectivity,450.0,0.7,0.2,74.25,916.0000000000001,0.7000000047763781,450.0000000170361,1.1687351746829632e-12,4.263056850777258e-12,0.8972597298165101,0.12951914302057244,123.36941472674805
connectivity,450.0,0.7,0.2,74.75,922.0000000000001,0.7000000073371787,450.00000002642247,1.7788410753371405e-12,6.554014673257414e-12,0.8962482236478228,0.13817271274599074,122.13559533440414
connectivity,450.0,0.7,0.2,75.3,928.6,0.7000000117129315,450.00000004263313,2.811006306172745e-12,1.0472844220883604e-11,0.8951285555624336,0.1481354271518798,120.78407844310053
connectivity,450.0,0.7,0.2,75.8,934.6,0.700000017847993,450.00000006560293,4.243961543542122e-12,1.5973000165969128e-11,0.8941062269555158,0.15759585676448176,119.5631800556298
connectivity,450.0,0.7,0.2,76.3,940.6,0.700000027093428,450.00000010057187,6.383027298815649e-12,2.4269660557581585e-11,0.8930815374381095,0.1674387768086547,118.35197605232675
connectivity,450.0,0.7,0.2,76.8,946.6,0.7000000409733484,450.000000153607,9.563961676210625e-12,3.673657006879693e-11,0.8920563332668049,0.17766081987639132,117.1525471132481
connectivity,450.0,0.7,0.2,77.3,952.6,0.7000000617324003,450.0000002337388,1.4276247959826576e-11,5.5397843731238556e-11,0.8910324811321928,0.18825689734397044,115.96681662243537
connectivity,450.0,0.7,0.2,77.85,959.2,0.7000000964851913,450.0000003693352,2.2085614076346004e-11,8.666279103438801e-11,0.8899100460862579,0.20033636418158396,114.68043232728411
connectivity,450.0,0.7,0.2,78.35,965.2,0.7000001442417647,450.0000005576454,3.270980262532478e-11,1.2965330871921455e-10,0.8888951447020539,0.2116934887097021,113.52900550740219
connectivity,450.0,0.7,0.2,78.85,971.2,0.7000002148447879,450.00000083885675,4.826508592783459e-11,1.9323864155211411e-10,0.8878874060793833,0.22339759934916262,112.39619847025074
connectivity,450.0,0.7,0.2,79.35,977.2,0.7000003188374662,450.0000012572169,7.0954355069933e-11,2.869206123520494e-10,0.8868886781464271,0.23543631751512167,111.2832557024438
connectivity,450.0,0.7,0.2,79.85,983.2,0.7000004714445859,450.00000187726374,1.039245456911348e-10,4.244079669403528e-10,0.8859007793219571,0.2477955222970534,110.1912532256423
connectivity,450.0,0.7,0.2,80.35,989.2,0.7000006945657086,450.0000027927479,1.5165281090554891e-10,6.253947778559328e-10,0.884925488789962,0.2604594030920385,109.12109878017857
connectivity,450.0,0.7,0.2,80.9,995.8000000000001,0.7000010592645107,450.00000430455003,2.2884280662681652e-10,9.537762775991688e-10,0.8838692949211608,0.27472072569923295,107.97004117815824
connectivity,450.0,0.7,0.2,81.4,1001.8000000000001,0.7000015487423012,450.00000635398067,3.3134764978306095e-10,1.3941960586404059e-09,0.8829260420397345,0.28796587631585835,106.94797448585518
connectivity,450.0,0.7,0.2,81.9,1007.8000000000001,0.7000022561993897,450.0000093441968,4.779754459647864e-10,2.0301082659911755e-09,0.8820005542120876,0.3014568317722467,105.94949971568929
connectivity,450.0,0.7,0.2,82.4,1013.8000000000001,0.7000032748762735,450.0000136901271,6.868917658365268e-10,2.944527824925973e-09,0.8810943397387511,0.3151717989448446,104.97482870206657
connectivity,450.0,0.7,0.2,82.9,1019.8000000000001,0.7000047361296782,450.0000199816336,9.83360356325536e-10,4.2539433777710684e-09,0.8802088075990284,0.32908784244345063,104.02399390362831
connectivity,450.0,0.7,0.2,83.4,1025.8000000000002,0.7000068241997175,450.0000290534488,1.4023391005605227e-09,6.120969854297947e-09,0.879345248788282,0.3431810363301277,103.09683775879368
connectivity,450.0,0.7,0.2,83.95,1032.4,0.7000101548656725,450.00004366010126,2.062635622300332e-09,9.090606351381343e-09,0.878422079733,0.3588585918036183,102.10387340652905
connectivity,450.0,0.7,0.2,84.45,1038.4,0.7000145171308236,450.00006296580693,2.9168083984914905e-09,1.2966798974695832e-08,0.8776081970492916,0.3732424361456619,101.22497969944463
connectivity,450.0,0.7,0.2,84.95,1044.4,0.7000206736202548,450.0000904466713,4.1074869603667474e-09,1.841595387133242e-08,0.8768192353252319,0.38772473395605433,100.36783956930206
connectivity,450.0,0.7,0.2,85.45,1050.4,0.7000293254446017,450.00012939319413,5.75920157719823e-09,2.60384726790606e-08,0.8760556536426534,0.40227922639015967,99.53123928903925
connectivity,450.0,0.7,0.2,85.95,1056.4,0.7000414304327366,450.00018433887084,8.038731624070652e-09,3.6645727242949185e-08,0.8753175577602811,0.41687951026410425,98.71357412830483
connectivity,450.0,0.7,0.2,86.5,1063.0,0.7000602990379969,450.0002707291553,1.1537669613136355e-08,5.3069288213448e-08,0.8745346565860379,0.43296121483557926,97.83350454244916
connectivity,450.0,0.7,0.2,87.0,1069.0,0.7000844325320308,450.0003821630485,1.5940438146794393e-08,7.391390512463605e-08,0.8738482462356189,0.4475719336205744,97.04808920335388
connectivity,450.0,0.7,0.2,87.5,1075.0,0.7001176919493286,450.0005369737116,2.1906585330253705e-08,1.0239604648891646e-07,0.8731841390642944,0.46214726200252865,96.27300564716279
connectivity,450.0,0.7,0.2,88.0,1081.0,0.700163278083483,450.00075086783954,2.9935858424623994e-08,1.410536753995871e-07,0.8725395751824055,0.47666165335858446,95.50377706069735
connectivity,450.0,0.7,0.2,88.5,1087.0,0.7002253958518068,450.001044683522,4.066138492126772e-08,1.9314629962587542e-07,0.871910536935928,0.4910900279556299,94.73474629486499
connectivity,450.0,0.7,0.2,89.0,1093.0,0.7003095132564949,450.0014458090838,5.487289878817649e-08,2.628053971073932e-07,0.8712914237030635,0.5054078279302736,93.95881539040238
connectivity,450.0,0.7,0.2,89.55,1099.6000000000001,0.7004358980712612,450.0020538156196,7.569280109741172e-08,3.659159239320631e-07,0.8706127620851416,0.5210010615053599,93.08672764735016
connectivity,450.0,0.7,0.2,90.05,1105.6000000000001,0.7005913762821071,450.00280856833916,1.0060829362256312e-07,4.906946817082773e-07,0.8699869756533891,0.5350091919102855,92.26514242585037
connectivity,450.0,0.7,0.2,90.55,1111.6000000000001,0.70079725702135,450.00381712902066,1.326540218060248e-07,6.530994232608849e-07,0.8693392458363525,0.5488341588087146,91.40234096697709
connectivity,450.0,0.7,0.2,91.05,1117.6000000000001,0.7010676289461891,450.00515454655374,1.7341297108803136e-07,8.624528000867909e-07,0.868652929220269,0.56245367075241,90.48232071018096
connectivity,450.0,0.7,0.2,91.55,1123.6000000000001,0.7014195752253056,450.0069139264904,2.2464115477588153e-07,1.129670093655248e-06,0.8679073913634963,0.5758459563024014,89.48636718750575
connectivity,450.0,0.7,0.2,92.05,1129.6000000000001,0.7018734524643868,450.0092093705625,2.88223627995299e-07,1.4673466190412494e-06,0.8670774946771123,0.5889897533114634,88.393079912384
connectivity,450.0,0.7,0.2,92.6,1136.2,0.7025189733988652,450.0125192400127,3.747602478544323e-07,1.937366147349194e-06,0.8660310761065719,0.6031361775742538,87.04952519106212
connectivity,450.0,0.7,0.2,93.1,1142.2,0.7032686011265675,450.01642297394596,4.7060804308222583e-07,2.4720034350068903e-06,0.8649195680305642,0.6156912503149359,85.67194736525178
connectivity,450.0,0.7,0.2,93.6,1148.2,0.7042052640816564,450.02138441945624,5.846818923319231e-07,3.127985690002128e-06,0.8636123909622092,0.6279353008065751,84.11782556205381
connectivity,450.0,0.7,0.2,94.1,1154.2,0.705363090388871,450.027638615699,7.185638519953599e-07,3.926325646262103e-06,0.8620616237335741,0.6398493750796685,82.36035995025705
connectivity,450.0,0.7,0.2,94.6,1160.2,0.7067788164152802,450.03546078447476,8.735248004474299e-07,4.891079386670609e-06,0.8602129483251768,0.6514151872541026,80.37431106666682
connectivity,450.0,0.7,0.2,95.15,1166.8000000000002,0.7086802429839951,450.04626150077104,1.0693695660712755e-06,6.178039317825022e-06,0.8577621920420608,0.6637143525799555,77.8994355028658
connectivity,450.0,0.7,0.2,95.65,1172.8000000000002,0.7107650451540559,450.05848810165344,1.2709413558652511e-06,7.589466768798143e-06,0.8550803132992282,0.6744923136911012,75.36734299149731
connectivity,450.0,0.7,0.2,96.15,1178.8000000000002,0.7132308142130259,450.07346878112315,1.4948432336794666e-06,9.272701361996047e-06,0.8518864399783974,0.6848695014014557,72.55590935167179
connectivity,450.0,0.7,0.2,96.65,1184.8000000000002,0.7161173401808651,450.09173162871514,1.7404831283609778e-06,1.1277613404882358e-05,0.8480939262180504,0.6948300016582307,69.46301819278648
connectivity,450.0,0.7,0.2,97.15,1190.8000000000002,0.7194629335808509,450.1139037838429,2.0067565035049124e-06,1.366612516089308e-05,0.8436051902952811,0.7043580542561564,66.09547279143919
connectivity,450.0,0.7,0.2,97.65,1196.8000000000002,0.7233034950308497,450.1407359645798,2.2920356549053658e-06,1.6515881307634943e-05,0.8383094952343024,0.7134377297827981,62.46948602610797
connectivity,450.0,0.7,0.2,98.2,1203.4,0.7281385065230792,450.1767209323512,2.625186751672356e-06,2.0301214358651568e-05,0.8314001740026128,0.7228877855142782,58.21316611039461
connectivity,450.0,0.7,0.2,98.7,1209.4,0.7331191551652669,450.2165259455719,2.942618812609532e-06,2.4471096044071113e-05,0.8239725944351213,0.7309709598596658,54.13797635419462
connectivity,450.0,0.7,0.2,99.2,1215.4,0.7386801020113967,450.2645078115117,3.270364305897869e-06,2.950344757869862e-05,0.8152724313921175,0.7385507471159304,49.910403542893086
connectivity,450.0,0.7,0.2,99.7,1221.4,0.7448366189849417,450.32238242557094,3.604208845200736e-06,3.561016187078538e-05,0.8050900648783359,0.7456059315103052,45.57844807949802
connectivity,450.0,0.7,0.2,100.2,1227.4,0.7515956867592544,450.39229636851036,3.939033650749055e-06,4.306755273915079e-05,0.7931712955335047,0.7521128537704453,41.1936666608163
connectivity,450.0,0.7,0.2,100.7,1233.4,0.7589541981722362,450.47696071392517,4.268591589911488e-06,5.223996781516827e-05,0.7792027674329894,0.758045176567292,36.80902279181764
connectivity,450.0,0.7,0.2,101.25,1240.0,0.767722012743515,450.5912858380395,4.615774886017858e-06,6.48960553971944e-05,0.7609991438740119,0.7638725410833408,32.04860339045557
connectivity,450.0,0.7,0.2,101.75,1246.0,0.7762705716610352,450.71939928472307,4.90688925121602e-06,7.946148643801817e-05,0.7413268050080056,0.7685022164231622,27.832730984586764
connectivity,450.0,0.7,0.2,102.25,1252.0,0.7853159367883137,450.8767040733116,5.161858454293455e-06,9.789747258990924e-05,0.7180263548013577,0.772464776683536,23.773460797237007
connectivity,450.0,0.7,0.2,102.75,1258.0,0.7947808144885501,451.07114774328613,5.3649215834913716e-06,0.00012149032268044309,0.6903259732313708,0.7757354793492042,19.918963772805373
connectivity,450.0,0.7,0.2,103.25,1264.0,0.8045565849444898,451.3133610678609,5.496685412766843e-06,0.0001520041596957617,0.6573640428574645,0.7783027422137838,16.320129484177897
connectivity,450.0,0.7,0.2,103.8,1270.6000000000001,0.8154936245812389,451.6521425214541,5.533051237171965e-06,0.00019640053511041144,0.6140997830227414,0.7803319633187504,12.724071472334927
connectivity,450.0,0.7,0.2,104.3,1276.6000000000001,0.8254005242162339,452.04687788846974,5.4455683096239085e-06,0.0002499206034826398,0.5680477188826266,0.7815168475055677,9.849736749954962
connectivity,450.0,0.7,0.2,104.8,1282.6000000000001,0.835048724702926,452.55059404635165,5.2325835573132955e-06,0.00031977018047053113,0.516271650204167,0.7821922435350519,7.40534590741031
connectivity,450.0,0.7,0.2,105.3,1288.6000000000001,0.8442134833253531,453.1958415818756,4.897645862991138e-06,0.0004097641748606807,0.46080794647972084,0.7825353510807521,5.416756453642925
connectivity,450.0,0.7,0.2,105.8,1294.6000000000001,0.8526838124710795,454.02109894361297,4.452750609861282e-06,0.0005221479017784278,0.40494444805669894,0.7827809084672137,3.8717817659045997
connectivity,450.0,0.7,0.2,106.3,1300.6000000000001,0.8602813446648835,455.06662204870395,3.9268969111204845e-06,0.0006565152980815583,0.35243894962879363,0.7832054897042966,2.7219467965163715
connectivity,450.0,0.7,0.2,106.85,1307.2,0.8675076942791922,456.51750813961024,3.317453927936052e-06,0.0008290570568547412,0.30203875942440517,0.784190625698846,1.8267449604673944
connectivity,450.0,0.7,0.2,107.35,1313.2,0.8730448501112615,458.1526467550683,2.7897333483415165e-06,0.0010097919328839859,0.2642635636235798,0.7857535220310478,1.2657297762650945
connectivity,450.0,0.7,0.2,107.85,1319.2,0.8776758530248379,460.1331913097251,2.3200821526349766e-06,0.0012157788292031884,0.23392821892251683,0.7880353850879777,0.8780764883793296
connectivity,450.0,0.7,0.2,108.35,1325.2,0.8815191036953003,462.50639111185063,1.9228798331000336e-06,0.0014490329641338871,0.21001242940645246,0.791029438358612,0.6137501590106551
connectivity,450.0,0.7,0.2,108.85,1331.2,0.884707827692599,465.3220696141784,1.5996414720508084e-06,0.0017102018643042375,0.1912623632189327,0.794669294376098,0.4352401292219249
connectivity,450.0,0.7,0.2,109.35,1337.2,0.8873704623951836,468.6301515251695,1.343440129766845e-06,0.0019987299652489184,0.17650453701368085,0.7988573728465397,0.31498829883166507
connectivity,450.0,0.7,0.2,109.9,1343.8000000000002,0.889824919164462,472.8955087858236,1.1259706161021043e-06,0.0023464760795334897,0.1637360521119641,0.8039722387029009,0.22692174534562193
connectivity,450.0,0.7,0.2,110.4,1349.8000000000002,0.8917232023180117,477.39306672678543,9.74379718209763e-07,0.0026891918451489895,0.15448475402753128,0.8089784738917751,0.17297468853761466
connectivity,450.0,0.7,0.2,110.9,1355.8000000000002,0.89337716836273,482.52753645848475,8.563882281665066e-07,0.0030565268078455374,0.1469222587892573,0.814238100855951,0.1351962302207015
connectivity,450.0,0.7,0.2,111.4,1361.8000000000002,0.8948405576386023,488.3428239834058,7.640430885235672e-07,0.003447997982759198,0.14065914572643595,0.8196825208898152,0.10821205852215252
connectivity,450.0,0.7,0.2,111.9,1367.8000000000002,0.8961543505156028,494.88202344994454,6.912594247327881e-07,0.0038631678904278263,0.13541060012160364,0.8252555825349732,0.08855216044020336
connectivity,450.0,0.7,0.2,112.45,1374.4,0.8974638919298097,502.9616688646049,6.283858977621709e-07,0.004346609015808112,0.1305597891118893,0.8314797024041981,0.07271277878456349
connectivity,450.0,0.7,0.2,112.95,1380.4,0.8985569244423511,511.15738470871423,5.832215311879543e-07,0.004809684243836061,0.12682015323216714,0.837181889030466,0.06198286155061117
connectivity,450.0,0.7,0.2,113.45,1386.4,0.8995761514502492,520.2042354118272,5.46915398407959e-07,0.005294304562830528,0.12359733430589304,0.8428926490459422,0.05373844728563537
connectivity,450.0,0.7,0.2,113.95,1392.4,0.9005359393580308,530.1401417755764,5.176131131453276e-07,0.005799370106713551,0.12080068313279174,0.848584334344311,0.047316774776987904
connectivity,450.0,0.7,0.2,114.45,1398.4,0.9014476945951934,541.0008831325653,4.939010450522638e-07,0.006323585357213017,0.11835844631156318,0.8542327217735834,0.04225465245734179
connectivity,450.0,0.7,0.2,114.95,1404.4,0.9023205538332427,552.819766018922,4.746862917162967e-07,0.006865486962556181,0.11621277236519727,0.8598163737394394,0.03822248387480578
connectivity,450.0,0.7,0.2,115.5,1411.0,0.9032445274052473,566.9635771913108,4.577258220220159e-07,0.007480100316064015,0.11413866833555092,0.8658609399068189,0.0346939022821809
connectivity,450.0,0.7,0.2,116.0,1417.0,0.9040580377940876,580.8905059433226,4.4536820667965455e-07,0.008053845523528093,0.11247070007963224,0.8712491594262306,0.03212256333368105
connectivity,450.0,0.7,0.2,116.5,1423.0,0.9048512811202206,595.8605574146252,4.353608243994501e-07,0.00864008645250861,0.11097587075749664,0.8765203647007639,0.030024507848278228
connectivity,450.0,0.7,0.2,117.0,1429.0,0.9056281124224996,611.8948069776069,4.2725554092578006e-07,0.009237075181280719,0.10962614394316952,0.8816617683624905,0.028302838465004813
connectivity,450.0,0.7,0.2,117.5,1435.0,0.9063916426626485,629.011197314997,4.206781023448549e-07,0.00984308562844829,0.10839741230176826,0.8866624788207459,0.02688295589701708
connectivity,450.0,0.7,0.2,118.0,1441.0,0.9071443582850087,647.2245982510735,4.1531250916265545e-07,0.010456437455454097,0.10726886366127528,0.891513467729075,0.025706697241443182
connectivity,450.0,0.7,0.2,118.55,1447.6000000000001,0.9079621765946995,668.5404953173668,4.1049021602566415e-07,0.01113767388983619,0.10612178119750412,0.8966680754945933,0.02463973492662269
connectivity,450.0,0.7,0.2,119.05,1450.0,0.9086925308578268,688.7966349648724,3.947279256917199e-07,0.011106396378489862,0.10514062758355228,0.8992054157614011,0.024480241626320332
connectivity,450.0,0.7,0.2,119.55,1450.0,0.909384655208257,708.4349348668309,3.7233810958003835e-07,0.010678746368889318,0.10417773395941034,0.90030424268446,0.024701150799614744
connectivity,450.0,0.7,0.2,120.05,1450.0,0.9100378426474139,727.3385454181416,3.5162998794324455e-07,0.010292983373770622,0.10323791072049354,0.9013094622585318,0.02484741640676992
