material_id,topology_id,role,T2_C,t_h,T_C,rho,G_nm,rho_dot,G_dot,X_J,Lambda_over_K,pore_drag,migration_factor
E0142,D0087,success,1080,48.0,1080.0,0.8980312506514891,307.247225326761,1.4850609853198945e-07,4.156857660579767e-05,0.7499305268802391,0.003268442603998276,15.916862310189853,0.05911261684725371
E0142,D0087,success,1080,48.333333333333336,1080.0,0.8982093774971315,307.2971271930919,1.4823797810859365e-07,4.16338459544124e-05,0.7499304010287741,0.0032679118428179665,15.88759894169808,0.05921504906957768
E0142,D0087,success,1080,48.666666666666664,1080.0,0.8983871827440759,307.34710740824784,1.47970343499014e-07,4.169920067269585e-05,0.749930274952368,0.003267380421070119,15.858389259834194,0.05931764800226444
E0142,D0087,success,1080,49.0,1080.0,0.8985646669750351,307.3971660746892,1.4770319382440607e-07,4.1764640816435474e-05,0.7499301486506369,0.003266848338394394,15.829233167349678,0.05942041387483392
E0142,D0087,success,1080,49.333333333333336,1080.0,0.8987418307716679,307.4473032949432,1.4743652820752162e-07,4.183016644126458e-05,0.7499300221231959,0.003266315594431695,15.800130567171557,0.059523346916961394
E0142,D0087,success,1080,49.666666666666664,1080.0,0.8989186747145806,307.4975191716038,1.4717034577270535e-07,4.189577760266122e-05,0.7499298953696595,0.003265782188824175,15.77108136240216,0.059626447358476574
E0142,D0087,success,1080,50.0,1080.0,0.8990951993833294,307.5478138073315,1.469046456458876e-07,4.1961474355947636e-05,0.749929768389641,0.0032652481212152406,15.74208545631878,0.05972971542936314
E0142,D0087,success,1080,50.333333333333336,1080.0,0.8992714053564221,307.5981873048532,1.4663942695458787e-07,4.202725675628968e-05,0.7499296411827533,0.0032647133912495573,15.713142752373251,0.05983315135975853
E0142,D0087,success,1080,50.666666666666664,1080.0,0.8994472932113199,307.64863976696176,1.4637468882790739e-07,4.2093124858695714e-05,0.7499295137486084,0.003264177998573054,15.684253154191811,0.05993675537995277
E0142,D0087,success,1080,51.0,1080.0,0.8996228635244394,307.6991712965162,1.461104303965258e-07,4.2159078718016156e-05,0.7499293860868176,0.0032636419428329275,15.65541656557463,0.06004052772038842
E0142,D0087,success,1080,51.333333333333336,1080.0,0.8997981168711545,307.7497819964412,1.4584665079270205e-07,4.222511838894264e-05,0.7499292581969914,0.003263105223677646,15.626632890495559,0.06014446861165977
E0142,D0087,success,1080,51.666666666666664,1080.0,0.8999730538257984,307.80047196972697,1.4558334915026937e-07,4.2291243926007294e-05,0.7499291300787398,0.003262567840756955,15.597902033101793,0.06024857828451235
E0142,D0087,success,1080,52.0,1080.0,0.9001476749616651,307.8512413194294,1.453205246046311e-07,4.235745538358201e-05,0.7499290017316719,0.003262029793721883,15.569223897713552,0.06035285696984236
E0142,D0087,success,1080,52.333333333333336,1080.0,0.9003219808510119,307.90209014866923,1.450581762927623e-07,4.242375281587768e-05,0.7499288731553959,0.0032614910822247444,15.540598388823772,0.06045730489869608
E0142,D0087,success,1080,52.666666666666664,1080.0,0.9004959720650607,307.9530185606324,1.4479630335319946e-07,4.2490136276943514e-05,0.7499287443495197,0.0032609517059191432,15.512025411097767,0.060561922302269346
E0142,D0087,success,1080,53.0,1080.0,0.9006696491740002,308.00402665856967,1.44534904926045e-07,4.255660582066617e-05,0.7499286153136505,0.003260411664459982,15.483504869372952,0.06066670941190683
E0142,D0087,success,1080,53.333333333333336,1080.0,0.9008430127469875,308.05511454579624,1.4427398015296104e-07,4.2623161500769153e-05,0.7499284860473946,0.0032598709575034635,15.455036668658483,0.06077166645910162
E0142,D0087,success,1080,53.666666666666664,1080.0,0.9010160633521507,308.10628232569195,1.4401352817716567e-07,4.2689803370812065e-05,0.7499283565503577,0.003259329584707093,15.426620714134941,0.060876793675494686
E0142,D0087,success,1080,54.0,1080.0,0.9011888015565895,308.1575301017007,1.437535481434325e-07,4.275653148418966e-05,0.749928226822145,0.0032587875457296893,15.39825691115409,0.06098209129287395
E0142,D0087,success,1080,54.333333333333336,1080.0,0.9013612279263784,308.20885797733047,1.434940391980873e-07,4.2823345894131384e-05,0.749928096862361,0.0032582448402313827,15.369945165238464,0.06108755954317413
E0142,D0087,success,1080,54.666666666666664,1080.0,0.9015333430265676,308.26026605615306,1.4323500048900316e-07,4.289024665370043e-05,0.7499279666706092,0.003257701467873625,15.3416853820811,0.06119319865847588
E0142,D0087,success,1080,55.0,1080.0,0.9017051474211852,308.31175444180394,1.429764311655985e-07,4.295723381579297e-05,0.7499278362464932,0.0032571574283191906,15.313477467545267,0.061299008871005145
E0142,D0087,success,1080,55.333333333333336,1080.0,0.9018766416732396,308.363323237982,1.4271833037883763e-07,4.302430743313771e-05,0.7499277055896153,0.0032566127212321837,15.285321327664029,0.06140499041313299
E0142,D0087,success,1080,55.666666666666664,1080.0,0.9020478263447199,308.4149725484492,1.424606972812227e-07,4.3091467558294664e-05,0.7499275746995774,0.0032560673462780415,15.257216868640088,0.06151114351737438
E0142,D0087,success,1080,56.0,1080.0,0.9022187019965995,308.4667024770308,1.4220353102679474e-07,4.3158714243654776e-05,0.7499274435759808,0.0032555213031235375,15.229163996845358,0.061617468416387995
E0142,D0087,success,1080,56.333333333333336,1080.0,0.9023892691888367,308.51851312761465,1.4194683077112721e-07,4.3226047541439036e-05,0.7499273122184262,0.003254974591436792,15.2011626188207,0.061723965342975556
E0142,D0087,success,1080,56.666666666666664,1080.0,0.902559528480377,308.5704046041513,1.4169059567132913e-07,4.329346750369775e-05,0.7499271806265135,0.003254427210887268,15.173212641275596,0.061830634530081155
E0142,D0087,success,1080,57.0,1080.0,0.9027294804291549,308.6223770106536,1.4143482488603452e-07,4.3360974182309696e-05,0.7499270487998421,0.0032538791611457854,15.145313971087877,0.06193747621079057
E0142,D0087,success,1080,57.333333333333336,1080.0,0.9028991255920958,308.6744304511968,1.4117951757540813e-07,4.3428567628981556e-05,0.7499269167380107,0.0032533304418845177,15.117466515303342,0.06204449061833086
E0142,D0087,success,1080,57.666666666666664,1080.0,0.9030684645251177,308.72656502991805,1.4092467290113305e-07,4.3496247895246944e-05,0.7499267844406176,0.0032527810527770004,15.08967018113552,0.062151677986069534
E0142,D0087,success,1080,58.0,1080.0,0.903237497783133,308.7787808510163,1.4067029002641773e-07,4.356401503246583e-05,0.7499266519072599,0.003252230993498136,15.061924875965321,0.062259038547514065
E0142,D0087,success,1080,58.333333333333336,1080.0,0.9034062259200506,308.831078018752,1.4041636811598617e-07,4.363186909182369e-05,0.7499265191375349,0.003251680263724198,15.034230507340729,0.06236657253631123
E0142,D0087,success,1080,58.666666666666664,1080.0,0.9035746494887772,308.88345663744707,1.4016290633607765e-07,4.3699810124330707e-05,0.7499263861310387,0.003251128863132836,15.006586982976554,0.062474280186246296
E0142,D0087,success,1080,59.0,1080.0,0.9037427690412199,308.9359168114845,1.3990990385444574e-07,4.376783818082118e-05,0.7499262528873668,0.0032505767914030796,14.978994210754001,0.06258216173124284
E0142,D0087,success,1080,59.333333333333336,1080.0,0.903910585128287,308.9884586453083,1.3965735984035014e-07,4.383595331195251e-05,0.7499261194061144,0.0032500240482153425,14.951452098720514,0.06269021740536156
E0142,D0087,success,1080,59.666666666666664,1080.0,0.9040780982998908,309.04108224342326,1.3940527346456163e-07,4.390415556820467e-05,0.7499259856868759,0.0032494706332514304,14.92396055508936,0.06279844744280003
E0142,D0087,success,1080,60.0,1080.0,0.904245309104949,309.0937877103946,1.391536438993515e-07,4.3972444999879446e-05,0.7499258517292449,0.0032489165461945407,14.896519488239331,0.06290685207789205
E0142,D0087,success,1080,60.333333333333336,1080.0,0.904412218091386,309.1465751508478,1.38902470318495e-07,4.4040821657099325e-05,0.7499257175328146,0.003248361786729274,14.869128806714558,0.06301543154510657
E0142,D0087,success,1080,60.666666666666664,1080.0,0.9045788258061358,309.1994446694687,1.386517518972646e-07,4.410928558980725e-05,0.7499255830971776,0.0032478063545416315,14.841788419224024,0.06312418607904768
E0142,D0087,success,1080,61.0,1080.0,0.9047451327951427,309.25239637100253,1.3840148781242981e-07,4.417783684776548e-05,0.7499254484219257,0.003247250249319025,14.8144982346414,0.0632331159144535
E0142,D0087,success,1080,61.333333333333336,1080.0,0.9049111396033638,309.3054303602547,1.381516772422529e-07,4.424647548055491e-05,0.7499253135066501,0.0032466934707502788,14.7872581620047,0.06334222128619564
E0142,D0087,success,1080,61.666666666666664,1080.0,0.9050768467747704,309.35854674208986,1.379023193664872e-07,4.431520153757435e-05,0.7499251783509417,0.0032461360185256347,14.760068110515975,0.06345150242927856
E0142,D0087,success,1080,62.0,1080.0,0.9052422548523501,309.4117456214317,1.3765341336637135e-07,4.4384015068039746e-05,0.7499250429543904,0.00324557789233676,14.732927989541013,0.06356095957883894
E0142,D0087,success,1080,62.333333333333336,1080.0,0.9054073643781084,309.4650271032632,1.3740495842463235e-07,4.4452916120983443e-05,0.7499249073165857,0.0032450190918767467,14.705837708609016,0.06367059297014503
E0142,D0087,success,1080,62.666666666666664,1080.0,0.9055721758930706,309.51839129262595,1.371569537254783e-07,4.4521904745253335e-05,0.7499247714371162,0.0032444596168401214,14.67879717741235,0.0637804028385959
E0142,D0087,success,1080,63.0,1080.0,0.9057366899372833,309.57183829462025,1.3690939845459526e-07,4.4590980989512175e-05,0.7499246353155703,0.003243899466922846,14.651806305806193,0.06389038941972085
E0142,D0087,success,1080,63.333333333333336,1080.0,0.9059009070498165,309.6253682144045,1.3666229179914978e-07,4.4660144902236744e-05,0.7499244989515355,0.0032433386418223246,14.624865003808274,0.06400055294917865
E0142,D0087,success,1080,63.666666666666664,1080.0,0.9060648277687652,309.67898115719544,1.364156329477793e-07,4.4729396531717074e-05,0.7499243623445986,0.0032427771412374094,14.597973181598562,0.06411089366275695
E0142,D0087,success,1080,64.0,1080.0,0.9062284526312512,309.7326772282677,1.3616942109059515e-07,4.4798735926055705e-05,0.7499242254943459,0.003242214964868402,14.571130749518968,0.06422141179637147
E0142,D0087,success,1080,64.33333333333333,1080.0,0.9063917821734248,309.7864565329533,1.3592365541917682e-07,4.486816313316696e-05,0.7499240884003633,0.0032416521124170603,14.54433761807303,0.06433210758606554
E0142,D0087,success,1080,64.66666666666667,1080.0,0.9065548169304668,309.8403191766421,1.3567833512656862e-07,4.493767820077611e-05,0.7499239510622356,0.003241088583586603,14.517593697925635,0.06444298126800925
E0142,D0087,success,1080,65.0,1080.0,0.9067175574365901,309.8942652647808,1.354334594072805e-07,4.500728117641864e-05,0.7499238134795473,0.0032405243780817155,14.490898899902703,0.06455403307849882
E0142,D0087,success,1080,65.33333333333333,1080.0,0.9068800042250412,309.9482949028734,1.3518902745728307e-07,4.5076972107439305e-05,0.7499236756518822,0.0032399594956085504,14.464253134990953,0.06466526325395572
E0142,D0087,success,1080,65.66666666666667,1080.0,0.9070421578281026,310.0024081964805,1.3494503847400303e-07,4.51467510409917e-05,0.7499235375788236,0.003239393935874738,14.437656314337492,0.06477667203092642
E0142,D0087,success,1080,66.0,1080.0,0.9072040187770937,310.056605251219,1.347014916563254e-07,4.521661802403709e-05,0.7499233992599539,0.0032388276985893874,14.411108349249654,0.06488825964608111
E0142,D0087,success,1080,66.33333333333333,1080.0,0.9073655876023733,310.1108861727627,1.3445838620458595e-07,4.5286573103343956e-05,0.7499232606948552,0.003238260783463091,14.384609151194583,0.06500002633621356
E0142,D0087,success,1080,66.66666666666667,1080.0,0.9075268648333409,310.1652510668409,1.3421572132057236e-07,4.535661632548696e-05,0.7499231218831086,0.0032376931902079313,14.358158631799046,0.06511197233823991
E0142,D0087,success,1080,67.0,1080.0,0.9076878509984386,310.2197000392389,1.33973496207519e-07,4.542674773684636e-05,0.7499229828242948,0.003237124918537484,14.331756702849052,0.06522409788919838
E0142,D0087,success,1080,67.33333333333333,1080.0,0.9078485466251531,310.2742331957978,1.337317100701042e-07,4.5496967383607206e-05,0.749922843517994,0.0032365559681668227,14.305403276289583,0.06533640322624842
E0142,D0087,success,1080,67.66666666666667,1080.0,0.9080089522400167,310.3288506424137,1.3349036211445054e-07,4.556727531175833e-05,0.7499227039637855,0.003235986338812527,14.279098264224384,0.0654488885866697
E0142,D0087,success,1080,68.0,1080.0,0.9081690683686096,310.3835524850382,1.3324945154811878e-07,4.56376715670919e-05,0.749922564161248,0.0032354160301926813,14.252841578915529,0.06556155420786187
E0142,D0087,success,1080,68.33333333333333,1080.0,0.9083288955355616,310.4383388296775,1.3300897758010922e-07,4.57081561952024e-05,0.7499224241099598,0.003234845042026884,14.226633132783244,0.06567440032734355
E0142,D0087,success,1080,68.66666666666667,1080.0,0.908488434264554,310.49320978239257,1.3276893942085267e-07,4.577872924148604e-05,0.7499222838094983,0.0032342733740362496,14.20047283840553,0.06578742718275178
E0142,D0087,success,1080,69.0,1080.0,0.9086476850783203,310.5481654492988,1.325293362822152e-07,4.5849390751139617e-05,0.7499221432594405,0.0032337010259434183,14.174360608517995,0.06590063501184087
E0142,D0087,success,1080,69.33333333333333,1080.0,0.9088066484986494,310.60320593656576,1.322901673774898e-07,4.592014076916025e-05,0.7499220024593626,0.003233127997472553,14.1482963560134,0.0660140240524824
E0142,D0087,success,1080,69.66666666666667,1080.0,0.9089653250463864,310.658331350417,1.320514319213975e-07,4.599097934034412e-05,0.7499218614088403,0.003232554288349351,14.12227999394152,0.06612759454266372
E0142,D0087,success,1080,70.0,1080.0,0.9091237152414342,310.71354179712955,1.3181312913008315e-07,4.606190650928599e-05,0.7499217201074485,0.0032319798983010436,14.096311435508754,0.06624134672048777
E0142,D0087,success,1080,70.33333333333333,1080.0,0.9092818196027558,310.7688373830342,1.3157525822111225e-07,4.613292232037824e-05,0.7499215785547616,0.0032314048270564054,14.070390594077898,0.06635528082417205
E0142,D0087,success,1080,70.66666666666667,1080.0,0.9094396386483754,310.82421821451476,1.313378184134702e-07,4.620402681781013e-05,0.7499214367503533,0.003230829074345756,14.044517383167834,0.0664693970920479
E0142,D0087,success,1080,71.0,1080.0,0.9095971728953809,310.879684398008,1.3110080892755645e-07,4.627522004556712e-05,0.7499212946937966,0.0032302526399009637,14.018691716453223,0.0665836957625599
E0142,D0087,success,1080,71.33333333333333,1080.0,0.9097544228599247,310.93523604000353,1.30864228985187e-07,4.634650204742995e-05,0.7499211523846642,0.003229675523455455,13.992913507764245,0.06669817707426505
E0142,D0087,success,1080,71.66666666666667,1080.0,0.9099113890572258,310.99087324704334,1.306280778095882e-07,4.641787286697382e-05,0.7499210098225275,0.0032290977247442136,13.967182671086334,0.06681284126583183
E0142,D0087,success,1080,72.0,1080.0,0.9100680720015717,311.0465961257217,1.3039235462539167e-07,4.648933254756775e-05,0.749920867006958,0.0032285192435037905,13.941499120559833,0.06692768857603973
E0142,D0087,success,1080,72.33333333333333,1080.0,0.9102244722063199,311.10240478268474,1.3015705865863963e-07,4.6560881132373724e-05,0.7499207239375263,0.0032279400794723028,13.915862770479748,0.06704271924377837
E0142,D0087,success,1080,72.66666666666667,1080.0,0.9103805901838993,311.1582993246306,1.2992218913677392e-07,4.663251866434582e-05,0.7499205806138021,0.0032273602323894444,13.890273535295465,0.06715793350804668
E0142,D0087,success,1080,73.0,1080.0,0.9105364264458122,311.21427985830854,1.2968774528863997e-07,4.670424518622945e-05,0.7499204370353548,0.003226779701996486,13.864731329610477,0.06727333160795208
E0142,D0087,success,1080,73.33333333333333,1080.0,0.9106919815026364,311.2703464905193,1.294537263444798e-07,4.677606074056081e-05,0.749920293201753,0.0032261984880362854,13.83923606818202,0.06738891378271009
E0142,D0087,success,1080,73.66666666666667,1080.0,0.9108472558640258,311.3264993281145,1.2922013153593068e-07,4.684796536966561e-05,0.7499201491125647,0.003225616590253284,13.813787665920918,0.06750468027164298
E0142,D0087,success,1080,74.0,1080.0,0.911002250038713,311.38273847799655,1.289869600960243e-07,4.6919959115658696e-05,0.7499200047673572,0.0032250340083935184,13.788386037891202,0.06762063131417945
E0142,D0087,success,1080,74.33333333333333,1080.0,0.9111569645345107,311.4390640471183,1.2875421125918273e-07,4.69920420204431e-05,0.7499198601656972,0.0032244507422046235,13.763031099309865,0.06773676714985363
E0142,D0087,success,1080,74.66666666666667,1080.0,0.911311399858313,311.4954761424828,1.285218842612151e-07,4.706421412570919e-05,0.749919715307151,0.003223866791435836,13.737722765546584,0.06785308801830434
E0142,D0087,success,1080,75.0,1080.0,0.9114655565160978,311.5519748711431,1.2828997833931647e-07,4.713647547293406e-05,0.7499195701912836,0.003223282155837998,13.712460952123402,0.06796959415927444
E0142,D0087,success,1080,75.33333333333333,1080.0,0.9116194350129277,311.608560340202,1.2805849273206589e-07,4.720882610338038e-05,0.74991942481766,0.0032226968351635648,13.687245574714542,0.06808628581260961
E0142,D0087,success,1080,75.66666666666667,1080.0,0.9117730358529522,311.6652326568116,1.2782742667942237e-07,4.728126605809602e-05,0.7499192791858446,0.0032221108291666106,13.662076549146011,0.0682031632182581
E0142,D0087,success,1080,76.0,1080.0,0.9119263595394093,311.7219919281734,1.2759677942272131e-07,4.735379537791308e-05,0.7499191332954004,0.0032215241376028266,13.63695379139536,0.06832022661626977
E0142,D0087,success,1080,76.33333333333333,1080.0,0.9120794065746266,311.77883826153754,1.2736655020467446e-07,4.7426414103446984e-05,0.7499189871458906,0.003220936760229532,13.611877217591452,0.068437476246795
E0142,D0087,success,1080,76.66666666666667,1080.0,0.9122321774600237,311.83577176420323,1.2713673826936798e-07,4.749912227509574e-05,0.7499188407368772,0.003220348696805676,13.58684674401415,0.06855491235008412
E0142,D0087,success,1080,77.0,1080.0,0.9123846726961135,311.8927925435177,1.2690734286225686e-07,4.757191993303927e-05,0.7499186940679219,0.0032197599470918437,13.561862287094018,0.06867253516648668
E0142,D0087,success,1080,77.33333333333333,1080.0,0.9125368927825037,311.9499007068767,1.266783632301636e-07,4.764480711723849e-05,0.7499185471385855,0.0032191705108502596,13.536923763412062,0.0687903449364505
E0142,D0087,success,1080,77.66666666666667,1080.0,0.9126888382178986,312.00709636172354,1.2644979862127797e-07,4.7717783867434386e-05,0.7499183999484285,0.0032185803878447936,13.51203108969951,0.06890834190052071
E0142,D0087,success,1080,78.0,1080.0,0.912840509500101,312.0643796155493,1.2622164828515033e-07,4.779085022314763e-05,0.7499182524970103,0.003217989577840965,13.487184182837394,0.06902652629933946
E0142,D0087,success,1080,78.33333333333333,1080.0,0.9129919071260132,312.12175057589235,1.2599391147269365e-07,4.7864006223677296e-05,0.7499181047838899,0.003217398080605946,13.462382959856434,0.06914489837364443
E0142,D0087,success,1080,78.66666666666667,1080.0,0.9131430315916392,312.17920935033834,1.2576658743617694e-07,4.7937251908100315e-05,0.7499179568086256,0.0032168058959085692,13.437627337936663,0.06926345836426845
E0142,D0087,success,1080,79.0,1080.0,0.9132938833920863,312.23675604651953,1.2553967542922604e-07,4.80105873152707e-05,0.7499178085707752,0.0032162130235193296,13.412917234407175,0.06938220651213858
E0142,D0087,success,1080,79.33333333333333,1080.0,0.9134444630215662,312.29439077211487,1.253131747068191e-07,4.808401248381865e-05,0.7499176600698956,0.0032156194632103905,13.388252566745857,0.06950114305827526
E0142,D0087,success,1080,79.66666666666667,1080.0,0.9135947709733973,312.35211363484956,1.2508708452528447e-07,4.815752745214965e-05,0.7499175113055432,0.0032150252147555877,13.363633252579142,0.06962026824379128
E0142,D0087,success,1080,80.0,1080.0,0.9137448077400055,312.40992474249475,1.248614041422994e-07,4.8231132258443936e-05,0.7499173622772738,0.003214430277930436,13.33905920968168,0.06973958230989127
E0142,D0087,success,1080,80.33333333333333,1080.0,0.9138945738129272,312.46782420286746,1.2463613281688525e-07,4.8304826940655495e-05,0.7499172129846424,0.00321383465251213,13.314530355976094,0.06985908549787073
E0142,D0087,success,1080,80.66666666666667,1080.0,0.914044069682809,312.52581212383006,1.244112698094095e-07,4.8378611536511294e-05,0.7499170634272033,0.0032132383382795543,13.290046609532723,0.06997877804911509
E0142,D0087,success,1080,81.0,1080.0,0.9141932958394112,312.58388861329024,1.2418681438157681e-07,4.845248608351051e-05,0.7499169136045105,0.0032126413350132823,13.26560788856932,0.07009866020509896
E0142,D0087,success,1080,81.33333333333333,1080.0,0.914342252771608,312.6420537792006,1.2396276579643218e-07,4.8526450618923634e-05,0.749916763516117,0.003212043642495585,13.241214111450825,0.07021873220738516
E0142,D0087,success,1080,81.66666666666667,1080.0,0.9144909409673898,312.70030772955823,1.2373912331835624e-07,4.860050517979184e-05,0.7499166131615752,0.0032114452605104334,13.216865196689024,0.07033899429762411
E0142,D0087,success,1080,82.0,1080.0,0.9146393609138648,312.7586505724049,1.235158862130607e-07,4.867464980292598e-05,0.749916462540437,0.0032108461888435053,13.192561062942357,0.07045944671755269
E0142,D0087,success,1080,82.33333333333333,1080.0,0.9147875130972603,312.81708241582623,1.2329305374759242e-07,4.874888452490595e-05,0.7499163116522535,0.003210246427282188,13.168301629015586,0.07058008970899358
E0142,D0087,success,1080,82.66666666666667,1080.0,0.9149353980029244,312.8756033679518,1.230706251903216e-07,4.882320938207973e-05,0.7499161604965752,0.003209645975615584,13.14408681385957,0.07070092351385426
E0142,D0087,success,1080,83.0,1080.0,0.915083016115328,312.9342135369546,1.2284859981094883e-07,4.889762441056277e-05,0.7499160090729519,0.003209044833634514,13.119916536570951,0.0708219483741263
E0142,D0087,success,1080,83.33333333333333,1080.0,0.9152303679180657,312.9929130310511,1.226269768804967e-07,4.897212964623689e-05,0.7499158573809327,0.003208443001131525,13.095790716391951,0.07094316453188419
E0142,D0087,success,1080,83.66666666666667,1080.0,0.9153774538938577,313.05170195850064,1.2240575567130784e-07,4.904672512474982e-05,0.7499157054200662,0.003207840477900891,13.07170927271003,0.07106457222928489
E0142,D0087,success,1080,84.0,1080.0,0.9155242745245515,313.11058042760516,1.2218493545704578e-07,4.912141088151405e-05,0.7499155531899004,0.003207237263738621,13.047672125057698,0.07118617170856646
E0142,D0087,success,1080,84.33333333333333,1080.0,0.9156708302911236,313.1695485467093,1.2196451551268893e-07,4.9196186951706335e-05,0.7499154006899824,0.003206633358442462,13.023679193112155,0.07130796321204767
E0142,D0087,success,1080,84.66666666666667,1080.0,0.9158171216736806,313.2286064241995,1.2174449511452987e-07,4.9271053370266665e-05,0.7499152479198588,0.0032060287618119023,12.999730396695107,0.07142994698212676
E0142,D0087,success,1080,85.0,1080.0,0.9159631491514609,313.28775416850425,1.2152487354017346e-07,4.934601017189751e-05,0.7499150948790753,0.0032054234736481795,12.975825655772477,0.0715521232612806
E0142,D0087,success,1080,85.33333333333333,1080.0,0.916108913202837,313.34699188809367,1.2130565006853327e-07,4.942105739106315e-05,0.7499149415671772,0.0032048174937542827,12.951964890454082,0.0716744922920641
E0142,D0087,success,1080,85.66666666666667,1080.0,0.9162544143053158,313.4063196914791,1.210868239798291e-07,4.9496195061988495e-05,0.749914787983709,0.003204210821934956,12.928148020993499,0.07179705431710869
E0142,D0087,success,1080,86.0,1080.0,0.9163996529355415,313.46573768721277,1.208683945555861e-07,4.957142321865882e-05,0.7499146341282148,0.0032036034579967084,12.904374967787641,0.07191980957912217
E0142,D0087,success,1080,86.33333333333333,1080.0,0.9165446295692959,313.52524598388777,1.2065036107863144e-07,4.964674189481847e-05,0.7499144800002376,0.003202995401747811,12.880645651376613,0.07204275832088726
E0142,D0087,success,1080,86.66666666666667,1080.0,0.9166893446815011,313.5848446901376,1.2043272283309065e-07,4.972215112397029e-05,0.7499143255993203,0.0032023866529983075,12.856959992443407,0.07216590078526086
E0142,D0087,success,1080,87.0,1080.0,0.9168337987462202,313.64453391463576,1.2021547910438893e-07,4.9797650939374706e-05,0.7499141709250045,0.003201777211560017,12.833317911813635,0.07228923721517318
E0142,D0087,success,1080,87.33333333333333,1080.0,0.9169779922366593,313.70431376609577,1.1999862917924318e-07,4.987324137404911e-05,0.7499140159768315,0.003201167077246539,12.80971933045526,0.07241276785362685
E0142,D0087,success,1080,87.66666666666667,1080.0,0.9171219256251691,313.76418435327054,1.1978217234566416e-07,4.9948922460766766e-05,0.749913860754342,0.0032005562498732543,12.786164169478358,0.0725364929436959
E0142,D0087,success,1080,88.0,1080.0,0.9172655993832461,313.8241457849523,1.1956610789295528e-07,5.002469423205618e-05,0.7499137052570757,0.0031999447292573356,12.762652350134855,0.07266041272852478
E0142,D0087,success,1080,88.33333333333333,1080.0,0.9174090139815345,313.88419816997225,1.1935043511170338e-07,5.010055672020028e-05,0.749913549484572,0.00319933251521775,12.739183793818235,0.0727845274513277
E0142,D0087,success,1080,88.66666666666667,1080.0,0.9175521698898275,313.9443416172002,1.191351532937848e-07,5.0176509957235547e-05,0.7499133934363695,0.0031987196075752597,12.715758422063306,0.0729088373553875
E0142,D0087,success,1080,89.0,1080.0,0.9176950675770689,314.0045762355445,1.1892026173235586e-07,5.0252553974951225e-05,0.7499132371120061,0.003198106006152431,12.692376156545945,0.07303334268405472
E0142,D0087,success,1080,89.33333333333333,1080.0,0.9178377075113546,314.06490213395136,1.1870575972185493e-07,5.032868880488842e-05,0.749913080511019,0.0031974917107736403,12.669036919082842,0.07315804368074656
E0142,D0087,success,1080,89.66666666666667,1080.0,0.9179800901599346,314.12531942140487,1.1849164655799869e-07,5.0404914478339564e-05,0.7499129236329448,0.003196876721265071,12.645740631631183,0.07328294058894641
E0142,D0087,success,1080,90.0,1080.0,0.9181222159892137,314.18582820692654,1.182779215377814e-07,5.0481231026347196e-05,0.7499127664773195,0.003196261037454728,12.622487216288492,0.0734080336522022
E0142,D0087,success,1080,90.33333333333333,1080.0,0.9182640854647537,314.24642859957515,1.1806458395946763e-07,5.055763847970349e-05,0.7499126090436783,0.003195644659172434,12.599276595292284,0.07353332311412608
E0142,D0087,success,1080,90.66666666666667,1080.0,0.9184056990512746,314.30712070844623,1.1785163312259691e-07,5.063413686894931e-05,0.7499124513315556,0.0031950275862498395,12.576108691019847,0.07365880921839314
E0142,D0087,success,1080,91.0,1080.0,0.9185470572126564,314.367904642672,1.1763906832797533e-07,5.071072622437347e-05,0.7499122933404855,0.0031944098185204242,12.552983425987957,0.07378449220874068
E0142,D0087,success,1080,91.33333333333333,1080.0,0.9186881604119401,314.42878051142094,1.174268888776781e-07,5.0787406576011567e-05,0.7499121350700011,0.003193791355819503,12.52990072285272,0.07391037232896669
E0142,D0087,success,1080,91.66666666666667,1080.0,0.9188290091113301,314.48974842389737,1.1721509407504155e-07,5.086417795364583e-05,0.7499119765196349,0.0031931721979842303,12.506860504409133,0.07403644982292987
E0142,D0087,success,1080,92.0,1080.0,0.9189696037721947,314.5508084893415,1.1700368322466757e-07,5.09410403868036e-05,0.7499118176889189,0.003192552344853604,12.483862693591034,0.0741627249345476
E0142,D0087,success,1080,92.33333333333333,1080.0,0.9191099448550683,314.61196081702855,1.1679265563241654e-07,5.101799390475703e-05,0.7499116585773843,0.003191931796268472,12.460907213470694,0.07428919790779577
E0142,D0087,success,1080,92.66666666666667,1080.0,0.9192500328196526,314.6732055162692,1.1658201060540563e-07,5.1095038536521994e-05,0.7499114991845617,0.0031913105520715327,12.437993987258633,0.07441586898670738
E0142,D0087,success,1080,93.0,1080.0,0.9193898681248185,314.7345426964086,1.1637174745200779e-07,5.1172174310857514e-05,0.7499113395099808,0.0031906886121073454,12.415122938303323,0.07454273841537191
E0142,D0087,success,1080,93.33333333333333,1080.0,0.919529451228607,314.79597246682636,1.1616186548185017e-07,5.124940125626449e-05,0.7499111795531709,0.0031900659762223293,12.392293990091028,0.07466980643793371
E0142,D0087,success,1080,93.66666666666667,1080.0,0.919668782588231,314.8574949369363,1.159523640058084e-07,5.1326719400985414e-05,0.7499110193136604,0.003189442644264771,12.369507066245435,0.07479707329859174
E0142,D0087,success,1080,94.0,1080.0,0.9198078626600774,314.919110216186,1.1574324233600848e-07,5.1404128773003373e-05,0.7499108587909773,0.0031888186160848285,12.346762090527424,0.0749245392415984
