case_id,G0_nm,T1_C,rho_switch,growth_tolerance,T_lower_density_C,T_upper_no_growth_C,T_success_lower_C,T_success_upper_C,window_width_C,n_success
fixed_flux_baseline,75.0,1250.0,0.85,0.1,1250.0,1150.0,nan,nan,nan,0
fixed_flux_baseline,75.0,1300.0,0.75,0.05,1275.0,1100.0,nan,nan,nan,0
fixed_flux_baseline,75.0,1300.0,0.75,0.1,1275.0,1125.0,nan,nan,nan,0
fixed_flux_baseline,75.0,1300.0,0.8,0.05,1275.0,1100.0,nan,nan,nan,0
fixed_flux_baseline,75.0,1300.0,0.8,0.1,1275.0,1125.0,nan,nan,nan,0
fixed_flux_baseline,75.0,1300.0,0.85,0.05,1250.0,1125.0,nan,nan,nan,0
fixed_flux_baseline,75.0,1300.0,0.85,0.1,1250.0,1150.0,nan,nan,nan,0
fixed_flux_baseline,75.0,1350.0,0.75,0.05,1275.0,1100.0,nan,nan,nan,0
fixed_flux_baseline,75.0,1350.0,0.75,0.1,1275.0,1125.0,nan,nan,nan,0
fixed_flux_baseline,75.0,1350.0,0.8,0.05,1275.0,1100.0,nan,nan,nan,0
fixed_flux_baseline,75.0,1350.0,0.8,0.1,1275.0,1125.0,nan,nan,nan,0
fixed_flux_baseline,75.0,1350.0,0.85,0.05,1250.0,1125.0,nan,nan,nan,0
fixed_flux_baseline,75.0,1350.0,0.85,0.1,1250.0,1150.0,nan,nan,nan,0
fixed_flux_baseline,100.0,1250.0,0.75,0.05,1275.0,1100.0,nan,nan,nan,0
fixed_flux_baseline,100.0,1250.0,0.75,0.1,1275.0,1125.0,nan,nan,nan,0
fixed_flux_baseline,100.0,1250.0,0.8,0.05,1275.0,1100.0,nan,nan,nan,0
fixed_flux_baseline,100.0,1250.0,0.8,0.1,1275.0,1125.0,nan,nan,nan,0
fixed_flux_baseline,100.0,1250.0,0.85,0.05,1250.0,1125.0,nan,nan,nan,0
fixed_flux_baseline,100.0,1250.0,0.85,0.1,1250.0,1150.0,nan,nan,nan,0
fixed_flux_baseline,100.0,1300.0,0.75,0.05,1275.0,1100.0,nan,nan,nan,0
fixed_flux_baseline,100.0,1300.0,0.75,0.1,1275.0,1125.0,nan,nan,nan,0
fixed_flux_baseline,100.0,1300.0,0.8,0.05,1275.0,1125.0,nan,nan,nan,0
fixed_flux_baseline,100.0,1300.0,0.8,0.1,1275.0,1150.0,nan,nan,nan,0
fixed_flux_baseline,100.0,1300.0,0.85,0.05,1250.0,1125.0,nan,nan,nan,0
fixed_flux_baseline,100.0,1300.0,0.85,0.1,1250.0,1150.0,nan,nan,nan,0
fixed_flux_baseline,100.0,1350.0,0.75,0.05,1275.0,1100.0,nan,nan,nan,0
fixed_flux_baseline,100.0,1350.0,0.75,0.1,1275.0,1150.0,nan,nan,nan,0
fixed_flux_baseline,100.0,1350.0,0.8,0.05,1275.0,1125.0,nan,nan,nan,0
fixed_flux_baseline,100.0,1350.0,0.8,0.1,1275.0,1150.0,nan,nan,nan,0
fixed_flux_baseline,100.0,1350.0,0.85,0.05,1250.0,1125.0,nan,nan,nan,0
fixed_flux_baseline,100.0,1350.0,0.85,0.1,1250.0,1150.0,nan,nan,nan,0
fixed_flux_baseline,150.0,1250.0,0.75,0.05,1275.0,1125.0,nan,nan,nan,0
fixed_flux_baseline,150.0,1250.0,0.75,0.1,1275.0,1150.0,nan,nan,nan,0
fixed_flux_baseline,150.0,1250.0,0.8,0.05,1275.0,1125.0,nan,nan,nan,0
fixed_flux_baseline,150.0,1250.0,0.8,0.1,1275.0,1150.0,nan,nan,nan,0
fixed_flux_baseline,150.0,1250.0,0.85,0.05,1250.0,1125.0,nan,nan,nan,0
fixed_flux_baseline,150.0,1250.0,0.85,0.1,1250.0,1150.0,nan,nan,nan,0
fixed_flux_baseline,150.0,1300.0,0.75,0.05,1275.0,1125.0,nan,nan,nan,0
fixed_flux_baseline,150.0,1300.0,0.75,0.1,1275.0,1150.0,nan,nan,nan,0
fixed_flux_baseline,150.0,1300.0,0.8,0.05,1275.0,1125.0,nan,nan,nan,0
fixed_flux_baseline,150.0,1300.0,0.8,0.1,1275.0,1150.0,nan,nan,nan,0
fixed_flux_baseline,150.0,1300.0,0.85,0.05,1250.0,1125.0,nan,nan,nan,0
fixed_flux_baseline,150.0,1300.0,0.85,0.1,1250.0,1150.0,nan,nan,nan,0
fixed_flux_baseline,150.0,1350.0,0.75,0.05,1275.0,1125.0,nan,nan,nan,0
fixed_flux_baseline,150.0,1350.0,0.75,0.1,1275.0,1150.0,nan,nan,nan,0
fixed_flux_baseline,150.0,1350.0,0.8,0.05,1275.0,1125.0,nan,nan,nan,0
fixed_flux_baseline,150.0,1350.0,0.8,0.1,1275.0,1150.0,nan,nan,nan,0
fixed_flux_baseline,150.0,1350.0,0.85,0.05,1250.0,1125.0,nan,nan,nan,0
fixed_flux_baseline,150.0,1350.0,0.85,0.1,1250.0,1150.0,nan,nan,nan,0
fixed_flux_baseline,225.0,1250.0,0.75,0.05,1275.0,1150.0,nan,nan,nan,0
fixed_flux_baseline,225.0,1250.0,0.75,0.1,1275.0,1175.0,nan,nan,nan,0
fixed_flux_baseline,225.0,1250.0,0.8,0.05,1250.0,1125.0,nan,nan,nan,0
fixed_flux_baseline,225.0,1250.0,0.8,0.1,1250.0,1175.0,nan,nan,nan,0
fixed_flux_baseline,225.0,1250.0,0.85,0.05,1250.0,1125.0,nan,nan,nan,0
fixed_flux_baseline,225.0,1250.0,0.85,0.1,1250.0,1150.0,nan,nan,nan,0
fixed_flux_baseline,225.0,1300.0,0.75,0.05,1275.0,1150.0,nan,nan,nan,0
fixed_flux_baseline,225.0,1300.0,0.75,0.1,1275.0,1175.0,nan,nan,nan,0
fixed_flux_baseline,225.0,1300.0,0.8,0.05,1250.0,1125.0,nan,nan,nan,0
fixed_flux_baseline,225.0,1300.0,0.8,0.1,1250.0,1175.0,nan,nan,nan,0
fixed_flux_baseline,225.0,1300.0,0.85,0.05,1250.0,1125.0,nan,nan,nan,0
fixed_flux_baseline,225.0,1300.0,0.85,0.1,1250.0,1150.0,nan,nan,nan,0
fixed_flux_baseline,225.0,1350.0,0.75,0.05,1275.0,1150.0,nan,nan,nan,0
fixed_flux_baseline,225.0,1350.0,0.75,0.1,1275.0,1175.0,nan,nan,nan,0
fixed_flux_baseline,225.0,1350.0,0.8,0.05,1250.0,1125.0,nan,nan,nan,0
fixed_flux_baseline,225.0,1350.0,0.8,0.1,1250.0,1175.0,nan,nan,nan,0
fixed_flux_baseline,225.0,1350.0,0.85,0.05,1250.0,1125.0,nan,nan,nan,0
fixed_flux_baseline,225.0,1350.0,0.85,0.1,1250.0,1175.0,nan,nan,nan,0
fixed_flux_baseline,300.0,1250.0,0.75,0.05,1275.0,1150.0,nan,nan,nan,0
fixed_flux_baseline,300.0,1250.0,0.75,0.1,1275.0,1175.0,nan,nan,nan,0
fixed_flux_baseline,300.0,1250.0,0.8,0.05,1250.0,1150.0,nan,nan,nan,0
fixed_flux_baseline,300.0,1250.0,0.8,0.1,1250.0,1175.0,nan,nan,nan,0
fixed_flux_baseline,300.0,1250.0,0.85,0.05,1250.0,1150.0,nan,nan,nan,0
fixed_flux_baseline,300.0,1250.0,0.85,0.1,1250.0,1175.0,nan,nan,nan,0
fixed_flux_baseline,300.0,1300.0,0.75,0.05,1275.0,1150.0,nan,nan,nan,0
fixed_flux_baseline,300.0,1300.0,0.75,0.1,1275.0,1175.0,nan,nan,nan,0
fixed_flux_baseline,300.0,1300.0,0.8,0.05,1250.0,1150.0,nan,nan,nan,0
fixed_flux_baseline,300.0,1300.0,0.8,0.1,1250.0,1175.0,nan,nan,nan,0
fixed_flux_baseline,300.0,1300.0,0.85,0.05,1250.0,1150.0,nan,nan,nan,0
fixed_flux_baseline,300.0,1300.0,0.85,0.1,1250.0,1175.0,nan,nan,nan,0
fixed_flux_baseline,300.0,1350.0,0.75,0.05,1275.0,1150.0,nan,nan,nan,0
fixed_flux_baseline,300.0,1350.0,0.75,0.1,1275.0,1175.0,nan,nan,nan,0
fixed_flux_baseline,300.0,1350.0,0.8,0.05,1250.0,1150.0,nan,nan,nan,0
fixed_flux_baseline,300.0,1350.0,0.8,0.1,1250.0,1175.0,nan,nan,nan,0
fixed_flux_baseline,300.0,1350.0,0.85,0.05,1250.0,1150.0,nan,nan,nan,0
fixed_flux_baseline,300.0,1350.0,0.85,0.1,1250.0,1175.0,nan,nan,nan,0
fixed_flux_baseline,450.0,1250.0,0.75,0.05,1250.0,1150.0,nan,nan,nan,0
fixed_flux_baseline,450.0,1250.0,0.75,0.1,1250.0,1200.0,nan,nan,nan,0
fixed_flux_baseline,450.0,1250.0,0.8,0.05,1250.0,1150.0,nan,nan,nan,0
fixed_flux_baseline,450.0,1250.0,0.8,0.1,1250.0,1175.0,nan,nan,nan,0
fixed_flux_baseline,450.0,1250.0,0.85,0.05,1225.0,1150.0,nan,nan,nan,0
fixed_flux_baseline,450.0,1250.0,0.85,0.1,1225.0,1175.0,nan,nan,nan,0
fixed_flux_baseline,450.0,1300.0,0.75,0.05,1250.0,1150.0,nan,nan,nan,0
fixed_flux_baseline,450.0,1300.0,0.75,0.1,1250.0,1200.0,nan,nan,nan,0
fixed_flux_baseline,450.0,1300.0,0.8,0.05,1250.0,1150.0,nan,nan,nan,0
fixed_flux_baseline,450.0,1300.0,0.8,0.1,1250.0,1175.0,nan,nan,nan,0
fixed_flux_baseline,450.0,1300.0,0.85,0.05,1225.0,1150.0,nan,nan,nan,0
fixed_flux_baseline,450.0,1300.0,0.85,0.1,1225.0,1175.0,nan,nan,nan,0
fixed_flux_baseline,450.0,1350.0,0.75,0.05,1250.0,1150.0,nan,nan,nan,0
fixed_flux_baseline,450.0,1350.0,0.75,0.1,1250.0,1200.0,nan,nan,nan,0
fixed_flux_baseline,450.0,1350.0,0.8,0.05,1250.0,1150.0,nan,nan,nan,0
fixed_flux_baseline,450.0,1350.0,0.8,0.1,1250.0,1175.0,nan,nan,nan,0
fixed_flux_baseline,450.0,1350.0,0.85,0.05,1225.0,1150.0,nan,nan,nan,0
fixed_flux_baseline,450.0,1350.0,0.85,0.1,1225.0,1175.0,nan,nan,nan,0
fixed_flux_baseline,600.0,1250.0,0.75,0.05,1250.0,1175.0,nan,nan,nan,0
fixed_flux_baseline,600.0,1250.0,0.75,0.1,1250.0,1200.0,nan,nan,nan,0
fixed_flux_baseline,600.0,1250.0,0.8,0.05,1250.0,1150.0,nan,nan,nan,0
fixed_flux_baseline,600.0,1250.0,0.8,0.1,1250.0,1200.0,nan,nan,nan,0
fixed_flux_baseline,600.0,1250.0,0.85,0.05,1225.0,1150.0,nan,nan,nan,0
fixed_flux_baseline,600.0,1250.0,0.85,0.1,1225.0,1175.0,nan,nan,nan,0
fixed_flux_baseline,600.0,1300.0,0.75,0.05,1250.0,1175.0,nan,nan,nan,0
fixed_flux_baseline,600.0,1300.0,0.75,0.1,1250.0,1200.0,nan,nan,nan,0
fixed_flux_baseline,600.0,1300.0,0.8,0.05,1250.0,1150.0,nan,nan,nan,0
fixed_flux_baseline,600.0,1300.0,0.8,0.1,1250.0,1200.0,nan,nan,nan,0
fixed_flux_baseline,600.0,1300.0,0.85,0.05,1225.0,1150.0,nan,nan,nan,0
fixed_flux_baseline,600.0,1300.0,0.85,0.1,1225.0,1200.0,nan,nan,nan,0
fixed_flux_baseline,600.0,1350.0,0.75,0.05,1250.0,1175.0,nan,nan,nan,0
fixed_flux_baseline,600.0,1350.0,0.75,0.1,1250.0,1200.0,nan,nan,nan,0
fixed_flux_baseline,600.0,1350.0,0.8,0.05,1250.0,1150.0,nan,nan,nan,0
fixed_flux_baseline,600.0,1350.0,0.8,0.1,1250.0,1200.0,nan,nan,nan,0
fixed_flux_baseline,600.0,1350.0,0.85,0.05,1225.0,1150.0,nan,nan,nan,0
fixed_flux_baseline,600.0,1350.0,0.85,0.1,1225.0,1200.0,nan,nan,nan,0
action_static,50.0,1250.0,0.75,0.05,1275.0,1100.0,nan,nan,nan,0
action_static,50.0,1250.0,0.75,0.1,1275.0,1125.0,nan,nan,nan,0
action_static,50.0,1250.0,0.8,0.05,1275.0,1100.0,nan,nan,nan,0
action_static,50.0,1250.0,0.8,0.1,1275.0,1125.0,nan,nan,nan,0
action_static,50.0,1250.0,0.85,0.05,1250.0,1100.0,nan,nan,nan,0
action_static,50.0,1250.0,0.85,0.1,1250.0,1125.0,nan,nan,nan,0
action_static,50.0,1300.0,0.75,0.05,1275.0,1100.0,nan,nan,nan,0
action_static,50.0,1300.0,0.75,0.1,1275.0,1125.0,nan,nan,nan,0
action_static,50.0,1300.0,0.8,0.05,1275.0,1100.0,nan,nan,nan,0
action_static,50.0,1300.0,0.8,0.1,1275.0,1125.0,nan,nan,nan,0
action_static,50.0,1300.0,0.85,0.05,1250.0,1100.0,nan,nan,nan,0
action_static,50.0,1300.0,0.85,0.1,1250.0,1150.0,nan,nan,nan,0
action_static,50.0,1350.0,0.75,0.05,1275.0,1100.0,nan,nan,nan,0
action_static,50.0,1350.0,0.75,0.1,1275.0,1125.0,nan,nan,nan,0
action_static,50.0,1350.0,0.8,0.05,1275.0,1100.0,nan,nan,nan,0
action_static,50.0,1350.0,0.8,0.1,1275.0,1125.0,nan,nan,nan,0
action_static,50.0,1350.0,0.85,0.05,1250.0,1125.0,nan,nan,nan,0
action_static,50.0,1350.0,0.85,0.1,1250.0,1150.0,nan,nan,nan,0
action_static,75.0,1250.0,0.75,0.05,1275.0,1100.0,nan,nan,nan,0
action_static,75.0,1250.0,0.75,0.1,1275.0,1125.0,nan,nan,nan,0
action_static,75.0,1250.0,0.8,0.05,1275.0,1100.0,nan,nan,nan,0
action_static,75.0,1250.0,0.8,0.1,1275.0,1125.0,nan,nan,nan,0
action_static,75.0,1250.0,0.85,0.05,1250.0,1100.0,nan,nan,nan,0
action_static,75.0,1250.0,0.85,0.1,1250.0,1125.0,nan,nan,nan,0
action_static,75.0,1300.0,0.75,0.05,1275.0,1100.0,nan,nan,nan,0
action_static,75.0,1300.0,0.75,0.1,1275.0,1125.0,nan,nan,nan,0
action_static,75.0,1300.0,0.8,0.05,1275.0,1100.0,nan,nan,nan,0
action_static,75.0,1300.0,0.8,0.1,1275.0,1125.0,nan,nan,nan,0
action_static,75.0,1300.0,0.85,0.05,1250.0,1125.0,nan,nan,nan,0
action_static,75.0,1300.0,0.85,0.1,1250.0,1150.0,nan,nan,nan,0
action_static,75.0,1350.0,0.75,0.05,1275.0,1100.0,nan,nan,nan,0
action_static,75.0,1350.0,0.75,0.1,1275.0,1125.0,nan,nan,nan,0
action_static,75.0,1350.0,0.8,0.05,1275.0,1100.0,nan,nan,nan,0
action_static,75.0,1350.0,0.8,0.1,1275.0,1125.0,nan,nan,nan,0
action_static,75.0,1350.0,0.85,0.05,1250.0,1125.0,nan,nan,nan,0
action_static,75.0,1350.0,0.85,0.1,1250.0,1150.0,nan,nan,nan,0
action_static,100.0,1250.0,0.75,0.05,1275.0,1100.0,nan,nan,nan,0
action_static,100.0,1250.0,0.75,0.1,1275.0,1125.0,nan,nan,nan,0
action_static,100.0,1250.0,0.8,0.05,1275.0,1100.0,nan,nan,nan,0
action_static,100.0,1250.0,0.8,0.1,1275.0,1125.0,nan,nan,nan,0
action_static,100.0,1250.0,0.85,0.05,1250.0,1125.0,nan,nan,nan,0
action_static,100.0,1250.0,0.85,0.1,1250.0,1150.0,nan,nan,nan,0
action_static,100.0,1300.0,0.75,0.05,1275.0,1100.0,nan,nan,nan,0
action_static,100.0,1300.0,0.75,0.1,1275.0,1125.0,nan,nan,nan,0
action_static,100.0,1300.0,0.8,0.05,1275.0,1125.0,nan,nan,nan,0
action_static,100.0,1300.0,0.8,0.1,1275.0,1150.0,nan,nan,nan,0
action_static,100.0,1300.0,0.85,0.05,1250.0,1125.0,nan,nan,nan,0
action_static,100.0,1300.0,0.85,0.1,1250.0,1150.0,nan,nan,nan,0
action_static,100.0,1350.0,0.75,0.05,1275.0,1100.0,nan,nan,nan,0
action_static,100.0,1350.0,0.75,0.1,1275.0,1150.0,nan,nan,nan,0
action_static,100.0,1350.0,0.8,0.05,1250.0,1125.0,nan,nan,nan,0
action_static,100.0,1350.0,0.8,0.1,1250.0,1150.0,nan,nan,nan,0
action_static,100.0,1350.0,0.85,0.05,1250.0,1125.0,nan,nan,nan,0
action_static,100.0,1350.0,0.85,0.1,1250.0,1150.0,nan,nan,nan,0
action_static,150.0,1250.0,0.75,0.05,1275.0,1125.0,nan,nan,nan,0
action_static,150.0,1250.0,0.75,0.1,1275.0,1150.0,nan,nan,nan,0
action_static,150.0,1250.0,0.8,0.05,1250.0,1125.0,nan,nan,nan,0
action_static,150.0,1250.0,0.8,0.1,1250.0,1150.0,nan,nan,nan,0
action_static,150.0,1250.0,0.85,0.05,1250.0,1125.0,nan,nan,nan,0
action_static,150.0,1250.0,0.85,0.1,1250.0,1150.0,nan,nan,nan,0
action_static,150.0,1300.0,0.75,0.05,1275.0,1125.0,nan,nan,nan,0
action_static,150.0,1300.0,0.75,0.1,1275.0,1150.0,nan,nan,nan,0
action_static,150.0,1300.0,0.8,0.05,1250.0,1125.0,nan,nan,nan,0
action_static,150.0,1300.0,0.8,0.1,1250.0,1150.0,nan,nan,nan,0
action_static,150.0,1300.0,0.85,0.05,1250.0,1125.0,nan,nan,nan,0
action_static,150.0,1300.0,0.85,0.1,1250.0,1150.0,nan,nan,nan,0
action_static,150.0,1350.0,0.75,0.05,1275.0,1125.0,nan,nan,nan,0
action_static,150.0,1350.0,0.75,0.1,1275.0,1150.0,nan,nan,nan,0
action_static,150.0,1350.0,0.8,0.05,1250.0,1125.0,nan,nan,nan,0
action_static,150.0,1350.0,0.8,0.1,1250.0,1150.0,nan,nan,nan,0
action_static,150.0,1350.0,0.85,0.05,1250.0,1125.0,nan,nan,nan,0
action_static,150.0,1350.0,0.85,0.1,1250.0,1150.0,nan,nan,nan,0
action_static,225.0,1250.0,0.75,0.05,1275.0,1150.0,nan,nan,nan,0
action_static,225.0,1250.0,0.75,0.1,1275.0,1175.0,nan,nan,nan,0
action_static,225.0,1250.0,0.8,0.05,1250.0,1125.0,nan,nan,nan,0
action_static,225.0,1250.0,0.8,0.1,1250.0,1175.0,nan,nan,nan,0
action_static,225.0,1250.0,0.85,0.05,1225.0,1125.0,nan,nan,nan,0
action_static,225.0,1250.0,0.85,0.1,1225.0,1150.0,nan,nan,nan,0
action_static,225.0,1300.0,0.75,0.05,1275.0,1150.0,nan,nan,nan,0
action_static,225.0,1300.0,0.75,0.1,1275.0,1175.0,nan,nan,nan,0
action_static,225.0,1300.0,0.8,0.05,1250.0,1125.0,nan,nan,nan,0
action_static,225.0,1300.0,0.8,0.1,1250.0,1175.0,nan,nan,nan,0
action_static,225.0,1300.0,0.85,0.05,1225.0,1125.0,nan,nan,nan,0
action_static,225.0,1300.0,0.85,0.1,1225.0,1150.0,nan,nan,nan,0
action_static,225.0,1350.0,0.75,0.05,1275.0,1150.0,nan,nan,nan,0
action_static,225.0,1350.0,0.75,0.1,1275.0,1175.0,nan,nan,nan,0
action_static,225.0,1350.0,0.8,0.05,1250.0,1150.0,nan,nan,nan,0
action_static,225.0,1350.0,0.8,0.1,1250.0,1175.0,nan,nan,nan,0
action_static,225.0,1350.0,0.85,0.05,1225.0,1125.0,nan,nan,nan,0
action_static,225.0,1350.0,0.85,0.1,1225.0,1175.0,nan,nan,nan,0
action_static,300.0,1250.0,0.75,0.05,1275.0,1150.0,nan,nan,nan,0
action_static,300.0,1250.0,0.75,0.1,1275.0,1175.0,nan,nan,nan,0
action_static,300.0,1250.0,0.8,0.05,1250.0,1150.0,nan,nan,nan,0
action_static,300.0,1250.0,0.8,0.1,1250.0,1175.0,nan,nan,nan,0
action_static,300.0,1250.0,0.85,0.05,1225.0,1150.0,nan,nan,nan,0
action_static,300.0,1250.0,0.85,0.1,1225.0,1175.0,nan,nan,nan,0
action_static,300.0,1300.0,0.75,0.05,1275.0,1150.0,nan,nan,nan,0
action_static,300.0,1300.0,0.75,0.1,1275.0,1175.0,nan,nan,nan,0
action_static,300.0,1300.0,0.8,0.05,1250.0,1150.0,nan,nan,nan,0
action_static,300.0,1300.0,0.8,0.1,1250.0,1175.0,nan,nan,nan,0
action_static,300.0,1300.0,0.85,0.05,1225.0,1150.0,nan,nan,nan,0
action_static,300.0,1300.0,0.85,0.1,1225.0,1175.0,nan,nan,nan,0
action_static,300.0,1350.0,0.75,0.05,1275.0,1150.0,nan,nan,nan,0
action_static,300.0,1350.0,0.75,0.1,1275.0,1175.0,nan,nan,nan,0
action_static,300.0,1350.0,0.8,0.05,1250.0,1150.0,nan,nan,nan,0
action_static,300.0,1350.0,0.8,0.1,1250.0,1175.0,nan,nan,nan,0
action_static,300.0,1350.0,0.85,0.05,1225.0,1150.0,nan,nan,nan,0
action_static,300.0,1350.0,0.85,0.1,1225.0,1175.0,nan,nan,nan,0
action_static,450.0,1250.0,0.75,0.05,1250.0,1150.0,nan,nan,nan,0
action_static,450.0,1250.0,0.75,0.1,1250.0,1200.0,nan,nan,nan,0
action_static,450.0,1250.0,0.8,0.05,1250.0,1150.0,nan,nan,nan,0
action_static,450.0,1250.0,0.8,0.1,1250.0,1175.0,nan,nan,nan,0
action_static,450.0,1250.0,0.85,0.05,1225.0,1150.0,nan,nan,nan,0
action_static,450.0,1250.0,0.85,0.1,1225.0,1175.0,nan,nan,nan,0
action_static,450.0,1300.0,0.75,0.05,1250.0,1150.0,nan,nan,nan,0
action_static,450.0,1300.0,0.75,0.1,1250.0,1200.0,nan,nan,nan,0
action_static,450.0,1300.0,0.8,0.05,1250.0,1150.0,nan,nan,nan,0
action_static,450.0,1300.0,0.8,0.1,1250.0,1175.0,nan,nan,nan,0
action_static,450.0,1300.0,0.85,0.05,1225.0,1150.0,nan,nan,nan,0
action_static,450.0,1300.0,0.85,0.1,1225.0,1175.0,nan,nan,nan,0
action_static,450.0,1350.0,0.75,0.05,1250.0,1150.0,nan,nan,nan,0
action_static,450.0,1350.0,0.75,0.1,1250.0,1200.0,nan,nan,nan,0
action_static,450.0,1350.0,0.8,0.05,1250.0,1150.0,nan,nan,nan,0
action_static,450.0,1350.0,0.8,0.1,1250.0,1175.0,nan,nan,nan,0
action_static,450.0,1350.0,0.85,0.05,1225.0,1150.0,nan,nan,nan,0
action_static,450.0,1350.0,0.85,0.1,1225.0,1175.0,nan,nan,nan,0
action_static,600.0,1250.0,0.75,0.05,1250.0,1175.0,nan,nan,nan,0
action_static,600.0,1250.0,0.75,0.1,1250.0,1200.0,nan,nan,nan,0
action_static,600.0,1250.0,0.8,0.05,1250.0,1150.0,nan,nan,nan,0
action_static,600.0,1250.0,0.8,0.1,1250.0,1200.0,nan,nan,nan,0
action_static,600.0,1250.0,0.85,0.05,1225.0,1150.0,nan,nan,nan,0
action_static,600.0,1250.0,0.85,0.1,1225.0,1200.0,nan,nan,nan,0
action_static,600.0,1300.0,0.75,0.05,1250.0,1175.0,nan,nan,nan,0
action_static,600.0,1300.0,0.75,0.1,1250.0,1200.0,nan,nan,nan,0
action_static,600.0,1300.0,0.8,0.05,1250.0,1150.0,nan,nan,nan,0
action_static,600.0,1300.0,0.8,0.1,1250.0,1200.0,nan,nan,nan,0
action_static,600.0,1300.0,0.85,0.05,1225.0,1150.0,nan,nan,nan,0
action_static,600.0,1300.0,0.85,0.1,1225.0,1200.0,nan,nan,nan,0
action_static,600.0,1350.0,0.75,0.05,1250.0,1175.0,nan,nan,nan,0
action_static,600.0,1350.0,0.75,0.1,1250.0,1200.0,nan,nan,nan,0
action_static,600.0,1350.0,0.8,0.05,1250.0,1150.0,nan,nan,nan,0
action_static,600.0,1350.0,0.8,0.1,1250.0,1200.0,nan,nan,nan,0
action_static,600.0,1350.0,0.85,0.05,1225.0,1150.0,nan,nan,nan,0
action_static,600.0,1350.0,0.85,0.1,1225.0,1200.0,nan,nan,nan,0
action_evolving_no_capture,50.0,1250.0,0.75,0.05,1275.0,1100.0,nan,nan,nan,0
action_evolving_no_capture,50.0,1250.0,0.75,0.1,1275.0,1125.0,nan,nan,nan,0
action_evolving_no_capture,50.0,1250.0,0.8,0.05,1275.0,1100.0,nan,nan,nan,0
action_evolving_no_capture,50.0,1250.0,0.8,0.1,1275.0,1125.0,nan,nan,nan,0
action_evolving_no_capture,50.0,1250.0,0.85,0.05,1250.0,1100.0,nan,nan,nan,0
action_evolving_no_capture,50.0,1250.0,0.85,0.1,1250.0,1125.0,nan,nan,nan,0
action_evolving_no_capture,50.0,1300.0,0.75,0.05,1275.0,1100.0,nan,nan,nan,0
action_evolving_no_capture,50.0,1300.0,0.75,0.1,1275.0,1125.0,nan,nan,nan,0
action_evolving_no_capture,50.0,1300.0,0.8,0.05,1275.0,1100.0,nan,nan,nan,0
action_evolving_no_capture,50.0,1300.0,0.8,0.1,1275.0,1125.0,nan,nan,nan,0
action_evolving_no_capture,50.0,1300.0,0.85,0.05,1250.0,1125.0,nan,nan,nan,0
action_evolving_no_capture,50.0,1300.0,0.85,0.1,1250.0,1150.0,nan,nan,nan,0
action_evolving_no_capture,50.0,1350.0,0.75,0.05,1275.0,1100.0,nan,nan,nan,0
action_evolving_no_capture,50.0,1350.0,0.75,0.1,1275.0,1125.0,nan,nan,nan,0
action_evolving_no_capture,50.0,1350.0,0.8,0.05,1275.0,1100.0,nan,nan,nan,0
