case,t_s,T_K,rho,sigma_eff_Pa,P_surf_W_m3,P_dens_W_m3,P_excess_W_m3,efficiency,stress_bound_hit
CS_thermal,14299.329852516234,1488.098957975622,0.5582413540838065,250000000.0,40760.31560206793,23057.430498802383,17702.885103265548,0.5656833161918057,True
CS_thermal,14422.898609578488,1498.3181700480386,0.5707313336908406,250000000.0,46536.364623265465,26919.062692514297,19617.301930751168,0.5784522042157186,True
CS_thermal,14547.663148907533,1508.7403404698093,0.5854172557207462,250000000.0,52383.576915100995,31272.907793196136,21110.66912190486,0.5969983272406293,True
CS_thermal,14686.605515474477,1520.4339659335105,0.6044331618826837,250000000.0,58488.164433867234,36450.99176709089,22037.172666776343,0.623219964584564,True
CS_thermal,14814.0149522592,1531.1976427816103,0.6244031518348884,250000000.0,63257.96688718793,41211.11655263817,22046.850334549767,0.6514770957804041,True
CS_thermal,14944.88366986724,1542.2606374268212,0.6473334511864031,250000000.0,66904.00866040376,45736.77653662119,21167.232123782574,0.6836178795918679,True
CS_thermal,15075.917642900597,1553.32421599497,0.6724433122556248,250000000.0,68967.40213914093,49499.413734769914,19467.98840437102,0.7177218830847858,True
CS_thermal,15205.852774903415,1564.2728941193368,0.6989728577959284,250000000.0,69296.84212094649,52118.04683136319,17178.795289583293,0.7520984396431735,True
CS_thermal,15334.717540448803,1575.1080653255708,0.7262529098558095,250000000.0,67975.6286463483,53381.726633434315,14593.902012913983,0.7853068474167325,True
CS_thermal,15463.224940298582,1585.8917480416972,0.7537099636536961,250000000.0,65232.65563897868,53227.69997206808,12004.955666910595,0.8159670865869634,True
CS_thermal,15592.424358070248,1596.7148008156942,0.7808505418973172,250000000.0,61359.71228687791,51707.57343424059,9652.13885263732,0.8426958260900862,True
CS_thermal,15714.396639304321,1606.9177129763439,0.8054528648402131,250000000.0,57005.16371030969,49180.64786236606,7824.515847943629,0.8627402266975943,True
CS_thermal,15840.40356703008,1617.4446602126027,0.8293326273805696,250000000.0,52131.773239060814,45699.58708254952,6432.186156511292,0.876616777890612,True
CS_thermal,15963.189550518828,1627.6900375529267,0.8507500810333857,250000000.0,47314.0381797415,41726.53758433078,5587.5005954107255,0.8819060724813987,True
CS_thermal,16084.837988081505,1637.8287145960799,0.8699563176096186,250000000.0,42699.66141526343,37488.42969996707,5211.231715296359,0.8779561349534835,True
CS_thermal,16207.305951598022,1648.0241357090858,0.8871819163783694,250000000.0,38361.90515853854,33154.40374719184,5207.501411346697,0.8642533161524274,True
CS_thermal,16332.549522602108,1658.4390913239017,0.9026282038536281,250000000.0,34338.324043504275,28854.026035747294,5484.298007756981,0.8402863808726146,True
CS_thermal,16453.06727416909,1668.4512995627633,0.9155204132330893,250000000.0,30909.492229026655,24982.471543235013,5927.020685791642,0.8082459381126402,True
CS_thermal,16579.18636019265,1678.9213608854684,0.9271066211356386,250000000.0,27802.25220131379,21301.622391801076,6500.629809512713,0.7661833378662205,True
CS_thermal,16701.605780417107,1689.0806010790934,0.9366797285370975,250000000.0,25240.55346386805,18128.43447146894,7112.118992399111,0.7182265039243241,True
CS_thermal,16830.350293231764,1699.7645294699519,0.9451850381432105,250000000.0,22990.15658144988,15216.62818957821,7773.528391871669,0.6618757960898833,True
CS_thermal,16954.039085818236,1710.0310739125712,0.9520486857020921,250000000.0,21212.855549697353,12808.478824245916,8404.376725451437,0.6038073843588991,True
CS_thermal,17083.01249565709,1720.7396640490201,0.9580393305699002,250000000.0,19718.888947512743,10669.914763450084,9048.97418406266,0.5411012147718364,True
CS_thermal,17204.615196670624,1730.8396337931667,0.9627621114906287,250000000.0,18613.695742217544,8966.379353908034,9647.31638830951,0.481708709440838,True
CS_thermal,17330.11043076656,1741.2660736743442,0.9668441163973553,250000000.0,17753.58725440626,7488.796918399045,10264.790336007212,0.4218188026501744,True
CS_thermal,17459.251288176205,1751.9983211542085,0.9703434704404109,250000000.0,17139.515030486982,6225.858742058001,10913.656288428981,0.3632459104580106,True
CS_thermal,17591.80933875237,1763.0171446184818,0.9733244666978468,250000000.0,16769.867050546512,5160.028847817759,11609.838202728753,0.3076964672567037,True
CS_thermal,17700.0,1772.0270011235566,0.9753769917210872,250000000.0,16648.416066840855,4434.946186574394,12213.46988026646,0.26638847616306327,True
rate50_thermal,30.0,298.15,0.4840336134453783,250000000.0,3.762290966637935e-49,5.664077506207515e-57,3.76229090999716e-49,1.505486299819351e-08,True
rate50_thermal,60.0,323.15,0.4840336134453783,250000000.0,5.318373481159382e-44,5.316699086698136e-51,5.318372949489473e-44,9.996851679433238e-08,True
rate50_thermal,90.0,348.15,0.4840336134453783,250000000.0,1.3690984394333876e-39,6.92476477380823e-46,1.3690977469569102e-39,5.057901297933039e-07,True
rate50_thermal,120.0,373.15,0.4840336134453783,250000000.0,9.038314679661634e-36,1.8613091839019715e-41,9.038296066569795e-36,2.0593542600263315e-06,True
rate50_thermal,150.0,398.15,0.4840336134453783,250000000.0,1.9772662113030408e-32,1.3898971835052029e-37,1.9772523123312059e-32,7.029388230880884e-06,True
rate50_thermal,180.0,423.15,0.4840336134453783,250000000.0,1.7433571382420314e-29,3.6181644127272624e-34,1.7433209565979042e-29,2.0754005782061107e-05,True
rate50_thermal,210.0,448.15,0.4840336134453783,250000000.0,7.212714184340795e-27,3.9167575210100853e-31,7.212322508588695e-27,5.430351766209708e-05,True
rate50_thermal,240.0,473.15,0.4840336134453783,250000000.0,1.5786676197706582e-24,2.0262900287681137e-28,1.5784649907677814e-24,0.00012835444291069224,True
rate50_thermal,270.0,498.15,0.4840336134453783,250000000.0,2.0118444301924633e-22,5.598751743178038e-26,2.0112845550181455e-22,0.00027828949689924254,True
rate50_thermal,300.0,523.15,0.4840336134453783,250000000.0,1.6131841072467197e-20,9.039518301129812e-24,1.6122801554166067e-20,0.0005603525512384255,True
rate50_thermal,330.0,548.15,0.4840336134453783,250000000.0,8.67141992778497e-19,9.178880335245e-22,8.662241047449725e-19,0.0010585210278923323,True
rate50_thermal,360.0,573.15,0.4840336134453783,250000000.0,3.2926131328773585e-17,6.228451553247587e-20,3.286384681324111e-17,0.001891643901634034,True
rate50_thermal,390.0,598.15,0.4840336134453783,250000000.0,9.224933280295092e-16,2.9707483749173672e-18,9.195225796545919e-16,0.003220346732765028,True
rate50_thermal,420.0,623.15,0.4840336134453783,250000000.0,1.978099768311832e-14,1.039140177793718e-16,1.9677083665338947e-14,0.005253224303648499,True
rate50_thermal,450.0,648.15,0.4840336134453783,250000000.0,3.348376755949446e-13,2.7630513961343216e-15,3.3207462419881026e-13,0.00825191308363042,True
rate50_thermal,480.0,673.15,0.4840336134453783,250000000.0,4.593714018320008e-12,5.758101531387415e-14,4.536133003006134e-12,0.012534740970865316,True
rate50_thermal,510.0,698.15,0.4840336134453783,250000000.0,5.224448961975852e-11,9.65413977311036e-13,5.127907564244748e-11,0.01847877133717702,True
rate50_thermal,540.0,723.15,0.4840336134453783,250000000.0,5.022404252328268e-10,1.3319504562990148e-11,4.889209206698367e-10,0.026520176182185138,True
rate50_thermal,570.0,748.15,0.4840336134453783,250000000.0,4.150458434103737e-09,1.5420188936096163e-10,3.996256544742776e-09,0.03715297763107474,True
rate50_thermal,600.0,773.15,0.48403361344537854,250000000.0,2.9920282813457954e-08,1.523728738712686e-09,2.8396554074745267e-08,0.0509262812859283,True
rate50_thermal,630.0,798.15,0.4840336134453801,250000000.0,1.9058740275991594e-07,1.3043837361409408e-08,1.7754356539850653e-07,0.06844018635292913,True
rate50_thermal,660.0,823.15,0.48403361344539186,250000000.0,1.08487099583948e-06,9.800789275494594e-08,9.868631030845342e-07,0.09034059637579933,True
rate50_thermal,690.0,848.15,0.48403361344547036,250000000.0,5.573610707896654e-06,6.538579581986387e-07,4.919752749698016e-06,0.11731317317735471,True
rate50_thermal,720.0,873.15,0.48403361344593987,250000000.0,2.6073200168795275e-05,3.912979284413538e-06,2.2160220884381737e-05,0.15007667870001778,True
rate50_thermal,750.0,898.15,0.4840336134484835,250000000.0,0.00011193088588625095,2.1197016580059493e-05,9.073386930619146e-05,0.18937593866272823,True
rate50_thermal,780.0,923.15,0.48403361346105767,250000000.0,0.00044405216785804556,0.00010478505132182973,0.0003392671165362158,0.23597464195992254,True
rate50_thermal,810.0,948.15,0.4840336135181931,250000000.0,0.001638164187052172,0.0004761294124214981,0.001162034774630674,0.2906481634653965,True
rate50_thermal,840.0,973.15,0.4840336137583824,250000000.0,0.005651355067234452,0.0020015775346235013,0.0036497775326109505,0.3541765666482877,True
rate50_thermal,870.0,998.15,0.4840336146980211,250000000.0,0.018323488678197608,0.00783032122661519,0.010493167451582418,0.42733790295797647,True
rate50_thermal,900.0,1023.15,0.4840336181369058,250000000.0,0.05609173707028096,0.02865737286140114,0.02743436420887982,0.5109018610975529,True
rate50_thermal,930.0,1048.15,0.4840336299671907,250000000.0,0.16278377509500913,0.09858570853415555,0.06419806656085358,0.605623677646103,True
rate50_thermal,960.0,1073.15,0.48403366838839834,250000000.0,0.4495362497076096,0.32017673020154375,0.12935951950606583,0.7122378460241977,True
rate50_thermal,990.0,1098.15,0.48403378665155883,250000000.0,1.1853102096520922,0.9855263371957157,0.19978387245637652,0.8314501378377427,True
rate50_thermal,1020.0,1123.15,0.48403413289223896,250000000.0,2.993327064657155,2.8853390006448154,0.10798806401233962,0.9639237337986292,True
rate50_thermal,1050.0,1148.15,0.4840350271468359,243565221.93972194,7.260310646640943,7.260310646113083,5.27860422039339e-10,0.999999999927295,False
rate50_thermal,1080.0,1173.15,0.48403718990797995,235216072.1463064,16.957206041118255,16.957206042924224,0.0,1.0000000001065015,False
rate50_thermal,1110.0,1198.15,0.4840422373570089,227208890.4690106,38.22750976703853,38.227509785502285,0.0,1.0000000004829965,False
rate50_thermal,1140.0,1223.15,0.4840536272058531,219564286.41189575,83.36013446022737,83.36013445996583,2.615365701785777e-10,0.9999999999968626,False
rate50_thermal,1170.0,1248.15,0.4840785184510815,212340787.1946547,176.18088692581966,176.18088686891363,5.6906031886683195e-08,0.9999999996770023,False
rate50_thermal,1204.966981975645,1295.2191844571921,0.4841620131053893,200666130.21255922,666.2549857260728,666.254985920495,0.0,1.0000000002918135,False
rate50_thermal,1236.772384270359,1325.413165117382,0.4843399021595137,195927755.57721066,1486.7881414110498,1486.7881415125808,0.0,1.0000000000682887,False
rate50_thermal,1268.9655781509232,1353.6683066366686,0.4847126356373761,194774578.47546613,3046.41719906244,3046.417198507104,5.553361006604973e-07,0.9999999998177085,False
