T1_C,T2_C,switch_density,hold_h,final_rho,final_G_um,density_ok,growth_ok,chen_success
1450,1050,0.85,20,0.8569242888547979,0.45556318702078286,False,False,False
1450,1050,0.85,40,0.8628463520025667,0.4852747061312378,False,False,False
1450,1050,0.9,20,0.9038033157666481,0.6575075991611619,False,False,False
1450,1050,0.9,40,0.9065165486003702,0.685893688272288,False,False,False
1450,1150,0.75,20,0.8887688282658941,0.6123022540723727,False,False,False
1450,1150,0.75,40,0.9253736397316552,0.9093592252647381,False,False,False
1450,1150,0.85,20,0.9121749343039485,0.7735740429236736,False,False,False
1450,1150,0.85,40,0.9359022196708773,1.046132276022445,False,False,False
1450,1150,0.9,20,0.9319301500487944,0.9554449742416218,False,False,False
1450,1150,0.9,40,0.9468299343203787,1.2053842610086016,False,False,False
1450,1250,0.75,20,0.976161123718511,2.263348417309427,True,False,False
1450,1250,0.75,40,0.983794898023256,3.2288341564085687,True,False,False
1450,1250,0.85,20,0.9768314743442428,2.3142602346295775,True,False,False
1450,1250,0.85,40,0.9840123052263534,3.2646888304429442,True,False,False
1450,1250,0.9,20,0.9781325258576002,2.3787928738414625,True,False,False
1450,1250,0.9,40,0.9846351734493957,3.310711895705846,True,False,False
1450,1300,0.75,20,0.9861737989310145,3.814823671776507,False,False,False
1450,1300,0.75,40,0.9892727349129811,5.4050157038695925,False,False,False
1450,1300,0.85,20,0.9862859633973773,3.8412855236532173,False,False,False
1450,1300,0.85,40,0.9893216259989093,5.423706663348166,False,False,False
1450,1300,0.9,20,0.9866706917700986,3.876098482374969,False,False,False
1450,1300,0.9,40,0.9895731993792148,5.448400448973872,False,False,False
1500,1050,0.75,20,0.7701793056083795,0.27848978546894826,False,True,False
1500,1050,0.75,40,0.7856106215607193,0.30585365630979916,False,True,False
1500,1050,0.85,20,0.8579773845308533,0.45949716289035175,False,False,False
1500,1050,0.85,40,0.8638059886441978,0.4890482942326496,False,False,False
1500,1050,0.9,20,0.9034208541407994,0.6573783923766332,False,False,False
1500,1050,0.9,40,0.9061458318838727,0.6855978405683988,False,False,False
1500,1150,0.75,20,0.8887400292537336,0.6121416199248494,False,False,False
1500,1150,0.75,40,0.9253618361467035,0.9092234096426104,False,False,False
1500,1150,0.85,20,0.9125562471163711,0.7768436956078285,False,False,False
1500,1150,0.85,40,0.9360899024264593,1.0488956446138173,False,False,False
1500,1150,0.9,20,0.931711609271051,0.9547240008872613,False,False,False
1500,1150,0.9,40,0.946674328942223,1.204459318414622,False,False,False
1500,1250,0.75,20,0.9761645512895597,2.263630430854868,True,False,False
1500,1250,0.75,40,0.9837958484616889,3.2290316312726475,True,False,False
1500,1250,0.85,20,0.976853120599894,2.316153618025741,True,False,False
1500,1250,0.85,40,0.9840184837095902,3.2660289028156906,True,False,False
1500,1250,0.9,20,0.9780909525599597,2.3799325267178517,True,False,False
1500,1250,0.9,40,0.9846011882852121,3.311529309873262,True,False,False
1500,1300,0.75,20,0.9861754280606566,3.8153777274438903,False,False,False
1500,1300,0.75,40,0.9892731847871875,5.405406112063849,False,False,False
1500,1300,0.85,20,0.9862903569936387,3.8433149156094597,False,False,False
1500,1300,0.85,40,0.9893221457632324,5.425142627095758,False,False,False
1500,1300,0.9,20,0.986642682383244,3.878566902634945,False,False,False
1500,1300,0.9,40,0.9895479038753335,5.45015352481494,False,False,False
