case,t_s,rho,bin,radius_m,tau_remove_s
CS_thermal,3000.0,0.4840336134453783,10,7.818414472715056e-08,inf
CS_thermal,3000.0,0.4840336134453783,11,9.8e-08,inf
CS_thermal,3120.0,0.4840336134453783,0,8.166666666666667e-09,3.045560287835771e+27
CS_thermal,3120.0,0.4840336134453783,1,1.0236517085738568e-08,9.669157024404181e+27
CS_thermal,3120.0,0.4840336134453783,2,1.2830973311830731e-08,2.7162981096808938e+28
CS_thermal,3120.0,0.4840336134453783,3,1.6082997248964597e-08,8.345542337526351e+28
CS_thermal,3120.0,0.4840336134453783,4,2.0159250138234185e-08,3.161372678058895e+29
CS_thermal,3120.0,0.4840336134453783,5,2.526863369090349e-08,3.267912745053381e+30
CS_thermal,3120.0,0.4840336134453783,6,3.167299598084116e-08,inf
CS_thermal,3120.0,0.4840336134453783,7,3.970055075686648e-08,inf
CS_thermal,3120.0,0.4840336134453783,8,4.976269789419122e-08,inf
CS_thermal,3120.0,0.4840336134453783,9,6.237510700730634e-08,inf
CS_thermal,3120.0,0.4840336134453783,10,7.818414472715056e-08,inf
CS_thermal,3120.0,0.4840336134453783,11,9.8e-08,inf
CS_thermal,3240.0,0.4840336134453783,0,8.166666666666667e-09,5.916275676643739e+26
CS_thermal,3240.0,0.4840336134453783,1,1.0236517085738568e-08,1.8084596891873204e+27
CS_thermal,3240.0,0.4840336134453783,2,1.2830973311830731e-08,4.965800189150436e+27
CS_thermal,3240.0,0.4840336134453783,3,1.6082997248964597e-08,1.4592997089741204e+28
CS_thermal,3240.0,0.4840336134453783,4,2.0159250138234185e-08,4.942979992958317e+28
CS_thermal,3240.0,0.4840336134453783,5,2.526863369090349e-08,2.5958988725991774e+29
CS_thermal,3240.0,0.4840336134453783,6,3.167299598084116e-08,inf
CS_thermal,3240.0,0.4840336134453783,7,3.970055075686648e-08,inf
CS_thermal,3240.0,0.4840336134453783,8,4.976269789419122e-08,inf
CS_thermal,3240.0,0.4840336134453783,9,6.237510700730634e-08,inf
CS_thermal,3240.0,0.4840336134453783,10,7.818414472715056e-08,inf
CS_thermal,3240.0,0.4840336134453783,11,9.8e-08,inf
CS_thermal,3360.0,0.4840336134453783,0,8.166666666666667e-09,1.2024328185050146e+26
CS_thermal,3360.0,0.4840336134453783,1,1.0236517085738568e-08,3.55570799930014e+26
CS_thermal,3360.0,0.4840336134453783,2,1.2830973311830731e-08,9.581124577809285e+26
CS_thermal,3360.0,0.4840336134453783,3,1.6082997248964597e-08,2.719796481486557e+27
CS_thermal,3360.0,0.4840336134453783,4,2.0159250138234185e-08,8.536872001639479e+27
CS_thermal,3360.0,0.4840336134453783,5,2.526863369090349e-08,3.435781661848829e+28
CS_thermal,3360.0,0.4840336134453783,6,3.167299598084116e-08,8.285950652680928e+29
CS_thermal,3360.0,0.4840336134453783,7,3.970055075686648e-08,inf
CS_thermal,3360.0,0.4840336134453783,8,4.976269789419122e-08,inf
CS_thermal,3360.0,0.4840336134453783,9,6.237510700730634e-08,inf
CS_thermal,3360.0,0.4840336134453783,10,7.818414472715056e-08,inf
CS_thermal,3360.0,0.4840336134453783,11,9.8e-08,inf
CS_thermal,3480.0,0.4840336134453783,0,8.166666666666667e-09,2.5545795634723657e+25
CS_thermal,3480.0,0.4840336134453783,1,1.0236517085738568e-08,7.3416403243160926e+25
CS_thermal,3480.0,0.4840336134453783,2,1.2830973311830731e-08,1.94788761030629e+26
CS_thermal,3480.0,0.4840336134453783,3,1.6082997248964597e-08,5.3817804551500026e+26
CS_thermal,3480.0,0.4840336134453783,4,2.0159250138234185e-08,1.6002335661291264e+27
CS_thermal,3480.0,0.4840336134453783,5,2.526863369090349e-08,5.573560824277617e+27
CS_thermal,3480.0,0.4840336134453783,6,3.167299598084116e-08,3.3167555496308282e+28
CS_thermal,3480.0,0.4840336134453783,7,3.970055075686648e-08,inf
CS_thermal,3480.0,0.4840336134453783,8,4.976269789419122e-08,inf
CS_thermal,3480.0,0.4840336134453783,9,6.237510700730634e-08,inf
CS_thermal,3480.0,0.4840336134453783,10,7.818414472715056e-08,inf
CS_thermal,3480.0,0.4840336134453783,11,9.8e-08,inf
CS_thermal,3600.0,0.4840336134453783,0,8.166666666666667e-09,5.668451725355406e+24
CS_thermal,3600.0,0.4840336134453783,1,1.0236517085738568e-08,1.5900074009187536e+25
CS_thermal,3600.0,0.4840336134453783,2,1.2830973311830731e-08,4.165638416270949e+25
CS_thermal,3600.0,0.4840336134453783,3,1.6082997248964597e-08,1.1266794609261247e+26
