base_mechanism,TJ_constraint_mode,q_TJ,t_s,T_C,rho,G_nm,C_TJ_total,C_TJ_pore,C_TJ_structural,C_TJ_constraint,C_TJ_relaxed,C_TJ_pinned,R_TJ_pore_drag,Lambda_TJ_structural,K_TJ_structural,Lambda_over_K_TJ,P_comp_TJ_structural,P_TJ_multihit,P_TJ_pore_drag,P_TJ_assisted_densification
mech_009,current_all_TJ_multihit,1,180.0000000000023,85.00000000000077,0.7,75.00000000000001,0.36234560971639895,0.14979414628853194,0.21255146342786702,0.14979414628853194,0.0,0.0,0.0,2.9705616898952045e-23,0.5000000000000001,5.941123379790408e-23,0.0,5.119903617325172e-44,0.0,1.870047814818766e-47
mech_009,current_all_TJ_multihit,1,198.00000000000256,91.00000000000085,0.7,75.00000000000001,0.36234560971639895,0.14979414628853194,0.21255146342786702,0.14979414628853194,0.0,0.0,0.0,2.9705616898952045e-23,0.5000000000000001,5.941123379790408e-23,0.0,4.948767891621417e-43,0.0,2.036826922040327e-46
mech_009,current_all_TJ_multihit,1,216.0000000000028,97.00000000000094,0.7,75.00000000000001,0.36234560971639895,0.14979414628853194,0.21255146342786702,0.14979414628853194,0.0,0.0,0.0,2.9705616898952045e-23,0.5000000000000001,5.941123379790408e-23,0.0,4.4441811809289965e-42,0.0,2.0532103807378565e-45
mech_009,current_all_TJ_multihit,1,234.00000000000307,103.00000000000102,0.7,75.00000000000001,0.36234560971639895,0.14979414628853194,0.21255146342786702,0.14979414628853194,0.0,0.0,0.0,2.9705616898952045e-23,0.5000000000000001,5.941123379790408e-23,0.0,3.7211250215907035e-41,0.0,1.9226472507303929e-44
mech_009,current_all_TJ_multihit,1,252.00000000000333,109.00000000000111,0.7,75.00000000000001,0.36234560971639895,0.14979414628853194,0.21255146342786702,0.14979414628853194,0.0,0.0,0.0,2.9705616898952045e-23,0.5000000000000001,5.941123379790408e-23,0.0,2.914587333643781e-40,0.0,1.6782648093039812e-43
mech_009,current_all_TJ_multihit,1,270.00000000000335,115.00000000000111,0.7,75.00000000000001,0.36234560971639895,0.14979414628853194,0.21255146342786702,0.14979414628853194,0.0,0.0,0.0,2.9705616898952045e-23,0.5000000000000001,5.941123379790408e-23,0.0,2.1421214500080042e-39,0.0,1.370032055219128e-42
mech_009,current_all_TJ_multihit,1,288.00000000000284,121.00000000000094,0.7,75.00000000000001,0.36234560971639895,0.14979414628853194,0.21255146342786702,0.14979414628853194,0.0,0.0,0.0,2.9705616898952045e-23,0.5000000000000001,5.941123379790408e-23,0.0,1.4816218721873233e-38,0.0,1.0491530337620328e-41
mech_009,current_all_TJ_multihit,1,306.00000000000233,127.00000000000077,0.7,75.00000000000001,0.36234560971639895,0.14979414628853194,0.21255146342786702,0.14979414628853194,0.0,0.0,0.0,2.9705616898952045e-23,0.5000000000000001,5.941123379790408e-23,0.0,9.670375047055156e-38,0.0,7.558465794779215e-41
mech_009,current_all_TJ_multihit,1,324.0000000000018,133.0000000000006,0.7,75.00000000000001,0.36234560971639895,0.14979414628853194,0.21255146342786702,0.14979414628853194,0.0,0.0,0.0,2.9705616898952045e-23,0.5000000000000001,5.941123379790408e-23,0.0,5.971427579575896e-37,0.0,5.136770879119019e-40
mech_009,current_all_TJ_multihit,1,342.0000000000013,139.00000000000043,0.7,75.00000000000001,0.36234560971639895,0.14979414628853194,0.21255146342786702,0.14979414628853194,0.0,0.0,0.0,2.9705616898952045e-23,0.5000000000000001,5.941123379790408e-23,0.0,3.4969804388143905e-36,0.0,3.301528708466464e-39
mech_009,current_all_TJ_multihit,1,360.0000000000008,145.00000000000026,0.7,75.00000000000001,0.36234560971639895,0.14979414628853194,0.21255146342786702,0.14979414628853194,0.0,0.0,0.0,2.9705616898952045e-23,0.5000000000000001,5.941123379790408e-23,0.0,1.9466117756973439e-35,0.0,2.0116452489993332e-38
mech_009,current_all_TJ_multihit,1,378.0000000000003,151.00000000000009,0.7,75.00000000000001,0.36234560971639895,0.14979414628853194,0.21255146342786702,0.14979414628853194,0.0,0.0,0.0,2.9705616898952045e-23,0.5000000000000001,5.941123379790408e-23,0.0,1.0322180695819564e-34,0.0,1.1646172553182774e-37
mech_009,current_all_TJ_multihit,1,395.9999999999998,156.99999999999991,0.7,75.00000000000001,0.36234560971639895,0.14979414628853194,0.21255146342786702,0.14979414628853194,0.0,0.0,0.0,2.9705616898952045e-23,0.5000000000000001,5.941123379790408e-23,0.0,5.224590236438981e-34,0.0,6.420069330803565e-37
mech_009,current_all_TJ_multihit,1,413.99999999999926,162.99999999999974,0.7,75.00000000000001,0.36234560971639895,0.14979414628853194,0.21255146342786702,0.14979414628853194,0.0,0.0,0.0,2.9705616898952045e-23,0.5000000000000001,5.941123379790408e-23,0.0,2.5290406123252427e-33,0.0,3.37675013446753e-36
mech_009,current_all_TJ_multihit,1,431.99999999999875,168.99999999999957,0.7,75.00000000000001,0.36234560971639895,0.14979414628853194,0.21255146342786702,0.14979414628853194,0.0,0.0,0.0,2.9705616898952045e-23,0.5000000000000001,5.941123379790408e-23,0.0,1.1729270813418093e-32,0.0,1.6978183408939604e-35
mech_009,current_all_TJ_multihit,1,449.99999999999824,174.9999999999994,0.7,75.00000000000001,0.36234560971639895,0.14979414628853194,0.21255146342786702,0.14979414628853194,0.0,0.0,0.0,2.9705616898952045e-23,0.5000000000000001,5.941123379790408e-23,0.0,5.220889107930664e-32,0.0,8.175277636138639e-35
mech_009,current_all_TJ_multihit,1,467.9999999999977,180.99999999999923,0.7,75.00000000000001,0.36234560971639895,0.14979414628853194,0.21255146342786702,0.14979414628853194,0.0,0.0,0.0,2.9705616898952045e-23,0.5000000000000001,5.941123379790408e-23,0.0,2.2340007661018936e-31,0.0,3.7763928799222776e-34
mech_009,current_all_TJ_multihit,1,485.9999999999972,186.99999999999906,0.7,75.00000000000001,0.36234560971639895,0.14979414628853194,0.21255146342786702,0.14979414628853194,0.0,0.0,0.0,2.9705616898952045e-23,0.5000000000000001,5.941123379790408e-23,0.0,9.203601925159683e-31,0.0,1.6761803729857913e-33
mech_009,current_all_TJ_multihit,1,503.9999999999967,192.9999999999989,0.7,75.00000000000001,0.36234560971639895,0.14979414628853194,0.21255146342786702,0.14979414628853194,0.0,0.0,0.0,2.9705616898952045e-23,0.5000000000000001,5.941123379790408e-23,0.0,3.6559794971276746e-30,0.0,7.15982617179737e-33
mech_009,current_all_TJ_multihit,1,521.9999999999961,198.9999999999987,0.7,75.00000000000001,0.36234560971639895,0.14979414628853194,0.21255146342786702,0.14979414628853194,0.0,0.0,0.0,2.9705616898952045e-23,0.5000000000000001,5.941123379790408e-23,0.0,1.402247047125038e-29,0.0,2.947525427863204e-32
mech_009,current_all_TJ_multihit,1,539.9999999999966,204.99999999999886,0.7,75.00000000000001,0.36234560971639895,0.14979414628853194,0.21255146342786702,0.14979414628853194,0.0,0.0,0.0,2.9705616898952045e-23,0.5000000000000001,5.941123379790408e-23,0.0,5.19988005542343e-29,0.0,1.1710874345519901e-31
mech_009,current_all_TJ_multihit,1,557.9999999999976,210.9999999999992,0.7,75.00000000000001,0.36234560971639895,0.14979414628853194,0.21255146342786702,0.14979414628853194,0.0,0.0,0.0,2.9705616898952045e-23,0.5000000000000001,5.941123379790408e-23,0.0,1.866615496303957e-28,0.0,4.496464590208079e-31
mech_009,current_all_TJ_multihit,1,575.9999999999986,216.99999999999955,0.7,75.00000000000001,0.36234560971639895,0.14979414628853194,0.21255146342786702,0.14979414628853194,0.0,0.0,0.0,2.9705616898952045e-23,0.5000000000000001,5.941123379790408e-23,0.0,6.49422339727354e-28,0.0,1.670507653600536e-30
mech_009,current_all_TJ_multihit,1,593.9999999999997,222.9999999999999,0.7,75.00000000000001,0.36234560971639895,0.14979414628853194,0.21255146342786702,0.14979414628853194,0.0,0.0,0.0,2.9705616898952045e-23,0.5000000000000001,5.941123379790408e-23,0.0,2.1923172645059476e-27,0.0,6.012293284167367e-30
mech_009,current_all_TJ_multihit,1,612.0000000000007,229.00000000000023,0.7,75.00000000000001,0.36234560971639895,0.14979414628853194,0.21255146342786702,0.14979414628853194,0.0,0.0,0.0,2.9705616898952045e-23,0.5000000000000001,5.941123379790408e-23,0.0,7.188741225510919e-27,0.0,2.0986518488701158e-29
mech_009,current_all_TJ_multihit,1,630.0000000000017,235.00000000000057,0.7,75.00000000000001,0.36234560971639906,0.14979414628853205,0.21255146342786702,0.14979414628853205,0.0,0.0,0.0,2.970561689895206e-23,0.5000000000000001,5.941123379790411e-23,0.0,2.2920433937513958e-26,0.0,7.112462823014641e-29
mech_009,current_all_TJ_multihit,1,648.0000000000027,241.0000000000009,0.7,75.00000000000001,0.3623456097163991,0.14979414628853216,0.21255146342786696,0.14979414628853216,0.0,0.0,0.0,2.9705616898952086e-23,0.5000000000000001,5.941123379790416e-23,0.0,7.11278617055894e-26,0.0,2.3427601675771336e-28
mech_009,current_all_TJ_multihit,1,666.0000000000038,247.00000000000125,0.7,75.00000000000001,0.3623456097163993,0.14979414628853238,0.2125514634278669,0.14979414628853238,0.0,0.0,0.0,2.9705616898952133e-23,0.5000000000000001,5.941123379790425e-23,0.0,2.1503557863796355e-25,0.0,7.507442163627229e-28
mech_009,current_all_TJ_multihit,1,684.0000000000048,253.0000000000016,0.7,75.00000000000001,0.3623456097163996,0.14979414628853283,0.2125514634278668,0.14979414628853283,0.0,0.0,0.0,2.970561689895222e-23,0.5000000000000001,5.941123379790443e-23,0.0,6.339028585050054e-25,0.0,2.3427238688891864e-27
mech_009,current_all_TJ_multihit,1,702.0000000000058,259.00000000000193,0.7,75.00000000000001,0.36234560971640006,0.14979414628853338,0.21255146342786668,0.14979414628853338,0.0,0.0,0.0,2.980276019494373e-23,0.5000000000000001,5.960552038988745e-23,0.0,1.823675562945688e-24,0.0,7.125335645527578e-27
mech_009,current_all_TJ_multihit,1,720.0000000000068,265.0000000000023,0.7,75.00000000000001,0.36234560971640073,0.14979414628853427,0.21255146342786646,0.14979414628853427,0.0,0.0,0.0,7.020080709546336e-23,0.5000000000000001,1.404016141909267e-22,0.0,5.124353219883716e-24,0.0,2.114060648021937e-26
mech_009,current_all_TJ_multihit,1,738.0000000000078,271.0000000000026,0.7,75.00000000000001,0.36234560971640173,0.1497941462885356,0.21255146342786613,0.1497941462885356,0.0,0.0,0.0,1.6226401348113588e-22,0.5000000000000001,3.2452802696227166e-22,0.0,1.40745869802193e-23,0.0,6.1236982122947e-26
mech_009,current_all_TJ_multihit,1,756.0000000000089,277.00000000000296,0.7,75.00000000000001,0.3623456097164034,0.14979414628853782,0.21255146342786557,0.14979414628853782,0.0,0.0,0.0,3.682691034431685e-22,0.5000000000000001,7.3653820688633685e-22,0.0,3.781474072480356e-23,0.0,1.7331459099835694e-25
mech_009,current_all_TJ_multihit,1,774.0000000000099,283.0000000000033,0.7,75.00000000000001,0.36234560971640584,0.14979414628854115,0.21255146342786468,0.14979414628854115,0.0,0.0,0.0,8.211607878794744e-22,0.5000000000000001,1.6423215757589485e-21,0.0,9.945468227160087e-23,0.0,4.796313518867412e-25
mech_009,current_all_TJ_multihit,1,792.0000000000109,289.00000000000364,0.7,75.00000000000001,0.3623456097164096,0.14979414628854615,0.21255146342786346,0.14979414628854615,0.0,0.0,0.0,1.799935266598147e-21,0.5000000000000001,3.599870533196293e-21,0.0,2.562267860849563e-22,0.0,1.2988029020450323e-24
mech_009,current_all_TJ_multihit,1,810.0000000000119,295.000000000004,0.7,75.00000000000001,0.3623456097164154,0.1497941462885538,0.21255146342786158,0.1497941462885538,0.0,0.0,0.0,3.880492647656642e-21,0.5000000000000001,7.760985295313283e-21,0.0,6.470577344363252e-22,0.0,3.443825674250921e-24
mech_009,current_all_TJ_multihit,1,828.000000000013,301.0000000000043,0.7,75.00000000000001,0.36234560971642393,0.14979414628856524,0.2125514634278587,0.14979414628856524,0.0,0.0,0.0,8.23272906070873e-21,0.5000000000000001,1.6465458121417457e-20,0.0,1.602702424912452e-21,0.0,8.947212798570547e-24
mech_009,current_all_TJ_multihit,1,846.000000000014,307.00000000000466,0.7,75.00000000000001,0.36234560971643676,0.14979414628858234,0.21255146342785441,0.14979414628858234,0.0,0.0,0.0,1.7196660154295472e-20,0.5000000000000001,3.439332030859094e-20,0.0,3.895964610243508e-21,0.0,2.2790701678988635e-23
mech_009,current_all_TJ_multihit,1,864.000000000015,313.000000000005,0.7,75.00000000000001,0.3623456097164556,0.14979414628860743,0.21255146342784814,0.14979414628860743,0.0,0.0,0.0,3.538304556358081e-20,0.5000000000000001,7.076609112716161e-20,0.0,9.299927621979774e-21,0.0,5.695270143352933e-23
mech_009,current_all_TJ_multihit,1,882.000000000016,319.00000000000534,0.7,75.00000000000001,0.362345609716483,0.14979414628864396,0.21255146342783904,0.14979414628864396,0.0,0.0,0.0,7.174575532510839e-20,0.5000000000000001,1.4349151065021676e-19,0.0,2.1811556443781772e-20,0.0,1.3970449144109687e-22
mech_009,current_all_TJ_multihit,1,900.000000000017,325.0000000000057,0.7,75.00000000000001,0.36234560971652274,0.14979414628869703,0.21255146342782572,0.14979414628869703,0.0,0.0,0.0,1.4342940680307097e-19,0.5000000000000001,2.868588136061419e-19,0.0,5.0288271027300097e-20,0.0,3.3658005874418192e-22
mech_009,current_all_TJ_multihit,1,918.0000000000181,331.000000000006,0.7,75.00000000000001,0.36234560971658014,0.14979414628877352,0.21255146342780662,0.14979414628877352,0.0,0.0,0.0,2.8281646083206838e-19,0.5000000000000001,5.656329216641367e-19,0.0,1.1403574131665832e-19,0.0,7.968586619559728e-22
mech_009,current_all_TJ_multihit,1,936.0000000000191,337.00000000000637,0.7000000000000001,75.00000000000001,0.36234560971666196,0.14979414628888266,0.2125514634277793,0.14979414628888266,0.0,0.0,0.0,5.502650608482479e-19,0.5000000000000001,1.1005301216964957e-18,0.0,2.544615051015228e-19,0.0,1.8548674663317075e-21
mech_009,current_all_TJ_multihit,1,954.0000000000201,343.0000000000067,0.7000000000000002,75.00000000000001,0.36234560971677815,0.14979414628903753,0.21255146342774062,0.14979414628903753,0.0,0.0,0.0,1.056840343641519e-18,0.5000000000000001,2.1136806872830377e-18,0.0,5.590032145852327e-19,0.0,4.2471557873938835e-21
mech_009,current_all_TJ_multihit,1,972.0000000000211,349.00000000000705,0.7000000000000002,75.00000000000001,0.36234560971694196,0.14979414628925591,0.21255146342768605,0.14979414628925591,0.0,0.0,0.0,2.004379263065528e-18,0.5000000000000001,4.008758526131055e-18,0.0,1.2095227650438572e-18,0.0,9.570706002730637e-21
mech_009,current_all_TJ_multihit,1,990.0000000000222,355.0000000000074,0.7000000000000002,75.00000000000001,0.36234560971717117,0.14979414628956156,0.2125514634276096,0.14979414628956156,0.0,0.0,0.0,3.755261183419708e-18,0.5000000000000001,7.510522366839414e-18,0.0,2.5787558564588597e-18,0.0,2.1234844851660463e-20
mech_009,current_all_TJ_multihit,1,1008.0000000000232,361.00000000000773,0.7000000000000002,75.00000000000001,0.3623456097174901,0.14979414628998677,0.2125514634275033,0.14979414628998677,0.0,0.0,0.0,6.952497706539022e-18,0.5000000000000001,1.3904995413078042e-17,0.0,5.419816817189483e-18,0.0,4.640928431524949e-20
mech_009,current_all_TJ_multihit,1,1026.000000000024,367.000000000008,0.7000000000000002,75.00000000000001,0.36234560971793095,0.14979414629057464,0.2125514634273563,0.14979414629057464,0.0,0.0,0.0,1.2724100697516331e-17,0.5000000000000001,2.5448201395032656e-17,0.0,1.1233423619032531e-17,0.0,9.995291603058895e-20
mech_009,current_all_TJ_multihit,1,1044.0000000000243,373.0000000000081,0.7000000000000002,75.00000000000001,0.3623456097185368,0.14979414629138244,0.21255146342715436,0.14979414629138244,0.0,0.0,0.0,2.3027063948041993e-17,0.5000000000000001,4.6054127896083973e-17,0.0,2.297001410175094e-17,0.0,2.1222581073582668e-19
mech_009,current_all_TJ_multihit,1,1062.0000000000223,379.0000000000074,0.7000000000000002,75.00000000000001,0.3623456097193644,0.14979414629248589,0.21255146342687853,0.14979414629248589,0.0,0.0,0.0,4.122017315522303e-17,0.5000000000000001,8.244034631044605e-17,0.0,4.635474896042745e-17,0.0,4.4441003755827605e-19
mech_009,current_all_TJ_multihit,1,1080.0000000000202,385.0000000000067,0.7000000000000002,75.00000000000001,0.36234560972048857,0.1497941462939848,0.21255146342650377,0.1497941462939848,0.0,0.0,0.0,7.300800379036387e-17,0.5000000000000001,1.4601600758072772e-16,1.1102230246251565e-16,9.23564826944702e-17,0.0,9.181571183673153e-19
mech_009,current_all_TJ_multihit,1,1098.0000000000182,391.000000000006,0.7000000000000002,75.00000000000001,0.36234560972200724,0.14979414629600962,0.21255146342599762,0.14979414629600962,0.0,0.0,0.0,1.2798100345330737e-16,0.5000000000000001,2.559620069066147e-16,1.1102230246251565e-16,1.8173199748401589e-16,0.0,1.8722173056749242e-18
mech_009,current_all_TJ_multihit,1,1116.0000000000161,397.00000000000534,0.7000000000000002,75.00000000000001,0.36234560972404734,0.14979414629872978,0.21255146342531755,0.14979414629872978,0.0,0.0,0.0,2.221035014435665e-16,0.5000000000000001,4.442070028871329e-16,2.220446049250313e-16,3.532901805241855e-16,0.0,3.7692465270969734e-18
mech_009,current_all_TJ_multihit,1,1134.000000000014,403.00000000000466,0.7000000000000002,75.00000000000001,0.3623456097267738,0.1497941463023651,0.21255146342440873,0.1497941463023651,0.0,0.0,0.0,3.816949046572825e-16,0.5000000000000001,7.633898093145648e-16,3.3306690738754696e-16,6.787471438713351e-16,0.0,7.494788399880986e-18
mech_009,current_all_TJ_multihit,1,1152.000000000012,409.000000000004,0.7000000000000001,75.00000000000001,0.3623456097303989,0.14979414630719856,0.21255146342320036,0.14979414630719856,0.0,0.0,0.0,6.497413405670535e-16,0.5000000000000001,1.2994826811341067e-15,6.661338147750939e-16,1.289127716198168e-15,0.0,1.4723568091605605e-17
mech_009,current_all_TJ_multihit,1,1170.00000000001,415.0000000000033,0.7000000000000002,75.00000000000001,0.3623456097351948,0.1497941463135931,0.2125514634216017,0.1497941463135931,0.0,0.0,0.0,1.0958119328578636e-15,0.5000000000000001,2.1916238657157268e-15,1.1102230246251565e-15,2.421173120941699e-15,0.0,2.8585972746684925e-17
mech_009,current_all_TJ_multihit,1,1188.000000000008,421.0000000000026,0.7000000000000002,75.00000000000001,0.36234560974150876,0.1497941463220117,0.21255146341949704,0.1497941463220117,0.0,0.0,0.0,1.831502028899284e-15,0.5000000000000001,3.6630040577985675e-15,1.7763568394002505e-15,4.498043829086368e-15,0.0,5.486706099465092e-17
mech_009,current_all_TJ_multihit,1,1206.000000000006,427.00000000000193,0.7000000000000002,75.00000000000001,0.3623456097497821,0.14979414633304278,0.2125514634167393,0.14979414633304278,0.0,0.0,0.0,3.0342790694625544e-15,0.5000000000000001,6.068558138925107e-15,2.9976021664879227e-15,8.268202762192272e-15,0.0,1.0413993266101014e-16
mech_009,current_all_TJ_multihit,1,1224.0000000000039,433.00000000000125,0.7000000000000001,75.00000000000001,0.3623456097605728,0.14979414634743038,0.2125514634131424,0.14979414634743038,0.0,0.0,0.0,4.98399770040168e-15,0.5000000000000001,9.967995400803359e-15,4.9960036108132044e-15,1.50420029994186e-14,0.0,1.955210247520027e-16
mech_009,current_all_TJ_multihit,1,1242.0000000000018,439.00000000000057,0.7000000000000002,75.00000000000001,0.36234560977458385,0.14979414636611177,0.21255146340847209,0.14979414636611177,0.0,0.0,0.0,8.118363852063941e-15,0.5000000000000001,1.623672770412788e-14,8.104628079763643e-15,2.709074203795081e-14,0.0,3.6321163218325755e-16
mech_009,current_all_TJ_multihit,1,1259.9999999999998,444.9999999999999,0.7000000000000001,75.00000000000001,0.3623456097926965,0.149794146390262,0.21255146340243447,0.149794146390262,0.0,0.0,0.0,1.3116518666463562e-14,0.5000000000000001,2.623303733292712e-14,1.3100631690576847e-14,4.83132856101081e-14,0.0,6.677773486998554e-16
mech_009,current_all_TJ_multihit,1,1277.9999999999977,450.9999999999992,0.7000000000000001,75.00000000000001,0.3623456098160116,0.1497941464213488,0.2125514633946628,0.1497941464213488,0.0,0.0,0.0,2.102403402561603e-14,0.5000000000000001,4.2048068051232056e-14,2.098321516541546e-14,8.533924873860009e-14,0.0,1.215404886155866e-15
mech_009,current_all_TJ_multihit,1,1295.9999999999957,456.9999999999985,0.7000000000000001,75.00000000000001,0.3623456098458986,0.14979414646119815,0.21255146338470043,0.14979414646119815,0.0,0.0,0.0,3.3438442010526904e-14,0.5000000000000001,6.68768840210538e-14,3.341771304121721e-14,1.4933797770590894e-13,0.0,2.1904617208320812e-15
mech_009,current_all_TJ_multihit,1,1313.9999999999936,462.99999999999784,0.7000000000000001,75.00000000000001,0.36234560988405434,0.14979414651207246,0.21255146337198189,0.14979414651207246,0.0,0.0,0.0,5.278261132778835e-14,0.5000000000000001,1.0556522265557667e-13,5.2735593669694936e-14,2.5895852794489303e-13,0.0,3.910031594039497e-15
mech_009,current_all_TJ_multihit,1,1331.9999999999916,468.99999999999716,0.7000000000000002,75.00000000000001,0.3623456099325735,0.1497941465767646,0.21255146335580888,0.1497941465767646,0.0,0.0,0.0,8.270470988863434e-14,0.5000000000000001,1.6540941977726865e-13,8.271161533457416e-14,4.4506634196232936e-13,0.0,6.914422368992077e-15
mech_009,current_all_TJ_multihit,1,1349.9999999999895,474.9999999999965,0.7000000000000001,75.00000000000001,0.3623456099940322,0.1497941466587096,0.2125514633353226,0.1497941466587096,0.0,0.0,0.0,1.2865932432405777e-13,0.5000000000000001,2.573186486481155e-13,1.2867484855405564e-13,7.58310149413234e-13,0.0,1.2116033599226775e-14
mech_009,current_all_TJ_multihit,1,1367.9999999999875,480.9999999999958,0.7,75.00000000000001,0.36234561007158794,0.14979414676211722,0.21255146330947072,0.14979414676211722,0.0,0.0,0.0,1.9874609794304706e-13,0.5000000000000001,3.9749219588609403e-13,1.9872992140790302e-13,1.2811105490980406e-12,0.0,2.1042082918037243e-14
mech_009,current_all_TJ_multihit,1,1385.9999999999854,486.9999999999951,0.7,75.00000000000001,0.36234561016909583,0.14979414689212778,0.21255146327696806,0.14979414689212778,0.0,0.0,0.0,3.049120484451679e-13,0.5000000000000001,6.098240968903357e-13,3.04867242562068e-13,2.1465013448923756e-12,0.0,3.622700706227329e-14
mech_009,current_all_TJ_multihit,1,1403.9999999999834,492.99999999999443,0.7000000000000001,75.00000000000001,0.362345610291248,0.14979414705499738,0.21255146323625063,0.14979414705499738,0.0,0.0,0.0,4.646642234900644e-13,0.5000000000000001,9.293284469801285e-13,4.64628335805628e-13,3.567508421801121e-12,0.0,6.184157633208484e-14
mech_009,current_all_TJ_multihit,1,1421.9999999999814,498.99999999999375,0.7000000000000001,75.00000000000001,0.3623456104437356,0.14979414725831408,0.2125514631854215,0.14979414725831408,0.0,0.0,0.0,7.034940489766162e-13,0.5000000000000001,1.406988097953232e-12,7.035483307049617e-13,5.882608874781003e-12,0.0,1.0469336189367048e-13
mech_009,current_all_TJ_multihit,1,1439.9999999999793,504.99999999999307,0.7,75.00000000000001,0.36234561063343856,0.14979414751125142,0.21255146312218715,0.14979414751125142,0.0,0.0,0.0,1.0582881597319143e-12,0.5000000000000001,2.116576319463828e-12,1.0582645870726992e-12,9.62554616533492e-12,0.0,1.758051986470849e-13
mech_009,current_all_TJ_multihit,1,1457.9999999999773,510.9999999999924,0.7000000000000001,75.00000000000001,0.36234561086864836,0.14979414782486444,0.21255146304378392,0.14979414782486444,0.0,0.0,0.0,1.5820985204768403e-12,0.5000000000000001,3.16419704095368e-12,1.582067810090848e-12,1.5631768615348054e-11,0.0,2.9288637425811785e-13
mech_009,current_all_TJ_multihit,1,1475.9999999999752,516.9999999999917,0.7,75.00000000000001,0.36234561115932573,0.1497941482124343,0.21255146294689142,0.1497941482124343,0.0,0.0,0.0,2.3507747327349776e-12,0.5000000000000001,4.7015494654699544e-12,2.3507862323413065e-12,2.5199547171877066e-11,0.0,4.841723268406482e-13
mech_009,current_all_TJ_multihit,1,1493.9999999999732,522.999999999991,0.7,75.00000000000001,0.36234561151740097,0.14979414868986796,0.212551462827533,0.14979414868986796,0.0,0.0,0.0,3.4721331161680196e-12,0.5000000000000001,6.9442662323360376e-12,3.4721114872127146e-12,4.033216575297019e-11,0.0,7.943468637008246e-13
