candidate_id,rho_target,initial_topology,heating_rate_C_min,n_cases,HR_pct,cumulative_PR_desintering_work,reference_PR_work,PR_exposure_difference
mech_009_PR_attrition_moderate,0.88,TJ_rich,50.0,360,-1.5291951521135616,5117.757234050711,191733.85993424623,187557.2089089663
mech_009_PR_attrition_moderate,0.88,TJ_rich,100.0,360,-1.787924872300979,3144.591905627646,191733.85993424623,189536.8741018446
mech_009_PR_attrition_moderate,0.88,baseline,0.2,360,,,,
mech_009_PR_attrition_moderate,0.88,baseline,1.0,360,0.0,460875.9742553566,460875.9742553566,0.0
mech_009_PR_attrition_moderate,0.88,baseline,5.0,360,-0.8989585373145922,106183.74692430117,461393.6214822538,361761.3829974809
mech_009_PR_attrition_moderate,0.88,baseline,20.0,360,-1.2350522729591775,32973.12156239861,461393.6214822538,435412.3195766489
mech_009_PR_attrition_moderate,0.88,baseline,50.0,360,-1.0700738488852308,17573.62361530377,461393.6214822538,450392.89882928046
mech_009_PR_attrition_moderate,0.88,baseline,100.0,360,-1.2330990985045793,9611.704796945738,461393.6214822538,455405.48697601445
mech_009_PR_attrition_moderate,0.88,mixed_GBseg_TJ,0.2,360,,,,
mech_009_PR_attrition_moderate,0.88,mixed_GBseg_TJ,1.0,360,0.0,291785.3362555702,291785.3362555702,0.0
mech_009_PR_attrition_moderate,0.88,mixed_GBseg_TJ,5.0,360,-1.49443276677697,64911.08778392064,291785.3362555702,230965.0539127456
mech_009_PR_attrition_moderate,0.88,mixed_GBseg_TJ,20.0,360,-1.7959282658348077,21750.412763195254,291785.3362555702,276284.9013162607
mech_009_PR_attrition_moderate,0.88,mixed_GBseg_TJ,50.0,360,-1.768992118716988,12119.790813051835,292142.01943761925,285430.38656438637
mech_009_PR_attrition_moderate,0.88,mixed_GBseg_TJ,100.0,360,-1.878362482342249,6203.43711096069,292498.7026196683,288485.041417514
mech_009_PR_attrition_moderate,0.9,GBseg_rich,0.2,360,,,,
mech_009_PR_attrition_moderate,0.9,GBseg_rich,1.0,360,0.0,1029111.57216288,1029111.57216288,0.0
mech_009_PR_attrition_moderate,0.9,GBseg_rich,5.0,360,-0.2401000807850659,266512.2228217299,1029189.6304470842,768263.4475956493
mech_009_PR_attrition_moderate,0.9,GBseg_rich,20.0,360,0.05863149792890855,78380.28851003062,1029189.6304470842,951771.6257118424
mech_009_PR_attrition_moderate,0.9,GBseg_rich,50.0,360,0.064178928156052,39268.91553187999,1029267.6887312884,997228.4424435634
mech_009_PR_attrition_moderate,0.9,GBseg_rich,100.0,360,0.2044049761935944,25249.32437809095,1029267.6887312884,1010536.7411000578
mech_009_PR_attrition_moderate,0.9,TJ_rich,0.2,360,,,,
mech_009_PR_attrition_moderate,0.9,TJ_rich,1.0,360,0.0,191627.51128534292,191627.51128534292,0.0
mech_009_PR_attrition_moderate,0.9,TJ_rich,5.0,360,-0.6322754064700904,39658.77241468641,191749.80006731307,152159.50532933016
mech_009_PR_attrition_moderate,0.9,TJ_rich,20.0,360,-0.8919485048943254,10803.202371017283,191749.80006731307,181626.6192500754
mech_009_PR_attrition_moderate,0.9,TJ_rich,50.0,360,-0.9086365402885702,5112.929365567177,191749.80006731307,187557.22852886887
mech_009_PR_attrition_moderate,0.9,TJ_rich,100.0,360,-0.8646066929474379,3217.94153257445,191749.80006731307,189536.89646925812
mech_009_PR_attrition_moderate,0.9,baseline,0.2,360,,,,
mech_009_PR_attrition_moderate,0.9,baseline,1.0,360,0.0,460754.25563511805,460754.25563511805,0.0
mech_009_PR_attrition_moderate,0.9,baseline,5.0,360,-0.4051114523620858,101526.63084175225,461486.03194260714,361761.44974770077
mech_009_PR_attrition_moderate,0.9,baseline,20.0,360,-0.5773640511760363,28055.259677545975,461486.03194260714,435412.4059118603
mech_009_PR_attrition_moderate,0.9,baseline,50.0,360,-0.5191894404912414,13038.88481142907,461486.03194260714,450392.88834788126
mech_009_PR_attrition_moderate,0.9,baseline,100.0,360,-0.5491111623475238,8011.566278237162,461486.03194260714,455405.5188711245
mech_009_PR_attrition_moderate,0.9,mixed_GBseg_TJ,0.2,360,,,,
mech_009_PR_attrition_moderate,0.9,mixed_GBseg_TJ,1.0,360,0.0,291802.39511422307,291802.39511422307,0.0
mech_009_PR_attrition_moderate,0.9,mixed_GBseg_TJ,5.0,360,-0.9634455797978954,60939.41226113157,291680.3773270269,230862.9828530915
mech_009_PR_attrition_moderate,0.9,mixed_GBseg_TJ,20.0,360,-1.2318285958493176,16637.064689244704,291741.386220625,276218.0680607844
mech_009_PR_attrition_moderate,0.9,mixed_GBseg_TJ,50.0,360,-1.2190372785698869,7655.40845467952,291802.39511422307,285430.8305707362
mech_009_PR_attrition_moderate,0.9,mixed_GBseg_TJ,100.0,360,-1.187349367498422,4651.8506870783185,291802.39511422307,288485.5028220769
mech_009_PR_attrition_moderate,0.92,GBseg_rich,0.2,360,,,,
mech_009_PR_attrition_moderate,0.92,GBseg_rich,1.0,360,0.0,1023780.6868928333,1023780.6868928333,0.0
mech_009_PR_attrition_moderate,0.92,GBseg_rich,5.0,360,0.2314787988340421,263737.1345047562,1029116.482723607,774937.6345722165
mech_009_PR_attrition_moderate,0.92,GBseg_rich,20.0,360,0.3937424812450045,76797.99999633068,1029116.482723607,961125.8430591348
mech_009_PR_attrition_moderate,0.92,GBseg_rich,50.0,360,0.5178275192447374,36642.20567737919,1029116.482723607,1000733.2802012452
mech_009_PR_attrition_moderate,0.92,GBseg_rich,100.0,360,0.4351590853499797,23021.570517648583,1029116.482723607,1014130.1198402544
mech_009_PR_attrition_moderate,0.92,TJ_rich,0.2,360,,,,
