candidate_id,base_mechanism,variant,rho_target,initial_topology,heating_rate_C_min,peak_T_C,response_class,n_cases,HR_pct,PR_exposure_difference,connected_fine_difference,mean_radius_difference_nm
mech_009_PR_attrition_moderate,mech_009,PR_attrition_moderate,0.85,GBseg_rich,5.0,1350.0,beneficial,14,3.075218138830489,1331087.8945975685,0.0037602920305949,-0.3171869847001431
mech_009_PR_attrition_moderate,mech_009,PR_attrition_moderate,0.85,GBseg_rich,5.0,1350.0,neutral,18,0.1261715860578619,415429.6042556706,0.002538072907372,-0.0785548946722656
mech_009_PR_attrition_moderate,mech_009,PR_attrition_moderate,0.85,GBseg_rich,5.0,1350.0,unattainable,40,,,,
mech_009_PR_attrition_moderate,mech_009,PR_attrition_moderate,0.85,GBseg_rich,5.0,1400.0,beneficial,20,3.1993691586463844,1626294.4009156981,0.0055672837181441,-0.4071773295483432
mech_009_PR_attrition_moderate,mech_009,PR_attrition_moderate,0.85,GBseg_rich,5.0,1400.0,neutral,21,0.0970847093006718,416885.0841045833,0.0036545690985231,-0.1202915192054518
mech_009_PR_attrition_moderate,mech_009,PR_attrition_moderate,0.85,GBseg_rich,5.0,1400.0,unattainable,31,,,,
mech_009_PR_attrition_moderate,mech_009,PR_attrition_moderate,0.85,GBseg_rich,5.0,1450.0,beneficial,6,1.3507370629499178,2157554.051618964,0.011440970264316602,-0.9269064578234776
mech_009_PR_attrition_moderate,mech_009,PR_attrition_moderate,0.85,GBseg_rich,5.0,1450.0,harmful,30,-2.6714133309594956,742183.1149095178,0.00478417610315875,-0.20735329258825524
mech_009_PR_attrition_moderate,mech_009,PR_attrition_moderate,0.85,GBseg_rich,5.0,1450.0,neutral,17,-0.8836702031994562,1354460.983598914,0.0011244245626656,-0.0446694246294825
mech_009_PR_attrition_moderate,mech_009,PR_attrition_moderate,0.85,GBseg_rich,5.0,1450.0,unattainable,19,,,,
mech_009_PR_attrition_moderate,mech_009,PR_attrition_moderate,0.85,GBseg_rich,5.0,1500.0,harmful,54,-8.4893229341797,994097.9035359337,0.0044623840942484,-0.2235836456091924
mech_009_PR_attrition_moderate,mech_009,PR_attrition_moderate,0.85,GBseg_rich,5.0,1500.0,unattainable,18,,,,
mech_009_PR_attrition_moderate,mech_009,PR_attrition_moderate,0.85,GBseg_rich,20.0,1300.0,beneficial,3,1.36866113748118,1037369.1805888232,0.0010784108681005,-0.234110204214204
mech_009_PR_attrition_moderate,mech_009,PR_attrition_moderate,0.85,GBseg_rich,20.0,1300.0,neutral,11,0.0382217117162649,481290.7910878153,0.0031032199932454,-0.1186881836051654
mech_009_PR_attrition_moderate,mech_009,PR_attrition_moderate,0.85,GBseg_rich,20.0,1300.0,unattainable,58,,,,
mech_009_PR_attrition_moderate,mech_009,PR_attrition_moderate,0.85,GBseg_rich,20.0,1350.0,beneficial,14,4.193699004164923,1699708.816985958,0.0049025428506883,-0.3368271515121108
mech_009_PR_attrition_moderate,mech_009,PR_attrition_moderate,0.85,GBseg_rich,20.0,1350.0,neutral,18,0.1596334160820123,504805.41429972736,0.0031821515185724,-0.1230242981468094
mech_009_PR_attrition_moderate,mech_009,PR_attrition_moderate,0.85,GBseg_rich,20.0,1350.0,unattainable,40,,,,
mech_009_PR_attrition_moderate,mech_009,PR_attrition_moderate,0.85,GBseg_rich,20.0,1400.0,beneficial,22,5.548677606834138,2114262.0544080343,0.0065490981447777,-0.3222181368488037
mech_009_PR_attrition_moderate,mech_009,PR_attrition_moderate,0.85,GBseg_rich,20.0,1400.0,neutral,19,0.0387538387988212,490621.9815649217,0.0049575496709466,-0.198652989820502
mech_009_PR_attrition_moderate,mech_009,PR_attrition_moderate,0.85,GBseg_rich,20.0,1400.0,unattainable,31,,,,
mech_009_PR_attrition_moderate,mech_009,PR_attrition_moderate,0.85,GBseg_rich,20.0,1450.0,beneficial,8,4.7949030900306715,3320155.29212796,0.0105598834491084,-0.8157040275676763
mech_009_PR_attrition_moderate,mech_009,PR_attrition_moderate,0.85,GBseg_rich,20.0,1450.0,harmful,24,-3.3232037068952023,721996.2192370883,0.005290769352159649,-0.2142359171680716
mech_009_PR_attrition_moderate,mech_009,PR_attrition_moderate,0.85,GBseg_rich,20.0,1450.0,neutral,20,-0.4324300814478968,1755712.8770447248,0.0030129265687837,-0.1246632713658684
mech_009_PR_attrition_moderate,mech_009,PR_attrition_moderate,0.85,GBseg_rich,20.0,1450.0,unattainable,20,,,,
mech_009_PR_attrition_moderate,mech_009,PR_attrition_moderate,0.85,GBseg_rich,20.0,1500.0,harmful,54,-9.2880924397111,1289679.2729071234,0.0054363309816885,-0.25716449796972185
mech_009_PR_attrition_moderate,mech_009,PR_attrition_moderate,0.85,GBseg_rich,20.0,1500.0,unattainable,18,,,,
mech_009_PR_attrition_moderate,mech_009,PR_attrition_moderate,0.85,GBseg_rich,50.0,1300.0,beneficial,3,1.4973387773293865,1082303.0826669403,0.00072178131643,-0.1830520269062816
mech_009_PR_attrition_moderate,mech_009,PR_attrition_moderate,0.85,GBseg_rich,50.0,1300.0,neutral,11,0.0385009518430067,499196.3936080014,0.0032147789216461,-0.107262058931866
mech_009_PR_attrition_moderate,mech_009,PR_attrition_moderate,0.85,GBseg_rich,50.0,1300.0,unattainable,58,,,,
mech_009_PR_attrition_moderate,mech_009,PR_attrition_moderate,0.85,GBseg_rich,50.0,1350.0,beneficial,14,4.202786297935074,1777543.1774021925,0.0046705183836938,-0.26517958747628256
mech_009_PR_attrition_moderate,mech_009,PR_attrition_moderate,0.85,GBseg_rich,50.0,1350.0,neutral,18,0.1707443132017785,523236.4655364325,0.0034438924666442,-0.1220624605525202
mech_009_PR_attrition_moderate,mech_009,PR_attrition_moderate,0.85,GBseg_rich,50.0,1350.0,unattainable,40,,,,
mech_009_PR_attrition_moderate,mech_009,PR_attrition_moderate,0.85,GBseg_rich,50.0,1400.0,beneficial,22,6.477388078046415,2257512.6357785687,0.0070217079833014,-0.3731410872849281
mech_009_PR_attrition_moderate,mech_009,PR_attrition_moderate,0.85,GBseg_rich,50.0,1400.0,neutral,19,0.0826844386026322,509085.3082623266,0.0048595786319639,-0.1609699321252407
mech_009_PR_attrition_moderate,mech_009,PR_attrition_moderate,0.85,GBseg_rich,50.0,1400.0,unattainable,31,,,,
mech_009_PR_attrition_moderate,mech_009,PR_attrition_moderate,0.85,GBseg_rich,50.0,1450.0,beneficial,17,1.3869168940649297,2676242.624628683,0.0111041784162046,-0.7860128464466598
mech_009_PR_attrition_moderate,mech_009,PR_attrition_moderate,0.85,GBseg_rich,50.0,1450.0,harmful,24,-3.1314842614628264,752288.2440306268,0.00519849918050545,-0.1908558458091782
mech_009_PR_attrition_moderate,mech_009,PR_attrition_moderate,0.85,GBseg_rich,50.0,1450.0,neutral,11,-0.6455885542895079,1790623.4840181412,0.0030496569068265,-0.1200209644388365
mech_009_PR_attrition_moderate,mech_009,PR_attrition_moderate,0.85,GBseg_rich,50.0,1450.0,unattainable,20,,,,
mech_009_PR_attrition_moderate,mech_009,PR_attrition_moderate,0.85,GBseg_rich,50.0,1500.0,harmful,54,-9.574457255381047,1359272.9582239692,0.0055746062437823495,-0.24295238861738966
mech_009_PR_attrition_moderate,mech_009,PR_attrition_moderate,0.85,GBseg_rich,50.0,1500.0,unattainable,18,,,,
mech_009_PR_attrition_moderate,mech_009,PR_attrition_moderate,0.85,GBseg_rich,100.0,1300.0,beneficial,3,1.5394426997352058,1097407.6121744176,0.0007288037217158,-0.1878980933843763
mech_009_PR_attrition_moderate,mech_009,PR_attrition_moderate,0.85,GBseg_rich,100.0,1300.0,neutral,11,0.0399009900697562,505304.0309918799,0.0035189298066632,-0.1380625614313757
mech_009_PR_attrition_moderate,mech_009,PR_attrition_moderate,0.85,GBseg_rich,100.0,1300.0,unattainable,58,,,,
mech_009_PR_attrition_moderate,mech_009,PR_attrition_moderate,0.85,GBseg_rich,100.0,1350.0,beneficial,14,4.42497713229683,1805596.050824645,0.0045963779122779,-0.27017633066710894
mech_009_PR_attrition_moderate,mech_009,PR_attrition_moderate,0.85,GBseg_rich,100.0,1350.0,neutral,18,0.1654318655204005,529408.4523888697,0.0032497923474064,-0.0901230960583774
mech_009_PR_attrition_moderate,mech_009,PR_attrition_moderate,0.85,GBseg_rich,100.0,1350.0,unattainable,40,,,,
mech_009_PR_attrition_moderate,mech_009,PR_attrition_moderate,0.85,GBseg_rich,100.0,1400.0,beneficial,22,6.512671110204748,2308644.6549641504,0.0071263960405078,-0.3670963330377645
mech_009_PR_attrition_moderate,mech_009,PR_attrition_moderate,0.85,GBseg_rich,100.0,1400.0,neutral,19,0.0525842862121398,515299.2537944593,0.004823859562532,-0.1351609925335992
mech_009_PR_attrition_moderate,mech_009,PR_attrition_moderate,0.85,GBseg_rich,100.0,1400.0,unattainable,31,,,,
mech_009_PR_attrition_moderate,mech_009,PR_attrition_moderate,0.85,GBseg_rich,100.0,1450.0,beneficial,14,3.3558797876979347,3343052.568102418,0.0114225680010704,-0.7879198130518361
mech_009_PR_attrition_moderate,mech_009,PR_attrition_moderate,0.85,GBseg_rich,100.0,1450.0,harmful,27,-3.122426263032322,976128.1299602792,0.0056877607570414,-0.2356718751982072
mech_009_PR_attrition_moderate,mech_009,PR_attrition_moderate,0.85,GBseg_rich,100.0,1450.0,neutral,11,-0.8738757909348178,1823816.7508912536,0.0028314952885432,-0.0902813780312286
mech_009_PR_attrition_moderate,mech_009,PR_attrition_moderate,0.85,GBseg_rich,100.0,1450.0,unattainable,20,,,,
mech_009_PR_attrition_moderate,mech_009,PR_attrition_moderate,0.85,GBseg_rich,100.0,1500.0,harmful,54,-9.897285985224483,1383570.3088114257,0.005803414636270401,-0.265640950678133
mech_009_PR_attrition_moderate,mech_009,PR_attrition_moderate,0.85,GBseg_rich,100.0,1500.0,unattainable,18,,,,
mech_009_PR_attrition_moderate,mech_009,PR_attrition_moderate,0.85,TJ_rich,0.2,1300.0,unattainable,72,,,,
mech_009_PR_attrition_moderate,mech_009,PR_attrition_moderate,0.85,TJ_rich,0.2,1350.0,unattainable,72,,,,
mech_009_PR_attrition_moderate,mech_009,PR_attrition_moderate,0.85,TJ_rich,0.2,1400.0,unattainable,72,,,,
mech_009_PR_attrition_moderate,mech_009,PR_attrition_moderate,0.85,TJ_rich,0.2,1450.0,unattainable,72,,,,
mech_009_PR_attrition_moderate,mech_009,PR_attrition_moderate,0.85,TJ_rich,0.2,1500.0,unattainable,72,,,,
mech_009_PR_attrition_moderate,mech_009,PR_attrition_moderate,0.85,TJ_rich,1.0,1300.0,neutral,1,0.0,0.0,0.0,0.0
mech_009_PR_attrition_moderate,mech_009,PR_attrition_moderate,0.85,TJ_rich,1.0,1300.0,unattainable,71,,,,
mech_009_PR_attrition_moderate,mech_009,PR_attrition_moderate,0.85,TJ_rich,1.0,1350.0,neutral,13,0.0,0.0,0.0,0.0
mech_009_PR_attrition_moderate,mech_009,PR_attrition_moderate,0.85,TJ_rich,1.0,1350.0,unattainable,59,,,,
mech_009_PR_attrition_moderate,mech_009,PR_attrition_moderate,0.85,TJ_rich,1.0,1400.0,neutral,29,0.0,0.0,0.0,0.0
mech_009_PR_attrition_moderate,mech_009,PR_attrition_moderate,0.85,TJ_rich,1.0,1400.0,unattainable,43,,,,
mech_009_PR_attrition_moderate,mech_009,PR_attrition_moderate,0.85,TJ_rich,1.0,1450.0,neutral,40,0.0,0.0,0.0,0.0
mech_009_PR_attrition_moderate,mech_009,PR_attrition_moderate,0.85,TJ_rich,1.0,1450.0,unattainable,32,,,,
mech_009_PR_attrition_moderate,mech_009,PR_attrition_moderate,0.85,TJ_rich,1.0,1500.0,neutral,52,0.0,0.0,0.0,0.0
mech_009_PR_attrition_moderate,mech_009,PR_attrition_moderate,0.85,TJ_rich,1.0,1500.0,unattainable,20,,,,
mech_009_PR_attrition_moderate,mech_009,PR_attrition_moderate,0.85,TJ_rich,5.0,1300.0,unattainable,72,,,,
mech_009_PR_attrition_moderate,mech_009,PR_attrition_moderate,0.85,TJ_rich,5.0,1350.0,beneficial,1,3.032582821476331,792775.9564904438,0.0125316109800378,-0.950507029879688
mech_009_PR_attrition_moderate,mech_009,PR_attrition_moderate,0.85,TJ_rich,5.0,1350.0,neutral,12,-0.0619264609617983,129344.12901242805,0.00185803125533385,-0.1235641482747844
mech_009_PR_attrition_moderate,mech_009,PR_attrition_moderate,0.85,TJ_rich,5.0,1350.0,unattainable,59,,,,
mech_009_PR_attrition_moderate,mech_009,PR_attrition_moderate,0.85,TJ_rich,5.0,1400.0,beneficial,4,2.309064802524799,852994.6048063781,0.01229666441052645,-0.9223653628772013
mech_009_PR_attrition_moderate,mech_009,PR_attrition_moderate,0.85,TJ_rich,5.0,1400.0,harmful,11,-1.379133029387407,139744.6291271674,0.0022915407710772,-0.1555524376482324
mech_009_PR_attrition_moderate,mech_009,PR_attrition_moderate,0.85,TJ_rich,5.0,1400.0,neutral,13,-0.6070295627739698,265048.5999024043,0.0028734283101077,-0.1948566155479056
mech_009_PR_attrition_moderate,mech_009,PR_attrition_moderate,0.85,TJ_rich,5.0,1400.0,unattainable,44,,,,
mech_009_PR_attrition_moderate,mech_009,PR_attrition_moderate,0.85,TJ_rich,5.0,1450.0,beneficial,4,1.6059859340367877,870949.0416374821,0.00916887055955415,-0.7870871309864604
mech_009_PR_attrition_moderate,mech_009,PR_attrition_moderate,0.85,TJ_rich,5.0,1450.0,harmful,28,-2.7336459528934376,142697.612578539,0.00206882794226285,-0.1297911859398617
mech_009_PR_attrition_moderate,mech_009,PR_attrition_moderate,0.85,TJ_rich,5.0,1450.0,neutral,4,0.17506863903780398,643734.4358853614,0.00952533021715705,-0.6900040430754366
mech_009_PR_attrition_moderate,mech_009,PR_attrition_moderate,0.85,TJ_rich,5.0,1450.0,unattainable,36,,,,
mech_009_PR_attrition_moderate,mech_009,PR_attrition_moderate,0.85,TJ_rich,5.0,1500.0,harmful,39,-6.385422932519012,145544.73617142986,0.002765346086049,-0.1752506323489697
mech_009_PR_attrition_moderate,mech_009,PR_attrition_moderate,0.85,TJ_rich,5.0,1500.0,neutral,4,0.37855180919587345,871903.2973144143,0.00902487727155725,-0.7478070782875541
mech_009_PR_attrition_moderate,mech_009,PR_attrition_moderate,0.85,TJ_rich,5.0,1500.0,unattainable,29,,,,
mech_009_PR_attrition_moderate,mech_009,PR_attrition_moderate,0.85,TJ_rich,20.0,1300.0,unattainable,72,,,,
mech_009_PR_attrition_moderate,mech_009,PR_attrition_moderate,0.85,TJ_rich,20.0,1350.0,beneficial,1,3.5110274699578587,987214.0552646442,0.0149179885778115,-1.0793917135696347
mech_009_PR_attrition_moderate,mech_009,PR_attrition_moderate,0.85,TJ_rich,20.0,1350.0,neutral,11,-0.161341590914527,166497.15183556936,0.0025055596633232,-0.1606298186858268
mech_009_PR_attrition_moderate,mech_009,PR_attrition_moderate,0.85,TJ_rich,20.0,1350.0,unattainable,60,,,,
mech_009_PR_attrition_moderate,mech_009,PR_attrition_moderate,0.85,TJ_rich,20.0,1400.0,beneficial,4,2.43909881508234,1063391.8242217884,0.015172950453366151,-1.0988863733834293
mech_009_PR_attrition_moderate,mech_009,PR_attrition_moderate,0.85,TJ_rich,20.0,1400.0,harmful,12,-1.837473501597392,167062.4041162179,0.0025547864926201503,-0.13506745675909215
mech_009_PR_attrition_moderate,mech_009,PR_attrition_moderate,0.85,TJ_rich,20.0,1400.0,neutral,11,-0.7390973643079832,317698.2763214163,0.002986450234578,-0.2302573706454254
mech_009_PR_attrition_moderate,mech_009,PR_attrition_moderate,0.85,TJ_rich,20.0,1400.0,unattainable,45,,,,
mech_009_PR_attrition_moderate,mech_009,PR_attrition_moderate,0.85,TJ_rich,20.0,1450.0,beneficial,4,1.586946508372169,1077697.500755945,0.011401087080975949,-0.950397815905486
mech_009_PR_attrition_moderate,mech_009,PR_attrition_moderate,0.85,TJ_rich,20.0,1450.0,harmful,28,-3.3280077698982833,170513.93528189883,0.00253748196250515,-0.1561272944934479
mech_009_PR_attrition_moderate,mech_009,PR_attrition_moderate,0.85,TJ_rich,20.0,1450.0,neutral,4,-0.08285249738169026,797795.049914386,0.0118384564773529,-0.8228405925889533
mech_009_PR_attrition_moderate,mech_009,PR_attrition_moderate,0.85,TJ_rich,20.0,1450.0,unattainable,36,,,,
mech_009_PR_attrition_moderate,mech_009,PR_attrition_moderate,0.85,TJ_rich,20.0,1500.0,harmful,38,-7.260711430619983,177733.43064345198,0.0036208877188371,-0.20583645863228026
mech_009_PR_attrition_moderate,mech_009,PR_attrition_moderate,0.85,TJ_rich,20.0,1500.0,neutral,4,0.0048153465632286285,1079328.0670668532,0.011293415601408001,-0.9074943356328937
mech_009_PR_attrition_moderate,mech_009,PR_attrition_moderate,0.85,TJ_rich,20.0,1500.0,unattainable,30,,,,
mech_009_PR_attrition_moderate,mech_009,PR_attrition_moderate,0.85,TJ_rich,50.0,1300.0,unattainable,72,,,,
mech_009_PR_attrition_moderate,mech_009,PR_attrition_moderate,0.85,TJ_rich,50.0,1350.0,beneficial,2,2.4944888066924715,791178.0201513872,0.012836183252329651,-0.8846745037067016
mech_009_PR_attrition_moderate,mech_009,PR_attrition_moderate,0.85,TJ_rich,50.0,1350.0,neutral,10,-0.02506979748894805,159429.50387240422,0.002236389138375,-0.15083755285624173
mech_009_PR_attrition_moderate,mech_009,PR_attrition_moderate,0.85,TJ_rich,50.0,1350.0,unattainable,60,,,,
mech_009_PR_attrition_moderate,mech_009,PR_attrition_moderate,0.85,TJ_rich,50.0,1400.0,beneficial,4,2.6922361430101898,1107491.3889012146,0.015842365821560248,-1.1364123411746014
mech_009_PR_attrition_moderate,mech_009,PR_attrition_moderate,0.85,TJ_rich,50.0,1400.0,harmful,13,-1.746540605630904,172570.80412439635,0.0024713568068997,-0.1400136086862602
mech_009_PR_attrition_moderate,mech_009,PR_attrition_moderate,0.85,TJ_rich,50.0,1400.0,neutral,10,-0.4971863953091158,237698.33925545157,0.00280063073446665,-0.21934958586562553
mech_009_PR_attrition_moderate,mech_009,PR_attrition_moderate,0.85,TJ_rich,50.0,1400.0,unattainable,45,,,,
mech_009_PR_attrition_moderate,mech_009,PR_attrition_moderate,0.85,TJ_rich,50.0,1450.0,beneficial,2,2.2172207603270264,1119365.029985929,0.0104355367785491,-0.9840415002457092
mech_009_PR_attrition_moderate,mech_009,PR_attrition_moderate,0.85,TJ_rich,50.0,1450.0,harmful,28,-3.405538039617617,176119.34977862285,0.0024403449043297,-0.14971520978841463
mech_009_PR_attrition_moderate,mech_009,PR_attrition_moderate,0.85,TJ_rich,50.0,1450.0,neutral,6,0.2630456788051824,1115168.2492343232,0.0130877134996549,-0.9616484876488868
mech_009_PR_attrition_moderate,mech_009,PR_attrition_moderate,0.85,TJ_rich,50.0,1450.0,unattainable,36,,,,
mech_009_PR_attrition_moderate,mech_009,PR_attrition_moderate,0.85,TJ_rich,50.0,1500.0,beneficial,2,1.1602446122829897,1121105.4094256852,0.0104996700284536,-0.9583087829539992
mech_009_PR_attrition_moderate,mech_009,PR_attrition_moderate,0.85,TJ_rich,50.0,1500.0,harmful,40,-7.8729456223965055,187556.67719447575,0.0036636258964162,-0.216770017590818
mech_009_PR_attrition_moderate,mech_009,PR_attrition_moderate,0.85,TJ_rich,50.0,1500.0,unattainable,30,,,,
mech_009_PR_attrition_moderate,mech_009,PR_attrition_moderate,0.85,TJ_rich,100.0,1300.0,unattainable,72,,,,
mech_009_PR_attrition_moderate,mech_009,PR_attrition_moderate,0.85,TJ_rich,100.0,1350.0,beneficial,3,1.2044565195210617,560018.1635956777,0.0100432323146708,-0.6355579275668646
mech_009_PR_attrition_moderate,mech_009,PR_attrition_moderate,0.85,TJ_rich,100.0,1350.0,neutral,9,-0.0399359935643362,148383.19124837118,0.0023983509136864,-0.1719534386744214
mech_009_PR_attrition_moderate,mech_009,PR_attrition_moderate,0.85,TJ_rich,100.0,1350.0,unattainable,60,,,,
mech_009_PR_attrition_moderate,mech_009,PR_attrition_moderate,0.85,TJ_rich,100.0,1400.0,beneficial,4,2.541674664725719,1122397.1533091832,0.01607721587223385,-1.1550696797127635
mech_009_PR_attrition_moderate,mech_009,PR_attrition_moderate,0.85,TJ_rich,100.0,1400.0,harmful,15,-1.4176494105733084,181149.9857242462,0.0029629695338274,-0.1697173372341538
mech_009_PR_attrition_moderate,mech_009,PR_attrition_moderate,0.85,TJ_rich,100.0,1400.0,neutral,8,-0.5152840538406641,138486.8428555898,0.0022291036596769,-0.1129910689099702
mech_009_PR_attrition_moderate,mech_009,PR_attrition_moderate,0.85,TJ_rich,100.0,1400.0,unattainable,45,,,,
mech_009_PR_attrition_moderate,mech_009,PR_attrition_moderate,0.85,TJ_rich,100.0,1450.0,beneficial,4,1.500439459664661,1136236.309604146,0.012019004735394249,-0.9914794412425927
mech_009_PR_attrition_moderate,mech_009,PR_attrition_moderate,0.85,TJ_rich,100.0,1450.0,harmful,28,-3.510258020744394,177990.67403025692,0.0023385094884169,-0.15294581224332043
mech_009_PR_attrition_moderate,mech_009,PR_attrition_moderate,0.85,TJ_rich,100.0,1450.0,neutral,4,-0.3374825251456598,841711.4259250988,0.0123375216192107,-0.8474525722596802
mech_009_PR_attrition_moderate,mech_009,PR_attrition_moderate,0.85,TJ_rich,100.0,1450.0,unattainable,36,,,,
mech_009_PR_attrition_moderate,mech_009,PR_attrition_moderate,0.85,TJ_rich,100.0,1500.0,harmful,40,-7.570515511955527,189536.33278279775,0.004018886231107801,-0.2203736095368924
mech_009_PR_attrition_moderate,mech_009,PR_attrition_moderate,0.85,TJ_rich,100.0,1500.0,neutral,2,0.868927743933407,1135604.2260578966,0.0103822691688337,-0.9338456411081636
mech_009_PR_attrition_moderate,mech_009,PR_attrition_moderate,0.85,TJ_rich,100.0,1500.0,unattainable,30,,,,
mech_009_PR_attrition_moderate,mech_009,PR_attrition_moderate,0.85,baseline,0.2,1300.0,unattainable,72,,,,
mech_009_PR_attrition_moderate,mech_009,PR_attrition_moderate,0.85,baseline,0.2,1350.0,unattainable,72,,,,
mech_009_PR_attrition_moderate,mech_009,PR_attrition_moderate,0.85,baseline,0.2,1400.0,unattainable,72,,,,
mech_009_PR_attrition_moderate,mech_009,PR_attrition_moderate,0.85,baseline,0.2,1450.0,unattainable,72,,,,
mech_009_PR_attrition_moderate,mech_009,PR_attrition_moderate,0.85,baseline,0.2,1500.0,unattainable,72,,,,
mech_009_PR_attrition_moderate,mech_009,PR_attrition_moderate,0.85,baseline,1.0,1300.0,neutral,4,0.0,0.0,0.0,0.0
mech_009_PR_attrition_moderate,mech_009,PR_attrition_moderate,0.85,baseline,1.0,1300.0,unattainable,68,,,,
mech_009_PR_attrition_moderate,mech_009,PR_attrition_moderate,0.85,baseline,1.0,1350.0,neutral,21,0.0,0.0,0.0,0.0
mech_009_PR_attrition_moderate,mech_009,PR_attrition_moderate,0.85,baseline,1.0,1350.0,unattainable,51,,,,
mech_009_PR_attrition_moderate,mech_009,PR_attrition_moderate,0.85,baseline,1.0,1400.0,neutral,35,0.0,0.0,0.0,0.0
mech_009_PR_attrition_moderate,mech_009,PR_attrition_moderate,0.85,baseline,1.0,1400.0,unattainable,37,,,,
mech_009_PR_attrition_moderate,mech_009,PR_attrition_moderate,0.85,baseline,1.0,1450.0,neutral,45,0.0,0.0,0.0,0.0
mech_009_PR_attrition_moderate,mech_009,PR_attrition_moderate,0.85,baseline,1.0,1450.0,unattainable,27,,,,
mech_009_PR_attrition_moderate,mech_009,PR_attrition_moderate,0.85,baseline,1.0,1500.0,neutral,58,0.0,0.0,0.0,0.0
mech_009_PR_attrition_moderate,mech_009,PR_attrition_moderate,0.85,baseline,1.0,1500.0,unattainable,14,,,,
mech_009_PR_attrition_moderate,mech_009,PR_attrition_moderate,0.85,baseline,5.0,1300.0,beneficial,1,1.0599015443835706,603542.9298058104,0.0057182423735129,-0.3444646995479274
mech_009_PR_attrition_moderate,mech_009,PR_attrition_moderate,0.85,baseline,5.0,1300.0,neutral,3,0.0212801173006455,194384.9084282838,0.0028486748368366,-0.13167981151188
mech_009_PR_attrition_moderate,mech_009,PR_attrition_moderate,0.85,baseline,5.0,1300.0,unattainable,68,,,,
mech_009_PR_attrition_moderate,mech_009,PR_attrition_moderate,0.85,baseline,5.0,1350.0,beneficial,7,2.009062432027258,1026424.3395744304,0.0067007094907643,-0.337940372104363
mech_009_PR_attrition_moderate,mech_009,PR_attrition_moderate,0.85,baseline,5.0,1350.0,neutral,14,0.020538029738246352,216024.3623768791,0.00211677263989005,-0.0788817627176854
mech_009_PR_attrition_moderate,mech_009,PR_attrition_moderate,0.85,baseline,5.0,1350.0,unattainable,51,,,,
mech_009_PR_attrition_moderate,mech_009,PR_attrition_moderate,0.85,baseline,5.0,1400.0,beneficial,9,1.9974646053818357,1534956.4803904656,0.0100437885049467,-0.6893081371039571
mech_009_PR_attrition_moderate,mech_009,PR_attrition_moderate,0.85,baseline,5.0,1400.0,harmful,2,-1.487744338149806,350281.9536068893,0.003982012894726,-0.1375786392969047
