figure_id,panel_id,candidate_id,evidence_level,model_layer,source_file,source_table,source_branch_or_commit,units_reference,human_readable_label_reference,derivation_notes,ablation,tier,median_reduction,span20,window_width_C,lower_bracketed,upper_bracketed,complete,rho_high_final,rho_two_final,loss_from_full,retained_TierB,high_density_attainment,mechanism_loss_category
Figure 6,ablation_matrix,693168,exact,local_region_two_step,results/local_region_decoder_corrected_dynamic_search/ablation_summary.csv,six-candidate exact ablation matrix,codex/figure-source-data-package@579367dddf34,results/figure_source_data_package/all_columns_dictionary.csv,results/figure_source_data_package/all_columns_dictionary.csv,"Mechanism-loss category is derived from saved attainment, boundary, and reduction fields.",q_TJ_0,Tier_B,0.8938129038898149,0.0299999999999966,275.0,True,True,True,0.9818487260362176,0.9803463726636372,False,True,True,noncausal
Figure 6,ablation_matrix,693168,exact,local_region_two_step,results/local_region_decoder_corrected_dynamic_search/ablation_summary.csv,six-candidate exact ablation matrix,codex/figure-source-data-package@579367dddf34,results/figure_source_data_package/all_columns_dictionary.csv,results/figure_source_data_package/all_columns_dictionary.csv,"Mechanism-loss category is derived from saved attainment, boundary, and reduction fields.",q_TJ_1,Tier_B,0.4763839522968914,0.0299999999999966,310.0,True,True,True,0.9818406362187372,0.9803531895869024,False,True,True,noncausal
Figure 6,ablation_matrix,693168,exact,local_region_two_step,results/local_region_decoder_corrected_dynamic_search/ablation_summary.csv,six-candidate exact ablation matrix,codex/figure-source-data-package@579367dddf34,results/figure_source_data_package/all_columns_dictionary.csv,results/figure_source_data_package/all_columns_dictionary.csv,"Mechanism-loss category is derived from saved attainment, boundary, and reduction fields.",q_TJ_2,Tier_B,0.2685741678141093,0.0299999999999966,375.0,True,True,True,0.9818365924893572,0.9803566174511986,False,True,True,noncausal
Figure 6,ablation_matrix,693168,exact,local_region_two_step,results/local_region_decoder_corrected_dynamic_search/ablation_summary.csv,six-candidate exact ablation matrix,codex/figure-source-data-package@579367dddf34,results/figure_source_data_package/all_columns_dictionary.csv,results/figure_source_data_package/all_columns_dictionary.csv,"Mechanism-loss category is derived from saved attainment, boundary, and reduction fields.",no_residual_stress,Tier_B,0.2710798370731343,0.0240999999999973,290.0,True,True,True,0.981655343378063,0.9806564205229382,False,True,True,noncausal
Figure 6,ablation_matrix,693168,exact,local_region_two_step,results/local_region_decoder_corrected_dynamic_search/ablation_summary.csv,six-candidate exact ablation matrix,codex/figure-source-data-package@579367dddf34,results/figure_source_data_package/all_columns_dictionary.csv,results/figure_source_data_package/all_columns_dictionary.csv,"Mechanism-loss category is derived from saved attainment, boundary, and reduction fields.",topology_disabled,Tier_B,0.8501068784151287,0.0299999999999966,250.0,True,True,True,0.9812807129450256,0.9801270042881955,False,True,True,noncausal
Figure 6,ablation_matrix,822940,exact,local_region_two_step,results/local_region_decoder_corrected_dynamic_search/ablation_summary.csv,six-candidate exact ablation matrix,codex/figure-source-data-package@579367dddf34,results/figure_source_data_package/all_columns_dictionary.csv,results/figure_source_data_package/all_columns_dictionary.csv,"Mechanism-loss category is derived from saved attainment, boundary, and reduction fields.",full_model,Tier_B,0.3190687505790738,0.0299999999999966,125.0,True,True,True,0.9810335276385648,0.980009438402435,False,True,True,noncausal
Figure 6,ablation_matrix,822940,exact,local_region_two_step,results/local_region_decoder_corrected_dynamic_search/ablation_summary.csv,six-candidate exact ablation matrix,codex/figure-source-data-package@579367dddf34,results/figure_source_data_package/all_columns_dictionary.csv,results/figure_source_data_package/all_columns_dictionary.csv,"Mechanism-loss category is derived from saved attainment, boundary, and reduction fields.",no_PR_damage,Tier_C,0.0526257085300269,0.0,40.0,True,True,True,0.9813147068928986,0.9800005646235808,True,False,True,loses_trajectory_reduction
Figure 6,ablation_matrix,822940,exact,local_region_two_step,results/local_region_decoder_corrected_dynamic_search/ablation_summary.csv,six-candidate exact ablation matrix,codex/figure-source-data-package@579367dddf34,results/figure_source_data_package/all_columns_dictionary.csv,results/figure_source_data_package/all_columns_dictionary.csv,"Mechanism-loss category is derived from saved attainment, boundary, and reduction fields.",no_sweep_coalescence,Tier_B,0.3190686532182396,0.0299999999999966,125.0,True,True,True,0.9810335276356212,0.980009438411798,False,True,True,noncausal
Figure 6,ablation_matrix,822940,exact,local_region_two_step,results/local_region_decoder_corrected_dynamic_search/ablation_summary.csv,six-candidate exact ablation matrix,codex/figure-source-data-package@579367dddf34,results/figure_source_data_package/all_columns_dictionary.csv,results/figure_source_data_package/all_columns_dictionary.csv,"Mechanism-loss category is derived from saved attainment, boundary, and reduction fields.",no_local_region_heterogeneity,Tier_B,0.3873325184385883,0.0299999999999966,225.0,True,True,True,0.9804601646850764,0.980292857571054,False,True,True,noncausal
Figure 6,ablation_matrix,822940,exact,local_region_two_step,results/local_region_decoder_corrected_dynamic_search/ablation_summary.csv,six-candidate exact ablation matrix,codex/figure-source-data-package@579367dddf34,results/figure_source_data_package/all_columns_dictionary.csv,results/figure_source_data_package/all_columns_dictionary.csv,"Mechanism-loss category is derived from saved attainment, boundary, and reduction fields.",homogenized_network,Tier_B,0.3782812994228561,0.0299999999999966,140.0,True,True,True,0.9802259638744624,0.9800064004220744,False,True,True,noncausal
Figure 6,ablation_matrix,822940,exact,local_region_two_step,results/local_region_decoder_corrected_dynamic_search/ablation_summary.csv,six-candidate exact ablation matrix,codex/figure-source-data-package@579367dddf34,results/figure_source_data_package/all_columns_dictionary.csv,results/figure_source_data_package/all_columns_dictionary.csv,"Mechanism-loss category is derived from saved attainment, boundary, and reduction fields.",no_interregion_exchange,Tier_B,0.3190625876464175,0.0299999999999966,125.0,True,True,True,0.9810335293924406,0.9800094455526912,False,True,True,noncausal
Figure 6,ablation_matrix,822940,exact,local_region_two_step,results/local_region_decoder_corrected_dynamic_search/ablation_summary.csv,six-candidate exact ablation matrix,codex/figure-source-data-package@579367dddf34,results/figure_source_data_package/all_columns_dictionary.csv,results/figure_source_data_package/all_columns_dictionary.csv,"Mechanism-loss category is derived from saved attainment, boundary, and reduction fields.",no_pore_detachment,Tier_B,0.3190154535629675,0.0299999999999966,125.0,True,True,True,0.9810335183158868,0.9800094342193773,False,True,True,noncausal
Figure 6,ablation_matrix,822940,exact,local_region_two_step,results/local_region_decoder_corrected_dynamic_search/ablation_summary.csv,six-candidate exact ablation matrix,codex/figure-source-data-package@579367dddf34,results/figure_source_data_package/all_columns_dictionary.csv,results/figure_source_data_package/all_columns_dictionary.csv,"Mechanism-loss category is derived from saved attainment, boundary, and reduction fields.",no_recapture,Tier_B,0.3519916879986766,0.0299999999999966,140.0,True,True,True,0.9816776591673206,0.9800088874316646,False,True,True,noncausal
Figure 6,ablation_matrix,822940,exact,local_region_two_step,results/local_region_decoder_corrected_dynamic_search/ablation_summary.csv,six-candidate exact ablation matrix,codex/figure-source-data-package@579367dddf34,results/figure_source_data_package/all_columns_dictionary.csv,results/figure_source_data_package/all_columns_dictionary.csv,"Mechanism-loss category is derived from saved attainment, boundary, and reduction fields.",no_closed_transition,reject,,0.0,0.0,False,False,False,0.7419272707115557,0.7419272707115557,True,False,False,loses_high_density_attainment
Figure 6,ablation_matrix,822940,exact,local_region_two_step,results/local_region_decoder_corrected_dynamic_search/ablation_summary.csv,six-candidate exact ablation matrix,codex/figure-source-data-package@579367dddf34,results/figure_source_data_package/all_columns_dictionary.csv,results/figure_source_data_package/all_columns_dictionary.csv,"Mechanism-loss category is derived from saved attainment, boundary, and reduction fields.",no_closed_shrinkage,reject,,0.0,0.0,False,False,False,0.7083266395367203,0.7083266395367203,True,False,False,loses_high_density_attainment
Figure 6,ablation_matrix,822940,exact,local_region_two_step,results/local_region_decoder_corrected_dynamic_search/ablation_summary.csv,six-candidate exact ablation matrix,codex/figure-source-data-package@579367dddf34,results/figure_source_data_package/all_columns_dictionary.csv,results/figure_source_data_package/all_columns_dictionary.csv,"Mechanism-loss category is derived from saved attainment, boundary, and reduction fields.",infinite_closed_accommodation,reject,,0.0,0.0,False,False,False,0.7866206180871618,0.7866206180871618,True,False,False,loses_high_density_attainment
Figure 6,ablation_matrix,822940,exact,local_region_two_step,results/local_region_decoder_corrected_dynamic_search/ablation_summary.csv,six-candidate exact ablation matrix,codex/figure-source-data-package@579367dddf34,results/figure_source_data_package/all_columns_dictionary.csv,results/figure_source_data_package/all_columns_dictionary.csv,"Mechanism-loss category is derived from saved attainment, boundary, and reduction fields.",no_attached_pore_drag,Tier_B,0.3104528326974884,0.0299999999999966,105.0,True,True,True,0.9815145227412608,0.9800043075774458,False,True,True,noncausal
Figure 6,ablation_matrix,822940,exact,local_region_two_step,results/local_region_decoder_corrected_dynamic_search/ablation_summary.csv,six-candidate exact ablation matrix,codex/figure-source-data-package@579367dddf34,results/figure_source_data_package/all_columns_dictionary.csv,results/figure_source_data_package/all_columns_dictionary.csv,"Mechanism-loss category is derived from saved attainment, boundary, and reduction fields.",no_persistent_junction,Tier_B,0.3623168748428336,0.0299999999999966,160.0,True,True,True,0.9812679694908087,0.9800050006696072,False,True,True,noncausal
Figure 6,ablation_matrix,822940,exact,local_region_two_step,results/local_region_decoder_corrected_dynamic_search/ablation_summary.csv,six-candidate exact ablation matrix,codex/figure-source-data-package@579367dddf34,results/figure_source_data_package/all_columns_dictionary.csv,results/figure_source_data_package/all_columns_dictionary.csv,"Mechanism-loss category is derived from saved attainment, boundary, and reduction fields.",no_TJ_multihit,Tier_C,0.5097275040450905,0.0299999999999966,0.0,True,True,False,0.9800437879328128,0.980000593166046,True,False,True,noncausal
Figure 6,ablation_matrix,822940,exact,local_region_two_step,results/local_region_decoder_corrected_dynamic_search/ablation_summary.csv,six-candidate exact ablation matrix,codex/figure-source-data-package@579367dddf34,results/figure_source_data_package/all_columns_dictionary.csv,results/figure_source_data_package/all_columns_dictionary.csv,"Mechanism-loss category is derived from saved attainment, boundary, and reduction fields.",q_TJ_0,Tier_B,0.3190687505790738,0.0299999999999966,125.0,True,True,True,0.9810335276385648,0.980009438402435,False,True,True,noncausal
Figure 6,ablation_matrix,822940,exact,local_region_two_step,results/local_region_decoder_corrected_dynamic_search/ablation_summary.csv,six-candidate exact ablation matrix,codex/figure-source-data-package@579367dddf34,results/figure_source_data_package/all_columns_dictionary.csv,results/figure_source_data_package/all_columns_dictionary.csv,"Mechanism-loss category is derived from saved attainment, boundary, and reduction fields.",q_TJ_1,Tier_B,0.2154032521964771,0.0277999999999969,200.0,True,True,True,0.9819842624069604,0.9800092662282558,False,True,True,noncausal
Figure 6,ablation_matrix,822940,exact,local_region_two_step,results/local_region_decoder_corrected_dynamic_search/ablation_summary.csv,six-candidate exact ablation matrix,codex/figure-source-data-package@579367dddf34,results/figure_source_data_package/all_columns_dictionary.csv,results/figure_source_data_package/all_columns_dictionary.csv,"Mechanism-loss category is derived from saved attainment, boundary, and reduction fields.",q_TJ_2,Tier_C,0.0629890476363661,0.0,240.0,True,False,False,0.981099425906926,0.9800060985847616,True,False,True,loses_upper_boundary
Figure 6,ablation_matrix,822940,exact,local_region_two_step,results/local_region_decoder_corrected_dynamic_search/ablation_summary.csv,six-candidate exact ablation matrix,codex/figure-source-data-package@579367dddf34,results/figure_source_data_package/all_columns_dictionary.csv,results/figure_source_data_package/all_columns_dictionary.csv,"Mechanism-loss category is derived from saved attainment, boundary, and reduction fields.",no_residual_stress,Tier_B,0.5098136078384499,0.0299999999999966,25.0,True,True,True,0.9816367454415929,0.980004199097653,False,True,True,noncausal
Figure 6,ablation_matrix,822940,exact,local_region_two_step,results/local_region_decoder_corrected_dynamic_search/ablation_summary.csv,six-candidate exact ablation matrix,codex/figure-source-data-package@579367dddf34,results/figure_source_data_package/all_columns_dictionary.csv,results/figure_source_data_package/all_columns_dictionary.csv,"Mechanism-loss category is derived from saved attainment, boundary, and reduction fields.",topology_disabled,Tier_C,0.7472658144753199,0.0299999999999966,0.0,True,True,False,0.9801002677550034,0.9800006001318706,True,False,True,noncausal
Figure 6,ablation_matrix,581668,exact,local_region_two_step,results/local_region_decoder_corrected_dynamic_search/ablation_summary.csv,six-candidate exact ablation matrix,codex/figure-source-data-package@579367dddf34,results/figure_source_data_package/all_columns_dictionary.csv,results/figure_source_data_package/all_columns_dictionary.csv,"Mechanism-loss category is derived from saved attainment, boundary, and reduction fields.",full_model,Tier_B,0.3389414747772701,0.0299999999999966,265.0,True,True,True,0.981002871813376,0.9814628699606158,False,True,True,noncausal
Figure 6,ablation_matrix,581668,exact,local_region_two_step,results/local_region_decoder_corrected_dynamic_search/ablation_summary.csv,six-candidate exact ablation matrix,codex/figure-source-data-package@579367dddf34,results/figure_source_data_package/all_columns_dictionary.csv,results/figure_source_data_package/all_columns_dictionary.csv,"Mechanism-loss category is derived from saved attainment, boundary, and reduction fields.",no_PR_damage,reject,,0.0,0.0,False,False,False,0.8289220421759678,0.8289220421759678,True,False,False,loses_high_density_attainment
Figure 6,ablation_matrix,581668,exact,local_region_two_step,results/local_region_decoder_corrected_dynamic_search/ablation_summary.csv,six-candidate exact ablation matrix,codex/figure-source-data-package@579367dddf34,results/figure_source_data_package/all_columns_dictionary.csv,results/figure_source_data_package/all_columns_dictionary.csv,"Mechanism-loss category is derived from saved attainment, boundary, and reduction fields.",no_sweep_coalescence,Tier_B,0.3389391478550486,0.0299999999999966,265.0,True,True,True,0.9810023604949372,0.9814627947723956,False,True,True,noncausal
Figure 6,ablation_matrix,581668,exact,local_region_two_step,results/local_region_decoder_corrected_dynamic_search/ablation_summary.csv,six-candidate exact ablation matrix,codex/figure-source-data-package@579367dddf34,results/figure_source_data_package/all_columns_dictionary.csv,results/figure_source_data_package/all_columns_dictionary.csv,"Mechanism-loss category is derived from saved attainment, boundary, and reduction fields.",no_local_region_heterogeneity,Tier_B,0.3908410528425224,0.0299999999999966,265.0,True,True,True,0.9819420100209344,0.9806280308278624,False,True,True,noncausal
Figure 6,ablation_matrix,581668,exact,local_region_two_step,results/local_region_decoder_corrected_dynamic_search/ablation_summary.csv,six-candidate exact ablation matrix,codex/figure-source-data-package@579367dddf34,results/figure_source_data_package/all_columns_dictionary.csv,results/figure_source_data_package/all_columns_dictionary.csv,"Mechanism-loss category is derived from saved attainment, boundary, and reduction fields.",homogenized_network,Tier_B,0.2604801707917477,0.0299999999999966,290.0,True,True,True,0.9815220336848544,0.9806623512741154,False,True,True,noncausal
Figure 6,ablation_matrix,581668,exact,local_region_two_step,results/local_region_decoder_corrected_dynamic_search/ablation_summary.csv,six-candidate exact ablation matrix,codex/figure-source-data-package@579367dddf34,results/figure_source_data_package/all_columns_dictionary.csv,results/figure_source_data_package/all_columns_dictionary.csv,"Mechanism-loss category is derived from saved attainment, boundary, and reduction fields.",no_interregion_exchange,Tier_B,0.338941474777282,0.0299999999999966,265.0,True,True,True,0.981002871803176,0.9814628699599356,False,True,True,noncausal
Figure 6,ablation_matrix,581668,exact,local_region_two_step,results/local_region_decoder_corrected_dynamic_search/ablation_summary.csv,six-candidate exact ablation matrix,codex/figure-source-data-package@579367dddf34,results/figure_source_data_package/all_columns_dictionary.csv,results/figure_source_data_package/all_columns_dictionary.csv,"Mechanism-loss category is derived from saved attainment, boundary, and reduction fields.",no_pore_detachment,Tier_B,0.3389414888463961,0.0299999999999966,265.0,True,True,True,0.98100287592042,0.9814628708826963,False,True,True,noncausal
Figure 6,ablation_matrix,581668,exact,local_region_two_step,results/local_region_decoder_corrected_dynamic_search/ablation_summary.csv,six-candidate exact ablation matrix,codex/figure-source-data-package@579367dddf34,results/figure_source_data_package/all_columns_dictionary.csv,results/figure_source_data_package/all_columns_dictionary.csv,"Mechanism-loss category is derived from saved attainment, boundary, and reduction fields.",no_recapture,Tier_B,0.3278586975441824,0.0299999999999966,265.0,True,True,True,0.9803151896059696,0.9814049660635727,False,True,True,noncausal
Figure 6,ablation_matrix,581668,exact,local_region_two_step,results/local_region_decoder_corrected_dynamic_search/ablation_summary.csv,six-candidate exact ablation matrix,codex/figure-source-data-package@579367dddf34,results/figure_source_data_package/all_columns_dictionary.csv,results/figure_source_data_package/all_columns_dictionary.csv,"Mechanism-loss category is derived from saved attainment, boundary, and reduction fields.",no_closed_transition,reject,,0.0,0.0,False,False,False,0.7282366801110641,0.7282366801110641,True,False,False,loses_high_density_attainment
Figure 6,ablation_matrix,581668,exact,local_region_two_step,results/local_region_decoder_corrected_dynamic_search/ablation_summary.csv,six-candidate exact ablation matrix,codex/figure-source-data-package@579367dddf34,results/figure_source_data_package/all_columns_dictionary.csv,results/figure_source_data_package/all_columns_dictionary.csv,"Mechanism-loss category is derived from saved attainment, boundary, and reduction fields.",no_closed_shrinkage,reject,,0.0,0.0,False,False,False,0.7080442047664586,0.7080442047664586,True,False,False,loses_high_density_attainment
Figure 6,ablation_matrix,581668,exact,local_region_two_step,results/local_region_decoder_corrected_dynamic_search/ablation_summary.csv,six-candidate exact ablation matrix,codex/figure-source-data-package@579367dddf34,results/figure_source_data_package/all_columns_dictionary.csv,results/figure_source_data_package/all_columns_dictionary.csv,"Mechanism-loss category is derived from saved attainment, boundary, and reduction fields.",infinite_closed_accommodation,reject,,0.0,0.0,False,False,False,0.8163102542759659,0.8163102542759659,True,False,False,loses_high_density_attainment
Figure 6,ablation_matrix,581668,exact,local_region_two_step,results/local_region_decoder_corrected_dynamic_search/ablation_summary.csv,six-candidate exact ablation matrix,codex/figure-source-data-package@579367dddf34,results/figure_source_data_package/all_columns_dictionary.csv,results/figure_source_data_package/all_columns_dictionary.csv,"Mechanism-loss category is derived from saved attainment, boundary, and reduction fields.",no_attached_pore_drag,Tier_C,0.0970314395069805,0.0,340.0,True,False,False,0.9812618868451068,0.981118016970872,True,False,True,loses_upper_boundary
Figure 6,ablation_matrix,581668,exact,local_region_two_step,results/local_region_decoder_corrected_dynamic_search/ablation_summary.csv,six-candidate exact ablation matrix,codex/figure-source-data-package@579367dddf34,results/figure_source_data_package/all_columns_dictionary.csv,results/figure_source_data_package/all_columns_dictionary.csv,"Mechanism-loss category is derived from saved attainment, boundary, and reduction fields.",no_persistent_junction,Tier_B,0.3371341993601024,0.0299999999999966,265.0,True,True,True,0.9809780282842946,0.981457050815426,False,True,True,noncausal
Figure 6,ablation_matrix,581668,exact,local_region_two_step,results/local_region_decoder_corrected_dynamic_search/ablation_summary.csv,six-candidate exact ablation matrix,codex/figure-source-data-package@579367dddf34,results/figure_source_data_package/all_columns_dictionary.csv,results/figure_source_data_package/all_columns_dictionary.csv,"Mechanism-loss category is derived from saved attainment, boundary, and reduction fields.",no_TJ_multihit,Tier_B,0.4371636473526007,0.0299999999999966,315.0,True,True,True,0.981625301236098,0.9804497447998411,False,True,True,noncausal
Figure 6,ablation_matrix,581668,exact,local_region_two_step,results/local_region_decoder_corrected_dynamic_search/ablation_summary.csv,six-candidate exact ablation matrix,codex/figure-source-data-package@579367dddf34,results/figure_source_data_package/all_columns_dictionary.csv,results/figure_source_data_package/all_columns_dictionary.csv,"Mechanism-loss category is derived from saved attainment, boundary, and reduction fields.",q_TJ_0,Tier_B,0.5961796728739494,0.0299999999999966,225.0,True,True,True,0.9801622529345758,0.9814394063207784,False,True,True,noncausal
Figure 6,ablation_matrix,581668,exact,local_region_two_step,results/local_region_decoder_corrected_dynamic_search/ablation_summary.csv,six-candidate exact ablation matrix,codex/figure-source-data-package@579367dddf34,results/figure_source_data_package/all_columns_dictionary.csv,results/figure_source_data_package/all_columns_dictionary.csv,"Mechanism-loss category is derived from saved attainment, boundary, and reduction fields.",q_TJ_1,Tier_B,0.3389414747772701,0.0299999999999966,265.0,True,True,True,0.981002871813376,0.9814628699606158,False,True,True,noncausal
Figure 6,ablation_matrix,581668,exact,local_region_two_step,results/local_region_decoder_corrected_dynamic_search/ablation_summary.csv,six-candidate exact ablation matrix,codex/figure-source-data-package@579367dddf34,results/figure_source_data_package/all_columns_dictionary.csv,results/figure_source_data_package/all_columns_dictionary.csv,"Mechanism-loss category is derived from saved attainment, boundary, and reduction fields.",q_TJ_2,Tier_C,0.144227021723221,0.0,330.0,True,False,False,0.9813032788901852,0.9804423027206628,True,False,True,loses_upper_boundary
Figure 6,ablation_matrix,581668,exact,local_region_two_step,results/local_region_decoder_corrected_dynamic_search/ablation_summary.csv,six-candidate exact ablation matrix,codex/figure-source-data-package@579367dddf34,results/figure_source_data_package/all_columns_dictionary.csv,results/figure_source_data_package/all_columns_dictionary.csv,"Mechanism-loss category is derived from saved attainment, boundary, and reduction fields.",no_residual_stress,reject,,0.0,0.0,False,False,False,0.8303460092181887,0.8303460092181887,True,False,False,loses_high_density_attainment
