case,T_C,rho,G_um,pore_D50_m,pore_D90_m,fine_pore_fraction,R_Z_eff_m,Gamma_growth,tau_remove_s_json
conditioned_5C_min,1000.0000000000001,0.660332557422582,0.050456006466820184,2.5784320092758645e-08,5.0778263157337946e-08,0.824416934328983,3.2231723288653716e-08,0.9705886113962233,"[28468.671162670344, 72333.10794081503, 179247.9270472665, 444391.8412904628, 1102345.3681294294, 2736205.97939309, 6796756.68128721, 16897549.564799182, 42050267.74384407, 104760891.76730606, 261328976.69556966, 667355842.0430009]"
conditioned_5C_min,1005.0000000000001,0.6604038531902083,0.050547991370488245,2.5784320092758645e-08,5.0778263157337946e-08,0.8243857144303104,3.2243788662986815e-08,0.970035774060797,"[24218.200048183364, 61484.37000850672, 152351.0074237146, 377668.11640149396, 936712.299047783, 2324731.4506006134, 5773664.950828866, 14351212.277221939, 35705586.398411654, 88931310.1138839, 221775880.35916147, 565794535.5306516]"
conditioned_5C_min,1010.0000000000001,0.6604874808334271,0.05065444652237559,2.5784320092758645e-08,5.0778263157337946e-08,0.8243490239616005,3.225797004346763e-08,0.9693875773971912,"[20629.795922214093, 52333.51290827491, 129666.1541148035, 321400.72930574487, 797056.7358730341, 1977851.2613520466, 4911350.390056879, 12205510.965895869, 30360546.805232137, 75599733.93250808, 188475916.0542682, 480386711.7792747]"
conditioned_5C_min,1015.0000000000001,0.6605854191409615,0.05077745715212922,2.5784320092758645e-08,5.0778263157337946e-08,0.8243059681517109,3.2274614572903676e-08,0.9686270339953665,"[17596.385977471768, 44604.548942191715, 110508.24449911185, 273887.579338446, 679146.316903103, 1685030.9229344511, 4183562.3974151537, 10394946.925250841, 25851475.31712827, 64356452.73311453, 160401433.77029654, 408460091.2788749]"
conditioned_5C_min,1020.0000000000001,0.6606999331594259,0.05091937073050846,2.5784320092758645e-08,5.0778263157337946e-08,0.824255518215482,3.229412182660395e-08,0.9677338370471414,"[15028.81286859453, 38067.9197487369, 94307.49677068225, 233713.3512771908, 579462.4576335475, 1437514.4710932425, 3568487.680587972, 8865108.746508108, 22042449.101480383, 54861352.18233259, 136699724.1596326, 347800594.35394746]"
conditioned_5C_min,1025.0,0.6608336088133004,0.05108282121688327,2.5784320092758645e-08,5.0778263157337946e-08,0.8241964937716361,3.231695085653895e-08,0.966683620084326,"[12852.738610101911, 32532.42614309716, 80589.40644057597, 199699.58521648907, 495075.9552019587, 1228014.1517230633, 3047975.0193032273, 7570732.331022474, 18820431.99371181, 46831690.727597065, 116662221.41797373, 296571044.4327602]"
conditioned_5C_min,1030.0,0.6609893900992941,0.05127075314945849,2.5784320092758645e-08,5.0778263157337946e-08,0.8241275434912249,3.234362800412015e-08,0.9654470341442722,"[11006.099894690533, 27838.604099621356, 68958.281084792, 170863.7094652979, 423544.9472596444, 1050455.9401540866, 2606899.7108910982, 6474111.021182818, 16091289.853805082, 40032091.17906627, 99699300.90402599, 253244766.17222488]"
conditioned_5C_min,1035.0,0.6611706186209494,0.05148644466852198,2.5784320092758645e-08,5.0778263157337946e-08,0.8240471239217442,3.2374755528265175e-08,0.9639885978922472,"[9437.013782053424, 23853.28013894307, 59083.70906967846, 146385.38015328677, 362831.089557663, 899770.5508424749, 2232641.7831001026, 5543790.777671401, 13776521.6354153, 34266333.790108405, 85319624.29874262, 216551264.63066274]"
conditioned_5C_min,1040.0,0.6613810750896127,0.0517335282332727,2.5784320092758645e-08,5.0778263157337946e-08,0.8239534764607993,3.2411021090769164e-08,0.9622652683507177,"[8102.051735713527, 20465.089954785326, 50689.424045864456, 125578.78588931385, 311230.6031762936, 771721.5643896573, 1914657.0029163235, 4753497.769607464, 11810573.751938075, 29370616.77658677, 73113186.79650487, 185431719.07350147]"
conditioned_5C_min,1045.0,0.6616250222558184,0.05201600737795942,2.5784320092758645e-08,5.0778263157337946e-08,0.8238446024878232,3.245320813528455e-08,0.9602246733482922,"[6964.815337642815, 17580.784848736803, 43544.128511591705, 107869.82912437437, 267317.47539693146, 662763.883737437, 1644123.6860102348, 4081255.7409251793, 10138630.527058093, 25208013.953918513, 62737382.60500561, 159002462.89784184]"
conditioned_5C_min,1050.0,0.6619072485559525,0.05233826733875364,2.5784320092758645e-08,5.0778263157337946e-08,0.8237182367011516,3.250220719007832e-08,0.9578029445090654,"[5994.759415312092, 15122.183398427109, 37453.92160943394, 92777.30009896049, 229896.60846530413, 569927.0083713501, 1413651.5135286232, 3508658.5637753867, 8714793.794702573, 21663910.419495754, 53905535.014198296, 136524972.07629782]"
conditioned_5C_min,1055.0,0.6622331115730272,0.052705076757561316,2.5784320092758645e-08,5.0778263157337946e-08,0.8235718187473553,3.255902811939654e-08,0.9549220968654318,"[5166.218353514607, 13023.652327715155, 32256.04243760137, 79897.32415783525, 197965.1223724112, 490718.6458042594, 1217041.1457984487, 3020269.8779415023, 7500581.05317686, 18642238.47943767, 46377441.89673317, 117381166.20831704]"
conditioned_5C_min,1060.0,0.6626085802343727,0.05312157693089815,2.5784320092758645e-08,5.0778263157337946e-08,0.8234024632643838,3.2624813345687664e-08,0.9514869271713965,"[4457.599497303727, 11230.022022036792, 27813.693637050594, 68890.49656650117, 170680.35075449146, 423045.0123762468, 1049085.5090767364, 2603126.9544648323, 6463684.765868349, 16062369.308108877, 39951571.81513026, 101053052.77123252]"
conditioned_5C_min,1065.0,0.6630402745280709,0.053593254241353645,2.5784320092758645e-08,5.0778263157337946e-08,0.8232069284808392,3.2700852068091465e-08,0.9473814627645806,"[3850.714153466821, 9694.859532204504, 24011.75333988025, 59471.22696559055, 147333.33861630026, 365144.84946221067, 905405.3197624083, 2246330.1589986333, 5576946.061373174, 13856542.723459985, 34458613.981288515, 87105927.60822797]"
conditioned_5C_min,1070.0,0.663535501448116,0.05412589055229276,2.5784320092758645e-08,5.0778263157337946e-08,0.8229815835076089,3.2788595515707675e-08,0.9424651095968949,"[3330.222063277306, 8379.036030963072, 20753.21871722637, 51398.903210293545, 127326.86922402127, 315534.72765203816, 782312.7787255119, 1940702.8230497176, 4817504.717738094, 11967739.225743083, 29756140.36380636, 75174491.90670484]"
conditioned_5C_min,1079.5135370376024,0.6645721396799402,0.05521382095239385,2.5784320092758645e-08,5.0778263157337946e-08,0.8224537859595602,3.299456587048911e-08,0.9302034029740341,"[2533.5572986104444, 6366.701744648934, 15770.203019004412, 39055.894325893736, 96739.90643744488, 239699.5186618144, 594182.9861521083, 1473685.8762512882, 3657293.3511467376, 9082923.556048803, 22576051.430633716, 56974214.56002961]"
conditioned_5C_min,1087.4084378034536,0.6656625926356464,0.05632361875353697,2.5784320092758645e-08,5.0778263157337946e-08,0.8218929589964541,3.3214097158312036e-08,0.9161313211086015,"[2024.2936510137959, 5081.576982531187, 12588.165664984004, 31174.91601883303, 77213.14464567823, 191294.6187357544, 474125.38551692927, 1175720.2961442508, 2917248.6907545677, 7243379.942968975, 17999120.480465878, 45385358.98351045]"
conditioned_5C_min,1094.2343248213433,0.6668086231898158,0.05745572349048306,2.5784320092758645e-08,5.0778263157337946e-08,0.8212995996154417,3.344710265167239e-08,0.9002406585229601,"[1669.562922191544, 4187.122063050521, 10373.516062203906, 25690.356906089335, 63625.5432941499, 157616.77793347958, 390607.74773396226, 968477.8572212567, 2402632.1614299705, 5964479.750623129, 14817947.31590904, 37337460.754759036]"
conditioned_5C_min,1100.3160350512535,0.6680132308505253,0.05861058353264177,2.5784320092758645e-08,5.0778263157337946e-08,0.8206717954171839,3.369444361752277e-08,0.8825517287164629,"[1407.1054379442035, 3525.7846543041524, 8736.05284822053, 21635.442919544534, 53580.66051619933, 132722.43806442677, 328879.84816035966, 815326.4264302908, 2022393.4085846457, 5019702.225941813, 12468374.491186673, 31397466.759011313]"
conditioned_5C_min,1105.8543743639375,0.6692803366526676,0.05978865626164787,2.5784320092758645e-08,5.0778263157337946e-08,0.8200069855297148,3.395724674294683e-08,0.8631587470131478,"[1204.2914087355691, 3015.0507552761733, 7471.436832567453, 18503.949957424647, 45823.81537928783, 113500.21038871046, 281221.29150496155, 697095.7946680842, 1728893.8097563486, 4290556.209731605, 10655373.376766656, 26816599.642181233]"
conditioned_5C_min,1113.42353745214,0.6713084791507741,0.06160031233503207,2.5784320092758645e-08,5.0778263157337946e-08,0.8189334597793737,3.4383462750545266e-08,0.8312777420679697,"[972.8782666037088, 2432.712419931386, 6029.399614595474, 14933.202868807763, 36979.47399220151, 91584.91998713989, 226891.25109336607, 562330.6635128073, 1394394.1531174786, 3459683.249186485, 8589801.9824681, 21600629.657550566]"
conditioned_5C_min,1120.3573247136555,0.6735055464401684,0.06346686339909588,2.5784320092758645e-08,5.0778263157337946e-08,0.8177571682825714,3.4852963419693555e-08,0.7968940136053486,"[798.7365647636647, 1994.8725690007414, 4945.009551111871, 12248.047475839965, 30329.0059094181, 75107.18599520957, 186045.69975626175, 461026.19129370415, 1142982.8927243133, 2835298.318746306, 7037857.277546682, 17684079.047714774]"
conditioned_5C_min,1126.8406860964292,0.6758905144290364,0.06538997282695189,2.5784320092758645e-08,6.364806837480235e-08,0.8164638816464692,3.537195557163298e-08,0.7612586467213278,"[662.4649976824687, 1652.5585378387461, 4097.023149475885, 10148.20006547904, 25128.384666449878, 62222.60380867531, 154109.89560805084, 381828.233183357, 946459.3782288282, 2347300.162755775, 5825115.183005228, 14625250.974494407]"
conditioned_5C_min,1132.9931632285552,0.6784817814518544,0.06737135439358137,2.5784320092758645e-08,6.364806837480235e-08,0.815038286585788,3.594715229830523e-08,0.7258086385700085,"[552.8230238372059, 1377.410488635205, 3415.240773125619, 8459.81587411322, 20946.912858889827, 51863.6196533647, 128436.29171088095, 318166.7562983186, 788508.1407910971, 1955139.471595413, 4850703.917691663, 12168886.227078645]"
conditioned_5C_min,1138.8916179069442,0.681295066760245,0.06941277380306127,2.5784320092758645e-08,6.364806837480235e-08,0.8134649619912251,3.65853527648624e-08,0.6919767147964964,"[462.90184436181926, 1152.0007554581262, 2856.5353410416137, 7076.107798720964, 17520.055104833325, 43374.60714668011, 107399.10613826344, 266007.78846684314, 659112.9342534941, 1633926.4653727592, 4052717.838888268, 10158420.006452188]"
conditioned_5C_min,1144.5830929885988,0.6843412840354861,0.07151605026206782,2.5784320092758645e-08,6.364806837480235e-08,0.8117295258385236,3.7292922866865565e-08,0.6610055155537402,"[388.24605911436794, 965.0871207060019, 2393.098693827482, 5928.232488302307, 14677.28945031184, 36332.97905397774, 89950.51621608244, 222751.6337603414, 551819.3632894158, 1367623.9591027615, 3391273.8828500737, 8493020.310295612]"
conditioned_5C_min,1150.0933784077088,0.6876248066670774,0.07368305810105874,2.5784320092758645e-08,6.364806837480235e-08,0.8098197797996771,3.807524801802318e-08,0.6338124099969557,"[325.8470072155305, 809.0705254275648, 2006.145576499707, 4969.695241850656, 12303.462357118855, 30453.3758232093, 75382.97849578422, 186642.86913733438, 462269.1899513152, 1145403.1396075531, 2839441.856888939, 7104602.447237659]"
conditioned_5C_min,1155.4336935005367,0.691142551040479,0.07591572844457892,2.5784320092758645e-08,6.364806837480235e-08,0.8077266154087327,3.8936269055110116e-08,0.6109300618873414,"[273.56691506110167, 678.5425972295822, 1682.3150264476312, 4167.435598019718, 10316.699154117248, 25532.90359339721, 63193.39422286491, 156433.1987411094, 387362.9160007093, 959561.8128127133, 2378064.429478966, 5944710.063934114]"
conditioned_5C_min,1160.6063417675887,0.6948841296990242,0.07821605093217811,2.5784320092758645e-08,6.364806837480235e-08,0.8054444682717389,3.987822007450006e-08,0.592521605549133,"[229.79673982944092, 569.4246982030487, 1411.53569966022, 3496.5382983257723, 8655.298239408201, 21418.647626937563, 53002.54250587924, 131181.52973794215, 324763.3358191054, 804290.6629077811, 1992688.3354899888, 4976752.4204065725]"
conditioned_5C_min,1167.238925521186,0.700191871651458,0.08139193624638877,2.5784320092758645e-08,6.364806837480235e-08,0.8021044058144613,4.126078921473102e-08,0.5746687813124904,"[182.48384392964942, 451.678436166328, 1119.2900344441257, 2772.383996180982, 6862.09610038375, 16978.585329272013, 42006.710345568456, 103941.36429950551, 257252.02411664356, 636887.3192260991, 1577344.8914041673, 3934697.080401068]"
conditioned_5C_min,1173.5645166775012,0.7058175324930364,0.08469677523965649,2.5784320092758645e-08,6.364806837480235e-08,0.7984274877592915,4.27858118582749e-08,0.5636632223139032,"[145.52529716727398, 359.8750536272572, 891.4178393696961, 2207.6931972890343, 5463.864464979246, 13517.062151211505, 33436.179710878234, 82715.28819715964, 204662.7563570861, 506533.23725549824, 1254060.312890014, 3124710.3411406525]"
conditioned_5C_min,1179.5833636590892,0.7117054747207918,0.08813580394845527,2.5784320092758645e-08,6.364806837480235e-08,0.7944217204783134,4.4449046311693604e-08,0.5584224545659142,"[116.8132492809955, 288.67630791483873, 714.7074007288086, 1769.7645039172744, 4379.593363110934, 10833.251075859413, 26792.75168033777, 66266.51946022226, 163922.81505327058, 405587.73466417944, 1003816.2843723842, 2498579.130515394]"
conditioned_5C_min,1185.3036112278405,0.7178007235203884,0.09171447101333638,2.5784320092758645e-08,6.364806837480235e-08,0.7900972624576663,4.6246575918504546e-08,0.5579115613175484,"[94.55017456922639, 233.54786579278812, 577.9193315681244, 1430.7655237826566, 3540.328408228764, 8756.226955786884, 21652.488163152957, 53542.90597158335, 132419.02413934623, 327555.28826592636, 810451.9938355577, 2015394.3068236315]"
conditioned_5C_min,1190.739834765422,0.7240523959629439,0.0954384463115066,3.2319383653919526e-08,6.364806837480235e-08,0.7854642698289375,4.8176191967142946e-08,0.5612745838509615,"[77.23441376173241, 190.71810460546527, 471.6934233538849, 1167.5097505519363, 2888.6260923658533, 7143.626728199816, 17662.405704092762, 43668.75239217572, 107977.51956596966, 267035.4056199748, 660539.7533899264, 1641236.9980836334]"
conditioned_5C_min,1195.9105565331038,0.7304152060727074,0.09931362993992347,3.2319383653919526e-08,6.364806837480235e-08,0.7805318023540501,5.0237499081999346e-08,0.5678327395504912,"[63.66577630863487, 157.18422416208475, 388.5707191701314, 961.5177743826389, 2378.7096783483034, 5882.030451018076, 14541.385349172224, 35946.95559257952, 88868.67716062255, 219733.76939143043, 543409.5207819461, 1349213.579524952]"
conditioned_5C_min,1202.0318860982798,0.7384661690017709,0.10437962317877184,3.2319383653919526e-08,6.364806837480235e-08,0.7739560137098145,5.3000658703192965e-08,0.5796802907995074,"[50.60738693834674, 124.9305631123239, 308.68179063440675, 763.5594047045527, 1888.700800223419, 4669.8320680275165, 11543.09618296552, 28530.426124982358, 70519.9445478352, 174326.97129178199, 431008.8062468981, 1069280.269470448]"
conditioned_5C_min,1207.8117817066736,0.7465682284740234,0.1097040329865401,3.2319383653919526e-08,6.364806837480235e-08,0.766932647958161,5.5974425391295845e-08,0.594740040578126,"[40.72529467145511, 100.5311788912486, 248.3008212032944, 613.9705627742386, 1518.4370843486274, 3753.9625377666357, 9278.140160759449, 22929.056906379905, 56665.46231277736, 140051.8101049966, 346191.48411775084, 858265.8990113279]"
conditioned_5C_min,1213.2908108321212,0.7546738287244861,0.11530004120535557,3.2319383653919526e-08,6.364806837480235e-08,0.7594642070226074,5.9165166570553645e-08,0.6123063367349202,"[33.152282717679086, 81.83601139849677, 202.07375020586306, 499.48230051278784, 1235.0684020487051, 3053.095174279752, 7545.137050846791, 18644.031898773555, 46069.16402321043, 113843.82735210328, 281355.8954277404, 697112.0767603872]"
conditioned_5C_min,1218.506714973607,0.7627469961668296,0.12118150208377283,3.2319383653919526e-08,6.364806837480235e-08,0.7515470315553202,6.258323986843533e-08,0.6318904734525407,"[27.27452861767026, 67.32664898660562, 166.2203101257665, 410.7219633736352, 1015.3931135749827, 2509.802311993922, 6201.924483718088, 15323.333144786573, 37859.08225456455, 93542.18397404565, 231144.55411125816, 572408.2563750455]"
conditioned_5C_min,1224.4657630675129,0.772354005936199,0.12863660634202198,3.2319383653919526e-08,6.364806837480235e-08,0.7414416028446871,6.700497285243135e-08,0.6575729443497291,"[21.84415912226423, 53.92185916905847, 133.11273805000448, 328.8022981561796, 812.6693023104656, 2008.4650775321957, 4962.5760527416605, 12259.860657411098, 30286.321042379415, 74820.38019615419, 184851.5802226361, 457523.3667051406]"
conditioned_5C_min,1230.145365470265,0.7818409677339242,0.13655034973698468,3.2319383653919526e-08,6.364806837480235e-08,0.7306540255201949,7.180335049000516e-08,0.685143133296258,"[17.692972790768938, 43.674739147536684, 107.81213470970411, 266.2378375786561, 657.8695951392515, 1625.6684315631069, 4016.3626504609265, 9921.292198250934, 24506.464856935963, 60533.91741570843, 149533.76620800263, 369938.8838974632]"
conditioned_5C_min,1235.58986097166,0.7911852994613396,0.14495094781742318,3.2319383653919526e-08,6.364806837480235e-08,0.719151337305898,7.701217497705474e-08,0.7140953508336625,"[14.47199012923039, 35.72380950223172, 88.18387614306151, 217.72763087364405, 537.8720155539426, 1328.9522689647135, 3282.986551399424, 8108.961683736937, 20027.873655841002, 49465.767680233694, 122177.36420357293, 302140.44315482356]"
conditioned_5C_min,1240.838020223191,0.8003734632054176,0.15386835195690876,3.2319383653919526e-08,6.364806837480235e-08,0.7068902796461222,8.267305217385069e-08,0.7439913318260741,"[11.942266989259096, 29.479239879942792, 72.7689522391359, 179.648025341002, 443.7041053750169, 1096.1237078618763, 2707.55809337303, 6687.0935188159565, 16514.62202718539, 40784.589219632755, 100724.33489768018, 249001.59538054877]"
conditioned_5C_min,1245.9236480756194,0.8093981686330243,0.16333435614202546,3.2319383653919526e-08,6.364806837480235e-08,0.6938176121593267,8.883821940256009e-08,0.7744522906892963,"[9.930035943098005, 24.512088903212614, 60.507588980190086, 149.36874552998856, 368.85108712266305, 911.0699591465884, 2250.2321124632126, 5557.146959877162, 13722.968841089078, 33887.34998545143, 83682.32558267469, 206808.89237826056]"
conditioned_5C_min,1251.6909182328723,0.8197171747630627,0.17511653743350225,4.0510766078435154e-08,6.364806837480235e-08,0.6774552681147976,9.675345439090029e-08,0.8101346625867306,"[Infinity, 19.915271448714538, 49.16043401521313, 121.3532851601984, 299.62067679796655, 739.9413696536391, 1827.3471096900969, 4512.3750597015105, 11142.002856343535, 27511.41108255646, 67930.56690365434, 167828.1298018257]"
conditioned_5C_min,1257.3197416741532,0.8298137413595754,0.18774863052102833,4.0510766078435154e-08,6.364806837480235e-08,0.6597799959908209,1.0556229702435604e-07,0.8451323509967061,"[Infinity, 16.281101895448447, 40.18956154166015, 99.2074335032527, 244.91588594702569, 604.7455365516042, 1493.283600406031, 3687.1033537039248, 9103.470062202026, 22476.052789480014, 55492.36741959269, 137060.6450130994]"
conditioned_5C_min,1262.8495989107905,0.8396987867653948,0.20129194409127163,4.0510766078435154e-08,6.364806837480235e-08,0.640641073071466,1.1541389769606256e-07,0.8784146761530364,"[Infinity, 13.375782252170655, 33.01784032361148, 81.5038887876212, 201.19802303643365, 496.7288232257447, 1226.40398977852, 3027.84665635169, 7475.146771847516, 18454.345446877796, 45559.219122549905, 112499.04380129429]"
conditioned_5C_min,1268.3180720990372,0.849388743775855,0.21581220935460008,4.0510766078435154e-08,6.364806837480235e-08,0.6198519925352152,1.2650140838643705e-07,0.908931809846648,"[Infinity, 11.03127085748936, 27.23046270222991, 67.21782699121397, 165.92696633809226, 409.6056152914559, 1011.1720138808244, 2496.2060458467977, 6162.117919777048, 15211.643913972546, 37550.94194555561, 92703.67189769431]"
conditioned_5C_min,1273.7613270949614,0.8588475648938205,0.2313798990653859,4.0510766078435154e-08,7.977973951750052e-08,0.5972575950566744,1.3903813553410045e-07,0.935411370230929,"[Infinity, 9.310630816321039, 22.98309851503451, 56.733295293791414, 140.04492541671044, 345.69782104046067, 853.3471623582486, 2106.466735389779, 5199.757252221713, 12835.444598764725, 31683.838769771282, 78210.15564024083]"
conditioned_5C_min,1279.220584121868,0.8678071179411859,0.24807056955495188,4.0510766078435154e-08,7.977973951750052e-08,0.5734240943184028,1.5285065157456675e-07,0.9551264487350998,"[Infinity, Infinity, 19.981025460058447, 49.32274080754051, 121.75212911485714, 300.5424509593747, 741.8821474056563, 1831.317988564856, 4520.55961502606, 11158.864641423575, 27545.256897463445, 67994.23431370594]"
conditioned_5C_min,1284.7363855681424,0.8763125288777507,0.26596522743718487,4.0510766078435154e-08,7.977973951750052e-08,0.5483634119138885,1.680721066806042e-07,0.9694185920734,"[Infinity, Infinity, 17.398574750825475, 42.94801543767054, 106.01625552572524, 261.69879114015714, 645.9974554283132, 1594.6289315129548, 3936.2988610451534, 9716.634146757377, 23985.16074065906, 59206.28870249649]"
conditioned_5C_min,1290.3349408158247,0.8844264384349696,0.28515072276658726,4.0510766078435154e-08,7.977973951750052e-08,0.5219232016311145,1.849657220073157e-07,0.9797403420448098,"[Infinity, Infinity, 15.163954594600437, 37.43190257769097, 92.39984895332711, 228.0869906655681, 563.0274947034455, 1389.819598622309, 3430.7324529740113, 8468.658640384343, 20904.577510384137, 51602.00495736305]"
conditioned_5C_min,1296.0330772116677,0.8921877895652901,0.3057201705569234,5.0778263157337946e-08,7.977973951750052e-08,0.4939946475649686,2.0382578495536714e-07,0.9870593314816658,"[Infinity, Infinity, 13.22571163854324, 32.647390657458786, 80.58938385744179, 198.9331178642652, 491.0618296409049, 1212.1741145573717, 2992.2193330474743, 7386.202347838543, 18232.57329772173, 45006.28325692327]"
conditioned_5C_min,1301.8414572372676,0.8996202537398156,0.32777340270626226,5.0778263157337946e-08,7.977973951750052e-08,0.46451269197016265,2.2499251551890188e-07,0.9920946910321383,"[Infinity, Infinity, 11.537814499371324, 28.480852147025796, 70.30437300146214, 173.54479572789143, 428.3913417748262, 1057.4735554724793, 2610.3451746996875, 6443.5577199177305, 15905.689555509034, 39262.47752516031]"
conditioned_5C_min,1306.912630608661,0.9057395884146974,0.34793807180375375,5.0778263157337946e-08,7.977973951750052e-08,0.437995974198587,2.452660938318294e-07,0.9950285336785704,"[Infinity, Infinity, 10.259473234033889, 25.325293695624175, 62.514944781498826, 154.31676446690153, 380.9273909078355, 940.3099631217244, 2321.1300215104698, 5729.639057809013, 14143.40770935295, 34912.36653914604]"
conditioned_5C_min,1312.0713470152755,0.9116318815594125,0.3693432743809422,5.0778263157337946e-08,7.977973951750052e-08,0.4103606816735819,2.677961570635543e-07,0.9970048896526057,"[Infinity, Infinity, Infinity, 22.502411748079243, 55.5467213995549, 137.11585933083322, 338.46735460995006, 835.4984127105514, 2062.4055577523677, 5090.985752959843, 12566.915746445, 31020.8697617647]"
conditioned_5C_min,1317.318061046004,0.9172995099482519,0.3920653282443244,5.0778263157337946e-08,7.977973951750052e-08,0.38167968811011543,2.928889956565178e-07,0.9982784272422929,"[Infinity, Infinity, Infinity, 19.979102528038176, 49.31798686924505, 121.74036611436796, 300.5133056368147, 741.8097816035761, 1831.137721643563, 4520.1082949591055, 11157.725998844575, 27542.350900506703]"
conditioned_5C_min,1322.6520632682636,0.9227435242551295,0.4161852462833457,5.0778263157337946e-08,7.977973951750052e-08,0.35206935491369196,3.2089093288430775e-07,0.9990598075110619,"[Infinity, Infinity, Infinity, 17.731086272252842, 43.76880709595035, 108.04233874981361, 266.70004222529724, 658.342577037068, 1625.1011980047317, 4011.513543806631, 9902.278782425912, 24443.338228983303]"
conditioned_5C_min,1328.0717684844376,0.9279641724442925,0.4417890253126114,5.0778263157337946e-08,7.977973951750052e-08,0.3216916682352111,3.5220221150588134e-07,0.99951445736052,"[Infinity, Infinity, Infinity, 15.735243501526176, 38.84211213035268, 95.88090128392587, 236.6798151627754, 584.2383879675482, 1442.1770197688932, 3559.9708844842867, 8787.662477120753, 21691.959856485133]"
