case,T_C,rho,activity,Lambda,sigma_eff_Pa,P_surf_W_m3,P_dens_W_m3,P_excess_W_m3
conditioned_5C_min,1087.4084378034536,0.6656625926356464,0.000583721635503457,0.0005840625654594033,250000000.0,12501.742833640432,3265.0283859825804,9236.71444765785
conditioned_5C_min,1094.2343248213433,0.6668086231898158,0.0006270058781935485,0.0006273992612183066,250000000.0,14560.370843484465,3874.5806649211413,10685.790178563324
conditioned_5C_min,1100.3160350512535,0.6680132308505253,0.0006710057433138751,0.000671456294343764,250000000.0,16613.92473697831,4493.333460733946,12120.591276244366
conditioned_5C_min,1105.8543743639375,0.6692803366526676,0.0007161520760607552,0.0007166653174156632,250000000.0,18670.707489422683,5123.844850664516,13546.862638758166
conditioned_5C_min,1113.42353745214,0.6713084791507741,0.0007867256244397444,0.000787345048965041,250000000.0,21774.13478937147,6097.05217025921,15677.082619112261
conditioned_5C_min,1120.3573247136555,0.6735055464401684,0.0008615016158429373,0.000862244440821957,250000000.0,24909.225933430458,7110.385967464081,17798.839965966377
conditioned_5C_min,1126.8406860964292,0.6758905144290364,0.0009412299457016381,0.0009421166941465143,250000000.0,28078.77289955511,8171.414880244706,19907.358019310406
conditioned_5C_min,1132.9931632285552,0.6784817814518544,0.001026583352265655,0.0010276383086454607,250000000.0,31275.916540987986,9286.472099979372,21989.444441008614
conditioned_5C_min,1138.8916179069442,0.681295066760245,0.0011181849565208184,0.0011194366937915937,250000000.0,34483.17142623025,10459.749540480221,24023.421885750027
conditioned_5C_min,1144.5830929885988,0.6843412840354861,0.0012166189066169896,0.001218100871167018,250000000.0,37672.222484526996,11692.381295752208,25979.841188774786
conditioned_5C_min,1150.0933784077088,0.6876248066670774,0.0013224356401265803,0.0013241867919344193,250000000.0,40805.24153611837,12981.762394570285,27823.47914154808
conditioned_5C_min,1155.4336935005367,0.691142551040479,0.00143615825571622,0.0014382237726608942,250000000.0,43837.980473166856,14321.330148420251,29516.650324746603
conditioned_5C_min,1160.6063417675887,0.6948841296990242,0.0015582930426189159,0.0015607251096988,250000000.0,46724.229426149745,15700.92742698886,31023.301999160885
conditioned_5C_min,1167.238925521186,0.700191871651458,0.001735098343903684,0.001738114142874501,250000000.0,50270.70423327709,17580.190716609326,32690.51351666776
conditioned_5C_min,1173.5645166775012,0.7058175324930364,0.0019290003021010778,0.0019327285360309608,250000000.0,53397.89809815839,19473.518755141595,33924.37934301679
conditioned_5C_min,1179.5833636590892,0.7117054747207918,0.0021413529701784233,0.0021459482027362015,250000000.0,56052.78721932907,21347.007914154783,34705.779305174285
conditioned_5C_min,1185.3036112278405,0.7178007235203884,0.0023736657041481595,0.0023793133987622217,250000000.0,58211.33608733454,23170.370852869943,35040.965234464595
conditioned_5C_min,1190.739834765422,0.7240523959629439,0.00262762716808258,0.0026345497826671823,250000000.0,59873.084105871574,24918.542336768765,34954.54176910281
conditioned_5C_min,1195.9105565331038,0.7304152060727074,0.002905117755321583,0.0029135820542790557,250000000.0,61055.44235989471,26571.98509449755,34483.457265397155
conditioned_5C_min,1202.0318860982798,0.7384661690017709,0.0032882632219956567,0.0032991115692340292,250000000.0,61906.97026564256,28484.28257087678,33422.68769476577
conditioned_5C_min,1207.8117817066736,0.7465682284740234,0.0037159955540924513,0.0037298556812212762,250000000.0,62136.51684063075,30208.99824173576,31927.51859889499
conditioned_5C_min,1213.2908108321212,0.7546738287244861,0.004193445117137958,0.004211104151278898,250000000.0,61830.35521363699,31737.999180669205,30092.356032967786
conditioned_5C_min,1218.506714973607,0.7627469961668296,0.0047263661824878825,0.00474881080126602,250000000.0,61072.01993452876,33070.0657752252,28001.95415930356
conditioned_5C_min,1224.4657630675129,0.772354005936199,0.005448194657180357,0.005478040085908222,250000000.0,59672.81422299127,34413.64305418889,25259.17116880238
conditioned_5C_min,1230.145365470265,0.7818409677339242,0.006271722826757279,0.006311305586068063,250000000.0,57852.62689482114,35490.39554941205,22362.231345409084
conditioned_5C_min,1235.58986097166,0.7911852994613396,0.007211221053266815,0.007263600481985024,250000000.0,55716.04814753967,36316.17359661968,19399.874550919987
conditioned_5C_min,1240.838020223191,0.8003734632054176,0.008282938352280517,0.008352118434383462,250000000.0,53349.048650793324,36909.105983585796,16439.942667207528
conditioned_5C_min,1245.9236480756194,0.8093981686330243,0.009505354917106804,0.009596573756651974,250000000.0,50819.28920411178,37288.019596674625,13531.269607437156
conditioned_5C_min,1251.6909182328723,0.8197171747630627,0.011150151192568479,0.011275878947664034,250000000.0,47733.790222862284,37484.36892231352,10249.421300548762
conditioned_5C_min,1257.3197416741532,0.8298137413595754,0.013067123703579344,0.013240134174692032,250000000.0,44570.04912963885,37443.163191942724,7126.885937696126
conditioned_5C_min,1262.8495989107905,0.8396987867653948,0.015300836151394673,0.015538589564342448,250000000.0,41382.22014167059,37191.16260540195,4191.057536268636
conditioned_5C_min,1268.3180720990372,0.849388743775855,0.01790304552385864,0.01822940743504115,250000000.0,38207.44529083176,36752.61478229175,1454.8305085400134
conditioned_5C_min,1273.7613270949614,0.8588475648938205,0.0206985338018894,0.02113601839303499,247683425.70718437,35090.03587968228,35090.03588920189,0.0
conditioned_5C_min,1279.220584121868,0.8678071179411859,0.023599236806362712,0.024169621425912974,242597031.30404058,32249.45990261039,32249.459896776672,5.833717295899987e-06
conditioned_5C_min,1284.7363855681424,0.8763125288777507,0.026930460032978783,0.027675781562221648,237748970.82404244,29682.651271846447,29682.651262273605,9.572842827765271e-06
conditioned_5C_min,1290.3349408158247,0.8844264384349696,0.030750560712404958,0.03172615785571858,233073539.83878496,27340.202891009998,27340.202896870855,0.0
conditioned_5C_min,1296.0330772116677,0.8921877895652901,0.035125962546408804,0.03640471313655623,228526937.7242952,25185.838419657564,25185.838427340015,0.0
conditioned_5C_min,1301.8414572372676,0.8996202537398156,0.04013133655018199,0.041809195443413966,224077979.79277033,23191.690032098555,23191.690036263746,0.0
conditioned_5C_min,1306.912630608661,0.9057395884146974,0.044986833714439026,0.04710598272630243,220328970.8405357,21594.52917586073,21594.52916965314,6.2075923779048026e-06
conditioned_5C_min,1312.0713470152755,0.9116318815594125,0.050427362841853,0.05310532429911894,216637890.03714395,20091.75035219642,20091.750346394605,5.8018158597406e-06
conditioned_5C_min,1317.318061046004,0.9172995099482519,0.056520443385115755,0.059906378457108056,213010831.8167302,18677.423858427595,18677.423851393978,7.0336172939278185e-06
conditioned_5C_min,1322.6520632682636,0.9227435242551295,0.06334063969140015,0.06762398623821086,209456761.46199006,17346.569169973434,17346.56917372214,0.0
conditioned_5C_min,1328.0717684844376,0.9279641724442925,0.07096877295092033,0.07639008343814382,205983556.70803285,16094.12399547215,16094.12399289716,2.5749886845005676e-06
conditioned_5C_min,1333.5749956482045,0.9329612376097419,0.07949139089348695,0.08635594507980197,202597196.4472489,14914.965474108314,14914.965476488656,0.0
conditioned_5C_min,1339.159221085844,0.9377343778614547,0.08900126170541107,0.09769636110805546,199304583.78957176,13804.668643640276,13804.668644900727,0.0
conditioned_5C_min,1344.8217862225915,0.942283543693216,0.09959871862165003,0.11061592279076123,196117500.50051963,12760.152926072951,12760.152931095581,0.0
conditioned_5C_min,1350.5600519529303,0.9466093842328068,0.11139256684438542,0.12535633024001291,193054186.40154913,11779.56097464956,11779.560979072387,0.0
conditioned_5C_min,1356.371502349355,0.9507134786383504,0.1244990005722591,0.14220315071443226,190136939.41958797,10861.418575212192,10861.418579444135,0.0
conditioned_5C_min,1362.2538061552605,0.9545983053616048,0.13903799162442962,0.161491436639302,187387348.39867488,10003.709569996012,10003.709569330695,6.653172022197396e-07
conditioned_5C_min,1368.2048465287612,0.9582670236988811,0.15512834676591944,0.18361173105063272,184822859.32736227,9203.537341430052,9203.537343399332,0.0
conditioned_5C_min,1373.2151807956443,0.9611618081577546,0.16980423483866655,0.20453517346678854,182837416.0626022,8578.263531123075,8578.263529624133,1.4989418559707701e-06
conditioned_5C_min,1378.2709496456637,0.9639113352121883,0.18569864195201619,0.22804658265235714,180999193.58607602,7988.8427735314635,7988.842775913752,0.0
conditioned_5C_min,1383.371274177107,0.9665181525477206,0.202870224481958,0.2545008739011359,179320206.31839207,7433.900619569689,7433.900622647471,0.0
conditioned_5C_min,1388.5153710614773,0.9689851176238438,0.221373443503402,0.2843127320232484,177816912.81729275,6912.461893986508,6912.461893532543,4.5396427594823763e-07
conditioned_5C_min,1393.7025467226708,0.9713154426197174,0.2412562726604603,0.3179680621629673,176509729.2217632,6423.739649886466,6423.739647310485,2.575980943220202e-06
conditioned_5C_min,1398.9321914890652,0.9735126803321239,0.26255588971374755,0.3560349673303807,175421012.1900261,5966.844037537701,5966.8440356257615,1.9119397620670497e-06
conditioned_5C_min,1404.20377390171,0.9755806515470002,0.2852928826533883,0.39917453699433325,174572545.56100428,5540.567049473918,5540.567049448238,2.567958290455863e-08
conditioned_5C_min,1409.516835266047,0.9775233454833017,0.3094653819996186,0.44815332053265383,173983879.34715313,5143.346324854685,5143.34632669895,0.0
conditioned_5C_min,1414.8709844861028,0.9793448372798088,0.33504477643194347,0.5038606579163935,173672508.72230172,4773.411616817584,4773.411616533812,2.837723513948731e-07
conditioned_5C_min,1420.2658931964488,0.9810492544643344,0.36197397160088857,0.5673341768032997,173655954.18051037,4429.023151397075,4429.023149646737,1.7503380149719305e-06
conditioned_5C_min,1425.7012911955048,0.9826407958050787,0.3901678222311714,0.6397954002011907,173954792.04760644,4108.672526862987,4108.672525568958,1.2940290616825223e-06
conditioned_5C_min,1431.1769621773515,0.9841237782264943,0.4195142631482858,0.7226952128462915,174595186.678928,3811.1522545141947,3811.15225432555,1.8864466255763546e-07
conditioned_5C_min,1436.6927397552668,0.9855026759752707,0.4498745379416691,0.8177671621641247,175609749.13530296,3535.480132723076,3535.4801317456127,9.774635145731736e-07
conditioned_5C_min,1442.248503767511,0.9867821247015606,0.48108186490127086,0.927086244171714,177036366.04959625,3280.7370838773513,3280.7370841426555,0.0
conditioned_5C_min,1447.8441768539983,0.9879668836418977,0.5129393370017743,1.053132342579764,178915554.68117738,3045.9066729193137,3045.9066735178485,0.0
conditioned_5C_min,1453.4797212912395,0.9890617694112782,0.5452190394098508,1.1988607410089116,181287534.38379908,2829.788437463445,2829.7884377341416,0.0
conditioned_5C_min,1459.155136072125,0.9900715856229131,0.5776646026655825,1.3677863762107794,184190333.40899867,2631.0131949227807,2631.013194167407,7.553735485998914e-07
conditioned_5C_min,1464.8704542167234,0.9910010704291332,0.6099984371189324,1.564092288791554,187659812.6547289,2448.1399650277176,2448.1399650177086,1.0008989193011075e-08
conditioned_5C_min,1470.62574030014,0.9918548721850319,0.6419331163275508,1.792774326806428,191731645.94026852,2279.782053455957,2279.7820538189303,0.0
conditioned_5C_min,1476.4210881836025,0.992637549050684,0.6731847688904455,2.059832911106832,196444459.0164042,2124.7064507144373,2124.7064514231092,0.0
conditioned_5C_min,1482.2566189352337,0.9933535788851142,0.7034857893372478,2.372519643375119,201842912.17261425,1981.873145563981,1981.8731457706458,0.0
conditioned_5C_min,1488.1324789274022,0.9940073647044331,0.7325948566878631,2.7396438513253236,207979662.9915434,1850.4130702038076,1850.4130700624557,1.4135184756014496e-07
conditioned_5C_min,1494.04883809805,0.9946032266458231,0.7603035586394925,3.17194345616497,214915677.7587434,1729.5674768511194,1729.5674770468113,0.0
conditioned_5C_min,1498.811213110297,0.995040523414922,0.7813455160965358,3.5734255348794908,221085485.09994766,1640.0516725195193,1640.051672639867,0.0
conditioned_50C_min,950.0000000000001,0.6600037203721345,0.0002310437734114661,0.00023109716697294826,250000000.0,307.7314516960405,46.50465168037593,261.2268000156646
conditioned_50C_min,966.6666666666666,0.6600103806507546,0.00025379518619285363,0.0002538596145409929,250000000.0,508.5048230356014,83.25348275239422,425.2513402832072
conditioned_50C_min,983.3333333333334,0.6600221201221281,0.00027818785631695224,0.00027826526633488143,250000000.0,829.1132533806401,146.7433921685771,682.369861212063
conditioned_50C_min,1000.0000000000001,0.6600425043042103,0.000304327743824414,0.00030442038739408384,250000000.0,1334.5749865291577,254.80227602522677,1079.772710503931
conditioned_50C_min,1016.6666666666666,0.6600773891246536,0.00033235391389369154,0.0003324644097414995,250000000.0,2121.66642552277,436.0602555391408,1685.6061699836293
conditioned_50C_min,1033.333333333333,0.6601362534480313,0.0003624612732621304,0.00036259269907351215,250000000.0,3332.625236287256,735.8040422179268,2596.821194069329
conditioned_50C_min,1050.0,0.6602342176493647,0.0003949375713317849,0.0003950936086420307,250000000.0,5173.802361282888,1224.5525166597452,3949.249844623143
conditioned_50C_min,1066.6666666666665,0.6603950399309757,0.00043022274099660914,0.00043040791226837185,250000000.0,7940.414423562521,2010.2785201239744,5930.135903438546
conditioned_50C_min,1083.333333333333,0.6606554552874838,0.0004690027303584515,0.0004692227971314526,250000000.0,12048.214678373068,3255.1919563284746,8793.022722044592
conditioned_50C_min,1100.0,0.6610712604541789,0.0005123557804486931,0.0005126184234611179,250000000.0,18071.729121117187,5197.564583651213,12874.164537465975
conditioned_50C_min,1129.9047709978927,0.6621323760392017,0.0006080922756997592,0.0006084622769104032,250000000.0,36274.7246723896,11584.725640667872,24689.99903172173
conditioned_50C_min,1154.1419413862636,0.6638612135107305,0.0007171968291187752,0.0007177115695807003,250000000.0,61654.342653822474,21246.91446638154,40407.428187440935
conditioned_50C_min,1174.1657073916667,0.6663813596474568,0.0008451200293108262,0.0008458348612935948,250000000.0,92860.28313114359,33875.341226813805,58984.94190432978
conditioned_50C_min,1192.0113781380282,0.6698736220659154,0.0010047329890592344,0.0010057434927249068,250000000.0,130191.46013102487,49825.650952677475,80365.8091783474
conditioned_50C_min,1211.25977968611,0.675470664922311,0.00124783038927479,0.0012493894153553088,250000000.0,180918.9311014566,73040.55609385285,107878.37500760375
conditioned_50C_min,1229.4375435202828,0.6830502836314578,0.0015713263260138867,0.0015737992782516653,250000000.0,236840.91767228502,101492.20372408241,135348.7139482026
conditioned_50C_min,1247.3646333006618,0.6932643716073993,0.0020131328630825585,0.0020171937420959767,250000000.0,294557.13847204176,136163.02160690678,158394.11686513497
conditioned_50C_min,1265.1594294087095,0.7066008823258386,0.0026253829138152443,0.0026322936927002027,250000000.0,346447.6898494755,176500.5596235218,169947.1302259537
conditioned_50C_min,1282.5349779056655,0.7230732693554824,0.003481560381741821,0.0034937239927798247,250000000.0,383107.6047384732,219383.49337239654,163724.11136607666
conditioned_50C_min,1300.5265964383584,0.7438549137095656,0.004806534403549857,0.004829748757111415,250000000.0,398311.63333001203,263051.53062606853,135260.1027039435
conditioned_50C_min,1317.4955675145761,0.7666698526216738,0.0067317437255230055,0.0067773672248142135,250000000.0,387798.8261117593,298189.8113058967,89609.01480586256
conditioned_50C_min,1334.7547974467325,0.7923782662514061,0.009798015162064739,0.009894966190830613,250000000.0,354370.66850893776,322791.80335751397,31578.865151423786
conditioned_50C_min,1351.5479237097056,0.8184592146303765,0.01407455175778417,0.014275472636270187,243634509.9084369,307873.5832531992,307873.5833581614,0.0
conditioned_50C_min,1368.666139662157,0.8430774005789631,0.020018639832862766,0.020427572040195296,230977595.47613758,263836.39598034235,263836.3960675583,0.0
conditioned_50C_min,1385.8314318593661,0.8653450760942059,0.028554224873504962,0.029393534466488184,219525046.22349828,225098.86881032362,225098.86881605882,0.0
conditioned_50C_min,1403.3762537496877,0.8856901085603426,0.040742702958586396,0.04247317490755291,208727066.915349,190274.60535200677,190274.60538784828,0.0
conditioned_50C_min,1420.4760204217478,0.9032816911544634,0.05692242547845809,0.06035815824306601,198969053.8806574,160518.07261535103,160518.07260686907,8.481962140649557e-06
conditioned_50C_min,1437.1298025629872,0.9184044642835624,0.07776930796698427,0.08432739079150073,190171455.20208508,135120.62923322406,135120.6292240431,9.18094883672893e-06
conditioned_50C_min,1454.3541810896922,0.9320873334332276,0.10582790657131111,0.11835295168463116,181945582.3967393,112383.87413160205,112383.87409121853,4.0383514715358615e-05
conditioned_50C_min,1471.0102772522237,0.9435568076622409,0.14048008926097574,0.1634401803911552,174954674.24137437,93498.85958907806,93498.85955606595,3.301211108919233e-05
conditioned_50C_min,1488.1364403210787,0.9536845007606087,0.1850535447078398,0.22707448263149715,168964993.80268496,77031.14466885732,77031.14464587218,2.298514300491661e-05
conditioned_50C_min,1499.8048825198007,0.9592159606659443,0.22111871483534107,0.2838927048922425,165718086.89810184,67402.27070184961,67402.27068310602,1.8743594409897923e-05
