case_id,rho_start,G_start_nm,pore_D50_nm,pore_log_width,phi_iso_fraction,phi_closed_fraction,state_class,final_rho_5,final_G_um_5,final_rho_50,final_G_um_50,HMS_density_miss,joint_rho_min,joint_rho_max,fast_smaller_G_fraction,fast_smaller_D90_fraction,span_ratio_ge_1p2,span_ratio_ge_1p5,barrier_mode,barrier_extrapolated,two_step_final_rho,two_step_final_G_um,density_ok,grain_ok,strict_success,comparator_status,common_interval_attained,fast_smaller_grain_gate,fast_smaller_D90_gate,method_specific_initialization_absent,finite_strict_Chen_window,both_boundaries_present,highT_comparator_gates_available,all_pathway_gates_pass,boundary_gap_identifiable
primary_018,0.62,35,25,0.45,0.0,0.0,primary_common_state,0.9987899020811304,2.190176038104035,0.9794921418280748,0.683834306966677,-0.0005078581719251,0.6200356447398778,0.9794921418280748,0.48,0.2,0.0,0.0,nearest_slice_clamp,True,0.9530271600418,0.5769683699768094,False,False,False,optional high-temperature isothermal comparator not previously defined,True,False,False,True,False,False,False,False,False
primary_019,0.62,35,25,0.45,0.05,0.0,primary_common_state,0.9799093790053628,2.1905758098903325,0.9612208667933932,0.6849438410126262,-0.0187791332066067,0.620033862502884,0.9612208667933932,0.48,0.24,0.0,0.0,nearest_slice_clamp,True,0.9402294275118948,0.604274676100655,False,False,False,optional high-temperature isothermal comparator not previously defined,True,False,False,True,False,False,False,False,False
primary_020,0.62,35,25,0.45,0.1,0.0,primary_common_state,0.9610189838290488,2.19102356827504,0.942953450695385,0.686191045841828,-0.0370465493046149,0.6200320802658901,0.942953450695385,0.48,0.2,0.0,0.0,nearest_slice_clamp,True,0.9284997628410908,0.643278806830217,False,False,False,optional high-temperature isothermal comparator not previously defined,True,False,False,True,False,False,False,False,False
primary_021,0.62,35,25,0.65,0.0,0.0,primary_common_state,0.9944974674464924,2.191641813801202,0.9549850843057816,0.6846298210340496,-0.0250149156942184,0.6200356447398778,0.9549850843057816,0.4,0.08,0.0,0.0,nearest_slice_clamp,True,0.948836126516705,0.6061545381438481,False,False,False,optional high-temperature isothermal comparator not previously defined,True,False,False,True,False,False,False,False,False
primary_022,0.62,35,25,0.65,0.05,0.0,primary_common_state,0.9758969883816628,2.1921583632992236,0.93801874721457,0.6867188433438731,-0.0419812527854298,0.6200338625028838,0.93801874721457,0.4,0.08,0.0,0.0,nearest_slice_clamp,True,0.9362516834952208,0.6459048335832148,False,False,False,optional high-temperature isothermal comparator not previously defined,True,False,False,True,False,False,False,False,False
primary_023,0.62,35,25,0.65,0.1,0.0,primary_common_state,0.9572733773964184,2.192658527422801,0.921078950493368,0.688613581997296,-0.0589210495066321,0.62003208026589,0.921078950493368,0.4,0.12,0.0,0.0,nearest_slice_clamp,True,0.924271450725434,0.704682847015628,False,False,False,optional high-temperature isothermal comparator not previously defined,True,False,False,True,False,False,False,False,False
primary_024,0.62,35,25,0.85,0.0,0.0,primary_common_state,0.9901871333885636,2.189448749871045,0.9367822814613964,0.6741857081284345,-0.0432177185386036,0.6200356447398778,0.9367822814613964,0.44,0.24,0.0,0.0,nearest_slice_clamp,True,0.9362918739537508,0.6525438932359675,False,False,False,optional high-temperature isothermal comparator not previously defined,True,False,False,True,False,False,False,False,False
primary_025,0.62,35,25,0.85,0.05,0.0,primary_common_state,0.9718146099012694,2.190839820500159,0.9206062724096138,0.6792230573661872,-0.0593937275903861,0.620033862502884,0.9206062724096138,0.44,0.24,0.0,0.0,nearest_slice_clamp,True,0.9258868131340072,0.7152855519701712,False,False,False,optional high-temperature isothermal comparator not previously defined,True,False,False,True,False,False,False,False,False
primary_026,0.62,35,25,0.85,0.1,0.0,primary_common_state,0.953413202494026,2.192051825125585,0.9044857674157828,0.6836982559494859,-0.075514232584217,0.62003208026589,0.9044857674157828,0.48,0.24,0.0,0.0,nearest_slice_clamp,True,0.9165695771672264,0.8069418848099561,False,False,False,optional high-temperature isothermal comparator not previously defined,True,False,False,True,False,False,False,False,False
primary_027,0.62,35,40,0.45,0.0,0.0,primary_common_state,0.9860103591254809,2.1675447158968324,0.9123395291090726,0.6037651828576532,-0.0676604708909274,0.6200251052776533,0.9123395291090726,0.2,0.08,0.0,0.0,nearest_slice_clamp,True,0.928893814598988,0.718434924675615,False,False,False,optional high-temperature isothermal comparator not previously defined,True,False,False,True,False,False,False,False,False
primary_028,0.62,35,40,0.45,0.05,0.0,primary_common_state,0.9676042435488584,2.1716950607136445,0.8969271428571262,0.6159232234429767,-0.0830728571428738,0.6200238500137707,0.8969271428571262,0.24,0.08,0.0,0.0,nearest_slice_clamp,True,0.9204794258887192,0.8042969488812621,False,False,False,optional high-temperature isothermal comparator not previously defined,True,False,False,True,False,False,False,False,False
primary_029,0.62,35,40,0.45,0.1,0.0,primary_common_state,0.9492088768409364,2.175777930284289,0.8815804988242492,0.628261385999765,-0.0984195011757508,0.6200225947498881,0.8815804988242492,0.2,0.08,0.0,0.0,nearest_slice_clamp,True,0.9133156082404256,0.9284729133494702,False,False,False,optional high-temperature isothermal comparator not previously defined,True,False,False,True,False,False,False,False,False
primary_030,0.62,35,40,0.65,0.0,0.0,primary_common_state,0.9664367171223156,2.0909394054197836,0.8743518094074456,0.5248878961808437,-0.1056481905925543,0.6200195764968727,0.8743518094074456,0.24,0.2,0.0,0.0,nearest_slice_clamp,True,0.9142465868454536,0.8282613914566705,False,False,False,optional high-temperature isothermal comparator not previously defined,True,False,False,True,False,False,False,False,False
primary_031,0.62,35,40,0.65,0.05,0.0,primary_common_state,0.948727331991344,2.105783840480491,0.8606772696746281,0.5400234401742517,-0.1193227303253718,0.6200185976720289,0.8606772696746281,0.24,0.2,0.0,0.0,nearest_slice_clamp,True,0.9095974434271886,0.9873680711925076,False,False,False,optional high-temperature isothermal comparator not previously defined,True,False,False,True,False,False,False,False,False
primary_032,0.62,35,40,0.65,0.1,0.0,primary_common_state,0.9310545493761656,2.1199391358021935,0.8470673786967905,0.5561299279920695,-0.1329326213032094,0.6200176188471853,0.8470673786967905,0.24,0.2,0.0,0.0,nearest_slice_clamp,True,0.9057873623829992,1.2263851298770068,False,False,False,optional high-temperature isothermal comparator not previously defined,True,False,False,True,False,False,False,False,False
primary_033,0.62,35,40,0.85,0.0,0.0,primary_common_state,0.953164299711204,1.9567028708912568,0.8517707984053137,0.485574349164378,-0.1282292015946863,0.6200159525323734,0.8517707984053137,0.2,0.12,0.0,0.0,nearest_slice_clamp,True,0.9092088812685306,0.9275599112353656,False,False,False,optional high-temperature isothermal comparator not previously defined,True,False,False,True,False,False,False,False,False
primary_034,0.62,35,40,0.85,0.05,0.0,primary_common_state,0.9358644937178872,1.9862354444212469,0.8391795809309082,0.5006626949495928,-0.1408204190690918,0.6200151549057548,0.8391795809309082,0.2,0.12,0.0,0.0,nearest_slice_clamp,True,0.9058261703989168,1.131751043238828,False,False,False,optional high-temperature isothermal comparator not previously defined,True,False,False,True,False,False,False,False,False
primary_035,0.62,35,40,0.85,0.1,0.0,primary_common_state,0.9186088822309392,2.0156278331065756,0.8266527053946278,0.5169045975842639,-0.1533472946053722,0.6200143572791361,0.8266527053946278,0.2,0.12,0.0,0.0,nearest_slice_clamp,True,0.9032533332830424,1.453076710330876,False,False,False,optional high-temperature isothermal comparator not previously defined,True,False,False,True,False,False,False,False,False
primary_036,0.62,35,60,0.45,0.0,0.0,primary_common_state,0.9488367225266572,1.8137290649224789,0.8103608524476651,0.4214974597227571,-0.1696391475523349,0.620005887712973,0.8103608524476651,0.48,0.24,0.0,0.0,nearest_slice_clamp,True,0.9079891807525772,0.9798961572726832,False,False,False,optional high-temperature isothermal comparator not previously defined,True,False,False,True,False,False,False,False,False
primary_037,0.62,35,60,0.45,0.05,0.0,primary_common_state,0.9315424291583434,1.844916332783195,0.7995224221778082,0.4358972116791503,-0.1804775778221917,0.6200055933273245,0.7995224221778082,0.52,0.28,0.0,0.0,nearest_slice_clamp,True,0.9051036974290456,1.1841322598661066,False,False,False,optional high-temperature isothermal comparator not previously defined,True,True,False,True,False,False,False,False,False
primary_038,0.62,35,60,0.45,0.1,0.0,primary_common_state,0.9142907932866,1.877100492234218,0.788774293129928,0.451617472111088,-0.191225706870072,0.6200052989416759,0.788774293129928,0.48,0.28,0.0,0.0,nearest_slice_clamp,True,0.9033647579694544,1.5162234853025462,False,False,False,optional high-temperature isothermal comparator not previously defined,True,False,False,True,False,False,False,False,False
primary_039,0.62,35,60,0.65,0.0,0.0,primary_common_state,0.919409184919558,1.4880175031089322,0.7801883959317194,0.3929906961476866,-0.1998116040682805,0.6200046498066745,0.7801883959317194,0.52,0.32,0.0,0.0,nearest_slice_clamp,True,0.9039897486812322,1.2030422232994586,False,False,False,optional high-temperature isothermal comparator not previously defined,True,True,False,True,False,False,False,False,False
primary_040,0.62,35,60,0.65,0.05,0.0,primary_common_state,0.9033291705692472,1.524926215091812,0.7709558770762095,0.4068098609133053,-0.2090441229237905,0.6200044173163408,0.7709558770762095,0.52,0.32,0.0,0.0,nearest_slice_clamp,True,0.9026190597370052,1.5089841346844597,False,False,False,optional high-temperature isothermal comparator not previously defined,True,True,False,True,False,False,False,False,False
primary_041,0.62,35,60,0.65,0.1,0.0,primary_common_state,0.8872990384504758,1.5644207766887648,0.7618077056819338,0.421918711093881,-0.2181922943180662,0.6200041848260072,0.7618077056819338,0.52,0.32,0.0,0.0,nearest_slice_clamp,True,0.9014508900632556,2.010356603321483,False,False,False,optional high-temperature isothermal comparator not previously defined,True,True,False,True,False,False,False,False,False
primary_042,0.62,35,60,0.85,0.0,0.0,primary_common_state,0.9005914966680878,1.3433716354624037,0.7630296693865826,0.3775871604483365,-0.2169703306134174,0.6200038312804212,0.7630296693865826,0.52,0.48,0.0,0.0,nearest_slice_clamp,True,0.9027179391989792,1.3883120547435126,False,False,False,optional high-temperature isothermal comparator not previously defined,True,True,False,True,False,False,False,False,False
primary_043,0.62,35,60,0.85,0.05,0.0,primary_common_state,0.8853409381771753,1.3794064790921057,0.7547126721726595,0.3909647586517024,-0.2252873278273405,0.6200036397164002,0.7547126721726595,0.48,0.52,0.0,0.0,nearest_slice_clamp,True,0.9017628092560316,1.7650021502208428,False,False,False,optional high-temperature isothermal comparator not previously defined,True,False,True,True,False,False,False,False,False
primary_044,0.62,35,60,0.85,0.1,0.0,primary_common_state,0.8701466393558688,1.4182309503586588,0.7464763406585266,0.4055993823488135,-0.2335236593414733,0.6200034481523791,0.7464763406585266,0.48,0.52,0.0,0.0,nearest_slice_clamp,True,0.9007923923830536,2.384042894169613,False,False,False,optional high-temperature isothermal comparator not previously defined,True,False,True,True,False,False,False,False,False
primary_045,0.62,50,10,0.45,0.0,0.0,primary_common_state,0.9996123492978252,2.18480622505852,0.991705471309942,0.668923950994312,0.011705471309942,0.6200249483778426,0.991705471309942,0.2,0.44,0.0,0.0,nearest_slice_clamp,True,0.9679257973068032,0.4771140157307982,True,False,False,optional high-temperature isothermal comparator not previously defined,True,False,False,True,False,False,False,False,False
primary_046,0.62,50,10,0.45,0.05,0.0,primary_common_state,0.9835820375658236,2.1850746183612895,0.9730209531575222,0.6696409058384857,-0.0069790468424777,0.6200237009589504,0.9730209531575222,0.2,0.44,0.0,0.0,nearest_slice_clamp,True,0.9517178636086152,0.5017296239955653,False,False,False,optional high-temperature isothermal comparator not previously defined,True,False,False,True,False,False,False,False,False
primary_047,0.62,50,10,0.45,0.1,0.0,primary_common_state,0.9673397057398012,2.185356157431429,0.9542932041935372,0.670397602888667,-0.0257067958064627,0.6200224535400584,0.9542932041935372,0.16,0.4,0.0,0.0,nearest_slice_clamp,True,0.9365604971455512,0.5385732485144349,False,False,False,optional high-temperature isothermal comparator not previously defined,True,False,False,True,False,False,False,False,False
primary_048,0.62,50,10,0.65,0.0,0.0,primary_common_state,0.9995500900526813,2.1868520720293003,0.9903832241682984,0.674017218982155,0.0103832241682982,0.6200249483778426,0.9903832241682984,0.16,0.92,0.0,0.0,nearest_slice_clamp,True,0.9638630252692166,0.503050579370403,False,False,False,optional high-temperature isothermal comparator not previously defined,True,False,True,True,False,False,False,False,False
primary_049,0.62,50,10,0.65,0.05,0.0,primary_common_state,0.9844122881819174,2.1871143119763348,0.9719726243759016,0.6747085950985645,-0.0080273756240983,0.6200237009589505,0.9719726243759016,0.16,0.8,0.0,0.0,nearest_slice_clamp,True,0.948770670067563,0.529880566450093,False,False,False,optional high-temperature isothermal comparator not previously defined,True,False,True,True,False,False,False,False,False
primary_050,0.62,50,10,0.65,0.1,0.0,primary_common_state,0.9690674988669014,2.187382842855524,0.953470115069893,0.6754339437044822,-0.0265298849301069,0.6200224535400584,0.953470115069893,0.16,0.64,0.0,0.0,nearest_slice_clamp,True,0.9348918661714688,0.5637556004479226,False,False,False,optional high-temperature isothermal comparator not previously defined,True,False,True,True,False,False,False,False,False
primary_051,0.62,50,10,0.85,0.0,0.0,primary_common_state,0.9995071281709054,2.187948936290911,0.989513407533268,0.6767879354238674,0.009513407533268,0.6200249483778426,0.989513407533268,0.2,0.16,0.0,0.0,nearest_slice_clamp,True,0.9615492725154962,0.5182857376112607,False,False,False,optional high-temperature isothermal comparator not previously defined,True,False,False,True,False,False,False,False,False
primary_052,0.62,50,10,0.85,0.05,0.0,primary_common_state,0.984776130997726,2.188228202750976,0.9712658852940784,0.6774783412535064,-0.0087341147059216,0.6200237009589505,0.9712658852940784,0.16,0.16,0.0,0.0,nearest_slice_clamp,True,0.9473223746210588,0.5452730357668265,False,False,False,optional high-temperature isothermal comparator not previously defined,True,False,False,True,False,False,False,False,False
primary_053,0.62,50,10,0.85,0.1,0.0,primary_common_state,0.9698484373992836,2.188513078466801,0.952897068929444,0.6781990360158264,-0.0271029310705559,0.6200224535400585,0.952897068929444,0.2,0.16,0.0,0.0,nearest_slice_clamp,True,0.9340807649572266,0.5768872765485961,False,False,False,optional high-temperature isothermal comparator not previously defined,True,False,False,True,False,False,False,False,False
primary_054,0.62,50,15,0.45,0.0,0.0,primary_common_state,0.999491546920209,2.186920157695769,0.9888041457402552,0.6746651326879033,0.0088041457402552,0.6200249483778426,0.9888041457402552,0.16,0.24,0.0,0.0,nearest_slice_clamp,True,0.9609300885191148,0.5202374525338066,False,False,False,optional high-temperature isothermal comparator not previously defined,True,False,False,True,False,False,False,False,False
primary_055,0.62,50,15,0.45,0.05,0.0,primary_common_state,0.9812586017517284,2.187202738700339,0.9699680037497842,0.6754206820976517,-0.0100319962502157,0.6200237009589507,0.9699680037497842,0.16,0.28,0.0,0.0,nearest_slice_clamp,True,0.9460659413917604,0.5491018656295772,False,False,False,optional high-temperature isothermal comparator not previously defined,True,False,False,True,False,False,False,False,False
primary_056,0.62,50,15,0.45,0.1,0.0,primary_common_state,0.962943491094852,2.1874938755027116,0.951135245203192,0.6762821842275584,-0.028864754796808,0.6200224535400584,0.951135245203192,0.16,0.28,0.0,0.0,nearest_slice_clamp,True,0.9324190772032716,0.5840226036095839,False,False,False,optional high-temperature isothermal comparator not previously defined,True,False,False,True,False,False,False,False,False
primary_057,0.62,50,15,0.65,0.0,0.0,primary_common_state,0.9994132378117844,2.1889492072218992,0.9873502112630164,0.67953190574125,0.0073502112630163,0.6200249483778427,0.9873502112630164,0.2,0.6,0.0,0.0,nearest_slice_clamp,True,0.9575964315510176,0.54500401935088,False,False,False,optional high-temperature isothermal comparator not previously defined,True,False,True,True,False,False,False,False,False
primary_058,0.62,50,15,0.65,0.05,0.0,primary_common_state,0.9816956628190444,2.189221760380347,0.9686068802010628,0.6802263278613983,-0.0113931197989372,0.6200237009589504,0.9686068802010628,0.2,0.6,0.0,0.0,nearest_slice_clamp,True,0.9438968083074532,0.5708475360408478,False,False,False,optional high-temperature isothermal comparator not previously defined,True,False,True,True,False,False,False,False,False
primary_059,0.62,50,15,0.65,0.1,0.0,primary_common_state,0.963854502997656,2.1895113342033983,0.9498609563360498,0.6809731717267012,-0.0301390436639501,0.6200224535400584,0.9498609563360498,0.2,0.72,0.0,0.0,nearest_slice_clamp,True,0.9312781673208652,0.6055415958996725,False,False,False,optional high-temperature isothermal comparator not previously defined,True,False,True,True,False,False,False,False,False
primary_060,0.62,50,15,0.85,0.0,0.0,primary_common_state,0.9993612566325364,2.1900891824147646,0.9857736244149674,0.6822095549562615,0.0057736244149674,0.6200249483778427,0.9857736244149674,0.2,0.24,0.0,0.0,nearest_slice_clamp,True,0.9557981665285322,0.556519538773993,False,False,False,optional high-temperature isothermal comparator not previously defined,True,False,False,True,False,False,False,False,False
primary_061,0.62,50,15,0.85,0.05,0.0,primary_common_state,0.9819278034229744,2.1903570132579286,0.9672371823411808,0.6828862240115544,-0.0127628176588191,0.6200237009589504,0.9672371823411808,0.24,0.12,0.0,0.0,nearest_slice_clamp,True,0.9427040509726158,0.5818106137901247,False,False,False,optional high-temperature isothermal comparator not previously defined,True,False,False,True,False,False,False,False,False
primary_062,0.62,50,15,0.85,0.1,0.0,primary_common_state,0.9643500711412404,2.190636954229465,0.9486842641267724,0.6835977524308252,-0.0313157358732274,0.6200224535400585,0.9486842641267724,0.24,0.12,0.0,0.0,nearest_slice_clamp,True,0.9303656871005394,0.6163546363022194,False,False,False,optional high-temperature isothermal comparator not previously defined,True,False,False,True,False,False,False,False,False
primary_063,0.62,50,25,0.45,0.0,0.0,primary_common_state,0.9987898209698496,2.1900081043273554,0.9794597920580818,0.6832171936629594,-0.0005402079419182,0.6200249483778427,0.9794597920580818,0.4,0.16,0.0,0.0,nearest_slice_clamp,True,0.9531604492297828,0.5775109079376279,False,False,False,optional high-temperature isothermal comparator not previously defined,True,False,False,True,False,False,False,False,False
primary_064,0.62,50,25,0.45,0.05,0.0,primary_common_state,0.9799092588825382,2.190376062966577,0.961183823658324,0.684225998180194,-0.0188161763416758,0.6200237009589507,0.961183823658324,0.4,0.16,0.0,0.0,nearest_slice_clamp,True,0.9403835841205612,0.6049631680378792,False,False,False,optional high-temperature isothermal comparator not previously defined,True,False,False,True,False,False,False,False,False
primary_065,0.62,50,25,0.45,0.1,0.0,primary_common_state,0.9610188867470372,2.1907874082600296,0.9429090517463844,0.6853537945756194,-0.0370909482536154,0.6200224535400585,0.9429090517463844,0.4,0.16,0.0,0.0,nearest_slice_clamp,True,0.9286655045840876,0.6442058914698287,False,False,False,optional high-temperature isothermal comparator not previously defined,True,False,False,True,False,False,False,False,False
primary_066,0.62,50,25,0.65,0.0,0.0,primary_common_state,0.9944964003168396,2.191485572809644,0.9549270166875,0.6840202558228413,-0.0250729833125,0.6200249483778427,0.9549270166875,0.36,0.32,0.0,0.0,nearest_slice_clamp,True,0.9489151259276928,0.6067535505648957,False,False,False,optional high-temperature isothermal comparator not previously defined,True,False,False,True,False,False,False,False,False
primary_067,0.62,50,25,0.65,0.05,0.0,primary_common_state,0.9758957661530688,2.191978899970475,0.9379517406930886,0.686019835009167,-0.0420482593069113,0.6200237009589505,0.9379517406930886,0.4,0.32,0.0,0.0,nearest_slice_clamp,True,0.9360672861802056,0.6441266521073744,False,False,False,optional high-temperature isothermal comparator not previously defined,True,False,False,True,False,False,False,False,False
primary_068,0.62,50,25,0.65,0.1,0.0,primary_common_state,0.9572720044920962,2.192443093351282,0.920999170273724,0.6878072661125588,-0.0590008297262758,0.6200224535400585,0.920999170273724,0.4,0.24,0.0,0.0,nearest_slice_clamp,True,0.9243674856825432,0.7059233487554236,False,False,False,optional high-temperature isothermal comparator not previously defined,True,False,False,True,False,False,False,False,False
primary_069,0.62,50,25,0.85,0.0,0.0,primary_common_state,0.9901853414570412,2.189280174003079,0.9367127217631084,0.673559035419447,-0.0432872782368917,0.6200249483778426,0.9367127217631084,0.36,0.12,0.0,0.0,nearest_slice_clamp,True,0.9363791414521346,0.6533544864877374,False,False,False,optional high-temperature isothermal comparator not previously defined,True,False,False,True,False,False,False,False,False
primary_070,0.62,50,25,0.85,0.05,0.0,primary_common_state,0.9718124917469771,2.1906485812989724,0.9205279413323753,0.6784933041479595,-0.0594720586676247,0.6200237009589507,0.9205279413323753,0.36,0.12,0.0,0.0,nearest_slice_clamp,True,0.9259959992034916,0.7164952685042092,False,False,False,optional high-temperature isothermal comparator not previously defined,True,False,False,True,False,False,False,False,False
primary_071,0.62,50,25,0.85,0.1,0.0,primary_common_state,0.9534107223033472,2.1918262841006397,0.9043942446881904,0.682849476767932,-0.0756057553118094,0.6200224535400584,0.9043942446881904,0.36,0.16,0.0,0.0,nearest_slice_clamp,True,0.9166929469677452,0.8086791034541786,False,False,False,optional high-temperature isothermal comparator not previously defined,True,False,False,True,False,False,False,False,False
