attained,min_reduction,median_reduction,max_reduction,span20,span30,A_TS,tier,rejection_reason,candidate_id,rho_high_final,rho_two_final,G_high_final_nm,G_two_final_nm,switched,projection_only,window_width_C,lower_bracketed,upper_bracketed,complete
False,0.302730686366233,0.3032734499091047,0.3038212335438339,0.0004999999999999,0.0004999999999999,0.0001806817935601,Tier_C,incomplete_Chen_window,453993,0.959777965690869,0.9505174324686296,241.22081239198243,158.5664108561011,True,False,0.0,False,False,False
False,0.320982121413173,0.3248194456446795,0.3285771854154335,0.0030999999999996,0.0030999999999996,0.0012175949218491,Tier_C,incomplete_Chen_window,841743,0.9609211739734116,0.9531465106651864,413.6483595891421,246.08113875798935,True,False,0.0,False,False,False
False,0.3122931162498035,0.3138574242119876,0.3148799456328572,0.0013999999999998,0.0013999999999998,0.000527154712827,Tier_C,incomplete_Chen_window,220225,0.9609786898648016,0.9514444110784884,569.2112511636532,282.3214636317475,True,False,0.0,False,False,False
False,0.4681488473827166,0.4685154969031407,0.4688840378154563,0.0002999999999999,0.0002999999999999,0.0001896245787317,Tier_C,incomplete_Chen_window,652754,0.958505547241747,0.9503257438017252,712.1661927856887,355.48859495215765,True,False,0.0,False,False,False
False,0.3172067815948421,0.3190678356937021,0.3210687446624775,0.0016999999999998,0.0016999999999998,0.0006534173154596,Tier_C,incomplete_Chen_window,407759,0.9601159119748538,0.9517304567727348,270.8740814858318,172.88813265035887,True,False,0.0,False,False,False
False,0.2898660437427803,0.2934293488843771,0.296891005238163,0.0023999999999997,0.0,0.0008338518823875,Tier_C,incomplete_Chen_window,902023,0.9607627905234576,0.9523617792986832,422.3706672398092,194.4842852832807,True,False,0.0,False,False,False
False,0.301282110740225,0.3086237166325054,0.3160586871993418,0.0054999999999993,0.0054999999999993,0.0020307920780037,Tier_C,incomplete_Chen_window,508095,0.9609663120860016,0.9555304461023818,349.0507221855318,195.310094940826,True,False,0.0,False,False,False
False,0.3122395414445019,0.3144766856265621,0.3165926302794269,0.0021999999999997,0.0021999999999997,0.0008305796956508,Tier_C,incomplete_Chen_window,845497,0.9609743640952676,0.9522035249727098,793.0895225138364,363.3676426815171,True,False,0.0,False,False,False
False,0.2853166739223798,0.2861892031943994,0.287062512038956,0.0006999999999999,0.0,0.0002359431963725,Tier_C,incomplete_Chen_window,353251,0.9600967589964198,0.95067768798182,219.9065466624027,144.43814677975388,True,False,0.0,False,False,False
False,0.3135571520577199,0.3150025462542233,0.3164241986236721,0.0011999999999998,0.0011999999999998,0.0004537501444571,Tier_C,incomplete_Chen_window,449877,0.9609975436467336,0.951219816894012,777.8171433751596,327.70538219620505,True,False,0.0,False,False,False
False,0.2754445250326859,0.2771425113802762,0.27811187974859,0.0015999999999998,0.0,0.0005189296092,Tier_C,incomplete_Chen_window,356256,0.9609657429743498,0.9515507882314034,293.39690247446583,164.81328162625135,True,False,0.0,False,False,False
False,0.2947648541504336,0.298357839243058,0.3014564839674651,0.0026999999999997,0.0006999999999999,0.000956472966994,Tier_C,incomplete_Chen_window,351244,0.959273327792216,0.9526874943568248,333.9630288452999,202.96513831826024,True,False,0.0,False,True,False
False,0.2750516627964369,0.2802245280516885,0.2860849041412537,0.0044999999999995,0.0,0.001480434152469,Tier_C,incomplete_Chen_window,805751,0.9604647547243133,0.9545027269357106,189.08192680862476,127.58276045447155,True,False,0.0,False,False,False
False,0.2877175518573422,0.2896522877455434,0.2916589216130193,0.0016999999999998,0.0,0.000581431953179,Tier_C,incomplete_Chen_window,982055,0.960999756052228,0.951714274049566,292.0349702368785,167.52297078573986,True,False,0.0,False,False,False
False,0.2900195018195194,0.2964361069121215,0.3016125729944575,0.0049999999999994,0.0010999999999998,0.0017571751310274,Tier_C,incomplete_Chen_window,965938,0.9607874391682109,0.9549664713381338,342.8317609698596,194.9527858298945,True,False,0.0,False,False,False
False,0.2752658937181499,0.2785230705215173,0.2818978154693357,0.0024999999999997,0.0,0.0008162852869653,Tier_C,incomplete_Chen_window,809832,0.9609947652902886,0.9524828304564994,242.67633003092132,140.89623067950012,True,False,0.0,False,False,False
False,nan,nan,nan,0.0,0.0,0.0,reject,incomplete_Chen_window,336069,0.959945654395984,0.9485056298536942,328.4868545018478,207.16314566083216,True,False,0.0,False,False,False
False,0.2611559962463241,0.2675374605312856,0.2749737016106216,0.0054999999999993,0.0,0.0017138298940838,Tier_C,incomplete_Chen_window,868316,0.9609012790230236,0.9554879287533417,196.03663033437277,131.17544697786664,True,False,0.0,False,False,False
False,0.2673539043254181,0.2678985784990562,0.2684182804694551,0.0004999999999999,0.0,0.0001559154205613,Tier_C,incomplete_Chen_window,589723,0.9607100335269494,0.9505161941217836,312.0121752000772,204.6915880431581,True,False,0.0,False,False,False
False,nan,nan,nan,0.0,0.0,0.0,reject,incomplete_Chen_window,72286,0.960810429519042,0.9496666952469462,215.1833638350027,145.632090034725,True,False,0.0,False,False,False
False,0.2671858573533425,0.2746067274177856,0.2774507715230977,0.0055999999999993,0.0,0.0017895448170797,Tier_C,incomplete_Chen_window,365791,0.9609999664705564,0.9555928698691792,510.8009365038864,221.62909289979603,True,False,0.0,False,False,False
