condition_id,gate_form,rho0,smoothing_rho_mid,rho0_minus_rho_mid,rho_width_label,smoothing_rho_width,target_density,eligible_target,HR_scored,TS_scored,HR_pct,TS_pct,slow_time_budget_h,fast_time_budget_h,high_time_budget_h,two_step_time_budget_h,slow_reached,slow_time_to_target_h,slow_G_at_target_nm,slow_pore_mean_radius_nm,slow_large_pore_fraction,slow_removable_fine_pore_fraction,slow_f_pore,slow_isolated_pore_fraction,slow_cumulative_redistributed_pore_volume,slow_E_G,fast_reached,fast_time_to_target_h,fast_G_at_target_nm,fast_pore_mean_radius_nm,fast_large_pore_fraction,fast_removable_fine_pore_fraction,fast_f_pore,fast_isolated_pore_fraction,fast_cumulative_redistributed_pore_volume,fast_E_G,high_reached,high_time_to_target_h,high_G_at_target_nm,high_pore_mean_radius_nm,high_large_pore_fraction,high_removable_fine_pore_fraction,high_f_pore,high_isolated_pore_fraction,high_cumulative_redistributed_pore_volume,high_E_G,two_step_reached,two_step_time_to_target_h,two_step_G_at_target_nm,two_step_pore_mean_radius_nm,two_step_large_pore_fraction,two_step_removable_fine_pore_fraction,two_step_f_pore,two_step_isolated_pore_fraction,two_step_cumulative_redistributed_pore_volume,two_step_E_G,HR_crossover_density
logistic_mid0.72_narrow_rho00.75,logistic,0.75,0.72,0.030000000000000027,narrow,0.0075,0.9,True,True,True,-5.372681359943276,11.210539565240508,126.75,9.1875,96.0,96.0,True,117.1036694238057,446.97968254570753,54.02718718685283,0.09109520248186531,0.36271138201299485,0.4906207884973403,0.49999999955842583,0.0032181389445221776,0.02729069518589599,True,5.379654829602815,470.9944766325744,53.86477795856678,0.09067317890012128,0.3663640597872328,0.5103310981973124,0.500000001704127,3.2803404826807084e-05,0.032668793912851525,True,16.461373140285637,413.4952493223697,53.85900821877792,0.09066255965978312,0.36650433945434674,0.4657894726883846,0.5000000000325472,2.806497201048081e-11,0.03262427890982824,True,72.16456280238415,367.1402007966956,53.85588165514714,0.09065774814428611,0.3665823665090352,0.4269211293960282,0.5000000000002616,2.806497217851665e-11,0.03297971893001756,nan
logistic_mid0.72_narrow_rho00.75,logistic,0.75,0.72,0.030000000000000027,narrow,0.0075,0.92,True,False,False,nan,nan,126.75,9.1875,96.0,96.0,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,True,82.76902451343257,857.615508493787,57.43010222422572,0.10984135237617967,0.3194726024320465,0.6212515413168973,0.7523361982830566,2.806497201048081e-11,0.02378052712728728,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
logistic_mid0.72_narrow_rho00.80,logistic,0.8,0.72,0.08000000000000007,narrow,0.0075,0.85,True,True,True,-19.048448672307053,0.0,126.75,9.1875,96.0,96.0,True,104.17763034194144,165.50205120958793,45.06221279001744,0.0518345644588593,0.5094997002317176,0.3612748994841989,0.058538445255944385,1.2280875047399486e-06,0.18301904835808744,True,1.5928438106695209,197.02762448586162,45.06532588745284,0.05183788647670002,0.5094089784111643,0.41352187318063355,0.05854918844101103,1.2285033368448866e-08,0.12554838538153193,True,1.585134294444269,178.15682026442536,45.06586514179745,0.05183830122355353,0.5093926260634682,0.3827654623977021,0.0585427419261504,9.264739609030824e-17,0.1593017833156783,True,1.585134294444269,178.15682026442536,45.06586514179745,0.05183830122355353,0.5093926260634682,0.3827654623977021,0.0585427419261504,9.264739609030824e-17,0.17706103807558257,nan
logistic_mid0.72_narrow_rho00.80,logistic,0.8,0.72,0.08000000000000007,narrow,0.0075,0.88,True,True,True,-17.679394903654863,9.373922209355666,126.75,9.1875,96.0,96.0,True,110.38054343682748,240.44446504744025,47.93882381697838,0.06336990706967299,0.458633992258467,0.38857734886823,0.2476650930360055,1.2280875047399848e-06,0.045508006675587485,True,2.483512161567161,282.9535915471576,47.94528789138621,0.06337748241667154,0.45845311141992096,0.43944500517110785,0.2476731551251422,1.2285033368448866e-08,0.054156055544600824,True,5.012162581374156,248.33057300196518,47.943897618469705,0.06337572288326591,0.45849156948388364,0.3983182500975795,0.24766533248992478,9.264805337637528e-17,0.0553924606106948,True,16.95507860886658,225.05225826671378,47.94174224090797,0.06337319881493673,0.45855190118035505,0.36899065414205945,0.24766387058851552,9.284438410862442e-17,0.06383142559751556,nan
logistic_mid0.72_narrow_rho00.80,logistic,0.8,0.72,0.08000000000000007,narrow,0.0075,0.9,True,True,True,-6.247956030202481,11.300517912662253,126.75,9.1875,96.0,96.0,True,116.79569997961165,431.54377996497306,50.494450568075926,0.07453491332703738,0.4167830617841298,0.503073347947444,0.5000000004490845,1.2280875047399848e-06,0.02720646068431983,True,5.145165017755577,458.5064455882583,50.502191140573125,0.07454496532742812,0.4165756426699203,0.5242353617744371,0.4999999978926866,1.2285033368448866e-08,0.03288640736626551,True,15.499533634303207,402.3906766638828,50.49903194748179,0.07454081755379346,0.4166601775233339,0.4789876135399073,0.49999999998036554,9.264805565186903e-17,0.03282912042809212,True,70.04418510642334,356.9184461685979,50.49633411651019,0.07453729229190034,0.41673240318017263,0.43917756215854364,0.49999999999974337,9.284535462156166e-17,0.03314785079967465,nan
logistic_mid0.72_narrow_rho00.80,logistic,0.8,0.72,0.08000000000000007,narrow,0.0075,0.92,True,False,False,nan,nan,126.75,9.1875,96.0,96.0,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,True,80.81266069719152,830.5494918118794,53.854955386940105,0.09065632592641654,0.36660550444348244,0.6349005309869599,0.7523361975923494,9.264805583450529e-17,0.023940039518903257,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
logistic_mid0.72_narrow_rho00.85,logistic,0.85,0.72,0.13,narrow,0.0075,0.85,False,False,False,nan,nan,126.75,9.1875,96.0,96.0,True,12.15,150.0,41.776568295348916,0.039886876898749805,0.5724048606059738,0.35191318607778865,0.058536902874367754,6.757703320900015e-15,6.356764177752987e-36,True,0.5099999999999818,150.00000000000034,41.77656829541158,0.03988687689883337,0.5724048606041119,0.3519131860773129,0.058536902874367754,6.99312474682084e-13,0.08717181523940937,True,0.0,150.0,41.77656829534832,0.03988687689874908,0.5724048606059915,0.3519131860777932,0.058536902874367754,0.0,0.06586055591037968,True,0.0,150.0,41.77656829534832,0.03988687689874908,0.5724048606059915,0.3519131860777932,0.058536902874367754,0.0,0.14105096429952166,nan
logistic_mid0.72_narrow_rho00.85,logistic,0.85,0.72,0.13,narrow,0.0075,0.88,True,True,True,-20.57941290372539,10.622496517617392,126.75,9.1875,96.0,96.0,True,108.96853971326486,225.1804225882927,44.283230011975476,0.04888799554847297,0.5239541686258334,0.3907793172426735,0.24766452127796934,1.6494919329091573e-10,0.04150135229698167,True,2.1654864483191663,271.5212315310912,44.28500649017934,0.04888979481277289,0.5239016229037491,0.44982975491669497,0.24766848463627797,1.6494958908097853e-12,0.049955970645063325,True,3.790607787908912,238.55085781512116,44.2846690324696,0.048889406601093005,0.5239114218436504,0.40843201735494644,0.24766476594134332,8.662542817048322e-22,0.05167013730332703,True,17.88411368539881,213.2108012509635,44.283146771763356,0.04888790364415594,0.523956600098608,0.3745186745682374,0.24766385618054282,3.1773579925135174e-19,0.05502368968628899,nan
logistic_mid0.72_narrow_rho00.85,logistic,0.85,0.72,0.13,narrow,0.0075,0.9,True,True,True,-7.261941310806934,11.458317690627695,126.75,9.1875,96.0,96.0,True,116.35068661463266,413.9068394068395,46.54456312890734,0.05764993533761807,0.4828024285507316,0.515986975984013,0.49999999992474997,1.649491932909189e-10,0.026923869769406097,True,4.806239379442678,443.96451116598007,46.54759082961936,0.05765323840930235,0.4827156149086365,0.5407998799815262,0.4999999978998951,1.6494958908097902e-12,0.03308735349713135,True,14.129205925747074,389.4328124607177,46.54586558198465,0.05765135091612633,0.48276506446869194,0.4947544366159214,0.5000000000181295,8.69000815696407e-22,0.03301947543090736,True,70.43893215157159,344.8103636174223,46.543851520324644,0.057649161301349804,0.48282283658746655,0.4536629070086043,0.5000000000003042,3.1891698232947083e-19,0.03316970915266731,nan
logistic_mid0.72_narrow_rho00.85,logistic,0.85,0.72,0.13,narrow,0.0075,0.92,True,False,False,nan,nan,126.75,9.1875,96.0,96.0,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,True,78.32947181765708,798.7125407016913,49.56888529715648,0.07038851990398241,0.4315798514543701,0.6516959453532819,0.7523361974738673,8.692299754370277e-22,0.024168799642654008,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
