mode,protocol,t_s,T_C,rho,P_GBseg_dens,P_TJ_dens,P_clean_GB,P_GBseg_drag,P_TJ_drag,P_GB_to_TJ_relocation,P_TJ_iso_conversion,P_iso,P_persistent_drag
evolving,fast_20,2195.9999999999427,756.9999999999809,0.7000000000365121,2.6576675206873077e-05,3.90931597293382e-06,5.008735230025407e-06,2.4114473357421837e-07,4.762460447253058e-06,1.7257867823158662e-05,1.3444673165122606e-09,0.0,0.0
evolving,fast_20,2207.9999999999454,760.9999999999818,0.700000000044728,3.2292155467293677e-05,4.7500388318813126e-06,6.027511643403802e-06,2.971154799192937e-07,5.72390180373192e-06,1.9883424388802938e-05,1.5711306765979913e-09,0.0,0.0
evolving,fast_20,2219.999999999948,764.9999999999827,0.7000000000547066,3.917626234371007e-05,5.762661701401354e-06,7.243165367469531e-06,3.654775024991024e-07,6.869481546875181e-06,2.2882462253814865e-05,1.8338041987432338e-09,0.0,0.0
evolving,fast_20,2231.999999999951,768.9999999999836,0.7000000000668078,4.745535784546019e-05,6.980481471944305e-06,8.691730214226596e-06,4.488403708284781e-07,8.232539217508416e-06,2.6304285938869097e-05,2.1378548537273473e-09,0.0,0.0
evolving,fast_20,2243.9999999999536,772.9999999999845,0.7000000000814603,5.7397153913039736e-05,8.44287743346555e-06,1.041546334517711e-05,5.503347952001744e-07,9.85209688023105e-06,3.020417754328021e-05,2.4893959603344584e-09,0.0,0.0
evolving,fast_20,2255.9999999999563,776.9999999999854,0.7000000000991756,6.931779413596515e-05,1.0196352966164628e-05,1.2463855090110724e-05,6.737109522080372e-07,1.1773766264857544e-05,3.4644051756204204e-05,2.8953833834137956e-09,0.0,0.0
evolving,fast_20,2267.999999999959,780.9999999999864,0.7000000001205618,8.359006347752829e-05,1.2295743156293787e-05,1.489479190417674e-05,8.234542594557778e-07,1.4050790684715841e-05,3.969317398680281e-05,3.3637231277366425e-09,0.0,0.0
evolving,fast_20,2279.999999999962,784.9999999999873,0.7000000001463413,0.00010065289117457218,1.48056126325829e-05,1.7775894027319087e-05,1.0049214962935939e-06,1.674524021840875e-05,4.542894666915688e-05,3.9033915547775696e-09,0.0,0.0
evolving,fast_20,2291.9999999999645,788.9999999999882,0.7000000001773714,0.00012102233380515685,1.7801871129159775e-05,2.1186052206708198e-05,1.224500614272314e-06,1.992938095771898e-05,5.1937769083888806e-05,4.52456956786219e-09,0.0,0.0
evolving,fast_20,2303.9999999999673,792.9999999999891,0.700000000214667,0.00014530424985930733,2.1373637861504535e-05,2.5217190969794844e-05,1.4897980913338666e-06,2.368724170151482e-05,5.931597632669023e-05,5.238792239431641e-09,0.0,0.0
evolving,fast_20,2315.99999999997,796.99999999999,0.7000000002594288,0.00017420890424361935,2.5625389787632024e-05,2.9976289428092027e-05,1.809858265775002e-06,2.8116404339690022e-05,6.767086334215468e-05,6.0591154931860016e-09,0.0,0.0
evolving,fast_20,2327.9999999999727,800.9999999999909,0.7000000003130749,0.0002085677712491717,3.067943325409542e-05,3.558769448809017e-05,2.1954197488859755e-06,3.3330047350431316e-05,7.712180022711822e-05,7.000301604337957e-09,0.0,0.0
evolving,fast_20,2339.9999999999754,804.9999999999918,0.7000000003772777,0.00024935283787757954,3.667874343432842e-05,4.219576568765304e-05,2.659214769077903e-06,3.9459275358829884e-05,8.780144528846163e-05,8.07902544393206e-09,0.0,0.0
evolving,fast_20,2351.999999999978,808.9999999999927,0.7000000004540077,0.00029769874632844403,4.379022139593621e-05,4.996789570950013e-05,3.216318156623968e-06,4.665577160793017e-05,9.985706261298201e-05,9.314103568999284e-09,0.0,0.0
evolving,fast_20,2363.999999999981,812.9999999999936,0.7000000005455811,0.0003549281551918458,5.220842462631408e-05,5.9097955997650895e-05,3.884553649459731e-06,5.509481451019718e-05,0.00011345195116822663,1.0726748450106543e-08,0.0,0.0
evolving,fast_20,2375.9999999999836,816.9999999999945,0.7000000006547197,0.00042258074376142705,6.215983344647466e-05,6.981022287217457e-05,4.684966300812733e-06,6.497870421640797e-05,0.00012876699269934397,1.2340850332557584e-08,0.0,0.0
evolving,fast_20,2387.9999999999864,820.9999999999955,0.700000000784615,0.0005024463331958399,7.390772299663357e-05,8.236384616104149e-05,5.642371014262756e-06,7.654065040129585e-05,0.00014600232591402906,1.4183289448074784e-08,0.0,0.0
evolving,fast_20,2399.999999999989,824.9999999999964,0.7000000009390055,0.0005966026523253853,8.775771843049467e-05,9.70579297093439e-05,6.785988638337224e-06,9.004917826534738e-05,0.00016537915465120813,1.6284281531284812e-08,0.0,0.0
evolving,fast_20,2411.999999999992,828.9999999999973,0.7000000011222642,0.0007074583350478365,0.0001040641196555551,0.00011423730125489094,8.150182639877419e-06,0.00010581311613751592,0.00018714169790434138,1.8677759850799897e-08,0.0,0.0
evolving,fast_20,2423.9999999999945,832.9999999999982,0.7000000013394992,0.0008378018008057408,0.00012323709145163554,0.00013429905815051316,9.77531116411054e-06,0.00012418723508553786,0.00021155928971216268,2.1401797239282377e-08,0.0,0.0
evolving,fast_20,2435.9999999999973,836.9999999999991,0.70000000159667,0.00099085673990993,0.00014575082513676004,0.0001576999853486425,1.1708711302695449e-05,0.0001455786186537272,0.0002389286370329054,2.449907190177684e-08,0.0,0.0
evolving,fast_20,2448.0,841.0,0.7000000019007189,0.0011703450017869555,0.00017215278917499617,0.00018496495303103945,1.4005834654384255e-05,0.00017045384931134233,0.00026957624377684723,2.801738109802937e-08,0.0,0.0
evolving,fast_20,2460.0000000000027,845.0000000000009,0.700000002259723,0.0013805577668901973,0.00020307419828033144,0.00021669641336106088,1.673155580428277e-05,0.00019934710747056405,0.00030386100918041,3.20102071337974e-08,0.0,0.0
evolving,fast_20,2472.0000000000055,849.0000000000018,0.7000000026830682,0.0016264359723186072,0.00023924184370722364,0.0002535851291604051,1.9961678197674083e-05,0.00023286928908881644,0.00034217700865699226,3.653734045962795e-08,0.0,0.0
evolving,fast_20,2484.000000000008,853.0000000000027,0.7000000031816456,0.0019136610574084817,0.00028149144157259444,0.00029642228197768655,2.3784665076626907e-05,0.00027171825897706663,0.0003849564651486633,4.166556506466924e-08,0.0,0.0
evolving,fast_20,2496.000000000011,857.0000000000036,0.7000000037680768,0.002248757198949139,0.0003307826712620862,0.0003461131231419337,2.830362671899444e-05,0.00031669036906998297,0.00043267291882263413,4.7469411769264114e-08,0.0,0.0
evolving,fast_20,2508.0000000000136,861.0000000000045,0.7000000044569705,0.0026392063164414185,0.00038821609226750986,0.000403692349108785,3.3638599210231827e-05,0.0003686933841564264,0.000485844602700358,5.403198546487704e-08,0.0,0.0
evolving,fast_20,2520.0000000000164,865.0000000000055,0.7000000052652129,0.0030935772461449192,0.0004550521452085855,0.0004703414018491339,3.992915443278082e-05,0.0004287609720058315,0.0005450380314689745,6.144587282496277e-08,0.0,0.0
evolving,fast_20,2532.000000000019,869.0000000000064,0.7000000062122973,0.0036216706086785017,0.0005327324613298679,0.0005474079163478363,4.733738592366081e-05,0.0004980689305489378,0.0006108718102983876,6.981413751733387e-08,0.0,0.0
evolving,fast_20,2544.000000000022,873.0000000000073,0.700000007320699,0.004234681028726379,0.0006229037244445951,0.0006364275606334167,5.60513207807879e-05,0.0005779533418769685,0.0006840206699664405,7.925141048918856e-08,0.0,0.0
evolving,fast_20,2556.0000000000246,877.0000000000082,0.7000000086162971,0.00494537850697636,0.0007274443501237673,0.0007391485393197719,6.628881394948585e-05,0.0006699308614144405,0.0007652197339743127,8.98850834720186e-08,0.0,0.0
evolving,fast_20,2568.0000000000273,881.0000000000091,0.7000000101288528,0.005768310893726637,0.0008484942688935597,0.0008575590595909175,7.830198805471848e-05,0.0007757213708056977,0.0008552690226088621,1.0185661446701394e-07,0.0,0.0
evolving,fast_20,2580.00000000003,885.00000000001,0.7000000118925482,0.006720029570510783,0.0009884881232879836,0.000993918089096574,9.238228952919912e-05,0.0008972732449489822,0.0009550381980746989,1.1532295462424719e-07,0.0,0.0
evolving,fast_20,2592.0000000000327,889.0000000000109,0.7000000139465938,0.007819340610397784,0.001150192212775711,0.001150789768559336,0.00010886624019582408,0.0010367915073348343,0.0010654715538719994,1.3045810662293837e-07,0.0,0.0
evolving,fast_20,2604.0000000000355,893.0000000000118,0.7000000163359106,0.009087583859017303,0.0013367455457951902,0.0013310818782488797,0.00012814197277420108,0.0011967691735263546,0.001187593250534915,1.4745482539744768e-07,0.0,0.0
evolving,fast_20,2616.000000000038,897.0000000000127,0.7000000191118982,0.01054894255644009,0.001551705384331875,0.0015380887970938167,0.0001506566490811166,0.0013800221103905806,0.0013225127986680825,1.66526472836705e-07,0.0,0.0
evolving,fast_20,2628.000000000041,901.0000000000136,0.7000000223332958,0.01223078630429814,0.001799097693580629,0.0017755394363341153,0.00017692487107648925,0.0015897277686949959,0.001471430788925755,1.8790903891554597e-07,0.0,0.0
evolving,fast_20,2640.0000000000437,905.0000000000146,0.7000000260671453,0.014164050372354185,0.002083472937166551,0.0020476506765392858,0.00020753820746990552,0.0018294681790692365,0.0016356448671710647,2.1186334259748846e-07,0.0,0.0
evolving,fast_20,2652.0000000000464,909.0000000000155,0.7000000303898704,0.016383654533387994,0.0024099676870403285,0.0023591868878193307,0.00024317597245627682,0.0021032776362541862,0.0018165559515351127,2.3867742678209066e-07,0.0,0.0
evolving,fast_20,2664.000000000049,913.0000000000164,0.7000000353884817,0.018928964813933365,0.0027843725463991276,0.0027155261684480734,0.0002846174084092141,0.002415695534183667,0.0020156746864724824,2.686691625587909e-07,0.0,0.0
evolving,fast_20,2676.000000000052,917.0000000000173,0.7000000411619203,0.021844301750115588,0.003213206913670258,0.003122733997228511,0.0003327554411525771,0.0027718248549365126,0.002234628127188821,3.0218907907551683e-07,0.0,0.0
evolving,fast_20,2688.0000000000546,921.0000000000182,0.7000000478225554,0.025179498941549847,0.0037038011455779963,0.00358764506010874,0.000388612194889437,0.0031773968581390883,0.002475166646005678,3.3962343643728747e-07,0.0,0.0
evolving,fast_20,2700.0000000000573,925.0000000000191,0.7000000554978484,0.02899051590080921,0.004264386707424542,0.004117954082175144,0.0004533564741381584,0.003638842564176105,0.0027391710503411114,3.813975602199881e-07,0.0,0.0
evolving,fast_20,2712.00000000006,929.00000000002,0.700000064332204,0.033340109400087095,0.0049041949287682565,0.004722316572600339,0.0005283234422628933,0.004163371674774853,0.0030286599000337467,4.279794574206533e-07,0.0,0.0
evolving,fast_20,2724.0000000000628,933.0000000000209,0.7000000744890206,0.03829856771902938,0.005633565012480989,0.005410460472824988,0.0006150367505571681,0.004759059628368123,0.0033457970097405263,4.798837349707121e-07,0.0,0.0
evolving,fast_20,2736.0000000000655,937.0000000000218,0.7000000861529635,0.04394451239688105,0.0064640619745047825,0.0061933097876469435,0.0007152333985227918,0.005434943545324446,0.0036928991201115604,5.376758433159977e-07,0.0,0.0
evolving,fast_20,2748.000000000068,941.0000000000227,0.700000099532478,0.0503657722865823,0.007408605220287563,0.007083121375445841,0.0008308916351727095,0.006201127879879922,0.004072443719410861,6.019766690200286e-07,0.0,0.0
evolving,fast_20,2760.000000000071,945.0000000000236,0.7000001148625652,0.057660334896809225,0.008481608491645897,0.008093636177982377,0.0009642622430796608,0.00706890066164181,0.004487076995231992,6.734675018783678e-07,0.0,0.0
evolving,fast_20,2772.0000000000737,949.0000000000246,0.7000001324078446,0.06593738018858128,0.009699131944447744,0.009240246282600657,0.0011179035817098489,0.008050861280095252,0.0049396218939756886,7.528954036456876e-07,0.0,0.0
evolving,fast_20,2784.0000000000764,953.0000000000255,0.7000001524659253,0.07531840216451564,0.011079047142819706,0.010540179330783996,0.0012947208045544852,0.009161060840876931,0.005433086263841719,8.410790071762079e-07,0.0,0.0
evolving,fast_20,2796.000000000079,957.0000000000264,0.700000175371115,0.08593842374956787,0.012641215779340484,0.012012701917449681,0.0014980097059486591,0.01041515620293368,0.005970671055264339,9.389147765674794e-07,0.0,0.0
evolving,fast_20,2808.000000000082,961.0000000000273,0.7000002014984936,0.09794731061078675,0.014407682952687358,0.013679343765734693,0.0017315056985095659,0.011830578891324186,0.006555778551020033,1.0473837607796562e-06,0.0,0.0
evolving,fast_20,2820.0000000000846,965.0000000000282,0.7000002312683793,0.11151118969888152,0.016402885854259922,0.015564144612966372,0.0019994384711136365,0.013426720171614169,0.007192020596686821,1.1675588751825687e-06,0.0,0.0
evolving,fast_20,2832.0000000000873,969.0000000000291,0.700000265151222,0.12681397841511963,0.018653878733256597,0.017693925905718815,0.0023065929305615828,0.015225133668843904,0.00788322680076596,1.3006127475649113e-06,0.0,0.0
evolving,fast_20,2844.00000000009,973.00000000003,0.7000003036729533,0.14405903041216075,0.021190575025368485,0.020098589576032094,0.0026583770878648287,0.017249757017186187,0.008633452672617255,1.447826167328161e-06,0.0,0.0
evolving,fast_20,2856.0000000000928,977.0000000000309,0.700000347420829,0.16347090412612225,0.024046007543577365,0.022811446357795948,0.003060897612762162,0.01952715413597802,0.009446987665439539,1.6105971788875565e-06,0.0,0.0
evolving,fast_20,2868.0000000000955,981.0000000000318,0.700000397049803,0.18529726020876802,0.02725660764040902,0.025869576302730804,0.0035210438479897016,0.022086779844071917,0.010328363090870488,1.7904508627184297e-06,0.0,0.0
evolving,fast_20,2880.000000000098,985.0000000000327,0.7000004532894677,0.20981089408297213,0.030862504259366194,0.029314224370218443,0.0040465811483598275,0.02496126864776565,0.011282359871414483,1.989049850023704e-06,0.0,0.0
evolving,fast_20,2892.000000000101,989.0000000000337,0.7000005169516017,0.23731190988130377,0.03490784379913294,0.03319123419525876,0.004646254489241249,0.028186749668199475,0.012314016096851812,2.2082056196628453e-06,0.0,0.0
evolving,fast_20,2904.0000000001037,993.0000000000346,0.7000005889383696,0.2681300420469868,0.03944113171755267,0.037551523385036346,0.005329903374996699,0.03180318981243668,0.013428634351055973,2.449890628781398e-06,0.0,0.0
evolving,fast_20,2916.0000000001064,997.0000000000355,0.7000006702512138,0.30262713087913434,0.044515596803426885,0.04245160395788194,0.006108589170758282,0.03585476743875541,0.014631788776266101,2.7162513315174036e-06,0.0,0.0
evolving,fast_20,2928.000000000109,1001.0000000000364,0.7000007620004872,0.34119975829071314,0.0501895790429814,0.04795415181984475,0.006994736081067622,0.0403902789213426,0.01592933184283423,3.0096221432461523e-06,0.0,0.0
evolving,fast_20,2940.000000000112,1005.0000000000373,0.7000008654158727,0.38428205001947385,0.056526942004608255,0.054128629474706834,0.008002287106864988,0.045463580682940735,0.01732740079380046,3.3325404110633958e-06,0.0,0.0
evolving,fast_20,2952.0000000001146,1009.0000000000382,0.7000009818576396,0.43234865049031806,0.0635975106604207,0.06105196648415358,0.00914687642858454,0.05113406943639317,0.018832423735341906,3.6877624546084755e-06,0.0,0.0
evolving,fast_20,2964.0000000001173,1013.0000000000391,0.7000011128287871,0.48591787647413653,0.07147753555655943,0.06880930253713868,0.010446019788240835,0.05746720355784094,0.020451125346188176,4.0782807449004045e-06,0.0,0.0
evolving,fast_20,2976.00000000012,1017.00000000004,0.7000012599881307,0.5455550556248824,0.08025018423634833,0.07749479835245082,0.011919324577935902,0.06453506870590689,0.02219053218148447,4.507342292613698e-06,0.0,0.0
evolving,fast_20,2988.000000000123,1021.0000000000409,0.7000014251643822,0.6118760559058934,0.09000606081171533,0.08721252002733275,0.013588721486759756,0.0724169910029111,0.024057977549295912,4.97846832116241e-06,0.0,0.0
evolving,fast_20,3000.0000000001255,1025.0000000000418,0.700001610371284,0.6855510118405291,0.10084375456911657,0.09807740285910369,0.015478719713227633,0.08120020130642834,0.026061105940962496,5.495475304108237e-06,0.0,0.0
evolving,fast_20,3012.0000000001282,1029.0000000000427,0.7000018178238526,0.767308253443737,0.1128704184869932,0.1102163011073598,0.017616687916821784,0.09098055432261971,0.028207876999796357,6.062497450767262e-06,0.0,0.0
evolving,fast_20,3024.000000000131,1033.0000000000437,0.7000020499557943,0.8579384436126226,0.12620237853293137,0.12376913063300994,0.0200331632605725,0.10186330654722336,0.03050656901613717,6.684010728478427e-06,0.0,0.0
evolving,fast_20,3036.0000000001337,1037.0000000000446,0.7000023094381528,0.9582989296786124,0.14096577460071227,0.138890111848571,0.022762191087617168,0.11396395726621111,0.032965781940499386,7.364858514827727e-06,0.0,0.0
evolving,fast_20,3048.0000000001364,1041.0000000000455,0.7000025991992527,1.0693183147534193,0.1572972339406954,0.15574912094333093,0.02584169797904149,0.12740915710629114,0.03559443991041552,8.110278978212974e-06,0.0,0.0
evolving,fast_20,3060.000000000139,1045.0000000000464,0.7000029224460054,1.1920012544389333,0.17534457793199495,0.17453315790890733,0.029313901158817778,0.14233768889614526,0.03840179329055472,8.925934290502213e-06,0.0,0.0
evolving,fast_20,3072.000000000142,1049.0000000000473,0.7000032826866414,1.327433484419248,0.19526756304205745,0.19544794048688488,0.03322575744506965,0.15890152588279172,0.04139742022972726,9.81794178120423e-06,0.0,0.0
evolving,fast_20,3084.0000000001446,1053.0000000000482,0.7000036837549399,1.476787084413944,0.21723865681898064,0.21871963379255738,0.03762945519607139,0.17726697264433028,0.044591227742410866,1.0792907148557287e-05,0.0,0.0
evolving,fast_20,3096.0000000001473,1057.000000000049,0.7000041298360251,1.6413259839469436,0.24144384976455646,0.24459672603895827,0.042582952965155636,0.19761589435081556,0.04799345232641267,1.1857959849272569e-05,0.0,0.0
evolving,fast_20,3108.00000000015,1061.00000000005,0.7000046254937999,1.8224117153762946,0.2680835039418891,0.2733520614953417,0.04815056886196074,0.22014704034962396,0.05161466013214875,1.3020790795372398e-05,0.0,0.0
evolving,fast_20,3120.000000000153,1065.000000000051,0.7000051757000914,2.0215094196388907,0.2973732391809293,0.3052850425659586,0.05440362491910711,0.24507746839078148,0.05546574670272382,1.4289692493671032e-05,0.0,0.0
evolving,fast_20,3132.0000000001555,1069.0000000000518,0.7000057858655825,2.240194110189331,0.329544857758311,0.3407240136704239,0.06142115108440012,0.2726440761617476,0.05955793630749608,1.5673601770989553e-05,0.0,0.0
evolving,fast_20,3144.0000000001583,1073.0000000000528,0.7000064618726065,2.4801572006562598,0.36484730844503493,0.38002884044825547,0.06929065379999587,0.3031052471704856,0.06390278089503135,1.718214523621359e-05,0.0,0.0
evolving,fast_20,3156.000000000161,1077.0000000000537,0.7000072101098835,2.743213301799553,0.4035476908364301,0.42359369869951563,0.07810895449264761,0.33674261840074343,0.06851215869428573,1.882568763884203e-05,0.0,0.0
evolving,fast_20,3168.0000000001637,1081.0000000000546,0.7000080375092761,3.0313072934287364,0.44593230090388714,0.47185008841303133,0.08798310368420378,0.3738629775646443,0.0733982724954282,2.061538329276982e-05,0.0,0.0
evolving,fast_20,3180.0000000001664,1085.0000000000555,0.7000089515846499,3.3465216770333526,0.49230771873662044,0.5252700892259153,0.09903137684004455,0.4148002981954707,0.0785736476439143,2.2563230743769622e-05,0.0,0.0
evolving,fast_20,3192.000000000169,1089.0000000000564,0.700009960472919,3.6910842149790644,0.5430019394744375,0.5843698747053112,0.11138435850620637,0.45991792125822367,0.08405112978320733,2.4682130869523075e-05,0.0,0.0
evolving,fast_20,3204.000000000172,1093.0000000000573,0.700011072977363,4.067375862233826,0.5983655484685024,0.649713503947946,0.125186121744674,0.509610892407549,0.08984388238289573,2.698594861218486e-05,0.0,0.0
evolving,fast_20,3216.0000000001746,1097.0000000000582,0.7000122986133029,4.477938996705381,0.6587729417465877,0.7219170101579506,0.14059551036191323,0.5643084644924943,0.09596538408986519,2.9489578555405297e-05,0.0,0.0
evolving,fast_20,3228.0000000001774,1101.0000000000591,0.7000136476562244,4.925485954387549,0.7246235929014482,0.8016528070906809,0.15778753193926465,0.6244767753953274,0.10242942594061961,3.220901457056755e-05,0.0,0.0
evolving,fast_20,3240.00000000018,1105.00000000006,0.7000151311924385,5.412907875625489,0.7963433675657102,0.8896544355434102,0.17695487021666464,0.6906217117982525,0.10925010847285159,3.5161423770815596e-05,0.0,0.0
evolving,fast_20,3252.000000000183,1109.000000000061,0.7000167611723753,5.94328386891245,0.8743858866832968,0.9867216734346387,0.1983095259543465,0.7632919699969898,0.11644183877386881,3.8365225026345806e-05,0.0,0.0
evolving,fast_20,3264.0000000001855,1113.0000000000618,0.7000185504666021,6.519890498716641,0.9592339398355093,1.0937260344461839,0.22208459600213018,0.84308232542487,0.12401932750259814,4.1840172310521794e-05,0.0,0.0
evolving,fast_20,3276.0000000001883,1117.0000000000628,0.7000205129246656,7.146211603900765,1.0514009499288206,1.2116166817083083,0.24853620094372436,0.9306371231150984,0.13199758592051666,4.560744316378585e-05,0.0,0.0
evolving,fast_20,3288.000000000191,1121.0000000000637,0.700022663436856,7.825948453329222,1.1514324906005482,1.3414267845916765,0.27794557235555234,1.026654001913038,0.14039192296514233,4.968973258119764e-05,0.0,0.0
evolving,fast_20,3300.0000000001937,1125.0000000000646,0.7000250179989953,8.563030245254412,1.259907857747377,1.4842803483331306,0.3106213114270901,1.1318878658544143,0.14921794239756964,5.411135264990542e-05,0.0,0.0
evolving,fast_20,3312.0000000001965,1129.0000000000655,0.7000275937803508,9.361624957022968,1.3774416966293104,1.6413995479694643,0.3469018314340584,1.2471551167504162,0.15849154005306118,5.889833828509615e-05,0.0,0.0
evolving,fast_20,3324.000000000199,1133.0000000000664,0.7000304091947839,10.226150551537085,1.5046856860474302,1.8141125998861638,0.38715799733802053,1.373338162665843,0.16822890122093226,6.407855943719854e-05,0.0,0.0
evolving,fast_20,3336.000000000202,1137.0000000000673,0.7000334839752358,11.16128654673907,1.6423302811373364,2.0038622062116516,0.43179597660763186,1.511390217643375,0.17844649817687094,6.968184016949988e-05,0.0,0.0
evolving,fast_20,3348.0000000002046,1141.0000000000682,0.7000368392516665,12.17198595414408,1.791106516360195,2.2122146093029587,0.48126031621875615,1.6623404087142482,0.1891610878875394,7.574008503414676e-05,0.0,0.0
evolving,fast_20,3360.0000000002074,1145.0000000000691,0.7000404976325536,13.263487592123468,1.95178787030973,2.4408692956815683,0.5360372616946107,1.8272992069449259,0.20038970990378419,8.228741320599376e-05,0.0,0.0
evolving,fast_20,3372.00000000021,1149.00000000007,0.7000444832900692,14.441328779221953,2.125192193985085,2.6916693909897953,0.5966583349937683,2.007464199999461,0.2121496844550971,8.936030086819701e-05,0.0,0.0
evolving,fast_20,3384.000000000213,1153.000000000071,0.7000488220490486,15.711358412272277,2.3121837042059337,2.9666127898524697,0.6637041890445037,2.204126224448579,0.22445861075414514,9.699773238119018e-05,0.0,0.0
evolving,fast_20,3396.0000000002156,1157.0000000000719,0.7000535414798684,17.07975043343382,2.513675043866679,3.267864066949984,0.7378087577598852,2.4186758768297096,0.23733436551629944,0.00010524136080804527,0.0,0.0
evolving,fast_20,3408.0000000002183,1161.0000000000728,0.7000586709953569,18.553017689519276,2.7306294107401183,3.5977672181377676,0.8196637214495854,2.652610423255273,0.25079510169508895,0.0001141356784146505,0.0,0.0
evolving,fast_20,3420.000000000221,1165.0000000000737,0.7000642419518537,20.138026186072967,2.9640627565476687,3.958859283089828,0.9100233086731195,2.907541128181279,0.2648592474305263,0.000123728197813004,0.0,0.0
evolving,fast_20,3432.0000000002237,1169.0000000000746,0.7000702877545456,21.84200973760835,3.2150460580109876,4.353884903700524,1.0097094567552978,3.1852010237823607,0.2795455052032188,0.0001340696444708047,0.0,0.0
evolving,fast_20,3444.0000000002265,1173.0000000000755,0.7000768439671989,23.672585014200553,3.4847076615902726,4.7858118753533425,1.1196173544089432,3.4874531422331954,0.2948728511831567,0.00014521416137088156,0.0,0.0
evolving,fast_20,3456.000000000229,1177.0000000000764,0.700083948426415,25.637766983223116,3.774235703593416,5.257847751159258,1.2407213911825037,3.8162992340680266,0.3108605347581322,0.0001572195266704799,0.0,0.0
evolving,fast_20,3468.000000000232,1181.0000000000773,0.700091641360535,27.745984743438537,4.084880607311641,5.7734575623845314,1.374081539771718,4.173888996680163,0.3275280782227668,0.00017014738528373698,0.0,0.0
evolving,fast_20,3480.0000000002346,1185.0000000000782,0.7000999655133169,30.006097746839618,4.417957658794871,6.336382721525946,1.520850198603877,4.562529837927461,0.34489527660527164,0.0001840634953913995,0.0,0.0
evolving,fast_20,3492.0000000002374,1189.0000000000791,0.700108966272512,32.42741240161917,4.77484966282853,6.950661177856005,1.6822795235210388,4.984697200729238,0.36298219760521494,0.00019903799097108248,0.0,0.0
evolving,fast_20,3504.00000000024,1193.00000000008,0.7001186918034658,35.01969904736754,5.1570096806078105,7.620648898749016,1.8597292788533322,5.443045475470628,0.3818091816117959,0.00021514566153972133,0.0,0.0
evolving,fast_20,3516.000000000243,1197.000000000081,0.7001291931878644,37.79320929106313,5.5659638505273366,8.351042753711118,2.054675239683965,5.940419527969274,0.40139684176840495,0.0002324662504086197,0.0,0.0
evolving,fast_20,3528.0000000002456,1201.0000000000819,0.7001405245677512,40.75869368959786,6.003314293411031,9.14690488177189,2.2687181786620614,6.479866871703681,0.42176606404554284,0.00025108477287165285,0.0,0.0
evolving,fast_20,3540.0000000002483,1205.0000000000828,0.7001527432949306,43.92741976145383,6.470742103399513,10.0136886267496,2.50359347231541,7.064650513947935,0.4429380072804974,0.0002710918558799789,0.0,0.0
evolving,fast_20,3552.000000000251,1209.0000000000837,0.7001659100858757,47.3111903066878,6.9700104255873,10.957266128873359,2.761181363449957,7.698262506400128,0.46493410313851546,0.0002925841009035789,0.0,0.0
evolving,fast_20,3564.0000000002537,1213.0000000000846,0.7001800891822514,50.92236201057493,7.502967621361508,11.983957665323118,3.0435179178911675,8.384438231822294,0.487776055946518,0.0003156644718424653,0.0,0.0
evolving,fast_20,3576.0000000002565,1217.0000000000855,0.700195348517162,54.773864302058485,8.07155052223064,13.100562836431164,3.3528067155207917,9.127171459125762,0.511485842346631,0.0003404427100304034,0.0,0.0
evolving,fast_20,3588.000000000259,1221.0000000000864,0.7002117598872215,58.879218433568894,8.677787772754357,14.314393698562698,3.6914313172843816,9.930730200226376,0.536085710713071,0.00036703577857320914,0.0,0.0
evolving,fast_20,3600.000000000262,1225.0000000000873,0.700229399130543,63.252556743717335,9.32380326297911,15.633309949041632,4.061968551581494,10.799673402846732,0.5615981802718878,0.00039556833848447906,0.0,0.0
evolving,fast_20,3612.0000000002647,1229.0000000000882,0.7002483463107341,67.9086420588701,10.011819650560795,17.065756272907155,4.4672026651963765,11.738868514254847,0.5880460398591245,0.000426173259326197,0.0,0.0
evolving,fast_20,3624.0000000002674,1233.0000000000891,0.7002686859069713,72.86288718358556,10.744161972502168,18.62080196573636,4.910140385666114,12.753509951671967,0.615452346248566,0.00045899216733280465,0.0,0.0
evolving,fast_20,3636.00000000027,1237.00000000009,0.7002905070102268,78.13137442334299,11.523261346155262,20.308182951249197,5.394026943709594,13.849138515758884,0.6438404219758742,0.0004941760342981647,0.0,0.0
evolving,fast_20,3648.000000000273,1241.000000000091,0.7003139035256916,83.7308750758551,12.351658758829695,22.138346316870905,5.922363106033297,15.031661784164356,0.6732338525810234,0.0005318858108382066,0.0,0.0
evolving,fast_20,3660.0000000002756,1245.0000000000919,0.7003389743814443,89.67886881949482,13.232008945006138,24.122497494842825,6.498923270474717,16.30737552258032,0.7036564831860787,0.0005722931080125419,0.0,0.0
evolving,fast_20,3672.0000000002783,1249.0000000000928,0.7003658237433847,95.99356291896682,14.167084349781497,26.272650220799637,7.127774677020146,17.682986151067855,0.7351324143195945,0.0006155809316991322,0.0,0.0
evolving,fast_20,3684.000000000281,1253.0000000000937,0.7003945612364377,102.69391115921748,15.159779176755936,28.601679405914812,7.813297789715224,19.165634303564403,0.76768599689341,0.0006619444745726014,0.0,0.0
evolving,fast_20,3696.0000000002838,1257.0000000000946,0.7004253021720184,109.79963240872098,16.213113518119737,31.123377062701937,8.56020790584708,20.76291951842534,0.8013418262308944,0.0007115919710440681,0.0,0.0
