mode,protocol,t_s,T_C,rho,G_nm,f_GBseg,f_TJ,f_iso,C_GBseg,C_TJ,f_clean_GB,GBseg_mean_nm,TJ_mean_nm,iso_mean_nm,E_G,sigma_base,sigma_GBseg_pore,sigma_TJ_pore,sigma_clean_GB,sigma_iso,sigma_act_total,P_GBseg_dens,P_TJ_dens,P_clean_GB,P_GBseg_drag,P_TJ_drag,P_GB_to_TJ_relocation,P_TJ_iso_conversion,P_iso,P_persistent_drag
evolving,fast_20,828.000000000013,301.0000000000043,0.7,150.0,0.6,0.3,0.09999999999999999,0.40576281822618754,0.47748788662923936,0.5942371817738125,41.77656829534831,41.77656829534831,41.776568295348305,1.3210265712670621,26666666.666666668,10820341.819365002,12733010.31011305,15846324.847301666,2666666.6666666665,46809837.814289406,1.0036004191810617e-22,1.476253557650567e-23,1.5443396371301217e-22,4.766141030423352e-26,1.5438629841432625e-22,3.59512347186205e-18,1.7185422565125007e-23,0.0,0.0
evolving,fast_20,840.0000000000136,305.00000000000455,0.7,150.0,0.6,0.3,0.09999999999999999,0.40576281822618754,0.47748788662923936,0.5942371817738125,41.77656829534831,41.77656829534831,41.776568295348305,1.7619698747778203,26666666.666666668,10820341.819365002,12733010.31011305,15846324.847301666,2666666.6666666665,46809837.814289406,1.8790632369592528e-22,2.764022150244866e-23,2.797739051050545e-22,9.35057990413481e-26,2.7968039098442785e-22,5.6752211463717545e-18,2.8334265250125037e-23,0.0,0.0
evolving,fast_20,852.0000000000143,309.0000000000048,0.7,150.0,0.6,0.3,0.09999999999999999,0.40576281822618754,0.47748788662923936,0.5942371817738125,41.77656829534831,41.77656829534831,41.776568295348305,2.139626730210333,26666666.666666668,10820341.819365002,12733010.31011305,15846324.847301666,2666666.6666666665,46809837.814289406,3.4880191402669626e-22,5.1307278938505475e-23,5.027189179719563e-22,1.8175541455020984e-25,5.025371449335304e-22,8.902810378076765e-18,4.639589539690551e-23,0.0,0.0
evolving,fast_20,864.000000000015,313.000000000005,0.7,150.0,0.6,0.3,0.09999999999999999,0.40576281822618754,0.47748788662923936,0.5942371817738125,41.77656829534831,41.77656829534831,41.776568295348305,2.4158134272694585,26666666.666666668,10820341.819365002,12733010.31011305,15846324.847301666,2666666.6666666665,46809837.814289406,6.420219192698109e-22,9.443869535099417e-23,8.961268558539884e-22,3.501028358997595e-25,8.957767160737516e-22,1.388041954180722e-17,7.546127249588324e-23,0.0,0.0
evolving,fast_20,876.0000000000157,317.00000000000523,0.7,150.0,0.6,0.3,0.09999999999999999,0.40576281822618754,0.47748788662923936,0.5942371817738125,41.77656829534831,41.77656829534831,41.776568295348305,2.5960727258913314,26666666.666666668,10820341.819365002,12733010.31011305,15846324.847301666,2666666.6666666665,46809837.814289406,1.1720035778428715e-21,1.723967445909952e-22,1.5849319935182019e-21,6.68410756295131e-25,1.5842635060900739e-21,2.1511141966869174e-17,1.2192845848257545e-22,0.0,0.0
evolving,fast_20,888.0000000000164,321.00000000000546,0.7,150.0,0.6,0.3,0.09999999999999999,0.40576281822618754,0.47748788662923936,0.5942371817738125,41.77656829534831,41.77656829534831,41.776568295348305,2.7055717126390086,26666666.666666668,10820341.819365002,12733010.31011305,15846324.847301666,2666666.6666666665,46809837.814289406,2.1222114369540573e-21,3.121682817197919e-22,2.7817454052988298e-21,1.2650528639594756e-24,2.7804801948722134e-21,3.314076661954786e-17,1.9574031047858405e-22,0.0,0.0
evolving,fast_20,900.000000000017,325.0000000000057,0.7,150.0,0.6,0.3,0.09999999999999999,0.40576281822618754,0.47748788662923936,0.5942371817738125,41.77656829534831,41.77656829534831,41.776568295348305,2.769446606771271,26666666.666666668,10820341.819365002,12733010.31011305,15846324.847301666,2666666.6666666665,46809837.814289406,3.81241000133864e-21,5.607893061953171e-22,4.845701174653568e-21,2.3739260536200194e-24,4.843326927909631e-21,5.076346272652508e-17,3.1225254191853574e-22,0.0,0.0
evolving,fast_20,912.0000000000177,329.0000000000059,0.7,150.0,0.6,0.3,0.09999999999999999,0.40576281822618754,0.47748788662923936,0.5942371817738125,41.77656829534831,41.77656829534831,41.776568295348305,2.8059599049951163,26666666.666666668,10820341.819365002,12733010.31011305,15846324.847301666,2666666.6666666665,46809837.814289406,6.795642360812684e-21,9.996101057686696e-22,8.37902519208855e-21,4.4176649742400394e-24,8.374606880542404e-21,7.731781291897446e-17,4.950362535293482e-22,0.0,0.0
evolving,fast_20,924.0000000000184,333.00000000000614,0.7,150.0,0.6,0.3,0.09999999999999999,0.40576281822618754,0.47748788662923936,0.5942371817738125,41.77656829534831,41.77656829534831,41.776568295348305,2.826661887743307,26666666.666666668,10820341.819365002,12733010.31011305,15846324.847301666,2666666.6666666665,46809837.814289406,1.202121347295778e-20,1.7682694045915094e-21,1.4384387705005444e-20,8.15374832915814e-24,1.4376232665078215e-20,1.1711060472940706e-16,7.800576281274512e-22,0.0,0.0
evolving,fast_20,936.0000000000191,337.00000000000637,0.7,150.0,0.6,0.3,0.09999999999999999,0.40576281822618754,0.47748788662923936,0.5942371817738125,41.77656829534831,41.77656829534831,41.776568295348305,2.8383835136561584,26666666.666666668,10820341.819365002,12733010.31011305,15846324.847301666,2666666.6666666665,46809837.814289406,2.1106593396555094e-20,3.1046901731043435e-21,2.4519522922249167e-20,1.49290005937398e-23,2.4504591364856803e-20,1.7642034143852302e-16,1.2218755628610987e-21,0.0,0.0
evolving,fast_20,948.0000000000198,341.0000000000066,0.7,150.0,0.6,0.3,0.09999999999999999,0.40576281822618754,0.47748788662923936,0.5942371817738125,41.77656829534831,41.77656829534831,41.776568295348305,2.8450364457705626,26666666.666666668,10820341.819365002,12733010.31011305,15846324.847301666,2666666.6666666665,46809837.814289406,3.678777151863021e-20,5.411324820562497e-21,4.150644425573352e-20,2.711947147227441e-23,4.147931976775702e-20,2.6435227954515644e-16,1.9027795397524682e-21,0.0,0.0
evolving,fast_20,960.0000000000205,345.0000000000068,0.7,150.0,0.6,0.3,0.09999999999999999,0.40576281822618754,0.47748788662923936,0.5942371817738125,41.77656829534831,41.77656829534831,41.776568295348305,2.848829161649051,26666666.666666668,10820341.819365002,12733010.31011305,15846324.847301666,2666666.6666666665,46809837.814289406,6.365992741728528e-20,9.364104730668657e-21,6.978474465766201e-20,4.888494609212798e-23,6.973584995456963e-20,3.940437352679144e-16,2.946187987668454e-21,0.0,0.0
evolving,fast_20,972.0000000000211,349.00000000000705,0.7,150.0,0.6,0.3,0.09999999999999999,0.40576281822618754,0.47748788662923936,0.5942371817738125,41.77656829534831,41.77656829534831,41.776568295348305,2.8510029260004766,26666666.666666668,10820341.819365002,12733010.31011305,15846324.847301666,2666666.6666666665,46809837.814289406,1.093871606473626e-19,1.609038637097556e-20,1.1654777075465068e-19,8.745349358882449e-23,1.1646029844559733e-19,5.84354782436151e-16,4.536186914546085e-21,0.0,0.0
evolving,fast_20,984.0000000000218,353.0000000000073,0.7,150.0,0.6,0.3,0.09999999999999999,0.40576281822618754,0.47748788662923936,0.5942371817738125,41.77656829534831,41.77656829534831,41.776568295348305,2.8522558585386344,26666666.666666668,10820341.819365002,12733010.31011305,15846324.847301666,2666666.6666666665,46809837.814289406,1.866649604067714e-19,2.745762223914369e-20,1.9337555281666504e-19,1.5529243684194293e-22,1.9322022439923792e-19,8.622283688179996e-16,6.945871179346107e-21,0.0,0.0
evolving,fast_20,996.0000000000225,357.0000000000075,0.7,150.0,0.6,0.3,0.09999999999999999,0.40576281822618754,0.47748788662923936,0.5942371817738125,41.77656829534831,41.77656829534831,41.776568295348305,2.8529819658232625,26666666.666666668,10820341.819365002,12733010.31011305,15846324.847301666,2666666.6666666665,46809837.814289406,3.1638267858797463e-19,4.653854720643056e-20,3.1879204797358583e-19,2.7375116637788904e-22,3.185182285661905e-19,1.2659693153314297e-15,1.0578239755223017e-20,0.0,0.0
evolving,fast_20,1008.0000000000232,361.00000000000773,0.7,150.0,0.6,0.3,0.09999999999999999,0.40576281822618754,0.47748788662923936,0.5942371817738125,41.77656829534831,41.77656829534831,41.776568295348305,2.8534047238908666,26666666.666666668,10820341.819365002,12733010.31011305,15846324.847301666,2666666.6666666665,46809837.814289406,5.326866282029568e-19,7.835593877483498e-20,5.22245290619468e-19,4.791307499740779e-22,5.217660314844757e-19,1.8497788249764585e-15,1.6024904062971035e-20,0.0,0.0
evolving,fast_20,1020.0000000000239,365.00000000000796,0.7,150.0,0.6,0.3,0.09999999999999999,0.40576281822618754,0.47748788662923936,0.5942371817738125,41.77656829534831,41.77656829534831,41.776568295348305,2.8536516129980587,26666666.666666668,10820341.819365002,12733010.31011305,15846324.847301666,2666666.6666666665,46809837.814289406,8.910343588669522e-19,1.3106736676530994e-19,8.502648560411853e-19,8.327274102931298e-22,8.494318890011726e-19,2.689996712743816e-15,2.414994568419934e-20,0.0,0.0
evolving,fast_20,1032.0000000000246,369.0000000000082,0.7,150.0,0.6,0.3,0.09999999999999999,0.40576281822618754,0.47748788662923936,0.5942371817738125,41.77656829534831,41.77656829534831,41.776568295348305,2.8537957958064033,26666666.666666668,10820341.819365002,12733010.31011305,15846324.847301666,2666666.6666666665,46809837.814289406,1.4809270689780797e-18,2.178380770290905e-19,1.3759314200320986e-18,1.4373393896143031e-21,1.37449363684101e-18,3.893656174913788e-15,3.6209107819388345e-20,0.0,0.0
evolving,fast_20,1044.0000000000243,373.0000000000081,0.7,150.0,0.6,0.3,0.09999999999999999,0.40576281822618754,0.47748788662923936,0.5942371817738125,41.77656829534831,41.77656829534831,41.776568295348305,2.85387952070262,26666666.666666668,10820341.819365002,12733010.31011305,15846324.847301666,2666666.6666666665,46809837.814289406,2.4459138052153827e-18,3.597835241641539e-19,2.213355560657776e-18,2.464216918568183e-21,2.2108905280566284e-18,5.6101565450196784e-15,5.401839132851492e-20,0.0,0.0
evolving,fast_20,1056.000000000023,377.0000000000076,0.7,150.0,0.6,0.3,0.09999999999999999,0.40576281822618754,0.47748788662923936,0.5942371817738125,41.77656829534831,41.77656829534831,41.776568295348305,2.853927332758871,26666666.666666668,10820341.819365002,12733010.31011305,15846324.847301666,2666666.6666666665,46809837.814289406,4.014831303586186e-18,5.905646193454493e-19,3.539689707082673e-18,4.196776141991128e-21,3.5354914429537036e-18,8.047122142138714e-15,8.019140512668187e-20,0.0,0.0
evolving,fast_20,1068.0000000000216,381.00000000000716,0.7,150.0,0.6,0.3,0.09999999999999999,0.40576281822618754,0.47748788662923936,0.5942371817738125,41.77656829534831,41.77656829534831,41.776568295348305,2.8539535748045246,26666666.666666668,10820341.819365002,12733010.31011305,15846324.847301666,2666666.6666666665,46809837.814289406,6.550301920451998e-18,9.635215698338637e-19,5.628405917681315e-18,7.101052613774547e-21,5.621302170542734e-18,1.149185777259056e-14,1.18471958431629e-19,0.0,0.0
evolving,fast_20,1080.0000000000202,385.0000000000067,0.7,150.0,0.6,0.3,0.09999999999999999,0.40576281822618754,0.47748788662923936,0.5942371817738125,41.77656829534831,41.77656829534831,41.776568295348305,2.8539666725303356,26666666.666666668,10820341.819365002,12733010.31011305,15846324.847301666,2666666.6666666665,46809837.814289406,1.0623587241664003e-17,1.5626845267078586e-18,8.899329953745445e-18,1.1938540093565831e-20,8.88738656937992e-18,1.6340256145317908e-14,1.741979903887048e-19,0.0,0.0
evolving,fast_20,1092.0000000000189,389.00000000000625,0.7,150.0,0.6,0.3,0.09999999999999999,0.40576281822618754,0.47748788662923936,0.5942371817738125,41.77656829534831,41.77656829534831,41.776568295348305,2.8539715976549056,26666666.666666668,10820341.819365002,12733010.31011305,15846324.847301666,2666666.6666666665,46809837.814289406,1.7129462839766282e-17,2.519671173362274e-18,1.3993464734137502e-17,1.9945803741070944e-20,1.3973510282810685e-17,2.3135587652054917e-14,2.549458093742222e-19,0.0,0.0
evolving,fast_20,1104.0000000000175,393.0000000000058,0.7,150.0,0.6,0.3,0.09999999999999999,0.40576281822618754,0.47748788662923936,0.5942371817738125,41.77656829534831,41.77656829534831,41.776568295348305,2.8539712926267486,26666666.666666668,10820341.819365002,12733010.31011305,15846324.847301666,2666666.6666666665,46809837.814289406,2.7461527524235742e-17,4.039473971050428e-18,2.188429504473124e-17,3.311865872242748e-20,2.1851161056202896e-17,3.262034405820254e-14,3.7142079789610753e-19,0.0,0.0
evolving,fast_20,1116.0000000000161,397.00000000000534,0.7,150.0,0.6,0.3,0.09999999999999999,0.40576281822618754,0.47748788662923936,0.5942371817738125,41.77656829534831,41.77656829534831,41.776568295348305,2.8539674997700035,26666666.666666668,10820341.819365002,12733010.31011305,15846324.847301666,2666666.6666666665,46809837.814289406,4.3778274830794644e-17,6.439598144000497e-18,3.4042503505443e-17,5.465912761843852e-20,3.398781738751166e-17,4.580525887677164e-14,5.386835735477726e-19,0.0,0.0
evolving,fast_20,1128.0000000000148,401.0000000000049,0.7,150.0,0.6,0.3,0.09999999999999999,0.40576281822618754,0.47748788662923936,0.5942371817738125,41.77656829534831,41.77656829534831,41.776568295348305,2.853961246769915,26666666.666666668,10820341.819365002,12733010.31011305,15846324.847301666,2666666.6666666665,46809837.814289406,6.940474412388439e-17,1.0209142849334218e-17,5.2678489527654003e-17,8.967433168650541e-20,5.258876799385411e-17,6.406084359003741e-14,7.778308150825831e-19,0.0,0.0
evolving,fast_20,1140.0000000000134,405.00000000000443,0.7,150.0,0.6,0.3,0.09999999999999999,0.40576281822618754,0.47748788662923936,0.5942371817738125,41.77656829534831,41.77656829534831,41.776568295348305,2.8539531326352505,26666666.666666668,10820341.819365002,12733010.31011305,15846324.847301666,2666666.6666666665,46809837.814289406,1.0943563469417652e-16,1.6097516697218463e-17,8.109766012640179e-17,1.4626308598554725e-19,8.095131503382489e-17,8.923832867599556e-14,1.1182897912927364e-18,0.0,0.0
evolving,fast_20,1152.000000000012,409.000000000004,0.7,150.0,0.6,0.3,0.09999999999999999,0.40576281822618754,0.47748788662923936,0.5942371817738125,41.77656829534831,41.77656829534831,41.776568295348305,2.8539434971179003,26666666.666666668,10820341.819365002,12733010.31011305,15846324.847301666,2666666.6666666665,46809837.814289406,1.7163623700092823e-16,2.5246960907124093e-17,1.2421838255418086e-16,2.3719580709055737e-19,1.2398104519372812e-16,1.238288658902481e-13,1.6009379165981159e-18,0.0,0.0
evolving,fast_20,1164.0000000000107,413.0000000000035,0.7,150.0,0.6,0.3,0.09999999999999999,0.40576281822618754,0.47748788662923936,0.5942371817738125,41.77656829534831,41.77656829534831,41.776568295348305,2.853932521651171,26666666.666666668,10820341.819365002,12733010.31011305,15846324.847301666,2666666.6666666665,46809837.814289406,2.6778138844184596e-16,3.9389504010217455e-17,1.8932343839307464e-16,3.8249740611419137e-19,1.8894069820027128e-16,1.7117233723762792e-13,2.2823270299530383e-18,0.0,0.0
evolving,fast_20,1176.0000000000093,417.00000000000307,0.7,150.0,0.6,0.3,0.09999999999999999,0.40576281822618754,0.47748788662923936,0.5942371817738125,41.77656829534831,41.77656829534831,41.776568295348305,2.853920289810459,26666666.666666668,10820341.819365002,12733010.31011305,15846324.847301666,2666666.6666666665,46809837.814289406,4.1563546351542537e-16,6.113820998610915e-17,2.871450962723462e-16,6.133970740139194e-19,2.865312853789641e-16,2.3573025388809576e-13,3.240381159896373e-18,0.0,0.0
evolving,fast_20,1188.000000000008,421.0000000000026,0.7,150.0,0.6,0.3,0.09999999999999999,0.40576281822618754,0.47748788662923936,0.5942371817738125,41.77656829534831,41.77656829534831,41.776568295348305,2.853906823709429,26666666.666666668,10820341.819365002,12733010.31011305,15846324.847301666,2666666.6666666665,46809837.814289406,6.418659133753719e-16,9.44157475470397e-17,4.334246499177237e-16,9.783362603029886e-19,4.324456126463076e-16,3.234411706760926e-13,4.5820521254743636e-18,0.0,0.0
evolving,fast_20,1200.0000000000066,425.00000000000216,0.7,150.0,0.6,0.3,0.09999999999999999,0.40576281822618754,0.47748788662923936,0.5942371817738125,41.77656829534831,41.77656829534831,41.776568295348305,2.853892106007589,26666666.666666668,10820341.819365002,12733010.31011305,15846324.847301666,2666666.6666666665,46809837.814289406,9.863098257353673e-16,1.4508198296446296e-16,6.51143675926856e-16,1.5520596775787573e-18,6.495904358934264e-16,4.4218197858062715e-13,6.453566773993401e-18,0.0,0.0
evolving,fast_20,1212.0000000000052,429.0000000000017,0.7,150.0,0.6,0.3,0.09999999999999999,0.40576281822618754,0.47748788662923936,0.5942371817738125,41.77656829534831,41.77656829534831,41.776568295348305,2.853876093266091,26666666.666666668,10820341.819365002,12733010.31011305,15846324.847301666,2666666.6666666665,46809837.814289406,1.508192213786396e-15,2.2184866393737213e-16,9.737020435188942e-16,2.449300899459804e-18,9.71250766925145e-16,6.023645993170326e-13,9.05409219378511e-18,0.0,0.0
evolving,fast_20,1224.0000000000039,433.00000000000125,0.7,150.0,0.6,0.3,0.09999999999999999,0.40576281822618754,0.47748788662923936,0.5942371817738125,41.77656829534831,41.77656829534831,41.776568295348305,2.853858724072313,26666666.666666668,10820341.819365002,12733010.31011305,15846324.847301666,2666666.6666666665,46809837.814289406,2.295146634040103e-15,3.3760631413408666e-16,1.4494244901829542e-15,3.845280903476717e-18,1.4455759216034328e-15,8.17705272156056e-13,1.2653892402778463e-17,0.0,0.0
evolving,fast_20,1236.0000000000025,437.0000000000008,0.7,150.0,0.6,0.3,0.09999999999999999,0.40576281822618754,0.47748788662923936,0.5942371817738125,41.77656829534831,41.77656829534831,41.776568295348305,2.8538399239840753,26666666.666666668,10820341.819365002,12733010.31011305,15846324.847301666,2666666.6666666665,46809837.814289406,3.4762411360566426e-15,5.113402950292138e-16,2.147923557408147e-15,6.006259217888561e-18,2.1419118586331776e-15,1.1062131304903105e-12,1.761836619154689e-17,0.0,0.0
evolving,fast_20,1248.0000000000011,441.00000000000034,0.7,150.0,0.6,0.3,0.09999999999999999,0.40576281822618754,0.47748788662923936,0.5942371817738125,41.77656829534831,41.77656829534831,41.776568295348305,2.853819608529819,26666666.666666668,10820341.819365002,12733010.31011305,15846324.847301666,2666666.6666666665,46809837.814289406,5.240703391248853e-15,7.708851927578492e-16,3.169045418640458e-15,9.334846052528309e-18,3.1597016233694393e-15,1.4914565203128891e-12,2.4439758876446585e-17,0.0,0.0
evolving,fast_20,1259.9999999999998,444.9999999999999,0.7,150.0,0.6,0.3,0.09999999999999999,0.40576281822618754,0.47748788662923936,0.5942371817738125,41.77656829534831,41.77656829534831,41.776568295348305,2.853797685014093,26666666.666666668,10820341.819365002,12733010.31011305,15846324.847301666,2666666.6666666665,46809837.814289406,7.864719553067504e-15,1.1568668165377914e-15,4.655394588203963e-15,1.4436885981820853e-17,4.640943060417613e-15,2.0041800016405125e-12,3.377885284673398e-17,0.0,0.0
evolving,fast_20,1271.9999999999984,448.99999999999943,0.7,150.0,0.6,0.30000000000000004,0.1,0.40576281822618754,0.47748788662923936,0.5942371817738125,41.77656829534832,41.77656829534831,41.776568295348305,2.853774053584962,26666666.666666668,10820341.819365002,12733010.31011305,15846324.847301666,2666666.666666667,46809837.814289406,1.1749621380941792e-14,1.7283193622832855e-15,6.8097973724589205e-15,2.2219718691541427e-17,6.787553828818381e-15,2.684362779656677e-12,4.651959031907676e-17,0.0,0.0
evolving,fast_20,1283.999999999997,452.999999999999,0.7,150.0,0.6,0.30000000000000004,0.1,0.4057628182261874,0.47748788662923936,0.5942371817738126,41.776568295348305,41.77656829534831,41.776568295348305,2.853748607843023,26666666.666666668,10820341.819364998,12733010.31011305,15846324.84730167,2666666.666666667,46809837.814289406,1.747606873271893e-14,2.5706554269351802e-15,9.919553356903835e-15,3.403586972084063e-17,9.885478927246124e-15,3.5838311300673996e-12,6.384040030258087e-17,0.0,0.0
evolving,fast_20,1295.9999999999957,456.9999999999985,0.7,150.0,0.5999999999999999,0.30000000000000004,0.1,0.4057628182261874,0.47748788662923936,0.5942371817738126,41.77656829534831,41.77656829534831,41.776568295348305,2.8537212351642864,26666666.666666668,10820341.819364998,12733010.31011305,15846324.84730167,2666666.666666667,46809837.814289406,2.588060463611747e-14,3.806926934067305e-15,1.43899799891396e-14,5.18922208705398e-17,1.4338025689109656e-14,4.7695640397320185e-12,8.730703172018989e-17,0.0,0.0
evolving,fast_20,1307.9999999999943,460.99999999999807,0.7,150.0,0.5999999999999999,0.30000000000000004,0.1,0.4057628182261874,0.47748788662923936,0.5942371817738126,41.776568295348326,41.77656829534831,41.776568295348305,2.8536918168435466,26666666.666666668,10820341.819364998,12733010.31011305,15846324.84730167,2666666.6666666674,46809837.814289406,3.8163374401276664e-14,5.6136701574724135e-15,2.079063059817581e-14,7.875313925174535e-17,2.07117780333966e-14,6.327863759942726e-12,1.1899298642938176e-16,0.0,0.0
evolving,fast_20,1319.999999999993,464.9999999999976,0.7,150.0,0.5999999999999999,0.30000000000000004,0.1,0.4057628182261874,0.47748788662923936,0.5942371817738126,41.776568295348326,41.77656829534831,41.776568295348305,2.8536602281246006,26666666.666666668,10820341.819364998,12733010.31011305,15846324.84730167,2666666.6666666674,46809837.814289406,5.6039079942402926e-14,8.243110460231075e-15,2.991873009145489e-14,1.1897784136860303e-16,2.9799593823117336e-14,8.369602426160885e-12,1.6163526111218594e-16,0.0,0.0
evolving,fast_20,1331.9999999999916,468.99999999999716,0.7,150.0,0.6,0.30000000000000004,0.1,0.4057628182261873,0.47748788662923936,0.5942371817738127,41.776568295348326,41.77656829534831,41.776568295348305,2.853626338158876,26666666.666666668,10820341.819364995,12733010.31011305,15846324.847301673,2666666.6666666674,46809837.814289406,8.194767846137472e-14,1.2054155175475664e-14,4.288591456617755e-14,1.7894870980610261e-16,4.270671468205053e-14,1.1036803703574601e-11,2.1883512051574798e-16,0.0,0.0
evolving,fast_20,1343.9999999999902,472.9999999999967,0.7,150.0,0.6,0.30000000000000004,0.1,0.4057628182261872,0.47748788662923936,0.5942371817738128,41.776568295348326,41.77656829534831,41.776568295348305,2.853590009918616,26666666.666666668,10820341.819364993,12733010.31011305,15846324.847301675,2666666.6666666674,46809837.814289406,1.1934731688895495e-13,1.7555483017547806e-14,6.12363965926296e-14,2.6797009718257285e-16,6.096803024361378e-14,1.451087618333576e-11,2.9531612704857567e-16,0.0,0.0
evolving,fast_20,1355.9999999999889,476.99999999999625,0.7,150.0,0.5999999999999999,0.30000000000000004,0.1,0.4057628182261871,0.47748788662923936,0.5942371817738129,41.77656829534834,41.77656829534831,41.776568295348305,2.8535511000811993,26666666.666666668,10820341.81936499,12733010.31011305,15846324.847301679,2666666.6666666674,46809837.814289406,1.731200268483775e-13,2.5465220086697893e-14,8.710735537113671e-14,3.9954868749171276e-16,8.670718459608344e-14,1.9022884870168023e-11,3.972547529268124e-16,0.0,0.0
evolving,fast_20,1367.9999999999875,480.9999999999958,0.7,150.0,0.5999999999999999,0.30000000000000004,0.1,0.405762818226187,0.47748788662923936,0.594237181773813,41.77656829534835,41.77656829534831,41.776568295348305,2.85350945889519,26666666.666666668,10820341.819364987,12733010.31011305,15846324.84730168,2666666.6666666674,46809837.8142894,2.5013145257719746e-13,3.6793273467213964e-14,1.2344586044942136e-13,5.932098939329704e-16,1.2285167859307907e-13,2.4866330780970563e-11,5.327027330666331e-16,0.0,0.0
evolving,fast_20,1379.9999999999861,484.99999999999534,0.7,150.0,0.5999999999999998,0.30000000000000004,0.1,0.40576281822618687,0.47748788662923936,0.5942371817738131,41.77656829534838,41.77656829534831,41.776568295348305,2.8534649300349275,26666666.666666668,10820341.819364984,12733010.31011305,15846324.847301684,2666666.6666666674,46809837.8142894,3.600002107696146e-13,5.2954500789992234e-14,1.7430122195679054e-13,8.770642878151843e-16,1.7342264620444599e-13,3.241300899962421e-11,7.121250385455912e-16,0.0,0.0
evolving,fast_20,1391.9999999999848,488.9999999999949,0.7,150.0,0.5999999999999998,0.30000000000000016,0.1,0.40576281822618665,0.47748788662923936,0.5942371817738133,41.77656829534839,41.776568295348305,41.776568295348305,2.853417350448128,26666666.666666668,10820341.819364978,12733010.31011305,15846324.84730169,2666666.6666666674,46809837.8142894,5.16151509760211e-13,7.592369313595913e-14,2.452176282669271e-13,1.291419332226786e-15,2.439238694019934e-13,4.2132635514374474e-11,9.490831520425808e-16,0.0,0.0
evolving,fast_20,1403.9999999999834,492.99999999999443,0.7,150.0,0.5999999999999998,0.30000000000000016,0.1,0.40576281822618643,0.47748788662923947,0.5942371817738136,41.776568295348426,41.77656829534831,41.776568295348305,2.853366550199399,26666666.666666668,10820341.819364972,12733010.310113054,15846324.847301695,2666666.6666666674,46809837.8142894,7.372548396744912e-13,1.0844705314618056e-13,3.437596754425664e-13,1.893842268422362e-15,3.418622284302887e-13,5.4617076296637546e-11,1.2611004357121778e-15,0.0,0.0
evolving,fast_20,1415.999999999982,496.999999999994,0.7,150.0,0.5999999999999998,0.30000000000000027,0.1,0.405762818226186,0.47748788662923947,0.594237181773814,41.776568295348454,41.776568295348305,41.776568295348305,2.8533123523116917,26666666.666666668,10820341.81936496,12733010.310113054,15846324.847301709,2666666.6666666674,46809837.8142894,1.0491787606051114e-12,1.5432973605357734e-13,4.802134070874217e-13,2.7662298617089453e-15,4.77441647996056e-13,7.061018241530358e-11,1.6707550696526313e-15,0.0,0.0
evolving,fast_20,1427.9999999999807,500.9999999999935,0.7000000000000001,150.0,0.5999999999999996,0.3000000000000004,0.1,0.40576281822618554,0.4774878866292396,0.5942371817738145,41.7765682953485,41.77656829534831,41.776568295348305,2.8532545726070038,26666666.666666668,10820341.819364948,12733010.310113056,15846324.84730172,2666666.666666668,46809837.8142894,1.4876394738175576e-12,2.1882544324928356e-13,6.685183926000366e-13,4.024643057639175e-15,6.644853058979102e-13,9.104443720294848e-11,2.2070566279367878e-15,0.0,0.0
evolving,fast_20,1439.9999999999793,504.99999999999307,0.7,150.0,0.5999999999999994,0.3000000000000005,0.10000000000000002,0.4057628182261851,0.4774878866292397,0.5942371817738149,41.77656829534856,41.77656829534832,41.776568295348305,2.853193019547349,26666666.666666668,10820341.819364937,12733010.31011306,15846324.84730173,2666666.666666667,46809837.8142894,2.101777051290587e-12,3.091624704469499e-13,9.275029605788895e-13,5.832936809299569e-15,9.216571856953612e-13,1.1708586100312652e-10,2.907175231492655e-15,0.0,0.0
evolving,fast_20,1451.999999999978,508.9999999999926,0.7,150.0,0.5999999999999992,0.30000000000000066,0.1,0.40576281822618443,0.4774878866292398,0.5942371817738156,41.776568295348625,41.77656829534832,41.776568295348305,2.8531274940766767,26666666.666666668,10820341.819364918,12733010.310113061,15846324.84730175,2666666.6666666674,46809837.81428939,2.9589678679691868e-12,4.352515960114677e-13,1.282515954573291e-12,8.421580215341008e-15,1.2740749385145347e-12,1.5018890204938907e-10,3.818607825298235e-15,0.0,0.0
evolving,fast_20,1463.9999999999766,512.9999999999922,0.7,150.0,0.5999999999999992,0.3000000000000009,0.1,0.40576281822618343,0.47748788662924,0.5942371817738166,41.77656829534872,41.77656829534831,41.776568295348305,2.853057789464287,26666666.666666668,10820341.819364892,12733010.310113069,15846324.847301776,2666666.6666666674,46809837.81428938,4.151278953168252e-12,6.106354886156297e-13,1.767575517114734e-12,1.211354946760483e-14,1.7554326675669084e-12,1.921633756966643e-10,5.001885005172573e-15,0.0,0.0
evolving,fast_20,1475.9999999999752,516.9999999999917,0.7,150.0,0.5999999999999986,0.3000000000000012,0.1,0.4057628182261823,0.47748788662924047,0.5942371817738177,41.776568295348845,41.77656829534831,41.776568295348305,2.8529836911502144,26666666.666666668,10820341.819364863,12733010.31011308,15846324.847301805,2666666.6666666674,46809837.81428939,5.80409602873597e-12,8.53757854979691e-13,2.428189962109655e-12,1.735982478608351e-14,2.4107861503681893e-12,2.452559067235645e-10,6.5339445952176615e-15,0.0,0.0
