mode,protocol,t_s,T_C,rho,sigma_base,sigma_GBseg_pore,sigma_TJ_pore,sigma_clean_GB,sigma_iso,sigma_act_total
static,slow_0p2,414720.0,1350.0,0.8500872139296772,17119309.20298688,3507921.5645423704,9014251.088060046,13611387.638444511,3425853.72170117,29702461.114972558
static,slow_0p2,415800.0,1350.0,0.8519104244436466,16873111.224559397,3435815.462788278,8932556.103255466,13437295.761771118,3418156.4423767123,29320023.557336822
static,slow_0p2,416880.0,1350.0,0.8536792248366276,16632010.867528673,3366515.3329866114,8851652.251121914,13265495.534542061,3410044.3048415584,28944999.88637012
static,slow_0p2,417960.0,1350.0,0.8553962826764209,16395902.139119498,3299857.6568919756,8771538.441268181,13096044.482227523,3401552.002103196,28577213.928694088
static,slow_0p2,419040.0,1350.0,0.8570640748373748,16164679.181308279,3235691.409991824,8692213.755133322,12928987.771316454,3392711.6285671913,28216494.46815657
static,slow_0p2,420120.0,1350.0,0.8586849053107662,15938236.591454007,3173876.8987766,8613677.365964137,12764359.692677407,3383552.8950047013,27862675.07387822
static,slow_0p2,421200.0,1350.0,0.8602609210103874,15716469.695248932,3114284.724256855,8535928.470900394,12602184.970992077,3374103.323612976,27515593.936834313
static,slow_0p2,422280.0,1350.0,0.8617941258327148,15499274.778002966,3056794.8561780415,8458966.23368178,12442479.921824925,3364388.425178488,27175093.714079034
static,slow_0p2,423360.0,1350.0,0.8632863931934834,15286549.279532326,3001295.804512701,8382789.736665204,12285253.475019624,3354431.86013662,26841021.379896335
static,slow_0p2,424440.0,1350.0,0.8647394772309152,15078191.957272371,2947683.876619696,8307397.940994905,12130508.080652675,3344255.5851304126,26513228.083297845
static,slow_0p2,425520.0,1350.0,0.8661550228392263,14874103.021664852,2895862.510002733,8232789.653903664,11978240.511662118,3333879.986500691,26191569.011393085
static,slow_0p2,426240.0,1350.0,0.8670786318963187,14740366.48361733,2862264.9758920716,8183485.408379945,11878101.50772526,3326861.5935670086,25980467.79260472
static,fast_20,0.0,25.0,0.7,26666666.666666668,10820341.819365002,12733010.31011305,15846324.847301666,2666666.6666666665,46809837.814289406
static,fast_20,12.000000000000043,29.000000000000014,0.7,26666666.666666668,10820341.819365002,12733010.31011305,15846324.847301666,2666666.6666666665,46809837.814289406
static,fast_20,24.000000000000085,33.00000000000003,0.7,26666666.666666668,10820341.819365002,12733010.31011305,15846324.847301666,2666666.6666666665,46809837.814289406
static,fast_20,36.000000000000256,37.000000000000085,0.7,26666666.666666668,10820341.819365002,12733010.31011305,15846324.847301666,2666666.6666666665,46809837.814289406
static,fast_20,48.000000000000426,41.00000000000014,0.7,26666666.666666668,10820341.819365002,12733010.31011305,15846324.847301666,2666666.6666666665,46809837.814289406
static,fast_20,60.0000000000006,45.0000000000002,0.7,26666666.666666668,10820341.819365002,12733010.31011305,15846324.847301666,2666666.6666666665,46809837.814289406
static,fast_20,72.00000000000077,49.000000000000256,0.7,26666666.666666668,10820341.819365002,12733010.31011305,15846324.847301666,2666666.6666666665,46809837.814289406
static,fast_20,84.00000000000094,53.00000000000031,0.7,26666666.666666668,10820341.819365002,12733010.31011305,15846324.847301666,2666666.6666666665,46809837.814289406
static,fast_20,96.00000000000111,57.00000000000037,0.7,26666666.666666668,10820341.819365002,12733010.31011305,15846324.847301666,2666666.6666666665,46809837.814289406
static,fast_20,108.00000000000128,61.000000000000426,0.7,26666666.666666668,10820341.819365002,12733010.31011305,15846324.847301666,2666666.6666666665,46809837.814289406
static,fast_20,120.00000000000145,65.00000000000048,0.7,26666666.666666668,10820341.819365002,12733010.31011305,15846324.847301666,2666666.6666666665,46809837.814289406
static,fast_20,132.00000000000162,69.00000000000054,0.7,26666666.666666668,10820341.819365002,12733010.31011305,15846324.847301666,2666666.6666666665,46809837.814289406
static,fast_20,144.0000000000018,73.0000000000006,0.7,26666666.666666668,10820341.819365002,12733010.31011305,15846324.847301666,2666666.6666666665,46809837.814289406
static,fast_20,156.00000000000196,77.00000000000065,0.7,26666666.666666668,10820341.819365002,12733010.31011305,15846324.847301666,2666666.6666666665,46809837.814289406
static,fast_20,168.00000000000213,81.00000000000071,0.7,26666666.666666668,10820341.819365002,12733010.31011305,15846324.847301666,2666666.6666666665,46809837.814289406
static,fast_20,180.0000000000023,85.00000000000077,0.7,26666666.666666668,10820341.819365002,12733010.31011305,15846324.847301666,2666666.6666666665,46809837.814289406
static,fast_20,192.00000000000247,89.00000000000082,0.7,26666666.666666668,10820341.819365002,12733010.31011305,15846324.847301666,2666666.6666666665,46809837.814289406
static,fast_20,204.00000000000264,93.00000000000088,0.7,26666666.666666668,10820341.819365002,12733010.31011305,15846324.847301666,2666666.6666666665,46809837.814289406
static,fast_20,216.0000000000028,97.00000000000094,0.7,26666666.666666668,10820341.819365002,12733010.31011305,15846324.847301666,2666666.6666666665,46809837.814289406
static,fast_20,228.00000000000298,101.000000000001,0.7,26666666.666666668,10820341.819365002,12733010.31011305,15846324.847301666,2666666.6666666665,46809837.814289406
static,fast_20,240.00000000000315,105.00000000000105,0.7,26666666.666666668,10820341.819365002,12733010.31011305,15846324.847301666,2666666.6666666665,46809837.814289406
static,fast_20,252.00000000000333,109.00000000000111,0.7,26666666.666666668,10820341.819365002,12733010.31011305,15846324.847301666,2666666.6666666665,46809837.814289406
static,fast_20,264.0000000000035,113.00000000000117,0.7,26666666.666666668,10820341.819365002,12733010.31011305,15846324.847301666,2666666.6666666665,46809837.814289406
static,fast_20,276.0000000000032,117.00000000000105,0.7,26666666.666666668,10820341.819365002,12733010.31011305,15846324.847301666,2666666.6666666665,46809837.814289406
static,fast_20,288.00000000000284,121.00000000000094,0.7,26666666.666666668,10820341.819365002,12733010.31011305,15846324.847301666,2666666.6666666665,46809837.814289406
static,fast_20,300.0000000000025,125.00000000000082,0.7,26666666.666666668,10820341.819365002,12733010.31011305,15846324.847301666,2666666.6666666665,46809837.814289406
static,fast_20,312.00000000000216,129.0000000000007,0.7,26666666.666666668,10820341.819365002,12733010.31011305,15846324.847301666,2666666.6666666665,46809837.814289406
static,fast_20,324.0000000000018,133.0000000000006,0.7,26666666.666666668,10820341.819365002,12733010.31011305,15846324.847301666,2666666.6666666665,46809837.814289406
static,fast_20,336.0000000000015,137.00000000000048,0.7,26666666.666666668,10820341.819365002,12733010.31011305,15846324.847301666,2666666.6666666665,46809837.814289406
static,fast_20,348.00000000000114,141.00000000000037,0.7,26666666.666666668,10820341.819365002,12733010.31011305,15846324.847301666,2666666.6666666665,46809837.814289406
static,fast_20,360.0000000000008,145.00000000000026,0.7,26666666.666666668,10820341.819365002,12733010.31011305,15846324.847301666,2666666.6666666665,46809837.814289406
static,fast_20,372.00000000000045,149.00000000000014,0.7,26666666.666666668,10820341.819365002,12733010.31011305,15846324.847301666,2666666.6666666665,46809837.814289406
static,fast_20,384.0000000000001,153.00000000000003,0.7,26666666.666666668,10820341.819365002,12733010.31011305,15846324.847301666,2666666.6666666665,46809837.814289406
static,fast_20,395.9999999999998,156.99999999999991,0.7,26666666.666666668,10820341.819365002,12733010.31011305,15846324.847301666,2666666.6666666665,46809837.814289406
static,fast_20,407.99999999999943,160.9999999999998,0.7,26666666.666666668,10820341.819365002,12733010.31011305,15846324.847301666,2666666.6666666665,46809837.814289406
static,fast_20,419.9999999999991,164.9999999999997,0.7,26666666.666666668,10820341.819365002,12733010.31011305,15846324.847301666,2666666.6666666665,46809837.814289406
static,fast_20,431.99999999999875,168.99999999999957,0.7,26666666.666666668,10820341.819365002,12733010.31011305,15846324.847301666,2666666.6666666665,46809837.814289406
static,fast_20,443.9999999999984,172.99999999999946,0.7,26666666.666666668,10820341.819365002,12733010.31011305,15846324.847301666,2666666.6666666665,46809837.814289406
static,fast_20,455.99999999999807,176.99999999999935,0.7,26666666.666666668,10820341.819365002,12733010.31011305,15846324.847301666,2666666.6666666665,46809837.814289406
static,fast_20,467.9999999999977,180.99999999999923,0.7,26666666.666666668,10820341.819365002,12733010.31011305,15846324.847301666,2666666.6666666665,46809837.814289406
static,fast_20,479.9999999999974,184.99999999999912,0.7,26666666.666666668,10820341.819365002,12733010.31011305,15846324.847301666,2666666.6666666665,46809837.814289406
static,fast_20,491.99999999999704,188.999999999999,0.7,26666666.666666668,10820341.819365002,12733010.31011305,15846324.847301666,2666666.6666666665,46809837.814289406
static,fast_20,503.9999999999967,192.9999999999989,0.7,26666666.666666668,10820341.819365002,12733010.31011305,15846324.847301666,2666666.6666666665,46809837.814289406
static,fast_20,515.9999999999964,196.99999999999878,0.7,26666666.666666668,10820341.819365002,12733010.31011305,15846324.847301666,2666666.6666666665,46809837.814289406
static,fast_20,527.9999999999959,200.99999999999864,0.7,26666666.666666668,10820341.819365002,12733010.31011305,15846324.847301666,2666666.6666666665,46809837.814289406
static,fast_20,539.9999999999966,204.99999999999886,0.7,26666666.666666668,10820341.819365002,12733010.31011305,15846324.847301666,2666666.6666666665,46809837.814289406
static,fast_20,551.9999999999973,208.9999999999991,0.7,26666666.666666668,10820341.819365002,12733010.31011305,15846324.847301666,2666666.6666666665,46809837.814289406
static,fast_20,563.999999999998,212.99999999999932,0.7,26666666.666666668,10820341.819365002,12733010.31011305,15846324.847301666,2666666.6666666665,46809837.814289406
static,fast_20,575.9999999999986,216.99999999999955,0.7,26666666.666666668,10820341.819365002,12733010.31011305,15846324.847301666,2666666.6666666665,46809837.814289406
static,fast_20,587.9999999999993,220.99999999999977,0.7,26666666.666666668,10820341.819365002,12733010.31011305,15846324.847301666,2666666.6666666665,46809837.814289406
static,fast_20,600.0,225.0,0.7,26666666.666666668,10820341.819365002,12733010.31011305,15846324.847301666,2666666.6666666665,46809837.814289406
static,fast_20,612.0000000000007,229.00000000000023,0.7,26666666.666666668,10820341.819365002,12733010.31011305,15846324.847301666,2666666.6666666665,46809837.814289406
static,fast_20,624.0000000000014,233.00000000000045,0.7,26666666.666666668,10820341.819365002,12733010.31011305,15846324.847301666,2666666.6666666665,46809837.814289406
static,fast_20,636.000000000002,237.00000000000068,0.7,26666666.666666668,10820341.819365002,12733010.31011305,15846324.847301666,2666666.6666666665,46809837.814289406
static,fast_20,648.0000000000027,241.0000000000009,0.7,26666666.666666668,10820341.819365002,12733010.31011305,15846324.847301666,2666666.6666666665,46809837.814289406
static,fast_20,660.0000000000034,245.00000000000114,0.7,26666666.666666668,10820341.819365002,12733010.31011305,15846324.847301666,2666666.6666666665,46809837.814289406
static,fast_20,672.0000000000041,249.00000000000136,0.7,26666666.666666668,10820341.819365002,12733010.31011305,15846324.847301666,2666666.6666666665,46809837.814289406
static,fast_20,684.0000000000048,253.0000000000016,0.7,26666666.666666668,10820341.819365002,12733010.31011305,15846324.847301666,2666666.6666666665,46809837.814289406
static,fast_20,696.0000000000055,257.0000000000018,0.7,26666666.666666668,10820341.819365002,12733010.31011305,15846324.847301666,2666666.6666666665,46809837.814289406
static,fast_20,708.0000000000061,261.00000000000205,0.7,26666666.666666668,10820341.819365002,12733010.31011305,15846324.847301666,2666666.6666666665,46809837.814289406
static,fast_20,720.0000000000068,265.0000000000023,0.7,26666666.666666668,10820341.819365002,12733010.31011305,15846324.847301666,2666666.6666666665,46809837.814289406
static,fast_20,732.0000000000075,269.0000000000025,0.7,26666666.666666668,10820341.819365002,12733010.31011305,15846324.847301666,2666666.6666666665,46809837.814289406
static,fast_20,744.0000000000082,273.00000000000273,0.7,26666666.666666668,10820341.819365002,12733010.31011305,15846324.847301666,2666666.6666666665,46809837.814289406
static,fast_20,756.0000000000089,277.00000000000296,0.7,26666666.666666668,10820341.819365002,12733010.31011305,15846324.847301666,2666666.6666666665,46809837.814289406
static,fast_20,768.0000000000095,281.0000000000032,0.7,26666666.666666668,10820341.819365002,12733010.31011305,15846324.847301666,2666666.6666666665,46809837.814289406
static,fast_20,780.0000000000102,285.0000000000034,0.7,26666666.666666668,10820341.819365002,12733010.31011305,15846324.847301666,2666666.6666666665,46809837.814289406
static,fast_20,792.0000000000109,289.00000000000364,0.7,26666666.666666668,10820341.819365002,12733010.31011305,15846324.847301666,2666666.6666666665,46809837.814289406
static,fast_20,804.0000000000116,293.00000000000387,0.7,26666666.666666668,10820341.819365002,12733010.31011305,15846324.847301666,2666666.6666666665,46809837.814289406
static,fast_20,816.0000000000123,297.0000000000041,0.7,26666666.666666668,10820341.819365002,12733010.31011305,15846324.847301666,2666666.6666666665,46809837.814289406
static,fast_20,828.000000000013,301.0000000000043,0.7,26666666.666666668,10820341.819365002,12733010.31011305,15846324.847301666,2666666.6666666665,46809837.814289406
static,fast_20,840.0000000000136,305.00000000000455,0.7,26666666.666666668,10820341.819365002,12733010.31011305,15846324.847301666,2666666.6666666665,46809837.814289406
static,fast_20,852.0000000000143,309.0000000000048,0.7,26666666.666666668,10820341.819365002,12733010.31011305,15846324.847301666,2666666.6666666665,46809837.814289406
static,fast_20,864.000000000015,313.000000000005,0.7,26666666.666666668,10820341.819365002,12733010.31011305,15846324.847301666,2666666.6666666665,46809837.814289406
static,fast_20,876.0000000000157,317.00000000000523,0.7,26666666.666666668,10820341.819365002,12733010.31011305,15846324.847301666,2666666.6666666665,46809837.814289406
static,fast_20,888.0000000000164,321.00000000000546,0.7,26666666.666666668,10820341.819365002,12733010.31011305,15846324.847301666,2666666.6666666665,46809837.814289406
static,fast_20,900.000000000017,325.0000000000057,0.7,26666666.666666668,10820341.819365002,12733010.31011305,15846324.847301666,2666666.6666666665,46809837.814289406
static,fast_20,912.0000000000177,329.0000000000059,0.7,26666666.666666668,10820341.819365002,12733010.31011305,15846324.847301666,2666666.6666666665,46809837.814289406
static,fast_20,924.0000000000184,333.00000000000614,0.7,26666666.666666668,10820341.819365002,12733010.31011305,15846324.847301666,2666666.6666666665,46809837.814289406
static,fast_20,936.0000000000191,337.00000000000637,0.7,26666666.666666668,10820341.819365002,12733010.31011305,15846324.847301666,2666666.6666666665,46809837.814289406
static,fast_20,948.0000000000198,341.0000000000066,0.7,26666666.666666668,10820341.819365002,12733010.31011305,15846324.847301666,2666666.6666666665,46809837.814289406
static,fast_20,960.0000000000205,345.0000000000068,0.7,26666666.666666668,10820341.819365002,12733010.31011305,15846324.847301666,2666666.6666666665,46809837.814289406
static,fast_20,972.0000000000211,349.00000000000705,0.7,26666666.666666668,10820341.819365002,12733010.31011305,15846324.847301666,2666666.6666666665,46809837.814289406
static,fast_20,984.0000000000218,353.0000000000073,0.7,26666666.666666668,10820341.819365002,12733010.31011305,15846324.847301666,2666666.6666666665,46809837.814289406
static,fast_20,996.0000000000225,357.0000000000075,0.7,26666666.666666668,10820341.819365002,12733010.31011305,15846324.847301666,2666666.6666666665,46809837.814289406
static,fast_20,1008.0000000000232,361.00000000000773,0.7,26666666.666666668,10820341.819365002,12733010.31011305,15846324.847301666,2666666.6666666665,46809837.814289406
static,fast_20,1020.0000000000239,365.00000000000796,0.7,26666666.666666668,10820341.819365002,12733010.31011305,15846324.847301666,2666666.6666666665,46809837.814289406
static,fast_20,1032.0000000000246,369.0000000000082,0.7,26666666.666666668,10820341.819365002,12733010.31011305,15846324.847301666,2666666.6666666665,46809837.814289406
static,fast_20,1044.0000000000243,373.0000000000081,0.7,26666666.666666668,10820341.819365002,12733010.31011305,15846324.847301666,2666666.6666666665,46809837.814289406
static,fast_20,1056.000000000023,377.0000000000076,0.7,26666666.666666668,10820341.819365002,12733010.31011305,15846324.847301666,2666666.6666666665,46809837.814289406
static,fast_20,1068.0000000000216,381.00000000000716,0.7,26666666.666666668,10820341.819365002,12733010.31011305,15846324.847301666,2666666.6666666665,46809837.814289406
static,fast_20,1080.0000000000202,385.0000000000067,0.7,26666666.666666668,10820341.819365002,12733010.31011305,15846324.847301666,2666666.6666666665,46809837.814289406
static,fast_20,1092.0000000000189,389.00000000000625,0.7,26666666.666666668,10820341.819365002,12733010.31011305,15846324.847301666,2666666.6666666665,46809837.814289406
static,fast_20,1104.0000000000175,393.0000000000058,0.7,26666666.666666668,10820341.819365002,12733010.31011305,15846324.847301666,2666666.6666666665,46809837.814289406
static,fast_20,1116.0000000000161,397.00000000000534,0.7,26666666.666666668,10820341.819365002,12733010.31011305,15846324.847301666,2666666.6666666665,46809837.814289406
static,fast_20,1128.0000000000148,401.0000000000049,0.7,26666666.666666668,10820341.819365002,12733010.31011305,15846324.847301666,2666666.6666666665,46809837.814289406
static,fast_20,1140.0000000000134,405.00000000000443,0.7,26666666.666666668,10820341.819365002,12733010.31011305,15846324.847301666,2666666.6666666665,46809837.814289406
static,fast_20,1152.000000000012,409.000000000004,0.7,26666666.666666668,10820341.819365002,12733010.31011305,15846324.847301666,2666666.6666666665,46809837.814289406
static,fast_20,1164.0000000000107,413.0000000000035,0.7,26666666.666666668,10820341.819365002,12733010.31011305,15846324.847301666,2666666.6666666665,46809837.814289406
static,fast_20,1176.0000000000093,417.00000000000307,0.7,26666666.666666668,10820341.819365002,12733010.31011305,15846324.847301666,2666666.6666666665,46809837.814289406
static,fast_20,1188.000000000008,421.0000000000026,0.7,26666666.666666668,10820341.819365002,12733010.31011305,15846324.847301666,2666666.6666666665,46809837.814289406
static,fast_20,1200.0000000000066,425.00000000000216,0.7,26666666.666666668,10820341.819365002,12733010.31011305,15846324.847301666,2666666.6666666665,46809837.814289406
static,fast_20,1212.0000000000052,429.0000000000017,0.7,26666666.666666668,10820341.819365002,12733010.31011305,15846324.847301666,2666666.6666666665,46809837.814289406
static,fast_20,1224.0000000000039,433.00000000000125,0.7,26666666.666666668,10820341.819365002,12733010.31011305,15846324.847301666,2666666.6666666665,46809837.814289406
static,fast_20,1236.0000000000025,437.0000000000008,0.7,26666666.666666668,10820341.819365002,12733010.31011305,15846324.847301666,2666666.6666666665,46809837.814289406
static,fast_20,1248.0000000000011,441.00000000000034,0.7,26666666.666666668,10820341.819365002,12733010.31011305,15846324.847301666,2666666.6666666665,46809837.814289406
static,fast_20,1259.9999999999998,444.9999999999999,0.7,26666666.666666668,10820341.819365002,12733010.31011305,15846324.847301666,2666666.6666666665,46809837.814289406
static,fast_20,1271.9999999999984,448.99999999999943,0.7,26666666.666666668,10820341.819365002,12733010.31011305,15846324.847301666,2666666.6666666665,46809837.814289406
static,fast_20,1283.999999999997,452.999999999999,0.7,26666666.666666668,10820341.819365002,12733010.31011305,15846324.847301666,2666666.6666666665,46809837.814289406
static,fast_20,1295.9999999999957,456.9999999999985,0.7,26666666.666666668,10820341.819365002,12733010.31011305,15846324.847301666,2666666.6666666665,46809837.814289406
static,fast_20,1307.9999999999943,460.99999999999807,0.7,26666666.666666668,10820341.819365002,12733010.31011305,15846324.847301666,2666666.6666666665,46809837.814289406
static,fast_20,1319.999999999993,464.9999999999976,0.7,26666666.666666668,10820341.819365002,12733010.31011305,15846324.847301666,2666666.6666666665,46809837.814289406
static,fast_20,1331.9999999999916,468.99999999999716,0.7,26666666.666666668,10820341.819365002,12733010.31011305,15846324.847301666,2666666.6666666665,46809837.814289406
static,fast_20,1343.9999999999902,472.9999999999967,0.7,26666666.666666668,10820341.819365002,12733010.31011305,15846324.847301666,2666666.6666666665,46809837.814289406
static,fast_20,1355.9999999999889,476.99999999999625,0.7,26666666.666666668,10820341.819365002,12733010.31011305,15846324.847301666,2666666.6666666665,46809837.814289406
static,fast_20,1367.9999999999875,480.9999999999958,0.7,26666666.666666668,10820341.819365002,12733010.31011305,15846324.847301666,2666666.6666666665,46809837.814289406
static,fast_20,1379.9999999999861,484.99999999999534,0.7,26666666.666666668,10820341.819365002,12733010.31011305,15846324.847301666,2666666.6666666665,46809837.814289406
static,fast_20,1391.9999999999848,488.9999999999949,0.7,26666666.666666668,10820341.819365002,12733010.31011305,15846324.847301666,2666666.6666666665,46809837.814289406
static,fast_20,1403.9999999999834,492.99999999999443,0.7,26666666.666666668,10820341.819365002,12733010.31011305,15846324.847301666,2666666.6666666665,46809837.814289406
static,fast_20,1415.999999999982,496.999999999994,0.7,26666666.666666668,10820341.819365002,12733010.31011305,15846324.847301666,2666666.6666666665,46809837.814289406
static,fast_20,1427.9999999999807,500.9999999999935,0.7,26666666.666666668,10820341.819365002,12733010.31011305,15846324.847301666,2666666.6666666665,46809837.814289406
static,fast_20,1439.9999999999793,504.99999999999307,0.7,26666666.666666668,10820341.819365002,12733010.31011305,15846324.847301666,2666666.6666666665,46809837.814289406
static,fast_20,1451.999999999978,508.9999999999926,0.7,26666666.666666668,10820341.819365002,12733010.31011305,15846324.847301666,2666666.6666666665,46809837.814289406
static,fast_20,1463.9999999999766,512.9999999999922,0.7,26666666.666666668,10820341.819365002,12733010.31011305,15846324.847301666,2666666.6666666665,46809837.814289406
static,fast_20,1475.9999999999752,516.9999999999917,0.7,26666666.666666668,10820341.819365002,12733010.31011305,15846324.847301666,2666666.6666666665,46809837.814289406
static,fast_20,1487.9999999999739,520.9999999999912,0.7,26666666.666666668,10820341.819365002,12733010.31011305,15846324.847301666,2666666.6666666665,46809837.814289406
static,fast_20,1499.9999999999725,524.9999999999908,0.7,26666666.666666668,10820341.819365002,12733010.31011305,15846324.847301666,2666666.6666666665,46809837.814289406
static,fast_20,1511.9999999999711,528.9999999999903,0.7,26666666.666666668,10820341.819365002,12733010.31011305,15846324.847301666,2666666.6666666665,46809837.814289406
static,fast_20,1523.9999999999698,532.9999999999899,0.7,26666666.666666668,10820341.819365002,12733010.31011305,15846324.847301666,2666666.6666666665,46809837.814289406
static,fast_20,1535.9999999999684,536.9999999999894,0.7,26666666.666666668,10820341.819365002,12733010.31011305,15846324.847301666,2666666.6666666665,46809837.814289406
static,fast_20,1547.999999999967,540.999999999989,0.7,26666666.666666668,10820341.819365002,12733010.31011305,15846324.847301666,2666666.6666666665,46809837.814289406
static,fast_20,1559.9999999999657,544.9999999999885,0.7,26666666.666666668,10820341.819365002,12733010.31011305,15846324.847301666,2666666.6666666665,46809837.814289406
static,fast_20,1571.9999999999643,548.9999999999881,0.7,26666666.666666668,10820341.819365002,12733010.31011305,15846324.847301666,2666666.6666666665,46809837.814289406
static,fast_20,1583.999999999963,552.9999999999876,0.7,26666666.666666668,10820341.819364998,12733010.31011305,15846324.84730167,2666666.666666667,46809837.814289406
static,fast_20,1595.9999999999616,556.9999999999872,0.7,26666666.666666668,10820341.819364998,12733010.31011305,15846324.84730167,2666666.6666666674,46809837.814289406
static,fast_20,1607.9999999999602,560.9999999999867,0.7,26666666.666666668,10820341.819364995,12733010.31011305,15846324.847301673,2666666.6666666674,46809837.814289406
static,fast_20,1619.9999999999588,564.9999999999862,0.7000000000000001,26666666.666666668,10820341.819364993,12733010.31011305,15846324.847301675,2666666.666666668,46809837.814289406
static,fast_20,1631.9999999999575,568.9999999999858,0.7000000000000002,26666666.666666668,10820341.819364993,12733010.310113046,15846324.847301675,2666666.6666666684,46809837.8142894
static,fast_20,1643.9999999999561,572.9999999999853,0.7000000000000002,26666666.666666668,10820341.819364984,12733010.310113044,15846324.847301684,2666666.6666666693,46809837.81428939
static,fast_20,1655.9999999999548,576.9999999999849,0.7000000000000004,26666666.666666668,10820341.819364978,12733010.310113044,15846324.84730169,2666666.666666671,46809837.81428939
static,fast_20,1667.9999999999534,580.9999999999844,0.7000000000000006,26666666.666666668,10820341.819364969,12733010.310113039,15846324.8473017,2666666.6666666726,46809837.814289376
static,fast_20,1679.999999999952,584.999999999984,0.7000000000000008,26666666.666666668,10820341.819364958,12733010.310113035,15846324.84730171,2666666.666666675,46809837.814289376
static,fast_20,1691.9999999999507,588.9999999999835,0.7000000000000012,26666666.666666668,10820341.819364939,12733010.31011303,15846324.847301729,2666666.6666666777,46809837.81428937
static,fast_20,1703.9999999999493,592.9999999999831,0.7000000000000016,26666666.666666668,10820341.819364918,12733010.31011302,15846324.84730175,2666666.666666682,46809837.81428935
static,fast_20,1715.999999999948,596.9999999999826,0.7000000000000022,26666666.666666657,10820341.819364887,12733010.310113013,15846324.84730177,2666666.666666686,46809837.81428931
static,fast_20,1727.9999999999466,600.9999999999822,0.7000000000000031,26666666.66666665,10820341.81936485,12733010.310113,15846324.8473018,2666666.666666693,46809837.81428928
static,fast_20,1739.9999999999452,604.9999999999817,0.7000000000000041,26666666.666666638,10820341.819364797,12733010.310112983,15846324.84730184,2666666.6666667005,46809837.81428923
static,fast_20,1751.9999999999438,608.9999999999812,0.7000000000000054,26666666.66666663,10820341.819364732,12733010.310112964,15846324.847301899,2666666.6666667117,46809837.814289175
static,fast_20,1763.9999999999425,612.9999999999808,0.7000000000000072,26666666.666666612,10820341.819364645,12733010.310112935,15846324.847301967,2666666.666666725,46809837.814289086
static,fast_20,1775.999999999941,616.9999999999803,0.7000000000000095,26666666.666666593,10820341.819364533,12733010.3101129,15846324.84730206,2666666.6666667443,46809837.81428899
static,fast_20,1787.9999999999397,620.9999999999799,0.7000000000000124,26666666.666666564,10820341.819364386,12733010.310112853,15846324.847302178,2666666.6666667676,46809837.814288855
static,fast_20,1799.9999999999384,624.9999999999794,0.7000000000000163,26666666.666666526,10820341.819364192,12733010.31011279,15846324.847302334,2666666.666666798,46809837.81428867
static,fast_20,1811.999999999937,628.999999999979,0.7000000000000213,26666666.666666478,10820341.819363948,12733010.310112711,15846324.84730253,2666666.666666838,46809837.81428844
static,fast_20,1823.9999999999357,632.9999999999785,0.7000000000000278,26666666.66666642,10820341.81936363,12733010.310112609,15846324.847302789,2666666.6666668896,46809837.81428815
static,fast_20,1835.9999999999343,636.9999999999781,0.7000000000000361,26666666.66666634,10820341.819363216,12733010.310112478,15846324.847303124,2666666.6666669566,46809837.81428777
static,fast_20,1847.999999999933,640.9999999999776,0.7000000000000469,26666666.66666624,10820341.819362687,12733010.310112307,15846324.847303553,2666666.6666670414,46809837.81428727
static,fast_20,1859.9999999999316,644.9999999999771,0.7000000000000608,26666666.66666611,10820341.819362007,12733010.31011209,15846324.847304102,2666666.6666671513,46809837.814286634
static,fast_20,1871.9999999999302,648.9999999999767,0.7000000000000784,26666666.666665938,10820341.819361135,12733010.310111817,15846324.847304802,2666666.6666672914,46809837.81428583
static,fast_20,1883.9999999999288,652.9999999999762,0.700000000000101,26666666.666665725,10820341.819360023,12733010.310111457,15846324.847305702,2666666.6666674707,46809837.814284794
static,fast_20,1895.9999999999275,656.9999999999758,0.7000000000001299,26666666.666665457,10820341.819358604,12733010.310111003,15846324.847306853,2666666.6666677003,46809837.81428348
static,fast_20,1907.999999999926,660.9999999999753,0.7000000000001665,26666666.666665114,10820341.819356801,12733010.310110426,15846324.847308313,2666666.6666679913,46809837.81428181
static,fast_20,1919.9999999999247,664.9999999999749,0.700000000000213,26666666.66666468,10820341.819354508,12733010.310109694,15846324.84731017,2666666.6666683615,46809837.81427968
static,fast_20,1931.9999999999234,668.9999999999744,0.700000000000272,26666666.666664127,10820341.819351604,12733010.310108764,15846324.847312523,2666666.6666688314,46809837.81427699
static,fast_20,1943.999999999922,672.999999999974,0.7000000000003466,26666666.666663427,10820341.819347931,12733010.310107589,15846324.847315496,2666666.6666694237,46809837.81427359
static,fast_20,1955.9999999999206,676.9999999999735,0.7000000000004407,26666666.666662544,10820341.819343293,12733010.3101061,15846324.84731925,2666666.666670173,46809837.81426928
static,fast_20,1967.9999999999193,680.999999999973,0.7000000000005594,26666666.666661434,10820341.819337452,12733010.31010423,15846324.847323982,2666666.6666711164,46809837.814263865
static,fast_20,1979.999999999918,684.9999999999726,0.7000000000007085,26666666.666660037,10820341.81933011,12733010.310101882,15846324.847329928,2666666.6666723024,46809837.814257056
static,fast_20,1991.9999999999166,688.9999999999721,0.7000000000008958,26666666.666658282,10820341.819320887,12733010.310098933,15846324.847337395,2666666.666673791,46809837.8142485
static,fast_20,2003.9999999999152,692.9999999999717,0.7000000000011302,26666666.66665608,10820341.819309345,12733010.310095241,15846324.847346736,2666666.666675655,46809837.81423779
