case_id,rho_start,G_start_nm,pore_D50_nm,pore_log_width,phi_iso_fraction,phi_closed_fraction,state_class,final_rho_5,final_G_um_5,final_rho_50,final_G_um_50,HMS_density_miss,joint_rho_min,joint_rho_max,fast_smaller_G_fraction,fast_smaller_D90_fraction,span_ratio_ge_1p2,span_ratio_ge_1p5,barrier_mode,barrier_extrapolated
primary_221,0.66,50,60,0.65,0.1,0.0,primary_common_state,0.8970674320828707,1.6471977545862693,0.784590143689692,0.4542875486849698,-0.19540985631030794,0.6600033555873579,0.784590143689692,0.48,0.24,0.0,0.0,nearest_slice_clamp,True
primary_222,0.66,50,60,0.85,0.0,0.0,primary_common_state,0.9085421777781129,1.422346726985196,0.785487487553868,0.4068168410570639,-0.194512512446132,0.6600030652601593,0.785487487553868,0.48,0.4,0.0,0.0,nearest_slice_clamp,True
primary_223,0.66,50,60,0.85,0.05,0.0,primary_common_state,0.8950036969404761,1.4600503323664855,0.7781998590138755,0.4212458023350897,-0.20180014098612453,0.6600029119971513,0.7781998590138755,0.48,0.4,0.0,0.0,nearest_slice_clamp,True
primary_224,0.66,50,60,0.85,0.1,0.0,primary_common_state,0.881517360455875,1.5005893259106775,0.7709855056386772,0.4370111117152979,-0.2090144943613228,0.6600027587341435,0.7709855056386772,0.44,0.4,0.0,0.0,nearest_slice_clamp,True
primary_225,0.66,75,10,0.45,0.0,0.0,primary_common_state,0.9996195265397051,2.183918108647028,0.9918140153847038,0.6660832536994273,0.011814015384703835,0.6600148771919345,0.9918140153847038,0.32,0.28,0.0,0.0,nearest_slice_clamp,True
primary_226,0.66,75,10,0.45,0.05,0.0,primary_common_state,0.9852840585346312,2.1842968386645776,0.9751135252392835,0.6670634154545833,-0.004886474760716464,0.6600141333323379,0.9751135252392835,0.32,0.24,0.0,0.0,nearest_slice_clamp,True
primary_227,0.66,75,10,0.45,0.1,0.0,primary_common_state,0.9707928094871475,2.1846741641754583,0.9583830565968868,0.6680877160613763,-0.021616943403113154,0.660013389472741,0.9583830565968868,0.28,0.24,0.0,0.0,nearest_slice_clamp,True
primary_228,0.66,75,10,0.65,0.0,0.0,primary_common_state,0.9995620871117367,2.186079618108611,0.990601833468622,0.6715079117879144,0.01060183346862198,0.6600148771919345,0.990601833468622,0.4,0.52,0.0,0.0,nearest_slice_clamp,True
primary_229,0.66,75,10,0.65,0.05,0.0,primary_common_state,0.9860261161576842,2.1864262654619964,0.9741542845819536,0.6724176281187526,-0.005845715418046349,0.6600141333323378,0.9741542845819536,0.36,0.64,0.0,0.0,nearest_slice_clamp,True
primary_230,0.66,75,10,0.65,0.1,0.0,primary_common_state,0.972338175381109,2.1867910050211323,0.9576404316595137,0.6733746101273895,-0.022359568340486247,0.6600133894727411,0.9576404316595137,0.32,0.48,0.0,0.0,nearest_slice_clamp,True
primary_231,0.66,75,10,0.85,0.0,0.0,primary_common_state,0.999522390880164,2.1872708678085164,0.9898087711436183,0.6745386981655795,0.009808771143618333,0.6600148771919345,0.9898087711436183,0.36,0.0,0.0,0.0,nearest_slice_clamp,True
primary_232,0.66,75,10,0.85,0.05,0.0,primary_common_state,0.9863506418755613,2.1876121225140195,0.973512947129721,0.6754262139699109,-0.006487052870278953,0.6600141333323378,0.973512947129721,0.36,0.0,0.0,0.0,nearest_slice_clamp,True
primary_233,0.66,75,10,0.85,0.1,0.0,primary_common_state,0.9730344455489833,2.187967963488996,0.957129510743171,0.6763547019321917,-0.022870489256828996,0.6600133894727411,0.957129510743171,0.32,0.0,0.0,0.0,nearest_slice_clamp,True
primary_234,0.66,75,15,0.45,0.0,0.0,primary_common_state,0.9995027273499297,2.186754738144565,0.9890469971448357,0.673874279023491,0.0090469971448357,0.6600148771919345,0.9890469971448357,0.16,0.08,0.0,0.0,nearest_slice_clamp,True
primary_235,0.66,75,15,0.45,0.05,0.0,primary_common_state,0.9831930236385052,2.187132103488853,0.9722152121234855,0.6748371587486831,-0.007784787876514487,0.6600141333323378,0.9722152121234855,0.2,0.08,0.0,0.0,nearest_slice_clamp,True
primary_236,0.66,75,15,0.45,0.1,0.0,primary_common_state,0.9668228026856984,2.1875241010733113,0.9553872150442075,0.6758486334196425,-0.024612784955792444,0.6600133894727411,0.9553872150442075,0.16,0.04,0.0,0.0,nearest_slice_clamp,True
primary_237,0.66,75,15,0.65,0.0,0.0,primary_common_state,0.9994313853521383,2.188809856185006,0.9877446318487813,0.6787665682719807,0.007744631848781269,0.6600148771919345,0.9877446318487813,0.2,0.4,0.0,0.0,nearest_slice_clamp,True
primary_238,0.66,75,15,0.65,0.05,0.0,primary_common_state,0.9835853542771773,2.1891366767625513,0.9710016290194179,0.6796730053853889,-0.008998370980582093,0.6600141333323377,0.9710016290194179,0.2,0.36,0.0,0.0,nearest_slice_clamp,True
primary_239,0.66,75,15,0.65,0.1,0.0,primary_common_state,0.9676483862484546,2.1895173085647017,0.9542610574664425,0.6806146543063049,-0.025738942533557463,0.660013389472741,0.9542610574664425,0.2,0.36,0.0,0.0,nearest_slice_clamp,True
primary_240,0.66,75,15,0.85,0.0,0.0,primary_common_state,0.9993845164190193,2.1899381210753264,0.9865522423171814,0.6814341299881445,0.006552242317181434,0.6600148771919345,0.9865522423171814,0.24,0.0,0.0,0.0,nearest_slice_clamp,True
primary_241,0.66,75,15,0.85,0.05,0.0,primary_common_state,0.9837942067136064,2.1902644942634555,0.9699786026828453,0.6822791280199509,-0.010021397317154679,0.6600141333323378,0.9699786026828453,0.2,0.0,0.0,0.0,nearest_slice_clamp,True
primary_242,0.66,75,15,0.85,0.1,0.0,primary_common_state,0.9680978958520873,2.1906106298464483,0.9533899834377977,0.6831695993990604,-0.0266100165622023,0.6600133894727411,0.9533899834377977,0.24,0.0,0.0,0.0,nearest_slice_clamp,True
primary_243,0.66,75,25,0.45,0.0,0.0,primary_common_state,0.9988923831399025,2.1905687102588542,0.9809285368245729,0.6843417760951933,0.0009285368245729453,0.6600148771919345,0.9809285368245729,0.2,0.08,0.0,0.0,nearest_slice_clamp,True
primary_244,0.66,75,25,0.45,0.05,0.0,primary_common_state,0.9820001512512273,2.19096144446467,0.9645830307674935,0.6855376520494367,-0.015416969232506461,0.6600141333323378,0.9645830307674935,0.32,0.08,0.0,0.0,nearest_slice_clamp,True
primary_245,0.66,75,25,0.45,0.1,0.0,primary_common_state,0.9651005068763776,2.1914179397513416,0.9482356072144763,0.6867720554490926,-0.031764392785523676,0.6600133894727411,0.9482356072144763,0.4,0.28,0.0,0.0,nearest_slice_clamp,True
primary_246,0.66,75,25,0.65,0.0,0.0,primary_common_state,0.9950388021149642,2.192217119837753,0.9591080890748414,0.6867980673162485,-0.02089191092515863,0.6600148771919345,0.9591080890748414,0.12,0.16,0.0,0.0,nearest_slice_clamp,True
primary_247,0.66,75,25,0.65,0.05,0.0,primary_common_state,0.9784005849360025,2.1926194103176617,0.9439646564650429,0.6882937878241431,-0.036035343534957076,0.6600141333323378,0.9439646564650429,0.16,0.16,0.0,0.0,nearest_slice_clamp,True
primary_248,0.66,75,25,0.65,0.1,0.0,primary_common_state,0.9617448391594865,2.1930505702293184,0.9288352452825939,0.6897437853261044,-0.051164754717406113,0.660013389472741,0.9288352452825939,0.2,0.24,0.0,0.0,nearest_slice_clamp,True
primary_249,0.66,75,25,0.85,0.0,0.0,primary_common_state,0.9911389535361552,2.1916532188746496,0.9425686968516528,0.6820359884625536,-0.037431303148347195,0.6600148771919346,0.9425686968516528,0.12,0.72,0.0,0.0,nearest_slice_clamp,True
primary_250,0.66,75,25,0.85,0.05,0.0,primary_common_state,0.9747169935695238,2.192545684953255,0.928188386896398,0.6853960108110292,-0.05181161310360194,0.6600141333323379,0.928188386896398,0.16,0.76,0.0,0.0,nearest_slice_clamp,True
primary_251,0.66,75,25,0.85,0.1,0.0,primary_common_state,0.9582733067603086,2.1932816918747786,0.9138515430463359,0.6883239678847886,-0.06614845695366411,0.6600133894727411,0.9138515430463359,0.12,0.2,0.0,0.0,nearest_slice_clamp,True
primary_252,0.66,75,40,0.45,0.0,0.0,primary_common_state,0.9872624744510312,2.175800099285947,0.9197492668352241,0.6280171257928687,-0.060250733164775916,0.6600148771919345,0.9197492668352241,0.2,0.0,0.0,0.0,nearest_slice_clamp,True
primary_253,0.66,75,40,0.45,0.05,0.0,primary_common_state,0.9708153021092665,2.1793427897250184,0.906077030922006,0.6390086914911163,-0.073922969077994,0.6600141333323379,0.906077030922006,0.2,0.0,0.0,0.0,nearest_slice_clamp,True
primary_254,0.66,75,40,0.45,0.1,0.0,primary_common_state,0.9543778408954477,2.1827944863278756,0.892469653359,0.649965093415677,-0.08753034664100001,0.6600133894727412,0.892469653359,0.12,0.0,0.0,0.0,nearest_slice_clamp,True
primary_255,0.66,75,40,0.65,0.0,0.0,primary_common_state,0.9691810562593982,2.1209873309342493,0.8854308935007018,0.5566225116043669,-0.09456910649929817,0.6600142890560636,0.8854308935007018,0.2,0.08,0.0,0.0,nearest_slice_clamp,True
primary_256,0.66,75,40,0.65,0.05,0.0,primary_common_state,0.9534091396656058,2.1329068962959767,0.8733123555537597,0.5718573402200787,-0.10668764444624024,0.6600135746032603,0.8733123555537597,0.16,0.08,0.0,0.0,nearest_slice_clamp,True
primary_257,0.66,75,40,0.65,0.1,0.0,primary_common_state,0.9376712623820855,2.1441519778246345,0.8612563350637783,0.5878851036504692,-0.11874366493622168,0.6600128601504571,0.8612563350637783,0.16,0.08,0.0,0.0,nearest_slice_clamp,True
primary_258,0.66,75,40,0.85,0.0,0.0,primary_common_state,0.9567792723357187,2.01831227420977,0.8651382178437658,0.5176109111324028,-0.11486178215623422,0.6600116057448953,0.8651382178437658,0.16,0.16,0.0,0.0,nearest_slice_clamp,True
primary_259,0.66,75,40,0.85,0.05,0.0,primary_common_state,0.9413928030128604,2.044050616379597,0.8539904639554234,0.5332137126690829,-0.12600953604457654,0.6600110254576506,0.8539904639554234,0.16,0.16,0.0,0.0,nearest_slice_clamp,True
primary_260,0.66,75,40,0.85,0.1,0.0,primary_common_state,0.9260518575961855,2.069013425665659,0.8429034913134531,0.5498913909802968,-0.13709650868654688,0.6600104451704059,0.8429034913134531,0.16,0.16,0.0,0.0,nearest_slice_clamp,True
primary_261,0.66,75,60,0.45,0.0,0.0,primary_common_state,0.952459649497054,1.8798779805664456,0.827198310098278,0.4518971044630483,-0.15280168990172194,0.6600042034808706,0.827198310098278,0.4,0.2,0.0,0.0,nearest_slice_clamp,True
primary_262,0.66,75,60,0.45,0.05,0.0,primary_common_state,0.9370680627830515,1.9094949401740737,0.8176728088580185,0.4672658168151415,-0.16232719114198146,0.6600039933068271,0.8176728088580185,0.4,0.2,0.0,0.0,nearest_slice_clamp,True
primary_263,0.66,75,60,0.45,0.1,0.0,primary_common_state,0.9217183641008142,1.9397284900351084,0.8082323561923522,0.48399591005056525,-0.17176764380764775,0.6600037831327836,0.8082323561923522,0.4,0.2,0.0,0.0,nearest_slice_clamp,True
primary_264,0.66,75,60,0.65,0.0,0.0,primary_common_state,0.9255939964703014,1.5682363684176106,0.8004692736841551,0.42239375826966047,-0.17953072631584488,0.6600033022166407,0.8004692736841551,0.4,0.28,0.0,0.0,nearest_slice_clamp,True
primary_265,0.66,75,60,0.65,0.05,0.0,primary_common_state,0.9113012480269074,1.6062509888210625,0.7923688937679045,0.4372071475532541,-0.18763110623209545,0.6600031371058087,0.7923688937679045,0.4,0.28,0.0,0.0,nearest_slice_clamp,True
primary_266,0.66,75,60,0.65,0.1,0.0,primary_common_state,0.8970544669153644,1.6468136701488552,0.7843460097351502,0.453386149673377,-0.19565399026484975,0.6600029719949767,0.7843460097351502,0.4,0.24,0.0,0.0,nearest_slice_clamp,True
primary_267,0.66,75,60,0.85,0.0,0.0,primary_common_state,0.9085286380152869,1.4220679096498592,0.7852658607237906,0.40611369881257703,-0.19473413927620942,0.6600027084128602,0.7852658607237906,0.48,0.4,0.0,0.0,nearest_slice_clamp,True
primary_268,0.66,75,60,0.85,0.05,0.0,primary_common_state,0.8949901665729253,1.4597464944759868,0.777977973940899,0.4204777473827867,-0.20202202605910102,0.6600025729922172,0.777977973940899,0.48,0.4,0.0,0.0,nearest_slice_clamp,True
primary_269,0.66,75,60,0.85,0.1,0.0,primary_common_state,0.8815036255288693,1.500262392218357,0.7707636032097651,0.43618243570479104,-0.20923639679023487,0.6600024375715743,0.7707636032097651,0.48,0.36,0.0,0.0,nearest_slice_clamp,True
primary_270,0.7,35,10,0.45,0.0,0.0,primary_common_state,0.9996256100591865,2.1863840611555205,0.9921785231957954,0.6734684200112951,0.012178523195795377,0.700028140584114,0.9921785231957954,0.24,0.4,0.0,0.0,nearest_slice_clamp,True
primary_271,0.7,35,10,0.45,0.05,0.0,primary_common_state,0.9869891540576943,2.1865987828669007,0.9774547868642303,0.6741266366306778,-0.0025452131357697194,0.7000267335549083,0.9774547868642303,0.24,0.36,0.0,0.0,nearest_slice_clamp,True
primary_272,0.7,35,10,0.45,0.1,0.0,primary_common_state,0.9742402876172203,2.1868710575684043,0.9627088546693522,0.674818013019281,-0.017291145330647795,0.7000253265257026,0.9627088546693522,0.28,0.36,0.0,0.0,nearest_slice_clamp,True
primary_273,0.7,35,10,0.65,0.0,0.0,primary_common_state,0.9995724241390068,2.1883976437552612,0.9910764697386562,0.6782638736001554,0.01107646973865617,0.700028140584114,0.9910764697386562,0.2,0.64,0.0,0.0,nearest_slice_clamp,True
primary_274,0.7,35,10,0.65,0.05,0.0,primary_common_state,0.9876417406383138,2.188615245920846,0.9765879701724067,0.678886806379545,-0.003412029827593255,0.7000267335549082,0.9765879701724067,0.28,0.64,0.0,0.0,nearest_slice_clamp,True
primary_275,0.7,35,10,0.65,0.1,0.0,primary_common_state,0.9756019149718438,2.188875264016764,0.9620521681386797,0.6795651014663427,-0.017947831861320318,0.7000253265257026,0.9620521681386797,0.2,0.36,0.0,0.0,nearest_slice_clamp,True
primary_276,0.7,35,10,0.85,0.0,0.0,primary_common_state,0.9995358206065275,2.1895076347871343,0.990357560815392,0.6809090063184751,0.010357560815391964,0.700028140584114,0.990357560815392,0.24,0.16,0.0,0.0,nearest_slice_clamp,True
primary_277,0.7,35,10,0.85,0.05,0.0,primary_common_state,0.9879265566621739,2.189742874718006,0.9760128236475065,0.6815138053160891,-0.00398717635249346,0.7000267335549084,0.9760128236475065,0.2,0.2,0.0,0.0,nearest_slice_clamp,True
primary_278,0.7,35,10,0.85,0.1,0.0,primary_common_state,0.9762137078835034,2.189973692165641,0.9616046562314017,0.6821675299159374,-0.018395343768598305,0.7000253265257026,0.9616046562314017,0.2,0.2,0.0,0.0,nearest_slice_clamp,True
primary_279,0.7,35,15,0.45,0.0,0.0,primary_common_state,0.9995131280004896,2.188374834130981,0.9894874126637081,0.6789145790101477,0.009487412663708117,0.700028140584114,0.9894874126637081,0.44,0.2,0.0,0.0,nearest_slice_clamp,True
primary_280,0.7,35,15,0.45,0.05,0.0,primary_common_state,0.9851270963801145,2.1886820414040513,0.9746478416818104,0.6797384773164048,-0.0053521583181895815,0.7000267335549083,0.9746478416818104,0.48,0.32,0.0,0.0,nearest_slice_clamp,True
primary_281,0.7,35,15,0.45,0.1,0.0,primary_common_state,0.970697565339458,2.1890205643934895,0.9598138864396436,0.6806512547944712,-0.020186113560356378,0.7000253265257026,0.9598138864396436,0.48,0.28,0.0,0.0,nearest_slice_clamp,True
primary_282,0.7,35,15,0.65,0.0,0.0,primary_common_state,0.9994488309304103,2.1903531907765075,0.9883413805031327,0.6834500606313171,0.008341380503132712,0.700028140584114,0.9883413805031327,0.48,0.16,0.0,0.0,nearest_slice_clamp,True
primary_283,0.7,35,15,0.65,0.05,0.0,primary_common_state,0.9854745148147231,2.190641146145497,0.9735874190841545,0.6841937862891555,-0.006412580915845512,0.7000267335549082,0.9735874190841545,0.52,0.2,0.0,0.0,nearest_slice_clamp,True
primary_284,0.7,35,15,0.65,0.1,0.0,primary_common_state,0.97143510721515,2.190953917998954,0.9588372388813575,0.6850120878069295,-0.02116276111864246,0.7000253265257026,0.9588372388813575,0.52,0.2,0.0,0.0,nearest_slice_clamp,True
primary_285,0.7,35,15,0.85,0.0,0.0,primary_common_state,0.9994070961277043,2.1914325422867122,0.9875002735068453,0.6858792444283772,0.007500273506845345,0.700028140584114,0.9875002735068453,0.48,0.04,0.0,0.0,nearest_slice_clamp,True
primary_286,0.7,35,15,0.85,0.05,0.0,primary_common_state,0.9856600036467463,2.1917069259941484,0.972867352427838,0.6865625366222602,-0.007132647572162032,0.7000267335549084,0.972867352427838,0.44,0.04,0.0,0.0,nearest_slice_clamp,True
primary_287,0.7,35,15,0.85,0.1,0.0,primary_common_state,0.9718371333468587,2.1920013786253243,0.9582213319218071,0.6873095514177985,-0.021778668078192842,0.7000253265257026,0.9582213319218071,0.52,0.12,0.0,0.0,nearest_slice_clamp,True
primary_288,0.7,35,25,0.45,0.0,0.0,primary_common_state,0.99899577883661,2.1922415537481283,0.982608350640529,0.6895490178859347,0.0026083506405290002,0.700028140584114,0.982608350640529,0.52,0.2,0.0,0.0,nearest_slice_clamp,True
primary_289,0.7,35,25,0.45,0.05,0.0,primary_common_state,0.9840918422926215,2.192776353336481,0.9682310191745024,0.6909365838147232,-0.0117689808254976,0.7000267335549082,0.9682310191745024,0.52,0.2,0.0,0.0,nearest_slice_clamp,True
primary_290,0.7,35,25,0.45,0.1,0.0,primary_common_state,0.9691829916599897,2.1933746544543244,0.9538913022409022,0.6923217549568942,-0.026108697759097743,0.7000253265257026,0.9538913022409022,0.6,0.24,0.0,0.0,nearest_slice_clamp,True
primary_291,0.7,35,25,0.65,0.0,0.0,primary_common_state,0.9955902150847331,2.193825716779934,0.9637344877402073,0.6922864513623547,-0.01626551225979267,0.700028140584114,0.9637344877402073,0.48,0.16,0.0,0.0,nearest_slice_clamp,True
primary_292,0.7,35,25,0.65,0.05,0.0,primary_common_state,0.9809135126922296,2.194292682493434,0.9504467813549807,0.6933622903451357,-0.029553218645019252,0.7000267335549083,0.9504467813549807,0.48,0.16,0.0,0.0,nearest_slice_clamp,True
primary_293,0.7,35,25,0.65,0.1,0.0,primary_common_state,0.9662257506123777,2.194782705603794,0.9371928872031797,0.6942005924998487,-0.04280711279682026,0.7000253265257026,0.9371928872031797,0.6,0.16,0.0,0.0,nearest_slice_clamp,True
primary_294,0.7,35,25,0.85,0.0,0.0,primary_common_state,0.9921301932777362,2.194156284257195,0.949074737570948,0.6912766677929802,-0.030925262429052025,0.700028140584114,0.949074737570948,0.48,0.28,0.0,0.0,nearest_slice_clamp,True
primary_295,0.7,35,25,0.85,0.05,0.0,primary_common_state,0.9776543301812901,2.194749779113202,0.9365158860272687,0.6930133840365865,-0.04348411397273133,0.7000267335549083,0.9365158860272687,0.48,0.28,0.0,0.0,nearest_slice_clamp,True
primary_296,0.7,35,25,0.85,0.1,0.0,primary_common_state,0.9631640048757237,2.19526126058213,0.924002494737496,0.6941514772662408,-0.05599750526250402,0.7000253265257026,0.924002494737496,0.52,0.28,0.0,0.0,nearest_slice_clamp,True
primary_297,0.7,35,40,0.45,0.0,0.0,primary_common_state,0.9885789589851909,2.1844885752054553,0.9279385894922734,0.6556256120009313,-0.05206141050772661,0.7000198199560421,0.9279385894922734,0.16,0.08,0.0,0.0,nearest_slice_clamp,True
primary_298,0.7,35,40,0.45,0.05,0.0,primary_common_state,0.9740898401269543,2.1874121113610325,0.9160419854678208,0.6651294567563928,-0.0639580145321792,0.70001882895824,0.9160419854678208,0.16,0.08,0.0,0.0,nearest_slice_clamp,True
primary_299,0.7,35,40,0.45,0.1,0.0,primary_common_state,0.9596112294090893,2.190138996833354,0.904230453388671,0.674136361588471,-0.07576954661132895,0.7000178379604378,0.904230453388671,0.16,0.08,0.0,0.0,nearest_slice_clamp,True
primary_300,0.7,35,40,0.65,0.0,0.0,primary_common_state,0.9721231824297979,2.1484459273059398,0.8972478982301992,0.5953348396461767,-0.08275210176980075,0.70001545512911,0.8972478982301992,0.28,0.24,0.0,0.0,nearest_slice_clamp,True
primary_301,0.7,35,40,0.65,0.05,0.0,primary_common_state,0.9582818502105469,2.1576080650116736,0.886704213614425,0.6104951326974922,-0.09329578638557501,0.7000146823726544,0.886704213614425,0.28,0.2,0.0,0.0,nearest_slice_clamp,True
primary_302,0.7,35,40,0.65,0.1,0.0,primary_common_state,0.9444707101000804,2.166184466641299,0.8762287628041343,0.6261660855137737,-0.10377123719586567,0.700013909616199,0.8762287628041343,0.2,0.24,0.0,0.0,nearest_slice_clamp,True
primary_303,0.7,35,40,0.85,0.0,0.0,primary_common_state,0.9606485607877243,2.0780328922922324,0.8792220381160916,0.5574336838124794,-0.10077796188390842,0.7000125941045053,0.8792220381160916,0.32,0.12,0.0,0.0,nearest_slice_clamp,True
primary_304,0.7,35,40,0.85,0.05,0.0,primary_common_state,0.9471775601151146,2.098718689272925,0.869525470465308,0.5736199927345546,-0.11047452953469195,0.7000119643992799,0.869525470465308,0.4,0.12,0.0,0.0,nearest_slice_clamp,True
primary_305,0.7,35,40,0.85,0.1,0.0,primary_common_state,0.9337529393704391,2.118160097595891,0.8598914576709806,0.5907571724836908,-0.12010854232901935,0.7000113346940547,0.8598914576709806,0.44,0.12,0.0,0.0,nearest_slice_clamp,True
primary_306,0.7,35,60,0.45,0.0,0.0,primary_common_state,0.9563296736298991,1.951283088439267,0.84537458207733,0.4920284999623633,-0.13462541792267002,0.7000046481944525,0.84537458207733,0.52,0.24,0.0,0.0,nearest_slice_clamp,True
primary_307,0.7,35,60,0.45,0.05,0.0,primary_common_state,0.9428403946608638,1.9785137154626622,0.8371527062586158,0.5087694113222982,-0.14284729374138416,0.7000044157847298,0.8371527062586158,0.52,0.28,0.0,0.0,nearest_slice_clamp,True
primary_308,0.7,35,60,0.45,0.1,0.0,primary_common_state,0.9293942311523059,2.005902252428828,0.8290125989540851,0.5269684621961348,-0.1509874010459149,0.7000041833750072,0.8290125989540851,0.52,0.28,0.0,0.0,nearest_slice_clamp,True
primary_309,0.7,35,60,0.65,0.0,0.0,primary_common_state,0.9320587315875707,1.6623790093125794,0.8219151808233094,0.4609171120962719,-0.1580848191766906,0.7000036709000061,0.8219151808233094,0.52,0.32,0.0,0.0,nearest_slice_clamp,True
primary_310,0.7,35,60,0.65,0.05,0.0,primary_common_state,0.9195466170809399,1.7014142784383983,0.8149331243575446,0.47713619841830623,-0.16506687564245537,0.7000034873550058,0.8149331243575446,0.52,0.32,0.0,0.0,nearest_slice_clamp,True
primary_311,0.7,35,60,0.65,0.1,0.0,primary_common_state,0.9070795867237603,1.7428050438023184,0.8080237173462073,0.4948380701939944,-0.17197628265379272,0.7000033038100055,0.8080237173462073,0.52,0.28,0.0,0.0,nearest_slice_clamp,True
primary_312,0.7,35,60,0.85,0.0,0.0,primary_common_state,0.9167775257678016,1.5158444331163623,0.8085824509443102,0.44342496024612116,-0.17141754905568973,0.7000030246950693,0.8085824509443102,0.52,0.52,0.0,0.0,nearest_slice_clamp,True
primary_313,0.7,35,60,0.85,0.05,0.0,primary_common_state,0.9049418780009924,1.5553330731995412,0.8023069548977617,0.4591851212026501,-0.17769304510223827,0.7000028734603159,0.8023069548977617,0.52,0.52,0.0,0.0,nearest_slice_clamp,True
primary_314,0.7,35,60,0.85,0.1,0.0,primary_common_state,0.8931547494292402,1.5976623113741684,0.7960988108770609,0.4763929856628013,-0.18390118912293907,0.7000027222255624,0.7960988108770609,0.52,0.48,0.0,0.0,nearest_slice_clamp,True
primary_315,0.7,50,10,0.45,0.0,0.0,primary_common_state,0.9996258876147442,2.1860554194612183,0.9921525636880594,0.672247710915141,0.012152563688059392,0.7000196960877704,0.9921525636880594,0.16,0.36,0.0,0.0,nearest_slice_clamp,True
primary_316,0.7,50,10,0.45,0.05,0.0,primary_common_state,0.9869888204251098,2.186332429216135,0.9774299193795689,0.6729757229634066,-0.00257008062043107,0.700018711283382,0.9774299193795689,0.2,0.4,0.0,0.0,nearest_slice_clamp,True
primary_317,0.7,50,10,0.45,0.1,0.0,primary_common_state,0.9742395974019057,2.1866271381829807,0.9626856742538794,0.6737505593895029,-0.017314325746120574,0.7000177264789934,0.9626856742538794,0.16,0.4,0.0,0.0,nearest_slice_clamp,True
primary_318,0.7,50,10,0.65,0.0,0.0,primary_common_state,0.9995728286743163,2.1880693597362746,0.9910531756722885,0.6771907038962804,0.011053175672288473,0.7000196960877705,0.9910531756722885,0.16,0.68,0.0,0.0,nearest_slice_clamp,True
primary_319,0.7,50,10,0.65,0.05,0.0,primary_common_state,0.9876415725387755,2.1883210429879183,0.9765653682166885,0.6778794236874248,-0.0034346317833114925,0.700018711283382,0.9765653682166885,0.16,0.68,0.0,0.0,nearest_slice_clamp,True
primary_320,0.7,50,10,0.65,0.1,0.0,primary_common_state,0.975600901842386,2.188606422670487,0.9620300145357887,0.6786070536775642,-0.017969985464211247,0.7000177264789934,0.9620300145357887,0.16,0.68,0.0,0.0,nearest_slice_clamp,True
primary_321,0.7,50,10,0.85,0.0,0.0,primary_common_state,0.9995362974623114,2.1891920822248814,0.9903371939057045,0.6799357413401053,0.010337193905704534,0.7000196960877705,0.9903371939057045,0.16,0.2,0.0,0.0,nearest_slice_clamp,True
primary_322,0.7,50,10,0.85,0.05,0.0,primary_common_state,0.9879264900569026,2.18946294018343,0.9759922708292572,0.6806102750336929,-0.004007729170742769,0.700018711283382,0.9759922708292572,0.16,0.28,0.0,0.0,nearest_slice_clamp,True
primary_323,0.7,50,10,0.85,0.1,0.0,primary_common_state,0.976213058996983,2.189741098594109,0.9615845451589012,0.6813137749691542,-0.018415454841098744,0.7000177264789934,0.9615845451589012,0.16,0.16,0.0,0.0,nearest_slice_clamp,True
primary_324,0.7,50,15,0.45,0.0,0.0,primary_common_state,0.9995132750675062,2.1882632183130055,0.9894765937449655,0.6784820223339343,0.009476593744965567,0.7000196960877705,0.9894765937449655,0.24,0.28,0.0,0.0,nearest_slice_clamp,True
primary_325,0.7,50,15,0.45,0.05,0.0,primary_common_state,0.9851271605506136,2.1885736165904572,0.9746375030567556,0.6793156279983389,-0.005362496943244421,0.7000187112833819,0.9746375030567556,0.28,0.32,0.0,0.0,nearest_slice_clamp,True
primary_326,0.7,50,15,0.45,0.1,0.0,primary_common_state,0.9706975664331702,2.188900057325149,0.9598034375777755,0.6802330307248328,-0.02019656242222445,0.7000177264789935,0.9598034375777755,0.44,0.16,0.0,0.0,nearest_slice_clamp,True
primary_327,0.7,50,15,0.65,0.0,0.0,primary_common_state,0.9994490337982207,2.190245137679447,0.9883305751539594,0.682988212643427,0.008330575153959408,0.7000196960877705,0.9883305751539594,0.2,0.56,0.0,0.0,nearest_slice_clamp,True
primary_328,0.7,50,15,0.65,0.05,0.0,primary_common_state,0.9854746047292124,2.190541138877198,0.973577830307007,0.6837686662117943,-0.006422169692993029,0.7000187112833819,0.973577830307007,0.28,0.64,0.0,0.0,nearest_slice_clamp,True
primary_329,0.7,50,15,0.65,0.1,0.0,primary_common_state,0.9714351230340899,2.190839942033986,0.9588273668231533,0.6845944305525201,-0.0211726331768467,0.7000177264789935,0.9588273668231533,0.28,0.64,0.0,0.0,nearest_slice_clamp,True
primary_330,0.7,50,15,0.85,0.0,0.0,primary_common_state,0.9994073470657981,2.1913263345875142,0.9874875829689264,0.6854014814649202,0.007487582968926376,0.7000196960877705,0.9874875829689264,0.24,0.04,0.0,0.0,nearest_slice_clamp,True
primary_331,0.7,50,15,0.85,0.05,0.0,primary_common_state,0.9856601439386203,2.1916004921432837,0.97285640740871,0.6861350285191982,-0.007143592591289938,0.700018711283382,0.97285640740871,0.32,0.04,0.0,0.0,nearest_slice_clamp,True
