case,T_C,rho,activity,Lambda,sigma_eff_Pa,P_surf_W_m3,P_dens_W_m3,P_excess_W_m3
primary_005_5,1010.0000000000001,0.6207771039362993,0.0001573272419989616,0.00015735199775479138,250000000.0,172076.55197754182,505.54194274754525,171571.01003479428
primary_005_5,1040.0,0.6221872077134019,0.00018403193096924676,0.000184065804954758,250000000.0,382368.934602948,1292.466195633616,381076.4684073144
primary_005_5,1070.0,0.6256648818564278,0.00021503838762473743,0.00021508463907872775,250000000.0,801010.3080577083,3145.080081954697,797865.2279757536
primary_005_5,1100.0,0.6337911887056735,0.00025306834245343856,0.00025313240225089746,250000000.0,1540371.8281998532,7231.2592110956075,1533140.5689887577
primary_005_5,1132.3140498447474,0.6492774362386646,0.00031470559919926554,0.000314804669991566,250000000.0,2643149.088508332,16135.394119159195,2627013.694389173
primary_005_5,1161.0989189998986,0.6773589699699671,0.000452490341525878,0.00045269518172326304,250000000.0,3359189.401101922,27678.731971234858,3331510.669130687
primary_005_5,1187.1690950695865,0.7173729169791817,0.0007970881572538547,0.0007977240136178666,250000000.0,3333356.558986649,36576.22837086655,3296780.330615782
primary_005_5,1212.4565769080373,0.7643106093362695,0.0016347715679425584,0.0016374484220669258,250000000.0,2745737.4838980795,40259.66017029394,2705477.8237277856
primary_005_5,1237.5839019186492,0.8119486616964223,0.00375900556638816,0.003773189004860465,250000000.0,1957082.6901961172,38218.55253003861,1918864.1376660785
primary_005_5,1262.736078725448,0.8545524231390098,0.009300831033369882,0.009388148617376265,250000000.0,1260105.8967022167,32173.070145628823,1227932.8265565878
primary_005_5,1288.1621047165227,0.8892913630279219,0.02323240689021961,0.023784989442835133,250000000.0,756195.1764716989,24839.69867129907,731355.4778003999
primary_005_5,1313.0866777906926,0.915190566822268,0.051509209383454276,0.05430649395127162,250000000.0,434057.39936479816,18433.11462195706,415624.2847428411
primary_005_5,1338.5321919008684,0.9345121068422444,0.10085527805565375,0.11216801432984035,250000000.0,229693.21961562702,12873.288898423227,216819.9307172038
primary_005_5,1363.6285640265346,0.9475659037227318,0.17571157806252508,0.213167592054148,250000000.0,115676.27654056415,8189.32538353466,107486.9511570295
primary_005_5,1388.8413091397888,0.9558928268943299,0.2798206932375361,0.3885430900471972,250000000.0,57557.458264235196,4614.616018724805,52942.842245510394
primary_005_5,1414.532093127887,0.961019721633406,0.4095878429791611,0.6937320617615679,250000000.0,29837.207960691117,2299.422331049022,27537.785629642094
primary_005_5,1440.3672701301634,0.9642557921698626,0.5479320900880746,1.2120570340744297,250000000.0,17184.64381540819,1059.422370697304,16125.221444710887
primary_005_5,1466.1175851682692,0.9665813460412069,0.6743639489755004,2.0709130541715237,250000000.0,11231.196656485055,479.53969374043095,10751.656962744624
primary_005_5,1491.6174304942724,0.9685411855452389,0.7757332242855646,3.458975239708827,250000000.0,8418.719020957897,224.88841577740658,8193.83060518049
primary_005_5,1499.9065685904561,0.9690689876488826,0.802863907375485,4.072637824392205,250000000.0,7874.019163187325,177.84960009171616,7696.169563095609
primary_005_50,950.0000000000001,0.620016040132945,0.00011322479051186864,0.00011323761181674465,250000000.0,30228.675459571943,66.83388727081189,30161.84157230113
primary_005_50,1050.0,0.6205277938105177,0.00019230983324291332,0.00019234682342845165,250000000.0,508366.76624026825,1765.8838563492309,506600.88238391903
primary_005_50,1194.665559774196,0.6365898903097924,0.00037873843836553836,0.00037888193551812143,250000000.0,13086863.748503925,87238.13426410868,12999625.614239817
primary_005_50,1307.4864420380982,0.7616868243707715,0.0021557473309743395,0.0021604046174622587,250000000.0,18311745.62588952,362460.46138781484,17949285.164501708
primary_005_50,1407.777610509194,0.9033903691153586,0.044186260792866826,0.046228945013408386,250000000.0,3659259.4190863487,193263.39890060603,3465996.0201857425
primary_005_50,1499.7986628837057,0.9535045949063797,0.27993035744702693,0.3887545605374322,250000000.0,406110.87637122377,46492.42124871416,359618.4551225096
primary_006_5,950.0000000000001,0.6200356447398778,0.00011322479051186864,0.00011323761181674465,250000000.0,25323.78899368842,74.25987474534654,25249.529118943075
primary_006_5,980.0000000000001,0.6202583435308588,0.0001338674115164272,0.00013388533439958326,250000000.0,61801.78381617753,209.3935776520512,61592.39023852548
primary_006_5,1010.0000000000001,0.6208635951617087,0.00015723606304631697,0.00015726079011382603,250000000.0,144070.69678287153,561.8760865059896,143508.82069636552
primary_006_5,1040.0,0.6224314140312723,0.00018372255436661957,0.00018375631454610897,250000000.0,319785.5287157852,1437.2805393062533,318348.24817647896
primary_006_5,1070.0,0.6263024990838911,0.00021405167054858325,0.00021409749847579228,250000000.0,668054.3278580285,3502.543232991602,664551.7846250369
primary_006_5,1100.0,0.6352377568350032,0.0002498287883490882,0.0002498912183693925,250000000.0,1275704.4720385014,8086.0699570356255,1267618.4020814658
primary_006_5,1133.203983155876,0.6548825311734977,0.00030265277677822734,0.00030274440321251364,250000000.0,2163272.3713610847,18709.70019119841,2144562.6711698864
primary_006_5,1163.151171793122,0.6882549539099643,0.00041768742865608624,0.00041786196434550693,250000000.0,2570845.891999949,33431.15219377823,2537414.7398061706
primary_006_5,1189.4933265122313,0.7360070935604067,0.0007816804263937259,0.0007822919286821025,250000000.0,2264060.923640053,42409.58127651054,2221651.3423635424
primary_006_5,1214.8416884829012,0.7891511070584851,0.0017357101323500293,0.0017387280602616268,250000000.0,1666526.4030657597,44308.309214808316,1622218.0938509514
primary_006_5,1240.1499810890828,0.8410308889849338,0.004236771189415359,0.004254797794126301,250000000.0,1088489.5257977068,40633.6924630021,1047855.8333347047
primary_006_5,1265.232364578987,0.8859005181368561,0.010678004364365452,0.01079325478607689,250000000.0,667836.9564791186,33802.75099553804,634034.2054835805
primary_006_5,1290.3864519734157,0.9221263820065964,0.02607420538211048,0.026772271076710156,250000000.0,397035.2382818251,26340.294429417027,370694.9438524081
primary_006_5,1315.6125472867116,0.9499291758671401,0.056579354089946014,0.05997256296566177,250000000.0,230516.6403521609,19715.589335542907,210801.051016618
primary_006_5,1341.0465821608586,0.9702968009841374,0.10825332980233583,0.12139471154777673,250000000.0,129747.78783843468,13800.75461324781,115947.03322518687
primary_006_5,1366.6344268934686,0.983903795021634,0.18766844669024352,0.2310244455304104,250000000.0,72179.33074441263,8644.640958364762,63534.689786047864
primary_006_5,1392.191032877477,0.991916912590066,0.29648998605548776,0.4214438745414543,250000000.0,41133.46795074615,4780.671967120446,36352.7959836257
primary_006_5,1418.141721692889,0.9961565613575099,0.42950589474365036,0.7528664902692611,250000000.0,24547.117844891964,2342.128466102092,22204.989378789873
primary_006_5,1444.1838732647911,0.9981631012676675,0.5681839772787858,1.3158010527219657,250000000.0,15785.185416308394,1067.8963458402088,14717.289070468185
primary_006_5,1470.1082696609897,0.9990653031580612,0.6921784191680806,2.2486351258979234,250000000.0,11255.90599455236,482.24144481941596,10773.664549732945
primary_006_5,1495.7616159149975,0.9994749854855169,0.7897539028494095,3.756330859657966,250000000.0,8931.201278533219,227.0861912827211,8704.115087250499
