case_id,two_step_final_rho,two_step_final_G_um,density_ok,grain_ok,strict_success,comparator_status
primary_092,0.936682579197234,0.5397789754071952,False,False,False,optional high-temperature isothermal comparator not previously defined
primary_093,0.9639485099962445,0.5038499355853255,False,False,False,optional high-temperature isothermal comparator not previously defined
primary_094,0.9488312587711714,0.5302933781497875,False,False,False,optional high-temperature isothermal comparator not previously defined
primary_095,0.934918639756703,0.5636034864170175,False,False,False,optional high-temperature isothermal comparator not previously defined
primary_096,0.9616008041731529,0.518606808562179,False,False,False,optional high-temperature isothermal comparator not previously defined
primary_097,0.9473334743236032,0.5450791242778035,False,False,False,optional high-temperature isothermal comparator not previously defined
primary_098,0.9342141295810973,0.5772855250819844,False,False,False,optional high-temperature isothermal comparator not previously defined
primary_099,0.9608232378938745,0.5193168516716324,False,False,False,optional high-temperature isothermal comparator not previously defined
primary_100,0.94601914440236,0.5486068086413258,False,False,False,optional high-temperature isothermal comparator not previously defined
primary_101,0.9323670261515701,0.5833463086759245,False,False,False,optional high-temperature isothermal comparator not previously defined
primary_102,0.9576139990561238,0.544913231677907,False,False,False,optional high-temperature isothermal comparator not previously defined
primary_103,0.9438955838136683,0.5705244835791301,False,False,False,optional high-temperature isothermal comparator not previously defined
primary_104,0.9312812568212743,0.605138163112359,False,False,False,optional high-temperature isothermal comparator not previously defined
primary_105,0.9559330977403486,0.5568713670224431,False,False,False,optional high-temperature isothermal comparator not previously defined
primary_106,0.9427349091216501,0.5815669201195094,False,False,False,optional high-temperature isothermal comparator not previously defined
primary_107,0.9306087081813017,0.6174438548893485,False,False,False,optional high-temperature isothermal comparator not previously defined
primary_108,0.9529497934775052,0.5763524650835637,False,False,False,optional high-temperature isothermal comparator not previously defined
primary_109,0.9402508788455701,0.6040689701181426,False,False,False,optional high-temperature isothermal comparator not previously defined
primary_110,0.928595824122513,0.6435215024357551,False,False,False,optional high-temperature isothermal comparator not previously defined
primary_111,0.948876984925621,0.6064480130532599,False,False,False,optional high-temperature isothermal comparator not previously defined
primary_112,0.936030924352181,0.6437566846035971,False,False,False,optional high-temperature isothermal comparator not previously defined
primary_113,0.9242578763925614,0.7044808325032667,False,False,False,optional high-temperature isothermal comparator not previously defined
primary_114,0.9362806313377067,0.6524726800425931,False,False,False,optional high-temperature isothermal comparator not previously defined
primary_115,0.9259954917562488,0.7165186678913084,False,False,False,optional high-temperature isothermal comparator not previously defined
primary_116,0.9164052735581013,0.804753719412132,False,False,False,optional high-temperature isothermal comparator not previously defined
primary_117,0.928803424910146,0.7176553956176841,False,False,False,optional high-temperature isothermal comparator not previously defined
primary_118,0.9203912711585708,0.8033699786781412,False,False,False,optional high-temperature isothermal comparator not previously defined
primary_119,0.9132295509077072,0.9272962204921577,False,False,False,optional high-temperature isothermal comparator not previously defined
primary_120,0.9141369391494296,0.8270742712624868,False,False,False,optional high-temperature isothermal comparator not previously defined
primary_121,0.9094992581878646,0.9859316112306155,False,False,False,optional high-temperature isothermal comparator not previously defined
primary_122,0.9056999458597963,1.2245339101992667,False,False,False,optional high-temperature isothermal comparator not previously defined
primary_123,0.9090899670546871,0.9260870292869482,False,False,False,optional high-temperature isothermal comparator not previously defined
primary_124,0.9057233467189599,1.1299608977026387,False,False,False,optional high-temperature isothermal comparator not previously defined
primary_125,0.9036569847249298,1.4639163871355816,False,False,False,optional high-temperature isothermal comparator not previously defined
primary_126,0.9078576993356714,0.9783802086401852,False,False,False,optional high-temperature isothermal comparator not previously defined
primary_127,0.9056389975634448,1.1929708229281315,False,False,False,optional high-temperature isothermal comparator not previously defined
primary_128,0.9032700330251171,1.5137802185237674,False,False,False,optional high-temperature isothermal comparator not previously defined
primary_129,0.903862812012542,1.2010817417397828,False,False,False,optional high-temperature isothermal comparator not previously defined
primary_130,0.9025117347112535,1.5064877280233315,False,False,False,optional high-temperature isothermal comparator not previously defined
primary_131,0.9013648048408667,2.0069797098746984,False,False,False,optional high-temperature isothermal comparator not previously defined
primary_132,0.902593135871885,1.3860033292362246,False,False,False,optional high-temperature isothermal comparator not previously defined
primary_133,0.9016575916838634,1.7620319276868788,False,False,False,optional high-temperature isothermal comparator not previously defined
primary_134,0.900708176152731,2.3799861998467713,False,False,False,optional high-temperature isothermal comparator not previously defined
primary_135,0.9683733334189963,0.47514559125564404,True,False,False,optional high-temperature isothermal comparator not previously defined
primary_136,0.9538257406072551,0.4966018725732382,False,False,False,optional high-temperature isothermal comparator not previously defined
primary_137,0.9400169759095077,0.5274205135073871,False,False,False,optional high-temperature isothermal comparator not previously defined
primary_138,0.9645362155083026,0.5005233618689651,False,False,False,optional high-temperature isothermal comparator not previously defined
primary_139,0.9508518092559947,0.5232818144116829,False,False,False,optional high-temperature isothermal comparator not previously defined
primary_140,0.9381045259470804,0.5523159760395059,False,False,False,optional high-temperature isothermal comparator not previously defined
primary_141,0.9622899013971519,0.5153334262838365,False,False,False,optional high-temperature isothermal comparator not previously defined
primary_142,0.9492206874254453,0.5376186951552255,False,False,False,optional high-temperature isothermal comparator not previously defined
primary_143,0.9372849602032852,0.5657581009910736,False,False,False,optional high-temperature isothermal comparator not previously defined
primary_144,0.961290797672637,0.5162922263209034,False,False,False,optional high-temperature isothermal comparator not previously defined
primary_145,0.9478310905973811,0.5416011752665478,False,False,False,optional high-temperature isothermal comparator not previously defined
primary_146,0.9355689588430107,0.5733585698772142,False,False,False,optional high-temperature isothermal comparator not previously defined
primary_147,0.9581201886680965,0.5407081057267092,False,False,False,optional high-temperature isothermal comparator not previously defined
primary_148,0.9455695730181555,0.5626698700368128,False,False,False,optional high-temperature isothermal comparator not previously defined
primary_149,0.9340267140913731,0.5912360472450708,False,False,False,optional high-temperature isothermal comparator not previously defined
primary_150,0.9565361011525113,0.5526536957492231,False,False,False,optional high-temperature isothermal comparator not previously defined
primary_151,0.9444595146370914,0.573366740090596,False,False,False,optional high-temperature isothermal comparator not previously defined
primary_152,0.9333436463270355,0.6024714625883142,False,False,False,optional high-temperature isothermal comparator not previously defined
primary_153,0.9534912620879769,0.5737978048030473,False,False,False,optional high-temperature isothermal comparator not previously defined
primary_154,0.9421002979210031,0.5984432850613725,False,False,False,optional high-temperature isothermal comparator not previously defined
primary_155,0.931355052875072,0.6307386358772459,False,False,False,optional high-temperature isothermal comparator not previously defined
primary_156,0.9508857993533026,0.5948335076811558,False,False,False,optional high-temperature isothermal comparator not previously defined
primary_157,0.9393361668560223,0.6236976590890309,False,False,False,optional high-temperature isothermal comparator not previously defined
primary_158,0.9285727813222219,0.6686186307112414,False,False,False,optional high-temperature isothermal comparator not previously defined
primary_159,0.9394021276062802,0.6324318178356957,False,False,False,optional high-temperature isothermal comparator not previously defined
primary_160,0.9292958254591432,0.6776896134411808,False,False,False,optional high-temperature isothermal comparator not previously defined
primary_161,0.9204239795843261,0.7472233655930783,False,False,False,optional high-temperature isothermal comparator not previously defined
primary_162,0.930740941368068,0.7015635684622749,False,False,False,optional high-temperature isothermal comparator not previously defined
primary_163,0.9229303944820088,0.7712341555949379,False,False,False,optional high-temperature isothermal comparator not previously defined
primary_164,0.9159846318893489,0.8661936617511268,False,False,False,optional high-temperature isothermal comparator not previously defined
primary_165,0.9155655437274882,0.7989361314005865,False,False,False,optional high-temperature isothermal comparator not previously defined
primary_166,0.9108216201892265,0.9242920756664724,False,False,False,optional high-temperature isothermal comparator not previously defined
primary_167,0.907337923328387,1.1113099201168781,False,False,False,optional high-temperature isothermal comparator not previously defined
primary_168,0.9103121595960264,0.8898096178154814,False,False,False,optional high-temperature isothermal comparator not previously defined
primary_169,0.9067614938929197,1.0529424361648774,False,False,False,optional high-temperature isothermal comparator not previously defined
primary_170,0.9045662426436665,1.308466925655146,False,False,False,optional high-temperature isothermal comparator not previously defined
primary_171,0.9085114746676703,0.9509029152844812,False,False,False,optional high-temperature isothermal comparator not previously defined
primary_172,0.906099554729886,1.1261314784153813,False,False,False,optional high-temperature isothermal comparator not previously defined
primary_173,0.9042406687267024,1.3862705434049474,False,False,False,optional high-temperature isothermal comparator not previously defined
primary_174,0.9043934107081223,1.1525155782029914,False,False,False,optional high-temperature isothermal comparator not previously defined
primary_175,0.9029248129071302,1.4028851653649175,False,False,False,optional high-temperature isothermal comparator not previously defined
primary_176,0.9019246626129518,1.7950061560076245,False,False,False,optional high-temperature isothermal comparator not previously defined
primary_177,0.902656082251327,1.3148876819319602,False,False,False,optional high-temperature isothermal comparator not previously defined
primary_178,0.9016415572020569,1.6218456860243282,False,False,False,optional high-temperature isothermal comparator not previously defined
primary_179,0.9008947410495316,2.103742674742859,False,False,False,optional high-temperature isothermal comparator not previously defined
primary_180,0.9682917795008961,0.4742466269169281,True,False,False,optional high-temperature isothermal comparator not previously defined
primary_181,0.9537996832111364,0.49629682819356213,False,False,False,optional high-temperature isothermal comparator not previously defined
primary_182,0.9399544261549391,0.5266908141748908,False,False,False,optional high-temperature isothermal comparator not previously defined
primary_183,0.9645749826004725,0.5008944006854608,False,False,False,optional high-temperature isothermal comparator not previously defined
primary_184,0.9508998305918535,0.5236898399899023,False,False,False,optional high-temperature isothermal comparator not previously defined
primary_185,0.9382321499513397,0.5532190147468534,False,False,False,optional high-temperature isothermal comparator not previously defined
primary_186,0.9622718215795533,0.5151475834121051,False,False,False,optional high-temperature isothermal comparator not previously defined
primary_187,0.9493193576648185,0.5382590670861483,False,False,False,optional high-temperature isothermal comparator not previously defined
primary_188,0.9371476021260045,0.564709024148786,False,False,False,optional high-temperature isothermal comparator not previously defined
primary_189,0.9613640880200823,0.5168952736763017,False,False,False,optional high-temperature isothermal comparator not previously defined
primary_190,0.9479582131347677,0.5425537415668632,False,False,False,optional high-temperature isothermal comparator not previously defined
primary_191,0.9355671270455016,0.5732883473258653,False,False,False,optional high-temperature isothermal comparator not previously defined
primary_192,0.9581015073079293,0.5405388170524082,False,False,False,optional high-temperature isothermal comparator not previously defined
primary_193,0.9456959952651139,0.5633005537938286,False,False,False,optional high-temperature isothermal comparator not previously defined
primary_194,0.933956791523116,0.5906876558296627,False,False,False,optional high-temperature isothermal comparator not previously defined
primary_195,0.956580408021443,0.5527816889959727,False,False,False,optional high-temperature isothermal comparator not previously defined
primary_196,0.9445004037090508,0.5734595639812128,False,False,False,optional high-temperature isothermal comparator not previously defined
primary_197,0.9332455626770685,0.6017211726894837,False,False,False,optional high-temperature isothermal comparator not previously defined
primary_198,0.9536330952559737,0.5743806432396352,False,False,False,optional high-temperature isothermal comparator not previously defined
primary_199,0.9418805220282618,0.5972164449757102,False,False,False,optional high-temperature isothermal comparator not previously defined
primary_200,0.9311250893743253,0.6291986632685723,False,False,False,optional high-temperature isothermal comparator not previously defined
primary_201,0.9507054522128153,0.5936374144033785,False,False,False,optional high-temperature isothermal comparator not previously defined
primary_202,0.9394329118651346,0.6245139268996875,False,False,False,optional high-temperature isothermal comparator not previously defined
primary_203,0.9283928303232529,0.6666980466075293,False,False,False,optional high-temperature isothermal comparator not previously defined
primary_204,0.9394895652565022,0.6332881529114796,False,False,False,optional high-temperature isothermal comparator not previously defined
primary_205,0.9293926525092423,0.6788139258265778,False,False,False,optional high-temperature isothermal comparator not previously defined
primary_206,0.9202067274654867,0.7445544841815397,False,False,False,optional high-temperature isothermal comparator not previously defined
primary_207,0.9309048378217817,0.7029843260462117,False,False,False,optional high-temperature isothermal comparator not previously defined
primary_208,0.9230949828013613,0.7729424044430673,False,False,False,optional high-temperature isothermal comparator not previously defined
primary_209,0.9161475534978787,0.8683286143609393,False,False,False,optional high-temperature isothermal comparator not previously defined
primary_210,0.9157649016315801,0.8010589650090262,False,False,False,optional high-temperature isothermal comparator not previously defined
primary_211,0.9110113351344082,0.9268837133668575,False,False,False,optional high-temperature isothermal comparator not previously defined
primary_212,0.9070271308096419,1.1055424157753417,False,False,False,optional high-temperature isothermal comparator not previously defined
primary_213,0.9099360842735952,0.885243973489488,False,False,False,optional high-temperature isothermal comparator not previously defined
primary_214,0.9069600599957731,1.0561735348969978,False,False,False,optional high-temperature isothermal comparator not previously defined
primary_215,0.904253151049357,1.3011642778041792,False,False,False,optional high-temperature isothermal comparator not previously defined
primary_216,0.9087770707811569,0.9539167412290072,False,False,False,optional high-temperature isothermal comparator not previously defined
primary_217,0.9063345073967426,1.1297723206104908,False,False,False,optional high-temperature isothermal comparator not previously defined
primary_218,0.9038857153092574,1.3782923163065208,False,False,False,optional high-temperature isothermal comparator not previously defined
primary_219,0.9039432760743532,1.145777140551225,False,False,False,optional high-temperature isothermal comparator not previously defined
primary_220,0.9031471938901325,1.4076689308347194,False,False,False,optional high-temperature isothermal comparator not previously defined
primary_221,0.9015997156490324,1.784173046015418,False,False,False,optional high-temperature isothermal comparator not previously defined
primary_222,0.9029080112561059,1.3194026440298952,False,False,False,optional high-temperature isothermal comparator not previously defined
primary_223,0.901859374301095,1.6274849243166174,False,False,False,optional high-temperature isothermal comparator not previously defined
primary_224,0.9010753257593915,2.1111478953928917,False,False,False,optional high-temperature isothermal comparator not previously defined
primary_225,0.9683485941894424,0.47499947469829706,True,False,False,optional high-temperature isothermal comparator not previously defined
primary_226,0.953836858664317,0.49682105214023325,False,False,False,optional high-temperature isothermal comparator not previously defined
primary_227,0.9399767549171558,0.5269281603206765,False,False,False,optional high-temperature isothermal comparator not previously defined
primary_228,0.9645712768686812,0.5008589422742573,False,False,False,optional high-temperature isothermal comparator not previously defined
primary_229,0.950862110247401,0.5232676861105692,False,False,False,optional high-temperature isothermal comparator not previously defined
primary_230,0.9381044316135525,0.5519880202356139,False,False,False,optional high-temperature isothermal comparator not previously defined
primary_231,0.962324392290291,0.5155180586852613,False,False,False,optional high-temperature isothermal comparator not previously defined
primary_232,0.9492962362995092,0.5378957608739737,False,False,False,optional high-temperature isothermal comparator not previously defined
primary_233,0.9372476128539019,0.5649967770236667,False,False,False,optional high-temperature isothermal comparator not previously defined
primary_234,0.9613479313345945,0.5167201277865103,False,False,False,optional high-temperature isothermal comparator not previously defined
primary_235,0.9478860396887285,0.5418710774164177,False,False,False,optional high-temperature isothermal comparator not previously defined
primary_236,0.9353818622904664,0.5717145478943589,False,False,False,optional high-temperature isothermal comparator not previously defined
primary_237,0.9581147820053255,0.5404678984159428,False,False,False,optional high-temperature isothermal comparator not previously defined
primary_238,0.9457181754168418,0.5631726691826202,False,False,False,optional high-temperature isothermal comparator not previously defined
primary_239,0.9340866609117844,0.5911595113357087,False,False,False,optional high-temperature isothermal comparator not previously defined
primary_240,0.9565155549497724,0.552212510570482,False,False,False,optional high-temperature isothermal comparator not previously defined
primary_241,0.9446123824747544,0.5737133655364557,False,False,False,optional high-temperature isothermal comparator not previously defined
primary_242,0.9333750391300837,0.6021209992504831,False,False,False,optional high-temperature isothermal comparator not previously defined
primary_243,0.9535816358715761,0.5740067662093217,False,False,False,optional high-temperature isothermal comparator not previously defined
primary_244,0.9419299987918037,0.5972982965489203,False,False,False,optional high-temperature isothermal comparator not previously defined
primary_245,0.9312899858154811,0.6300089879755669,False,False,False,optional high-temperature isothermal comparator not previously defined
primary_246,0.9508840413261567,0.5947469484666881,False,False,False,optional high-temperature isothermal comparator not previously defined
primary_247,0.9393884106065973,0.6240893893567019,False,False,False,optional high-temperature isothermal comparator not previously defined
primary_248,0.9284324226668653,0.6671038843298689,False,False,False,optional high-temperature isothermal comparator not previously defined
primary_249,0.9395727524502132,0.6341028231723077,False,False,False,optional high-temperature isothermal comparator not previously defined
primary_250,0.9293175374391736,0.6780484093430186,False,False,False,optional high-temperature isothermal comparator not previously defined
primary_251,0.9202178587767711,0.7447786389351361,False,False,False,optional high-temperature isothermal comparator not previously defined
primary_252,0.9311122455008471,0.7047910692779898,False,False,False,optional high-temperature isothermal comparator not previously defined
primary_253,0.9228444878569094,0.7704028256416334,False,False,False,optional high-temperature isothermal comparator not previously defined
primary_254,0.9158955169156381,0.8651632383028022,False,False,False,optional high-temperature isothermal comparator not previously defined
primary_255,0.916016658675911,0.803752533778462,False,False,False,optional high-temperature isothermal comparator not previously defined
primary_256,0.911251497265717,0.9301811703675772,False,False,False,optional high-temperature isothermal comparator not previously defined
primary_257,0.9072521535334733,1.1097156238673822,False,False,False,optional high-temperature isothermal comparator not previously defined
primary_258,0.9102072682436271,0.8885315137236743,False,False,False,optional high-temperature isothermal comparator not previously defined
primary_259,0.9072111791003048,1.0602822524549282,False,False,False,optional high-temperature isothermal comparator not previously defined
primary_260,0.9044800036324048,1.3064484213916443,False,False,False,optional high-temperature isothermal comparator not previously defined
primary_261,0.9091133973075662,0.9577573567399094,False,False,False,optional high-temperature isothermal comparator not previously defined
primary_262,0.9059861256154027,1.1243818217137345,False,False,False,optional high-temperature isothermal comparator not previously defined
primary_263,0.9041431046880917,1.3840701978614895,False,False,False,optional high-temperature isothermal comparator not previously defined
primary_264,0.9042697298609272,1.1506574756538142,False,False,False,optional high-temperature isothermal comparator not previously defined
primary_265,0.9028175540787552,1.4005878513037582,False,False,False,optional high-temperature isothermal comparator not previously defined
primary_266,0.9018354198608867,1.7920196689984906,False,False,False,optional high-temperature isothermal comparator not previously defined
primary_267,0.9025346147411206,1.3127196979996252,False,False,False,optional high-temperature isothermal comparator not previously defined
primary_268,0.9015365310321753,1.6191380961075463,False,False,False,optional high-temperature isothermal comparator not previously defined
primary_269,0.9013039149338422,2.1205851510206015,False,False,False,optional high-temperature isothermal comparator not previously defined
primary_270,0.9688389200630361,0.4724683757143691,True,False,False,optional high-temperature isothermal comparator not previously defined
primary_271,0.9559267460317116,0.4903356371088918,False,False,False,optional high-temperature isothermal comparator not previously defined
primary_272,0.9435348261112125,0.5153480554370318,False,False,False,optional high-temperature isothermal comparator not previously defined
primary_273,0.9652847517931347,0.497411606431126,False,False,False,optional high-temperature isothermal comparator not previously defined
primary_274,0.9530291543976138,0.5159619442229012,False,False,False,optional high-temperature isothermal comparator not previously defined
primary_275,0.9415290464569884,0.5406748983916392,False,False,False,optional high-temperature isothermal comparator not previously defined
primary_276,0.9630896728315563,0.511319953970204,False,False,False,optional high-temperature isothermal comparator not previously defined
primary_277,0.9513740764145142,0.5299959696371062,False,False,False,optional high-temperature isothermal comparator not previously defined
primary_278,0.9404224298862333,0.5527537001251632,False,False,False,optional high-temperature isothermal comparator not previously defined
primary_279,0.9618587331396871,0.5129892722533144,False,False,False,optional high-temperature isothermal comparator not previously defined
primary_280,0.9498306748279676,0.5345555358621372,False,False,False,optional high-temperature isothermal comparator not previously defined
primary_281,0.9386046134513866,0.5606414739699463,False,False,False,optional high-temperature isothermal comparator not previously defined
primary_282,0.9588584823028075,0.5363633517055287,False,False,False,optional high-temperature isothermal comparator not previously defined
primary_283,0.9477551605137381,0.556059980009209,False,False,False,optional high-temperature isothermal comparator not previously defined
primary_284,0.937324174847962,0.57949997257406,False,False,False,optional high-temperature isothermal comparator not previously defined
