parameter_id,rho,P_persistent_junction_drag,P_TJ_multihit,P_clean_GB_discovery
nominal_tj_q1,0.7004811932480013,0.0,0.27995761794630675,1.6733219151107466e-10
nominal_tj_q1,0.7005593939085304,0.0,0.32496790869682013,3.4700288485781776e-10
nominal_tj_q1,0.7006491460292262,0.0,0.37677884858092026,7.15355815939035e-10
nominal_tj_q1,0.7007519633426832,0.0,0.43635375716063496,1.4661308740909945e-09
nominal_tj_q1,0.7008695277733641,0.0,0.5047839409628705,2.9875148031359675e-09
nominal_tj_q1,0.701003703583696,0.0,0.5833047728312273,6.052819983011829e-09
nominal_tj_q1,0.7011565520066014,0.0,0.6733137304199442,1.2193769027030921e-08
nominal_tj_q1,0.70133034624774,0.0,0.7763906375997515,2.4427058499724236e-08
nominal_tj_q1,0.7015275867077979,0.0,0.8943203853288646,4.866043755705569e-08
nominal_tj_q1,0.7017510162372589,0.0,1.0291184459750466,9.639822005840506e-08
nominal_tj_q1,0.7020036351929279,0.0,1.1830595376840065,1.8991723094511312e-07
nominal_tj_q1,0.7022887160168448,0.0,1.358709843651709,3.721119327976199e-07
nominal_tj_q1,0.7026098170040863,0.0,1.5589632454047806,7.251121846895932e-07
nominal_tj_q1,0.7029707948665049,0.0,1.787082089444757,1.4052845182090573e-06
nominal_tj_q1,0.7033758156352026,0.0,2.04674307229924,2.708644077995767e-06
nominal_tj_q1,0.7038293633763657,0.0,2.3420888984885244,5.1923619094576166e-06
nominal_tj_q1,0.7043362461244334,0.0,2.6777864355949883,9.899082206409167e-06
nominal_tj_q1,0.7049015983654475,0.0,3.0590921536249143,1.8768418946160685e-05
nominal_tj_q1,0.7055308793346149,0.0,3.4919256796212514,3.5386892192274585e-05
nominal_tj_q1,0.7062298663292277,0.0,3.9829523009047603,6.634539175750751e-05
nominal_tj_q1,0.7070046421857274,0.0,4.539675173359233,0.00012367893075722317
nominal_tj_q1,0.7078615760334539,0.0,5.170537770703435,0.000229218944949308
nominal_tj_q1,0.7088072964241479,0.0,5.885036640437973,0.0004222962282664918
nominal_tj_q1,0.7098486559531871,0.0,6.693843639146557,0.0007732595202271081
nominal_tj_q1,0.71099268654422,0.0,7.608935227992923,0.0014069866426259826
nominal_tj_q1,0.7122465446721964,0.0,8.643723687796316,0.0025433758496871653
nominal_tj_q1,0.7136174459595606,0.0,9.813180607898671,0.004566340643737234
nominal_tj_q1,0.7151125888045742,0.0,11.133935754217884,0.008140003968666563
nominal_tj_q1,0.716739066995581,0.0,12.624323081789825,0.014401863541796525
nominal_tj_q1,0.7185037716336734,0.0,14.304328446570796,0.025279318602976605
nominal_tj_q1,0.720413283127345,0.0,16.195368350618406,0.044000010808767656
nominal_tj_q1,0.7224737545288125,0.0,18.319793648972137,0.07589971150632949
nominal_tj_q1,0.7246907880374964,0.0,20.699965146734694,0.1296747288238974
nominal_tj_q1,0.7270693070771861,0.0,23.3566903662866,0.21927699834838596
nominal_tj_q1,0.729613426925257,0.0,26.306748491026074,0.36670148598440966
nominal_tj_q1,0.7323263273910797,0.0,29.559178788623573,0.6059496503321466
nominal_tj_q1,0.735210131455572,0.0,33.10999628017062,0.9884365747976555
nominal_tj_q1,0.7382657940423913,0.0,36.93507611832522,1.589989879806961
nominal_tj_q1,0.7414930051489967,0.0,40.98118529900165,2.51929146383354
nominal_tj_q1,0.7448901113994898,0.0,45.15562071951991,3.927052861165534
nominal_tj_q1,0.7484540597050735,0.0,49.315707754960194,6.0143242079256565
nominal_tj_q1,0.7521803661989681,0.0,53.260529406960515,9.037126386030444
nominal_tj_q1,0.7560631130753602,0.0,56.72854832652542,13.30324856787741
nominal_tj_q1,0.7600949755717239,0.0,59.40585687909249,19.156032869651703
nominal_tj_q1,0.7642672812425697,0.0,60.94993143761333,26.94008421229657
nominal_tj_q1,0.7685701039213368,0.0,61.03202036649284,36.94615774959424
nominal_tj_q1,0.7729923951600276,0.0,59.39680972072589,49.3378912196685
nominal_tj_q1,0.7775221559415642,0.0,55.93074437908352,64.07150251740393
nominal_tj_q1,0.7821466502337695,0.0,50.722000701176235,80.82902580553694
nominal_tj_q1,0.786852658591765,0.0,44.08947048525097,98.99159793143384
nominal_tj_q1,0.7916267640624512,0.0,36.560356906733105,117.6758892905698
nominal_tj_q1,0.7964556547119822,0.0,28.789492773443047,135.8403582493047
nominal_tj_q1,0.8013264192105618,0.0,21.43583829201371,152.44179179462748
nominal_tj_q1,0.8062268071321341,0.0,15.032826342084052,166.5983545394116
nominal_tj_q1,0.8110848416185691,0.0,12.582004869103661,163.7896223271253
nominal_tj_q1,0.8156386794495143,0.0,12.017322541862635,152.80532361624364
nominal_tj_q1,0.8198941322749169,0.0,11.514277745174638,142.55500894897298
nominal_tj_q1,0.8238852812345243,0.0,11.063452435380677,133.00906974911365
nominal_tj_q1,0.8276407140732193,0.0,10.657719037258135,124.13118729430788
nominal_tj_q1,0.8311846805208596,0.0,10.291265517182923,115.88224767639892
nominal_tj_q1,0.8345379036541369,0.0,9.959165722290482,108.22242650127026
nominal_tj_q1,0.8377182254330461,0.0,20.25836156998354,90.78784588010686
nominal_tj_q1,0.8407412932793825,0.0,19.711406764755655,85.21501334125303
nominal_tj_q1,0.8436204646463991,0.0,19.202445309674793,80.00019565867213
nominal_tj_q1,0.8463673569853207,0.0,18.727643077923094,75.12291179598238
nominal_tj_q1,0.8489922209399887,0.0,18.28361686976848,70.56295774073573
nominal_tj_q1,0.8515041435426696,0.0,17.867373100301748,66.30067368192816
nominal_tj_q1,0.853911216134687,0.0,17.47625685904986,62.31712448987212
nominal_tj_q1,0.8562206739131655,0.0,17.107909146828863,58.59421541926143
nominal_tj_q1,0.8584390125109467,0.0,16.760230635599072,55.11475973279539
nominal_tj_q1,0.8605720858760721,0.0,16.431350692278023,51.862510949232906
nominal_tj_q1,0.8626251888396809,0.0,16.11960069882806,48.822169365194334
nominal_tj_q1,0.8628485880447105,0.0,16.08595290250244,48.49680144393578
