case_id,metric,rho,G_reference,G_fast,ratio,pct
A006,G50,0.858,183.50399541251645,180.59786429414888,1.0160917247262358,1.58368819808777
A006,G50,0.859,186.07826555673276,183.0053868996808,1.016791192374771,1.65139042319538
A006,G50,0.86,188.63917152479198,185.47837892295578,1.017041299477548,1.6755759560896897
A006,G50,0.861,191.1876755466905,188.01688889416235,1.0168643714465089,1.658468122205818
A006,G50,0.862,193.72275795390058,190.6212885403263,1.0162703202634062,1.6009835118661375
A006,G50,0.863,197.50532536937885,193.28679679932318,1.0218252288304797,2.135906240586717
A006,G90,0.85,165.0025886948535,162.97684303913155,1.0124296533050132,1.2277053782884881
A006,G90,0.851,167.70553357138704,164.99267951383834,1.0164422692300186,1.6176294244899896
A006,G90,0.852,170.38549607685334,167.08386803408698,1.0197603041012482,1.937740076935389
A006,G90,0.853,171.71818247371272,169.15902058058566,1.0151287343964486,1.490326683092403
A006,G90,0.854,174.36825395489092,171.3945337863629,1.0173501459050887,1.7054252142120625
A006,G90,0.855,176.9994105444086,173.61269311363063,1.0195073146441045,1.9134060505406147
A006,G90,0.856,179.6133008516011,175.90215259415956,1.021097798990578,2.066187882437372
A006,G90,0.857,182.21078213615834,178.17240602009917,1.022665553023983,2.2163211576807047
A006,G90,0.858,183.50399541251645,180.59786429414888,1.0160917247262358,1.58368819808777
A006,G90,0.859,186.07826555673276,183.0053868996808,1.016791192374771,1.65139042319538
A006,G90,0.86,188.63917152479198,185.47837892295578,1.017041299477548,1.6755759560896897
A006,G90,0.861,191.1876755466905,188.01688889416235,1.0168643714465089,1.658468122205818
A006,G90,0.862,193.72275795390058,190.6212885403263,1.0162703202634062,1.6009835118661375
A006,G90,0.863,197.50532536937885,193.28679679932318,1.0218252288304797,2.135906240586717
A007,G_mean,0.85,183.58734513672076,195.23329989889135,0.9403485226741449,-6.343549852794938
A007,G_mean,0.851,184.34740472642065,195.80403197150204,0.9414893190414546,-6.214694078326461
A007,G_mean,0.852,185.10889479448252,196.38409466534858,0.9425859823827396,-6.0911172763385375
A007,G_mean,0.853,185.8721106944721,196.97367082228848,0.9436393702697844,-5.972687395832398
A007,G_mean,0.854,186.63721211070444,197.5800943118004,0.9446154622042692,-5.863183487012846
A007,G_mean,0.855,187.40444071276173,198.1892995649311,0.9455830416887061,-5.754857681680847
A007,G_mean,0.856,188.1740304476043,198.815813182725,0.9464741633738148,-5.655287666320037
A007,G_mean,0.857,188.1740304476043,199.45269755315024,0.943451919959416,-5.993742642764084
A007,G_mean,0.858,188.94620758450512,200.10745528726267,0.9442237287624536,-5.907103320804006
A007,G_mean,0.859,189.7211907033785,200.7657670203195,0.9449877512443485,-5.8214774406559275
A007,G_mean,0.86,190.49919062516082,201.44984956154264,0.9456407688552956,-5.748401817585194
A007,G_mean,0.861,191.28041028242302,202.1379498221011,0.9462864862870448,-5.6762422893421505
A007,G_mean,0.862,192.06504452790242,202.84509708234395,0.9468557401214118,-5.612709267810287
A007,G_mean,0.863,192.85327987812104,203.5716786546655,0.9473482812178067,-5.5577995786839915
A007,G50,0.85,183.58734513672076,195.23329989889135,0.9403485226741449,-6.343549852794938
A007,G50,0.851,184.34740472642065,195.80403197150204,0.9414893190414546,-6.214694078326461
A007,G50,0.852,185.10889479448252,196.38409466534858,0.9425859823827396,-6.0911172763385375
A007,G50,0.853,185.8721106944721,196.97367082228848,0.9436393702697844,-5.972687395832398
A007,G50,0.854,186.63721211070444,197.5800943118004,0.9446154622042692,-5.863183487012846
A007,G50,0.855,187.40444071276173,198.1892995649311,0.9455830416887061,-5.754857681680847
A007,G50,0.856,188.1740304476043,198.815813182725,0.9464741633738148,-5.655287666320037
A007,G50,0.857,188.1740304476043,199.45269755315024,0.943451919959416,-5.993742642764084
A007,G50,0.858,188.94620758450512,200.10745528726267,0.9442237287624536,-5.907103320804006
A007,G50,0.859,189.7211907033785,200.7657670203195,0.9449877512443485,-5.8214774406559275
A007,G50,0.86,190.49919062516082,201.44984956154264,0.9456407688552956,-5.748401817585194
A007,G50,0.861,191.28041028242302,202.1379498221011,0.9462864862870448,-5.6762422893421505
A007,G50,0.862,192.06504452790242,202.84509708234395,0.9468557401214118,-5.612709267810287
A007,G50,0.863,192.85327987812104,203.5716786546655,0.9473482812178067,-5.5577995786839915
A007,G90,0.85,183.58734513672076,195.23329989889135,0.9403485226741449,-6.343549852794938
A007,G90,0.851,184.34740472642065,195.80403197150204,0.9414893190414546,-6.214694078326461
A007,G90,0.852,185.10889479448252,196.38409466534858,0.9425859823827396,-6.0911172763385375
A007,G90,0.853,185.8721106944721,196.97367082228848,0.9436393702697844,-5.972687395832398
A007,G90,0.854,186.63721211070444,197.5800943118004,0.9446154622042692,-5.863183487012846
A007,G90,0.855,187.40444071276173,198.1892995649311,0.9455830416887061,-5.754857681680847
A007,G90,0.856,188.1740304476043,198.815813182725,0.9464741633738148,-5.655287666320037
A007,G90,0.857,188.1740304476043,199.45269755315024,0.943451919959416,-5.993742642764084
A007,G90,0.858,188.94620758450512,200.10745528726267,0.9442237287624536,-5.907103320804006
A007,G90,0.859,189.7211907033785,200.7657670203195,0.9449877512443485,-5.8214774406559275
A007,G90,0.86,190.49919062516082,201.44984956154264,0.9456407688552956,-5.748401817585194
A007,G90,0.861,191.28041028242302,202.1379498221011,0.9462864862870448,-5.6762422893421505
A007,G90,0.862,192.06504452790242,202.84509708234395,0.9468557401214118,-5.612709267810287
A007,G90,0.863,192.85327987812104,203.5716786546655,0.9473482812178067,-5.5577995786839915
A010,G_mean,0.85,205.11743305930412,203.66246568564188,1.0071440133495586,0.7093338445014387
A010,G_mean,0.851,205.11743305930412,204.43218231765758,1.0033519709757917,0.33407728023215133
A010,G_mean,0.852,206.17938286635,205.14684654721214,1.0050331571579885,0.5007951351795333
A010,G_mean,0.853,207.24110663122005,205.91654230326645,1.006432529961594,0.6391416980370764
A010,G_mean,0.854,208.3025645591693,206.68625372125192,1.0078201177331185,0.7759438014303767
A010,G_mean,0.855,209.36364538849054,207.4560026240976,1.009195408859051,0.9111623753269728
A010,G_mean,0.856,210.42463374163222,208.28078639808982,1.010293063419901,1.0188195675676928
A010,G_mean,0.857,211.4855584815586,209.1056332250713,1.0113814497475813,1.1253370081507543
A010,G_mean,0.858,212.5466065595749,209.930566663332,1.0124614530309837,1.23080765136076
A010,G_mean,0.859,213.60777722439465,210.7556090270133,1.013533059502183,1.3352361203521013
A010,G_mean,0.86,214.66901775651482,211.63573935180128,1.01433254333131,1.4130024147937295
A010,G_mean,0.861,215.73034454519717,212.46106096566194,1.0153876835815274,1.5154491068131986
A010,G_mean,0.862,217.85306153599205,213.39647173643826,1.0208840838055564,2.0456861005910247
A010,G_mean,0.863,218.91457540553233,214.27705050203562,1.0216426579170814,2.1184176041754474
A010,G_mean,0.864,219.9765273081511,215.2128352642274,1.0221347952508273,2.165545616260471
A010,G_mean,0.865,221.03904330744834,216.1488441660435,1.0226242206395897,2.212368940903778
A010,G_mean,0.866,222.1017564795452,217.08510014696998,1.0231091693035534,2.2587197922665756
A010,G_mean,0.867,223.16464762228273,218.0767366580597,1.0233308285981955,2.279891111084296
A010,G_mean,0.868,224.22768960021645,219.06868828518637,1.023549697382193,2.300786902914735
A010,G_mean,0.869,226.35636197905905,220.06097836807956,1.0286074507968863,2.781182537101337
A010,G_mean,0.87,227.4209924509005,221.0536279433279,1.0288046143680802,2.7998138777568298
A010,G_mean,0.871,228.48616226073688,222.10183827232538,1.028745029928944,2.7941840876674213
A010,G_mean,0.872,229.5524469663244,223.20569574022093,1.0284345397417196,2.764837103668318
A010,G_mean,0.873,231.68558324483348,224.25483415308105,1.0331352905716185,3.207255707360953
A010,G_mean,0.874,232.75388232977355,225.41497518122395,1.032557318530632,3.153076148543722
A010,G_mean,0.875,233.82228236815095,226.52044327385053,1.0322347907710605,3.1228157643264125
A010,G_mean,0.876,235.96138112726476,227.68181486821328,1.0363646357257117,3.508864975911432
A010,G_mean,0.877,237.03164305700724,228.8438517017519,1.0357789440020717,3.45430308361241
A010,G_mean,0.878,239.17534420950057,230.06197496372502,1.0396126706606448,3.810329729385857
A010,G_mean,0.879,240.2475578643961,231.28088226332406,1.0387696359220173,3.732265035606787
A010,G_mean,0.88,242.3965432711583,232.50059314938662,1.0425631177440193,4.082545892868404
A010,G_mean,0.881,243.4723059920088,233.77663248050226,1.041474091779961,3.9822490167833666
A010,G_mean,0.882,245.62586511605315,235.1090252618244,1.044731757287994,4.281650000198372
A010,G_mean,0.883,246.7046462403669,236.442507430413,1.0434022584241716,4.159686072533631
A010,G_mean,0.884,248.86428984038332,237.77709795229669,1.0466285104140307,4.455115635593101
A010,G_mean,0.885,249.94476052250687,239.16846994573382,1.0450573212230614,4.311468883862706
A010,G_mean,0.886,252.11052152721135,240.56110169879912,1.048010338108914,4.581093941835209
A010,G_mean,0.887,254.2804114860114,242.01079918629353,1.0506986148592197,4.825229056384801
A010,G_mean,0.888,255.36798535994765,243.46191689194956,1.0489032067930446,4.662318360391248
A010,G_mean,0.889,257.5445284173014,244.97040765860402,1.0513291416660455,4.882309414985298
A010,G_mean,0.89,259.72574153309415,246.53651390547535,1.053498069793733,5.078136479567319
A010,G_mean,0.891,261.9115685522182,248.1043803533796,1.055650723212435,5.27169848783744
A010,G_mean,0.892,264.1021197695188,249.73021454993068,1.0575497251924022,5.441798510413507
A010,G_mean,0.893,265.1994505121936,251.35771866222532,1.0550678607509516,5.219366715592746
A010,G_mean,0.894,267.39772138139733,253.04347516241,1.0567264032782289,5.368125855685013
A010,G_mean,0.895,269.60114917756465,254.73140387443993,1.058374213296662,5.515460653074298
A010,G_mean,0.896,271.80926998489724,256.53478525976516,1.0595415733178846,5.619559894326183
A010,G_mean,0.897,274.02202079235633,258.34096427172653,1.060699070953905,5.7225534193517555
A010,G_mean,0.898,276.24220249875236,260.1499390501663,1.0618576483521023,5.8254181667476095
A010,G_mean,0.899,279.58055330832985,262.07499279497665,1.0667959973084802,6.261365572893599
A010,G_mean,0.9,281.8151013622379,264.0028556814784,1.0674698977584172,6.320543361465961
A010,G_mean,0.901,284.05437271921664,265.99079712631925,1.0679105284395198,6.359196452417578
A010,G_mean,0.902,286.29825451009907,268.03922944701543,1.0681207191229185,6.377623605958647
A010,G_mean,0.903,289.6772418431112,270.0914620871101,1.0725153605547306,6.761242143629893
A010,G_mean,0.904,291.9361684411064,272.2619423110112,1.0722621236119037,6.739221876875535
A010,G_mean,0.905,294.20405492753343,274.43641992082286,1.0720299259566703,6.719021942637614
A010,G_mean,0.906,297.61478684228615,276.6724153137967,1.075693745994652,7.036737572984683
A010,G_mean,0.907,301.03960575793997,278.9706380098136,1.0791085682191042,7.330918366227054
A010,G_mean,0.908,303.33236370634233,281.33175741238125,1.0782016452615133,7.25297031452273
A010,G_mean,0.909,306.7817610020424,283.75718649135115,1.081141819861514,7.505196669934344
A010,G_mean,0.91,310.2459954794009,286.30359009736634,1.0836259348822423,7.717232689833133
A010,G_mean,0.911,312.5643854231072,288.85649879928116,1.0820749635974092,7.584960964677258
A010,G_mean,0.912,316.0532339292173,291.5324204268598,1.0841100741607201,7.758444106871276
A010,G_mean,0.913,319.5573579886652,294.215607693917,1.0861332629270715,7.930266558170477
A010,G_mean,0.914,323.07617710649885,297.0224513765637,1.087716351438041,8.064267060256427
A010,G_mean,0.915,326.6103791510833,299.89621320373186,1.0890780369047321,8.179215252370776
A010,G_mean,0.916,331.3477593010582,302.896913641595,1.0939291368717208,8.586400499426077
A010,G_mean,0.917,334.91789896796814,305.90724424404954,1.0948348078372876,8.66201980046854
A010,G_mean,0.918,338.50365846452996,309.10483440036387,1.095109557639877,8.684935399966035
A010,G_mean,0.919,343.30658006927894,312.3733341958843,1.0990265252731108,9.010385372500672
A010,G_mean,0.92,348.1403618514565,315.71343730934126,1.1027099917522447,9.314324937695988
A010,G_mean,0.921,351.782360891724,319.1848288229639,1.1021274481903411,9.26639186402908
A010,G50,0.85,173.97563867621645,169.27695137760588,1.027757395560186,2.7007731279867464
A010,G50,0.851,173.97563867621645,169.64998563201323,1.0254975149457777,2.4863556053693467
A010,G50,0.852,174.54140432766619,169.99829668707045,1.0267244303568441,2.6028824840133407
A010,G50,0.853,175.11054210351674,170.37552267563535,1.0277916648678227,2.704017342989132
A010,G50,0.854,175.68304090323608,170.75490645435377,1.0288608658527754,2.8051281578149987
A010,G50,0.855,176.25888611888718,171.13643916013248,1.0299319477715765,2.9062063601715766
A010,G50,0.856,176.83805929637305,171.54760739475765,1.0308395551646563,2.9916930341046353
A010,G50,0.857,177.4205377631441,171.96121192173712,1.031747425947961,3.077054049230296
A010,G50,0.858,178.00652594470532,172.37724432370368,1.0326567560764026,3.1624018227007475
A010,G50,0.859,178.59596134182073,172.7956942214871,1.033567197067416,3.2477034064797845
A010,G50,0.86,179.18870840200717,173.24467972061754,1.0343100214735323,3.3171893108656674
A010,G50,0.861,179.7847314528304,173.66808856803138,1.0352203040595047,3.4022037552192543
A010,G50,0.862,180.9864322126638,174.15079309357563,1.0392512660876325,3.776879313835044
A010,G50,0.863,181.59200611401775,174.60789766869624,1.039998811843971,3.8460439943244733
A010,G50,0.864,182.2011059821928,175.0964800921185,1.04057549235905,3.8993319232478494
A010,G50,0.865,182.81385861861074,175.5880692066388,1.0411519384239503,3.952539192910147
A010,G50,0.866,183.42968750207248,176.0826513017382,1.041724929435236,4.005369196440071
A010,G50,0.867,184.04851377358716,176.60953511579828,1.0421210477277534,4.041857500104659
A010,G50,0.868,184.67024813001032,177.13973666894574,1.042511700664534,4.077815207007793
A010,G50,0.869,185.92529453746909,177.67324074304736,1.046445113287239,4.438370698807054
A010,G50,0.87,186.55708124404677,178.21002868831977,1.0468382874811473,4.474261979263985
A010,G50,0.871,187.19213723828588,178.78014255536374,1.0470521757208977,4.493775650530714
A010,G50,0.872,187.83123825176756,179.38413161624152,1.0470894864524416,4.497178804839474
A010,G50,0.873,189.11742467805,179.9616564002988,1.0508762169724952,4.841313957895646
A010,G50,0.874,189.76648853304727,180.6040534055685,1.0507321677155463,4.828268256585866
A010,G50,0.875,190.41797000418464,181.2199467747906,1.0507561302885977,4.830438655128971
A010,G50,0.876,191.73105157674166,181.8708157294087,1.0542156024746887,5.142743320002274
A010,G50,0.877,192.39199436944628,182.52598877262727,1.054052607319986,5.128074912448549
A010,G50,0.878,193.72475577088355,183.21691248830373,1.057351928595842,5.424109706973819
A010,G50,0.879,194.39474217900298,183.91250923117462,1.056995758426918,5.392240978501405
A010,G50,0.88,195.74720096384732,184.61275034290435,1.060312468127264,5.688178715260089
A010,G50,0.881,196.4281534372618,185.3497309463226,1.0597703726591734,5.639936178740087
A010,G50,0.882,197.7990307323866,186.12408825342595,1.0627266604151961,5.902426536536632
A010,G50,0.883,198.49026616759863,186.90388874817086,1.0619910987247514,5.837252195351805
A010,G50,0.884,199.88105738480456,187.6890990875896,1.0649582653253895,6.099606664449143
A010,G50,0.885,200.57997968141427,188.51273954051155,1.0640128628458527,6.01617377769676
A010,G50,0.886,201.99033178071846,189.34218500824795,1.0668004690656736,6.26175850149174
A010,G50,0.887,203.41352740099177,190.21094329513494,1.069410223603021,6.49051431069794
A010,G50,0.888,204.13124119198727,191.0859090384645,1.068269461726227,6.390659301999488
A010,G50,0.889,205.5740015343345,192.00109556634482,1.0706918152105005,6.602442851083382
A010,G50,0.89,207.02976045915466,192.95722892741878,1.0729308334803527,6.7973471545953315
A010,G50,0.891,208.49845917509407,193.92045228337957,1.0751751902394049,6.991901498644695
A010,G50,0.892,209.97999971944196,194.92558197964993,1.0772316162245124,7.169453166923762
A010,G50,0.893,210.72579643502817,195.93822605588758,1.0754705739497852,7.017446667332898
A010,G50,0.894,212.22758063165014,196.99375674173768,1.077331506043028,7.178060384315853
A010,G50,0.895,213.74209798088557,198.05722039650377,1.0791936671280211,7.338225708715782
A010,G50,0.896,215.26910503101587,199.20100549919835,1.0806627430998694,7.464192100163392
A010,G50,0.897,216.80829108034945,200.35405193153508,1.0821258117327075,7.589303465667001
A010,G50,0.898,218.36307887512487,201.51628322859025,1.083600170550111,7.71503851902033
A010,G50,0.899,220.71703159363506,202.76095168631744,1.0885578794041995,8.135339523946106
A010,G50,0.9,222.30573093326987,204.01589985222785,1.089649047423704,8.227332243869206
A010,G50,0.901,223.90603430629312,205.31836103957622,1.0905309840415784,8.301550837745552
A010,G50,0.902,225.51756263978447,206.6692346599375,1.0912004537630424,8.35780936935413
A010,G50,0.903,227.96285762711486,208.03142228092253,1.095809734547107,8.743281933583543
A010,G50,0.904,229.60755647721186,209.4815378629141,1.0960753812465722,8.76539906747155
A010,G50,0.905,231.26970310388256,210.94412414889544,1.0963552743504734,8.788690728701813
A010,G50,0.906,233.7841270203881,212.45814136873247,1.1003773520481064,9.122084515941413
A010,G50,0.907,236.328462500203,214.02454585651344,1.1042119564110302,9.437676870457521
A010,G50,0.908,238.04340885128093,215.6446280774221,1.1038689485268192,9.409536219443316
A010,G50,0.909,240.63829369377595,217.32073873557638,1.107295581148245,9.689877118174847
A010,G50,0.91,243.2630142454904,219.09281300858163,1.1103194618983785,9.935830694146244
A010,G50,0.911,245.0307058330667,220.8816617379893,1.1093302354983323,9.855517500541142
A010,G50,0.912,247.70580774509187,222.76943689555097,1.1119380252383217,10.066930233304149
A010,G50,0.913,250.4106020800771,224.67525651784612,1.11454463638361,10.27725876957927
A010,G50,0.914,253.14501703191073,226.6830215535063,1.1167356747631774,10.453295027754276
A010,G50,0.915,255.90897085934742,228.7530929765531,1.1187126151145759,10.611538076060539
A010,G50,0.916,259.64244276804226,230.92999143585615,1.1243340076949746,11.05845832679871
A010,G50,0.917,262.4764353999043,233.12944529151608,1.1258828118931583,11.180809455780553
A010,G50,0.918,265.33960010642005,235.4832905770332,1.1267873803539366,11.252112205419907
A010,G50,0.919,269.20001968338994,237.90675703672784,1.1315358295680147,11.62453950912284
A010,G50,0.92,273.11681383593066,240.40114083645892,1.1360878441992406,11.978637470165058
A010,G50,0.921,276.0864417384101,243.01306769160195,1.1360971011187768,11.979354668254558
A010,G90,0.85,277.7816199531753,283.8953324043926,0.9784649067688488,-2.200906039876877
A010,G90,0.851,277.7816199531753,285.59064125082773,0.9726565924448696,-2.8112087829888663
A010,G90,0.852,280.00133278994554,287.16012955420933,0.9750703665742971,-2.556700960289448
A010,G90,0.853,282.2124238625278,288.84558810107234,0.9770356047944084,-2.350415388436513
A010,G90,0.854,284.4147864230134,290.5260640106809,0.9789647871750233,-2.148720066395592
A010,G90,0.855,286.60808368423164,292.201650706683,0.9808571682982509,-1.9516431464696493
A010,G90,0.856,288.79330744723694,293.99153740586485,0.9823184367669346,-1.799982833597217
A010,G90,0.857,290.9706068245257,295.77594959951773,0.9837534364051624,-1.6514873538033972
A010,G90,0.858,293.1401279942706,297.55498545579803,0.9851628852571073,-1.5060570150306238
A010,G90,0.859,295.3020142837336,299.32874357324107,0.9865474687080222,-1.3635969599714337
A010,G90,0.86,297.45640625036594,301.21487849123,0.9875222888733449,-1.2635371644006932
A010,G90,0.861,299.6034417607195,302.97799656013314,0.9888620466247492,-1.1263404651101372
A010,G90,0.862,303.8751966237581,304.9697219031177,0.9964110362414688,-0.3601890814125322
A010,G90,0.863,306.0005704190663,306.83840711316077,0.9972694529932642,-0.27380233080840227
A010,G90,0.864,308.1191770687205,308.81766399914824,0.997738189838682,-0.2266937543689347
A010,G90,0.865,310.23114091473605,310.7906524046544,0.9981997158357585,-0.18035310325991838
A010,G90,0.866,312.3365840936482,312.7574807858442,0.9986542394089553,-0.13475741031663316
A010,G90,0.867,314.4356266025724,314.83354025666966,0.9987361141580632,-0.12654852708538034
A010,G90,0.868,316.5283863640307,316.9029087230812,0.9988181794841847,-0.11832188681483699
A010,G90,0.869,320.69551934276893,318.9656994931547,1.005423215889241,0.5393963261972881
A010,G90,0.87,322.77011860022594,321.0220262050135,1.0054453970522759,0.5415905297533348
A010,G90,0.871,324.8388873131225,323.18579494523584,1.005114990800158,0.5088960812420142
A010,G90,0.872,326.9019339669571,325.45601202950616,1.0044427568826715,0.44231060976134745
A010,G90,0.873,331.0112865673282,327.6055822429063,1.0103957457046528,1.0288786100739922
A010,G90,0.874,333.0578011888016,329.97379265775334,1.009346222638496,0.925967961128764
A010,G90,0.875,335.0990112174057,332.22160177165694,1.008661114841432,0.8586744064971172
A010,G90,0.876,339.16548341181857,334.57414619209067,1.0137229288992697,1.353715942300962
A010,G90,0.877,341.1908233279828,336.9188652030426,1.0126794862684987,1.252072984634045
A010,G90,0.878,345.22671723294036,339.36712073970796,1.0172662468905662,1.6973183710108448
A010,G90,0.879,347.23746113031336,341.80708600500606,1.015887251457472,1.5638794004628889
A010,G90,0.88,351.24500865488386,344.2388930311786,1.0203524812725642,1.9946520095860385
A010,G90,0.881,353.24199528641844,346.7727360602548,1.0186556166429404,1.831395845479303
A010,G90,0.882,357.22181201127506,349.4072116147541,1.0223653094061982,2.1876044893569575
A010,G90,0.883,359.20486641015947,352.032617688978,1.0203738186769902,1.996701434716032
A010,G90,0.884,363.1584989034005,354.6490953032798,1.0239938680594798,2.3431652090797495
A010,G90,0.885,365.1292491517229,357.3651742245858,1.021725885696567,2.1263908452074904
A010,G90,0.886,369.05763093569465,360.07190731008524,1.024955358758025,2.4347751875032073
A010,G90,0.887,372.96980768439045,362.87712959899693,1.0278129351842775,2.70603085757924
A010,G90,0.888,374.9203884185219,365.67260188341476,1.0252897988186043,2.4666000625135105
A010,G90,0.889,378.80909114422417,368.56546920720876,1.0277932220808683,2.704164756467088
A010,G90,0.89,382.6830307056195,371.5548455209406,1.0299503164036967,2.907937977850725
A010,G90,0.891,386.54215709884136,374.5335458500465,1.0320628455898122,3.1066756958476285
A010,G90,0.892,390.38706655303156,377.60769054725233,1.033842997178523,3.273514186475554
A010,G90,0.893,392.30464335891287,380.6698680770133,1.0305639512280647,2.965750081947198
A010,G90,0.894,396.1280497974742,383.82615147731195,1.0320507038741717,3.105535779769141
A010,G90,0.895,399.9389353031491,386.9711653229575,1.0335109464018306,3.242437491204034
A010,G90,0.896,403.73632154395386,390.3136047010878,1.034389569518453,3.324624544934521
A010,G90,0.897,407.5207234537056,393.6437597321733,1.0352525942008428,3.4052166976752036
A010,G90,0.898,411.29349095388324,396.9618026338438,1.0361034442733499,3.4845405131019747
A010,G90,0.899,416.9287706426178,400.47442204851467,1.041087139872593,3.9465610801437014
A010,G90,0.9,420.67029902983,403.97241928306306,1.04133420736099,3.9693507683514557
A010,G90,0.901,424.4004956827049,407.559814662053,1.0413207593457567,3.968110591756371
A010,G90,0.902,428.11986887416646,411.2358839501971,1.0410566917502124,3.943751774092962
A010,G90,0.903,433.67747168043593,414.8982216348808,1.045262305467487,4.330234165216896
A010,G90,0.904,437.3695963568604,418.74955268990425,1.044465823419625,4.257278928863547
A010,G90,0.905,441.0508758493855,422.5851100553201,1.0436971520166625,4.186765474278579
A010,G90,0.906,446.5529930933816,426.5057211856134,1.0470035240137934,4.489337708587699
A010,G90,0.907,452.03227335932627,430.51151970084726,1.0499887986120169,4.760888752155949
A010,G90,0.908,455.67325836815235,434.601725860619,1.0484846958805938,4.624263574955935
A010,G90,0.909,461.1165180546639,438.77556458815906,1.0509165853104752,4.844969241343989
A010,G90,0.91,466.5396183585253,443.1287366378639,1.0528308813783687,5.017983639423877
A010,G90,0.911,470.14297113320185,447.46445194229534,1.0506822812236067,4.823749493955776
A010,G90,0.912,475.53056169217655,451.97938199991387,1.0521067567021611,4.952611165191097
A010,G90,0.913,480.8997884420374,456.47642710474895,1.0535041020457425,5.078679992023362
A010,G90,0.914,486.24888394720443,461.1477876303644,1.0544317830208478,5.162191039510011
A010,G90,0.915,491.5803318318002,465.89682706714905,1.0551270222772937,5.224681115484309
A010,G90,0.916,498.66016454476204,470.81973212165235,1.0591318301330586,5.583047213832657
A010,G90,0.917,503.9479806267839,475.7221084666276,1.059332689521484,5.600949551390282
A010,G90,0.918,509.2197946334531,480.8884366548022,1.058914616819926,5.563679628566756
A010,G90,0.919,516.2218876363531,486.1286809005828,1.0619037878613145,5.829510033671623
A010,G90,0.92,523.1953072210168,491.44212907940005,1.064612242749922,6.0690869553619775
A010,G90,0.921,528.4061722494564,496.91893812947507,1.0633649307842987,5.958907328038646
A011,G_mean,0.85,508.7070849662909,516.984188465245,0.9839896389800119,-1.6270863417407673
A011,G_mean,0.851,508.7070849662909,517.3569509062036,0.9832806615920372,-1.7003627815574411
A011,G_mean,0.852,509.4535444925683,517.7492260444101,0.9839774139012807,-1.6283489714660067
A011,G_mean,0.853,509.4535444925683,518.1444307656677,0.9832269040115769,-1.7059232126367472
A011,G_mean,0.854,510.24118367093945,518.5597341389475,0.9839583563466978,-1.630317335061064
A011,G_mean,0.855,510.24118367093945,518.9780522099638,0.9831652446537572,-1.712301715076548
A011,G_mean,0.856,511.07135338506504,519.408241500077,0.983949257156693,-1.6312571737376576
A011,G_mean,0.857,511.9458862185579,519.8507490002618,0.984793976353971,-1.5440817075594477
A011,G_mean,0.858,511.9458862185579,520.3057834345071,0.9839327228677605,-1.6329650146617793
A011,G_mean,0.859,512.8439581407604,520.773424302866,0.9847736735554037,-1.5461752129932098
A011,G_mean,0.86,512.8439581407604,521.2630438871266,0.9838486809201281,-1.6416466671243208
A011,G_mean,0.861,513.7548368746164,521.756820752037,0.9846633842450072,-1.5575491076833499
A011,G_mean,0.862,514.6785282094016,522.2735775532883,0.9854577185783217,-1.475688012536741
A011,G_mean,0.863,514.6785282094016,522.7949319010306,0.984474976331321,-1.5769850978369775
A011,G_mean,0.864,515.6151596675152,523.3396753174359,0.9852399578815891,-1.498116474097039
A011,G_mean,0.865,516.5642394453719,523.8987897217611,0.9860000625687939,-1.4198718603255005
