stage,case_id,base_mechanism,initial_microstructure_mode,G0_mean_nm,rho0,topology,pore_ln_sigma,large_pore_tail_fraction,large_pore_radius_factor,bimodal_fine_fraction,G0_ln_sigma,coarse_grain_tail_fraction,coarse_grain_radius_factor,pore_location_bias,grain_pore_correlation,residual_stress_mode,sigma_res_scale,stress_sign,rate,peak_T_C,hold_h,production_k_PR_ref_s,budget_h,targets
combined,C061,mech_019,large_pore_tail,150,0.75,TJ_rich,0.65,0.05,8,0.7,0.5,0.1,4,GBseg_fine_rich,large_pores_on_large_grains,evolving_PR_generated,2.0,tensile,100,1400,20,0.0002,96,0.85;0.88;0.90;0.92
combined,C062,mech_009_q0,bimodal_pore_distribution,225,0.75,mixed_GBseg_TJ,0.95,0.1,12,0.9,0.75,0.2,8,TJ_large_rich,large_pores_on_small_grains,evolving_shear_generated,2.0,mixed,20,1450,20,0.0002,96,0.85;0.88;0.90;0.92
combined,C063,mech_019_q0,broad_grain_distribution,75,0.65,mixed_GBseg_TJ,1.2,0.2,12,0.5,0.25,0.05,2,isolated_large_rich,TJ_pores_on_small_grains,mixed_evolving,2.0,compressive,100,1500,20,0.0002,96,0.85;0.88;0.90;0.92
combined,C064,mech_009,correlated_pore_grain_distribution,150,0.65,baseline,0.35,0.02,2,0.7,0.5,0.1,4,mixed,isolated_pores_on_large_grains,initial_only,0.25,tensile,20,1350,0,0.0002,96,0.85;0.88;0.90;0.92
combined,C065,mech_019,defect_rich_large_pore,225,0.65,baseline,0.65,0.05,2,0.9,0.75,0.2,8,baseline,none,evolving_PR_generated,0.25,mixed,100,1400,0,0.0002,96,0.85;0.88;0.90;0.92
combined,C066,mech_009_q0,broad_pore_distribution,75,0.7,GBseg_rich,0.95,0.1,4,0.5,0.25,0.05,2,GBseg_fine_rich,large_pores_on_large_grains,evolving_shear_generated,0.25,compressive,20,1450,0,0.0002,96,0.85;0.88;0.90;0.92
combined,C067,mech_019_q0,large_pore_tail,150,0.7,GBseg_rich,1.2,0.2,4,0.7,0.5,0.1,4,TJ_large_rich,large_pores_on_small_grains,mixed_evolving,0.25,tensile,100,1500,0,0.0002,96,0.85;0.88;0.90;0.92
combined,C068,mech_009,bimodal_pore_distribution,225,0.7,TJ_rich,0.35,0.02,8,0.9,0.75,0.2,8,isolated_large_rich,TJ_pores_on_small_grains,initial_only,0.5,mixed,20,1350,2,0.0002,96,0.85;0.88;0.90;0.92
combined,C069,mech_019,broad_grain_distribution,75,0.75,TJ_rich,0.65,0.05,8,0.5,0.25,0.05,2,mixed,isolated_pores_on_large_grains,evolving_PR_generated,0.5,compressive,100,1400,2,0.0002,96,0.85;0.88;0.90;0.92
combined,C070,mech_009_q0,correlated_pore_grain_distribution,150,0.75,mixed_GBseg_TJ,0.95,0.1,12,0.7,0.5,0.1,4,baseline,none,evolving_shear_generated,0.5,tensile,20,1450,2,0.0002,96,0.85;0.88;0.90;0.92
combined,C071,mech_019_q0,defect_rich_large_pore,225,0.75,mixed_GBseg_TJ,1.2,0.2,12,0.9,0.75,0.2,8,GBseg_fine_rich,large_pores_on_large_grains,mixed_evolving,0.5,mixed,100,1500,2,0.0002,96,0.85;0.88;0.90;0.92
combined,C072,mech_009,broad_pore_distribution,75,0.65,baseline,0.35,0.02,2,0.5,0.25,0.05,2,TJ_large_rich,large_pores_on_small_grains,initial_only,1.0,compressive,20,1350,8,0.0002,96,0.85;0.88;0.90;0.92
combined,C073,mech_019,large_pore_tail,150,0.65,baseline,0.65,0.05,2,0.7,0.5,0.1,4,isolated_large_rich,TJ_pores_on_small_grains,evolving_PR_generated,1.0,tensile,100,1400,8,0.0002,96,0.85;0.88;0.90;0.92
combined,C074,mech_009_q0,bimodal_pore_distribution,225,0.65,GBseg_rich,0.95,0.1,4,0.9,0.75,0.2,8,mixed,isolated_pores_on_large_grains,evolving_shear_generated,1.0,mixed,20,1450,8,0.0002,96,0.85;0.88;0.90;0.92
combined,C075,mech_019_q0,broad_grain_distribution,75,0.7,GBseg_rich,1.2,0.2,4,0.5,0.25,0.05,2,baseline,none,mixed_evolving,1.0,compressive,100,1500,8,0.0002,96,0.85;0.88;0.90;0.92
combined,C076,mech_009,correlated_pore_grain_distribution,150,0.7,TJ_rich,0.35,0.02,8,0.7,0.5,0.1,4,GBseg_fine_rich,large_pores_on_large_grains,initial_only,2.0,tensile,20,1350,20,0.0002,96,0.85;0.88;0.90;0.92
combined,C077,mech_019,defect_rich_large_pore,225,0.7,TJ_rich,0.65,0.05,8,0.9,0.75,0.2,8,TJ_large_rich,large_pores_on_small_grains,evolving_PR_generated,2.0,mixed,100,1400,20,0.0002,96,0.85;0.88;0.90;0.92
combined,C078,mech_009_q0,broad_pore_distribution,75,0.75,mixed_GBseg_TJ,0.95,0.1,12,0.5,0.25,0.05,2,isolated_large_rich,TJ_pores_on_small_grains,evolving_shear_generated,2.0,compressive,20,1450,20,0.0002,96,0.85;0.88;0.90;0.92
combined,C079,mech_019_q0,large_pore_tail,150,0.75,mixed_GBseg_TJ,1.2,0.2,12,0.7,0.5,0.1,4,mixed,isolated_pores_on_large_grains,mixed_evolving,2.0,tensile,100,1500,20,0.0002,96,0.85;0.88;0.90;0.92
combined,C080,mech_009,bimodal_pore_distribution,225,0.75,baseline,0.35,0.02,2,0.9,0.75,0.2,8,baseline,none,initial_only,0.25,mixed,20,1350,0,0.0002,96,0.85;0.88;0.90;0.92
combined,C081,mech_019,broad_grain_distribution,75,0.65,baseline,0.65,0.05,2,0.5,0.25,0.05,2,GBseg_fine_rich,large_pores_on_large_grains,evolving_PR_generated,0.25,compressive,100,1400,0,0.0002,96,0.85;0.88;0.90;0.92
combined,C082,mech_009_q0,correlated_pore_grain_distribution,150,0.65,GBseg_rich,0.95,0.1,4,0.7,0.5,0.1,4,TJ_large_rich,large_pores_on_small_grains,evolving_shear_generated,0.25,tensile,20,1450,0,0.0002,96,0.85;0.88;0.90;0.92
combined,C083,mech_019_q0,defect_rich_large_pore,225,0.65,GBseg_rich,1.2,0.2,4,0.9,0.75,0.2,8,isolated_large_rich,TJ_pores_on_small_grains,mixed_evolving,0.25,mixed,100,1500,0,0.0002,96,0.85;0.88;0.90;0.92
combined,C084,mech_009,broad_pore_distribution,75,0.7,TJ_rich,0.35,0.02,8,0.5,0.25,0.05,2,mixed,isolated_pores_on_large_grains,initial_only,0.5,compressive,20,1350,2,0.0002,96,0.85;0.88;0.90;0.92
combined,C085,mech_019,large_pore_tail,150,0.7,TJ_rich,0.65,0.05,8,0.7,0.5,0.1,4,baseline,none,evolving_PR_generated,0.5,tensile,100,1400,2,0.0002,96,0.85;0.88;0.90;0.92
combined,C086,mech_009_q0,bimodal_pore_distribution,225,0.7,mixed_GBseg_TJ,0.95,0.1,12,0.9,0.75,0.2,8,GBseg_fine_rich,large_pores_on_large_grains,evolving_shear_generated,0.5,mixed,20,1450,2,0.0002,96,0.85;0.88;0.90;0.92
combined,C087,mech_019_q0,broad_grain_distribution,75,0.75,mixed_GBseg_TJ,1.2,0.2,12,0.5,0.25,0.05,2,TJ_large_rich,large_pores_on_small_grains,mixed_evolving,0.5,compressive,100,1500,2,0.0002,96,0.85;0.88;0.90;0.92
combined,C088,mech_009,correlated_pore_grain_distribution,150,0.75,baseline,0.35,0.02,2,0.7,0.5,0.1,4,isolated_large_rich,TJ_pores_on_small_grains,initial_only,1.0,tensile,20,1350,8,0.0002,96,0.85;0.88;0.90;0.92
combined,C089,mech_019,defect_rich_large_pore,225,0.75,baseline,0.65,0.05,2,0.9,0.75,0.2,8,mixed,isolated_pores_on_large_grains,evolving_PR_generated,1.0,mixed,100,1400,8,0.0002,96,0.85;0.88;0.90;0.92
combined,C090,mech_009_q0,broad_pore_distribution,75,0.65,GBseg_rich,0.95,0.1,4,0.5,0.25,0.05,2,baseline,none,evolving_shear_generated,1.0,compressive,20,1450,8,0.0002,96,0.85;0.88;0.90;0.92
combined,C091,mech_019_q0,large_pore_tail,150,0.65,GBseg_rich,1.2,0.2,4,0.7,0.5,0.1,4,GBseg_fine_rich,large_pores_on_large_grains,mixed_evolving,1.0,tensile,100,1500,8,0.0002,96,0.85;0.88;0.90;0.92
combined,C092,mech_009,bimodal_pore_distribution,225,0.65,TJ_rich,0.35,0.02,8,0.9,0.75,0.2,8,TJ_large_rich,large_pores_on_small_grains,initial_only,2.0,mixed,20,1350,20,0.0002,96,0.85;0.88;0.90;0.92
combined,C093,mech_019,broad_grain_distribution,75,0.7,TJ_rich,0.65,0.05,8,0.5,0.25,0.05,2,isolated_large_rich,TJ_pores_on_small_grains,evolving_PR_generated,2.0,compressive,100,1400,20,0.0002,96,0.85;0.88;0.90;0.92
combined,C094,mech_009_q0,correlated_pore_grain_distribution,150,0.7,mixed_GBseg_TJ,0.95,0.1,12,0.7,0.5,0.1,4,mixed,isolated_pores_on_large_grains,evolving_shear_generated,2.0,tensile,20,1450,20,0.0002,96,0.85;0.88;0.90;0.92
combined,C095,mech_019_q0,defect_rich_large_pore,225,0.7,mixed_GBseg_TJ,1.2,0.2,12,0.9,0.75,0.2,8,baseline,none,mixed_evolving,2.0,mixed,100,1500,20,0.0002,96,0.85;0.88;0.90;0.92
