mechanism_id,map_type,growth_tolerance,boundary_status,tier,G0_nm,n_cases
mech_009,practical,0.1,COMPLETE_WINDOW,Tier_C,100.0,1
mech_009,practical,0.1,COMPLETE_WINDOW,Tier_C,125.0,58
mech_009,practical,0.1,COMPLETE_WINDOW,Tier_C,150.0,55
mech_009,practical,0.1,COMPLETE_WINDOW,Tier_C,175.0,60
mech_009,practical,0.1,COMPLETE_WINDOW,Tier_C,200.0,56
mech_009,practical,0.1,COMPLETE_WINDOW,Tier_C,225.0,51
mech_009,practical,0.1,COMPLETE_WINDOW,Tier_C,250.0,48
mech_009,practical,0.1,COMPLETE_WINDOW,Tier_C,300.0,32
mech_009,practical,0.1,NO_OVERLAP,Tier_C,75.0,38
mech_009,practical,0.1,NO_OVERLAP,Tier_C,100.0,65
mech_009,practical,0.1,NO_OVERLAP,Tier_C,125.0,36
mech_009,practical,0.1,UPPER_BOUND_RIGHT_CENSORED,Tier_C,150.0,20
mech_009,practical,0.1,UPPER_BOUND_RIGHT_CENSORED,Tier_C,175.0,35
mech_009,practical,0.1,UPPER_BOUND_RIGHT_CENSORED,Tier_C,200.0,35
mech_009,practical,0.1,UPPER_BOUND_RIGHT_CENSORED,Tier_C,225.0,35
mech_009,practical,0.1,UPPER_BOUND_RIGHT_CENSORED,Tier_C,250.0,35
mech_009,practical,0.1,UPPER_BOUND_RIGHT_CENSORED,Tier_C,300.0,105
mech_009_q0,kinetic,0.05,COMPLETE_WINDOW,Tier_C,150.0,10
mech_009_q0,kinetic,0.05,COMPLETE_WINDOW,Tier_C,175.0,27
mech_009_q0,kinetic,0.05,COMPLETE_WINDOW,Tier_C,200.0,55
mech_009_q0,kinetic,0.05,COMPLETE_WINDOW,Tier_C,225.0,73
mech_009_q0,kinetic,0.05,COMPLETE_WINDOW,Tier_C,250.0,131
mech_009_q0,kinetic,0.05,COMPLETE_WINDOW,Tier_C,300.0,227
mech_009_q0,kinetic,0.05,NO_OVERLAP,Tier_C,75.0,38
mech_009_q0,kinetic,0.05,NO_OVERLAP,Tier_C,100.0,66
mech_009_q0,kinetic,0.05,NO_OVERLAP,Tier_C,125.0,94
mech_009_q0,kinetic,0.05,NO_OVERLAP,Tier_C,150.0,117
mech_009_q0,kinetic,0.05,NO_OVERLAP,Tier_C,175.0,123
mech_009_q0,kinetic,0.05,NO_OVERLAP,Tier_C,200.0,113
mech_009_q0,kinetic,0.05,NO_OVERLAP,Tier_C,225.0,113
mech_009_q0,kinetic,0.05,NO_OVERLAP,Tier_C,250.0,69
mech_009_q0,kinetic,0.1,COMPLETE_WINDOW,Tier_C,100.0,1
mech_009_q0,kinetic,0.1,COMPLETE_WINDOW,Tier_C,125.0,10
mech_009_q0,kinetic,0.1,COMPLETE_WINDOW,Tier_C,150.0,48
mech_009_q0,kinetic,0.1,COMPLETE_WINDOW,Tier_C,175.0,109
mech_009_q0,kinetic,0.1,COMPLETE_WINDOW,Tier_C,200.0,168
mech_009_q0,kinetic,0.1,COMPLETE_WINDOW,Tier_C,225.0,186
mech_009_q0,kinetic,0.1,COMPLETE_WINDOW,Tier_C,250.0,200
mech_009_q0,kinetic,0.1,COMPLETE_WINDOW,Tier_C,300.0,227
mech_009_q0,kinetic,0.1,NO_OVERLAP,Tier_C,75.0,38
mech_009_q0,kinetic,0.1,NO_OVERLAP,Tier_C,100.0,65
mech_009_q0,kinetic,0.1,NO_OVERLAP,Tier_C,125.0,84
mech_009_q0,kinetic,0.1,NO_OVERLAP,Tier_C,150.0,79
mech_009_q0,kinetic,0.1,NO_OVERLAP,Tier_C,175.0,41
mech_009_q0,practical,0.05,COMPLETE_WINDOW,Tier_C,150.0,10
mech_009_q0,practical,0.05,COMPLETE_WINDOW,Tier_C,175.0,27
mech_009_q0,practical,0.05,COMPLETE_WINDOW,Tier_C,200.0,55
mech_009_q0,practical,0.05,COMPLETE_WINDOW,Tier_C,225.0,73
mech_009_q0,practical,0.05,COMPLETE_WINDOW,Tier_C,250.0,131
mech_009_q0,practical,0.05,COMPLETE_WINDOW,Tier_C,300.0,227
mech_009_q0,practical,0.05,NO_OVERLAP,Tier_C,75.0,38
mech_009_q0,practical,0.05,NO_OVERLAP,Tier_C,100.0,66
mech_009_q0,practical,0.05,NO_OVERLAP,Tier_C,125.0,94
mech_009_q0,practical,0.05,NO_OVERLAP,Tier_C,150.0,117
mech_009_q0,practical,0.05,NO_OVERLAP,Tier_C,175.0,123
mech_009_q0,practical,0.05,NO_OVERLAP,Tier_C,200.0,113
mech_009_q0,practical,0.05,NO_OVERLAP,Tier_C,225.0,113
mech_009_q0,practical,0.05,NO_OVERLAP,Tier_C,250.0,69
mech_009_q0,practical,0.1,COMPLETE_WINDOW,Tier_C,100.0,1
mech_009_q0,practical,0.1,COMPLETE_WINDOW,Tier_C,125.0,10
mech_009_q0,practical,0.1,COMPLETE_WINDOW,Tier_C,150.0,48
mech_009_q0,practical,0.1,COMPLETE_WINDOW,Tier_C,175.0,104
mech_009_q0,practical,0.1,COMPLETE_WINDOW,Tier_C,200.0,163
mech_009_q0,practical,0.1,COMPLETE_WINDOW,Tier_C,225.0,158
mech_009_q0,practical,0.1,COMPLETE_WINDOW,Tier_C,250.0,169
mech_009_q0,practical,0.1,COMPLETE_WINDOW,Tier_C,300.0,143
mech_009_q0,practical,0.1,NO_OVERLAP,Tier_C,75.0,38
mech_009_q0,practical,0.1,NO_OVERLAP,Tier_C,100.0,65
mech_009_q0,practical,0.1,NO_OVERLAP,Tier_C,125.0,84
mech_009_q0,practical,0.1,NO_OVERLAP,Tier_C,150.0,79
mech_009_q0,practical,0.1,NO_OVERLAP,Tier_C,175.0,41
mech_019,kinetic,0.05,COMPLETE_WINDOW,Tier_C,75.0,2
mech_019,kinetic,0.05,COMPLETE_WINDOW,Tier_C,100.0,91
mech_019,kinetic,0.05,COMPLETE_WINDOW,Tier_C,125.0,191
mech_019,kinetic,0.05,COMPLETE_WINDOW,Tier_C,150.0,222
mech_019,kinetic,0.05,COMPLETE_WINDOW,Tier_C,175.0,239
mech_019,kinetic,0.05,COMPLETE_WINDOW,Tier_C,200.0,252
mech_019,kinetic,0.05,COMPLETE_WINDOW,Tier_C,225.0,259
mech_019,kinetic,0.05,COMPLETE_WINDOW,Tier_C,250.0,266
mech_019,kinetic,0.05,COMPLETE_WINDOW,Tier_C,300.0,274
mech_019,kinetic,0.05,NO_OVERLAP,Tier_C,75.0,97
mech_019,kinetic,0.05,NO_OVERLAP,Tier_C,100.0,62
mech_019,kinetic,0.1,COMPLETE_WINDOW,Tier_C,75.0,51
mech_019,kinetic,0.1,COMPLETE_WINDOW,Tier_C,100.0,153
mech_019,kinetic,0.1,COMPLETE_WINDOW,Tier_C,125.0,191
mech_019,kinetic,0.1,COMPLETE_WINDOW,Tier_C,150.0,222
mech_019,kinetic,0.1,COMPLETE_WINDOW,Tier_C,175.0,239
mech_019,kinetic,0.1,COMPLETE_WINDOW,Tier_C,200.0,252
mech_019,kinetic,0.1,COMPLETE_WINDOW,Tier_C,225.0,259
mech_019,kinetic,0.1,COMPLETE_WINDOW,Tier_C,250.0,266
mech_019,kinetic,0.1,COMPLETE_WINDOW,Tier_C,300.0,274
mech_019,kinetic,0.1,NO_OVERLAP,Tier_C,75.0,48
mech_019,practical,0.05,COMPLETE_WINDOW,Tier_C,75.0,2
mech_019,practical,0.05,COMPLETE_WINDOW,Tier_C,100.0,91
mech_019,practical,0.05,COMPLETE_WINDOW,Tier_C,125.0,191
mech_019,practical,0.05,COMPLETE_WINDOW,Tier_C,150.0,153
mech_019,practical,0.05,COMPLETE_WINDOW,Tier_C,175.0,147
mech_019,practical,0.05,COMPLETE_WINDOW,Tier_C,200.0,138
mech_019,practical,0.05,COMPLETE_WINDOW,Tier_C,225.0,108
mech_019,practical,0.05,COMPLETE_WINDOW,Tier_C,250.0,101
mech_019,practical,0.05,COMPLETE_WINDOW,Tier_C,300.0,79
mech_019,practical,0.05,NO_OVERLAP,Tier_C,75.0,97
mech_019,practical,0.05,NO_OVERLAP,Tier_C,100.0,62
mech_019,practical,0.05,UPPER_BOUND_RIGHT_CENSORED,Tier_C,225.0,35
mech_019,practical,0.05,UPPER_BOUND_RIGHT_CENSORED,Tier_C,250.0,40
mech_019,practical,0.05,UPPER_BOUND_RIGHT_CENSORED,Tier_C,300.0,70
mech_019,practical,0.1,COMPLETE_WINDOW,Tier_C,75.0,51
mech_019,practical,0.1,COMPLETE_WINDOW,Tier_C,100.0,153
mech_019,practical,0.1,COMPLETE_WINDOW,Tier_C,125.0,176
mech_019,practical,0.1,COMPLETE_WINDOW,Tier_C,150.0,77
mech_019,practical,0.1,COMPLETE_WINDOW,Tier_C,175.0,69
mech_019,practical,0.1,COMPLETE_WINDOW,Tier_C,200.0,60
mech_019,practical,0.1,COMPLETE_WINDOW,Tier_C,225.0,43
mech_019,practical,0.1,COMPLETE_WINDOW,Tier_C,250.0,42
mech_019,practical,0.1,COMPLETE_WINDOW,Tier_C,300.0,30
mech_019,practical,0.1,NO_OVERLAP,Tier_C,75.0,48
mech_019,practical,0.1,UPPER_BOUND_RIGHT_CENSORED,Tier_C,150.0,30
mech_019,practical,0.1,UPPER_BOUND_RIGHT_CENSORED,Tier_C,175.0,35
mech_019,practical,0.1,UPPER_BOUND_RIGHT_CENSORED,Tier_C,200.0,43
mech_019,practical,0.1,UPPER_BOUND_RIGHT_CENSORED,Tier_C,225.0,70
mech_019,practical,0.1,UPPER_BOUND_RIGHT_CENSORED,Tier_C,250.0,70
mech_019,practical,0.1,UPPER_BOUND_RIGHT_CENSORED,Tier_C,300.0,105
mech_019_q0,kinetic,0.05,COMPLETE_WINDOW,Tier_C,75.0,2
mech_019_q0,kinetic,0.05,COMPLETE_WINDOW,Tier_C,100.0,91
mech_019_q0,kinetic,0.05,COMPLETE_WINDOW,Tier_C,125.0,191
mech_019_q0,kinetic,0.05,COMPLETE_WINDOW,Tier_C,150.0,218
mech_019_q0,kinetic,0.05,COMPLETE_WINDOW,Tier_C,175.0,235
mech_019_q0,kinetic,0.05,COMPLETE_WINDOW,Tier_C,200.0,248
mech_019_q0,kinetic,0.05,COMPLETE_WINDOW,Tier_C,225.0,258
mech_019_q0,kinetic,0.05,COMPLETE_WINDOW,Tier_C,250.0,266
mech_019_q0,kinetic,0.05,COMPLETE_WINDOW,Tier_C,300.0,273
mech_019_q0,kinetic,0.05,NO_OVERLAP,Tier_C,75.0,97
mech_019_q0,kinetic,0.05,NO_OVERLAP,Tier_C,100.0,62
mech_019_q0,kinetic,0.1,COMPLETE_WINDOW,Tier_C,75.0,51
mech_019_q0,kinetic,0.1,COMPLETE_WINDOW,Tier_C,100.0,153
mech_019_q0,kinetic,0.1,COMPLETE_WINDOW,Tier_C,125.0,191
mech_019_q0,kinetic,0.1,COMPLETE_WINDOW,Tier_C,150.0,218
mech_019_q0,kinetic,0.1,COMPLETE_WINDOW,Tier_C,175.0,235
mech_019_q0,kinetic,0.1,COMPLETE_WINDOW,Tier_C,200.0,248
mech_019_q0,kinetic,0.1,COMPLETE_WINDOW,Tier_C,225.0,258
mech_019_q0,kinetic,0.1,COMPLETE_WINDOW,Tier_C,250.0,266
mech_019_q0,kinetic,0.1,COMPLETE_WINDOW,Tier_C,300.0,273
mech_019_q0,kinetic,0.1,NO_OVERLAP,Tier_C,75.0,48
mech_019_q0,practical,0.05,COMPLETE_WINDOW,Tier_C,75.0,2
mech_019_q0,practical,0.05,COMPLETE_WINDOW,Tier_C,100.0,91
mech_019_q0,practical,0.05,COMPLETE_WINDOW,Tier_C,125.0,191
mech_019_q0,practical,0.05,COMPLETE_WINDOW,Tier_C,150.0,218
mech_019_q0,practical,0.05,COMPLETE_WINDOW,Tier_C,175.0,229
mech_019_q0,practical,0.05,COMPLETE_WINDOW,Tier_C,200.0,185
mech_019_q0,practical,0.05,COMPLETE_WINDOW,Tier_C,225.0,139
mech_019_q0,practical,0.05,COMPLETE_WINDOW,Tier_C,250.0,128
mech_019_q0,practical,0.05,COMPLETE_WINDOW,Tier_C,300.0,102
mech_019_q0,practical,0.05,NO_OVERLAP,Tier_C,75.0,97
mech_019_q0,practical,0.05,NO_OVERLAP,Tier_C,100.0,62
mech_019_q0,practical,0.1,COMPLETE_WINDOW,Tier_C,75.0,51
mech_019_q0,practical,0.1,COMPLETE_WINDOW,Tier_C,100.0,153
mech_019_q0,practical,0.1,COMPLETE_WINDOW,Tier_C,125.0,185
mech_019_q0,practical,0.1,COMPLETE_WINDOW,Tier_C,150.0,85
mech_019_q0,practical,0.1,COMPLETE_WINDOW,Tier_C,175.0,74
mech_019_q0,practical,0.1,COMPLETE_WINDOW,Tier_C,200.0,66
mech_019_q0,practical,0.1,COMPLETE_WINDOW,Tier_C,225.0,55
mech_019_q0,practical,0.1,COMPLETE_WINDOW,Tier_C,250.0,51
mech_019_q0,practical,0.1,COMPLETE_WINDOW,Tier_C,300.0,41
mech_019_q0,practical,0.1,NO_OVERLAP,Tier_C,75.0,48
