audit_case,t_s,T_C,rho,A_closed,closed_accommodation_used,closed_accommodation_capacity,closed_shrinkage_flux,Gamma_migration
resolved_5C,3514.9717203592772,1241.4923592465916,0.8091378492251886,0.016749743008487857,0.19665005139830244,0.2,1.3910253512072675e-11,0.12026927444614233
resolved_5C,3581.381069334694,1247.0867174873183,0.8162195098140138,0.01819472008732808,0.1963610559825344,0.2,1.8781287815415547e-11,0.12080931103631105
resolved_5C,3645.170795984929,1252.4539458848062,0.822580754786228,0.019638606976563177,0.19607227860468737,0.2,2.4909496320346046e-11,0.1214516862952413
resolved_5C,3706.711681763037,1257.6266481434113,0.8283300039542223,0.021083894830513213,0.19578322103389736,0.2,3.253579861209072e-11,0.12218729688123935
resolved_5C,3780.9297478053923,1263.8587858029864,0.8347916569782304,0.022896128576127522,0.1954207742847745,0.2,4.4608937171686114e-11,0.12322791079963273
resolved_5C,3852.577445404679,1269.8695112096239,0.8405798550131058,0.024718770715703563,0.1950562458568593,0.2,6.012446326615469e-11,0.12439446461367039
resolved_5C,3922.03466610288,1275.6919003048642,0.8458083805255261,0.02655603581949334,0.19468879283610133,0.2,7.988325986626558e-11,0.1256805473527653
resolved_5C,3989.6090777213235,1281.352668621705,0.8505679573783556,0.02841189568664672,0.19431762086267068,0.2,1.0485859825337609e-10,0.12708204861211267
resolved_5C,4055.5529190624134,1286.8736685771805,0.8549312937082614,0.030290097434948943,0.19394198051301023,0.2,1.3623105857625024e-10,0.12859664922969846
resolved_5C,4120.075161391239,1292.2729684650426,0.8589570287870611,0.03219418435702574,0.19356116312859487,0.2,1.7543011964845165e-10,0.13022341538262447
resolved_5C,4183.350515989851,1297.565648208592,0.8626927884124062,0.03412751812227915,0.19317449637554418,0.2,2.241837152687088e-10,0.13196247166049627
resolved_5C,4245.526237922024,1302.7643982127993,0.8661775377371,0.03609330104023363,0.19278133979195328,0.2,2.845771807954177e-10,0.13381474415168068
resolved_5C,4306.727351955525,1307.8799778986336,0.869443391720105,0.03809459718988671,0.19238108056202266,0.2,3.591232079240746e-10,0.13578176470183173
resolved_5C,4367.060724209768,1312.9215720046022,0.8725170114962538,0.04013435145490281,0.19197312970901945,0.2,4.508446583835307e-10,0.13786552563282328
resolved_5C,4438.443876525589,1318.8848561141226,0.8759827325764404,0.04263681630278224,0.19147263673944356,0.2,5.887436138981434e-10,0.14052346196770646
resolved_5C,4508.844878907481,1324.7645398277423,0.879235481829776,0.045203490472306096,0.19095930190553878,0.2,7.643155023166369e-10,0.1433574801223346
resolved_5C,4578.378694155685,1330.5704663286374,0.8823014616465048,0.04783895211045714,0.19043220957790857,0.2,9.870792670907325e-10,0.14637262124575204
resolved_5C,4647.143484554576,1336.3110296356977,0.8852023579191326,0.050547628078143364,0.18989047438437134,0.2,1.2688123386278277e-09,0.14957430919762005
resolved_5C,4715.223699131051,1341.993442180329,0.8879562648308157,0.05333379592464497,0.18933324081507102,0.2,1.6240468084535985e-09,0.1529683011879489
resolved_5C,4782.692527141927,1347.6239470923083,0.8905783948573225,0.05620157549269946,0.1887596849014601,0.2,2.070661289204873e-09,0.156560650406812
resolved_5C,4849.613870008101,1353.2079884658174,0.8930816289369298,0.05915491045464174,0.18816901790907167,0.2,2.630581886425271e-09,0.1603576613623992
resolved_5C,4916.043951435168,1358.7503499459972,0.8954769468092528,0.0621975402379144,0.18756049195241714,0.2,3.3306055548689288e-09,0.16436581011169007
resolved_5C,4982.032667470669,1364.2552702862686,0.8977737670997735,0.06533296312726293,0.18693340737454744,0.2,4.203357998060581e-09,0.16859158401680935
resolved_5C,5047.624774165397,1369.7265439876255,0.8999802195070883,0.06856439204525397,0.1862871215909492,0.2,5.28839582666712e-09,0.1730411625178607
resolved_5C,5112.861022147729,1375.1676158619111,0.9021033666305354,0.07189470593898928,0.18562105881220214,0.2,6.633458652032823e-09,0.17771980295478368
resolved_5C,5177.779379891853,1380.5816807372776,0.9041493900073843,0.07532640237581548,0.18493471952483692,0.2,8.295870895494521e-09,0.18263069769645673
resolved_5C,5242.416549152537,1385.971804194326,0.9061237535804969,0.07886156168535986,0.18422768766292805,0.2,1.0344085442097144e-08,0.18777290938597024
resolved_5C,5306.810079860345,1391.3410881982882,0.9080313580080701,0.08250184098812405,0.1834996318023752,0.2,1.2859352584417007e-08,0.1931377408942706
resolved_5C,5371.001555403075,1396.6929181793676,0.9098767010012615,0.08624852939880716,0.18275029412023858,0.2,1.5937489560450867e-08,0.1987025227185112
resolved_5C,5435.041563324126,1402.0313472189732,0.9116640623603844,0.0901027156334789,0.18197945687330422,0.2,1.9690722488074507e-08,0.20442029363464737
resolved_5C,5498.997508439782,1407.3617000866038,0.9133977374806677,0.09406564810370037,0.18118687037925996,0.2,2.424958100432743e-08,0.21020328265216126
resolved_5C,5562.965759157802,1412.6915149605038,0.9150823490681128,0.09813940548162642,0.18037211890367472,0.2,2.976485997191935e-08,0.2158977961826825
resolved_5C,5627.090065036219,1418.0319786749228,0.916723271149258,0.10232803691169082,0.17953439261766185,0.2,3.640974155116452e-08,0.2212489904495493
resolved_5C,5691.5883886177,1423.4000343147018,0.9183271958562517,0.10663935505188232,0.17867212898962356,0.2,4.4382312062537455e-08,0.22585811973264708
resolved_5C,5756.789635012739,1428.8213025485907,0.919902848408068,0.11108752104552447,0.1777824957908951,0.2,5.3908890147236575e-08,0.22914563864816617
resolved_5C,5823.1790080328865,1434.3337672961675,0.9214617853721061,0.11569634765813024,0.17686073046837397,0.2,6.524866433638226e-08,0.23035375126749225
resolved_5C,5891.444029117209,1439.9916845145658,0.9230190653626119,0.1205027170152989,0.17589945659694023,0.2,7.869971821974629e-08,0.22864488132060534
resolved_5C,5962.50130139263,1445.8682482169856,0.9245933518728305,0.12555856585444022,0.17488828682911195,0.2,9.460486234603386e-08,0.22334601360147543
resolved_5C,6024.652114781752,1450.9975967998225,0.925933485125138,0.13000895327926928,0.17399820934414614,0.2,1.1001258685954471e-07,0.2160517838993115
resolved_5C,6090.2186664933115,1456.3999182833613,0.9273122919151159,0.1347179217819735,0.1730564156436053,0.2,1.276354303576569e-07,0.20645965827216742
resolved_5C,6159.859850545256,1462.131512709484,0.9287399115804831,0.13972151028790336,0.17205569794241934,0.2,1.4771483260134773e-07,0.19524807660178975
resolved_5C,6234.086029995712,1468.2380893005293,0.9302223940521489,0.14504372044694688,0.17099125591061062,0.2,1.7046467946412242e-07,0.18328834656541113
resolved_5C,6296.95840830407,1473.4121818926856,0.9314483728981127,0.14953534092396306,0.1700929318152074,0.2,1.906918529124524e-07,0.17374607130336267
resolved_5C,6362.949413669024,1478.846939462882,0.9327072931657694,0.1542280705280519,0.16915438589438964,0.2,2.1276001304315366e-07,0.16458581816275292
resolved_5C,6431.954850860466,1484.5358457458296,0.9339944401289952,0.15910735825588987,0.16817852834882205,0.2,2.3665239232962527e-07,0.15601277860533883
resolved_5C,6503.783691255861,1490.4645480063064,0.9353035677088136,0.16415292692821282,0.16716941461435744,0.2,2.6229647457054904e-07,0.14811863577521078
resolved_5C,6578.191532706115,1496.6135139697499,0.9366276527481896,0.1693414193243707,0.16613171613512587,0.2,2.895626141494414e-07,0.14090717514936593
resolved_5C,6600.0,1499.7637977378981,0.937009537867066,0.17085432706552275,0.16582913458689547,0.2,3.037484197873781e-07,0.1375423641527186
resolved_50C,30.0,950.0000000000001,0.6600046726497562,8.076934287498547e-09,0.19999999838461316,0.2,0.0,0.11062739608200141
resolved_50C,60.0,975.0000000000001,0.6600158015648026,4.048484068699968e-08,0.19999999190303186,0.2,0.0,0.11159067572706238
resolved_50C,90.0,1000.0000000000001,0.6600414179390073,1.4307116024498802e-07,0.19999997138576797,0.2,5.916108573151441e-25,0.11258538005418273
resolved_50C,120.0,1025.0,0.6600985116977623,4.3992319269418423e-07,0.1999999120153615,0.2,1.33842527306066e-23,0.11361153800620333
resolved_50C,150.0,1050.0,0.6602219376066321,1.2539003060960794e-06,0.1999997492199388,0.2,1.8416746498525875e-22,0.11466976315247769
resolved_50C,180.0,1075.0,0.6604811182689336,3.393527463610887e-06,0.1999993212945073,0.2,2.0281299017096805e-21,0.11576128406439129
resolved_50C,210.0,1100.0,0.6610103683773778,8.807655982216162e-06,0.19999823846880357,0.2,1.952793994089647e-20,0.11688705273802902
resolved_50C,240.0,1125.0,0.6620619451001788,2.2008085792257294e-05,0.19999559838284156,0.2,1.703593036958469e-19,0.11804380076323986
resolved_50C,270.0,1150.0,0.6640945003823555,5.296556426027611e-05,0.19998940688714795,0.2,1.3689019814694373e-18,0.11921157279374796
resolved_50C,300.0,1175.0,0.667910185356849,0.00012241954679510984,0.199975516090641,0.2,1.0218870392213e-17,0.12032032533142889
resolved_50C,330.1689686845058,1214.4576841307776,0.6760141433788243,0.00025777414641777076,0.19994844517071644,0.2,2.231926620183196e-16,0.12128552583630178
resolved_50C,363.94897285149074,1247.5452805479422,0.6929436007146256,0.0005640830238457437,0.19988718339523087,0.2,2.9608367175769767e-15,0.11971597412502118
resolved_50C,395.4239327198099,1275.8233111398267,0.7190532169949034,0.0010698004746423832,0.19978603990507154,0.2,2.1564169866361348e-14,0.11679418635898088
resolved_50C,427.7908487580716,1303.8941114475683,0.7553927121018269,0.0018440500526930924,0.1996311899894614,0.2,1.156021538163534e-13,0.11352546914206131
resolved_50C,459.8555314555995,1331.2276875681182,0.7903017555728791,0.002858477261181486,0.19942830454776372,0.2,4.823085396551437e-13,0.11143054192161973
resolved_50C,491.6966196293086,1358.1279756209528,0.8197110952557536,0.0041019646395520195,0.1991796070720896,0.2,1.7429692224172117e-12,0.11158282040994659
resolved_50C,522.1675295184816,1383.7371108780048,0.842055196066874,0.005516594470409234,0.19889668110591818,0.2,5.369323082764788e-12,0.11385942689037407
resolved_50C,552.3647282825849,1409.0380861430426,0.8595430911298573,0.007152290159028384,0.19856954196819432,0.2,1.5233448707882614e-11,0.11829159262992049
resolved_50C,582.9844727195307,1434.6444813831063,0.8738509921301865,0.00907768862933433,0.19818446227413314,0.2,4.176838080636303e-11,0.1252540782609883
resolved_50C,613.1510320373264,1459.8428962499738,0.8855629287815548,0.0112738769647409,0.19774522460705182,0.2,1.091234936818997e-10,0.13499203432614945
resolved_50C,643.315682492214,1485.0225910265594,0.8955555299851343,0.013805205283502405,0.19723895894329954,0.2,2.777427636371701e-10,0.14825790715126372
resolved_50C,660.0,1499.9212490430514,0.9005005897188215,0.015361227285222481,0.19692775454295552,0.2,4.773068559628336e-10,0.15815285036749513
resolved_default,120.0,950.0000000000001,0.6600186905990246,1.2923094859997675e-07,0.1999999741538103,0.2,0.0,0.11062739608200141
resolved_default,240.0,960.0000000000001,0.6600452462339537,4.603479996786107e-07,0.19999990793040007,0.2,0.0,0.11101076212420255
resolved_default,360.0,970.0000000000001,0.6600827616320419,1.10455219689674e-06,0.19999977908956063,0.2,7.931283897334433e-23,0.11139999208377879
resolved_default,480.0,980.0000000000001,0.6601354641150763,2.2308031338609126e-06,0.19999955383937323,0.2,7.521569114934848e-22,0.11179536520756975
resolved_default,600.0,990.0000000000001,0.6602090958931819,4.093961634812062e-06,0.19999918120767304,0.2,4.038518268088644e-21,0.11219726038824415
resolved_default,720.0,1000.0000000000001,0.6603114134174695,7.0756735447458214e-06,0.19999858486529107,0.2,1.656362635570482e-20,0.11260617620490113
resolved_default,840.0,1010.0000000000001,0.6604528349573326,1.174324192143206e-05,0.19999765135161574,0.2,5.806678905451896e-20,0.11302274863027208
resolved_default,960.0,1020.0000000000001,0.6606472737362078,1.8933590162871822e-05,0.19999621328196743,0.2,1.8390452919574854e-19,0.11344776077288081
resolved_default,1080.0,1030.0,0.6609132001123886,2.9871720239895328e-05,0.19999402565595203,0.2,5.428907239789341e-19,0.11388213477128085
resolved_default,1200.0,1040.0,0.6612749814158023,4.633574996291456e-05,0.19999073285000743,0.2,1.5225572990795697e-18,0.11432688924885731
resolved_default,1320.0,1050.0,0.6617645503183736,7.088339669756033e-05,0.1999858233206605,0.2,4.1068146667042784e-18,0.11478303549352861
resolved_default,1440.0,1060.0,0.6624234489189371,0.00010715698684699407,0.1999785686026306,0.2,1.0741222238460532e-17,0.11525137059648015
resolved_default,1560.0,1070.0,0.6633052810461637,0.0001602843119290427,0.1999679431376142,0.2,2.7392678523229796e-17,0.11573210561797369
resolved_default,1680.0,1080.0,0.6644785718986955,0.00023738830803812788,0.1999525223383924,0.2,6.83775036956491e-17,0.1162242433344378
resolved_default,1800.0,1090.0,0.6660299707777622,0.00034820511307962713,0.1999303589773841,0.2,1.6750939422594838e-16,0.11672460185390322
resolved_default,1920.0,1100.0,0.6680676239708476,0.0005057805203468398,0.19989884389593063,0.2,4.034470428126846e-16,0.11722639132401631
resolved_default,2040.0,1110.0,0.6707243719025002,0.0007271595652926087,0.1998545680869415,0.2,9.563894153178645e-16,0.11771734514084813
resolved_default,2160.0,1120.0,0.6741601678923217,0.0010338929426229838,0.1997932214114754,0.2,2.2325549883121215e-15,0.11817768600285421
resolved_default,2336.905123120832,1138.0323413358442,0.681272360054711,0.0016787019836871702,0.1996642596032626,0.2,9.938518012764987e-15,0.11882850587410898
resolved_default,2468.3086674313076,1150.5476762900016,0.6885104564394358,0.0023559751122589293,0.1995288049775482,0.2,2.743751091813912e-14,0.11904050729199034
resolved_default,2621.7797715081438,1164.569343730111,0.6995031671986607,0.003418967051767632,0.1993162065896465,0.2,8.279457641248054e-14,0.11900121431144778
resolved_default,2745.0468639824003,1175.5365622033605,0.7105598634776628,0.0045172677999223716,0.19909654644001554,0.2,1.8989278236350138e-13,0.11883859283675786
resolved_default,2881.409925686119,1187.4673955483076,0.725236378791986,0.0060076550297147036,0.19879846899405706,0.2,4.522406277833977e-13,0.11869007336053673
resolved_default,3023.72864627694,1199.7631336918143,0.7431859564960452,0.00788100657854164,0.1984237986842917,0.2,1.07087778851558e-12,0.11876434520237213
resolved_default,3145.849273354495,1210.2236253335254,0.7603493524901886,0.0097440572207982,0.19805118855584036,0.2,2.1807954646154263e-12,0.11915730955420009
resolved_default,3274.808629991971,1221.194255472422,0.7789735009287669,0.011955614394493616,0.19760887712110128,0.2,4.312421752474814e-12,0.11934017442787691
resolved_default,3409.2452174350806,1232.573945607921,0.7965550866005485,0.014512871984290304,0.19709742560314195,0.2,8.302907185934808e-12,0.11958861074010284
resolved_default,3531.3913255785033,1242.8796909680036,0.8107232332819553,0.01705066585163452,0.1965898668296731,0.2,1.4705267708533553e-11,0.12029150222806545
resolved_default,3660.0622108729995,1253.7087313255488,0.8238607146286325,0.019941992749796713,0.19601160145004068,0.2,2.6191256624792045e-11,0.12151449828374039
resolved_default,3780.064002937641,1263.7882235115271,0.8346162906066315,0.022842100892822403,0.19543157982143555,0.2,4.392309690320324e-11,0.12310627251756158
resolved_default,3907.2930281784706,1274.4581404639152,0.8446567837262856,0.02613786363303563,0.1947724272733929,0.2,7.453745495709226e-11,0.125282805990036
resolved_default,4108.524673561955,1100.0,0.8505720227324916,0.03171754259007531,0.19365649148198494,0.2,3.387627431082287e-11,0.11668488145173249
resolved_default,4228.524673561955,1100.0,0.850706277515835,0.03505823729737313,0.19298835254052538,0.2,4.281218966947637e-11,0.11643835895989736
resolved_default,4348.524673561955,1100.0,0.8508397969478909,0.03838793076023195,0.19232241384795362,0.2,5.279060635851293e-11,0.1161922936324234
resolved_default,4468.524673561955,1100.0,0.8509725878093647,0.04170665388533168,0.19165866922293368,0.2,6.381094173139357e-11,0.1159466925097834
