candidate_id,T1_C,T2_C,rho_switch,rho_target,rho_final,growth_fraction,classification
175423,1400,900,0.88,0.98,0.8877502608811476,355.4227197471531,mixed
175423,1400,950,0.88,0.98,0.8878059913620253,355.423533273549,mixed
175423,1400,1000,0.88,0.98,0.8881449675819384,355.4290019653154,mixed
175423,1400,1050,0.88,0.98,0.8899233287687256,355.46072010955066,mixed
175423,1400,1100,0.88,0.98,0.897870508132822,355.6220021337888,mixed
175423,1400,1150,0.88,0.98,0.9253589890941866,356.3504995446699,mixed
175423,1400,1200,0.88,0.98,0.9772554307973241,359.30031050968023,mixed
175423,1400,1250,0.88,0.98,0.994995675774932,363.6434095000688,grain_growth
175423,1400,1300,0.88,0.98,0.9949204785164485,366.3987993851621,grain_growth
175423,1400,1350,0.88,0.98,0.9946783553261006,376.5848010157068,grain_growth
175423,1400,1400,0.88,0.98,0.9945668136933883,406.86792327785815,grain_growth
175423,1400,1450,0.88,0.98,0.994732539175872,482.0826437337481,grain_growth
175423,1400,1500,0.88,0.98,0.9941904559008646,635.5621365765872,grain_growth
83750,1400,800,0.88,0.98,0.8864079377108136,1.742824391756686,mixed
83750,1400,850,0.88,0.98,0.8864098789466929,1.7428244309842795,mixed
83750,1400,900,0.88,0.98,0.8864264520400148,1.7428247964770174,mixed
83750,1400,950,0.88,0.98,0.8865446634242754,1.7428276820598403,mixed
83750,1400,1000,0.88,0.98,0.8872623054855584,1.7428471001916268,mixed
83750,1400,1050,0.88,0.98,0.8909887129515167,1.742959727561837,mixed
83750,1400,1100,0.88,0.98,0.9068504381322284,1.7435325042149028,mixed
83750,1400,1150,0.88,0.98,0.9517947774837237,1.74612142112086,mixed
83750,1400,1200,0.88,0.98,0.9949488475311825,1.7557685339747842,grain_growth
83750,1400,1250,0.88,0.98,0.9948941144850649,1.7621127965782324,grain_growth
83750,1400,1300,0.88,0.98,0.9948852289078394,1.7877138288978238,grain_growth
83750,1400,1350,0.88,0.98,0.9948950970096536,1.8708992766691734,grain_growth
83750,1400,1400,0.88,0.98,0.9949833673610748,2.1038549225604437,grain_growth
83750,1400,1450,0.88,0.98,0.994966226288156,2.677016152113002,grain_growth
83750,1400,1500,0.88,0.98,0.9949662262884936,3.8583418891433476,grain_growth
771101,1400,800,0.88,0.98,0.8840109809638187,2.579408205251789,mixed
771101,1400,850,0.88,0.98,0.8840127802836948,2.5794082602291057,mixed
771101,1400,900,0.88,0.98,0.8840281418824691,2.579408787616795,mixed
771101,1400,950,0.88,0.98,0.8841377171020322,2.5794129747379735,mixed
771101,1400,1000,0.88,0.98,0.8848031228758876,2.5794411215477617,mixed
771101,1400,1050,0.88,0.98,0.8882636847191021,2.5796043757918836,mixed
771101,1400,1100,0.88,0.98,0.9031025058844984,2.5804346082675687,mixed
771101,1400,1150,0.88,0.98,0.9464103141257747,2.5841869645385898,mixed
771101,1400,1200,0.88,0.98,0.9930229688629277,2.5994181278997592,grain_growth
771101,1400,1250,0.88,0.98,0.994988071789604,2.6094206571500056,grain_growth
771101,1400,1300,0.88,0.98,0.9948323395418524,2.640089375957193,grain_growth
771101,1400,1350,0.88,0.98,0.9948572093772138,2.742871262593052,grain_growth
771101,1400,1400,0.88,0.98,0.9949882906729066,3.0234427303174582,grain_growth
771101,1400,1450,0.88,0.98,0.9947205159605739,3.6771147148514096,grain_growth
771101,1400,1500,0.88,0.98,0.9944525766835574,5.0131731329622005,grain_growth
739417,1400,800,0.88,0.98,0.8824162010965095,12.31948366093482,mixed
739417,1400,850,0.88,0.98,0.8824172424058665,12.319491776850638,mixed
739417,1400,900,0.88,0.98,0.8824261328218391,12.319567545532141,mixed
739417,1400,950,0.88,0.98,0.8824895638786718,12.320062289863637,mixed
739417,1400,1000,0.88,0.98,0.8828753285360653,12.32145729925837,mixed
739417,1400,1050,0.88,0.98,0.8848977368897649,12.322649847704078,mixed
739417,1400,1100,0.88,0.98,0.8939045578791929,12.323257773437179,mixed
739417,1400,1150,0.88,0.98,0.9245686939412335,12.325500475883581,mixed
739417,1400,1200,0.88,0.98,0.9789235977647174,12.344698005606803,mixed
739417,1400,1250,0.88,0.98,0.9949504968052413,12.385572523048559,grain_growth
739417,1400,1300,0.88,0.98,0.994844752536958,12.481219875166722,grain_growth
739417,1400,1350,0.88,0.98,0.9948441339424161,12.783613173666474,grain_growth
739417,1400,1400,0.88,0.98,0.994836472382409,13.600733873139966,grain_growth
739417,1400,1450,0.88,0.98,0.994671977232585,15.472563914972625,grain_growth
739417,1400,1500,0.88,0.98,0.9946719772325854,19.010723734971776,grain_growth
234920,1400,800,0.88,0.98,0.882630205055662,0.4566863579888656,mixed
234920,1400,850,0.88,0.98,0.8826340784496018,0.456686364993673,mixed
234920,1400,900,0.88,0.98,0.8826671446754983,0.4566864321516082,mixed
234920,1400,950,0.88,0.98,0.8829028693606022,0.45668696534272724,mixed
234920,1400,1000,0.88,0.98,0.8843291028107824,0.4566905495794622,mixed
234920,1400,1050,0.88,0.98,0.8916015597193112,0.45671133853862367,mixed
234920,1400,1100,0.88,0.98,0.9200180688127275,0.4568170621096419,mixed
234920,1400,1150,0.88,0.98,0.9774777198317802,0.457294914787302,mixed
234920,1400,1200,0.88,0.98,0.9949007143612184,0.45826508241091823,grain_growth
234920,1400,1250,0.88,0.98,0.9949801333647749,0.46054943462064935,grain_growth
234920,1400,1300,0.88,0.98,0.9948581629412893,0.4685057916203643,grain_growth
234920,1400,1350,0.88,0.98,0.994927269861639,0.4929327842280662,grain_growth
234920,1400,1400,0.88,0.98,0.9949773872338774,0.5592524307864997,grain_growth
234920,1400,1450,0.88,0.98,0.9949773872338917,0.7077284920397549,grain_growth
234920,1400,1500,0.88,0.98,0.9949773872338967,0.9756936859833261,grain_growth
317117,1400,800,0.88,0.98,0.8833782861276338,9.174248804726888,mixed
317117,1400,850,0.88,0.98,0.8833852986974614,9.174250160567983,mixed
317117,1400,900,0.88,0.98,0.883445156105628,9.174262988341798,mixed
317117,1400,950,0.88,0.98,0.8838714977640635,9.174355835066002,mixed
317117,1400,1000,0.88,0.98,0.8864370192497399,9.174816198685333,mixed
317117,1400,1050,0.88,0.98,0.8991385755394908,9.176918307332107,mixed
317117,1400,1100,0.88,0.98,0.9423023136131031,9.18742089214286,mixed
317117,1400,1150,0.88,0.98,0.9943211149828266,9.178525386051072,grain_growth
317117,1400,1200,0.88,0.98,0.9948303123474906,9.182869432395293,grain_growth
317117,1400,1250,0.88,0.98,0.9948498425491417,9.199814271615187,grain_growth
317117,1400,1300,0.88,0.98,0.9949048103814477,9.257625651472079,grain_growth
317117,1400,1350,0.88,0.98,0.9945458156030257,9.432997917438318,grain_growth
317117,1400,1400,0.88,0.98,0.9945458160143689,9.921556095560701,grain_growth
317117,1400,1450,0.88,0.98,0.9945458160873338,11.07889382247761,grain_growth
317117,1400,1500,0.88,0.98,0.9945458161090086,13.350412662386761,grain_growth
827351,1400,800,0.88,0.98,0.8829378461755515,5.258119604054082,mixed
827351,1400,850,0.88,0.98,0.8829384435114622,5.258119793417315,mixed
827351,1400,900,0.88,0.98,0.8829435434752186,5.2581216084176905,mixed
827351,1400,950,0.88,0.98,0.8829799342903522,5.258135986237318,mixed
827351,1400,1000,0.88,0.98,0.8832013921870029,5.2582312030258676,mixed
827351,1400,1050,0.88,0.98,0.8843664469817564,5.258742180639538,mixed
827351,1400,1100,0.88,0.98,0.889641904926319,5.260791348552126,mixed
827351,1400,1150,0.88,0.98,0.9089220215858174,5.267893827611428,mixed
827351,1400,1200,0.88,0.98,0.9532525208419942,5.294990570690065,mixed
827351,1400,1250,0.88,0.98,0.988432784669826,5.280789233604727,grain_growth
827351,1400,1300,0.88,0.98,0.9947787246269438,5.322118680151524,grain_growth
827351,1400,1350,0.88,0.98,0.9949131528345728,5.449727418757794,grain_growth
827351,1400,1400,0.88,0.98,0.994975571243554,5.785808016547104,grain_growth
827351,1400,1450,0.88,0.98,0.9948279135343806,6.513812074867438,grain_growth
827351,1400,1500,0.88,0.98,0.9948279135343806,7.788545864038182,grain_growth
899464,1400,800,0.88,0.98,0.8828123594393442,4.119098309752336,mixed
899464,1400,850,0.88,0.98,0.8828131541502111,4.119100848828073,mixed
899464,1400,900,0.88,0.98,0.8828199392437293,4.119122703793737,mixed
899464,1400,950,0.88,0.98,0.882868352865616,4.119213530892146,mixed
899464,1400,1000,0.88,0.98,0.8831629213669541,4.119305777694438,mixed
899464,1400,1050,0.88,0.98,0.8847110392382902,4.1193335153001955,mixed
899464,1400,1100,0.88,0.98,0.8916869769375552,4.119626132519541,mixed
899464,1400,1150,0.88,0.98,0.916636371388508,4.121556964002593,mixed
899464,1400,1200,0.88,0.98,0.9691825359558937,4.129400497682761,mixed
899464,1400,1250,0.88,0.98,0.9949536452702312,4.147580918070592,grain_growth
899464,1400,1300,0.88,0.98,0.9949333522048824,4.17249113359356,grain_growth
899464,1400,1350,0.88,0.98,0.9949498023746697,4.256346259673368,grain_growth
899464,1400,1400,0.88,0.98,0.9948347904472881,4.488176681200648,grain_growth
899464,1400,1450,0.88,0.98,0.9948342502185045,5.048965104561746,grain_growth
899464,1400,1500,0.88,0.98,0.9948342502185055,6.166299523940896,grain_growth
500187,1400,800,0.88,0.98,0.8816940229844008,7.809690868725237,mixed
500187,1400,850,0.88,0.98,0.8817006066186776,7.809690909315869,mixed
500187,1400,900,0.88,0.98,0.8817568037547041,7.809691298353588,mixed
500187,1400,950,0.88,0.98,0.882157126906637,7.809694379303345,mixed
500187,1400,1000,0.88,0.98,0.8845680421831803,7.8097147403485625,mixed
500187,1400,1050,0.88,0.98,0.8965575040275637,7.809829740206675,mixed
500187,1400,1100,0.88,0.98,0.9382106395031631,7.810417484078069,mixed
500187,1400,1150,0.88,0.98,0.992768924502847,7.813074116532118,grain_growth
500187,1400,1200,0.88,0.98,0.994891492245281,7.816476630848317,grain_growth
500187,1400,1250,0.88,0.98,0.9948716796124539,7.828969466218091,grain_growth
500187,1400,1300,0.88,0.98,0.9949587180778429,7.871909582392121,grain_growth
500187,1400,1350,0.88,0.98,0.9947565862954617,8.002118031160244,grain_growth
500187,1400,1400,0.88,0.98,0.9947565873871308,8.358349691087675,grain_growth
500187,1400,1450,0.88,0.98,0.9947565876225603,9.171449253581255,grain_growth
500187,1400,1500,0.88,0.98,0.9947565876709645,10.675184052704486,grain_growth
939628,1400,800,0.88,0.98,0.8820478135000324,0.9124272675871341,mixed
939628,1400,850,0.88,0.98,0.882050550282065,0.9124272715796358,mixed
939628,1400,900,0.88,0.98,0.8820739144986458,0.9124273098638795,mixed
939628,1400,950,0.88,0.98,0.8822405252977737,0.9124276138164324,mixed
939628,1400,1000,0.88,0.98,0.8832504902799749,0.9124296570622308,mixed
939628,1400,1050,0.88,0.98,0.8884529337328283,0.9124415082759993,mixed
939628,1400,1100,0.88,0.98,0.909773379505031,0.9125017828111417,mixed
939628,1400,1150,0.88,0.98,0.9615269860853425,0.9127743059884015,mixed
939628,1400,1200,0.88,0.98,0.9948386353715952,0.9138344236802709,grain_growth
939628,1400,1250,0.88,0.98,0.994981921253094,0.9166216212900458,grain_growth
939628,1400,1300,0.88,0.98,0.9949036062643971,0.9260147447092086,grain_growth
939628,1400,1350,0.88,0.98,0.9949339750633103,0.9547590124539249,grain_growth
939628,1400,1400,0.88,0.98,0.994679460903789,1.0319605466499726,grain_growth
939628,1400,1450,0.88,0.98,0.9946794613665684,1.208870629007802,grain_growth
939628,1400,1500,0.88,0.98,0.9946794615001237,1.5355922870471388,grain_growth
21167,1400,800,0.88,0.98,0.8802596694173758,114.40278457591772,mixed
21167,1400,850,0.88,0.98,0.8802617128974948,114.40278530039201,mixed
21167,1400,900,0.88,0.98,0.8802791588545401,114.40279198189096,mixed
21167,1400,950,0.88,0.98,0.8804035942974155,114.40283221506387,mixed
21167,1400,1000,0.88,0.98,0.881158952828976,114.40304377753628,mixed
21167,1400,1050,0.88,0.98,0.8850793869131655,114.40432949096878,mixed
21167,1400,1100,0.88,0.98,0.9017380799923838,114.41086869680474,mixed
21167,1400,1150,0.88,0.98,0.9486609263280832,114.44043790843787,mixed
21167,1400,1200,0.88,0.98,0.9939336904369143,114.56070648028538,grain_growth
21167,1400,1250,0.88,0.98,0.9947538017551679,114.82360018807566,grain_growth
21167,1400,1300,0.88,0.98,0.994972679436222,115.71891622094847,grain_growth
21167,1400,1350,0.88,0.98,0.9949917876462433,118.47761446230984,grain_growth
21167,1400,1400,0.88,0.98,0.9946639516838536,126.19962459552093,grain_growth
21167,1400,1450,0.88,0.98,0.9946639517952185,145.44266877107285,grain_growth
21167,1400,1500,0.88,0.98,0.9946639518283306,186.33703932327964,grain_growth
55275,1400,800,0.88,0.98,0.8887549362592553,2.207774117448691,mixed
55275,1400,850,0.88,0.98,0.8887643490368796,2.207774944430943,mixed
55275,1400,900,0.88,0.98,0.8888446838045115,2.207781146032305,mixed
55275,1400,950,0.88,0.98,0.8894163511471758,2.2077992763565715,mixed
55275,1400,1000,0.88,0.98,0.8928368163013101,2.2078197104532866,mixed
55275,1400,1050,0.88,0.98,0.9092698572709872,2.207967152603419,mixed
55275,1400,1100,0.88,0.98,0.958384324525566,2.2087842795628045,mixed
55275,1400,1150,0.88,0.98,0.9949882010542316,2.2112511398519854,grain_growth
55275,1400,1200,0.88,0.98,0.9947659513194828,2.2121384121224748,grain_growth
55275,1400,1250,0.88,0.98,0.9945378677076093,2.2159929455322613,grain_growth
55275,1400,1300,0.88,0.98,0.994486948571021,2.230587035299397,grain_growth
55275,1400,1350,0.88,0.98,0.9944546971589051,2.276118045093318,grain_growth
55275,1400,1400,0.88,0.98,0.9948236951487609,2.4131526028096215,grain_growth
55275,1400,1450,0.88,0.98,0.9948236951487609,2.738043100613829,grain_growth
55275,1400,1500,0.88,0.98,0.9948236951487609,3.3919817577562643,grain_growth
820489,1400,800,0.88,0.98,0.8857311329937365,2.253740089762996,mixed
820489,1400,850,0.88,0.98,0.885740297734563,2.2537401747195434,mixed
820489,1400,900,0.88,0.98,0.8858185151225513,2.253740919360413,mixed
820489,1400,950,0.88,0.98,0.8863750905766536,2.253744305300275,mixed
820489,1400,1000,0.88,0.98,0.8897043440228651,2.2537668197214606,mixed
820489,1400,1050,0.88,0.98,0.9056753472361847,2.25389941000614,mixed
820489,1400,1100,0.88,0.98,0.9530705136413182,2.2545737021334684,mixed
820489,1400,1150,0.88,0.98,0.9907469145416407,2.257621216734438,grain_growth
820489,1400,1200,0.88,0.98,0.9921556082159045,2.2699942778253597,grain_growth
820489,1400,1250,0.88,0.98,0.9923112191046838,2.3153890311041,grain_growth
820489,1400,1300,0.88,0.98,0.9927867793084134,2.465156076762044,grain_growth
820489,1400,1350,0.88,0.98,0.9940285009006997,2.898484811094788,grain_growth
820489,1400,1400,0.88,0.98,0.9949845345727285,3.301267217404382,grain_growth
820489,1400,1450,0.88,0.98,0.9949855267886626,3.359181447797189,grain_growth
820489,1400,1500,0.88,0.98,0.9949103897673403,3.7665473778433665,grain_growth
693222,1400,800,0.88,0.98,0.884128851502511,0.47989713267257894,mixed
693222,1400,850,0.88,0.98,0.8841294879783633,0.4798971435377857,mixed
693222,1400,900,0.88,0.98,0.8841349221205432,0.4798972476538921,mixed
693222,1400,950,0.88,0.98,0.8841736978579945,0.4798980743166916,mixed
693222,1400,1000,0.88,0.98,0.8844096840797078,0.4799036313389755,mixed
693222,1400,1050,0.88,0.98,0.8856515885693844,0.4799358626524839,mixed
693222,1400,1100,0.88,0.98,0.8912838880311149,0.480099776664189,mixed
693222,1400,1150,0.88,0.98,0.9119966194546764,0.4808406324489971,mixed
693222,1400,1200,0.88,0.98,0.9604811424440135,0.48384830395038025,mixed
693222,1400,1250,0.88,0.98,0.994935836603325,0.4925147957654472,grain_growth
693222,1400,1300,0.88,0.98,0.9949522671252216,0.49966334443212634,grain_growth
693222,1400,1350,0.88,0.98,0.9948264115313382,0.5247403134280679,grain_growth
693222,1400,1400,0.88,0.98,0.9948208954491616,0.596568135518601,grain_growth
693222,1400,1450,0.88,0.98,0.9949473381680829,0.7685003832637207,grain_growth
693222,1400,1500,0.88,0.98,0.994717472276783,1.1027019347349296,grain_growth
253097,1400,800,0.88,0.98,0.8810443288034229,8.677843042174842,mixed
253097,1400,850,0.88,0.98,0.8810492498438734,8.677899238879899,mixed
253097,1400,900,0.88,0.98,0.8810912578602899,8.678436595105552,mixed
253097,1400,950,0.88,0.98,0.8813906384203808,8.682613264393582,mixed
253097,1400,1000,0.88,0.98,0.8831986799178384,8.707098824680639,mixed
253097,1400,1050,0.88,0.98,0.8923276030802403,8.783887656826373,mixed
253097,1400,1100,0.88,0.98,0.9264391319071269,8.863656081778776,mixed
253097,1400,1150,0.88,0.98,0.9851625206696012,8.894200635250947,grain_growth
253097,1400,1200,0.88,0.98,0.99493710970116,8.764135108105245,grain_growth
253097,1400,1250,0.88,0.98,0.9946096932396864,8.71777649394438,grain_growth
253097,1400,1300,0.88,0.98,0.9944728611500436,8.757725962986683,grain_growth
253097,1400,1350,0.88,0.98,0.9947398493947619,8.889507204546357,grain_growth
253097,1400,1400,0.88,0.98,0.9944278063404149,9.279037262647472,grain_growth
