candidate_id,G0_nm,rho0,initial_topology,heating_rate_C_min,reference_rate_C_min,peak_T_C,hold_time_h,comparison_id,comparison_type,reference_fallback,max_ratio,classification
mech_009_PR_attrition_moderate,50.0,0.65,GBseg_rich,50.0,1.0,1500.0,20.0,mech_009_PR_attrition_moderate|50.0|0.65|GBseg_rich|50.0|1.0|1500.0|20.0,fast_firing,True,1.0064376272921192,trajectory_negligible
mech_009_PR_attrition_moderate,50.0,0.65,GBseg_rich,100.0,1.0,1350.0,20.0,mech_009_PR_attrition_moderate|50.0|0.65|GBseg_rich|100.0|1.0|1350.0|20.0,fast_firing,True,nan,trajectory_negligible
mech_009_PR_attrition_moderate,50.0,0.65,GBseg_rich,100.0,1.0,1400.0,8.0,mech_009_PR_attrition_moderate|50.0|0.65|GBseg_rich|100.0|1.0|1400.0|8.0,fast_firing,True,nan,trajectory_negligible
mech_009_PR_attrition_moderate,50.0,0.65,GBseg_rich,100.0,1.0,1400.0,20.0,mech_009_PR_attrition_moderate|50.0|0.65|GBseg_rich|100.0|1.0|1400.0|20.0,fast_firing,True,1.0800184896376526,trajectory_negligible
mech_009_PR_attrition_moderate,50.0,0.65,GBseg_rich,100.0,1.0,1450.0,8.0,mech_009_PR_attrition_moderate|50.0|0.65|GBseg_rich|100.0|1.0|1450.0|8.0,fast_firing,True,nan,trajectory_negligible
mech_009_PR_attrition_moderate,50.0,0.65,GBseg_rich,100.0,1.0,1450.0,20.0,mech_009_PR_attrition_moderate|50.0|0.65|GBseg_rich|100.0|1.0|1450.0|20.0,fast_firing,True,1.034724096823748,trajectory_negligible
mech_009_PR_attrition_moderate,50.0,0.65,GBseg_rich,100.0,1.0,1500.0,2.0,mech_009_PR_attrition_moderate|50.0|0.65|GBseg_rich|100.0|1.0|1500.0|2.0,fast_firing,True,nan,trajectory_negligible
mech_009_PR_attrition_moderate,50.0,0.65,GBseg_rich,100.0,1.0,1500.0,8.0,mech_009_PR_attrition_moderate|50.0|0.65|GBseg_rich|100.0|1.0|1500.0|8.0,fast_firing,True,1.010846606308218,trajectory_negligible
mech_009_PR_attrition_moderate,50.0,0.65,GBseg_rich,100.0,1.0,1500.0,20.0,mech_009_PR_attrition_moderate|50.0|0.65|GBseg_rich|100.0|1.0|1500.0|20.0,fast_firing,True,1.010846606308218,trajectory_negligible
mech_009_PR_attrition_moderate,50.0,0.65,TJ_rich,1.0,1.0,1400.0,20.0,mech_009_PR_attrition_moderate|50.0|0.65|TJ_rich|1.0|1.0|1400.0|20.0,fast_firing,True,nan,trajectory_negligible
mech_009_PR_attrition_moderate,50.0,0.65,TJ_rich,1.0,1.0,1450.0,8.0,mech_009_PR_attrition_moderate|50.0|0.65|TJ_rich|1.0|1.0|1450.0|8.0,fast_firing,True,nan,trajectory_negligible
mech_009_PR_attrition_moderate,50.0,0.65,TJ_rich,1.0,1.0,1450.0,20.0,mech_009_PR_attrition_moderate|50.0|0.65|TJ_rich|1.0|1.0|1450.0|20.0,fast_firing,True,nan,trajectory_negligible
mech_009_PR_attrition_moderate,50.0,0.65,TJ_rich,1.0,1.0,1500.0,8.0,mech_009_PR_attrition_moderate|50.0|0.65|TJ_rich|1.0|1.0|1500.0|8.0,fast_firing,True,nan,trajectory_negligible
mech_009_PR_attrition_moderate,50.0,0.65,TJ_rich,1.0,1.0,1500.0,20.0,mech_009_PR_attrition_moderate|50.0|0.65|TJ_rich|1.0|1.0|1500.0|20.0,fast_firing,True,1.0,trajectory_negligible
mech_009_PR_attrition_moderate,50.0,0.65,TJ_rich,5.0,1.0,1400.0,20.0,mech_009_PR_attrition_moderate|50.0|0.65|TJ_rich|5.0|1.0|1400.0|20.0,fast_firing,True,nan,trajectory_negligible
mech_009_PR_attrition_moderate,50.0,0.65,TJ_rich,5.0,1.0,1450.0,8.0,mech_009_PR_attrition_moderate|50.0|0.65|TJ_rich|5.0|1.0|1450.0|8.0,fast_firing,True,nan,trajectory_negligible
mech_009_PR_attrition_moderate,50.0,0.65,TJ_rich,5.0,1.0,1450.0,20.0,mech_009_PR_attrition_moderate|50.0|0.65|TJ_rich|5.0|1.0|1450.0|20.0,fast_firing,True,nan,trajectory_negligible
mech_009_PR_attrition_moderate,50.0,0.65,TJ_rich,5.0,1.0,1500.0,8.0,mech_009_PR_attrition_moderate|50.0|0.65|TJ_rich|5.0|1.0|1500.0|8.0,fast_firing,True,nan,trajectory_negligible
mech_009_PR_attrition_moderate,50.0,0.65,TJ_rich,5.0,1.0,1500.0,20.0,mech_009_PR_attrition_moderate|50.0|0.65|TJ_rich|5.0|1.0|1500.0|20.0,fast_firing,True,1.0823943894032022,trajectory_negligible
mech_009_PR_attrition_moderate,50.0,0.65,TJ_rich,20.0,1.0,1400.0,20.0,mech_009_PR_attrition_moderate|50.0|0.65|TJ_rich|20.0|1.0|1400.0|20.0,fast_firing,True,nan,trajectory_negligible
mech_009_PR_attrition_moderate,50.0,0.65,TJ_rich,20.0,1.0,1450.0,8.0,mech_009_PR_attrition_moderate|50.0|0.65|TJ_rich|20.0|1.0|1450.0|8.0,fast_firing,True,nan,trajectory_negligible
mech_009_PR_attrition_moderate,50.0,0.65,TJ_rich,20.0,1.0,1450.0,20.0,mech_009_PR_attrition_moderate|50.0|0.65|TJ_rich|20.0|1.0|1450.0|20.0,fast_firing,True,nan,trajectory_negligible
mech_009_PR_attrition_moderate,50.0,0.65,TJ_rich,20.0,1.0,1500.0,8.0,mech_009_PR_attrition_moderate|50.0|0.65|TJ_rich|20.0|1.0|1500.0|8.0,fast_firing,True,nan,trajectory_negligible
mech_009_PR_attrition_moderate,50.0,0.65,TJ_rich,20.0,1.0,1500.0,20.0,mech_009_PR_attrition_moderate|50.0|0.65|TJ_rich|20.0|1.0|1500.0|20.0,fast_firing,True,1.0930343569577918,trajectory_negligible
mech_009_PR_attrition_moderate,50.0,0.65,TJ_rich,50.0,1.0,1400.0,20.0,mech_009_PR_attrition_moderate|50.0|0.65|TJ_rich|50.0|1.0|1400.0|20.0,fast_firing,True,nan,trajectory_negligible
mech_009_PR_attrition_moderate,50.0,0.65,TJ_rich,50.0,1.0,1450.0,8.0,mech_009_PR_attrition_moderate|50.0|0.65|TJ_rich|50.0|1.0|1450.0|8.0,fast_firing,True,nan,trajectory_negligible
mech_009_PR_attrition_moderate,50.0,0.65,TJ_rich,50.0,1.0,1450.0,20.0,mech_009_PR_attrition_moderate|50.0|0.65|TJ_rich|50.0|1.0|1450.0|20.0,fast_firing,True,nan,trajectory_negligible
mech_009_PR_attrition_moderate,50.0,0.65,TJ_rich,50.0,1.0,1500.0,8.0,mech_009_PR_attrition_moderate|50.0|0.65|TJ_rich|50.0|1.0|1500.0|8.0,fast_firing,True,nan,trajectory_negligible
mech_009_PR_attrition_moderate,50.0,0.65,TJ_rich,50.0,1.0,1500.0,20.0,mech_009_PR_attrition_moderate|50.0|0.65|TJ_rich|50.0|1.0|1500.0|20.0,fast_firing,True,1.0967082773125973,trajectory_negligible
mech_009_PR_attrition_moderate,50.0,0.65,TJ_rich,100.0,1.0,1400.0,20.0,mech_009_PR_attrition_moderate|50.0|0.65|TJ_rich|100.0|1.0|1400.0|20.0,fast_firing,True,nan,trajectory_negligible
mech_009_PR_attrition_moderate,50.0,0.65,TJ_rich,100.0,1.0,1450.0,8.0,mech_009_PR_attrition_moderate|50.0|0.65|TJ_rich|100.0|1.0|1450.0|8.0,fast_firing,True,nan,trajectory_negligible
mech_009_PR_attrition_moderate,50.0,0.65,TJ_rich,100.0,1.0,1450.0,20.0,mech_009_PR_attrition_moderate|50.0|0.65|TJ_rich|100.0|1.0|1450.0|20.0,fast_firing,True,nan,trajectory_negligible
mech_009_PR_attrition_moderate,50.0,0.65,TJ_rich,100.0,1.0,1500.0,8.0,mech_009_PR_attrition_moderate|50.0|0.65|TJ_rich|100.0|1.0|1500.0|8.0,fast_firing,True,nan,trajectory_negligible
mech_009_PR_attrition_moderate,50.0,0.65,TJ_rich,100.0,1.0,1500.0,20.0,mech_009_PR_attrition_moderate|50.0|0.65|TJ_rich|100.0|1.0|1500.0|20.0,fast_firing,True,1.093435823069502,trajectory_negligible
mech_009_PR_attrition_moderate,50.0,0.65,baseline,1.0,1.0,1400.0,20.0,mech_009_PR_attrition_moderate|50.0|0.65|baseline|1.0|1.0|1400.0|20.0,fast_firing,True,nan,trajectory_negligible
mech_009_PR_attrition_moderate,50.0,0.65,baseline,1.0,1.0,1450.0,8.0,mech_009_PR_attrition_moderate|50.0|0.65|baseline|1.0|1.0|1450.0|8.0,fast_firing,True,nan,trajectory_negligible
mech_009_PR_attrition_moderate,50.0,0.65,baseline,1.0,1.0,1450.0,20.0,mech_009_PR_attrition_moderate|50.0|0.65|baseline|1.0|1.0|1450.0|20.0,fast_firing,True,1.0,trajectory_negligible
mech_009_PR_attrition_moderate,50.0,0.65,baseline,1.0,1.0,1500.0,2.0,mech_009_PR_attrition_moderate|50.0|0.65|baseline|1.0|1.0|1500.0|2.0,fast_firing,True,nan,trajectory_negligible
mech_009_PR_attrition_moderate,50.0,0.65,baseline,1.0,1.0,1500.0,8.0,mech_009_PR_attrition_moderate|50.0|0.65|baseline|1.0|1.0|1500.0|8.0,fast_firing,True,nan,trajectory_negligible
mech_009_PR_attrition_moderate,50.0,0.65,baseline,1.0,1.0,1500.0,20.0,mech_009_PR_attrition_moderate|50.0|0.65|baseline|1.0|1.0|1500.0|20.0,fast_firing,True,1.0,trajectory_negligible
mech_009_PR_attrition_moderate,50.0,0.65,baseline,5.0,1.0,1400.0,20.0,mech_009_PR_attrition_moderate|50.0|0.65|baseline|5.0|1.0|1400.0|20.0,fast_firing,True,nan,trajectory_negligible
mech_009_PR_attrition_moderate,50.0,0.65,baseline,5.0,1.0,1450.0,8.0,mech_009_PR_attrition_moderate|50.0|0.65|baseline|5.0|1.0|1450.0|8.0,fast_firing,True,nan,trajectory_negligible
mech_009_PR_attrition_moderate,50.0,0.65,baseline,5.0,1.0,1450.0,20.0,mech_009_PR_attrition_moderate|50.0|0.65|baseline|5.0|1.0|1450.0|20.0,fast_firing,True,1.0271807879760586,trajectory_negligible
mech_009_PR_attrition_moderate,50.0,0.65,baseline,5.0,1.0,1500.0,8.0,mech_009_PR_attrition_moderate|50.0|0.65|baseline|5.0|1.0|1500.0|8.0,fast_firing,True,nan,trajectory_negligible
mech_009_PR_attrition_moderate,50.0,0.65,baseline,5.0,1.0,1500.0,20.0,mech_009_PR_attrition_moderate|50.0|0.65|baseline|5.0|1.0|1500.0|20.0,fast_firing,True,1.0544528400243418,trajectory_negligible
mech_009_PR_attrition_moderate,50.0,0.65,baseline,20.0,1.0,1400.0,20.0,mech_009_PR_attrition_moderate|50.0|0.65|baseline|20.0|1.0|1400.0|20.0,fast_firing,True,nan,trajectory_negligible
mech_009_PR_attrition_moderate,50.0,0.65,baseline,20.0,1.0,1450.0,8.0,mech_009_PR_attrition_moderate|50.0|0.65|baseline|20.0|1.0|1450.0|8.0,fast_firing,True,nan,trajectory_negligible
mech_009_PR_attrition_moderate,50.0,0.65,baseline,20.0,1.0,1450.0,20.0,mech_009_PR_attrition_moderate|50.0|0.65|baseline|20.0|1.0|1450.0|20.0,fast_firing,True,1.0299475964337033,trajectory_negligible
mech_009_PR_attrition_moderate,50.0,0.65,baseline,20.0,1.0,1500.0,8.0,mech_009_PR_attrition_moderate|50.0|0.65|baseline|20.0|1.0|1500.0|8.0,fast_firing,True,nan,trajectory_negligible
mech_009_PR_attrition_moderate,50.0,0.65,baseline,20.0,1.0,1500.0,20.0,mech_009_PR_attrition_moderate|50.0|0.65|baseline|20.0|1.0|1500.0|20.0,fast_firing,True,1.0500673939127234,trajectory_negligible
mech_009_PR_attrition_moderate,50.0,0.65,baseline,50.0,1.0,1400.0,20.0,mech_009_PR_attrition_moderate|50.0|0.65|baseline|50.0|1.0|1400.0|20.0,fast_firing,True,nan,trajectory_negligible
mech_009_PR_attrition_moderate,50.0,0.65,baseline,50.0,1.0,1450.0,8.0,mech_009_PR_attrition_moderate|50.0|0.65|baseline|50.0|1.0|1450.0|8.0,fast_firing,True,nan,trajectory_negligible
mech_009_PR_attrition_moderate,50.0,0.65,baseline,50.0,1.0,1450.0,20.0,mech_009_PR_attrition_moderate|50.0|0.65|baseline|50.0|1.0|1450.0|20.0,fast_firing,True,1.034032008701321,trajectory_negligible
mech_009_PR_attrition_moderate,50.0,0.65,baseline,50.0,1.0,1500.0,8.0,mech_009_PR_attrition_moderate|50.0|0.65|baseline|50.0|1.0|1500.0|8.0,fast_firing,True,nan,trajectory_negligible
mech_009_PR_attrition_moderate,50.0,0.65,baseline,50.0,1.0,1500.0,20.0,mech_009_PR_attrition_moderate|50.0|0.65|baseline|50.0|1.0|1500.0|20.0,fast_firing,True,1.0522417648853861,trajectory_negligible
mech_009_PR_attrition_moderate,50.0,0.65,baseline,100.0,1.0,1400.0,20.0,mech_009_PR_attrition_moderate|50.0|0.65|baseline|100.0|1.0|1400.0|20.0,fast_firing,True,nan,trajectory_negligible
mech_009_PR_attrition_moderate,50.0,0.65,baseline,100.0,1.0,1450.0,8.0,mech_009_PR_attrition_moderate|50.0|0.65|baseline|100.0|1.0|1450.0|8.0,fast_firing,True,nan,trajectory_negligible
mech_009_PR_attrition_moderate,50.0,0.65,baseline,100.0,1.0,1450.0,20.0,mech_009_PR_attrition_moderate|50.0|0.65|baseline|100.0|1.0|1450.0|20.0,fast_firing,True,1.0320290715219889,trajectory_negligible
mech_009_PR_attrition_moderate,50.0,0.65,baseline,100.0,1.0,1500.0,8.0,mech_009_PR_attrition_moderate|50.0|0.65|baseline|100.0|1.0|1500.0|8.0,fast_firing,True,nan,trajectory_negligible
mech_009_PR_attrition_moderate,50.0,0.65,baseline,100.0,1.0,1500.0,20.0,mech_009_PR_attrition_moderate|50.0|0.65|baseline|100.0|1.0|1500.0|20.0,fast_firing,True,1.0575828891089447,trajectory_negligible
mech_009_PR_attrition_moderate,50.0,0.65,mixed_GBseg_TJ,1.0,1.0,1400.0,20.0,mech_009_PR_attrition_moderate|50.0|0.65|mixed_GBseg_TJ|1.0|1.0|1400.0|20.0,fast_firing,True,nan,trajectory_negligible
mech_009_PR_attrition_moderate,50.0,0.65,mixed_GBseg_TJ,1.0,1.0,1450.0,8.0,mech_009_PR_attrition_moderate|50.0|0.65|mixed_GBseg_TJ|1.0|1.0|1450.0|8.0,fast_firing,True,nan,trajectory_negligible
mech_009_PR_attrition_moderate,50.0,0.65,mixed_GBseg_TJ,1.0,1.0,1450.0,20.0,mech_009_PR_attrition_moderate|50.0|0.65|mixed_GBseg_TJ|1.0|1.0|1450.0|20.0,fast_firing,True,1.0,trajectory_negligible
mech_009_PR_attrition_moderate,50.0,0.65,mixed_GBseg_TJ,1.0,1.0,1500.0,2.0,mech_009_PR_attrition_moderate|50.0|0.65|mixed_GBseg_TJ|1.0|1.0|1500.0|2.0,fast_firing,True,nan,trajectory_negligible
mech_009_PR_attrition_moderate,50.0,0.65,mixed_GBseg_TJ,1.0,1.0,1500.0,8.0,mech_009_PR_attrition_moderate|50.0|0.65|mixed_GBseg_TJ|1.0|1.0|1500.0|8.0,fast_firing,True,1.0,trajectory_negligible
mech_009_PR_attrition_moderate,50.0,0.65,mixed_GBseg_TJ,1.0,1.0,1500.0,20.0,mech_009_PR_attrition_moderate|50.0|0.65|mixed_GBseg_TJ|1.0|1.0|1500.0|20.0,fast_firing,True,1.0,trajectory_negligible
mech_009_PR_attrition_moderate,50.0,0.65,mixed_GBseg_TJ,5.0,1.0,1400.0,20.0,mech_009_PR_attrition_moderate|50.0|0.65|mixed_GBseg_TJ|5.0|1.0|1400.0|20.0,fast_firing,True,nan,trajectory_negligible
mech_009_PR_attrition_moderate,50.0,0.65,mixed_GBseg_TJ,5.0,1.0,1450.0,8.0,mech_009_PR_attrition_moderate|50.0|0.65|mixed_GBseg_TJ|5.0|1.0|1450.0|8.0,fast_firing,True,nan,trajectory_negligible
mech_009_PR_attrition_moderate,50.0,0.65,mixed_GBseg_TJ,5.0,1.0,1450.0,20.0,mech_009_PR_attrition_moderate|50.0|0.65|mixed_GBseg_TJ|5.0|1.0|1450.0|20.0,fast_firing,True,1.0416953329945917,trajectory_negligible
mech_009_PR_attrition_moderate,50.0,0.65,mixed_GBseg_TJ,5.0,1.0,1500.0,8.0,mech_009_PR_attrition_moderate|50.0|0.65|mixed_GBseg_TJ|5.0|1.0|1500.0|8.0,fast_firing,True,1.060153563791121,trajectory_negligible
mech_009_PR_attrition_moderate,50.0,0.65,mixed_GBseg_TJ,5.0,1.0,1500.0,20.0,mech_009_PR_attrition_moderate|50.0|0.65|mixed_GBseg_TJ|5.0|1.0|1500.0|20.0,fast_firing,True,1.060153563791121,trajectory_negligible
mech_009_PR_attrition_moderate,50.0,0.65,mixed_GBseg_TJ,20.0,1.0,1400.0,20.0,mech_009_PR_attrition_moderate|50.0|0.65|mixed_GBseg_TJ|20.0|1.0|1400.0|20.0,fast_firing,True,nan,trajectory_negligible
mech_009_PR_attrition_moderate,50.0,0.65,mixed_GBseg_TJ,20.0,1.0,1450.0,8.0,mech_009_PR_attrition_moderate|50.0|0.65|mixed_GBseg_TJ|20.0|1.0|1450.0|8.0,fast_firing,True,nan,trajectory_negligible
mech_009_PR_attrition_moderate,50.0,0.65,mixed_GBseg_TJ,20.0,1.0,1450.0,20.0,mech_009_PR_attrition_moderate|50.0|0.65|mixed_GBseg_TJ|20.0|1.0|1450.0|20.0,fast_firing,True,1.0434442812757183,trajectory_negligible
mech_009_PR_attrition_moderate,50.0,0.65,mixed_GBseg_TJ,20.0,1.0,1500.0,8.0,mech_009_PR_attrition_moderate|50.0|0.65|mixed_GBseg_TJ|20.0|1.0|1500.0|8.0,fast_firing,True,1.0685870845301813,trajectory_negligible
mech_009_PR_attrition_moderate,50.0,0.65,mixed_GBseg_TJ,20.0,1.0,1500.0,20.0,mech_009_PR_attrition_moderate|50.0|0.65|mixed_GBseg_TJ|20.0|1.0|1500.0|20.0,fast_firing,True,1.0685870845301813,trajectory_negligible
mech_009_PR_attrition_moderate,50.0,0.65,mixed_GBseg_TJ,50.0,1.0,1400.0,20.0,mech_009_PR_attrition_moderate|50.0|0.65|mixed_GBseg_TJ|50.0|1.0|1400.0|20.0,fast_firing,True,nan,trajectory_negligible
mech_009_PR_attrition_moderate,50.0,0.65,mixed_GBseg_TJ,50.0,1.0,1450.0,8.0,mech_009_PR_attrition_moderate|50.0|0.65|mixed_GBseg_TJ|50.0|1.0|1450.0|8.0,fast_firing,True,nan,trajectory_negligible
mech_009_PR_attrition_moderate,50.0,0.65,mixed_GBseg_TJ,50.0,1.0,1450.0,20.0,mech_009_PR_attrition_moderate|50.0|0.65|mixed_GBseg_TJ|50.0|1.0|1450.0|20.0,fast_firing,True,1.036665953675666,trajectory_negligible
mech_009_PR_attrition_moderate,50.0,0.65,mixed_GBseg_TJ,50.0,1.0,1500.0,8.0,mech_009_PR_attrition_moderate|50.0|0.65|mixed_GBseg_TJ|50.0|1.0|1500.0|8.0,fast_firing,True,1.0725605518487558,trajectory_negligible
mech_009_PR_attrition_moderate,50.0,0.65,mixed_GBseg_TJ,50.0,1.0,1500.0,20.0,mech_009_PR_attrition_moderate|50.0|0.65|mixed_GBseg_TJ|50.0|1.0|1500.0|20.0,fast_firing,True,1.0725605518487558,trajectory_negligible
mech_009_PR_attrition_moderate,50.0,0.65,mixed_GBseg_TJ,100.0,1.0,1400.0,20.0,mech_009_PR_attrition_moderate|50.0|0.65|mixed_GBseg_TJ|100.0|1.0|1400.0|20.0,fast_firing,True,nan,trajectory_negligible
mech_009_PR_attrition_moderate,50.0,0.65,mixed_GBseg_TJ,100.0,1.0,1450.0,8.0,mech_009_PR_attrition_moderate|50.0|0.65|mixed_GBseg_TJ|100.0|1.0|1450.0|8.0,fast_firing,True,nan,trajectory_negligible
mech_009_PR_attrition_moderate,50.0,0.65,mixed_GBseg_TJ,100.0,1.0,1450.0,20.0,mech_009_PR_attrition_moderate|50.0|0.65|mixed_GBseg_TJ|100.0|1.0|1450.0|20.0,fast_firing,True,1.0444715176350283,trajectory_negligible
