property_id,design_stage,pair_map,diagnostic_only,Q_nuc_delta_kJ,Q_exchange_delta_kJ,Q_transport_delta_kJ,Q_growth_delta_kJ,Q_PR_delta_kJ,Q_closed_delta_kJ,k_nuc_factor,k_exchange_factor,k_transport_factor,k_growth_factor,k_PR_factor,k_closed_factor,Theta_nuc,f_nuc,f_exchange,f_transport,I_low_slow,I_low_PR_slow,Pi_PR,S_closed_growth,A_closed_fraction,M_PR_closed,Gamma_mig,Q_nuc_minus_Q_growth_kJ,Q_nuc_minus_Q_PR_kJ,Q_nuc_minus_Q_transport_kJ,Q_closed_minus_Q_growth_kJ,Q_PR_minus_Q_closed_kJ,log10_kclosed_over_kgrowth,log10_kPR_over_kgrowth,log10_knuc_over_ktransport,R_fast_screen,span_fast_1p5_screen,fast_firing_pass_screen,reduction_TS_screen,span_TS_20_screen,Chen_window_width_C_screen,lower_boundary_present_screen,upper_boundary_present_screen,two_step_pass_screen,high_density_attainment_screen,classification_screen,artifact_flag,topology_parameters_modified
LHS46251,LHS,,False,94.0182681,0.431245644,14.5041947,81.4570731,-33.8377983,-82.7727731,4.80359526,0.0507688282,0.521435334,8.70534242,0.0474947302,9.27098979,5545164.51,0.99999982,1.78348289e-07,1.98897914e-09,39493.649,3.2132804e-19,3.79554926e-18,10.891209,0.1674,0.0214374264,0.784690943,-37.4388049,278.719355,169.514073,-391.041275,74.8831144,0.0273402446,-2.26314043,0.964365951,1.24581139,0,False,0.911291079,0.03,395.628813,False,True,False,False,neither,False,False
LHS46265,LHS,,False,-50.4587986,33.2892176,28.69279,67.1992556,-51.1293487,-63.3093049,0.49051146,6.12579949,0.0476969352,21.4231702,0.660417115,25.0309328,0.588830458,0.370606225,0.629392498,1.27680362e-06,20139.5295,2.40275544e-18,7.38446132e-23,9.77811145,0.1674,0.185868815,0.576374308,-167.658054,151.533839,10.8484114,-357.319989,38.1280958,0.0675932968,-1.51106542,1.01215868,1.03946139,0,False,0.931679526,0.03,378.596611,False,True,False,False,neither,False,False
LHS46271,LHS,,False,-7.88316857,49.4341567,24.2611618,17.2308932,-5.19681384,-85.3087704,16.6255756,3.59528591,0.0638141998,0.197828849,9.30751299,20.6792269,0.223293542,0.182534718,0.817464498,7.84006533e-07,14714.0557,5.20191619e-19,1.44176308e-23,740.774217,0.1674,0.583466044,0.990947653,-75.1140618,148.176934,57.8556697,-329.351092,106.060096,2.01924468,1.67254403,2.41585936,1.00812543,0,False,0.998556031,0.03,554.708694,False,True,False,False,neither,False,False
LHS46288,LHS,,False,-70.1792686,-45.5721483,-34.6555642,58.6940369,-39.0179179,-13.8684501,15.2268375,0.0589658141,23.8034499,0.21740399,0.906077271,19.527639,134.818333,0.992637224,0.00547684265,0.00188593363,39135.9154,8.42317044e-18,7.39071505e-21,532.619647,0.1674,0.248330113,0.992215524,-178.873306,119.701938,54.4762956,-299.373915,0.798671748,1.95338223,0.619897725,-0.194030192,1.01676313,0,False,0.997202077,0.03,444.559496,False,True,False,False,neither,False,False
LHS46290,LHS,,False,-58.6789617,-20.9361897,-55.7548146,44.5426238,15.8315381,-96.0596722,0.0726661946,12.4489901,1.82994196,0.23941748,0.163815599,5.29233348,65.8955966,0.985051333,0.0149486103,5.67943433e-08,38764.101,3.65373331e-20,1.86000589e-23,196.434061,0.1674,0.104231257,0.990689125,-153.221586,76.3527891,87.0758528,-367.413725,137.83935,1.34449135,-0.164800603,-1.4011049,1.03000678,0,False,0.99262185,0.03,504.201381,False,True,False,False,neither,False,False
LHS46292,LHS,,False,30.870485,3.43703893,6.0868143,0.253567407,-31.8951906,-56.4873611,1.70625644,1.78156403,0.29570622,0.0383463889,0.0308815383,5.14954891,2860.91805,0.999650584,0.000349389722,2.6293061e-08,39467.3534,1.8273081e-19,1.91750882e-21,724.812515,0.1674,0.0143655751,0.998045058,-19.3830824,213.628964,114.783671,-283.552357,50.5403101,2.12804471,-0.0940255476,0.761183844,1.1065833,0,False,0.996410485,0.03,518.22552,False,True,False,False,neither,False,False
LHS46299,LHS,,False,-6.74221419,30.9335646,-30.0138815,34.7878384,80.3614527,-37.643881,8.04477955,5.41245772,0.0351326238,0.138127937,4.3610707,21.7854381,1.37606928,0.579136851,0.420863139,9.57849886e-09,26307.1616,7.03838296e-21,2.34560757e-24,934.505932,0.1674,0.587883559,0.994286806,-91.5300526,63.759622,113.271667,-299.243148,143.953473,2.19788477,1.4993116,2.35980356,1.00891466,0,False,0.998814381,0.03,495.789873,False,True,False,False,neither,False,False
LHS46302,LHS,,False,-15.8698978,28.0721061,-18.8910313,-15.5498856,-78.2974157,-27.0419638,0.168890672,1.94875543,1.57970849,0.225304391,8.58877327,16.7779499,112.751837,0.991208933,0.00879099405,7.27816576e-08,39072.7802,1.12506686e-15,8.36403327e-19,307.121267,0.1674,0.51953635,0.987515248,-50.3200122,213.290807,93.0211335,-238.303507,-25.3073123,1.87196924,1.58116148,-0.970971288,1.45294404,0.0631689631,False,0.996716272,0.03,459.408954,False,True,False,False,neither,False,False
LHS46315,LHS,,False,69.4529469,-42.3452115,11.6699965,84.1348973,0.123395716,98.9814089,6.70785925,1.36920011,2.20073737,24.9754581,0.0330514843,0.102309924,577746.93,0.999998269,1.66911991e-06,6.17387397e-08,39493.4348,2.26918709e-20,4.96692332e-20,0.0144455533,0.1674,0.0208016398,0.563451103,-64.6819504,220.19284,147.78295,-211.964917,-72.9098736,-2.3875957,-2.8783225,0.484015723,1.33026264,0.0249827852,False,0.0485484945,0.00728227417,20.6234551,True,True,False,False,neither,False,False
LHS46319,LHS,,False,-47.2291439,-1.8851995,-70.2862761,72.70145,-80.6231974,-78.3511961,1.27345304,13.8533582,6.19626277,0.150604694,0.235590604,6.15570165,1.88974378,0.653948559,0.346051134,3.06952462e-07,28180.3973,1.18615692e-17,4.55853089e-22,386.49965,0.1674,0.0629099377,0.995024251,-169.930594,184.257342,113.057132,-377.864075,23.6761383,1.61143906,0.194319458,-0.687146893,1.00212512,0,False,0.995305113,0.03,494.858078,False,True,False,False,neither,False,False
LHS46322,LHS,,False,-97.6601631,23.9634849,-10.5946082,67.7526861,-25.0879493,-20.0950652,2.27657339,0.435622701,0.0456115628,0.0445833336,0.543497473,28.4630913,0.09858649,0.0897393977,0.910258089,2.51293096e-06,6446.55663,9.122491e-20,2.42155732e-24,4145.85076,0.1674,0.19383441,0.998477786,-215.412849,78.2910751,2.93444511,-314.65918,20.9552554,2.80510953,1.08602499,1.6982067,1.00023694,0,False,0.999425507,0.03,519.949489,False,True,False,False,neither,False,False
LHS46339,LHS,,False,82.9003806,-14.1152821,37.2773841,67.2041513,85.9877272,76.7040875,2.02267158,0.656655985,0.0989168073,6.67646739,0.283976358,0.036019873,1334267.26,0.999999251,7.47354398e-07,2.1200735e-09,39493.5775,9.38458471e-22,3.90387497e-19,0.0196395307,0.1674,0.257551579,0.81363734,-34.3037707,147.775942,135.622996,-217.311492,35.2317792,-2.26800455,-1.37126455,1.31065528,1.32747736,0.0241158331,False,0.0926767931,0.013901519,15.7346279,True,True,False,False,neither,False,False
LHS46355,LHS,,False,-3.44500686,26.99374,24.6263795,66.0027433,-81.1193315,-49.1319319,0.129554931,0.289203741,2.57637938,26.7177476,9.7985144,16.4165907,2773.25693,0.999639543,0.000359467524,9.89355976e-07,39474.7916,1.60980955e-15,2.55288124e-17,4.69295941,0.1674,0.530029165,0.519973857,-119.44775,228.537613,61.9286137,-341.946104,-6.03926002,-0.211516871,-0.435639607,-1.29855587,1.40494731,0.0482293596,False,0.915767254,0.03,335.024181,False,True,False,False,neither,False,False
LHS46364,LHS,,False,-27.5632988,60.8555867,28.7731546,95.8552282,3.51512631,-80.779095,0.875271307,1.50712398,0.984777457,0.077648287,13.8322306,7.17979633,0.938457365,0.484125873,0.515863387,1.07392824e-05,23419.3616,1.86878911e-18,6.48829722e-23,1017.99721,0.1674,0.607011079,0.997758408,-173.418527,119.784864,33.6635466,-403.445752,110.242361,1.96598025,2.25076034,-0.0511954068,1.00038875,0,False,0.998957835,0.03,525.366786,False,True,False,False,neither,False,False
LHS46385,LHS,,False,-6.6305001,7.63840678,-27.1503002,67.7673369,21.7888248,-82.9928955,0.0462266664,0.737681887,1.00614188,0.254008214,4.69901669,5.60321447,10518.5305,0.999904939,9.50579176e-05,3.35871257e-09,39488.188,7.529004e-19,6.59691548e-20,208.230563,0.1674,0.554086716,0.991389682,-124.397837,122.443964,110.5198,-377.571661,130.72986,1.34358949,1.26715923,-1.33776665,1.0213315,0,False,0.995767235,0.03,480.879251,False,True,False,False,neither,False,False
LHS46387,LHS,,False,-36.6429925,47.6411785,39.1611256,-35.0304828,-4.81709048,-8.67480999,0.168136384,12.6805357,1.48173567,0.170466266,10.0924322,23.9842566,0.79651122,0.443365569,0.556621838,1.25927163e-05,22309.94,2.04950325e-18,6.74479129e-23,463.339219,0.1674,0.588316344,0.989374052,-51.6125097,119.037387,14.1958818,-200.455756,29.8058591,2.14828781,1.77235739,-0.945109034,1.20319042,0,False,0.997926053,0.03,464.992762,False,True,False,False,neither,False,False
LHS46397,LHS,,False,-0.945693372,-72.9959201,64.9861755,66.2098385,-24.093682,-90.6322245,0.0378541798,5.42513797,3.12854668,7.98834864,0.106086346,0.0532144526,140318.176,0.999992873,7.79323249e-07,6.34728646e-06,39493.3618,3.72101833e-19,5.4519637e-19,0.0651976449,0.1674,0.0502448828,0.783895439,-117.155532,174.011277,24.0681311,-383.653491,92.4866821,-2.17642741,-1.87679752,-1.9172288,1.29346224,0.0135281861,False,0.163786665,0.0245679997,108.318763,True,True,False,True,neither,False,False
LHS46410,LHS,,False,94.2876092,5.4403804,-47.1512424,90.6891766,-59.6017093,-83.0746297,0.649317484,0.331178351,27.1910717,2.57928641,3.74274615,11.7926484,4423462.89,0.999999774,2.25943968e-07,1.23209937e-10,39493.6443,1.4401937e-16,1.41151957e-15,49.4841315,0.1674,0.439389164,0.928543652,-46.4015674,304.752607,231.438852,-400.575235,49.42106,0.660111779,0.161690802,-1.62196923,1.07215739,0,False,0.984598771,0.03,442.211734,False,True,False,False,neither,False,False
LHS46418,LHS,,False,-71.052786,50.5699829,70.0072819,89.966118,-56.8962904,-45.5093287,0.417705158,2.72581792,16.770401,1.04617434,8.39304071,21.543245,0.0850203533,0.0783583028,0.912455624,0.00918607371,5435.06494,1.05907835e-17,2.79447247e-22,177.49826,0.1674,0.537773158,0.969604814,-211.018904,136.706793,-51.0600679,-362.286875,14.5611779,1.31370706,0.904315268,-1.60367361,1.00061692,0,False,0.995056529,0.03,436.307234,False,True,False,False,neither,False,False
LHS46421,LHS,,False,-98.3323014,9.24593457,-43.3924311,90.0021861,0.22215954,-92.7117338,0.133854964,4.70202731,0.270115635,0.178256654,2.4382126,5.47404124,0.454614879,0.312532812,0.687466926,2.61363518e-07,17317.3552,2.64943496e-19,8.07981904e-24,350.531636,0.1674,0.460823704,0.994688153,-238.334488,52.308828,35.0601297,-409.525348,118.882033,1.48726231,1.13602582,-0.304915242,1.00059523,0,False,0.996818823,0.03,506.298364,False,True,False,False,neither,False,False
LHS46423,LHS,,False,44.9729242,5.65738863,58.8025111,74.4291311,-23.9382174,-84.1386406,0.0983068749,0.28138429,1.74276029,0.0726375134,17.8974459,23.0932172,688108.077,0.999998547,1.28225922e-06,1.70998752e-07,39493.5598,6.21219484e-17,1.47824202e-16,3143.68389,0.1674,0.606602368,0.9976185,-79.4562069,219.77443,76.1704131,-385.3792,86.1485627,2.50232347,2.39163009,-1.24865377,1.01163266,0,False,0.99957624,0.03,586.332584,False,True,False,False,neither,False,False
LHS46457,LHS,,False,73.2268794,59.4138585,37.7437586,80.5824892,85.6235195,-53.0691701,3.2410396,0.97306281,0.537503803,1.33433982,0.10210256,16.1439897,973.419248,0.998973748,0.00102621227,4.00361302e-08,39423.0219,3.40728279e-22,3.9997289e-23,103.162565,0.1674,0.123774023,0.959437988,-57.3556097,138.466649,125.483121,-360.463088,164.640829,1.08274443,-1.11622982,0.780302796,1.02662432,0,False,0.98808373,0.03,427.91531,False,True,False,False,neither,False,False
LHS46459,LHS,,False,-70.7491385,-12.5897193,57.6462713,32.7326236,18.3312591,94.5106985,4.54682933,0.0371142358,0.117093157,6.96357562,5.82942,0.0535354225,59.2852223,0.983412187,0.0132604504,0.00332736272,38730.5987,1.11684983e-18,5.75950235e-22,0.0205094234,0.1674,0.56794686,0.773250952,-153.481762,61.7828913,-38.3954098,-165.033354,-50.2312998,-2.11419106,-0.0772069497,1.58917714,1.45120914,0.0626289531,False,0.130961707,0.0196442561,23.8322778,True,True,False,False,neither,False,False
LHS46465,LHS,,False,-22.5463174,50.5899778,28.8610345,87.0713677,11.5344875,-87.5991842,0.191329169,0.0481795369,1.1506588,0.104208139,1.89791103,22.9872823,431.294333,0.997686761,0.00230936085,3.87789613e-06,39396.3089,6.00422101e-19,2.17182121e-21,2400.38849,0.1674,0.441538509,0.996833315,-159.617685,116.782484,38.5926481,-401.48198,125.081811,2.34358599,1.26037421,-0.779165376,1.00345519,0,False,0.999301201,0.03,578.394324,False,True,False,False,neither,False,False
LHS46485,LHS,,False,-75.0682038,22.8183547,1.14060444,61.3633597,55.8182212,75.1569971,0.259268148,10.0501597,0.986402736,24.8805807,1.89268434,0.232840076,0.230373779,0.187238856,0.812755513,5.63068767e-06,12855.9622,3.2735014e-21,1.19317671e-25,0.0332082358,0.1674,0.497087933,0.530859267,-186.431564,19.9768639,13.7911918,-213.017791,6.60936363,-2.02880278,-1.11878232,-0.580305102,1.03174431,0,False,0.165092739,0.0247639108,59.0641677,True,True,False,True,neither,False,False
LHS46492,LHS,,False,-98.3560608,-73.7157801,52.8140421,64.5264473,-19.5275323,10.7568248,0.893578975,12.2656939,0.11448358,8.30056388,0.646436725,0.0313252701,14.0386168,0.933504523,0.0630336152,0.00346186193,36290.285,1.23070596e-18,1.27912408e-22,0.0200122433,0.1674,0.226142192,0.775592733,-212.882508,72.0347604,-61.1701029,-280.581051,-4.33621755,-2.42321277,-1.10858158,0.892389739,1.08957632,0,False,0.0913373008,0.0137005951,19.094321,True,True,False,False,neither,False,False
LHS46527,LHS,,False,40.9487814,40.3744303,23.2741269,33.7212486,84.9543186,-87.7754448,0.0337046985,0.242174919,0.733314032,0.0893020357,28.2397029,3.9912991,136654.684,0.999992682,7.31544249e-06,2.21874576e-09,39493.2081,9.74708003e-20,3.08043237e-18,354.522996,0.1674,0.639530969,0.996275391,-42.7724673,106.857752,107.674654,-348.308122,198.677903,1.65025292,2.49999876,-1.33759955,1.06648695,0,False,0.998069093,0.03,513.202862,False,True,False,False,neither,False,False
LHS46531,LHS,,False,-9.77780991,22.1990845,-33.9831795,99.930028,86.5621067,-95.8627093,0.042144341,0.626004957,0.203691073,4.91861644,8.17408595,6.97426264,3511.17471,0.999715276,0.000284723409,4.67602909e-10,39478.871,2.63554464e-20,1.2340472e-20,17.494116,0.1674,0.616984523,0.878035735,-159.707838,54.5233723,114.20537,-422.604166,208.372956,0.151655341,0.220596243,-0.684232729,1.03096575,0,False,0.974841904,0.03,423.468808,False,True,False,False,neither,False,False
LHS46550,LHS,,False,-73.866962,15.3485874,58.9013379,29.4874072,24.1665693,-18.1490428,15.223026,0.0883004057,0.992343238,28.7178094,1.11540889,29.5586051,0.776336415,0.437043574,0.5043418,0.0586146262,19700.0464,3.50494655e-20,1.18137424e-24,5.26264733,0.1674,0.380181115,0.447850439,-153.354369,52.8297576,-42.7682999,-274.447878,68.2637517,0.0125326278,-1.41071721,1.18583907,1.3245069,0.0231912394,False,0.909373523,0.03,308.851241,False,True,False,False,neither,False,False
LHS46551,LHS,,False,-62.6080145,54.9778358,-33.135894,21.3360889,16.3947806,-1.64345767,1.70157566,4.84841027,0.378681862,26.5737592,0.0846364504,0.226387061,0.016137191,0.0158809176,0.984119049,3.37719096e-08,1431.76166,1.45125298e-22,3.70993166e-27,0.0376185351,0.1674,0.0586734973,0.455063714,-133.944103,71.8604938,60.5278795,-249.790975,43.9863778,-2.06960139,-2.49689555,0.652576761,1.03006276,0,False,0.11457144,0.0171857161,88.1652805,True,True,False,True,neither,False,False
LHS46564,LHS,,False,94.5290372,-44.5454132,-70.6656487,42.8759616,-99.6993967,-23.5424006,2.70417671,0.0416078617,0.427013478,0.0603554858,2.97627869,22.7500588,393358413,0.999999997,2.54090018e-09,1.31059725e-12,39493.6704,1.72001154e-15,1.16615188e-12,2154.94178,0.1674,0.343792562,0.99761285,1.65307555,345.091723,255.194686,-293.229791,-50.2088565,2.57626577,1.69295684,0.801593485,1.08931888,0,False,0.999162131,0.03,509.179293,False,True,False,False,neither,False,False
LHS46579,LHS,,False,6.9125175,73.4400149,-10.1147473,48.4667978,32.1078891,-95.2200907,1.85308835,10.3526361,0.101488693,26.368297,2.64811177,5.59861673,0.344058588,0.255984814,0.744015181,4.54102271e-09,17030.2041,2.03646486e-20,7.18100167e-25,1.92171532,0.1674,0.508928262,0.497210189,-91.5542803,125.667917,107.027265,-370.498317,153.276119,-0.673001344,-0.99814577,1.26147847,1.06756909,0,False,0.837724762,0.03,357.988668,False,True,False,False,neither,False,False
LHS46580,LHS,,False,-41.7060674,-28.7172744,60.3663103,82.6167206,65.2597425,-46.5782423,3.38730555,5.38169264,0.0471445767,29.5218486,0.164090479,14.8253898,21.6364628,0.955823487,0.0440468613,0.000129651997,37219.3094,1.27261848e-21,1.86581627e-24,4.16996416,0.1674,0.153763799,0.519718926,-174.322788,43.897479,-12.0723777,-356.006391,137.786124,-0.299137428,-2.25506017,1.85642263,1.10046946,0,False,0.869040293,0.03,327.629952,False,True,False,False,neither,False,False
LHS46581,LHS,,False,-63.4943215,36.3686781,-8.64448314,-47.7984284,-17.169081,-83.7584752,6.62565887,3.5356647,10.6999439,1.6775045,0.121893756,3.7162344,0.0220301917,0.0215553238,0.978409573,3.51027322e-05,2387.90465,2.30229016e-21,5.88589803e-26,10.5672155,0.1674,0.0606910113,0.897645637,-65.6958931,104.538048,35.1501616,-262.771475,92.5375338,0.345439405,-1.13868223,-0.208152429,1.13326755,0,False,0.922092466,0.03,396.158404,False,True,False,False,neither,False,False
LHS46590,LHS,,False,-24.881379,65.4731942,-55.3162715,32.8343173,-4.65757108,-52.5687922,0.304177748,0.109850262,0.0702848296,0.0336461454,0.0965097759,11.2111417,31.9532971,0.969654023,0.0303459764,7.01544673e-10,38329.3513,8.38841259e-20,2.69250764e-23,2132.58414,0.1674,0.0548330664,0.998585995,-107.715696,130.639481,120.434893,-312.214538,73.8593607,2.52271452,0.45763599,0.636265844,1.01276982,0,False,0.998770944,0.03,543.428949,False,True,False,False,neither,False,False
LHS46619,LHS,,False,-94.3302123,21.2877621,-33.4206217,-64.8200003,25.381734,-76.757009,6.55234662,19.2943494,6.55194414,0.0677989303,9.05150949,3.00746239,0.00122402569,0.00122252928,0.998775555,1.91604323e-06,119.330237,6.54000615e-22,1.65745906e-26,183.428538,0.1674,0.597856649,0.99492654,-79.510212,31.1513426,29.0904094,-238.748437,128.086883,1.64697736,2.12549817,2.66772698e-05,1.00417951,0,False,0.995776244,0.03,513.539656,False,True,False,False,neither,False,False
LHS46624,LHS,,False,-45.4130343,20.6547831,58.7313587,45.1790351,78.7666606,-68.4893626,24.202351,0.0905612422,0.134166207,13.3030894,10.8365611,4.12183813,3.08806673,0.755385597,0.242173321,0.00244108182,31036.6139,2.80724733e-20,6.73243081e-24,2.34593467,0.1674,0.622771254,0.657789474,-140.592069,26.683594,-14.1443929,-340.479826,173.204163,-0.508861575,-0.0890610224,2.25621441,1.18145563,0,False,0.889006501,0.03,319.774295,False,True,False,False,neither,False,False
LHS46673,LHS,,False,-40.6276889,48.6695866,-64.5663891,-38.2282306,68.8153495,-70.4276029,0.931366921,25.4311273,2.74106292,10.2046344,0.546925581,11.0125902,0.0488723782,0.0465951618,0.953404832,6.61491891e-09,5137.45566,1.64645916e-22,5.33886344e-27,5.03387558,0.1674,0.335765978,0.60412939,-52.3994583,41.4202505,113.9387,-259.010801,165.191092,0.0330920281,-1.27086921,-0.468798195,1.48800371,0.0740817378,False,0.90281622,0.03,360.171557,False,True,False,False,neither,False,False
LHS46675,LHS,,False,-20.8916577,11.241626,41.2262318,17.0825132,24.8522051,-30.6600946,0.0486388372,10.8265617,0.408065488,0.0606282074,5.72558647,23.2304218,173.797625,0.994279098,0.00572011135,7.9016855e-07,39200.3257,7.27089428e-19,1.10612071e-21,1960.32521,0.1674,0.571145258,0.997205761,-87.974171,105.119426,27.8821105,-274.554036,81.4604393,2.58338237,1.97514525,-0.923746682,1.04783805,0,False,0.999317153,0.03,523.250508,False,True,False,False,neither,False,False
LHS46687,LHS,,False,1.0266973,48.1412438,-73.1399602,-6.66945317,19.9193114,-71.9617267,13.1793598,0.0668254088,2.52669543,0.0918303906,0.586959226,3.15485194,33.0609354,0.970640853,0.0293591081,3.86296309e-08,38159.2524,9.43758585e-20,2.75413662e-23,195.098785,0.1674,0.270284795,0.995135878,-42.3038495,131.970675,164.166658,-292.103702,117.829178,1.53599255,0.805621502,0.717341419,1.1400274,0,False,0.993902658,0.03,482.847621,False,True,False,False,neither,False,False
LHS46702,LHS,,False,32.4906769,17.8288473,8.25097512,67.2618118,-93.4697018,-15.5263268,1.1310928,0.370208873,27.8622038,0.591170078,1.12120468,28.9446234,7719.69429,0.999870478,0.000127809623,1.7124075e-06,39484.7536,4.24798697e-16,1.33422726e-17,308.528158,0.1674,0.201643015,0.980128625,-84.7711349,276.823668,114.239702,-309.599567,-51.9952354,1.68985546,0.277972459,-1.39151723,1.03638867,0,False,0.995465631,0.03,427.217045,False,True,False,False,neither,False,False
LHS46711,LHS,,False,44.1005926,-9.7111981,-24.7649463,80.3447125,-98.6251138,-91.269256,0.338860419,0.0687848372,2.43452674,26.4210755,6.71529658,2.17725207,2792024.18,0.999999642,3.56684314e-07,1.47864576e-09,39493.6385,3.60885346e-15,3.0640159e-14,0.880564438,0.1674,0.467241451,0.543980205,-86.2441199,293.588995,158.865539,-398.425397,18.5922818,-1.08404178,-0.594885294,-0.856393704,1.48933042,0.0744946956,False,0.724175961,0.03,310.093819,False,True,False,False,neither,False,False
LHS46724,LHS,,False,32.7636457,-20.3621557,15.6503477,90.2950659,8.61064243,-81.9442928,19.4900353,4.97945504,8.65253847,27.2560891,0.345408457,21.2810207,632.550088,0.998421593,0.00156262963,1.57775381e-05,39353.6168,1.31725069e-19,6.54145801e-22,8.37426501,0.1674,0.177349589,0.550928574,-107.53142,175.016292,107.113298,-399.050787,116.503075,-0.107471086,-1.89713057,0.352669086,1.11632225,0,False,0.922658144,0.03,399.698668,False,True,False,False,neither,False,False
LHS46735,LHS,,False,69.1138938,-13.1877296,-15.0849452,94.5994279,-7.48505704,-41.771317,18.5394285,0.900756962,28.2177901,3.54023666,28.6030685,20.4095527,34209.2663,0.999970769,2.89406421e-05,2.90349353e-07,39490.4242,3.27578251e-17,3.8410722e-18,49.9574252,0.1674,0.62587537,0.906455011,-75.4855341,227.46224,174.198839,-363.182173,60.2343995,0.760801192,0.907380331,-0.182426656,1.04160775,0,False,0.989509599,0.03,393.645825,False,True,False,False,neither,False,False
LHS46749,LHS,,False,-75.6172782,-57.7979014,-57.4112807,68.1282924,-43.0652329,-70.2884401,3.87808876,4.31686364,2.61202736,2.02596125,3.09829345,14.0076489,16.3289726,0.942293174,0.057693513,1.33126463e-05,36673.3602,2.92088149e-17,3.21130938e-21,60.647941,0.1674,0.435450281,0.935345578,-193.745571,118.311244,71.7940024,-365.228161,53.1713468,0.839734114,0.184491415,0.171640022,1.03130004,0,False,0.986827917,0.03,434.54139,False,True,False,False,neither,False,False
LHS46758,LHS,,False,-45.8849358,-3.35944474,-33.8204421,78.3638493,79.8231963,47.7573632,13.6951765,0.0613385056,19.5010684,10.7527923,4.45814431,0.0672578031,48.6710659,0.979867555,0.0199042223,0.000228222623,38546.175,1.81709298e-20,7.38623654e-23,0.0289013921,0.1674,0.588810908,0.743377071,-174.248785,25.1551568,77.9355063,-257.417915,58.0139727,-2.20377858,-0.382367135,-0.153490771,1.07585546,0,False,0.172460453,0.0258690679,40.7615357,True,True,False,True,neither,False,False
LHS46801,LHS,,False,-25.9176444,42.8426305,-32.2251859,23.1428957,-54.0912994,42.9401455,0.39000547,4.34934814,6.22074056,9.39612266,0.0784126799,0.0997930063,3.28056393,0.766385921,0.233613681,3.98029397e-07,31422.6948,1.02228669e-18,5.25915135e-23,0.0363661774,0.1674,0.0287087187,0.704774484,-99.06054,179.036944,96.3075416,-207.014179,-71.0833054,-1.97384857,-2.07856238,-1.20277139,1.39896847,0.046368368,False,0.100960338,0.0151440507,57.4881692,True,True,False,True,neither,False,False
LHS46805,LHS,,False,-79.8023229,39.3052762,-42.8938598,-1.06513968,-43.9075803,-93.4766409,2.32376638,2.32565054,6.13677148,0.0648512132,11.4964423,19.6388227,0.0219287529,0.0214582013,0.978540016,1.7831603e-06,1864.69246,1.5555778e-18,3.98041352e-23,2020.62569,0.1674,0.572920965,0.996672371,-128.737183,114.968546,53.0915369,-319.22293,75.5172003,2.48119734,2.24864536,-0.421747486,1.00209801,0,False,0.999336092,0.03,613.628596,False,True,False,False,neither,False,False
LHS46818,LHS,,False,-81.0245872,-73.9768246,-73.4111435,58.9514145,-32.4990982,-37.4904554,0.106177971,2.36564014,16.8984694,9.61261695,0.617448599,11.9175486,2473.5256,0.999595882,0.000403004897,1.11296731e-06,39469.3617,3.80727586e-18,4.38422739e-20,8.47307255,0.1674,0.201429077,0.742741114,-189.976002,102.3378,82.3865562,-323.253298,30.9394968,0.093345295,-1.19224083,-2.20181295,1.28069058,0.00955284114,False,0.925211481,0.03,334.743332,False,True,False,False,neither,False,False
LHS46819,LHS,,False,-67.6532024,54.3261018,-35.2953575,24.1470896,45.0199037,-47.1079806,0.301844477,0.763897572,0.0745069326,5.50770757,6.85390069,8.33017559,0.412651526,0.292111337,0.707888636,2.70332264e-08,15863.3853,4.04663741e-20,1.34425095e-24,8.89902163,0.1674,0.593600657,0.803806569,-141.800292,38.1901828,57.6421551,-298.066499,118.076024,0.179683282,0.094966934,0.607586549,1.10403019,0,False,0.953872536,0.03,344.977989,False,True,False,False,neither,False,False
LHS46829,LHS,,False,-3.33227806,59.7785621,-59.4165646,70.0495183,34.1253062,-52.5110773,0.432758559,0.039026462,0.497986733,22.1200224,26.9190222,5.58546944,507.479347,0.998033352,0.00196664719,1.02427348e-09,39406.9807,1.88212578e-18,9.75001907e-21,2.01563918,0.1674,0.63257216,0.572692155,-123.381796,113.405705,146.084287,-349.372024,112.584523,-0.597725883,0.0852737186,-0.0609721065,1.24343924,0,False,0.883949188,0.03,300.812168,False,True,False,False,neither,False,False
LHS46832,LHS,,False,-79.2997372,-11.4072995,-10.0562188,47.8568564,-58.8087141,-75.5338999,17.0415841,0.0956868968,5.35405893,5.94845572,1.23041386,8.18078674,3.56478457,0.780931612,0.214149146,0.00491924212,31813.3266,2.30703394e-17,1.24346186e-21,11.0324795,0.1674,0.265850279,0.813701733,-177.156594,130.372266,20.7564816,-350.202185,42.6733254,0.138390838,-0.684353017,0.502826815,1.10218669,0,False,0.942210994,0.03,385.500587,False,True,False,False,neither,False,False
LHS46837,LHS,,False,-18.3402873,25.3133423,30.2789939,-35.9106332,44.8576784,-80.5325227,5.3891033,0.0448279463,27.1989164,0.0427283503,1.95415971,12.3964901,118.216836,0.991611923,0.00631454287,0.00207353412,39117.6069,6.58340719e-20,7.88565559e-23,1457.03551,0.1674,0.488169554,0.997301118,-32.4296541,87.6653232,41.3807188,-271.433318,151.338341,2.46258261,1.66024393,-0.703035093,1.38525829,0.0421008952,False,0.999012385,0.03,597.518942,False,True,False,False,neither,False,False
