property_id,exact_fast_attained,R_fast_exact,median_fast_ratio_exact,span_fast_1p5_exact,fast_firing_pass_exact,nucleation_facile_pass_exact,PR_off_pass_exact,fast_artifact_reasons
LHS00970,True,1.8547619145296077,1.8511034632150067,0.1700000000000001,True,False,True,
LHS00971,True,2.3087416175250115,1.9822802723617237,0.1700000000000001,False,True,True,
LHS00972,True,1.4987196094520854,1.4824622377273196,0.0,False,False,False,
LHS00973,True,2.390697643318886,2.3217650114984667,0.1700000000000001,False,True,True,
LHS00974,True,2.124775830571453,1.9966969735212996,0.1700000000000001,True,False,True,
LHS00975,True,1.8208033834418575,1.793907204564212,0.1700000000000001,True,False,True,
LHS00980,True,4.455841844946136,4.322765656716754,0.1220000000000001,False,True,True,
LHS00995,True,1.7730665226403748,1.7668079139170412,0.1700000000000001,True,False,True,
LHS00999,True,2.2653646958845237,2.080961494630593,0.1700000000000001,False,True,True,
LHS01000,True,1.6703026657685849,1.4290500967476505,0.055,True,False,True,
LHS01005,True,1.5656446925231249,1.29889485784349,0.016,False,False,False,
LHS01012,True,1.4135906046717217,1.4052743004543102,0.0,False,False,False,
LHS01014,True,1.702050946326061,1.4239522952059638,0.057,True,False,True,
LHS01016,True,2.013973437736623,2.0010399235326037,0.1700000000000001,False,True,True,
LHS01019,True,2.3510122433646203,2.3465859735049928,0.1700000000000001,True,False,True,
LHS01024,True,2.4284373938703387,2.3294293653741485,0.1700000000000001,True,False,True,
LHS01025,True,1.3204832158568591,1.1755753340490245,0.0,False,False,False,
LHS01026,True,3.0391775278126176,2.772254639288463,0.1460000000000001,False,True,True,
LHS01029,True,2.4821453265603037,2.241595590939515,0.1700000000000001,False,True,True,
LHS01032,True,2.333241594772473,2.150431126404255,0.1700000000000001,True,False,True,
LHS01042,True,5.059587576896683,4.385213259547225,0.1700000000000001,False,True,True,
LHS01044,True,1.7020198278306595,1.4241543005349253,0.057,True,False,True,
LHS01047,True,2.0449855153984853,2.0389151649060726,0.1700000000000001,True,False,True,
LHS01058,True,1.8364099983142872,1.8352912190714203,0.1700000000000001,True,False,True,
LHS01065,True,1.3763564784709332,1.3749396507726783,0.0,False,False,False,
LHS01073,True,2.929072081845296,2.4531241187106265,0.1700000000000001,False,True,True,
LHS01075,True,2.0823560237088454,1.8663361761806647,0.1700000000000001,True,False,True,
LHS01079,True,1.9249859975817871,1.7872735976545049,0.1700000000000001,False,True,True,
LHS01085,True,6.125559434634576,5.882673212685349,0.1700000000000001,False,True,True,
LHS01087,True,2.3701942426238483,2.1425002566397775,0.1700000000000001,True,False,True,
LHS01090,True,2.15691807561383,2.1536353126871983,0.1700000000000001,True,False,True,
LHS01092,True,1.5953401174881003,1.3422254356080274,0.026,False,False,False,
LHS01097,True,2.15229506040808,2.1501249728018985,0.1700000000000001,True,False,True,
LHS01105,True,2.0146369337295225,2.004013153061313,0.1700000000000001,True,False,True,
LHS01113,True,2.0398117645571983,1.7236434024013068,0.1610000000000001,False,True,True,
LHS01114,True,2.0156853606038028,2.013307245028703,0.1700000000000001,True,False,True,
LHS01120,True,2.2337092330599977,2.20080822863585,0.1700000000000001,True,False,True,
LHS01126,True,2.4324666319741985,2.1451210219977583,0.1700000000000001,True,False,True,
LHS01131,True,2.79338679392948,2.527398581891577,0.1700000000000001,False,True,True,
LHS01135,True,1.1856688980498091,1.0869680119465674,0.0,False,False,False,
LHS01137,True,1.3121038935352207,1.170780388297022,0.0,False,True,False,
LHS01142,True,1.4213432924565486,1.213557126600327,0.0,False,False,False,
LHS01150,True,2.3102061146387043,2.2876344566009172,0.1700000000000001,True,False,True,
LHS01161,True,2.259414432441331,2.1457582203027905,0.1700000000000001,False,True,True,
LHS01167,False,,,0.0,False,False,False,unattained interval
LHS01168,True,2.644567708117745,2.586389366590687,0.1700000000000001,False,True,True,
LHS01169,True,1.8104791726208145,1.8057293909915644,0.1700000000000001,True,False,True,
LHS01171,True,2.187091140639251,2.1847815669807584,0.1700000000000001,True,False,True,
LHS01182,True,2.0633258647455577,1.8523553875098515,0.1700000000000001,False,True,True,
LHS01184,True,1.3618197830251355,1.1801717998647805,0.0,False,False,False,
LHS01186,True,1.0901136114829757,1.050284329055372,0.0,False,False,False,
LHS01187,True,1.6815650983528672,1.66041480452826,0.1700000000000001,False,True,True,
LHS01190,True,1.863816381402892,1.85949961660013,0.1700000000000001,True,False,True,
LHS01195,True,1.810048745577918,1.7865704403584457,0.1700000000000001,True,False,True,
LHS01196,True,1.0976915978901842,1.0579721912861202,0.0,False,False,False,
LHS01201,True,2.72536519918654,2.537858019560176,0.1700000000000001,False,True,True,
LHS01207,True,2.609224985662152,2.311996031783839,0.1700000000000001,False,True,True,
LHS01216,True,1.490067345053355,1.480821479206424,0.0,False,False,False,
LHS01220,True,1.1044336340807803,1.0693206249622214,0.0,False,False,False,
LHS01225,True,1.0873047851919062,1.049527467587657,0.0,False,False,False,
LHS01226,True,1.9681691704223985,1.9428627242641257,0.1700000000000001,True,False,True,
LHS01233,True,1.7563966188985385,1.4642177955492512,0.072,True,False,True,
LHS01237,True,2.2084879122578176,1.889977224346358,0.1700000000000001,True,False,True,
LHS01241,True,1.9044754679833948,1.6219327891950328,0.1310000000000001,True,False,True,
LHS01247,True,2.018579092990074,1.7971854611699094,0.1700000000000001,True,False,True,
LHS01250,True,2.013182219540162,2.0127357520304736,0.1700000000000001,True,False,True,
LHS01251,True,1.8430011657203975,1.776444601742268,0.1700000000000001,False,True,True,
LHS01258,True,1.3607439071445595,1.2027022485967394,0.0,False,False,False,
LHS01259,True,1.6303321698502529,1.4243350181263983,0.049,True,False,True,
LHS01265,True,1.056580704092598,1.0451154323195728,0.0,False,False,False,
LHS01272,True,1.9834487359571216,1.978833146272169,0.1700000000000001,True,False,True,
LHS01274,True,1.2540502583048012,1.1209317123122269,0.0,False,False,False,
LHS01275,False,,,0.0,False,False,False,unattained interval
LHS01283,True,1.6926478234533568,1.5963492169855595,0.1440000000000001,True,False,True,
LHS01287,True,2.207458408243967,1.945357780454172,0.1700000000000001,False,True,True,
LHS01289,True,1.9494237209542928,1.712286152695249,0.1700000000000001,True,False,True,
LHS01290,False,,,0.0,False,True,False,unattained interval
LHS01299,True,1.926688914095376,1.774062987740566,0.1700000000000001,True,False,True,
LHS01303,True,1.8130788020792843,1.8111567569121985,0.1700000000000001,True,False,True,
LHS01312,True,2.097908469726508,1.877789415284682,0.1700000000000001,True,False,True,
LHS01321,True,1.8615392982812933,1.615246101632995,0.1340000000000001,True,False,True,
LHS01328,True,1.126618801711743,1.073098158972371,0.0,False,False,False,
LHS01333,False,,,0.0,False,False,False,unattained interval
LHS01336,True,1.954608034308214,1.9524589528274223,0.1700000000000001,True,False,True,
LHS01339,True,2.1167144746647666,2.1127832045003903,0.1700000000000001,True,False,True,
LHS01341,True,2.093603467329044,2.0906609538800858,0.1700000000000001,True,False,True,
LHS01344,True,1.7911659693163955,1.7711493776488798,0.1700000000000001,True,False,True,
LHS01346,True,2.3018998322771145,2.2994799909530528,0.1700000000000001,True,False,True,
LHS01355,True,1.7776159959051223,1.4963808054327474,0.083,True,False,True,
LHS01363,True,1.7058084919090082,1.671235076891154,0.1700000000000001,True,False,True,
LHS01364,True,1.8874364969964592,1.8853558735378595,0.1700000000000001,True,False,True,
LHS01367,True,1.0813586645639943,1.0515850228376955,0.0,False,False,False,
LHS01368,True,2.168293366215726,1.9792141344606653,0.1700000000000001,True,False,True,
LHS01370,True,2.224047590619214,2.2213505215232536,0.1700000000000001,True,False,True,
LHS01378,True,1.9651771249303465,1.7190272297643725,0.1700000000000001,True,False,True,
LHS01393,True,1.4697332278691122,1.2403525854229749,0.0,False,False,False,
LHS01396,True,1.7629860246967792,1.7600198714471609,0.1700000000000001,False,True,True,
LHS01403,True,1.4197617710997266,1.3980612935726109,0.0,False,False,False,
LHS01421,True,1.711252968592634,1.486820683079527,0.079,True,False,True,
LHS01423,True,1.48795935069256,1.269401670618212,0.0,False,False,False,
LHS01437,True,1.4486923997873362,1.2365127187795886,0.0,False,True,False,
LHS01439,True,1.212535746473694,1.100198026278242,0.0,False,False,False,
LHS01440,True,2.1645441814001853,2.0347073333325416,0.1700000000000001,True,False,True,
LHS01442,True,2.2840288384688887,2.282381125908695,0.1700000000000001,True,False,True,
LHS01453,True,2.425556233414041,2.4215995965028156,0.1700000000000001,True,False,True,
LHS01459,True,1.6848529715010532,1.5339735694415175,0.1060000000000001,True,False,True,
LHS01465,True,1.0865453862669765,1.0546521658653605,0.0,False,False,False,
LHS01466,True,1.7600886701902625,1.492754089588786,0.082,True,False,True,
LHS01468,False,,,0.0,False,False,False,unattained interval
LHS01471,True,1.095894932076569,1.0522514350621834,0.0,False,False,False,
LHS01474,True,2.173283213477572,1.8939980261176368,0.1700000000000001,False,True,True,
LHS01477,True,1.3135495381593258,1.310241944436939,0.0,False,False,False,
LHS01482,True,1.8030605788358032,1.8015739350760136,0.1700000000000001,True,False,True,
LHS01489,True,3.0423236820021,3.000080532824914,0.1700000000000001,False,True,True,
LHS01499,True,1.6102189317747229,1.6087323136544054,0.1700000000000001,True,False,True,
LHS01508,True,1.8512779663515992,1.8309228952880243,0.1700000000000001,True,False,True,
LHS01511,True,1.7462634878932286,1.7035146971873028,0.1700000000000001,False,True,True,
LHS01522,True,1.5577851877776696,1.5570567519405007,0.1700000000000001,True,False,True,
LHS01525,True,2.294442499921383,2.238487521418713,0.1700000000000001,True,False,True,
LHS01526,True,1.5394669918631765,1.3341348747041497,0.013,False,False,False,
LHS01527,True,2.304948281743769,2.285550157346341,0.1700000000000001,True,False,True,
LHS01539,True,2.0239597423973863,2.021502913241667,0.1700000000000001,True,False,True,
LHS01541,True,2.0835223340970273,1.9981215792238616,0.1700000000000001,False,True,True,
LHS01544,True,2.098100046877611,1.982192012212059,0.1700000000000001,True,False,True,
LHS01551,True,1.8359403874113651,1.8344558306202323,0.1700000000000001,True,False,True,
LHS01556,True,1.7438876767103946,1.618557872910181,0.1630000000000001,True,False,True,
LHS01560,True,5.630260210151018,5.084975146137152,0.1700000000000001,False,True,True,
LHS01561,True,1.5835537147694048,1.5789042464338463,0.1700000000000001,True,False,True,
LHS01566,True,4.668883204645112,4.013133388015056,0.1700000000000001,False,True,True,
LHS01567,True,1.5729755634766702,1.5728305539211231,0.1700000000000001,True,False,True,
LHS01590,True,1.8867954332965324,1.6861464177219303,0.1700000000000001,True,False,True,
LHS01596,True,1.788729924302646,1.5684524391944514,0.1170000000000001,True,False,True,
LHS01599,True,2.103673232611909,2.0782572361100975,0.1700000000000001,True,False,True,
LHS01603,True,1.5648966694663586,1.3079999205389214,0.017,False,False,False,
LHS01605,True,1.846129566999964,1.560847826705726,0.1080000000000001,False,True,True,
LHS01606,True,2.1417130103804616,2.066266003468472,0.1700000000000001,False,True,True,
LHS01607,True,1.4108425264549167,1.2048284198662125,0.0,False,True,False,
LHS01616,True,2.095974708672,2.0823514977505524,0.1700000000000001,True,False,True,
