design,model_style,G0_nm,rho0,T1_C,rho_switch,n_T2
core_size,hybrid_topology,1500.0,0.7,1200.0,0.925,19
core_size,hybrid_topology,1500.0,0.7,1300.0,0.75,19
core_size,hybrid_topology,1500.0,0.7,1300.0,0.825,19
core_size,hybrid_topology,1500.0,0.7,1300.0,0.875,19
core_size,hybrid_topology,1500.0,0.7,1300.0,0.925,19
core_size,hybrid_topology,1500.0,0.7,1400.0,0.75,19
core_size,hybrid_topology,1500.0,0.7,1400.0,0.825,19
core_size,hybrid_topology,1500.0,0.7,1400.0,0.875,19
core_size,hybrid_topology,1500.0,0.7,1400.0,0.925,19
core_size,hybrid_topology,2000.0,0.7,1200.0,0.75,19
core_size,hybrid_topology,2000.0,0.7,1200.0,0.825,19
core_size,hybrid_topology,2000.0,0.7,1200.0,0.875,19
core_size,hybrid_topology,2000.0,0.7,1200.0,0.925,19
core_size,hybrid_topology,2000.0,0.7,1300.0,0.75,19
core_size,hybrid_topology,2000.0,0.7,1300.0,0.825,19
core_size,hybrid_topology,2000.0,0.7,1300.0,0.875,19
core_size,hybrid_topology,2000.0,0.7,1300.0,0.925,19
core_size,hybrid_topology,2000.0,0.7,1400.0,0.75,19
core_size,hybrid_topology,2000.0,0.7,1400.0,0.825,19
core_size,hybrid_topology,2000.0,0.7,1400.0,0.875,19
core_size,hybrid_topology,2000.0,0.7,1400.0,0.925,19
rho0_probe,connectivity,75.0,0.6,1300.0,0.85,19
rho0_probe,connectivity,75.0,0.65,1300.0,0.85,19
rho0_probe,connectivity,75.0,0.7,1300.0,0.85,19
rho0_probe,connectivity,75.0,0.75,1300.0,0.85,19
rho0_probe,connectivity,75.0,0.8,1300.0,0.85,19
rho0_probe,connectivity,450.0,0.6,1300.0,0.85,19
rho0_probe,connectivity,450.0,0.65,1300.0,0.85,19
rho0_probe,connectivity,450.0,0.7,1300.0,0.85,19
rho0_probe,connectivity,450.0,0.75,1300.0,0.85,19
rho0_probe,connectivity,450.0,0.8,1300.0,0.85,19
rho0_probe,connectivity,1000.0,0.6,1300.0,0.85,19
rho0_probe,connectivity,1000.0,0.65,1300.0,0.85,19
rho0_probe,connectivity,1000.0,0.7,1300.0,0.85,19
rho0_probe,connectivity,1000.0,0.75,1300.0,0.85,19
rho0_probe,connectivity,1000.0,0.8,1300.0,0.85,19
rho0_probe,connectivity,2000.0,0.6,1300.0,0.85,19
rho0_probe,connectivity,2000.0,0.65,1300.0,0.85,19
rho0_probe,connectivity,2000.0,0.7,1300.0,0.85,19
rho0_probe,connectivity,2000.0,0.75,1300.0,0.85,19
rho0_probe,connectivity,2000.0,0.8,1300.0,0.85,19
rho0_probe,density,75.0,0.6,1300.0,0.85,19
rho0_probe,density,75.0,0.65,1300.0,0.85,19
rho0_probe,density,75.0,0.7,1300.0,0.85,19
rho0_probe,density,75.0,0.75,1300.0,0.85,19
rho0_probe,density,75.0,0.8,1300.0,0.85,19
rho0_probe,density,450.0,0.6,1300.0,0.85,19
rho0_probe,density,450.0,0.65,1300.0,0.85,19
rho0_probe,density,450.0,0.7,1300.0,0.85,19
rho0_probe,density,450.0,0.75,1300.0,0.85,19
rho0_probe,density,450.0,0.8,1300.0,0.85,19
rho0_probe,density,1000.0,0.6,1300.0,0.85,19
rho0_probe,density,1000.0,0.65,1300.0,0.85,19
rho0_probe,density,1000.0,0.7,1300.0,0.85,19
rho0_probe,density,1000.0,0.75,1300.0,0.85,19
rho0_probe,density,1000.0,0.8,1300.0,0.85,19
rho0_probe,density,2000.0,0.6,1300.0,0.85,19
rho0_probe,density,2000.0,0.65,1300.0,0.85,19
rho0_probe,density,2000.0,0.7,1300.0,0.85,19
rho0_probe,density,2000.0,0.75,1300.0,0.85,19
rho0_probe,density,2000.0,0.8,1300.0,0.85,19
