design,model_style,G0_nm,rho0,T1_C,rho_switch,rho_target,growth_tolerance,first_step_attained,eligible_second_step_target,rho1,G1_nm,first_connected_coverage,T_lower_density_C,T_upper_no_growth_C,T_success_lower_C,T_success_upper_C,window_width_C,optimum_T2_C,minimum_required_growth_tolerance
upper_size_extension,connectivity,3000.0,0.7,1200.0,0.75,0.98,0.1,True,True,0.7501508346155588,3000.034043791683,0.9932656288191495,nan,1270.0,nan,nan,nan,nan,nan
upper_size_extension,connectivity,3000.0,0.7,1200.0,0.75,0.98,0.15,True,True,0.7501508346155588,3000.034043791683,0.9932656288191495,nan,1300.0,nan,nan,nan,nan,nan
upper_size_extension,connectivity,3000.0,0.7,1200.0,0.75,0.98,0.2,True,True,0.7501508346155588,3000.034043791683,0.9932656288191495,nan,1350.0,nan,nan,nan,nan,nan
upper_size_extension,connectivity,3000.0,0.7,1200.0,0.825,0.88,0.025,True,True,0.8250135691577312,3001.1180788668476,0.8805362626137015,1200.0,1215.0,1200.0,1215.0,15.0,1200.0,0.009770298065922256
upper_size_extension,connectivity,3000.0,0.7,1200.0,0.825,0.88,0.05,True,True,0.8250135691577312,3001.1180788668476,0.8805362626137015,1200.0,1230.0,1200.0,1230.0,30.0,1200.0,0.009770298065922256
upper_size_extension,connectivity,3000.0,0.7,1200.0,0.825,0.88,0.075,True,True,0.8250135691577312,3001.1180788668476,0.8805362626137015,1200.0,1250.0,1200.0,1250.0,50.0,1200.0,0.009770298065922256
upper_size_extension,connectivity,3000.0,0.7,1200.0,0.825,0.88,0.1,True,True,0.8250135691577312,3001.1180788668476,0.8805362626137015,1200.0,1270.0,1200.0,1270.0,70.0,1200.0,0.009770298065922256
upper_size_extension,connectivity,3000.0,0.7,1200.0,0.825,0.88,0.15,True,True,0.8250135691577312,3001.1180788668476,0.8805362626137015,1200.0,1300.0,1200.0,1300.0,100.0,1200.0,0.009770298065922256
upper_size_extension,connectivity,3000.0,0.7,1200.0,0.825,0.88,0.2,True,True,0.8250135691577312,3001.1180788668476,0.8805362626137015,1200.0,1350.0,1200.0,1350.0,150.0,1200.0,0.009770298065922256
upper_size_extension,connectivity,3000.0,0.7,1200.0,0.825,0.9,0.025,True,True,0.8250135691577312,3001.1180788668476,0.8805362626137015,1215.0,1215.0,1215.0,1215.0,0.0,1215.0,0.023909688012061434
upper_size_extension,connectivity,3000.0,0.7,1200.0,0.825,0.9,0.05,True,True,0.8250135691577312,3001.1180788668476,0.8805362626137015,1215.0,1230.0,1215.0,1230.0,15.0,1215.0,0.023909688012061434
upper_size_extension,connectivity,3000.0,0.7,1200.0,0.825,0.9,0.075,True,True,0.8250135691577312,3001.1180788668476,0.8805362626137015,1215.0,1250.0,1215.0,1250.0,35.0,1215.0,0.023909688012061434
upper_size_extension,connectivity,3000.0,0.7,1200.0,0.825,0.9,0.1,True,True,0.8250135691577312,3001.1180788668476,0.8805362626137015,1215.0,1270.0,1215.0,1270.0,55.0,1215.0,0.023909688012061434
upper_size_extension,connectivity,3000.0,0.7,1200.0,0.825,0.9,0.15,True,True,0.8250135691577312,3001.1180788668476,0.8805362626137015,1215.0,1300.0,1215.0,1300.0,85.0,1215.0,0.023909688012061434
upper_size_extension,connectivity,3000.0,0.7,1200.0,0.825,0.9,0.2,True,True,0.8250135691577312,3001.1180788668476,0.8805362626137015,1215.0,1350.0,1215.0,1350.0,135.0,1215.0,0.023909688012061434
upper_size_extension,connectivity,3000.0,0.7,1200.0,0.825,0.92,0.025,True,True,0.8250135691577312,3001.1180788668476,0.8805362626137015,1270.0,1215.0,nan,nan,nan,nan,0.09984940355010165
upper_size_extension,connectivity,3000.0,0.7,1200.0,0.825,0.92,0.05,True,True,0.8250135691577312,3001.1180788668476,0.8805362626137015,1270.0,1230.0,nan,nan,nan,nan,0.09984940355010165
upper_size_extension,connectivity,3000.0,0.7,1200.0,0.825,0.92,0.075,True,True,0.8250135691577312,3001.1180788668476,0.8805362626137015,1270.0,1250.0,nan,nan,nan,nan,0.09984940355010165
upper_size_extension,connectivity,3000.0,0.7,1200.0,0.825,0.92,0.1,True,True,0.8250135691577312,3001.1180788668476,0.8805362626137015,1270.0,1270.0,1270.0,1270.0,0.0,1270.0,0.09984940355010165
upper_size_extension,connectivity,3000.0,0.7,1200.0,0.825,0.92,0.15,True,True,0.8250135691577312,3001.1180788668476,0.8805362626137015,1270.0,1300.0,1270.0,1300.0,30.0,1270.0,0.09984940355010165
upper_size_extension,connectivity,3000.0,0.7,1200.0,0.825,0.92,0.2,True,True,0.8250135691577312,3001.1180788668476,0.8805362626137015,1270.0,1350.0,1270.0,1350.0,80.0,1270.0,0.09984940355010165
upper_size_extension,connectivity,3000.0,0.7,1200.0,0.825,0.94,0.025,True,True,0.8250135691577312,3001.1180788668476,0.8805362626137015,nan,1215.0,nan,nan,nan,nan,nan
upper_size_extension,connectivity,3000.0,0.7,1200.0,0.825,0.94,0.05,True,True,0.8250135691577312,3001.1180788668476,0.8805362626137015,nan,1230.0,nan,nan,nan,nan,nan
upper_size_extension,connectivity,3000.0,0.7,1200.0,0.825,0.94,0.075,True,True,0.8250135691577312,3001.1180788668476,0.8805362626137015,nan,1250.0,nan,nan,nan,nan,nan
upper_size_extension,connectivity,3000.0,0.7,1200.0,0.825,0.94,0.1,True,True,0.8250135691577312,3001.1180788668476,0.8805362626137015,nan,1270.0,nan,nan,nan,nan,nan
upper_size_extension,connectivity,3000.0,0.7,1200.0,0.825,0.94,0.15,True,True,0.8250135691577312,3001.1180788668476,0.8805362626137015,nan,1300.0,nan,nan,nan,nan,nan
upper_size_extension,connectivity,3000.0,0.7,1200.0,0.825,0.94,0.2,True,True,0.8250135691577312,3001.1180788668476,0.8805362626137015,nan,1350.0,nan,nan,nan,nan,nan
upper_size_extension,connectivity,3000.0,0.7,1200.0,0.825,0.95,0.025,True,True,0.8250135691577312,3001.1180788668476,0.8805362626137015,nan,1215.0,nan,nan,nan,nan,nan
upper_size_extension,connectivity,3000.0,0.7,1200.0,0.825,0.95,0.05,True,True,0.8250135691577312,3001.1180788668476,0.8805362626137015,nan,1230.0,nan,nan,nan,nan,nan
upper_size_extension,connectivity,3000.0,0.7,1200.0,0.825,0.95,0.075,True,True,0.8250135691577312,3001.1180788668476,0.8805362626137015,nan,1250.0,nan,nan,nan,nan,nan
upper_size_extension,connectivity,3000.0,0.7,1200.0,0.825,0.95,0.1,True,True,0.8250135691577312,3001.1180788668476,0.8805362626137015,nan,1270.0,nan,nan,nan,nan,nan
upper_size_extension,connectivity,3000.0,0.7,1200.0,0.825,0.95,0.15,True,True,0.8250135691577312,3001.1180788668476,0.8805362626137015,nan,1300.0,nan,nan,nan,nan,nan
upper_size_extension,connectivity,3000.0,0.7,1200.0,0.825,0.95,0.2,True,True,0.8250135691577312,3001.1180788668476,0.8805362626137015,nan,1350.0,nan,nan,nan,nan,nan
upper_size_extension,connectivity,3000.0,0.7,1200.0,0.825,0.96,0.025,True,True,0.8250135691577312,3001.1180788668476,0.8805362626137015,nan,1215.0,nan,nan,nan,nan,nan
upper_size_extension,connectivity,3000.0,0.7,1200.0,0.825,0.96,0.05,True,True,0.8250135691577312,3001.1180788668476,0.8805362626137015,nan,1230.0,nan,nan,nan,nan,nan
upper_size_extension,connectivity,3000.0,0.7,1200.0,0.825,0.96,0.075,True,True,0.8250135691577312,3001.1180788668476,0.8805362626137015,nan,1250.0,nan,nan,nan,nan,nan
upper_size_extension,connectivity,3000.0,0.7,1200.0,0.825,0.96,0.1,True,True,0.8250135691577312,3001.1180788668476,0.8805362626137015,nan,1270.0,nan,nan,nan,nan,nan
upper_size_extension,connectivity,3000.0,0.7,1200.0,0.825,0.96,0.15,True,True,0.8250135691577312,3001.1180788668476,0.8805362626137015,nan,1300.0,nan,nan,nan,nan,nan
upper_size_extension,connectivity,3000.0,0.7,1200.0,0.825,0.96,0.2,True,True,0.8250135691577312,3001.1180788668476,0.8805362626137015,nan,1350.0,nan,nan,nan,nan,nan
upper_size_extension,connectivity,3000.0,0.7,1200.0,0.825,0.98,0.025,True,True,0.8250135691577312,3001.1180788668476,0.8805362626137015,nan,1215.0,nan,nan,nan,nan,nan
upper_size_extension,connectivity,3000.0,0.7,1200.0,0.825,0.98,0.05,True,True,0.8250135691577312,3001.1180788668476,0.8805362626137015,nan,1230.0,nan,nan,nan,nan,nan
upper_size_extension,connectivity,3000.0,0.7,1200.0,0.825,0.98,0.075,True,True,0.8250135691577312,3001.1180788668476,0.8805362626137015,nan,1250.0,nan,nan,nan,nan,nan
upper_size_extension,connectivity,3000.0,0.7,1200.0,0.825,0.98,0.1,True,True,0.8250135691577312,3001.1180788668476,0.8805362626137015,nan,1270.0,nan,nan,nan,nan,nan
upper_size_extension,connectivity,3000.0,0.7,1200.0,0.825,0.98,0.15,True,True,0.8250135691577312,3001.1180788668476,0.8805362626137015,nan,1300.0,nan,nan,nan,nan,nan
upper_size_extension,connectivity,3000.0,0.7,1200.0,0.825,0.98,0.2,True,True,0.8250135691577312,3001.1180788668476,0.8805362626137015,nan,1350.0,nan,nan,nan,nan,nan
upper_size_extension,connectivity,3000.0,0.7,1200.0,0.875,0.88,0.025,True,True,0.8750147442301154,3013.389180204477,0.49702318689538383,1175.0,1205.0,1175.0,1205.0,30.0,1175.0,0.004334741936342651
upper_size_extension,connectivity,3000.0,0.7,1200.0,0.875,0.88,0.05,True,True,0.8750147442301154,3013.389180204477,0.49702318689538383,1175.0,1225.0,1175.0,1225.0,50.0,1175.0,0.004334741936342651
upper_size_extension,connectivity,3000.0,0.7,1200.0,0.875,0.88,0.075,True,True,0.8750147442301154,3013.389180204477,0.49702318689538383,1175.0,1245.0,1175.0,1245.0,70.0,1175.0,0.004334741936342651
upper_size_extension,connectivity,3000.0,0.7,1200.0,0.875,0.88,0.1,True,True,0.8750147442301154,3013.389180204477,0.49702318689538383,1175.0,1260.0,1175.0,1260.0,85.0,1175.0,0.004334741936342651
upper_size_extension,connectivity,3000.0,0.7,1200.0,0.875,0.88,0.15,True,True,0.8750147442301154,3013.389180204477,0.49702318689538383,1175.0,1300.0,1175.0,1300.0,125.0,1175.0,0.004334741936342651
upper_size_extension,connectivity,3000.0,0.7,1200.0,0.875,0.88,0.2,True,True,0.8750147442301154,3013.389180204477,0.49702318689538383,1175.0,1350.0,1175.0,1350.0,175.0,1175.0,0.004334741936342651
upper_size_extension,connectivity,3000.0,0.7,1200.0,0.875,0.9,0.025,True,True,0.8750147442301154,3013.389180204477,0.49702318689538383,1200.0,1205.0,1200.0,1205.0,5.0,1200.0,0.01736459495767585
upper_size_extension,connectivity,3000.0,0.7,1200.0,0.875,0.9,0.05,True,True,0.8750147442301154,3013.389180204477,0.49702318689538383,1200.0,1225.0,1200.0,1225.0,25.0,1200.0,0.01736459495767585
upper_size_extension,connectivity,3000.0,0.7,1200.0,0.875,0.9,0.075,True,True,0.8750147442301154,3013.389180204477,0.49702318689538383,1200.0,1245.0,1200.0,1245.0,45.0,1200.0,0.01736459495767585
upper_size_extension,connectivity,3000.0,0.7,1200.0,0.875,0.9,0.1,True,True,0.8750147442301154,3013.389180204477,0.49702318689538383,1200.0,1260.0,1200.0,1260.0,60.0,1200.0,0.01736459495767585
upper_size_extension,connectivity,3000.0,0.7,1200.0,0.875,0.9,0.15,True,True,0.8750147442301154,3013.389180204477,0.49702318689538383,1200.0,1300.0,1200.0,1300.0,100.0,1200.0,0.01736459495767585
upper_size_extension,connectivity,3000.0,0.7,1200.0,0.875,0.9,0.2,True,True,0.8750147442301154,3013.389180204477,0.49702318689538383,1200.0,1350.0,1200.0,1350.0,150.0,1200.0,0.01736459495767585
upper_size_extension,connectivity,3000.0,0.7,1200.0,0.875,0.92,0.025,True,True,0.8750147442301154,3013.389180204477,0.49702318689538383,1260.0,1205.0,nan,nan,nan,nan,0.08937539588096757
upper_size_extension,connectivity,3000.0,0.7,1200.0,0.875,0.92,0.05,True,True,0.8750147442301154,3013.389180204477,0.49702318689538383,1260.0,1225.0,nan,nan,nan,nan,0.08937539588096757
upper_size_extension,connectivity,3000.0,0.7,1200.0,0.875,0.92,0.075,True,True,0.8750147442301154,3013.389180204477,0.49702318689538383,1260.0,1245.0,nan,nan,nan,nan,0.08937539588096757
upper_size_extension,connectivity,3000.0,0.7,1200.0,0.875,0.92,0.1,True,True,0.8750147442301154,3013.389180204477,0.49702318689538383,1260.0,1260.0,1260.0,1260.0,0.0,1260.0,0.08937539588096757
upper_size_extension,connectivity,3000.0,0.7,1200.0,0.875,0.92,0.15,True,True,0.8750147442301154,3013.389180204477,0.49702318689538383,1260.0,1300.0,1260.0,1300.0,40.0,1260.0,0.08937539588096757
upper_size_extension,connectivity,3000.0,0.7,1200.0,0.875,0.92,0.2,True,True,0.8750147442301154,3013.389180204477,0.49702318689538383,1260.0,1350.0,1260.0,1350.0,90.0,1260.0,0.08937539588096757
upper_size_extension,connectivity,3000.0,0.7,1200.0,0.875,0.94,0.025,True,True,0.8750147442301154,3013.389180204477,0.49702318689538383,nan,1205.0,nan,nan,nan,nan,nan
upper_size_extension,connectivity,3000.0,0.7,1200.0,0.875,0.94,0.05,True,True,0.8750147442301154,3013.389180204477,0.49702318689538383,nan,1225.0,nan,nan,nan,nan,nan
upper_size_extension,connectivity,3000.0,0.7,1200.0,0.875,0.94,0.075,True,True,0.8750147442301154,3013.389180204477,0.49702318689538383,nan,1245.0,nan,nan,nan,nan,nan
upper_size_extension,connectivity,3000.0,0.7,1200.0,0.875,0.94,0.1,True,True,0.8750147442301154,3013.389180204477,0.49702318689538383,nan,1260.0,nan,nan,nan,nan,nan
upper_size_extension,connectivity,3000.0,0.7,1200.0,0.875,0.94,0.15,True,True,0.8750147442301154,3013.389180204477,0.49702318689538383,nan,1300.0,nan,nan,nan,nan,nan
upper_size_extension,connectivity,3000.0,0.7,1200.0,0.875,0.94,0.2,True,True,0.8750147442301154,3013.389180204477,0.49702318689538383,nan,1350.0,nan,nan,nan,nan,nan
upper_size_extension,connectivity,3000.0,0.7,1200.0,0.875,0.95,0.025,True,True,0.8750147442301154,3013.389180204477,0.49702318689538383,nan,1205.0,nan,nan,nan,nan,nan
upper_size_extension,connectivity,3000.0,0.7,1200.0,0.875,0.95,0.05,True,True,0.8750147442301154,3013.389180204477,0.49702318689538383,nan,1225.0,nan,nan,nan,nan,nan
upper_size_extension,connectivity,3000.0,0.7,1200.0,0.875,0.95,0.075,True,True,0.8750147442301154,3013.389180204477,0.49702318689538383,nan,1245.0,nan,nan,nan,nan,nan
upper_size_extension,connectivity,3000.0,0.7,1200.0,0.875,0.95,0.1,True,True,0.8750147442301154,3013.389180204477,0.49702318689538383,nan,1260.0,nan,nan,nan,nan,nan
upper_size_extension,connectivity,3000.0,0.7,1200.0,0.875,0.95,0.15,True,True,0.8750147442301154,3013.389180204477,0.49702318689538383,nan,1300.0,nan,nan,nan,nan,nan
upper_size_extension,connectivity,3000.0,0.7,1200.0,0.875,0.95,0.2,True,True,0.8750147442301154,3013.389180204477,0.49702318689538383,nan,1350.0,nan,nan,nan,nan,nan
upper_size_extension,connectivity,3000.0,0.7,1200.0,0.875,0.96,0.025,True,True,0.8750147442301154,3013.389180204477,0.49702318689538383,nan,1205.0,nan,nan,nan,nan,nan
upper_size_extension,connectivity,3000.0,0.7,1200.0,0.875,0.96,0.05,True,True,0.8750147442301154,3013.389180204477,0.49702318689538383,nan,1225.0,nan,nan,nan,nan,nan
upper_size_extension,connectivity,3000.0,0.7,1200.0,0.875,0.96,0.075,True,True,0.8750147442301154,3013.389180204477,0.49702318689538383,nan,1245.0,nan,nan,nan,nan,nan
upper_size_extension,connectivity,3000.0,0.7,1200.0,0.875,0.96,0.1,True,True,0.8750147442301154,3013.389180204477,0.49702318689538383,nan,1260.0,nan,nan,nan,nan,nan
upper_size_extension,connectivity,3000.0,0.7,1200.0,0.875,0.96,0.15,True,True,0.8750147442301154,3013.389180204477,0.49702318689538383,nan,1300.0,nan,nan,nan,nan,nan
upper_size_extension,connectivity,3000.0,0.7,1200.0,0.875,0.96,0.2,True,True,0.8750147442301154,3013.389180204477,0.49702318689538383,nan,1350.0,nan,nan,nan,nan,nan
upper_size_extension,connectivity,3000.0,0.7,1200.0,0.875,0.98,0.025,True,True,0.8750147442301154,3013.389180204477,0.49702318689538383,nan,1205.0,nan,nan,nan,nan,nan
upper_size_extension,connectivity,3000.0,0.7,1200.0,0.875,0.98,0.05,True,True,0.8750147442301154,3013.389180204477,0.49702318689538383,nan,1225.0,nan,nan,nan,nan,nan
upper_size_extension,connectivity,3000.0,0.7,1200.0,0.875,0.98,0.075,True,True,0.8750147442301154,3013.389180204477,0.49702318689538383,nan,1245.0,nan,nan,nan,nan,nan
upper_size_extension,connectivity,3000.0,0.7,1200.0,0.875,0.98,0.1,True,True,0.8750147442301154,3013.389180204477,0.49702318689538383,nan,1260.0,nan,nan,nan,nan,nan
upper_size_extension,connectivity,3000.0,0.7,1200.0,0.875,0.98,0.15,True,True,0.8750147442301154,3013.389180204477,0.49702318689538383,nan,1300.0,nan,nan,nan,nan,nan
upper_size_extension,connectivity,3000.0,0.7,1200.0,0.875,0.98,0.2,True,True,0.8750147442301154,3013.389180204477,0.49702318689538383,nan,1350.0,nan,nan,nan,nan,nan
upper_size_extension,connectivity,3000.0,0.7,1200.0,0.925,0.88,0.025,False,True,0.876063424330208,3014.1792849953117,0.4864150215830695,nan,nan,nan,nan,nan,nan,nan
upper_size_extension,connectivity,3000.0,0.7,1200.0,0.925,0.88,0.05,False,True,0.876063424330208,3014.1792849953117,0.4864150215830695,nan,nan,nan,nan,nan,nan,nan
upper_size_extension,connectivity,3000.0,0.7,1200.0,0.925,0.88,0.075,False,True,0.876063424330208,3014.1792849953117,0.4864150215830695,nan,nan,nan,nan,nan,nan,nan
upper_size_extension,connectivity,3000.0,0.7,1200.0,0.925,0.88,0.1,False,True,0.876063424330208,3014.1792849953117,0.4864150215830695,nan,nan,nan,nan,nan,nan,nan
upper_size_extension,connectivity,3000.0,0.7,1200.0,0.925,0.88,0.15,False,True,0.876063424330208,3014.1792849953117,0.4864150215830695,nan,nan,nan,nan,nan,nan,nan
upper_size_extension,connectivity,3000.0,0.7,1200.0,0.925,0.88,0.2,False,True,0.876063424330208,3014.1792849953117,0.4864150215830695,nan,nan,nan,nan,nan,nan,nan
upper_size_extension,connectivity,3000.0,0.7,1200.0,0.925,0.9,0.025,False,True,0.876063424330208,3014.1792849953117,0.4864150215830695,nan,nan,nan,nan,nan,nan,nan
upper_size_extension,connectivity,3000.0,0.7,1200.0,0.925,0.9,0.05,False,True,0.876063424330208,3014.1792849953117,0.4864150215830695,nan,nan,nan,nan,nan,nan,nan
upper_size_extension,connectivity,3000.0,0.7,1200.0,0.925,0.9,0.075,False,True,0.876063424330208,3014.1792849953117,0.4864150215830695,nan,nan,nan,nan,nan,nan,nan
upper_size_extension,connectivity,3000.0,0.7,1200.0,0.925,0.9,0.1,False,True,0.876063424330208,3014.1792849953117,0.4864150215830695,nan,nan,nan,nan,nan,nan,nan
upper_size_extension,connectivity,3000.0,0.7,1200.0,0.925,0.9,0.15,False,True,0.876063424330208,3014.1792849953117,0.4864150215830695,nan,nan,nan,nan,nan,nan,nan
upper_size_extension,connectivity,3000.0,0.7,1200.0,0.925,0.9,0.2,False,True,0.876063424330208,3014.1792849953117,0.4864150215830695,nan,nan,nan,nan,nan,nan,nan
upper_size_extension,connectivity,3000.0,0.7,1200.0,0.925,0.92,0.025,False,True,0.876063424330208,3014.1792849953117,0.4864150215830695,nan,nan,nan,nan,nan,nan,nan
upper_size_extension,connectivity,3000.0,0.7,1200.0,0.925,0.92,0.05,False,True,0.876063424330208,3014.1792849953117,0.4864150215830695,nan,nan,nan,nan,nan,nan,nan
