model_style,G0_nm,matched_density,history_rate_C_min,history_reached,rho1,G1_nm,first_time_h,first_mean_radius_nm,first_large_fraction,first_fine_fraction,first_f_pore,first_connected_coverage,first_isolation,first_activity,first_E_G,rho2,G2_nm,second_time_h,second_initial_rho_dot,second_final_rho_dot,second_initial_dGdt_nm_s,second_final_dGdt_nm_s,second_median_E_G,second_mean_radius_nm,second_large_fraction,second_fine_fraction,second_f_pore,second_connected_coverage,second_isolation,second_activity
density,1000.0,0.8,0.1,True,0.800216539702567,1000.6010876882899,200.55,65.47359580963483,0.1343962453252699,0.20679035644716753,0.9025438229497623,0.8593853395659375,0.0038974583426788115,0.7705601393052393,58.51874668446968,0.9105903713766196,1072.1080683355863,95.95,1.986417686843821e-06,3.20866636445235e-08,3.384677581597937e-05,0.0001879543243466808,0.4425380720414196,76.58881200626905,0.23865600795645991,0.14668921328837856,0.611277614878458,0.1186462427214972,0.6429873798547483,0.6427240545313643
density,1000.0,0.8,100.0,True,0.8007464010581645,1000.3892109078507,0.4935363025610152,46.621927891385035,0.057891503877538435,0.4811547031901971,0.9694498800476575,0.9221474721470574,0.004013424828086719,0.9440924259183929,87.59572016455591,0.911752254582284,1063.2353925318446,95.95,1.7486151078865256e-06,3.347454001462519e-08,1.595838850482694e-05,0.00017272727033687302,0.5061674801669236,58.850223351590635,0.11805035280017435,0.30239778962043484,0.7253672124450254,0.13559210015179712,0.6576643558708457,0.6812444823832796
density,1000.0,0.85,0.1,True,0.8500869728561359,1002.8937461528153,204.75,69.35248327443126,0.1664240666463391,0.1820233618504475,0.8072206842847433,0.5895730267058539,0.058803755078081436,0.7853092437575037,9.276781626065066,0.9115327949657639,1077.8987097124816,95.95,1.119581579236416e-06,2.7761066528235568e-08,0.00012068971193047801,0.00017934886778806666,0.34775520929331144,76.74081417057963,0.24033033685529878,0.14606101228358034,0.6085966168014532,0.11457851990049121,0.6549141273419838,0.6416836815423512
density,1000.0,0.85,100.0,True,0.8507464010581648,1002.1302470106032,0.7185880814247899,50.59975530060847,0.0749273460613984,0.4148087397236295,0.9109037308694597,0.6605401923216492,0.06086442209077308,0.9406838258674607,11.320485791983815,0.9127704555167003,1068.9085180861236,95.95,1.1266259377136914e-06,2.8820272214908604e-08,9.320809124264384e-05,0.00016460350822766949,0.392420985412487,59.03899032395978,0.11918281230518499,0.3002367084780617,0.7218795753361559,0.13052850670929753,0.6702839835625853,0.6801652455812187
density,2000.0,0.8,0.1,True,0.8001070519541952,2000.2909697113732,201.45,65.78624481941767,0.13674670394070543,0.20454989853324138,0.990270258989994,0.9431138878283148,0.003873914971340363,0.7917457882339914,154.65016510649002,0.9127681342945896,2115.9568443987696,95.95,1.943604420066288e-06,3.3512815168050074e-08,2.5118778606493714e-05,0.0003108702606249455,0.5463568624835649,77.27389328033765,0.24631045824904713,0.14378926794451305,0.835017418158388,0.1509973002545997,0.6702554830535935,0.7088872613464711
density,2000.0,0.8,100.0,True,0.8006803670423648,2000.2604145841888,0.4917872875674137,46.61810576394599,0.057875046518121226,0.4812175973935004,0.9990676339146701,0.9504424171346065,0.003998787094749698,0.9451011918758827,171.82953560487883,0.91280055521819,2105.4129371550425,95.95,1.493350250504e-06,3.431311736874356e-08,1.693522504859903e-05,0.0002869194570811679,0.6135740125608092,59.05731215415932,0.11927191401873849,0.2999787437704507,0.9194383430704073,0.166086694334556,0.6706534413463925,0.7284375018952896
density,2000.0,0.85,0.1,True,0.8503760291313557,2002.8513025873,205.3,69.70427296395489,0.16950254580608462,0.17991230463625468,0.9617190542500069,0.7002190347379219,0.05969885946347574,0.8155787017403326,14.407324305247329,0.9137409318026234,2125.379465837484,95.95,1.166349432724799e-06,2.8982366444460957e-08,0.0001620790122205528,0.000294509903446454,0.4297099104404794,77.43451466411231,0.24811184517889256,0.1431448143091049,0.8323441906374924,0.14577564913305727,0.6820882240630656,0.7082125407932195
density,2000.0,0.85,100.0,True,0.8506803670423648,2002.5867979071845,0.7135816572743403,50.59378768484974,0.07489901235485934,0.4148982458433598,0.9920511627019494,0.7199060554379028,0.060655065117250696,0.9447323410220579,15.48570605489997,0.9138897587250919,2114.9661585357508,95.95,1.1370501921051475e-06,2.9241316839341063e-08,0.00014610345687156084,0.00027051718642004635,0.4697208123934262,59.255562620146904,0.12048467217221434,0.29776708196929,0.9170436003968063,0.159822646731573,0.6838784190587103,0.727908792008453
connectivity,35.0,0.8,0.1,True,0.8003960690462175,117.42387457860497,207.35,46.759972373884956,0.05807890930413971,0.4772188211943167,0.33538218167211975,0.31923461966225364,0.00393637173535866,0.6517677847027743,0.18981263736995788,0.8845019503706596,239.9798198051732,95.95,8.491829057709771e-07,5.9427138271665864e-08,0.0003369722008232967,0.00030351595622656497,0.0747444418243724,54.63069259087632,0.09419185700440241,0.35436893414175524,0.3385963385816536,0.13750670928694955,0.29712988352532743,0.5132135930517155
connectivity,35.0,0.8,100.0,True,0.8003996904679076,158.25808858977888,0.8230173924754549,46.57417483914823,0.05775802239346859,0.482238655419666,0.4250359121001962,0.4045689925317726,0.003937160655646696,0.8895527653552329,0.23586393197198638,0.88740724560008,257.2370780112056,95.95,1.1380817000332722e-06,4.99741032198347e-08,0.00011600940539176724,0.0002821915534149113,0.07704093977328014,54.88520489652935,0.09590153103088518,0.352202711191019,0.3497445784493095,0.13234788441205866,0.3319014806960681,0.5204840518569862
connectivity,35.0,0.85,0.1,True,0.8501428464253573,162.9976558422141,212.8,50.6959422110024,0.07499376987172912,0.41191486596681504,0.32540299916738313,0.23752260999642028,0.05897578895858076,0.6937879909539757,0.10534601509887473,0.8898384465926483,271.7265968047033,95.95,3.8276921368934907e-07,4.135864087780105e-08,0.00030921620092524315,0.00026962704076564567,0.05666925542327462,55.37250081624992,0.09810100582767142,0.3444154511837826,0.3560119013539902,0.12667740663879604,0.36249978228313523,0.5241325338390863
connectivity,35.0,0.85,100.0,True,0.8503996904679076,206.16014516217936,1.2939200875650527,50.54116817059892,0.07472158917078947,0.41595937495064905,0.3930340735754475,0.28609093067834135,0.05977269256931001,0.8789818936085358,0.1275464040532555,0.8925804957002845,294.46678108258135,95.95,5.613325381709017e-07,3.5363602898459895e-08,0.00015438666134819535,0.00024524374506068494,0.06532775689874615,55.61084701118539,0.0997883669124623,0.34261428804194466,0.37093836827206206,0.12281722542845996,0.3983859941982393,0.5332974533336127
connectivity,150.0,0.8,0.1,True,0.800051178672724,159.85785092532092,203.2,61.5191036312159,0.1082877394766917,0.23886428477963642,0.3291598088611859,0.31351864751965,0.0038619550749162995,0.5902730733650119,0.6481090321506094,0.8842089565906974,271.8939932384736,95.95,1.049566641060934e-06,5.4454281711920875e-08,0.00020560618914318467,0.00030376458084421765,0.08152673520492433,68.90654873152936,0.16454695918061094,0.18657197279772195,0.2943301546154159,0.12036272073356401,0.293741707356081,0.4708650851666968
connectivity,150.0,0.8,100.0,True,0.8003699318799827,176.83954399658293,0.6249731526655148,46.59608725063086,0.05779083317767894,0.48162368113731874,0.46105146671145825,0.4388754171021524,0.0039306824674080676,0.8966162112784059,0.42619583008374773,0.8887200452811335,266.83585534548814,95.95,1.1776115080359976e-06,4.637656573444503e-08,8.042256146453292e-05,0.0002712107022427458,0.08175029308338416,55.118777449923265,0.09701788253191419,0.3487140333190136,0.35538060199477517,0.13011992166366187,0.3482673156865508,0.5239807451461067
connectivity,150.0,0.85,0.1,True,0.8500028095878271,188.99695426950817,209.95,65.34968036341488,0.13547144405430173,0.20926635190636048,0.28251616847904915,0.20652962594594854,0.05854550554064746,0.61863445669936,0.14458908355555494,0.8884270672061877,298.7521801460372,95.95,3.6782988714346165e-07,4.0862774587463394e-08,0.0003068420899995357,0.00027925892444147893,0.06084282534730419,69.42560243264647,0.16908969529316406,0.18356782000809072,0.3066193955355633,0.1131016183303074,0.3445820905660845,0.4819757948407553
connectivity,150.0,0.85,100.0,True,0.850369931879983,212.76584094611937,1.0510358116633414,50.561767307338116,0.07475764622601745,0.41541850171497563,0.402542166074906,0.29310678309945776,0.059679847375317396,0.8813348993515057,0.15339739593665574,0.8929795752203505,298.43550313238023,95.95,5.820057272060164e-07,3.4615812589213856e-08,0.00014127908542766146,0.00024143290372811136,0.06726564642890431,55.69243984585016,0.10017003340228163,0.34135721645190664,0.3732471337959471,0.12226565175428768,0.4037116197687387,0.534656734117224
connectivity,600.0,0.8,0.1,True,0.8000971851323648,601.1413746013462,200.55,65.49588771241197,0.1345684942503874,0.20663464742801602,0.7531919486861846,0.7173386543292289,0.00387180026009546,0.7397036399579349,24.047945939473088,0.9041601227187103,649.9860061436391,95.95,1.6693972707599693e-06,3.082204146917609e-08,4.136618729989281e-05,0.0001447642958120767,0.41499369831217203,75.81002128622728,0.230246022485963,0.149926446314978,0.462393499446467,0.10982096624743586,0.5575236553162066,0.5791354220290599
connectivity,600.0,0.8,100.0,True,0.800724131104581,601.1295399909677,0.49827549649166203,46.62026720770736,0.057885317254190514,0.48118601009445455,0.8771097602367958,0.8343491562333106,0.004008482302247977,0.9393291610685902,27.070170238880255,0.904116726098466,634.2594075895713,95.95,1.3550647114289622e-06,4.084342511807199e-08,1.779521262355983e-05,0.00011731962805466542,0.865571193162401,58.347830940547446,0.11337373333181014,0.30453937684852983,0.5691322450885048,0.13535099125481992,0.5569288199480382,0.629311540702668
connectivity,600.0,0.85,0.1,True,0.850049059131186,603.7741635822811,205.2,69.3920564851208,0.1667838399585217,0.18179398439613192,0.6286860350719043,0.45936364682123865,0.058687287342133986,0.7465309876702887,5.520315815389718,0.905355705362817,655.9599341414469,95.95,8.020428518848158e-07,2.5609695988700886e-08,8.659750602502493e-05,0.0001412073308416294,0.28467119148592124,75.85190227399798,0.2306163440762759,0.149756457637793,0.46107971321952423,0.10556593966194651,0.5738408406601604,0.5783675374971489
connectivity,600.0,0.85,100.0,True,0.8507241311045809,603.4255697089727,0.7311374385972925,50.597376631128476,0.07491701744535409,0.414848035466581,0.7669011786050286,0.5562531330686444,0.060793741095473974,0.9311056825645128,6.198428539636166,0.9060355067636857,640.5901865364093,95.95,5.319891112239746e-07,3.11255904769238e-08,4.0467438146063305e-05,0.00011181849615360238,0.4893737563826034,58.17487378552613,0.11338348915855986,0.30884114987971384,0.567531775865135,0.12723430402661484,0.5830498288271323,0.6285705282464726
connectivity,1000.0,0.8,0.1,True,0.8001822552899541,1000.6017938293807,200.7,65.52639742739828,0.13479564916709247,0.2064138631135578,0.9023812616074578,0.8592868629254977,0.00389007080979914,0.7717958195018925,58.478731508845286,0.9084393476539226,1061.0265917119,95.95,1.7235581867753685e-06,3.8303249838273745e-08,2.938433162482248e-05,0.00018165161454099647,0.6420829063940388,76.63361948677533,0.2393885301605587,0.14646757203562868,0.6159123319512678,0.12805390914034143,0.6151121575016295,0.6445146242241495
connectivity,1000.0,0.8,100.0,True,0.8007461557199789,1000.3892091174916,0.4935573605663745,46.62197322526486,0.05789154458942429,0.4811533194072947,0.9694498634381914,0.9221478978996327,0.004013370345423846,0.9440924250090739,87.59629741152227,0.9031722790459008,1033.4717678833115,95.95,1.2399842016810494e-06,6.291882365353915e-08,1.131638510214832e-05,0.00015049719143682156,1.9657861404298507,58.82315600097135,0.11507564245650859,0.2970306818398696,0.7458196333271033,0.18252837842912897,0.5439457447633104,0.6874263947534732
connectivity,1000.0,0.85,0.1,True,0.8503921839800563,1002.9322133261444,205.15,69.44893736693896,0.1672818936550463,0.18145684921457433,0.8061034162581284,0.5868135417493541,0.05974925998266395,0.7881812983170452,9.139400726553777,0.9098636535330488,1068.1653880460624,95.95,7.656065155214998e-07,3.1338514467800015e-08,8.376264297199031e-05,0.00017093091417830558,0.443923293715767,76.70418654590033,0.24006996209797143,0.146188836157542,0.6122799916587177,0.12164961515032263,0.6336669832385771,0.6431194585869783
connectivity,1000.0,0.85,100.0,True,0.8507461557199789,1002.1302288601656,0.7187201816037189,50.599791972339716,0.0749273649447666,0.4148076079884791,0.9109038162648364,0.6605420358946339,0.06086364301115737,0.9406838311579606,11.320610002256064,0.9059944979896009,1040.9858611275365,95.95,4.897486804475147e-07,4.6619817922175114e-08,4.051746711086846e-05,0.00014184532456194149,1.0510593503076435,58.768603301812995,0.11581978917798658,0.2998672761999912,0.7392866811939818,0.1659508574776758,0.5824958717657184,0.6854849718792985
connectivity,2000.0,0.8,0.1,True,0.8002616309830365,2000.293383869104,201.65,65.85328151528266,0.13726447532436453,0.20408160691039004,0.9901848442465649,0.9427540957916485,0.003907195796941005,0.7932965148637521,153.47557893585554,0.9069894500145607,2074.5941757721143,95.95,1.5748326244851319e-06,5.1109357304584137e-08,2.0508020517812138e-05,0.0002830689324117419,1.330902705060351,77.11295679187565,0.24510861469157,0.14441384151365075,0.8485519058574247,0.18466361867090197,0.595874061115159,0.7122518799271595
connectivity,2000.0,0.8,100.0,True,0.8006800098219522,2000.2604106076024,0.49182777374118164,46.618144831960734,0.05787505973011212,0.48121631459952313,0.9990676373120245,0.9504430813429753,0.003998708054621341,0.9451011920541106,171.83229217913453,0.8919501307220544,2024.6983140819707,95.95,9.017716848458927e-07,9.068608436708304e-08,1.0226306071234099e-05,0.00014034861506891354,4.643273876756066,58.61307316150606,0.11127246280801834,0.2950478814149921,0.9497139372378411,0.3197750079117385,0.3900231379632611,0.734916395451674
connectivity,2000.0,0.85,0.1,True,0.8503979240579862,2002.8585224473131,205.75,69.77647188394191,0.17015705570920042,0.17949363517437394,0.9615591187519736,0.6999358334602342,0.05976717769132094,0.8186549590934644,14.384773172459838,0.9089653116565919,2086.4265159624,95.95,7.087777993772234e-07,4.083690112974429e-08,9.864601117940254e-05,0.0002687707456525772,0.8449297007323766,77.22203718205674,0.24619347191259963,0.14398524941342686,0.8435945132430074,0.17248631595533626,0.6220063416903643,0.7110317800708879
connectivity,2000.0,0.85,100.0,True,0.850680009821952,2002.5867534631393,0.713816931035654,50.59381461126835,0.0748989841139844,0.4148972572644056,0.992051213644691,0.7199089142768188,0.06065393440486995,0.9447323437258202,15.48598995150069,0.8970292010145051,2034.0812403209877,95.95,3.600008453400852e-07,7.051687226090071e-08,4.625688544805679e-05,0.00015855739186756073,2.688391264429707,58.62424198361716,0.11278673295210305,0.29768738558283403,0.943391915289015,0.2763532566329351,0.458832310036848,0.733596480820325
hybrid_topology,35.0,0.8,0.1,True,0.800315877217099,117.2793273585874,207.3,46.70296106012485,0.05796827559783398,0.4787031699119038,0.335574396638594,0.3194668392081888,0.003918942379119266,0.6514685997837373,0.18986774617464708,0.8848254275538745,241.4888394998182,95.95,8.680343681989737e-07,5.9186897364702975e-08,0.0003445569244581468,0.00030680790102258833,0.07383386316179508,54.620235261328325,0.09427270245790342,0.3549471538979647,0.33971930190646826,0.13690389126493474,0.3008966358033775,0.5139823955905837
hybrid_topology,35.0,0.8,100.0,True,0.8003999229013965,158.25818556761834,0.8230066887039778,46.57414100001044,0.05775799951449109,0.48223972126734815,0.42503607376223673,0.40456896528351466,0.00393721129624784,0.8895528010827392,0.23586384106027963,0.8878102052301018,259.4694121034852,95.95,1.2214100594465242e-06,4.9470571285219617e-08,0.00012450354017818716,0.00028534253825055405,0.07488037142327109,54.91683379354302,0.09612004569719296,0.35191991669604705,0.3510308263872759,0.13150638186037553,0.33688410257702683,0.5212872728952214
hybrid_topology,35.0,0.85,0.1,True,0.8500130039526141,162.67059413037921,212.75,50.632289030354805,0.07482762262518879,0.41336852779668626,0.3255453905606278,0.23795945320552317,0.05857672958408367,0.6934759114969387,0.10563988185245128,0.8900715467535224,273.0849973047293,95.95,3.920242813620294e-07,4.148486014410731e-08,0.0003157473700140054,0.0002735620125212224,0.05622153982046095,55.35678892049091,0.09814190207794593,0.34502037229888854,0.3570260979283486,0.12627628075814992,0.36549774399631046,0.5247813932299716
hybrid_topology,35.0,0.85,100.0,True,0.8503999229013963,206.16042501353877,1.2938984387119106,50.541142536132924,0.07472159062861906,0.4159602233775686,0.3930342896965028,0.2860903642468002,0.05977341828137742,0.8789819450076742,0.12754570320848288,0.8928820748314097,296.56664785355235,95.95,5.920417907071831e-07,3.530104020927126e-08,0.00016283388530095004,0.0002494343969688775,0.06396215455210769,55.65166021846195,0.10001502165179202,0.34209467170253083,0.3719669551274484,0.12216605352292907,0.40240835119106017,0.5338865958511974
hybrid_topology,150.0,0.8,0.1,True,0.800011518686481,157.51287455931808,202.15,54.769644520558,0.07779520736098765,0.31650829409146664,0.36265356469322363,0.3454468525071746,0.0038534880247986262,0.6103364412114987,0.8183742982756229,0.8856788277224145,266.7526285560823,95.95,1.161471113379271e-06,5.266827118434619e-08,0.0001814243309378816,0.0002981265475358909,0.07797749106302763,62.363903729518235,0.12324618080048387,0.23995244536664484,0.31647603510109235,0.12494674745198561,0.3109630759482028,0.49266932242665445
hybrid_topology,150.0,0.8,100.0,True,0.8003811978304115,176.84021154872244,0.6249693709415254,46.59109417376329,0.05778399194898255,0.4817664235036171,0.4610820762058573,0.4388950390443912,0.003933133717950183,0.8966225866282961,0.4261865539498378,0.8891776458420918,269.40942316755775,95.95,1.296904564855207e-06,4.571036792256384e-08,8.856821681833791e-05,0.0002742883732617746,0.07840190446399824,55.13429386298894,0.0972074655751088,0.3488074829215013,0.35693625949440033,0.12917698360534594,0.3540596185839142,0.5249432707558193
hybrid_topology,150.0,0.85,0.1,True,0.8500817773930835,182.1201817903793,209.1,58.596284107538686,0.09894347519137121,0.2740576155179735,0.3048864975513135,0.22269365778256026,0.058787782254442915,0.6361340518452173,0.15675954907547804,0.8894289077678625,290.64984264722625,95.95,3.9793531763824063e-07,4.0598492064476276e-08,0.00029474327582616755,0.0002759699235878047,0.0594204027364956,62.84083815325768,0.12656693629744964,0.23608191177667995,0.32819428768348624,0.11801446125003494,0.3572585253638518,0.5014603667515642
hybrid_topology,150.0,0.85,100.0,True,0.8503811978304117,212.77229817883338,1.0510933093377226,50.55722140674097,0.0747507624717401,0.4155418774745104,0.4025704976195522,0.29309149745954904,0.05971498063681552,0.8813423532586022,0.15335459504473187,0.8932930354555508,300.61510621916045,95.95,6.178110637178637e-07,3.4524040965088784e-08,0.00015000910640500093,0.0002456676341496555,0.06567481834465606,55.72961680206875,0.10039179696507261,0.3409321643939554,0.3743287763994265,0.12158838301777022,0.4079107117971099,0.5352749049776787
hybrid_topology,600.0,0.8,0.1,True,0.8003101936971266,600.7880191686789,199.2,55.56251918521996,0.08061698483730022,0.3053991817757786,0.8148153287845424,0.7757126899309247,0.0039177100111008585,0.7425208089626731,32.179846509039514,0.9063263617088732,649.6530414706857,95.95,1.9992043798798027e-06,2.8453610924963518e-08,3.699696612598871e-05,0.0001377902960910554,0.36859647063914575,65.99210042251376,0.14853637266049727,0.2114889970630306,0.510330331396069,0.11338103057640248,0.5869726807924663,0.6031383682714989
hybrid_topology,600.0,0.8,100.0,True,0.8007432539255042,601.129744091258,0.4982742183864973,46.61555209822843,0.057880125881148256,0.4813260165085942,0.8771214104967721,0.8343291138109321,0.004012725994930978,0.9393299264757481,27.06308340405752,0.9073251754245697,644.7473845074298,95.95,1.6170718900514198e-06,3.016255561122352e-08,2.1241575079693625e-05,0.00012760374159129085,0.4427624140969295,58.122780930557525,0.11359166915732405,0.310513997245962,0.5656698099904546,0.12181375619277593,0.6003573264401004,0.6277459978883875
hybrid_topology,600.0,0.85,0.1,True,0.8501601545586418,602.9018673479142,204.05,59.37394926236898,0.10227432742084036,0.26492883291351,0.6940052536253911,0.5064830797266964,0.05902917607455524,0.7552459345218451,6.5781051298400826,0.9072097471024214,654.2157755113616,95.95,1.0329196492169481e-06,2.4659080837837367e-08,9.347375955451013e-05,0.00013502993811752807,0.27862378858912895,66.1298943381585,0.14961497536000112,0.21054807791899818,0.5086993060813838,0.10994287372948916,0.5988177557178943,0.6023125517703647
hybrid_topology,600.0,0.85,100.0,True,0.8507432539255042,603.4269200268548,0.7311379376587979,50.59337066268477,0.07491313760861308,0.41496491746304615,0.7669019616559275,0.5561368109357355,0.06085442897320705,0.931105743944903,6.194124761732335,0.9084829823030423,650.518381622144,95.95,8.582314742415573e-07,2.509565296469396e-08,6.532998883585536e-05,0.0001238558171069612,0.3100281453883168,58.243019340653724,0.11447046907751289,0.30951140361981416,0.5636948422507507,0.11703546350784713,0.6156859119977673,0.6268524594177205
hybrid_topology,1000.0,0.8,0.1,True,0.8002939670016005,1000.3844724769406,199.35,55.621223560118175,0.0808290839272747,0.30459648424727914,0.939478435234362,0.8944211180881655,0.003914193670944257,0.7674839690896949,79.94461593901606,0.9113735197291641,1068.3902435481316,95.95,2.065721696779754e-06,3.2738373548307166e-08,2.5755718670134945e-05,0.0001829763064461342,0.4668817017926007,66.86358348704213,0.15535010800176283,0.20557996440672507,0.6656746441602518,0.1259738261222349,0.6529115920231258,0.6621732699011232
hybrid_topology,1000.0,0.8,100.0,True,0.8007709941683635,1000.3893925383024,0.49355118281614907,46.61758883269426,0.05788777756065244,0.4812878811910396,0.9694509386941772,0.9221041973697793,0.004018890000957844,0.9440924837980854,87.53735716333117,0.9115317871279421,1062.1959348971789,95.95,1.537412704694452e-06,3.5577193848402904e-08,1.4041498880244439e-05,0.00017989772409665814,0.5604481037576959,58.90960671603806,0.11819675706234153,0.3012405894547779,0.7253163819093368,0.13655744178266427,0.6549014731781436,0.6812337791124
