attained,min_reduction,median_reduction,max_reduction,span20,span30,A_TS,tier,rejection_reason,window_width_C,lower_bracketed,upper_bracketed,complete,candidate_id,rho_high_final,rho_two_final,blocks,lambda
True,0.6186055280565732,0.6284544208701567,0.6382320578207648,0.029999999999996696,0.029999999999996696,0.02967976914487068,Tier_B,,50,True,True,True,morph_migration_0.1,0.9949700662161614,0.9948014974458911,migration,0.1
True,0.6186055280565732,0.6284544208701567,0.6382320578207648,0.029999999999996696,0.029999999999996696,0.02967976914487068,Tier_B,,50,True,True,True,morph_migration_0.25,0.9949700662161614,0.9948014974458911,migration,0.25
True,0.6186055280565732,0.6284544208701567,0.6382320578207648,0.029999999999996696,0.029999999999996696,0.02967976914487068,Tier_B,,50,True,True,True,morph_migration_0.4,0.9949700662161614,0.9948014974458911,migration,0.4
True,0.6186055280565732,0.6284544208701567,0.6382320578207648,0.029999999999996696,0.029999999999996696,0.02967976914487068,Tier_B,,50,True,True,True,morph_migration_0.5,0.9949700662161614,0.9948014974458911,migration,0.5
True,0.6186055280565732,0.6284544208701567,0.6382320578207648,0.029999999999996696,0.029999999999996696,0.02967976914487068,Tier_B,,50,True,True,True,morph_migration_0.6,0.9949700662161614,0.9948014974458911,migration,0.6
True,0.6186055280565732,0.6284544208701567,0.6382320578207648,0.029999999999996696,0.029999999999996696,0.02967976914487068,Tier_B,,50,True,True,True,morph_migration_0.75,0.9949700662161614,0.9948014974458911,migration,0.75
True,0.6186055280565732,0.6284544208701567,0.6382320578207648,0.029999999999996696,0.029999999999996696,0.02967976914487068,Tier_B,,50,True,True,True,morph_migration_0.9,0.9949700662161614,0.9948014974458911,migration,0.9
True,0.6186055280565732,0.6284544208701567,0.6382320578207648,0.029999999999996696,0.029999999999996696,0.02967976914487068,Tier_B,,50,True,True,True,morph_migration_1,0.9949700662161614,0.9948014974458911,migration,1
True,0.6186055280565732,0.6284544208701567,0.6382320578207648,0.029999999999996696,0.029999999999996696,0.02967976914487068,Tier_B,,50,True,True,True,morph_drive_0,0.9949700662161614,0.9948014974458911,drive,0
True,0.6186055280565732,0.6284544208701567,0.6382320578207648,0.029999999999996696,0.029999999999996696,0.02967976914487068,Tier_B,,50,True,True,True,morph_drive_0.1,0.9949700662161614,0.9948014974458911,drive,0.1
True,0.6186055280565732,0.6284544208701567,0.6382320578207648,0.029999999999996696,0.029999999999996696,0.02967976914487068,Tier_B,,50,True,True,True,morph_drive_0.25,0.9949700662161614,0.9948014974458911,drive,0.25
True,0.6186055280565732,0.6284544208701567,0.6382320578207648,0.029999999999996696,0.029999999999996696,0.02967976914487068,Tier_B,,50,True,True,True,morph_drive_0.4,0.9949700662161614,0.9948014974458911,drive,0.4
True,0.6186055280565732,0.6284544208701567,0.6382320578207648,0.029999999999996696,0.029999999999996696,0.02967976914487068,Tier_B,,50,True,True,True,morph_drive_0.5,0.9949700662161614,0.9948014974458911,drive,0.5
True,0.6186055280565732,0.6284544208701567,0.6382320578207648,0.029999999999996696,0.029999999999996696,0.02967976914487068,Tier_B,,50,True,True,True,morph_drive_0.6,0.9949700662161614,0.9948014974458911,drive,0.6
True,0.6186055280565732,0.6284544208701567,0.6382320578207648,0.029999999999996696,0.029999999999996696,0.02967976914487068,Tier_B,,50,True,True,True,morph_drive_0.75,0.9949700662161614,0.9948014974458911,drive,0.75
True,0.6186055280565732,0.6284544208701567,0.6382320578207648,0.029999999999996696,0.029999999999996696,0.02967976914487068,Tier_B,,50,True,True,True,morph_drive_0.9,0.9949700662161614,0.9948014974458911,drive,0.9
True,0.6186055280565732,0.6284544208701567,0.6382320578207648,0.029999999999996696,0.029999999999996696,0.02967976914487068,Tier_B,,50,True,True,True,morph_drive_1,0.9949700662161614,0.9948014974458911,drive,1
True,0.6186055280565732,0.6284544208701567,0.6382320578207648,0.029999999999996696,0.029999999999996696,0.02967976914487068,Tier_B,,50,True,True,True,morph_PR_closed_0,0.9949700662161614,0.9948014974458911,PR+closed,0
True,0.07924328624861443,0.1145621461909695,0.13602343598357813,0.0,0.0,0.0034932035996881328,Tier_C,,0.0,False,True,False,morph_PR_closed_0.1,0.9943659146061735,0.9948736581690314,PR+closed,0.1
True,0.02571342556040568,0.03805473651626623,0.055138539455293456,0.0,0.0,0.0011885185598006984,Tier_C,,0.0,False,True,False,morph_PR_closed_0.25,0.9948922362532564,0.9948362389901344,PR+closed,0.25
True,0.02636030200916739,0.04043672516592767,0.060371420345839644,0.0,0.0,0.0012729553519465078,Tier_C,,0.0,False,True,False,morph_PR_closed_0.4,0.9947345530003416,0.9949183921395159,PR+closed,0.4
True,0.027519195741787073,0.041906480039280325,0.06202758804159525,0.0,0.0,0.0013144701083375745,Tier_C,,0.0,False,True,False,morph_PR_closed_0.5,0.994269130432515,0.9949208639929122,PR+closed,0.5
True,0.028053132182286333,0.041691731489536865,0.059953037069526816,0.0,0.0,0.0013013614046884095,Tier_C,,0.0,False,True,False,morph_PR_closed_0.6,0.9945897942178313,0.9948694151106591,PR+closed,0.6
True,0.04114375407455906,0.05753171268266921,0.0782091479808954,0.0,0.0,0.001798591290480383,Tier_C,,0.0,False,True,False,morph_PR_closed_0.75,0.9948252067433071,0.9948924071567729,PR+closed,0.75
True,0.04932776553268281,0.06631021298961248,0.0909234213442075,0.0,0.0,0.0021004734954746416,Tier_C,,0.0,False,True,False,morph_PR_closed_0.9,0.9946281935111729,0.9949091243021378,PR+closed,0.9
True,0.054478443268253574,0.0740641400653883,0.10218162046323664,0.0,0.0,0.002357055025214736,Tier_C,,0.0,False,True,False,morph_PR_closed_1,0.9949521400685933,0.9949639673195458,PR+closed,1
True,0.6186055280565732,0.6284544208701567,0.6382320578207648,0.029999999999996696,0.029999999999996696,0.02967976914487068,Tier_B,,50,True,True,True,morph_PR_drive_0,0.9949700662161614,0.9948014974458911,PR+drive,0
True,0.07899221138544987,0.11494237424798148,0.13661322366452489,0.0,0.0,0.003499760492885685,Tier_C,,0.0,False,True,False,morph_PR_drive_0.1,0.994472263455503,0.9947960135811755,PR+drive,0.1
True,0.026134379178950784,0.03900565778856857,0.05737567088676232,0.0,0.0,0.0012220882962570784,Tier_C,,0.0,False,True,False,morph_PR_drive_0.25,0.9948922396268167,0.994980599123923,PR+drive,0.25
True,0.02693952113474629,0.04177984318557926,0.06363569834875205,0.0,0.0,0.001320930144232537,Tier_C,,0.0,False,True,False,morph_PR_drive_0.4,0.9947345614593551,0.9949962957720652,PR+drive,0.4
True,0.02833741328741224,0.04372056935888202,0.06623744302619661,0.0,0.0,0.001378625757926619,Tier_C,,0.0,False,True,False,morph_PR_drive_0.5,0.9943875625627915,0.9948234145041392,PR+drive,0.5
True,0.029103465942107887,0.04401042315075765,0.06422653338298845,0.0,0.0,0.001377652157615226,Tier_C,,0.0,False,True,False,morph_PR_drive_0.6,0.9943870351723361,0.9949501174320058,PR+drive,0.6
True,0.04549785109070281,0.06555001191547671,0.09104345155118299,0.0,0.0,0.002064165872276696,Tier_C,,0.0,False,True,False,morph_PR_drive_0.75,0.9942478552496237,0.994997475326933,PR+drive,0.75
True,0.05861219041705812,0.07978363600503713,0.10715004846711185,0.0,0.0,0.0025280454989692787,Tier_C,,0.0,False,True,False,morph_PR_drive_0.9,0.9947365741264145,0.9949899607628373,PR+drive,0.9
True,0.06875907633218714,0.09033641504752976,0.1208502315068063,0.0,0.0,0.002891799336840568,Tier_C,,0.0,False,True,False,morph_PR_drive_1,0.9946279472304073,0.9947799421982177,PR+drive,1
True,0.6186055280565732,0.6284544208701567,0.6382320578207648,0.029999999999996696,0.029999999999996696,0.02967976914487068,Tier_B,,50,True,True,True,morph_PR_closed_drive_0,0.9949700662161614,0.9948014974458911,PR+closed+drive,0
True,0.07924328624861443,0.1145621461909695,0.13602343598357813,0.0,0.0,0.0034932035996881328,Tier_C,,0.0,False,True,False,morph_PR_closed_drive_0.1,0.9943659146061735,0.9948736581690314,PR+closed+drive,0.1
True,0.02571342556040568,0.03805473651626623,0.055138539455293456,0.0,0.0,0.0011885185598006984,Tier_C,,0.0,False,True,False,morph_PR_closed_drive_0.25,0.9948922362532564,0.9948362389901344,PR+closed+drive,0.25
True,0.02636030200916739,0.04043672516592767,0.060371420345839644,0.0,0.0,0.0012729553519465078,Tier_C,,0.0,False,True,False,morph_PR_closed_drive_0.4,0.9947345530003416,0.9949183921395159,PR+closed+drive,0.4
True,0.027519195741787073,0.041906480039280325,0.06202758804159525,0.0,0.0,0.0013144701083375745,Tier_C,,0.0,False,True,False,morph_PR_closed_drive_0.5,0.994269130432515,0.9949208639929122,PR+closed+drive,0.5
True,0.028053132182286333,0.041691731489536865,0.059953037069526816,0.0,0.0,0.0013013614046884095,Tier_C,,0.0,False,True,False,morph_PR_closed_drive_0.6,0.9945897942178313,0.9948694151106591,PR+closed+drive,0.6
True,0.04114375407455906,0.05753171268266921,0.0782091479808954,0.0,0.0,0.001798591290480383,Tier_C,,0.0,False,True,False,morph_PR_closed_drive_0.75,0.9948252067433071,0.9948924071567729,PR+closed+drive,0.75
True,0.04932776553268281,0.06631021298961248,0.0909234213442075,0.0,0.0,0.0021004734954746416,Tier_C,,0.0,False,True,False,morph_PR_closed_drive_0.9,0.9946281935111729,0.9949091243021378,PR+closed+drive,0.9
True,0.054478443268253574,0.0740641400653883,0.10218162046323664,0.0,0.0,0.002357055025214736,Tier_C,,0.0,False,True,False,morph_PR_closed_drive_1,0.9949521400685933,0.9949639673195458,PR+closed+drive,1
True,0.6186055280565732,0.6284544208701567,0.6382320578207648,0.029999999999996696,0.029999999999996696,0.02967976914487068,Tier_B,,50,True,True,True,morph_coalescence_closed_0,0.9949700662161614,0.9948014974458911,coalescence+closed,0
True,0.6024930660591713,0.6116915322642018,0.6207267967252843,0.029999999999996696,0.029999999999996696,0.028376164136718743,Tier_B,,75,True,True,True,morph_coalescence_closed_0.1,0.994619965469426,0.994790920107431,coalescence+closed,0.1
True,0.5573205222798536,0.5699591033181418,0.5799361716930999,0.029999999999996696,0.029999999999996696,0.025247669641230257,Tier_C,,0.0,False,True,False,morph_coalescence_closed_0.25,0.9941476802198318,0.9948540825938142,coalescence+closed,0.25
True,0.508947113925527,0.522317157954043,0.5320647065885016,0.029999999999996696,0.029999999999996696,0.022065448720914538,Tier_C,,0.0,False,True,False,morph_coalescence_closed_0.4,0.9948250028843255,0.9949266372113917,coalescence+closed,0.4
True,0.4583308026793286,0.4767479362218259,0.49232079673864093,0.029999999999996696,0.029999999999996696,0.019410995660057308,Tier_C,,0.0,False,True,False,morph_coalescence_closed_0.5,0.9949376353766192,0.9948934383813581,coalescence+closed,0.5
True,0.3935206723275948,0.4175431372779772,0.43469705854616003,0.029999999999996696,0.029999999999996696,0.016064806608930064,Tier_C,,0.0,False,True,False,morph_coalescence_closed_0.6,0.994237155469987,0.9949547981819005,coalescence+closed,0.6
True,0.2332732371348819,0.27795112456127324,0.3065927119601842,0.029999999999996696,0.0041999999999995374,0.009569076894047065,Tier_C,,0.0,False,True,False,morph_coalescence_closed_0.75,0.994519740767305,0.9948737831773179,coalescence+closed,0.75
True,0.1547258805910109,0.18099057577937738,0.2159862039177819,0.006299999999999306,0.0,0.0060643761729874904,Tier_C,,0.0,False,True,False,morph_coalescence_closed_0.9,0.9944951823365331,0.994977238825714,coalescence+closed,0.9
True,0.14582309373607427,0.18535885174496325,0.23931916658070496,0.010299999999998866,0.0,0.006251778758859401,Tier_C,,0.0,False,True,False,morph_coalescence_closed_1,0.9947689975260305,0.9938351039609692,coalescence+closed,1
True,0.6186055280565732,0.6284544208701567,0.6382320578207648,0.029999999999996696,0.029999999999996696,0.02967976914487068,Tier_B,,50,True,True,True,morph_PR_coalescence_closed_migration_drive_0,0.9949700662161614,0.9948014974458911,PR+coalescence+closed+migration+drive,0
True,0.10641234430782764,0.33891201647981817,0.5970433798677374,0.019199999999997885,0.015499999999998293,0.015957174020708235,Tier_C,,0.0,False,True,False,morph_PR_coalescence_closed_migration_drive_0.1,0.994730533663958,0.9947702987062239,PR+coalescence+closed+migration+drive,0.1
True,0.039382920771670826,0.04852162617128597,0.06256437686498484,0.0,0.0,0.0014927617113033587,Tier_C,,0.0,False,True,False,morph_PR_coalescence_closed_migration_drive_0.25,0.9947475464408424,0.9949096905970577,PR+coalescence+closed+migration+drive,0.25
True,0.026895222199820434,0.03596574022132859,0.04953765967788071,0.0,0.0,0.0011219250250500247,Tier_C,,0.0,False,True,False,morph_PR_coalescence_closed_migration_drive_0.4,0.9947609478099922,0.9948577633880771,PR+coalescence+closed+migration+drive,0.4
True,0.03065439441194817,0.04239480093506365,0.05972960925199944,0.0,0.0,0.0013288492026196105,Tier_C,,0.0,False,True,False,morph_PR_coalescence_closed_migration_drive_0.5,0.9948726514767708,0.994930888978713,PR+coalescence+closed+migration+drive,0.5
True,0.04022659784208715,0.05612281229580174,0.07949674325002742,0.0,0.0,0.00177324497911799,Tier_C,,0.0,False,True,False,morph_PR_coalescence_closed_migration_drive_0.6,0.9946709547624176,0.9949458688957555,PR+coalescence+closed+migration+drive,0.6
True,0.07732215212456661,0.10486151962100243,0.1438818421359045,0.0,0.0,0.003392017051714171,Tier_C,,0.0,False,True,False,morph_PR_coalescence_closed_migration_drive_0.75,0.9948402819014172,0.994999801360951,PR+coalescence+closed+migration+drive,0.75
True,0.15179035099844107,0.19838923329531533,0.2593840293760471,0.014499999999998403,0.0,0.00674292761964014,Tier_C,,0.0,False,True,False,morph_PR_coalescence_closed_migration_drive_0.9,0.9948311338900364,0.994911946444923,PR+coalescence+closed+migration+drive,0.9
True,0.23145214979406492,0.28164537535766077,0.34388470759469236,0.029999999999996696,0.010099999999998888,0.010034644780860703,Tier_C,,0.0,False,True,False,morph_PR_coalescence_closed_migration_drive_1,0.9949978954299264,0.9834013614480865,PR+coalescence+closed+migration+drive,1
