parameter_id,mechanism_mode,G0_nm,T1_C,rho_switch,growth_tolerance,map_type,T2_min_searched_C,T2_max_searched_C,T2_cap_C,extension_model_extrapolative,state_group_id,equivalent_route_count,boundary_status,n_success,mechanism_id,heating_rate_C_min,T_at_switch_C,rho1,G1_nm,first_step_growth_fraction,X_J,Lambda_over_K_TJ,P_comp_TJ,f_GBseg,f_TJ,f_iso_location,C_GBseg,C_TJ,f_clean_GB,T_lower_density_C,T_first_success_C,T_last_success_C,T_upper_growth_C,window_width_C,lower_bracketed,upper_bracketed
mech_009,persistent_tj_multihit_q1,50.0,1250.0,0.85,0.05,practical,900.0,1245.0,1550.0,True,state_0007,1,LOWER_BOUND_RIGHT_CENSORED,0,mech_009,5.0,1250.0,0.8500052798088147,56.80273077360058,0.1360546154720116,0.18777609237371168,0.3858431167709673,0.13593989896873926,0.2811976786525484,0.5147264258990497,0.20407589544840174,0.030516531638457023,0.06414483280988503,0.969483468361543,,,,,,,
mech_009,persistent_tj_multihit_q1,50.0,1250.0,0.85,0.1,practical,900.0,1245.0,1550.0,True,state_0007,1,LOWER_BOUND_RIGHT_CENSORED,0,mech_009,5.0,1250.0,0.8500052798088147,56.80273077360058,0.1360546154720116,0.18777609237371168,0.3858431167709673,0.13593989896873926,0.2811976786525484,0.5147264258990497,0.20407589544840174,0.030516531638457023,0.06414483280988503,0.969483468361543,,,,,,,
mech_009,persistent_tj_multihit_q1,50.0,1250.0,0.72,0.05,practical,900.0,1245.0,1550.0,True,state_0008,1,LOWER_BOUND_RIGHT_CENSORED,0,mech_009,20.0,1250.0,0.720098736452818,50.48347137050822,0.009669427410164388,0.014813805445023524,0.45813173328742574,0.14288844666977996,0.5703475989626182,0.3224697305753208,0.10718267046206091,0.14035796368522613,0.07073095310681399,0.8596420363147739,,,,,,,
mech_009,persistent_tj_multihit_q1,50.0,1250.0,0.72,0.1,practical,900.0,1245.0,1550.0,True,state_0008,1,LOWER_BOUND_RIGHT_CENSORED,0,mech_009,20.0,1250.0,0.720098736452818,50.48347137050822,0.009669427410164388,0.014813805445023524,0.45813173328742574,0.14288844666977996,0.5703475989626182,0.3224697305753208,0.10718267046206091,0.14035796368522613,0.07073095310681399,0.8596420363147739,,,,,,,
mech_009,persistent_tj_multihit_q1,50.0,1250.0,0.75,0.05,practical,900.0,1245.0,1550.0,True,state_0009,1,LOWER_BOUND_RIGHT_CENSORED,0,mech_009,20.0,1250.0,0.7501146578582061,51.22763235574964,0.02455264711499282,0.04029070153629543,0.4640827247561446,0.14657054565503824,0.5188153649684177,0.3611163160538725,0.12006831897770975,0.11176584457224803,0.0718776239389769,0.888234155427752,,,,,,,
mech_009,persistent_tj_multihit_q1,50.0,1250.0,0.75,0.1,practical,900.0,1245.0,1550.0,True,state_0009,1,LOWER_BOUND_RIGHT_CENSORED,0,mech_009,20.0,1250.0,0.7501146578582061,51.22763235574964,0.02455264711499282,0.04029070153629543,0.4640827247561446,0.14657054565503824,0.5188153649684177,0.3611163160538725,0.12006831897770975,0.11176584457224803,0.0718776239389769,0.888234155427752,,,,,,,
mech_009,persistent_tj_multihit_q1,50.0,1250.0,0.8,0.05,practical,900.0,1245.0,1550.0,True,state_0010,1,LOWER_BOUND_RIGHT_CENSORED,0,mech_009,20.0,1250.0,0.8000701469289206,53.01276625525374,0.060255325105074746,0.09653559258831067,0.45410478815929195,0.14827281310231455,0.4114794088086298,0.43825317656212537,0.15026741462924478,0.06643730443000562,0.07151251306883555,0.9335626955699944,,,,,,,
mech_009,persistent_tj_multihit_q1,50.0,1250.0,0.8,0.1,practical,900.0,1245.0,1550.0,True,state_0010,1,LOWER_BOUND_RIGHT_CENSORED,0,mech_009,20.0,1250.0,0.8000701469289206,53.01276625525374,0.060255325105074746,0.09653559258831067,0.45410478815929195,0.14827281310231455,0.4114794088086298,0.43825317656212537,0.15026741462924478,0.06643730443000562,0.07151251306883555,0.9335626955699944,,,,,,,
mech_009,persistent_tj_multihit_q1,50.0,1250.0,0.85,0.05,practical,900.0,1245.0,1550.0,True,state_0011,1,LOWER_BOUND_RIGHT_CENSORED,0,mech_009,20.0,1250.0,0.8500032614565787,56.82455743998639,0.13649114879972785,0.1875767119547357,0.3856718776285087,0.13593235903507506,0.2813170782815656,0.5146135729976198,0.20406934872081467,0.030545010339011358,0.064185228048247,0.9694549896609886,,,,,,,
mech_009,persistent_tj_multihit_q1,50.0,1250.0,0.85,0.1,practical,900.0,1245.0,1550.0,True,state_0011,1,LOWER_BOUND_RIGHT_CENSORED,0,mech_009,20.0,1250.0,0.8500032614565787,56.82455743998639,0.13649114879972785,0.1875767119547357,0.3856718776285087,0.13593235903507506,0.2813170782815656,0.5146135729976198,0.20406934872081467,0.030545010339011358,0.064185228048247,0.9694549896609886,,,,,,,
mech_009,persistent_tj_multihit_q1,50.0,1250.0,0.72,0.05,practical,900.0,1245.0,1550.0,True,state_0012,1,LOWER_BOUND_RIGHT_CENSORED,0,mech_009,100.0,1250.0,0.7202363419053102,50.49087652230429,0.009817530446085812,0.014865377104131458,0.4581049504349667,0.14290010470946202,0.5701578298450677,0.3226067613494131,0.10723540880551928,0.14024592511720657,0.07074357763010786,0.8597540748827934,,,,,,,
mech_009,persistent_tj_multihit_q1,50.0,1250.0,0.72,0.1,practical,900.0,1245.0,1550.0,True,state_0012,1,LOWER_BOUND_RIGHT_CENSORED,0,mech_009,100.0,1250.0,0.7202363419053102,50.49087652230429,0.009817530446085812,0.014865377104131458,0.4581049504349667,0.14290010470946202,0.5701578298450677,0.3226067613494131,0.10723540880551928,0.14024592511720657,0.07074357763010786,0.8597540748827934,,,,,,,
mech_009,persistent_tj_multihit_q1,50.0,1250.0,0.75,0.05,practical,900.0,1245.0,1550.0,True,state_0013,1,LOWER_BOUND_RIGHT_CENSORED,0,mech_009,100.0,1250.0,0.7502027134866199,51.23474655492037,0.02469493109840741,0.04031773438569073,0.46402624065358644,0.14657286486495802,0.5186781632562898,0.3612111373092776,0.12011069943443264,0.11169970605327861,0.07188756378458894,0.8883002939467214,,,,,,,
mech_009,persistent_tj_multihit_q1,50.0,1250.0,0.75,0.1,practical,900.0,1245.0,1550.0,True,state_0013,1,LOWER_BOUND_RIGHT_CENSORED,0,mech_009,100.0,1250.0,0.7502027134866199,51.23474655492037,0.02469493109840741,0.04031773438569073,0.46402624065358644,0.14657286486495802,0.5186781632562898,0.3612111373092776,0.12011069943443264,0.11169970605327861,0.07188756378458894,0.8883002939467214,,,,,,,
mech_009,persistent_tj_multihit_q1,50.0,1250.0,0.8,0.05,practical,900.0,1245.0,1550.0,True,state_0014,1,LOWER_BOUND_RIGHT_CENSORED,0,mech_009,100.0,1250.0,0.800031355681875,53.0162809099363,0.06032561819872598,0.09642733611934602,0.4540667884409224,0.14827043631326686,0.41160374268799516,0.43815848952972253,0.15023776778228226,0.06648287012024356,0.07152438757428392,0.9335171298797564,,,,,,,
mech_009,persistent_tj_multihit_q1,50.0,1250.0,0.8,0.1,practical,900.0,1245.0,1550.0,True,state_0014,1,LOWER_BOUND_RIGHT_CENSORED,0,mech_009,100.0,1250.0,0.800031355681875,53.0162809099363,0.06032561819872598,0.09642733611934602,0.4540667884409224,0.14827043631326686,0.41160374268799516,0.43815848952972253,0.15023776778228226,0.06648287012024356,0.07152438757428392,0.9335171298797564,,,,,,,
mech_009,persistent_tj_multihit_q1,50.0,1250.0,0.85,0.05,practical,900.0,1245.0,1550.0,True,state_0015,1,LOWER_BOUND_RIGHT_CENSORED,0,mech_009,100.0,1250.0,0.8500204964919227,56.83250738515832,0.13665014770316644,0.1875627836874579,0.3855851449411956,0.1359216262931734,0.2813017116643913,0.5146029407740516,0.20409534756155723,0.03054260671792597,0.06419121096426528,0.969457393282074,,,,,,,
mech_009,persistent_tj_multihit_q1,50.0,1250.0,0.85,0.1,practical,900.0,1245.0,1550.0,True,state_0015,1,LOWER_BOUND_RIGHT_CENSORED,0,mech_009,100.0,1250.0,0.8500204964919227,56.83250738515832,0.13665014770316644,0.1875627836874579,0.3855851449411956,0.1359216262931734,0.2813017116643913,0.5146029407740516,0.20409534756155723,0.03054260671792597,0.06419121096426528,0.969457393282074,,,,,,,
mech_009,persistent_tj_multihit_q1,50.0,1300.0,0.72,0.05,practical,900.0,1295.0,1550.0,True,state_0016,1,LOWER_BOUND_RIGHT_CENSORED,0,mech_009,1.0,1300.0,0.7202134220905093,50.716383123578,0.014327662471559961,0.015052705400179578,1.0704795997117913,0.3036751739089246,0.5701887943650368,0.3225845877935093,0.10722661784145397,0.1408441096531513,0.07135755349590867,0.8591558903468487,,,,,,,
mech_009,persistent_tj_multihit_q1,50.0,1300.0,0.72,0.1,practical,900.0,1295.0,1550.0,True,state_0016,1,LOWER_BOUND_RIGHT_CENSORED,0,mech_009,1.0,1300.0,0.7202134220905093,50.716383123578,0.014327662471559961,0.015052705400179578,1.0704795997117913,0.3036751739089246,0.5701887943650368,0.3225845877935093,0.10722661784145397,0.1408441096531513,0.07135755349590867,0.8591558903468487,,,,,,,
mech_009,persistent_tj_multihit_q1,50.0,1300.0,0.75,0.05,practical,900.0,1295.0,1550.0,True,state_0017,1,LOWER_BOUND_RIGHT_CENSORED,0,mech_009,1.0,1300.0,0.7503763854147918,52.76125811342765,0.05522516226855302,0.03688122470800869,1.0537058333140805,0.30970228468766314,0.5210133738995533,0.3587927004071934,0.12019392569325328,0.11537858038269011,0.07556137437564359,0.8846214196173099,,,,,,,
mech_009,persistent_tj_multihit_q1,50.0,1300.0,0.75,0.1,practical,900.0,1295.0,1550.0,True,state_0017,1,LOWER_BOUND_RIGHT_CENSORED,0,mech_009,1.0,1300.0,0.7503763854147918,52.76125811342765,0.05522516226855302,0.03688122470800869,1.0537058333140805,0.30970228468766314,0.5210133738995533,0.3587927004071934,0.12019392569325328,0.11537858038269011,0.07556137437564359,0.8846214196173099,,,,,,,
mech_009,persistent_tj_multihit_q1,50.0,1300.0,0.72,0.05,practical,900.0,1295.0,1550.0,True,state_0019,1,LOWER_BOUND_RIGHT_CENSORED,0,mech_009,5.0,1300.0,0.7204275791419538,51.218917143557746,0.024378342871154927,0.013060481080267097,1.0576127622159956,0.30311290580533135,0.5709531014051161,0.3217381990272367,0.10730869956764727,0.14225594862361024,0.07248801437634356,0.8577440513763898,,,,,,,
mech_009,persistent_tj_multihit_q1,50.0,1300.0,0.72,0.1,practical,900.0,1295.0,1550.0,True,state_0019,1,LOWER_BOUND_RIGHT_CENSORED,0,mech_009,5.0,1300.0,0.7204275791419538,51.218917143557746,0.024378342871154927,0.013060481080267097,1.0576127622159956,0.30311290580533135,0.5709531014051161,0.3217381990272367,0.10730869956764727,0.14225594862361024,0.07248801437634356,0.8577440513763898,,,,,,,
mech_009,persistent_tj_multihit_q1,50.0,1300.0,0.75,0.05,practical,900.0,1295.0,1550.0,True,state_0020,1,LOWER_BOUND_RIGHT_CENSORED,0,mech_009,5.0,1300.0,0.7501252696729054,53.29184729174773,0.06583694583495457,0.03448103583710163,1.0409337574532949,0.30914262868838815,0.5227199026844085,0.3572072864600011,0.12007281085559043,0.11707640397365426,0.07679010469761927,0.8829235960263457,,,,,,,
mech_009,persistent_tj_multihit_q1,50.0,1300.0,0.75,0.1,practical,900.0,1295.0,1550.0,True,state_0020,1,LOWER_BOUND_RIGHT_CENSORED,0,mech_009,5.0,1300.0,0.7501252696729054,53.29184729174773,0.06583694583495457,0.03448103583710163,1.0409337574532949,0.30914262868838815,0.5227199026844085,0.3572072864600011,0.12007281085559043,0.11707640397365426,0.07679010469761927,0.8829235960263457,,,,,,,
mech_009,persistent_tj_multihit_q1,50.0,1300.0,0.72,0.05,practical,900.0,1295.0,1550.0,True,state_0022,1,LOWER_BOUND_RIGHT_CENSORED,0,mech_009,20.0,1300.0,0.7205522296511989,51.33439288504824,0.02668785770096477,0.01271999490111908,1.0548485743352023,0.30302105333797724,0.5709800244932949,0.32166340823509715,0.10735656727160801,0.14249312394849778,0.07275330979025418,0.8575068760515022,,,,,,,
mech_009,persistent_tj_multihit_q1,50.0,1300.0,0.72,0.1,practical,900.0,1295.0,1550.0,True,state_0022,1,LOWER_BOUND_RIGHT_CENSORED,0,mech_009,20.0,1300.0,0.7205522296511989,51.33439288504824,0.02668785770096477,0.01271999490111908,1.0548485743352023,0.30302105333797724,0.5709800244932949,0.32166340823509715,0.10735656727160801,0.14249312394849778,0.07275330979025418,0.8575068760515022,,,,,,,
mech_009,persistent_tj_multihit_q1,50.0,1300.0,0.75,0.05,practical,900.0,1295.0,1550.0,True,state_0023,1,LOWER_BOUND_RIGHT_CENSORED,0,mech_009,20.0,1300.0,0.75023733588169,53.42000818213777,0.06840016364275542,0.03413496288432508,1.0381042680511556,0.3090608984218276,0.5227733064786905,0.3570999647779666,0.12012672874334293,0.11729696327971495,0.07708611331026594,0.882703036720285,,,,,,,
mech_009,persistent_tj_multihit_q1,50.0,1300.0,0.75,0.1,practical,900.0,1295.0,1550.0,True,state_0023,1,LOWER_BOUND_RIGHT_CENSORED,0,mech_009,20.0,1300.0,0.75023733588169,53.42000818213777,0.06840016364275542,0.03413496288432508,1.0381042680511556,0.3090608984218276,0.5227733064786905,0.3570999647779666,0.12012672874334293,0.11729696327971495,0.07708611331026594,0.882703036720285,,,,,,,
mech_009,persistent_tj_multihit_q1,50.0,1300.0,0.72,0.05,practical,900.0,1295.0,1550.0,True,state_0025,1,LOWER_BOUND_RIGHT_CENSORED,0,mech_009,100.0,1300.0,0.7207523856169127,51.37735950662721,0.02754719013254416,0.012736618147899042,1.054021743186061,0.3030342627216951,0.570738589567202,0.32182786794812956,0.10743354248466847,0.1424202274549845,0.07285205999541,0.8575797725450155,,,,,,,
mech_009,persistent_tj_multihit_q1,50.0,1300.0,0.72,0.1,practical,900.0,1295.0,1550.0,True,state_0025,1,LOWER_BOUND_RIGHT_CENSORED,0,mech_009,100.0,1300.0,0.7207523856169127,51.37735950662721,0.02754719013254416,0.012736618147899042,1.054021743186061,0.3030342627216951,0.570738589567202,0.32182786794812956,0.10743354248466847,0.1424202274549845,0.07285205999541,0.8575797725450155,,,,,,,
mech_009,persistent_tj_multihit_q1,50.0,1300.0,0.75,0.05,practical,900.0,1295.0,1550.0,True,state_0026,1,LOWER_BOUND_RIGHT_CENSORED,0,mech_009,100.0,1300.0,0.7503717978906486,53.46337282881287,0.06926745657625745,0.034125254387343595,1.037245286296619,0.3090567203603297,0.5226043416998747,0.3572041439826726,0.1201915143174527,0.11726869315198862,0.07718312414794304,0.8827313068480114,,,,,,,
mech_009,persistent_tj_multihit_q1,50.0,1300.0,0.75,0.1,practical,900.0,1295.0,1550.0,True,state_0026,1,LOWER_BOUND_RIGHT_CENSORED,0,mech_009,100.0,1300.0,0.7503717978906486,53.46337282881287,0.06926745657625745,0.034125254387343595,1.037245286296619,0.3090567203603297,0.5226043416998747,0.3572041439826726,0.1201915143174527,0.11726869315198862,0.07718312414794304,0.8827313068480114,,,,,,,
mech_009,persistent_tj_multihit_q1,75.0,1250.0,0.72,0.05,practical,900.0,1245.0,1550.0,True,state_0043,1,LOWER_BOUND_RIGHT_CENSORED,0,mech_009,1.0,1250.0,0.7203419620816882,75.32010803228043,0.004268107097072402,0.014138145770813224,0.31482767825710073,0.14622338833041293,0.5728344033236032,0.319889498900191,0.1072760977762057,0.2027522012216173,0.14913560775763457,0.7972477987783827,,,,,,,
mech_009,persistent_tj_multihit_q1,75.0,1250.0,0.72,0.1,practical,900.0,1245.0,1550.0,True,state_0043,1,LOWER_BOUND_RIGHT_CENSORED,0,mech_009,1.0,1250.0,0.7203419620816882,75.32010803228043,0.004268107097072402,0.014138145770813224,0.31482767825710073,0.14622338833041293,0.5728344033236032,0.319889498900191,0.1072760977762057,0.2027522012216173,0.14913560775763457,0.7972477987783827,,,,,,,
mech_009,persistent_tj_multihit_q1,75.0,1250.0,0.75,0.05,practical,900.0,1245.0,1550.0,True,state_0044,1,LOWER_BOUND_RIGHT_CENSORED,0,mech_009,1.0,1250.0,0.7502151920016739,75.97722698896051,0.013029693186140131,0.03580331067514901,0.3207550545465135,0.149956026449918,0.5280934557084097,0.35178852670385763,0.12011801758773266,0.16440676630024775,0.14696676366298345,0.8355932336997522,,,,,,,
mech_009,persistent_tj_multihit_q1,75.0,1250.0,0.75,0.1,practical,900.0,1245.0,1550.0,True,state_0044,1,LOWER_BOUND_RIGHT_CENSORED,0,mech_009,1.0,1250.0,0.7502151920016739,75.97722698896051,0.013029693186140131,0.03580331067514901,0.3207550545465135,0.149956026449918,0.5280934557084097,0.35178852670385763,0.12011801758773266,0.16440676630024775,0.14696676366298345,0.8355932336997522,,,,,,,
mech_009,persistent_tj_multihit_q1,75.0,1250.0,0.8,0.05,practical,900.0,1245.0,1550.0,True,state_0045,1,LOWER_BOUND_RIGHT_CENSORED,0,mech_009,1.0,1250.0,0.8000886429843289,77.6418332054291,0.03522444273905459,0.08197820717971194,0.3144071398704548,0.15018872034394115,0.43751446350358936,0.41221300490026885,0.1502725315961418,0.10317307993919234,0.13785501926630128,0.8968269200608077,,,,,,,
mech_009,persistent_tj_multihit_q1,75.0,1250.0,0.8,0.1,practical,900.0,1245.0,1550.0,True,state_0045,1,LOWER_BOUND_RIGHT_CENSORED,0,mech_009,1.0,1250.0,0.8000886429843289,77.6418332054291,0.03522444273905459,0.08197820717971194,0.3144071398704548,0.15018872034394115,0.43751446350358936,0.41221300490026885,0.1502725315961418,0.10317307993919234,0.13785501926630128,0.8968269200608077,,,,,,,
mech_009,persistent_tj_multihit_q1,75.0,1250.0,0.85,0.05,practical,900.0,1245.0,1550.0,True,state_0046,1,LOWER_BOUND_RIGHT_CENSORED,0,mech_009,1.0,1250.0,0.8500009648285313,81.0871702638852,0.08116227018513598,0.1542587025556716,0.26834966266935195,0.1350337284580253,0.32821701970228734,0.4686733099163111,0.20310967038140154,0.05249960035277579,0.11552874381611022,0.9475003996472242,,,,,,,
mech_009,persistent_tj_multihit_q1,75.0,1250.0,0.85,0.1,practical,900.0,1245.0,1550.0,True,state_0046,1,LOWER_BOUND_RIGHT_CENSORED,0,mech_009,1.0,1250.0,0.8500009648285313,81.0871702638852,0.08116227018513598,0.1542587025556716,0.26834966266935195,0.1350337284580253,0.32821701970228734,0.4686733099163111,0.20310967038140154,0.05249960035277579,0.11552874381611022,0.9475003996472242,,,,,,,
mech_009,persistent_tj_multihit_q1,75.0,1250.0,0.72,0.05,practical,900.0,1245.0,1550.0,True,state_0047,1,LOWER_BOUND_RIGHT_CENSORED,0,mech_009,5.0,1250.0,0.7200825672505219,75.37408412408628,0.004987788321150409,0.0131010936692679,0.31420868823156894,0.14605453652186207,0.5735978917969425,0.3192254966793104,0.10717661152374691,0.20340549889788428,0.14919226001280472,0.7965945011021157,,,,,,,
mech_009,persistent_tj_multihit_q1,75.0,1250.0,0.72,0.1,practical,900.0,1245.0,1550.0,True,state_0047,1,LOWER_BOUND_RIGHT_CENSORED,0,mech_009,5.0,1250.0,0.7200825672505219,75.37408412408628,0.004987788321150409,0.0131010936692679,0.31420868823156894,0.14605453652186207,0.5735978917969425,0.3192254966793104,0.10717661152374691,0.20340549889788428,0.14919226001280472,0.7965945011021157,,,,,,,
mech_009,persistent_tj_multihit_q1,75.0,1250.0,0.75,0.05,practical,900.0,1245.0,1550.0,True,state_0048,1,LOWER_BOUND_RIGHT_CENSORED,0,mech_009,5.0,1250.0,0.7501025950173796,76.04023785491671,0.013869838065556148,0.03486029907026896,0.3202038437836947,0.1498330267080924,0.5286964570760601,0.351239809499608,0.12006373342433198,0.16484757248650872,0.14705851425866978,0.8351524275134913,,,,,,,
mech_009,persistent_tj_multihit_q1,75.0,1250.0,0.75,0.1,practical,900.0,1245.0,1550.0,True,state_0048,1,LOWER_BOUND_RIGHT_CENSORED,0,mech_009,5.0,1250.0,0.7501025950173796,76.04023785491671,0.013869838065556148,0.03486029907026896,0.3202038437836947,0.1498330267080924,0.5286964570760601,0.351239809499608,0.12006373342433198,0.16484757248650872,0.14705851425866978,0.8351524275134913,,,,,,,
mech_009,persistent_tj_multihit_q1,75.0,1250.0,0.8,0.05,practical,900.0,1245.0,1550.0,True,state_0049,1,LOWER_BOUND_RIGHT_CENSORED,0,mech_009,5.0,1250.0,0.8000191424334484,77.71409169695397,0.03618788929271962,0.08107408198230368,0.31397726294693334,0.1501281611500178,0.4380740655831271,0.41170702713504065,0.15021890728183224,0.10347752182287961,0.13801133999827597,0.8965224781771204,,,,,,,
mech_009,persistent_tj_multihit_q1,75.0,1250.0,0.8,0.1,practical,900.0,1245.0,1550.0,True,state_0049,1,LOWER_BOUND_RIGHT_CENSORED,0,mech_009,5.0,1250.0,0.8000191424334484,77.71409169695397,0.03618788929271962,0.08107408198230368,0.31397726294693334,0.1501281611500178,0.4380740655831271,0.41170702713504065,0.15021890728183224,0.10347752182287961,0.13801133999827597,0.8965224781771204,,,,,,,
mech_009,persistent_tj_multihit_q1,75.0,1250.0,0.85,0.05,practical,900.0,1245.0,1550.0,True,state_0050,1,LOWER_BOUND_RIGHT_CENSORED,0,mech_009,5.0,1250.0,0.8500041638254006,81.17340395314012,0.08231205270853498,0.15348641167833652,0.2680265484031352,0.13501592436591026,0.3285924278003451,0.4683015363993778,0.20310603580027706,0.05262978687121411,0.11570403424205222,0.9473702131287859,,,,,,,
mech_009,persistent_tj_multihit_q1,75.0,1250.0,0.85,0.1,practical,900.0,1245.0,1550.0,True,state_0050,1,LOWER_BOUND_RIGHT_CENSORED,0,mech_009,5.0,1250.0,0.8500041638254006,81.17340395314012,0.08231205270853498,0.15348641167833652,0.2680265484031352,0.13501592436591026,0.3285924278003451,0.4683015363993778,0.20310603580027706,0.05262978687121411,0.11570403424205222,0.9473702131287859,,,,,,,
