material_id,ablation_mode,path,t_h,T_C,rho,G_nm,tau_nuc,tau_exchange,tau_transport,activity,PR_exposure,pore_D50_nm,pore_D90_nm,connected_fine
M060,full_material_model,reference,11.0,685.0,0.7500007629659902,100.00000610798911,172823517.61956906,4541.754223735051,844.2234821805156,3.1163639841550714e-05,1.7526845329225825e-10,18.68219462521447,53.888774341229976,1.153017514336439
M060,full_material_model,reference,12.0,745.0,0.7500009551062922,100.00008807464424,172823517.61956906,741.54518927142,58.87400752835696,4.63140376240476e-06,2.2290594652429988e-10,18.68219462521447,53.888774341229976,1.153016465120069
M060,full_material_model,reference,13.0,805.0,0.7500011472489889,100.00100291551168,172823517.61956906,148.13431655103233,5.522317117752918,8.890948359916207e-07,2.7054470715736443e-10,18.68219462521447,53.888774341229976,1.153015415890647
M060,full_material_model,reference,14.0,865.0,0.7500013393919018,100.00890709130009,172823517.61956906,35.068976715860515,0.6648844808856096,2.0676499529939139e-07,4.2970241448256723e-10,18.68219462521447,53.888774341229976,1.1530143666141346
M060,full_material_model,reference,15.0,925.0,0.7500015357084513,100.06382651568403,100846275.91623734,9.590922547044757,0.0990525351909993,9.608658389336678e-08,2.319286521746007e-09,18.68219462521447,53.888774341229976,1.1530132938344189
M060,full_material_model,reference,16.0,985.0,0.7500026487619572,100.38003770266556,9554577.94111265,2.9682573015961973,0.01778936517407292,3.1252513213659643e-07,2.016048165763472e-08,18.68219462521447,53.888774341229976,1.153007208572996
M060,full_material_model,reference,17.0,1045.0,0.7500129454298298,101.91978767971578,1130735.9455447043,1.0221462591028012,0.0038288920950936183,9.073508490828354e-07,1.572903093003832e-07,18.68219462521447,53.888774341229976,1.152950926391289
M060,full_material_model,reference,17.894762151732063,1098.6857291039237,0.7500750053358625,107.22082356379987,200661.20956189476,0.4261662728512256,0.0011717745603520644,2.1296449785499626e-06,8.728433629703325e-07,18.68219462521447,53.888774341229976,1.15261175042002
M060,full_material_model,reference,18.35977201952413,1126.5863211714477,0.7501872079653172,113.81706477700808,87653.98449088218,0.27773809575900166,0.0007038453861030979,3.1765932634502637e-06,2.076847451254729e-06,18.68219462521447,53.888774341229976,1.1519985729003217
M060,full_material_model,reference,18.673443358691326,1145.4066015214794,0.7503373183013764,120.8191077430534,51521.500984197206,0.21005771571613419,0.0005261404580418343,4.087283783187647e-06,3.6420682008247578e-06,18.68219462521447,53.888774341229976,1.1511782652124882
M060,full_material_model,reference,18.920616480366903,1160.2369888220142,0.7505269344598614,128.25191744688448,34392.66793029411,0.16943402193718604,0.00043232310112704253,4.939003464695557e-06,5.593300206680636e-06,18.68219462521447,53.888774341229976,1.1501421027929677
M060,full_material_model,reference,19.130238590424987,1172.8143154254992,0.750760032936569,136.14199472308383,24637.861574821556,0.14169127237033038,0.0003745897757450848,5.766127167522943e-06,7.976516667288237e-06,18.68219462521447,53.888774341229976,1.148868370276927
M060,full_material_model,reference,19.31586110103097,1183.951666061858,0.7510421539102728,144.51747074156847,18453.07600203505,0.12125391452666996,0.00033574707923064555,6.589083599289699e-06,1.085216064968394e-05,18.68219462521447,53.888774341229976,1.1473268151715406
M060,full_material_model,reference,19.484966410587763,1194.0979846352657,0.7513802422392235,153.40820730606538,14246.10167384537,0.10542942695966531,0.00030805413818636604,7.422149491785789e-06,1.4294135878125551e-05,18.68219462521447,53.888774341229976,1.1454795195205902
M060,full_material_model,reference,19.642138569039407,1203.5283141423645,0.7517826873620703,162.84590332296398,11239.794613089201,0.09273892191524255,0.0002875007116185415,8.276454855281935e-06,1.8390508169131065e-05,18.68219462521447,53.888774341229976,1.1432806858660238
M060,full_material_model,reference,19.790396103419106,1212.4237662051462,0.7522594552950722,172.86420782014858,9012.30388436447,0.08229427056321198,0.00027179739456546266,9.161398971502804e-06,2.3245026142856518e-05,18.68219462521447,53.888774341229976,1.1406759215474898
M060,full_material_model,reference,19.931835315899075,1220.9101189539444,0.7528222788339192,183.49883991876672,7315.968189095717,0.0735257773704686,0.00025954021989638506,1.0085414743165415e-05,2.897920136055485e-05,18.68219462521447,53.888774341229976,1.1376012071165258
M060,full_material_model,reference,20.06797288604448,1229.0783731626689,0.7534848935352616,194.78771618567805,5996.3340350717135,0.0660489399616649,0.00024981943504441594,1.1056426473505803e-05,3.573487584059407e-05,18.68219462521447,53.888774341229976,1.133981617569531
M060,full_material_model,reference,20.199942373143788,1236.9965423886274,0.7542633144490277,206.77108582064582,4952.331139398449,0.05959350634886621,0.0002420191284026864,1.2082148962035056e-05,4.36772762688602e-05,18.68219462521447,53.888774341229976,1.129729825000118
M060,full_material_model,reference,20.32861366372367,1244.71681982342,0.7551761509249746,219.4916741602642,4115.177144887382,0.05396311917010759,0.00023570716382795745,1.3170298777182426e-05,5.2998587469688784e-05,18.68219462521447,53.888774341229976,1.1247443988429588
M060,full_material_model,reference,20.45466906503835,1252.280143902301,0.7562449567538152,232.99483501026927,3436.51418824697,0.04901110339616883,0.00023057121641236532,1.432875476234257e-05,6.3922096293254e-05,18.68219462521447,53.888774341229976,1.1189079208111499
M060,full_material_model,reference,20.578653693356756,1259.7192216014053,0.7574946111860693,247.32871234935615,2881.399650291173,0.044625288069885076,0.0002263798329736927,1.556568862331529e-05,7.670696898494325e-05,18.68219462521447,53.888774341229976,1.1120849418174537
M060,full_material_model,reference,20.7010099448726,1267.0605966923558,0.7589537230811938,262.5444119810399,2423.9894113837845,0.040718134629964875,0.00022295778464736146,1.6889678123374172e-05,9.165373302366843e-05,18.68219462521447,53.888774341229976,1.1041198272581916
M060,full_material_model,reference,20.822101742521248,1274.3261045512747,0.7606550453371016,278.69618374556444,2044.7833578464802,0.03722011222716468,0.00022016993895872258,1.830981091369353e-05,0.00010911053880421676,18.68219462521447,53.888774341229976,1.094834566443281
M060,full_material_model,reference,20.942232006605543,1281.5339203963326,0.7626358794017931,295.8416149415155,1728.812919304265,0.034075130356721786,0.00021791039954865624,1.9835784510856284e-05,0.0001294802765524551,18.68219462521447,53.888774341229976,1.0840266642038083
M060,full_material_model,reference,21.061655510805874,1288.6993306483525,0.764938439498194,314.04183564676066,1464.4159077102422,0.03123731495021149,0.00021609500764022254,2.1478006511474784e-05,0.00015322861754599293,18.68219462521447,53.888774341229976,1.0714672911604248
M060,full_material_model,reference,21.180588520015057,1295.8353112009033,0.7676101325277409,333.3617366707639,1242.3883572426623,0.028668685193212886,0.00021465604908927493,2.3247698356735392e-05,0.00018089303281236776,18.68219462521447,53.888774341229976,1.0568999477559267
M060,full_material_model,reference,21.29516682168332,1302.7100093009992,0.770591687665841,353.15257378926253,1061.2640735605878,0.026413474429228097,0.00021357591225538996,2.5089309014161427e-05,0.00021192419580120094,18.68219462521447,53.888774341229976,1.0406503020267406
M060,full_material_model,reference,21.396040697831918,1308.7624418699152,0.7735916876658411,371.5791753204541,924.4151295007242,0.024589810719984555,0.00021285108347061382,2.682993339051754e-05,0.00024333883279253996,31.729490546762992,53.888774341229976,1.024308180105466
M060,full_material_model,reference,21.48591546326181,1314.1549277957088,0.776591687665841,388.81559444491927,817.8593730509735,0.023081939278325136,0.00021236231840441518,2.8481226619133033e-05,0.00027496657588894175,31.729490546762992,53.888774341229976,1.0079744727404618
M060,full_material_model,reference,21.567149642239986,1319.0289785343991,0.779591687665841,405.0795742822715,732.4715173838903,0.021806792504589986,0.00021203403043663175,3.0060096706029107e-05,0.0003068268296574583,31.729490546762992,53.888774341229976,0.9916495372178856
M060,full_material_model,reference,21.641418144380264,1323.4850886628158,0.7825916876658411,420.53380092255753,662.4675970388187,0.02070901542595336,0.00021181898896463383,3.157916529946738e-05,0.00033893782553305786,31.729490546762992,53.888774341229976,0.9753337521061346
M060,full_material_model,reference,21.709954343797907,1327.5972606278744,0.7855916876658411,435.30359199954603,604.0009982594192,0.019750101132833688,0.0002116862716101983,3.3048170055053134e-05,0.0003713169331901059,31.729490546762992,53.888774341229976,0.9590275184976972
M060,full_material_model,reference,21.7736934905258,1331.4216094315482,0.7885916876658411,449.48792118365617,554.4124569593432,0.01890231842207263,0.00021161486098070895,3.4474828430639696e-05,0.0004039809069117413,31.729490546762992,53.888774341229976,0.9427312613739325
M060,full_material_model,reference,21.833362158581913,1335.0017295149148,0.7915916876658411,463.166608043297,511.8038898948916,0.018145117657069713,0.00021159002733926244,3.586539625086431e-05,0.00043694608347477897,31.729490546762992,53.888774341229976,0.9264454310913851
M060,full_material_model,reference,21.889536432659668,1338.37218595958,0.7945916876658411,476.4051850406404,474.7837238270028,0.01746290153246663,0.00021160118091939723,3.722504351411435e-05,0.0004702285440607782,31.729490546762992,53.888774341229976,0.9101705049901084
M060,full_material_model,reference,21.942681109238272,1341.5608665542964,0.7975916876658411,489.25829658146125,442.3081897665545,0.016843587450366244,0.00021164054297111672,3.8558115744778676e-05,0.0005038442494794337,31.729490546762992,53.888774341229976,0.8939069891259045
M060,full_material_model,reference,21.993176902788868,1344.5906141673322,0.8005916876658412,501.7721368468302,413.57884665287094,0.01627764929774414,0.0002117022941798583,3.986832093228941e-05,0.0005378091555852873,31.729490546762992,53.888774341229976,0.8776554201294267
M060,full_material_model,reference,22.041339814979704,1347.4803888987822,0.8035916876658411,513.9862388895768,387.97436607222704,0.01575746041520668,0.00021178201240027513,4.115886653376591e-05,0.0005721393140239674,31.729490546762992,53.888774341229976,0.8614163671957756
M060,full_material_model,reference,22.087435233354615,1350.246114001277,0.8065916876658412,525.9348143360595,365.003907250561,0.01527683187521249,0.00021187629166181655,4.243256204562234e-05,0.0006068509621896532,31.729490546762992,53.888774341229976,0.8451904342085939
M060,full_material_model,reference,22.131688395218035,1352.9013037130821,0.8095916876658411,537.6477746467936,344.27450213597984,0.014830680945623563,0.0002119824780850216,4.3691897273479575e-05,0.0006419606053742647,31.729490546762992,53.888774341229976,0.8289782620028615
M060,full_material_model,reference,22.17429228882782,1355.4575373296693,0.8125916876658411,549.1515222054256,325.46776882935495,0.014414788454625887,0.00021209848313899742,4.493910309826536e-05,0.0006774850934402276,31.729490546762992,53.888774341229976,0.8127805307705298
M060,full_material_model,reference,22.215413712114675,1357.9248227268804,0.815591687665841,560.4695721039992,308.32297940987667,0.014025618180222962,0.00021222264922720073,4.61761994105094e-05,0.0007134416938809112,31.729490546762992,53.888774341229976,0.7965979626130103
M060,full_material_model,reference,22.255197983473003,1360.3118790083802,0.818591687665841,571.6230474591471,292.6245453246272,0.013660180348517062,0.00021235365139558038,4.74050334929518e-05,0.0007498481627957927,31.729490546762992,53.888774341229976,0.7804313242442091
M060,full_material_model,reference,22.29377265092971,1362.6263590557826,0.821591687665841,582.6310789607991,278.1926305099559,0.01331592704328017,0.00021249042442958972,4.862731119924256e-05,0.000786722815065981,31.729490546762992,53.888774341229976,0.7642814298475101
M060,full_material_model,reference,22.331250446515863,1364.8750267909518,0.824591687665841,593.5111310289738,264.87601587507237,0.012990671063057273,0.0002126321080889347,4.984462263925406e-05,0.000824084594845461,31.729490546762992,53.888774341229976,0.7481491440897398
M060,full_material_model,reference,22.36773166460417,1367.0638998762504,0.8275916876658411,604.2792711387316,252.54660879758055,0.01268252225094998,0.00021277800549322876,5.105846363812863e-05,0.0008619531473671601,31.729490546762992,53.888774341229976,0.7320353852949446
M060,full_material_model,reference,22.40330609558913,1369.1983657353478,0.830591687665841,614.9503947464765,241.0951711238532,0.012389837012717007,0.00021292755117289572,5.227025392272242e-05,0.0009003488929887683,31.729490546762992,53.888774341229976,0.715941128780794
M060,full_material_model,reference,22.43805461276904,1371.2832767661423,0.833591687665841,625.5384152804122,230.42796111323517,0.012111177906786294,0.0002130802863127613,5.348135276448981e-05,0.0009392931043628986,31.729490546762992,53.888774341229976,0.6998674103607826
M060,full_material_model,reference,22.47205048623603,1373.3230291741615,0.836591687665841,636.056426493041,220.46406881791654,0.011845281009403335,0.0002132358394106054,5.4693072645024266e-05,0.0009788079876040616,31.729490546762992,53.888774341229976,0.6838153300164418
M060,full_material_model,reference,22.50536048009079,1375.3216288054473,0.839591687665841,646.5168428785096,211.13328320216846,0.011591029341616621,0.00021339391105676465,5.590669139134722e-05,0.001018916768337417,31.729490546762992,53.888774341229976,0.6677860557456206
M060,full_material_model,reference,22.538045776428913,1377.2827465857347,0.842591687665841,656.9315226717508,202.37437102909377,0.011347431065681817,0.00021355426188237881,5.712346314041433e-05,0.001059643783549252,31.729490546762992,53.888774341229976,0.6517808275961133
M060,full_material_model,reference,22.570162759971847,1379.2097655983107,0.8455916876658409,667.3118770587295,194.13367752624606,0.011113601465772114,0.00021371670296804852,5.834462842769364e-05,0.0011010145802157006,31.729490546762992,53.888774341229976,0.6358009618988053
M060,full_material_model,reference,22.601763690024445,1381.1058214014668,0.848591687665841,677.6689685600777,186.3639806446573,0.010888747954809626,0.00021388108818143993,5.9571423647260565e-05,0.0011430560217645031,31.729490546762992,53.888774341229976,0.6198478557217182
M060,full_material_model,reference,22.632897280992935,1382.973836859576,0.8515916876658409,688.0136010491458,179.02354675654766,0.010672157518556023,0.00021404730804169155,6.0805090096531064e-05,0.0011857964035256155,31.729490546762992,53.888774341229976,0.6039229915764889
M060,full_material_model,reference,22.663609208540542,1384.8165525124325,0.854591687665841,698.3564034910426,172.0753475455796,0.010463186135681526,0.00021421528480429015,6.204688279466211e-05,0.0012292655784521907,31.729490546762992,53.888774341229976,0.5880279424226155
M060,full_material_model,reference,22.693942555268343,1386.6365533161006,0.8575916876658409,708.7079092138039,165.4864067751224,0.010261249809515562,0.00021438496853166944,6.329807924780916e-05,0.0012734950945466963,31.729490546762992,53.888774341229976,0.5721643770331292
M060,full_material_model,reference,22.723938207353356,1388.4362924412014,0.8605916876658409,719.0786323266835,159.2272523796358,0.010065816921532338,0.0002145563339690236,6.455998832545779e-05,0.0013185183456115865,31.729490546762992,53.888774341229976,0.5563340658088883
M060,full_material_model,reference,22.75363521168418,1390.2181127010508,0.8635916876658409,729.4791427699289,153.2714544831396,0.009876401674049295,0.0002147293780862393,6.583395940914388e-05,0.0013643707371650043,31.729490546762992,53.888774341229976,0.5405388871584105
M060,full_material_model,reference,22.783071101582674,1391.9842660949605,0.8665916876658409,739.9201414060427,147.59523391745628,0.009692558434285046,0.000214904118178996,6.71213919775147e-05,0.0014110898696258509,31.729490546762992,53.888774341229976,0.5247808345965469
M060,full_material_model,reference,22.81228219809763,1393.7369318858578,0.8695916876658409,750.412536538754,142.17712888863332,0.009513876826877493,0.00021508059044728068,6.842374579975997e-05,0.0014587157411871832,31.729490546762992,53.888774341229976,0.5090620247590204
M060,full_material_model,reference,22.841303893037036,1395.478233582222,0.8725916876658409,760.9675232700685,136.99770984039833,0.009339977449464357,0.0002152588489898114,6.974255192310525e-05,0.0015072909731722894,31.729490546762992,53.888774341229976,0.49338470658095995
M060,full_material_model,reference,22.87017091932284,1397.2102551593705,0.875591687665841,771.5966671778717,132.03933444906886,0.009170508107652737,0.00021543896516922198,7.107942465981068e-05,0.0015568610611164438,31.729490546762992,53.888774341229976,0.4777512719458862
M060,full_material_model,reference,22.898917613873266,1398.935056832396,0.878591687665841,782.3119939192657,127.28593617458952,0.00900514048291404,0.0002156210273167975,7.243607480573295e-05,0.0016074746553548184,31.729490546762992,53.888774341229976,0.4621642681764509
M060,full_material_model,reference,22.927578178023193,1400.6546906813917,0.881591687665841,793.1260865435652,122.72284097665019,0.008843567160578835,0.00021580514075743063,7.381432435722616e-05,0.0016591838755428553,31.729490546762992,53.888774341229976,0.4466264128083344
M060,full_material_model,reference,22.956186940473568,1402.371216428414,0.884591687665841,804.0521925422471,118.3366077507696,0.008685498955889619,0.00021599142814632955,7.521612303764993e-05,0.0017120446643141439,31.729490546762992,53.888774341229976,0.4311406111623355
M060,full_material_model,reference,22.984778627916086,1404.086717674965,0.887591687665841,815.1043429834879,114.11488879812508,0.008530662484528571,0.00021618003011921556,7.6643567001234e-05,0.0017661171862234373,31.729490546762992,53.888774341229976,0.41570997730467246
M060,full_material_model,reference,23.013388648821365,1405.8033189292819,0.890591687665841,826.2974864933911,110.04630725372924,0.008378797930574385,0.00021637110626794267,7.809892015373158e-05,0.001821466279268199,31.729490546762992,53.888774341229976,0.4003378590594179
M060,full_material_model,reference,23.04205339642819,1407.5232037856915,0.893591687665841,837.6476413778645,106.1203488905592,0.00822965696973787,0.00021656483646414484,7.958463862007908e-05,0.0018781619676810693,31.729490546762992,53.888774341229976,0.38502786780733295
M060,full_material_model,reference,23.070810577764462,1409.2486346658677,0.896591687665841,849.1720698598315,102.32726611524508,0.008083000809177496,0.0002167614225651717,8.110339900479676e-05,0.0019362800464021715,31.729490546762992,53.888774341229976,0.3697839138698883
M060,full_material_model,reference,23.09969957661781,1410.9819745970685,0.899591687665841,860.8894792784934,98.65799229181582,0.007938598307319395,0.00021696109055011962,8.265813123836469e-05,0.0019959027497571643,31.729490546762992,53.888774341229976,0.3546102483339988
M060,full_material_model,reference,23.128761859829613,1412.725711589777,0.902591687665841,872.8202562181715,95.10406478715058,0.007796224137934976,0.00021716409314960145,8.425205699226035e-05,0.0020571195194922453,31.729490546762992,53.888774341229976,0.33951151222046105
M060,full_material_model,reference,23.15804143821189,1414.4824862927132,0.905591687665841,884.9867409821417,91.65755533541552,0.0076556569622264255,0.00021737071305239901,8.588873489025126e-05,0.0021200278905919474,31.729490546762992,53.888774341229976,0.32449279393588365
M060,full_material_model,reference,23.187585395923893,1416.2551237554335,0.908591687665841,897.4135517092511,88.31100647625075,0.007516677570710127,0.00021758126679644957,8.757211406246674e-05,0.002184734517415666,31.729490546762992,53.888774341229976,0.3095596959724102
M060,full_material_model,reference,23.217444505492264,1418.0466703295358,0.911591687665841,910.1279698968082,85.05737293760151,0.007379066953033346,0.000217796109482566,8.930659800759267e-05,0.002251356367881453,31.729490546762992,53.888774341229976,0.294718411829028
M060,full_material_model,reference,23.247673950090487,1419.860437005429,0.914591687665841,923.160402350597,81.88996691147537,0.007242604248140143,0.00021801564048922175,9.109712128347615e-05,0.0023200221200321293,31.729490546762992,53.888774341229976,0.2799758141180807
M060,full_material_model,reference,23.278334180602414,1421.7000508361448,0.917591687665841,936.5449389269444,78.80240620968638,0.007107064518858983,0.0002182403104193207,9.294924228905772e-05,0.0023908738037867095,31.729490546762992,91.52368821428377,0.2653395547834259
M060,full_material_model,reference,23.309491942939044,1423.5695165763427,0.920591687665841,950.3200312858048,75.78856428400842,0.0069722162831816915,0.00021847062957956786,9.486925640518978e-05,0.002464068741620464,31.729490546762992,91.52368821428377,0.25081817828267117
M060,full_material_model,reference,23.341221521868395,1425.4732913121038,0.923591687665841,964.5293258532752,72.8425210451117,0.006837818718023427,0.0002187071783871818,9.686433513677489e-05,0.00253978185617142,31.729490546762992,91.52368821428377,0.23642124846465318
M060,full_material_model,reference,23.373606262445467,1427.4163757467281,0.926591687665841,979.2226952050287,69.9585133064064,0.006703618428287702,0.0002189506202272229,9.894269880398876e-05,0.0026182084315121636,31.729490546762992,91.52368821428377,0.2221594896995113
M060,full_material_model,reference,23.406740450769178,1429.4044270461507,0.929591687665841,994.4575274901769,67.1308834952799,0.006569345641914286,0.0002192017174618399,0.0001011138330066718,0.0026995674397057097,31.729490546762992,91.52368821428377,0.20804494260412593
M060,full_material_model,reference,23.440731664935377,1431.4438998961227,0.932591687665841,1010.3003553927293,64.3540249891758,0.006434709646215639,0.00021946135154333056,0.00010338876289976405,0.002784105577639909,31.729490546762992,91.52368821428377,0.19409113450172738
M060,full_material_model,reference,23.475703748846644,1433.5422249307987,0.935591687665841,1026.8289376934606,61.62232200757251,0.006299393216017933,0.0002197305485408698,0.00010578040483782446,0.0028721022044149013,31.729490546762992,91.52368821428377,0.18031326469027403
M060,full_material_model,reference,23.511800622481413,1435.7080373488848,0.938591687665841,1044.1349528357266,58.93008136355291,0.006163045690371486,0.00022001051191101355,0.0001083040230717154,0.002963875431743551,53.888774341229976,91.52368821428377,0.16672840493680743
M060,full_material_model,reference,23.549191232708505,1437.9514739625101,0.941591687665841,1062.3275332196122,56.271452459663436,0.006025274216908472,0.0002203026651121382,0.00011097783135985545,0.0030597897063704485,53.888774341229976,91.52368821428377,0.1533557168551969
M060,full_material_model,reference,23.588076085704333,1440.2845651422601,0.944591687665841,1081.537974774253,53.6403305631819,0.00588563247744852,0.00022060870782415239,0.00011382379798196745,0.0031602653457255617,53.888774341229976,91.52368821428377,0.14021669078519033
M060,full_material_model,reference,23.628696013741447,1442.7217608244869,0.947591687665841,1101.9261215162635,51.030236400371216,0.005743605896545669,0.00022093069132314032,0.00011686874176305408,0.0032657906633666925,53.888774341229976,91.52368821428377,0.1273354167354234
M060,full_material_model,reference,23.67134416384207,1445.2806498305242,0.950591687665841,1123.6891888459809,48.43416212612376,0.005598591852431056,0.00022127112137548208,0.00012014585338030102,0.003376937576753685,53.888774341229976,91.52368821428377,0.11473890864615513
M060,full_material_model,reference,23.71638273830973,1447.9829642985837,0.953591687665841,1147.0742228274687,45.84436920281028,0.0054498726491282925,0.00022163310155578464,0.00012369685311151997,0.003494381970869227,53.888774341229976,91.52368821428377,0.10245752085165306
M060,full_material_model,reference,23.76426692108265,1450.856015264959,0.956591687665841,1172.3961257496567,43.25211674881398,0.005296577781523603,0.00022202053741206046,0.0001275751269030343,0.003618930670272967,53.888774341229976,91.52368821428377,0.09052552243669469
M060,full_material_model,reference,23.81557997757545,1453.934798654527,0.959591687665841,1200.06445988756,40.64728796033288,0.005137629995181187,0.00022243843473204248,0.00013185041294532258,0.0037515577730966075,53.888774341229976,91.52368821428377,0.07898193281409382
M060,full_material_model,reference,23.87108628273889,1457.2651769643335,0.9625916876658409,1230.6245688053643,38.017864658275705,0.004971666185493384,0.00022289334780826615,0.0001366160335375817,0.0038934545387521195,53.888774341229976,91.52368821428377,0.06787177016597473
M060,full_material_model,reference,23.931814164819148,1460.9088498891488,0.965591687665841,1264.8229707367277,35.34917141178058,0.004796918095837476,0.00022339407512150152,0.00014200047932528035,0.004046099384037447,53.888774341229976,91.52368821428377,0.05724791979608295
M060,full_material_model,reference,23.999190430826882,1464.9514258496129,0.9685916876658409,1303.7157888600827,32.62276361982186,0.004611026662994055,0.00022395277939300223,0.0001481868004375929,0.0042113585509227355,53.888774341229976,91.52368821428377,0.04717388155370718
M060,full_material_model,reference,24.07526892099745,1469.516135259847,0.9715916876658409,1348.8576332404282,29.814757066573943,0.004410742738704263,0.00022458686902152,0.00015544681615710357,0.00439163505967517,53.888774341229976,91.52368821428377,0.03772767763925915
M060,full_material_model,reference,24.16314021529985,1474.788412917991,0.9745916876658409,1402.65067531707,26.89327767509315,0.004191425059601575,0.00022532231863072217,0.00016420542626666078,0.004590096476710672,53.888774341229976,91.52368821428377,0.029007120940079997
M060,full_material_model,reference,24.267715008208707,1481.0629004925224,0.9775916876658409,1469.0380508542246,23.814563597038646,0.003946159977506123,0.00022619987867091322,0.00017517133838369203,0.0048110367986750275,53.888774341229976,91.52368821428377,0.021136247667457427
M060,full_material_model,reference,24.39608497720489,1488.7650986322933,0.9805653117035682,1554.158925294254,20.546840490518868,0.0036667729540398666,0.00022727798688649487,0.00018948475700809438,0.00505816308229581,53.888774341229976,91.52368821428377,0.01432766999302051
M060,full_material_model,reference,24.53327382015017,1496.9964292090103,0.9830506848731215,1649.7710164362447,17.58203818708272,0.003392417336696703,0.00022844710670836348,0.00020589870603063008,0.005292754764224542,53.888774341229976,91.52368821428377,0.009540792225737034
M060,full_material_model,reference,24.67161319816738,1505.2967918900426,0.9850093266242189,1751.2651778245672,15.052577675385834,0.0031388305094420853,0.00022964814129755723,0.000223730784918923,0.005500843678901184,53.888774341229976,91.52368821428377,0.006431247297519161
M060,full_material_model,reference,24.811127579765905,1513.6676547859543,0.9865736643141596,1859.0032753066214,12.891376072242503,0.0029044061981824175,0.00023087962529093383,0.00024314886670847894,0.005685463237102072,53.888774341229976,91.52368821428377,0.004402797531266898
M060,full_material_model,reference,24.951840821492098,1522.1104492895258,0.9878431371071654,1973.3694367712367,11.042742820357887,0.0026876678633192927,0.0002321402959599335,0.00026433979177863034,0.0058499451957834715,53.888774341229976,91.52368821428377,0.0030647718857841418
M060,full_material_model,reference,25.093776273035186,1530.6265763821111,0.9888905638281571,2094.771421712814,9.460227834788268,0.0024872572835220323,0.00023342907018380522,0.00028750936852581645,0.00599743011083213,53.888774341229976,91.52368821428377,0.002168667043500496
M060,full_material_model,reference,25.236956871127813,1539.2174122676688,0.9897687613580781,2223.6420750512575,8.104831422949816,0.002301924303619234,0.00023474502430622252,0.00031288444030827105,0.006130654366485726,53.888774341229976,91.52368821428377,0.0015582806725176254
M060,full_material_model,reference,25.3814052236272,1547.884313417632,0.9905160782840751,2360.4408703911313,6.943603378822594,0.0021305176021558492,0.0002360873764862213,0.0003407162691692093,0.006251904087258749,91.52368821428377,91.52368821428377,0.0011353422556672687
M060,full_material_model,reference,25.530899115561798,1550.0,0.9911543015865508,2505.6555482223494,6.702375446127986,0.002090884626667181,0.0002587892966971723,0.000350450448197697,0.006362316308487457,91.52368821428377,91.52368821428377,0.0008401183836388578
M060,full_material_model,reference,25.698402137579926,1550.0,0.9916911925066028,2659.8038549032194,6.721057510029539,0.002090884626667181,0.0002916102570486225,0.0003543565320691134,0.006461809412697995,91.52368821428377,91.52368821428377,0.0006355896369040471
