config_id,law,m,prefactor_factor,path,final_rho,final_G_um,pore_D50_nm,pore_D90_nm,closed_inventory_formed,final_A_closed,candidate_state_injected,matched_density_grain_ratio_median
GB_diffusion_closed_shrinkage__m3__x30,GB_diffusion_closed_shrinkage,3,30.0,PDF_conditioned_50C_min,0.9006714558331057,0.25949566458264034,50.778263157337946,79.77973951750052,1.9999425818830745e-06,0.01413812385176752,False,0.5993821109734037
GB_diffusion_closed_shrinkage__m3__x100,GB_diffusion_closed_shrinkage,3,100.0,PDF_conditioned_5C_min,0.9391400371343072,0.9483342323942645,50.778263157337946,79.77973951750052,1.1368818289749745e-06,0.15645524321143672,False,0.5993822112416466
GB_diffusion_closed_shrinkage__m3__x100,GB_diffusion_closed_shrinkage,3,100.0,PDF_conditioned_50C_min,0.9006714558330905,0.2594956645824993,50.778263157337946,79.77973951750052,1.9999425818882694e-06,0.014138123851805113,False,0.5993822112416466
GB_diffusion_closed_shrinkage__m4__x0p03,GB_diffusion_closed_shrinkage,4,0.03,PDF_conditioned_5C_min,0.9391400371329384,0.9483342324048054,50.778263157337946,79.77973951750052,1.1368818279928206e-06,0.15645519787897355,False,0.5993824151983221
GB_diffusion_closed_shrinkage__m4__x0p03,GB_diffusion_closed_shrinkage,4,0.03,PDF_conditioned_50C_min,0.9006714558331145,0.25949566458145185,50.778263157337946,79.77973951750052,1.9999425819154274e-06,0.014138123851992902,False,0.5993824151983221
GB_diffusion_closed_shrinkage__m4__x0p1,GB_diffusion_closed_shrinkage,4,0.1,PDF_conditioned_5C_min,0.9391400371329384,0.9483342324048054,50.778263157337946,79.77973951750052,1.1368818279928206e-06,0.15645519787897355,False,0.5993824151983221
GB_diffusion_closed_shrinkage__m4__x0p1,GB_diffusion_closed_shrinkage,4,0.1,PDF_conditioned_50C_min,0.9006714558331145,0.25949566458145185,50.778263157337946,79.77973951750052,1.9999425819154274e-06,0.014138123851992902,False,0.5993824151983221
GB_diffusion_closed_shrinkage__m4__x0p3,GB_diffusion_closed_shrinkage,4,0.3,PDF_conditioned_5C_min,0.9391400371329384,0.9483342324048054,50.778263157337946,79.77973951750052,1.1368818279928206e-06,0.15645519787897355,False,0.5993824151983221
GB_diffusion_closed_shrinkage__m4__x0p3,GB_diffusion_closed_shrinkage,4,0.3,PDF_conditioned_50C_min,0.9006714558331145,0.25949566458145185,50.778263157337946,79.77973951750052,1.9999425819154274e-06,0.014138123851992902,False,0.5993824151983221
GB_diffusion_closed_shrinkage__m4__x1,GB_diffusion_closed_shrinkage,4,1.0,PDF_conditioned_5C_min,0.9391400371329384,0.9483342324048054,50.778263157337946,79.77973951750052,1.1368818279928206e-06,0.15645519787897355,False,0.5993824151983221
GB_diffusion_closed_shrinkage__m4__x1,GB_diffusion_closed_shrinkage,4,1.0,PDF_conditioned_50C_min,0.9006714558331145,0.25949566458145185,50.778263157337946,79.77973951750052,1.9999425819154274e-06,0.014138123851992902,False,0.5993824151983221
GB_diffusion_closed_shrinkage__m4__x3,GB_diffusion_closed_shrinkage,4,3.0,PDF_conditioned_5C_min,0.9391400371329384,0.9483342324048054,50.778263157337946,79.77973951750052,1.1368818279928206e-06,0.15645519787897355,False,0.5993824151983221
GB_diffusion_closed_shrinkage__m4__x3,GB_diffusion_closed_shrinkage,4,3.0,PDF_conditioned_50C_min,0.9006714558331145,0.25949566458145185,50.778263157337946,79.77973951750052,1.9999425819154274e-06,0.014138123851992902,False,0.5993824151983221
GB_diffusion_closed_shrinkage__m4__x10,GB_diffusion_closed_shrinkage,4,10.0,PDF_conditioned_5C_min,0.9391400371329384,0.9483342324048054,50.778263157337946,79.77973951750052,1.1368818279928206e-06,0.15645519787897355,False,0.5993824151983221
GB_diffusion_closed_shrinkage__m4__x10,GB_diffusion_closed_shrinkage,4,10.0,PDF_conditioned_50C_min,0.9006714558331145,0.25949566458145185,50.778263157337946,79.77973951750052,1.9999425819154274e-06,0.014138123851992902,False,0.5993824151983221
GB_diffusion_closed_shrinkage__m4__x30,GB_diffusion_closed_shrinkage,4,30.0,PDF_conditioned_5C_min,0.9391400371329384,0.9483342324048054,50.778263157337946,79.77973951750052,1.1368818279928206e-06,0.15645519787897355,False,0.5993824151983221
GB_diffusion_closed_shrinkage__m4__x30,GB_diffusion_closed_shrinkage,4,30.0,PDF_conditioned_50C_min,0.9006714558331145,0.25949566458145185,50.778263157337946,79.77973951750052,1.9999425819154274e-06,0.014138123851992902,False,0.5993824151983221
GB_diffusion_closed_shrinkage__m4__x100,GB_diffusion_closed_shrinkage,4,100.0,PDF_conditioned_5C_min,0.9391400371329384,0.9483342324048054,50.778263157337946,79.77973951750052,1.1368818279928206e-06,0.15645519787897355,False,0.5993824151983221
GB_diffusion_closed_shrinkage__m4__x100,GB_diffusion_closed_shrinkage,4,100.0,PDF_conditioned_50C_min,0.9006714558331145,0.25949566458145185,50.778263157337946,79.77973951750052,1.9999425819154274e-06,0.014138123851992902,False,0.5993824151983221
gas_accommodation_limited__m3__x0p03,gas_accommodation_limited,3,0.03,PDF_conditioned_5C_min,0.9391400371339588,0.9483342323941572,50.778263157337946,79.77973951750052,1.1368818288038076e-06,0.15645525603920737,False,0.5993822486703406
gas_accommodation_limited__m3__x0p03,gas_accommodation_limited,3,0.03,PDF_conditioned_50C_min,0.9006714558331668,0.2594956645826196,50.778263157337946,79.77973951750052,1.999942581881252e-06,0.014138123851781946,False,0.5993822486703406
gas_accommodation_limited__m3__x0p1,gas_accommodation_limited,3,0.1,PDF_conditioned_5C_min,0.9391400371337153,0.9483342323977639,50.778263157337946,79.77973951750052,1.136881828579021e-06,0.15645522195149997,False,0.5993822933976192
gas_accommodation_limited__m3__x0p1,gas_accommodation_limited,3,0.1,PDF_conditioned_50C_min,0.9006714558331609,0.2594956645825087,50.778263157337946,79.77973951750052,1.9999425818847178e-06,0.014138123851805597,False,0.5993822933976192
gas_accommodation_limited__m3__x0p3,gas_accommodation_limited,3,0.3,PDF_conditioned_5C_min,0.939140037133172,0.948334232399545,50.778263157337946,79.77973951750052,1.1368818282527131e-06,0.15645520955912512,False,0.5993823588172851
gas_accommodation_limited__m3__x0p3,gas_accommodation_limited,3,0.3,PDF_conditioned_50C_min,0.9006714558331453,0.2594956645821565,50.778263157337946,79.77973951750052,1.999942581895023e-06,0.014138123851869014,False,0.5993823588172851
gas_accommodation_limited__m3__x1,gas_accommodation_limited,3,1.0,PDF_conditioned_5C_min,0.9391400371329384,0.9483342324048054,50.778263157337946,79.77973951750052,1.1368818279928206e-06,0.15645519920843146,False,0.5993824152011824
gas_accommodation_limited__m3__x1,gas_accommodation_limited,3,1.0,PDF_conditioned_50C_min,0.9006714558331286,0.25949566458177287,50.778263157337946,79.77973951750052,1.9999425819061435e-06,0.014138123851936666,False,0.5993824152011824
gas_accommodation_limited__m3__x3,gas_accommodation_limited,3,3.0,PDF_conditioned_5C_min,0.9391400371329384,0.9483342324048054,50.778263157337946,79.77973951750052,1.1368818279928206e-06,0.1564551981747807,False,0.5993824151993936
gas_accommodation_limited__m3__x3,gas_accommodation_limited,3,3.0,PDF_conditioned_50C_min,0.9006714558331198,0.2594956645815726,50.778263157337946,79.77973951750052,1.9999425819119473e-06,0.01413812385197183,False,0.5993824151993936
gas_accommodation_limited__m3__x10,gas_accommodation_limited,3,10.0,PDF_conditioned_5C_min,0.9391400371329384,0.9483342324048054,50.778263157337946,79.77973951750052,1.1368818279928206e-06,0.15645519787897355,False,0.5993824151985323
gas_accommodation_limited__m3__x10,gas_accommodation_limited,3,10.0,PDF_conditioned_50C_min,0.9006714558331155,0.25949566458147544,50.778263157337946,79.77973951750052,1.9999425819147455e-06,0.014138123851988756,False,0.5993824151985323
gas_accommodation_limited__m3__x30,gas_accommodation_limited,3,30.0,PDF_conditioned_5C_min,0.9391400371329384,0.9483342324048054,50.778263157337946,79.77973951750052,1.1368818279928206e-06,0.15645519787897355,False,0.5993824151983221
gas_accommodation_limited__m3__x30,gas_accommodation_limited,3,30.0,PDF_conditioned_50C_min,0.9006714558331145,0.25949566458145185,50.778263157337946,79.77973951750052,1.9999425819154274e-06,0.014138123851992902,False,0.5993824151983221
gas_accommodation_limited__m3__x100,gas_accommodation_limited,3,100.0,PDF_conditioned_5C_min,0.9391400371329384,0.9483342324048054,50.778263157337946,79.77973951750052,1.1368818279928206e-06,0.15645519787897355,False,0.5993824151983221
gas_accommodation_limited__m3__x100,gas_accommodation_limited,3,100.0,PDF_conditioned_50C_min,0.9006714558331145,0.25949566458145185,50.778263157337946,79.77973951750052,1.9999425819154274e-06,0.014138123851992902,False,0.5993824151983221
empirical_closed_rate_scale__m4__x1,empirical_closed_rate_scale,4,1.0,PDF_conditioned_5C_min,0.9368757201121999,0.9373023318258671,50.778263157337946,79.77973951750052,0.00020532715990366504,0.17205598910962144,False,0.6005298031824932
empirical_closed_rate_scale__m4__x1,empirical_closed_rate_scale,4,1.0,PDF_conditioned_50C_min,0.9005037339406542,0.2584709918169334,50.778263157337946,79.77973951750052,2.7096532690808574e-05,0.015390915553504195,False,0.6005298031824932
empirical_closed_rate_scale__m4__x30,empirical_closed_rate_scale,4,30.0,PDF_conditioned_5C_min,0.9368802351975113,0.9373223660894593,50.778263157337946,79.77973951750052,0.00020496417600796634,0.17202916442637767,False,0.6005296694608128
empirical_closed_rate_scale__m4__x30,empirical_closed_rate_scale,4,30.0,PDF_conditioned_50C_min,0.9005037380298648,0.258471007793255,50.778263157337946,79.77973951750052,2.7095999924041253e-05,0.01539088894264067,False,0.6005296694608128
empirical_closed_rate_scale__m4__x100,empirical_closed_rate_scale,4,100.0,PDF_conditioned_5C_min,0.9368907518054637,0.9373691767494001,50.778263157337946,79.77973951750052,0.00020411736298723976,0.1719665733119689,False,0.600529348333279
empirical_closed_rate_scale__m4__x100,empirical_closed_rate_scale,4,100.0,PDF_conditioned_50C_min,0.9005037478947463,0.258471046341686,50.778263157337946,79.77973951750052,2.70947145617809e-05,0.015390824740807479,False,0.600529348333279
empirical_closed_rate_scale__m4__x300,empirical_closed_rate_scale,4,300.0,PDF_conditioned_5C_min,0.9369187696368094,0.9374945914691812,50.778263157337946,79.77973951750052,0.00020185542750844309,0.17179930126178009,False,0.6005284427915377
empirical_closed_rate_scale__m4__x300,empirical_closed_rate_scale,4,300.0,PDF_conditioned_50C_min,0.9005037760391106,0.25847115636152246,50.778263157337946,79.77973951750052,2.7091046942646736e-05,0.015390641549835047,False,0.6005284427915377
