material_id,ablation_mode,path,t_h,T_C,rho,G_nm,tau_nuc,tau_exchange,tau_transport,activity,rho_dot,G_dot,cumulative_growth_before_activation_nm,cumulative_growth_during_densification_nm,PR_exposure,pore_D50_nm,pore_D90_nm,connected_fine
E0021,full_material_model,reference,10.0,625.0,0.7000007069875511,50.00000137612842,172823517.61956906,5.878575129313928,0.09613956404487148,3.457118897416357e-08,3.202393117407558e-11,6.183194008712374e-19,6.794640487220677e-07,6.966643695876014e-07,1.1140850251230741e-12,29.7216732673867,85.73214099741126,1.3836221562111422
E0021,full_material_model,reference,11.0,685.0,0.7000008222736831,50.00001221597769,172823517.61956906,1.2994024619419253,0.009187376443121913,7.571827298164294e-09,3.202391746825822e-11,1.1637275365617093e-17,1.1519313325973307e-05,6.966643695876014e-07,1.302307751535369e-12,29.7216732673867,85.73214099741126,1.383621526682331
E0021,full_material_model,reference,12.0,745.0,0.7000009375597647,50.00017614910606,172823517.61956906,0.343144004238304,0.0011578905092428685,1.9922166774751326e-09,3.2023903076502627e-11,1.5497386642963837e-16,0.0001754524416954005,6.966643695876014e-07,1.4905304703765533e-12,29.7216732673867,85.73214099741126,1.3836208971538033
E0021,full_material_model,reference,13.0,805.0,0.7000010528457938,50.00200580670744,172823517.61956906,0.10509240078206711,0.0001837770780880846,6.091542357549212e-10,3.202388855036384e-11,1.5470433952418103e-15,0.0020051100430733713,6.966643695876014e-07,1.6787531771656918e-12,29.7216732673867,85.73214099741126,1.3836202676255682
E0021,full_material_model,reference,14.0,865.0,0.7000011681317709,50.01781222027471,172823517.61956906,0.03646274956645652,3.543585531712542e-05,2.1118760870501422e-10,3.2023873992685193e-11,1.2113479884862125e-14,0.017811523610346946,6.966643695876014e-07,1.866975870974332e-12,29.7216732673867,85.73214099741126,1.3836196380976258
E0021,full_material_model,reference,15.0,925.0,0.7000013203703604,50.12755045176541,48757029.17438499,0.01406600245848287,8.08809533942578e-06,2.886576723003802e-10,1.135113299408697e-10,7.70357706200956e-14,0.12754975510103833,6.966643695876014e-07,2.448744248367888e-12,29.7216732673867,85.73214099741126,1.3836188067869484
E0021,full_material_model,reference,16.0,985.0,0.7000026642429741,50.75641457212604,4854584.683282041,0.005942208257138672,2.170454974433752e-06,1.2244875911435267e-09,1.1400451795898494e-09,4.0638106337798895e-13,0.7564138754616754,6.966643695876014e-07,8.600440422470006e-12,29.7216732673867,85.73214099741126,1.383611468465817
E0021,full_material_model,reference,16.9068216249278,1039.409297495668,0.7000121895643561,53.29052679717111,754111.3496502182,0.002911885366423468,7.888581191573466e-07,3.862392754921044e-09,7.3387541509863366e-09,1.5492158443622281e-12,3.2905261005067463,6.966643695876014e-07,5.193408186498123e-11,29.7216732673867,85.73214099741126,1.3835594547317118
E0021,full_material_model,reference,17.35817840266754,1066.4907041600525,0.7000296290016566,56.5689680313397,328853.95269244123,0.002086259202656478,5.291777728734269e-07,6.3456386949345966e-09,1.6827703670807734e-08,2.790942737655757e-12,6.5689673346753334,6.966643695876014e-07,1.3428842319242163e-10,29.7216732673867,85.73214099741126,1.3834642254995206
E0021,full_material_model,reference,17.655014526698487,1084.3008716019092,0.700052140374825,60.04909946397087,197903.29044702853,0.001687662253982355,4.2876396659800936e-07,8.52987840544057e-09,2.7959945202352544e-08,3.970748977951439e-12,10.049098767306505,6.966643695876014e-07,2.461519776387517e-10,29.7216732673867,85.73214099741126,1.3833413008657776
E0021,full_material_model,reference,17.88649996283088,1098.1899977698527,0.7000795904778769,63.74332910644879,135842.07580268927,0.0014359371706132006,3.757962038030201e-07,1.0573402556925988e-08,4.0729395089120906e-08,5.120910210762056e-12,13.743328409784427,6.966643695876014e-07,3.896930771123772e-10,29.7216732673867,85.73214099741126,1.38319140839855
